date,O,dcf,Deviation
2016-04-18,63.15,63.29,-0.0022120398167166933
2016-04-19,63.29,61.56,0.028102664067576333
2016-04-20,61.56,59.03,0.042859562934101314
2016-04-21,59.03,59.37,-0.005726798046151171
2016-04-22,59.37,60.32,-0.015749336870026553
2016-04-25,60.32,59.6,0.012080536912751683
2016-04-26,59.6,59.45,0.002523128679562614
2016-04-27,59.45,59.47,-0.0003363040188330002
2016-04-28,59.47,59.2,0.004560810810810834
2016-04-29,59.2,59.81,-0.010198963384049464
2016-05-02,59.81,60.71,-0.014824575852413036
2016-05-03,60.71,62.38,-0.026771401090093017
2016-05-04,62.38,62.41,-0.0004806921967632771
2016-05-05,62.41,63.58,-0.018402013211701873
2016-05-06,63.58,64.04,-0.007183010618363683
2016-05-09,64.04,64.22,-0.002802865151043221
2016-05-10,64.22,63.27,0.01501501501501501
2016-05-11,63.27,64.14,-0.013564078578110372
2016-05-12,64.14,63.62,0.008173530336372359
2016-05-13,63.62,63.91,-0.0045376310436551215
2016-05-16,63.91,62.5,0.022559999999999913
2016-05-17,62.5,60.87,0.02677838015442746
2016-05-18,60.87,59.05,0.030821337849280317
2016-05-19,59.05,59.19,-0.0023652644027707392
2016-05-20,59.19,59.05,0.0023708721422524004
2016-05-23,59.05,59.43,-0.00639407706545525
2016-05-24,59.43,59.38,0.0008420343550017417
2016-05-25,59.38,59.9,-0.008681135225375614
2016-05-26,59.9,59.9,0.0
2016-05-27,59.9,60.09,-0.003161923780995224
2016-05-31,60.09,60.85,-0.012489728841413306
2016-06-01,60.85,61.55,-0.011372867587327362
2016-06-02,61.55,63.05,-0.023790642347343405
2016-06-03,63.05,62.57,0.007671408023014248
2016-06-06,62.57,63.19,-0.009811679063142842
2016-06-07,63.19,63.51,-0.005038576602109934
2016-06-08,63.51,63.98,-0.007346045639262222
2016-06-09,63.98,64.3,-0.004976671850699832
2016-06-10,64.3,64.12,0.002807236431690452
2016-06-13,64.12,64.34,-0.0034193347839601707
2016-06-14,64.34,64.4,-0.0009316770186336143
2016-06-15,64.4,65.07000000000001,-0.010296603657599546
2016-06-16,65.07,64.12,0.014815970056144545
2016-06-17,64.12,63.75,0.005803921568627413
2016-06-20,63.75,64.33,-0.009016011192289675
2016-06-21,64.33,64.36,-0.0004661280298322579
2016-06-22,64.36,64.5,-0.0021705426356589674
2016-06-23,64.5,65.75,-0.019011406844106515
2016-06-24,65.75,66.96999999999998,-0.018217112139763847
2016-06-27,66.97,68.19999999999999,-0.018035190615835583
2016-06-28,68.2,68.46,-0.0037978381536661887
2016-06-29,68.46,69.36,-0.012975778546712835
2016-06-30,69.36,69.64,-0.004020677771395809
2016-07-01,69.64,71.47,-0.025605149013572137
2016-07-05,71.47,71.21,0.0036511725881196444
2016-07-06,71.21,69.14,0.029939253688168854
2016-07-07,69.14,69.91,-0.01101416106422537
2016-07-08,69.91,70.52,-0.008650028360748685
2016-07-11,70.52,70.07,0.006422149279292189
2016-07-12,70.07,70.8,-0.010310734463276905
2016-07-13,70.8,70.34,0.0065396644867783404
2016-07-14,70.34,69.84,0.0071592210767468245
2016-07-15,69.84,69.98,-0.002000571591883382
2016-07-18,69.98,70.29,-0.004410300184948146
2016-07-19,70.29,69.8,0.007020057306590388
2016-07-20,69.8,70.08000000000001,-0.003995433789954594
2016-07-21,70.08,70.41,-0.0046868342564976295
2016-07-22,70.41,70.32,0.0012798634812287712
2016-07-25,70.32,70.11,0.002995293110825692
2016-07-26,70.11,69.59,0.007472337979594679
2016-07-27,69.59,70.68,-0.015421618562535433
2016-07-28,70.68,71.47,-0.011053588918427226
2016-07-29,71.47,72.14,-0.009287496534516215
2016-08-01,72.14,70.01,0.03042422511069831
2016-08-02,70.01,69.18,0.011997687192830231
2016-08-03,69.18,69.54,-0.0051768766177738845
2016-08-04,69.54,68.56,0.014294049008167997
2016-08-05,68.56,68.44,0.001753360607831711
2016-08-08,68.44,68.93,-0.007108660960394753
2016-08-09,68.93,69.21,-0.004045658141886843
2016-08-10,69.21,68.18,0.015107069521853811
2016-08-11,68.18,68.64,-0.006701631701631627
2016-08-12,68.64,67.99,0.00956022944550683
2016-08-15,67.99,66.94000000000001,0.0156856886764265
2016-08-16,66.94,67.61,-0.009909776660257386
2016-08-17,67.61,67.80999999999999,-0.002949417490045514
2016-08-18,67.81,66.8,0.015119760479042066
2016-08-19,66.8,67.46000000000001,-0.009783575452119941
2016-08-22,67.46,67.28999999999999,0.002526378362312398
2016-08-23,67.29,66.68,0.009148170365926855
2016-08-24,66.68,66.67000000000002,0.00014999250037495138
2016-08-25,66.67,65.73,0.014300928038947225
2016-08-26,65.73,66.37999999999998,-0.00979210605604064
2016-08-29,66.38,65.44000000000001,0.014364303178483917
2016-08-30,65.44,65.73,-0.004411988437547643
2016-08-31,65.73,65.74,-0.000152114390021163
2016-09-01,65.74,66.27,-0.007997585634525461
2016-09-02,66.27,67.18,-0.013545698124441952
2016-09-06,67.18,67.99,-0.011913516693631276
2016-09-07,67.99,67.42000000000002,0.008454464550578189
2016-09-08,67.42,64.26,0.04917522564581378
2016-09-09,64.26,65.53999999999999,-0.019530057979859405
2016-09-12,65.54,63.540000000000006,0.031476235442241096
2016-09-13,63.54,63.99,-0.007032348804500765
2016-09-14,63.99,64.33,-0.0052852479403077135
2016-09-15,64.33,64.47,-0.0021715526601520097
2016-09-16,64.47,65.22,-0.011499540018399257
2016-09-19,65.22,65.59,-0.00564110382680294
2016-09-20,65.59,66.76,-0.017525464349910203
2016-09-21,66.76,67.87999999999998,-0.01649970536240386
2016-09-22,67.88,68.05,-0.0024981631153563333
2016-09-23,68.05,68.68,-0.009172976121141652
2016-09-26,68.68,68.18,0.00733352889410388
2016-09-27,68.18,68.82,-0.009299622202847857
2016-09-28,68.82,67.6,0.01804733727810648
2016-09-29,67.6,66.92999999999999,0.010010458688181734
2016-09-30,66.93,65.38,0.023707555827470417
2016-10-03,65.38,63.69,0.026534777830114598
2016-10-04,63.69,61.92,0.028585271317829397
2016-10-05,61.92,61.59,0.005358012664393508
2016-10-06,61.59,61.46,0.0021151968760169115
2016-10-07,61.46,62.10999999999999,-0.010465303493801148
2016-10-10,62.11,60.81,0.021378062818615318
2016-10-11,60.81,61.67,-0.013945192151775587
2016-10-12,61.67,62.71000000000001,-0.016584276829851752
2016-10-13,62.71,62.03999999999999,0.010799484203739773
2016-10-14,62.04,62.64999999999999,-0.009736632083000685
2016-10-17,62.65,62.660000000000004,-0.0001595914458986103
2016-10-18,62.66,62.53999999999999,0.0019187719859290464
2016-10-19,62.54,62.449999999999996,0.0014411529223379294
2016-10-20,62.45,61.9,0.00888529886914391
2016-10-21,61.9,62.300000000000004,-0.006420545746388506
2016-10-24,62.3,62.300000000000004,-1.1102230246251565e-16
2016-10-25,62.3,61.31,0.01614744739846663
2016-10-26,61.31,59.11,0.0372187447132466
2016-10-27,59.11,58.53,0.009909448146249833
2016-10-28,58.53,59.24,-0.011985145172180967
2016-10-31,59.24,57.74,0.025978524419812965
2016-11-01,57.74,56.71,0.018162581555281276
2016-11-02,56.71,56.55,0.0028293545534925357
2016-11-03,56.55,57.38,-0.014464970372952357
2016-11-04,57.38,58.45,-0.01830624465355002
2016-11-07,58.45,58.94,-0.008313539192398967
2016-11-08,58.94,55.62,0.05969075871988494
2016-11-09,55.62,54.28,0.024686809137803856
2016-11-10,54.28,54.39,-0.0020224305938592035
2016-11-11,54.39,55.62,-0.022114347357065745
2016-11-14,55.62,55.67,-0.0008981498113885822
2016-11-15,55.67,56.15,-0.008548530721282255
2016-11-16,56.15,54.87,0.023327865864771313
2016-11-17,54.87,55.15,-0.005077062556663625
2016-11-18,55.15,55.09,0.0010891268832817769
2016-11-21,55.09,56.6,-0.02667844522968199
2016-11-22,56.6,56.12,0.008553100498930988
2016-11-23,56.12,56.57,-0.007954746331978124
2016-11-25,56.57,56.35,0.0039041703637976433
2016-11-28,56.35,56.74,-0.006873457878040168
2016-11-29,56.74,55.44,0.023448773448773608
2016-11-30,55.44,53.49,0.03645541222658433
2016-12-01,53.49,54.73,-0.022656678238625938
2016-12-02,54.73,54.73,0.0
2016-12-05,54.73,54.59,0.002564572265982612
2016-12-06,54.59,55.45,-0.015509467989179404
2016-12-07,55.45,55.33,0.002168805349719971
2016-12-08,55.33,55.61,-0.005035065635677016
2016-12-09,55.61,56.18,-0.010145959416162365
2016-12-12,56.18,56.11,0.0012475494564248013
2016-12-13,56.11,54.65,0.026715462031106973
2016-12-14,54.65,54.04,0.011287934863064342
2016-12-15,54.04,55.47,-0.025779700739138267
2016-12-16,55.47,57.33,-0.03244374672946104
2016-12-19,57.33,56.76,0.01004228329809731
2016-12-20,56.76,56.24,0.009246088193456625
2016-12-21,56.24,56.33,-0.0015977276761938164
2016-12-22,56.33,56.41,-0.0014181882644920263
2016-12-23,56.41,56.43,-0.0003544214070529961
2016-12-27,56.43,56.09,0.006061686575147052
2016-12-28,56.09,56.63,-0.009535581847077479
2016-12-29,56.63,57.48,-0.014787752261656184
2016-12-30,57.48,57.49,-0.0001739432944860564
2017-01-03,57.49,58.35,-0.014738646101113972
2017-01-04,58.35,59.92,-0.026201602136181612
2017-01-05,59.92,59.84,0.0013368983957218195
2017-01-06,59.84,59.4,0.007407407407407529
2017-01-09,59.4,58.69,0.012097461237007945
2017-01-10,58.69,58.53,0.00273364086793082
2017-01-11,58.53,59.57,-0.017458452241060907
2017-01-12,59.57,59.07,0.00846453360419841
2017-01-13,59.07,60.13,-0.01762847164476966
2017-01-17,60.13,59.78,0.005854800936768267
2017-01-18,59.78,59.18,0.010138560324433943
2017-01-19,59.18,59.69,-0.008544144747863913
2017-01-20,59.69,60.26,-0.009459010952538982
2017-01-23,60.26,59.78,0.008029441284710614
2017-01-24,59.78,59.62,0.0026836632002684713
2017-01-25,59.62,59.81,-0.003176726299949917
2017-01-26,59.81,59.44,0.006224764468371502
2017-01-27,59.44,59.29,0.0025299375948726333
2017-01-30,59.29,59.63,-0.005701827938956905
2017-01-31,59.63,58.31,0.02263762647916301
2017-02-01,58.31,59.42,-0.018680578929653358
2017-02-02,59.42,59.82,-0.00668672684720828
2017-02-03,59.82,59.82,0.0
2017-02-06,59.82,60.15,-0.005486284289276777
2017-02-07,60.15,60.5,-0.005785123966942196
2017-02-08,60.5,60.58,-0.001320567844173004
2017-02-09,60.58,61.28,-0.011422976501305526
2017-02-10,61.28,61.62,-0.005517689061992792
2017-02-13,61.62,60.78,0.01382033563672258
2017-02-14,60.78,60.32,0.00762599469496017
2017-02-15,60.32,60.58,-0.0042918454935622075
2017-02-16,60.58,60.8,-0.0036184210526315486
2017-02-17,60.8,61.52,-0.011703511053316129
2017-02-21,61.52,61.14,0.006215243702976769
2017-02-22,61.14,62.86,-0.02736239261851736
2017-02-23,62.86,63.19,-0.005222345307801857
2017-02-24,63.19,63.14,0.0007918910357933573
2017-02-27,63.14,61.28,0.030352480417754624
2017-02-28,61.28,60.6,0.011221122112211157
2017-03-01,60.6,60.56,0.0006605019815060231
2017-03-02,60.56,60.34,0.003646005966191579
2017-03-03,60.34,59.67,0.011228422993128984
2017-03-06,59.67,59.84,-0.0028409090909091717
2017-03-07,59.84,57.7,0.03708838821490468
2017-03-08,57.7,57.15,0.00962379702537186
2017-03-09,57.15,57.39,-0.004181913225300593
2017-03-10,57.39,57.82,-0.007436873054306514
2017-03-13,57.82,57.74,0.0013855213023898916
2017-03-14,57.74,59.23,-0.025156170859361726
2017-03-15,59.23,59.06,0.0028784287165593003
2017-03-16,59.06,59.86,-0.013364517206815862
2017-03-17,59.86,59.46,0.006727211570803915
2017-03-20,59.46,60.04,-0.009660226515656234
2017-03-21,60.04,59.94,0.0016683350016684084
2017-03-22,59.94,59.68,0.00435656836461118
2017-03-23,59.68,59.46,0.0036999663639420977
2017-03-24,59.46,59.07,0.006602336211274817
2017-03-27,59.07,58.89,0.0030565461029037344
2017-03-28,58.89,59.07,-0.003047232097511454
2017-03-29,59.07,58.93,0.0023756999830306658
2017-03-30,58.93,59.53,-0.010078951789013968
2017-03-31,59.53,59.71,-0.0030145704237146687
2017-04-03,59.71,59.72,-0.00016744809109170422
2017-04-04,59.72,59.75,-0.0005020920502092352
2017-04-05,59.75,60.17,-0.0069802227023434416
2017-04-06,60.17,60.26,-0.001493528045137693
2017-04-07,60.26,60.75,-0.008065843621399171
2017-04-10,60.75,61.41,-0.010747435271128425
2017-04-11,61.41,61.38,0.0004887585532746819
2017-04-12,61.38,61.45,-0.0011391375101709178
2017-04-13,61.45,61.81,-0.0058243002750364425
2017-04-17,61.81,62.06,-0.004028359651949698
2017-04-18,62.06,61.98,0.001290738948047876
2017-04-19,61.98,62.07,-0.0014499758337361834
2017-04-20,62.07,61.75,0.005182186234817809
2017-04-21,61.75,60.08,0.027796271637816172
2017-04-24,60.08,59.83,0.004178505766337937
2017-04-25,59.83,59.21,0.010471204188481575
2017-04-26,59.21,59.45,-0.004037005887300271
2017-04-27,59.45,58.35,0.018851756640959838
2017-04-28,58.35,58.82,-0.00799047942876574
2017-05-01,58.82,59.04,-0.0037262872628726074
2017-05-02,59.04,57.83,0.020923396161162122
2017-05-03,57.83,55.78,0.03675152384367153
2017-05-04,55.78,56.62,-0.014835747085835349
2017-05-05,56.62,55.68,0.016882183908045967
2017-05-08,55.68,54.96,0.013100436681222627
2017-05-09,54.96,55.58,-0.011155091759625702
2017-05-10,55.58,54.44,0.020940484937545856
2017-05-11,54.44,54.73,-0.005298739265485075
2017-05-12,54.73,54.3,0.007918968692449457
2017-05-15,54.3,53.21,0.02048487126479981
2017-05-16,53.21,53.76,-0.010230654761904656
2017-05-17,53.76,53.82,-0.0011148272017837968
2017-05-18,53.82,54.2,-0.007011070110701123
2017-05-19,54.2,54.13,0.0012931830777758169
2017-05-22,54.13,54.14,-0.00018470631695599593
2017-05-23,54.14,54.66,-0.009513355287230074
2017-05-24,54.66,55.15,-0.0088848594741614
2017-05-25,55.15,55.18,-0.0005436752446539295
2017-05-26,55.18,55.0,0.003272727272727316
2017-05-30,55.0,54.93,0.0012743491716731281
2017-05-31,54.93,55.54,-0.010983075261073116
2017-06-01,55.54,56.58,-0.018381053375751133
2017-06-02,56.58,55.37,0.02185298898320398
2017-06-05,55.37,55.42,-0.0009022013713461119
2017-06-06,55.42,55.62,-0.0035958288385472548
2017-06-07,55.62,54.89,0.013299325924576388
2017-06-08,54.89,55.31,-0.007593563550895022
2017-06-09,55.31,56.14,-0.014784467402921275
2017-06-12,56.14,56.28,-0.0024875621890547706
2017-06-13,56.28,56.95,-0.01176470588235301
2017-06-14,56.95,56.91,0.0007028641714990069
2017-06-15,56.91,56.67,0.004235044997352944
2017-06-16,56.67,56.22,0.008004268943436532
2017-06-19,56.22,56.17,0.0008901548869502118
2017-06-20,56.17,55.42,0.013533020570191345
2017-06-21,55.42,54.82,0.01094491061656333
2017-06-22,54.82,55.28,-0.00832127351664258
2017-06-23,55.28,56.48,-0.021246458923512623
2017-06-26,56.48,55.99,0.008751562779067523
2017-06-27,55.99,56.81,-0.014434078507305048
2017-06-28,56.81,55.77,0.018648018648018683
2017-06-29,55.77,55.18,0.010692279811525873
2017-06-30,55.18,56.05,-0.01552185548617302
2017-07-03,56.05,55.21,0.015214635029885848
2017-07-05,55.21,54.13,0.01995196748568251
2017-07-06,54.13,54.69,-0.010239531907112687
2017-07-07,54.69,53.6,0.020335820895522216
2017-07-10,53.6,53.89,-0.005381332343663003
2017-07-11,53.89,54.67,-0.014267422718126976
2017-07-12,54.67,55.13,-0.008343914384182805
2017-07-13,55.13,56.25,-0.0199111111111111
2017-07-14,56.25,56.48,-0.004072237960339842
2017-07-17,56.48,56.58,-0.0017674089784376346
2017-07-18,56.58,57.16,-0.010146955913226008
2017-07-19,57.16,57.32,-0.002791346824843055
2017-07-20,57.32,57.31,0.00017448961786770134
2017-07-21,57.31,57.17,0.002448836802518839
2017-07-24,57.17,57.43,-0.0045272505659063045
2017-07-25,57.43,57.92,-0.008459944751381232
2017-07-26,57.92,57.95,-0.0005176876617773996
2017-07-27,57.95,57.2,0.013111888111888126
2017-07-28,57.2,57.06,0.002453557658604888
2017-07-31,57.06,57.74,-0.011776931070315189
2017-08-01,57.74,57.1,0.011208406304728635
2017-08-02,57.1,57.04,0.0010518934081347187
2017-08-03,57.04,57.45,-0.007136640557006135
2017-08-04,57.45,57.45,0.0
2017-08-07,57.45,57.3,0.002617801047120505
2017-08-08,57.3,57.48,-0.0031315240083507057
2017-08-09,57.48,57.02,0.008067344791301112
2017-08-10,57.02,56.48,0.009560906515580836
2017-08-11,56.48,57.32,-0.014654570830425762
2017-08-14,57.32,56.97,0.00614358434263651
2017-08-15,56.97,57.61,-0.011109182433605258
2017-08-16,57.61,57.19,0.007343941248469932
2017-08-17,57.19,56.85,0.005980650835532009
2017-08-18,56.85,57.88,-0.017795438838977162
2017-08-21,57.88,57.38,0.008713837574067629
2017-08-22,57.38,58.1,-0.012392426850258209
2017-08-23,58.1,57.5,0.01043478260869568
2017-08-24,57.5,58.04,-0.00930392832529292
2017-08-25,58.04,57.21,0.014507953155042719
2017-08-28,57.21,57.14,0.0012250612530626537
2017-08-29,57.14,56.92,0.003865073787772344
2017-08-30,56.92,57.56,-0.011118832522585165
2017-08-31,57.56,57.86,-0.005184929139301686
2017-09-01,57.86,58.32,-0.00788751714677638
2017-09-05,58.32,58.18,0.0024063251976624844
2017-09-06,58.18,58.71,-0.009027422926247697
2017-09-07,58.71,59.33,-0.010450025282319197
2017-09-08,59.33,59.45,-0.0020185029436502466
2017-09-11,59.45,58.92,0.008995247793618377
2017-09-12,58.92,58.79,0.0022112604184385543
2017-09-13,58.79,59.4,-0.010269360269360206
2017-09-14,59.4,59.9,-0.008347245409014992
2017-09-15,59.9,59.56,0.00570852921423759
2017-09-18,59.56,58.8,0.012925170068027292
2017-09-19,58.8,58.34,0.007884813164209747
2017-09-20,58.34,57.91,0.007425315144189426
2017-09-21,57.91,57.57,0.005905853743269018
2017-09-22,57.57,57.93,-0.006214396685655044
2017-09-25,57.93,58.34,-0.007027768255056577
2017-09-26,58.34,57.31,0.017972430640377013
2017-09-27,57.31,57.82,-0.008820477343479682
2017-09-28,57.82,57.19,0.01101591187270512
2017-09-29,57.19,57.07,0.002102680918170563
2017-10-02,57.07,57.05,0.0003505696757231114
2017-10-03,57.05,57.15,-0.0017497812773403787
2017-10-04,57.15,57.03,0.002104155707522315
2017-10-05,57.03,56.48,0.009737960339943452
2017-10-06,56.48,56.53,-0.0008844861135680615
2017-10-09,56.53,56.61,-0.001413177883766048
2017-10-10,56.61,56.67,-0.001058761249338347
2017-10-11,56.67,56.75,-0.001409691629955967
2017-10-12,56.75,56.87,-0.0021100756110427055
2017-10-13,56.87,56.9,-0.0005272407732864748
2017-10-16,56.9,57.09,-0.0033280784725872037
2017-10-17,57.09,56.29,0.014212115828744043
2017-10-18,56.29,56.21,0.0014232342999465075
2017-10-19,56.21,55.54,0.012063377745768822
2017-10-20,55.54,55.47,0.0012619433928249268
2017-10-23,55.47,54.96,0.009279475982532759
2017-10-24,54.96,54.47,0.008995777492197599
2017-10-25,54.47,53.44,0.01927395209580851
2017-10-26,53.44,53.93,-0.009085852030409791
2017-10-27,53.93,54.17,-0.004430496584825638
2017-10-30,54.17,53.67,0.009316191540898133
2017-10-31,53.67,53.93,-0.004821064342666381
2017-11-01,53.93,54.92,-0.01802621995630016
2017-11-02,54.92,55.18,-0.004711852120333426
2017-11-03,55.18,55.26,-0.001447701773434673
2017-11-06,55.26,56.22,-0.01707577374599789
2017-11-07,56.22,56.17,0.0008901548869502118
2017-11-08,56.17,56.26,-0.0015997156061143825
2017-11-09,56.26,56.27,-0.00017771459036797221
2017-11-10,56.27,56.67,-0.007058408328921795
2017-11-13,56.67,56.9,-0.004042179261862899
2017-11-14,56.9,56.47,0.007614662652736026
2017-11-15,56.47,56.49,-0.0003540449637104981
2017-11-16,56.49,56.48,0.0001770538243626163
2017-11-17,56.48,56.12,0.006414825374198241
2017-11-20,56.12,56.54,-0.0074283692960736
2017-11-21,56.54,56.29,0.00444128619648243
2017-11-22,56.29,56.39,-0.001773364071643968
2017-11-24,56.39,56.22,0.0030238349341871196
2017-11-27,56.22,55.88,0.006084466714388004
2017-11-28,55.88,55.47,0.0073913827294034284
2017-11-29,55.47,55.3,0.0030741410488246412
2017-11-30,55.3,55.55,-0.004500450045004545
2017-12-01,55.55,55.34,0.003794723527285715
2017-12-04,55.34,55.22,0.002173125679101773
2017-12-05,55.22,54.7,0.009506398537477034
2017-12-06,54.7,54.83,-0.0023709648002917527
2017-12-07,54.83,55.58,-0.013494062612450564
2017-12-08,55.58,55.42,0.002887044388307336
2017-12-11,55.42,55.74,-0.005740940078937884
2017-12-12,55.74,56.87,-0.019869878670652263
2017-12-13,56.87,56.97,-0.00175530981218186
2017-12-14,56.97,57.4,-0.00749128919860631
2017-12-15,57.4,57.8,-0.00692041522491349
2017-12-18,57.8,56.35,0.02573203194321194
2017-12-19,56.35,55.61,0.013306959180003686
2017-12-20,55.61,55.25,0.006515837104072331
2017-12-21,55.25,55.85,-0.0107430617726052
2017-12-22,55.85,56.23,-0.006757958385203544
2017-12-26,56.23,56.72,-0.008638928067701057
2017-12-27,56.72,57.12,-0.007002801120448154
2017-12-28,57.12,57.02,0.0017537706068044834
2017-12-29,57.02,56.645180995064145,0.006616961908348706
2018-01-02,56.62,56.495180995064146,0.0022093743702982227
2018-01-03,56.47,55.27518099506415,0.02161583161604752
2018-01-04,55.25,55.23518099506415,0.0002682892437191331
2018-01-05,55.21,55.30518099506414,-0.0017210140777341731
2018-01-08,55.28,54.27518099506415,0.018513416012877704
2018-01-09,54.25,53.08518099506415,0.021942451416792963
2018-01-10,53.06,53.30518099506414,-0.004599571570479077
2018-01-11,53.28,52.745180995064146,0.01013967522428083
2018-01-12,52.72,52.965180995064145,-0.0046290976535507955
2018-01-16,52.94,53.26518099506415,-0.006104944900014231
2018-01-17,53.24,52.77518099506415,0.008807530285482645
2018-01-18,52.75,53.16518099506415,-0.007809265148607136
2018-01-19,53.14,53.88518099506414,-0.013829052464951253
2018-01-22,53.86,54.55518099506414,-0.012742712651380272
2018-01-23,54.53,54.03518099506414,0.009157348894252015
2018-01-24,54.01,54.465180995064145,-0.00835728417216497
2018-01-25,54.44,54.23518099506415,0.0037764971219418353
2018-01-26,54.21,53.07518099506414,0.02138134969415173
2018-01-29,53.05,52.48518099506415,0.010761494849164555
2018-01-30,52.46,53.215180995064145,-0.014191081960882368
2018-01-31,53.19,51.615180995064144,0.03051077172598604
2018-02-01,51.59,51.27518099506415,0.006139793147998063
2018-02-02,51.25,50.12518099506415,0.022440198371485476
2018-02-05,50.1,50.09518099506414,9.619697623874934e-05
2018-02-06,50.07,48.94518099506415,0.02298120023397776
2018-02-07,48.92,47.58518099506415,0.028051149055717817
2018-02-08,47.56,48.925180995064146,-0.027903442916274
2018-02-09,48.9,48.70518099506415,0.003999964705101888
2018-02-12,48.68,49.01518099506415,-0.0068383098513479235
2018-02-13,48.99,48.12518099506415,0.01797019745285855
2018-02-14,48.1,49.30518099506414,-0.024443293194376214
2018-02-15,49.28,49.98518099506415,-0.014107801172787204
2018-02-16,49.96,49.425180995064146,0.01082077989738206
2018-02-20,49.4,48.41518099506415,0.020341119968884325
2018-02-21,48.39,49.32518099506414,-0.01895950458159934
2018-02-22,49.3,50.22518099506415,-0.01842066024918998
2018-02-23,50.2,50.62518099506415,-0.008398606912745632
2018-02-26,50.6,49.395180995064145,0.024391428083971434
2018-02-27,49.37,49.20518099506415,0.003349627043387704
2018-02-28,49.18,49.63518099506414,-0.009170531585437458
2018-03-01,49.61,49.755180995064144,-0.0029179070834561838
2018-03-02,49.73,50.33518099506415,-0.012023022130853156
2018-03-05,50.31,50.565180995064146,-0.005046575331927539
2018-03-06,50.54,50.87518099506415,-0.006588300788486046
2018-03-07,50.85,50.605180995064146,0.004837824904919019
2018-03-08,50.58,50.895180995064145,-0.006192747307347535
2018-03-09,50.87,51.27518099506415,-0.007902088051198741
2018-03-12,51.25,51.47518099506415,-0.004374554702114453
2018-03-13,51.45,51.41518099506415,0.0006772125326020006
2018-03-14,51.39,51.16518099506415,0.004393984357400127
2018-03-15,51.14,51.495180995064146,-0.006897363757167652
2018-03-16,51.47,50.925180995064146,0.010698420590565139
2018-03-19,50.9,50.505180995064144,0.007817396099905949
2018-03-20,50.48,49.925180995064146,0.011113009384797312
2018-03-21,49.9,49.895180995064145,9.658257249989255e-05
2018-03-22,49.87,49.355180995064146,0.010430900962298928
2018-03-23,49.33,49.97518099506415,-0.012910028182346656
2018-03-26,49.95,50.34518099506414,-0.00784943041724051
2018-03-27,50.32,51.78518099506414,-0.028293441616121573
2018-03-28,51.76,51.755180995064144,9.311154638447228e-05
2018-03-29,51.73,51.242542074614285,0.009512758455189951
2018-04-02,51.17,51.81254207461429,-0.01240128449380029
2018-04-03,51.74,52.522542074614286,-0.014899166028609079
2018-04-04,52.45,52.44254207461428,0.00014221136296388437
2018-04-05,52.37,52.15254207461429,0.004169651501830796
2018-04-06,52.08,51.96254207461429,0.0022604345495076394
2018-04-09,51.89,51.79254207461429,0.0018816980492155633
2018-04-10,51.72,51.90254207461429,-0.0035170160712334475
2018-04-11,51.83,50.772542074614286,0.020827358295979925
2018-04-12,50.7,50.882542074614285,-0.003587518767175668
2018-04-13,50.81,51.15254207461429,-0.006696481948338606
2018-04-16,51.08,51.68254207461429,-0.011658522402872462
2018-04-17,51.61,51.50254207461428,0.002086458668972835
2018-04-18,51.43,50.242542074614285,0.023634511239941647
2018-04-19,50.17,49.60254207461429,0.011440097657336112
2018-04-20,49.53,49.20254207461429,0.006655305022434055
2018-04-23,49.13,49.55254207461428,-0.008527152330107146
2018-04-24,49.48,49.68254207461429,-0.00407672526719971
2018-04-25,49.61,50.46254207461429,-0.016894552663512585
2018-04-26,50.39,51.522542074614286,-0.02198148672427991
2018-04-27,51.45,50.58254207461428,0.017149354101384073
2018-04-30,50.51,51.25254207461428,-0.014487907224841279
2018-05-01,51.18,50.882542074614285,0.005845972179407299
2018-05-02,50.81,51.36254207461428,-0.010757685509638626
2018-05-03,51.29,52.34254207461429,-0.02010873054491502
2018-05-04,52.27,52.742542074614285,-0.008959410298157056
2018-05-07,52.67,52.53254207461429,0.0026166242857708077
2018-05-08,52.46,52.94254207461428,-0.009114448526748364
2018-05-09,52.87,53.59254207461429,-0.013482138496217155
2018-05-10,53.52,53.06254207461429,0.008621108365717722
2018-05-11,52.99,52.85254207461429,0.002600781721939782
2018-05-14,52.78,51.79254207461429,0.019065639295386294
2018-05-15,51.72,51.97254207461428,-0.004859144166004414
2018-05-16,51.9,51.79254207461429,0.002074776040745352
2018-05-17,51.72,51.73254207461429,-0.00024244071741530426
2018-05-18,51.66,52.382542074614285,-0.013793566444047167
2018-05-21,52.31,52.35254207461429,-0.0008126076199634902
2018-05-22,52.28,53.05254207461428,-0.014561829544902039
2018-05-23,52.98,52.86254207461428,0.0022219500004356796
2018-05-24,52.79,52.91254207461429,-0.0023159362565020603
2018-05-25,52.84,53.39254207461429,-0.010348675173437627
2018-05-29,53.32,53.80254207461428,-0.0089687597650141
2018-05-30,53.73,53.37254207461429,0.00669741240516486
2018-05-31,53.3,53.11254207461428,0.0035294474348896987
2018-06-01,53.04,53.23254207461429,-0.0036169994351276102
2018-06-04,53.16,53.07254207461429,0.0016478940327138147
2018-06-05,53.0,53.34254207461429,-0.006421555128271805
2018-06-06,53.27,53.42254207461429,-0.00285538779493566
2018-06-07,53.35,53.34254207461429,0.00013981196050383282
2018-06-08,53.27,53.46254207461429,-0.0036014388231964123
2018-06-11,53.39,54.04254207461429,-0.012074599927467289
2018-06-12,53.97,52.47254207461428,0.02853793367312707
