date,A,dcf,Deviation
2016-08-22,47.58,54.5038905775076,-0.12703479520716854
2016-08-23,47.82,53.3838905775076,-0.10422414922024903
2016-08-24,46.7,53.9438905775076,-0.13428565311023388
2016-08-25,47.26,54.0038905775076,-0.12487786537950663
2016-08-26,47.32,54.3038905775076,-0.1286075546933334
2016-08-29,47.62,53.8238905775076,-0.11526276735000895
2016-08-30,47.14,53.6638905775076,-0.12156946705317695
2016-08-31,46.98,53.6738905775076,-0.12471409293204327
2016-09-01,46.99,53.6838905775076,-0.12469086173706256
2016-09-02,47.0,53.6338905775076,-0.1236884086922766
2016-09-06,46.95,53.7938905775076,-0.12722430937852958
2016-09-07,47.11,53.7038905775076,-0.1227823628158008
2016-09-08,47.02,51.5638905775076,-0.08812156194221821
2016-09-09,44.88,52.4338905775076,-0.14406504065040648
2016-09-12,45.75,51.583890577507596,-0.11309520302160725
2016-09-13,44.9,51.5438905775076,-0.1288977316820321
2016-09-14,44.86,52.1238905775076,-0.1393581809996759
2016-09-15,45.44,51.473890577507596,-0.11722235311554652
2016-09-16,44.79,51.6338905775076,-0.1325464825710594
2016-09-19,44.95,52.3938905775076,-0.14207554536335987
2016-09-20,45.71,52.723890577507596,-0.13303059582063115
2016-09-21,46.04,53.3538905775076,-0.13708261006538325
2016-09-22,46.67,53.2938905775076,-0.12428986710726597
2016-09-23,46.61,53.2538905775076,-0.1247587829820217
2016-09-26,46.57,53.3838905775076,-0.12763945272243826
2016-09-27,46.7,53.8638905775076,-0.13299987246927691
2016-09-28,47.18,53.0938905775076,-0.11138551937297525
2016-09-29,46.41,53.7738905775076,-0.13694174809415316
2016-09-30,47.09,53.8238905775076,-0.1251096958108341
2016-10-03,47.14,53.513890577507595,-0.11910721699959159
2016-10-04,46.83,53.833890577507596,-0.1301018838202621
2016-10-05,47.15,53.9838905775076,-0.1265912942620505
2016-10-06,47.3,54.0638905775076,-0.12510920885004917
2016-10-07,47.38,54.3738905775076,-0.1286258993650291
2016-10-10,47.69,52.3738905775076,-0.0894317860647752
2016-10-11,45.69,52.153890577507596,-0.12393879930973506
2016-10-12,45.47,51.843890577507594,-0.12294390923417498
2016-10-13,45.16,51.763890577507595,-0.12757716825050847
2016-10-14,45.08,51.833890577507596,-0.13029873895744826
2016-10-17,45.15,52.1238905775076,-0.1337945134225449
2016-10-18,45.44,52.7038905775076,-0.1378245609178539
2016-10-19,46.02,52.7338905775076,-0.12731642789829067
2016-10-20,46.05,52.2538905775076,-0.11872590746722367
2016-10-21,45.57,52.5338905775076,-0.1325599627393519
2016-10-24,45.85,50.1938905775076,-0.08654221714094712
2016-10-25,43.51,50.0538905775076,-0.13073690180735298
2016-10-26,43.37,50.0638905775076,-0.13370695925328246
2016-10-27,43.38,49.903890577507596,-0.13072909751144746
2016-10-28,43.22,50.2538905775076,-0.13996708506894773
2016-10-31,43.57,50.44744680851064,-0.13632893721294126
2016-11-01,43.49,50.21744680851064,-0.13396632517307705
2016-11-02,43.26,50.617446808510635,-0.14535396928146882
2016-11-03,43.66,51.27744680851064,-0.14855355097840706
2016-11-04,44.32,52.66744680851064,-0.15849347774272127
2016-11-07,45.71,52.577446808510636,-0.13061582913149394
2016-11-08,45.62,52.89744680851064,-0.13757652301925039
2016-11-09,45.94,53.98744680851064,-0.14906144454384596
2016-11-10,47.03,53.327446808510636,-0.11809016154708563
2016-11-11,46.37,52.28744680851064,-0.11317146217105933
2016-11-14,45.33,52.35744680851064,-0.13422057867360215
2016-11-15,45.4,53.13744680851064,-0.14561194173280056
2016-11-16,46.18,52.89744680851064,-0.12699000072400224
2016-11-17,45.94,51.99744680851064,-0.11649508159156752
2016-11-18,45.04,51.92744680851064,-0.1326359609766491
2016-11-21,44.97,51.41744680851064,-0.1253941455421208
2016-11-22,44.46,51.60744680851064,-0.1384964234915792
2016-11-23,44.65,51.84744680851064,-0.13881969608056377
2016-11-25,44.89,50.55744680851064,-0.1120991499032068
2016-11-28,43.6,51.437446808510636,-0.15236850378067135
2016-11-29,44.48,50.937446808510636,-0.12677209426664326
2016-11-30,43.98,50.16744680851064,-0.1233358921399399
2016-12-01,43.21,50.98744680851064,-0.15253650251835038
2016-12-02,44.03,51.48744680851064,-0.14484009735899273
2016-12-05,44.53,51.79744680851064,-0.1403051164930499
2016-12-06,44.84,51.94744680851064,-0.13681994487063442
2016-12-07,44.99,52.757446808510636,-0.14722939183739303
2016-12-08,45.8,53.257446808510636,-0.14002636730454243
2016-12-09,46.3,53.09744680851064,-0.12801833641878846
2016-12-12,46.14,53.34744680851064,-0.13510387543721813
2016-12-13,46.39,53.09744680851064,-0.1263233396645269
2016-12-14,46.14,53.51744680851064,-0.13785124755498313
2016-12-15,46.56,52.867446808510635,-0.11930681712995561
2016-12-16,45.91,52.38744680851064,-0.12364501809350148
2016-12-19,45.43,53.16744680851064,-0.1455297794603161
2016-12-20,46.21,52.99744680851064,-0.12807120375128467
2016-12-21,46.04,52.92744680851064,-0.1301299651469897
2016-12-22,45.97,53.15744680851064,-0.1352105347422351
2016-12-23,46.2,53.46744680851064,-0.13592283234578995
2016-12-27,46.51,52.67744680851064,-0.11707945586144508
2016-12-28,45.72,52.59744680851064,-0.13075628620433
2016-12-29,45.64,52.51744680851064,-0.13095546768652366
2016-12-30,45.56,53.44744680851064,-0.14757387451582982
2017-01-03,46.49,54.05744680851064,-0.13998897941512178
2017-01-04,47.1,53.49744680851064,-0.11958415195793792
2017-01-05,46.54,54.94744680851064,-0.15300887114573702
2017-01-06,47.99,55.09744680851064,-0.12899775253129853
2017-01-09,48.14,55.05744680851064,-0.1256405302005642
2017-01-10,48.1,56.20744680851064,-0.14424150657707957
2017-01-11,49.25,55.477446808510635,-0.1122518638971558
2017-01-12,48.52,55.64744680851064,-0.12808218916201153
2017-01-13,48.69,55.27744680851064,-0.1191706055334022
2017-01-17,48.32,55.20744680851064,-0.12475575681664897
2017-01-18,48.25,54.59744680851064,-0.11625904102755957
2017-01-19,47.64,54.577446808510636,-0.12711197049673695
2017-01-20,47.62,54.34744680851064,-0.12378588514404953
2017-01-23,47.39,54.30744680851064,-0.1273756586808753
2017-01-24,47.35,55.367446808510635,-0.14480434389974894
2017-01-25,48.41,55.12744680851064,-0.12185303687007676
2017-01-26,48.17,55.60744680851064,-0.13374911518815402
2017-01-27,48.65,54.62744680851064,-0.10942204253960097
2017-01-30,47.67,55.92744680851064,-0.1476456959814958
2017-01-31,48.97,56.13423312883435,-0.12762681040625667
2017-02-01,49.26,55.774233128834354,-0.11679646251319953
2017-02-02,48.9,56.25423312883436,-0.13073208396586933
2017-02-03,49.38,56.14423312883436,-0.12047957113088437
2017-02-06,49.27,56.514233128834356,-0.12818422418154063
2017-02-07,49.64,56.804233128834355,-0.12612146550038927
2017-02-08,49.93,57.344233128834354,-0.1292934393625409
2017-02-09,50.47,57.234233128834354,-0.11818509236610286
2017-02-10,50.36,57.39423312883436,-0.12255992885285927
2017-02-13,50.52,57.264233128834356,-0.11777391855857089
2017-02-14,50.39,58.49423312883435,-0.1385475575170747
2017-02-15,51.62,57.71423312883436,-0.10559324448148388
2017-02-16,50.84,58.50423312883436,-0.13100305258179623
2017-02-17,51.63,58.224233128834356,-0.1132558176291153
2017-02-21,51.35,58.21423312883436,-0.11791331363316371
2017-02-22,51.34,58.344233128834354,-0.12005013611829929
2017-02-23,51.47,58.61423312883436,-0.12188563677240816
2017-02-24,51.74,58.53423312883436,-0.11607281355989052
2017-02-27,51.66,58.17423312883436,-0.11197798025816263
2017-02-28,51.3,58.914233128834354,-0.12924267574158965
2017-03-01,52.04,58.25423312883436,-0.10667436158829924
2017-03-02,51.38,58.85423312883436,-0.12699567612193585
2017-03-03,51.98,58.124233128834355,-0.1057086312900758
2017-03-06,51.25,58.084233128834356,-0.11766072754503987
2017-03-07,51.21,58.28423312883436,-0.12137473119354802
2017-03-08,51.41,58.304233128834355,-0.11824584183450682
2017-03-09,51.43,59.024233128834354,-0.1286629698730375
2017-03-10,52.15,59.32423312883436,-0.120932589440374
2017-03-13,52.45,59.084233128834356,-0.11228432320291393
2017-03-14,52.21,60.974233128834356,-0.14373666841067334
2017-03-15,54.1,59.92423312883436,-0.09719328600021504
2017-03-16,53.05,60.18423312883436,-0.1185399025283308
2017-03-17,53.31,60.024233128834354,-0.11185870737278902
2017-03-20,53.15,59.53423312883436,-0.10723633770537755
2017-03-21,52.66,60.00423312883436,-0.12239525023285691
2017-03-22,53.13,60.054233128834355,-0.11529966778494694
2017-03-23,53.18,59.95423312883435,-0.11299007218184831
2017-03-24,53.08,60.11423312883436,-0.11701443672680445
2017-03-27,53.24,60.31423312883435,-0.11728961410689609
2017-03-28,53.44,59.99423312883435,-0.10924771910592634
2017-03-29,53.12,60.194233128834355,-0.1175234364011799
2017-03-30,53.32,59.74423312883435,-0.10752892442323148
2017-03-31,52.87,60.07423312883436,-0.11992218216725736
2017-04-03,53.2,59.49423312883435,-0.10579568468769451
2017-04-04,52.62,59.584233128834356,-0.11688046926401052
2017-04-05,52.71,60.024233128834354,-0.12185467014855955
2017-04-06,53.15,59.71423312883436,-0.1099274458515096
2017-04-07,52.84,59.594233128834354,-0.11333702565200643
2017-04-10,52.72,59.70423312883435,-0.11698053492728466
2017-04-11,52.83,59.42423312883436,-0.11096875435544573
2017-04-12,52.55,59.20423312883435,-0.11239454980109409
2017-04-13,52.33,60.334233128834356,-0.13266486891020168
2017-04-17,53.46,59.904233128834356,-0.10757558843921633
2017-04-18,53.03,59.944233128834355,-0.11534442544246137
2017-04-19,53.07,60.00423312883436,-0.11556239897185172
2017-04-20,53.13,60.14423312883436,-0.11662353585603524
2017-04-21,53.27,61.31423312883435,-0.1311968317687623
2017-04-24,54.44,61.68423312883436,-0.1174405964276799
2017-04-25,54.81,61.70423312883435,-0.11173031053541571
2017-04-26,54.83,62.304233128834355,-0.11996348808882595
2017-04-27,55.43,61.92423312883436,-0.1048738563354189
2017-04-28,55.05,63.15076923076923,-0.12827665172480995
2017-05-01,55.8,63.28076923076923,-0.1182155230049231
2017-05-02,55.93,63.51076923076923,-0.11936194951794965
2017-05-03,56.16,64.05076923076923,-0.12319554199793448
2017-05-04,56.7,63.99076923076923,-0.11393470212049817
2017-05-05,56.64,63.67076923076923,-0.11042381481660468
2017-05-08,56.32,64.22076923076924,-0.12302514163881806
2017-05-09,56.87,63.620769230769234,-0.10610951914590072
2017-05-10,56.27,63.58076923076923,-0.11498396951182621
2017-05-11,56.23,63.51076923076923,-0.1146383411656412
2017-05-12,56.16,64.05076923076923,-0.12319554199793448
2017-05-15,56.7,64.18076923076923,-0.11655779948462863
2017-05-16,56.83,63.120769230769234,-0.09966242977442519
2017-05-17,55.77,63.20076923076923,-0.11757403147478729
2017-05-18,55.85,63.48076923076923,-0.12020599818236899
2017-05-19,56.13,63.43076923076923,-0.11509822944457915
2017-05-22,56.08,66.01076923076923,-0.15044165287715294
2017-05-23,58.66,66.58076923076923,-0.11896482005661146
2017-05-24,59.23,66.65076923076923,-0.111338088313367
2017-05-25,59.3,66.86076923076924,-0.1130822950102971
2017-05-26,59.51,67.72076923076924,-0.12124447675409211
2017-05-30,60.37,67.69076923076923,-0.10815018523148257
2017-05-31,60.34,68.08076923076923,-0.11369979097226146
2017-06-01,60.73,68.16076923076923,-0.10901827128169828
2017-06-02,60.81,67.75076923076924,-0.10244561515055184
2017-06-05,60.4,67.45076923076923,-0.10453208037771133
2017-06-06,60.1,67.98076923076923,-0.11592644978783584
2017-06-07,60.63,67.50076923076924,-0.10178801381180846
2017-06-08,60.15,66.56076923076922,-0.09631453038865578
2017-06-09,59.21,66.34076923076923,-0.10748698445091187
2017-06-12,58.99,66.63076923076923,-0.1146732856153313
2017-06-13,59.28,66.73076923076923,-0.11165417867435146
2017-06-14,59.38,66.56076923076922,-0.10788290630886743
2017-06-15,59.21,66.86076923076924,-0.11442837584417687
2017-06-16,59.51,67.90076923076923,-0.12357399372387312
2017-06-19,60.55,67.68076923076923,-0.10535886798886174
2017-06-20,60.33,67.14076923076924,-0.10144014298316983
2017-06-21,59.79,67.96076923076923,-0.1202277331944901
2017-06-22,60.61,67.12076923076923,-0.09700081368830005
2017-06-23,59.77,66.59076923076923,-0.10242814896959607
2017-06-26,59.24,66.23076923076923,-0.10555168408826932
2017-06-27,58.88,66.75076923076924,-0.11791278694569929
2017-06-28,59.4,66.15076923076923,-0.10205125819805572
2017-06-29,58.8,66.66076923076923,-0.11792197002042493
2017-06-30,59.31,66.48076923076923,-0.10786230835984945
2017-07-03,59.13,67.12076923076923,-0.11905062058058369
2017-07-05,59.77,66.57076923076923,-0.10215848951953954
2017-07-06,59.22,66.98076923076923,-0.11586563307493536
2017-07-07,59.63,67.21076923076923,-0.11279099045482632
2017-07-10,59.86,67.15076923076923,-0.10857313049853368
2017-07-11,59.8,68.08076923076923,-0.12163154624032546
2017-07-12,60.73,68.54076923076923,-0.11395800365868713
2017-07-13,61.19,68.87076923076923,-0.11152437117455205
2017-07-14,61.52,68.90076923076923,-0.1071217246653492
2017-07-17,61.55,68.56076923076922,-0.10225628022304745
2017-07-18,61.21,68.73076923076923,-0.10942361499720199
2017-07-19,61.38,68.33076923076923,-0.1017223910840932
2017-07-20,60.98,68.72076923076924,-0.11264089906757568
2017-07-21,61.37,68.85076923076923,-0.1086519339485621
2017-07-24,61.5,67.89076923076924,-0.0941331097464253
2017-07-25,60.54,67.07076923076923,-0.09737131846958436
2017-07-26,59.72,67.26076923076923,-0.11211244410388954
2017-07-27,59.91,67.43076923076923,-0.11153319644079396
2017-07-28,60.08,67.14076923076924,-0.10516366302716462
2017-07-31,59.79,67.82615384615384,-0.11848163857826566
2017-08-01,59.94,68.08615384615385,-0.11964479392624738
2017-08-02,60.2,68.25615384615385,-0.11802824202945916
2017-08-03,60.37,68.01615384615384,-0.11241673358138904
2017-08-04,60.13,68.75615384615385,-0.1254600986764821
2017-08-07,60.87,68.02615384615385,-0.1051970961394939
2017-08-08,60.14,67.56615384615385,-0.10990937656541744
2017-08-09,59.68,66.45615384615385,-0.1019642795133866
2017-08-10,58.57,67.21615384615384,-0.12863208248932834
2017-08-11,59.33,67.50615384615385,-0.12111716310763698
2017-08-14,59.62,67.26615384615384,-0.11367015072158815
2017-08-15,59.38,70.02615384615385,-0.15203110925588237
2017-08-16,62.14,68.74615384615385,-0.09609488642721264
2017-08-17,60.86,69.13615384615385,-0.1197080454398789
2017-08-18,61.25,69.62615384615384,-0.12030183176083253
2017-08-21,61.74,70.84615384615384,-0.12853420195439724
2017-08-22,62.96,70.65615384615384,-0.10892404167528547
2017-08-23,62.77,70.56615384615385,-0.11048007325368447
2017-08-24,62.68,70.78615384615385,-0.11451609397752716
2017-08-25,62.9,71.34615384615384,-0.11838274932614545
2017-08-28,63.46,71.37615384615384,-0.11090754291995808
2017-08-29,63.49,71.78615384615385,-0.1155676046377061
2017-08-30,63.9,72.60615384615384,-0.11990931050557274
2017-08-31,64.72,72.26615384615384,-0.10442168905541482
2017-09-01,64.38,72.17615384615385,-0.10801564548274001
2017-09-05,64.29,72.59615384615384,-0.11441589403973496
2017-09-06,64.71,73.02615384615385,-0.11387911601744383
2017-09-07,65.14,72.90615384615384,-0.1065226107324484
2017-09-08,65.02,73.99615384615385,-0.12130568116845997
2017-09-11,66.11,74.02615384615385,-0.10693725710247937
2017-09-12,66.14,73.32615384615384,-0.09800260165330865
2017-09-13,65.44,73.56615384615385,-0.11046049604751362
2017-09-14,65.68,73.84615384615384,-0.11058333333333314
2017-09-15,65.96,73.96615384615384,-0.1082407754066309
2017-09-18,66.08,74.05615384615385,-0.10770413303833892
2017-09-19,66.17,73.97615384615385,-0.10552256964302431
2017-09-20,66.09,73.80615384615385,-0.10454621253178797
2017-09-21,65.92,73.66615384615385,-0.10515214167867504
2017-09-22,65.78,72.61615384615385,-0.09414095189669602
2017-09-25,64.73,71.99615384615385,-0.10092419466851854
2017-09-26,64.11,72.27615384615385,-0.1129854511010121
2017-09-27,64.39,71.86615384615385,-0.1040288570633443
2017-09-28,63.98,72.08615384615385,-0.11245091343691316
2017-09-29,64.2,72.75615384615385,-0.11760041445079983
2017-10-02,64.87,73.03615384615385,-0.11180974649014719
2017-10-03,65.15,73.71615384615384,-0.11620456845905802
2017-10-04,65.83,73.58615384615385,-0.10540235412180388
2017-10-05,65.7,74.24615384615385,-0.11510567757977619
2017-10-06,66.36,74.44615384615385,-0.10861748295102291
2017-10-09,66.56,74.48615384615384,-0.10641110376734952
2017-10-10,66.6,74.50615384615385,-0.10611410518491005
2017-10-11,66.62,75.42615384615385,-0.1167519937993351
2017-10-12,67.54,74.87615384615384,-0.09797717256187122
2017-10-13,66.99,74.79615384615384,-0.10436571193500288
2017-10-16,66.91,74.00615384615385,-0.09588599700648603
2017-10-17,66.12,74.32615384615384,-0.1104073522106308
2017-10-18,66.44,74.76615384615384,-0.1113626075147125
2017-10-19,66.88,75.13615384615385,-0.10988257215106945
2017-10-20,67.25,74.90615384615384,-0.10220994475138112
2017-10-23,67.02,75.20615384615384,-0.10884952131576786
2017-10-24,67.32,75.27615384615385,-0.10569288466058313
2017-10-25,67.39,75.59615384615384,-0.10855253116255392
2017-10-26,67.71,75.85615384615384,-0.10738949225761318
2017-10-27,67.97,75.37615384615384,-0.09825592668564831
2017-10-30,67.49,75.91615384615385,-0.11099289702201831
2017-10-31,68.03,76.23472392638037,-0.10762449844120436
2017-11-01,68.02,76.34472392638037,-0.10904124736121845
2017-11-02,68.13,76.58472392638036,-0.1103970020771734
2017-11-03,68.37,76.43472392638037,-0.10551125865448363
2017-11-06,68.22,76.46472392638037,-0.10782388927890896
2017-11-07,68.25,76.32472392638037,-0.10579434174133284
2017-11-08,68.11,75.68472392638037,-0.1000825996768967
2017-11-09,67.47,75.02472392638037,-0.10069645752770262
2017-11-10,66.81,75.34472392638037,-0.11327566791166
2017-11-13,67.13,75.67472392638035,-0.1129138433949628
2017-11-14,67.46,75.52472392638037,-0.10678256744429382
2017-11-15,67.31,76.95472392638037,-0.1253298489590724
2017-11-16,68.74,77.00472392638038,-0.10732749245723927
2017-11-17,68.79,78.17472392638035,-0.12004805971835908
2017-11-20,69.96,78.12472392638037,-0.10450883556496504
2017-11-21,69.91,76.90472392638037,-0.09095311145094687
2017-11-22,68.69,77.57472392638037,-0.1145311704210783
2017-11-24,69.36,77.52472392638037,-0.10531767819171889
2017-11-27,69.31,78.80472392638036,-0.12048419756219642
2017-11-28,70.59,76.90472392638037,-0.0821110018212321
2017-11-29,68.69,77.45472392638037,-0.11315932046586485
2017-11-30,69.24,76.90472392638037,-0.09966519005669516
2017-12-01,68.69,74.45472392638037,-0.07742589888695894
2017-12-04,66.24,74.04472392638037,-0.10540553752540549
2017-12-05,65.83,74.10472392638037,-0.11166257004885316
2017-12-06,65.89,74.92472392638035,-0.1205840135661721
2017-12-07,66.71,75.59472392638037,-0.11753100566956187
2017-12-08,67.38,75.21472392638037,-0.10416476345840142
2017-12-11,67.0,75.27472392638037,-0.10992699135599826
2017-12-12,67.06,74.89472392638038,-0.10460982450621903
2017-12-13,66.68,74.72472392638036,-0.10765812844362077
2017-12-14,66.51,75.82472392638037,-0.12284547102900378
2017-12-15,67.61,75.87472392638037,-0.1089259176006947
2017-12-18,67.66,75.96472392638037,-0.10932342667931927
2017-12-19,67.75,75.61472392638036,-0.10401048258851775
2017-12-20,67.4,75.73472392638037,-0.11005155223754848
2017-12-21,67.52,75.56472392638037,-0.10646136859069344
2017-12-22,67.35,75.46472392638037,-0.1075300286567894
2017-12-26,67.25,75.51472392638037,-0.1094451981899276
2017-12-27,67.3,75.66472392638036,-0.11054985060830991
2017-12-28,67.45,75.18472392638037,-0.10287626957244778
2017-12-29,66.97,75.81472392638037,-0.11666235090388255
2018-01-02,67.6,77.53472392638035,-0.1281325762611012
2018-01-03,69.32,77.01472392638037,-0.0999123743368332
2018-01-04,68.8,78.11472392638036,-0.11924415088708595
2018-01-05,69.9,78.26472392638037,-0.10687731977753645
2018-01-08,70.05,79.98472392638037,-0.12420776666710132
2018-01-09,71.77,79.00472392638038,-0.09157330811157538
2018-01-10,70.79,79.01472392638037,-0.10409102908520573
2018-01-11,70.8,79.94472392638036,-0.11438808563278768
2018-01-12,71.73,79.44472392638036,-0.09710807143756228
2018-01-16,71.23,80.27472392638037,-0.11267212746412247
2018-01-17,72.06,80.40472392638037,-0.1037840007263865
2018-01-18,72.19,81.28472392638035,-0.11188724630002378
2018-01-19,73.07,81.69472392638036,-0.10557259406559216
2018-01-22,73.48,81.65472392638037,-0.10011330065546076
2018-01-23,73.44,81.79472392638037,-0.10214257748336031
2018-01-24,73.58,82.07472392638037,-0.10349987815980954
2018-01-25,73.86,83.03472392638035,-0.11049261673363042
2018-01-26,74.82,82.74472392638037,-0.09577316293219085
2018-01-29,74.53,81.20472392638037,-0.08219625169136247
2018-01-30,72.99,81.64472392638038,-0.1060046933857528
2018-01-31,73.43,81.76808049535603,-0.10197231541750063
2018-02-01,72.83,80.18808049535603,-0.09176027721204982
2018-02-02,71.25,77.15808049535603,-0.07657111811784412
2018-02-05,68.22,77.38808049535604,-0.11846889645888303
2018-02-06,68.45,76.99808049535604,-0.11101679990414293
2018-02-07,68.06,73.98808049535604,-0.08012210150158072
2018-02-08,65.05,75.91808049535604,-0.14315536463044332
2018-02-09,66.98,77.36808049535605,-0.13426829809975172
2018-02-12,68.43,77.27808049535604,-0.11449663913284891
2018-02-13,68.34,78.63808049535604,-0.13095538993940958
2018-02-14,69.7,80.95808049535604,-0.13906061540085346
2018-02-15,72.02,80.90808049535603,-0.10985405216560784
2018-02-16,71.97,80.01808049535603,-0.10057827487905202
2018-02-20,71.08,80.18808049535603,-0.11358396957617056
2018-02-21,71.25,79.61808049535605,-0.10510276614674408
2018-02-22,70.68,79.63808049535604,-0.11248488712480209
2018-02-23,70.7,79.51808049535603,-0.11089403114894125
2018-02-26,70.58,77.93808049535603,-0.09440931119408913
2018-02-27,69.0,77.52808049535604,-0.1099998921792843
2018-02-28,68.59,76.31808049535604,-0.10126146314471696
2018-03-01,67.38,76.44808049535604,-0.11861750401838933
2018-03-02,67.51,76.48808049535604,-0.11737881820555218
2018-03-05,67.55,77.04808049535603,-0.12327471929594036
2018-03-06,68.11,78.63808049535604,-0.13388018157408832
2018-03-07,69.7,78.78808049535604,-0.1153484186721837
2018-03-08,69.85,80.06808049535604,-0.1276174029918039
2018-03-09,71.13,79.64808049535603,-0.10694646302057065
2018-03-12,70.71,79.61808049535605,-0.11188514518226356
2018-03-13,70.68,78.85808049535603,-0.1037063094103291
2018-03-14,69.92,79.11808049535605,-0.1162576295805855
2018-03-15,70.18,78.83808049535604,-0.10982104638970802
2018-03-16,69.9,78.27808049535604,-0.10702971307342002
2018-03-19,69.34,78.78808049535604,-0.11991763774360431
2018-03-20,69.85,78.33808049535604,-0.10835190805905981
2018-03-21,69.4,76.40808049535603,-0.09171910156520635
2018-03-22,67.47,74.99808049535604,-0.10037697559235781
2018-03-23,66.06,77.13808049535604,-0.14361363964744978
2018-03-26,68.2,75.93808049535603,-0.1018998695368557
2018-03-27,67.0,75.33808049535604,-0.11067551018730837
2018-03-28,66.4,75.83808049535604,-0.12445041374608601
2018-03-29,66.9,73.36808049535605,-0.08815932557708739
2018-04-02,64.43,74.35808049535603,-0.13351717028220056
2018-04-03,65.42,74.38808049535604,-0.12055803074413107
2018-04-04,65.45,74.61808049535605,-0.12286674267809172
2018-04-05,65.68,72.58808049535604,-0.09516824867407792
2018-04-06,63.65,74.12808049535603,-0.1413510295334366
2018-04-09,65.19,75.57808049535603,-0.13744832400175
2018-04-10,66.64,75.01808049535603,-0.11168081667824958
2018-04-11,66.08,76.13808049535604,-0.13210315298097808
2018-04-12,67.2,76.14808049535603,-0.11750894358921804
2018-04-13,67.21,77.10808049535603,-0.128366319479995
2018-04-16,68.17,77.37808049535603,-0.11900114911623672
2018-04-17,68.44,78.48808049535604,-0.12802046415124868
2018-04-18,69.55,76.90808049535603,-0.09567369836775919
2018-04-19,67.97,76.48808049535604,-0.11136480926427772
2018-04-20,67.55,77.00808049535603,-0.12281932538139806
2018-04-23,68.07,75.57808049535603,-0.09934203734927327
2018-04-24,66.64,74.73808049535604,-0.10835280277045956
2018-04-25,65.8,75.30808049535604,-0.12625578069198518
2018-04-26,66.37,75.21808049535603,-0.11763236228691465
2018-04-27,66.28,74.67808049535604,-0.11245710173118717
2018-04-30,65.74,75.56198142414861,-0.12998575790403566
2018-05-01,66.24,75.2319814241486,-0.11952338957355024
2018-05-02,65.91,75.6619814241486,-0.12888879250307506
2018-05-03,66.34,76.3219814241486,-0.13078776569852335
2018-05-04,67.0,76.7119814241486,-0.12660318823535577
2018-05-07,67.39,76.69198142414861,-0.121290143394569
2018-05-08,67.37,77.45198142414861,-0.13017073596783624
2018-05-09,68.13,78.1819814241486,-0.12857158696983062
2018-05-10,68.86,78.7719814241486,-0.125831307591178
2018-05-11,69.45,78.5319814241486,-0.11564691555529605
2018-05-14,69.21,71.8219814241486,-0.03636743754984162
2018-05-15,62.5,71.2619814241486,-0.12295450181209
2018-05-16,61.94,72.9119814241486,-0.1504825573223918
2018-05-17,63.59,73.6419814241486,-0.13649797615103765
2018-05-18,64.32,74.8719814241486,-0.14093364731957336
2018-05-21,65.55,74.1619814241486,-0.11612393923100306
2018-05-22,64.84,73.8519814241486,-0.12202761862800615
2018-05-23,64.53,73.44198142414861,-0.12134723561826777
2018-05-24,64.12,72.47198142414861,-0.11524428144537546
2018-05-25,63.15,71.17198142414861,-0.11271263302818146
2018-05-29,61.85,72.0119814241486,-0.14111514810701853
2018-05-30,62.69,71.2419814241486,-0.1200413190816978
2018-05-31,61.92,72.1019814241486,-0.14121638855181895
2018-06-01,62.78,72.70198142414861,-0.1364747043999125
2018-06-04,63.38,72.84198142414861,-0.12989736466739998
2018-06-05,63.52,74.5119814241486,-0.14751965004900813
2018-06-06,65.19,74.55198142414861,-0.12557656074739965
2018-06-07,65.23,75.05198142414861,-0.13086904886149076
2018-06-08,65.73,75.45198142414861,-0.1288499154117252
2018-06-11,66.13,75.6419814241486,-0.1257500298784071
2018-06-12,66.32,75.58198142414861,-0.1225421886226099
2018-06-13,66.26,75.6319814241486,-0.1239155876611242
2018-06-14,66.31,75.45198142414861,-0.1211629072105811
2018-06-15,66.13,74.2919814241486,-0.10986355818873816
2018-06-18,64.97,72.84198142414861,-0.10806929287537048
2018-06-19,63.52,72.11198142414861,-0.11914776510733005
2018-06-20,62.79,72.36198142414861,-0.1322791504014047
2018-06-21,63.04,72.11198142414861,-0.125804079224907
2018-06-22,62.79,70.5219814241486,-0.10963931058098386
2018-06-25,61.2,71.30198142414861,-0.14167883167307405
2018-06-26,61.98,70.4619814241486,-0.12037670886787866
2018-06-27,61.14,70.61198142414861,-0.1341412779122111
2018-06-28,61.29,71.1619814241486,-0.1387254995797318
2018-06-29,61.84,70.7919814241486,-0.1264547374442453
2018-07-02,61.47,70.5719814241486,-0.1289744349027736
2018-07-03,61.25,71.1219814241486,-0.13880352074663505
2018-07-05,61.8,71.61198142414861,-0.13701591869150365
2018-07-06,62.29,72.44198142414861,-0.14013947747658428
2018-07-09,63.12,72.9919814241486,-0.13524747830564532
2018-07-10,63.67,72.1819814241486,-0.11792390921123841
2018-07-11,62.86,72.7719814241486,-0.13620601267371046
2018-07-12,63.45,72.70198142414861,-0.12725899958863407
2018-07-13,63.38,72.0419814241486,-0.12023519138307714
2018-07-16,62.72,72.36198142414861,-0.1332465092080921
2018-07-17,63.04,72.31198142414861,-0.1282219245212417
2018-07-18,62.99,73.47198142414861,-0.14266637731786302
2018-07-19,64.15,73.17198142414861,-0.12329830692778154
2018-07-20,63.85,73.0419814241486,-0.12584518170134984
