date,EVRG,dcf,Deviation
1973-10-31,10.63,,
1973-11-01,10.5,,
1973-11-02,10.63,,
1973-11-05,10.5,,
1973-11-06,10.44,,
1973-11-07,10.44,,
1973-11-08,10.63,,
1973-11-09,10.5,,
1973-11-12,10.5,,
1973-11-13,10.63,,
1973-11-14,10.31,,
1973-11-15,10.38,,
1973-11-16,10.38,,
1973-11-19,10.38,,
1973-11-20,10.25,,
1973-11-21,10.25,,
1973-11-23,10.06,,
1973-11-26,9.94,,
1973-11-27,9.75,,
1973-11-28,9.81,,
1973-11-29,9.56,,
1973-11-30,9.56,,
1973-12-03,9.63,,
1973-12-04,9.56,,
1973-12-05,9.69,,
1973-12-06,9.56,,
1973-12-07,9.81,,
1973-12-10,9.75,,
1973-12-11,9.75,,
1973-12-12,9.44,,
1973-12-13,9.31,,
1973-12-14,9.13,,
1973-12-17,9.25,,
1973-12-18,9.06,,
1973-12-19,9.19,,
1973-12-20,9.13,,
1973-12-21,9.13,,
1973-12-24,9.25,,
1973-12-26,9.94,,
1973-12-27,9.81,,
1973-12-28,9.38,,
1973-12-31,9.81,,
1974-01-02,9.81,,
1974-01-03,9.88,,
1974-01-04,9.88,,
1974-01-07,9.94,,
1974-01-08,9.94,,
1974-01-09,9.94,,
1974-01-10,9.81,,
1974-01-11,9.88,,
1974-01-14,9.88,,
1974-01-15,9.88,,
1974-01-16,9.75,,
1974-01-17,9.88,,
1974-01-18,9.88,,
1974-01-21,9.94,,
1974-01-22,10.19,,
1974-01-23,10.38,,
1974-01-24,10.5,,
1974-01-25,10.31,,
1974-01-28,10.44,,
1974-01-29,10.44,,
1974-01-30,10.5,,
1974-01-31,10.56,,
1974-02-01,10.44,,
1974-02-04,10.0,,
1974-02-05,10.0,,
1974-02-06,10.0,,
1974-02-07,10.31,,
1974-02-08,10.31,,
1974-02-11,10.38,,
1974-02-12,10.06,,
1974-02-13,10.19,,
1974-02-14,10.13,,
1974-02-15,10.19,,
1974-02-19,10.31,,
1974-02-20,10.06,,
1974-02-21,10.25,,
1974-02-22,10.25,,
1974-02-25,10.25,,
1974-02-26,10.5,,
1974-02-27,10.25,,
1974-02-28,10.25,,
1974-03-01,10.31,,
1974-03-04,10.0,,
1974-03-05,9.94,,
1974-03-06,9.88,,
1974-03-07,9.75,,
1974-03-08,9.63,,
1974-03-11,9.69,,
1974-03-12,9.63,,
1974-03-13,9.63,,
1974-03-14,9.56,,
1974-03-15,9.5,,
1974-03-18,9.44,,
1974-03-19,9.38,,
1974-03-20,9.31,,
1974-03-21,9.38,,
1974-03-22,9.31,,
1974-03-25,9.38,,
1974-03-26,9.38,,
1974-03-27,9.31,,
1974-03-28,9.31,,
1974-03-29,9.31,,
1974-04-01,9.31,,
1974-04-02,9.44,,
1974-04-03,9.44,,
1974-04-04,9.5,,
1974-04-05,9.5,,
1974-04-08,9.38,,
1974-04-09,9.44,,
1974-04-10,9.44,,
1974-04-11,9.44,,
1974-04-15,9.44,,
1974-04-16,9.56,,
1974-04-17,9.5,,
1974-04-18,9.5,,
1974-04-19,9.44,,
1974-04-22,9.5,,
1974-04-23,9.25,,
1974-04-24,9.0,,
1974-04-25,9.0,,
1974-04-26,8.88,,
1974-04-29,9.06,,
1974-04-30,9.19,,
1974-05-01,9.19,,
1974-05-02,9.13,,
1974-05-03,9.25,,
1974-05-06,9.25,,
1974-05-07,9.13,,
1974-05-08,9.13,,
1974-05-09,9.31,,
1974-05-10,9.31,,
1974-05-13,9.19,,
1974-05-14,9.19,,
1974-05-15,9.0,,
1974-05-16,8.5,,
1974-05-17,8.25,,
1974-05-20,7.94,,
1974-05-21,7.88,,
1974-05-22,7.75,,
1974-05-23,8.06,,
1974-05-24,8.31,,
1974-05-28,8.63,,
1974-05-29,8.5,,
1974-05-30,8.5,,
1974-05-31,8.5,,
1974-06-03,8.5,,
1974-06-04,8.38,,
1974-06-05,8.5,,
1974-06-06,8.5,,
1974-06-07,8.56,,
1974-06-10,8.38,,
1974-06-11,8.5,,
1974-06-12,8.38,,
1974-06-13,8.44,,
1974-06-14,8.38,,
1974-06-17,8.5,,
1974-06-18,8.44,,
1974-06-19,8.44,,
1974-06-20,8.38,,
1974-06-21,8.31,,
1974-06-24,8.13,,
1974-06-25,8.25,,
1974-06-26,8.13,,
1974-06-27,8.0,,
1974-06-28,7.81,,
1974-07-01,7.81,,
1974-07-02,8.31,,
1974-07-03,8.06,,
1974-07-05,8.13,,
1974-07-08,8.06,,
1974-07-09,8.0,,
1974-07-10,8.0,,
1974-07-11,8.0,,
1974-07-12,8.0,,
1974-07-15,7.94,,
1974-07-16,8.0,,
1974-07-17,8.0,,
1974-07-18,7.88,,
1974-07-19,8.0,,
1974-07-22,7.88,,
1974-07-23,8.0,,
1974-07-24,8.13,,
1974-07-25,8.0,,
1974-07-26,7.94,,
1974-07-29,7.94,,
1974-07-30,7.88,,
1974-07-31,7.94,,
1974-08-01,7.94,,
1974-08-02,7.88,,
1974-08-05,8.0,,
1974-08-06,7.94,,
1974-08-07,7.94,,
1974-08-08,7.94,,
1974-08-09,8.0,,
1974-08-12,8.0,,
1974-08-13,7.94,,
1974-08-14,8.0,,
1974-08-15,7.94,,
1974-08-16,7.94,,
1974-08-19,7.94,,
1974-08-20,8.0,,
1974-08-21,7.94,,
1974-08-22,8.0,,
1974-08-23,8.0,,
1974-08-26,7.88,,
1974-08-27,7.94,,
1974-08-28,7.88,,
1974-08-29,7.69,,
1974-08-30,7.63,,
1974-09-03,7.81,,
1974-09-04,7.75,,
1974-09-05,8.0,,
1974-09-06,8.0,,
1974-09-09,7.94,,
1974-09-10,7.88,,
1974-09-11,7.75,,
1974-09-12,7.56,,
1974-09-13,7.44,,
1974-09-16,7.38,,
1974-09-17,7.44,,
1974-09-18,7.38,,
1974-09-19,7.31,,
1974-09-20,7.44,,
1974-09-23,7.5,,
1974-09-24,7.31,,
1974-09-25,7.5,,
1974-09-26,7.5,,
1974-09-27,7.5,,
1974-09-30,7.44,,
1974-10-01,7.38,,
1974-10-02,7.5,,
1974-10-03,7.44,,
1974-10-04,7.38,,
1974-10-07,7.5,,
1974-10-08,7.63,,
1974-10-09,7.5,,
1974-10-10,7.63,,
1974-10-11,8.0,,
1974-10-14,8.31,,
1974-10-15,8.25,,
1974-10-16,8.19,,
1974-10-17,7.94,,
1974-10-18,7.94,,
1974-10-21,7.94,,
1974-10-22,8.0,,
1974-10-23,7.94,,
1974-10-24,7.88,,
1974-10-25,7.94,,
1974-10-28,7.94,,
1974-10-29,8.0,,
1974-10-30,7.94,,
1974-10-31,7.88,,
1974-11-01,7.88,,
1974-11-04,8.0,,
1974-11-05,7.94,,
1974-11-06,7.94,,
1974-11-07,8.0,,
1974-11-08,8.0,,
1974-11-11,7.94,,
1974-11-12,8.13,,
1974-11-13,8.06,,
1974-11-14,8.19,,
1974-11-15,8.25,,
1974-11-18,8.0,,
1974-11-19,8.06,,
1974-11-20,7.94,,
1974-11-21,7.94,,
1974-11-22,7.75,,
1974-11-25,7.88,,
1974-11-26,7.94,,
1974-11-27,7.94,,
1974-11-29,7.94,,
1974-12-02,7.75,,
1974-12-03,7.75,,
1974-12-04,7.63,,
1974-12-05,7.75,,
1974-12-06,7.75,,
1974-12-09,7.69,,
1974-12-10,8.06,,
1974-12-11,8.13,,
1974-12-12,8.0,,
1974-12-13,8.0,,
1974-12-16,8.0,,
1974-12-17,7.88,,
1974-12-18,7.81,,
1974-12-19,7.88,,
1974-12-20,7.88,,
1974-12-23,8.13,,
1974-12-24,8.06,,
1974-12-26,8.19,,
1974-12-27,8.06,,
1974-12-30,8.06,,
1974-12-31,8.25,,
1975-01-02,8.44,,
1975-01-03,8.63,,
1975-01-06,8.88,,
1975-01-07,8.94,,
1975-01-08,8.94,,
1975-01-09,8.94,,
1975-01-10,8.94,,
1975-01-13,9.0,,
1975-01-14,9.06,,
1975-01-15,9.0,,
1975-01-16,9.0,,
1975-01-17,9.06,,
1975-01-20,9.0,,
1975-01-21,9.0,,
1975-01-22,9.0,,
1975-01-23,9.0,,
1975-01-24,8.88,,
1975-01-27,9.0,,
1975-01-28,9.13,,
1975-01-29,9.0,,
1975-01-30,9.0,,
1975-01-31,9.0,,
1975-02-03,8.75,,
1975-02-04,8.69,,
1975-02-05,8.63,,
1975-02-06,8.75,,
1975-02-07,8.69,,
1975-02-10,8.63,,
1975-02-11,8.75,,
1975-02-12,8.75,,
1975-02-13,8.88,,
1975-02-14,9.0,,
1975-02-18,9.13,,
1975-02-19,8.81,,
1975-02-20,8.75,,
1975-02-21,8.81,,
1975-02-24,8.63,,
1975-02-25,8.81,,
1975-02-26,8.63,,
1975-02-27,8.75,,
1975-02-28,8.81,,
1975-03-03,8.63,,
1975-03-04,8.63,,
1975-03-05,8.5,,
1975-03-06,8.56,,
1975-03-07,8.5,,
1975-03-10,8.63,,
1975-03-11,8.56,,
1975-03-12,8.5,,
1975-03-13,8.5,,
1975-03-14,8.94,,
1975-03-17,8.63,,
1975-03-18,8.56,,
1975-03-19,8.56,,
1975-03-20,8.19,,
1975-03-21,8.25,,
1975-03-24,8.13,,
1975-03-25,8.06,,
1975-03-26,8.0,,
1975-03-27,7.88,,
1975-03-31,8.0,,
1975-04-01,8.31,,
1975-04-02,8.19,,
1975-04-03,8.25,,
1975-04-04,8.25,,
1975-04-07,7.94,,
1975-04-08,7.88,,
1975-04-09,7.88,,
1975-04-10,8.0,,
1975-04-11,8.0,,
1975-04-14,8.06,,
1975-04-15,8.0,,
1975-04-16,7.94,,
1975-04-17,8.13,,
1975-04-18,8.13,,
1975-04-21,8.06,,
1975-04-22,7.94,,
1975-04-23,7.88,,
1975-04-24,7.94,,
1975-04-25,8.0,,
1975-04-28,8.0,,
1975-04-29,7.88,,
1975-04-30,7.88,,
1975-05-01,7.88,,
1975-05-02,7.81,,
1975-05-05,7.88,,
1975-05-06,7.75,,
1975-05-07,7.81,,
1975-05-08,7.88,,
1975-05-09,7.94,,
1975-05-12,8.44,,
1975-05-13,8.38,,
1975-05-14,8.31,,
1975-05-15,8.25,,
1975-05-16,8.13,,
1975-05-19,8.38,,
1975-05-20,8.44,,
1975-05-21,8.25,,
1975-05-22,8.31,,
1975-05-23,8.31,,
1975-05-27,8.31,,
1975-05-28,8.44,,
1975-05-29,8.44,,
1975-05-30,8.5,,
1975-06-02,8.56,,
1975-06-03,8.56,,
1975-06-04,9.0,,
1975-06-05,9.0,,
1975-06-06,8.94,,
1975-06-09,9.0,,
1975-06-10,9.0,,
1975-06-11,8.94,,
1975-06-12,9.0,,
1975-06-13,9.06,,
1975-06-16,9.13,,
1975-06-17,9.38,,
1975-06-18,9.13,,
1975-06-19,9.25,,
1975-06-20,9.25,,
1975-06-23,9.31,,
1975-06-24,9.44,,
1975-06-25,9.25,,
1975-06-26,8.94,,
1975-06-27,8.88,,
1975-06-30,8.88,,
1975-07-01,8.81,,
1975-07-02,9.06,,
1975-07-03,9.0,,
1975-07-07,8.88,,
1975-07-08,9.0,,
1975-07-09,9.13,,
1975-07-10,9.19,,
1975-07-11,9.06,,
1975-07-14,9.19,,
1975-07-15,9.25,,
1975-07-16,9.25,,
1975-07-17,9.31,,
1975-07-18,9.25,,
1975-07-21,9.38,,
1975-07-22,9.25,,
1975-07-23,9.13,,
1975-07-24,8.63,,
1975-07-25,8.63,,
1975-07-28,8.44,,
1975-07-29,8.5,,
1975-07-30,8.44,,
1975-07-31,8.5,,
1975-08-01,8.63,,
1975-08-04,8.75,,
1975-08-05,8.5,,
1975-08-06,8.44,,
1975-08-07,8.44,,
1975-08-08,8.38,,
1975-08-11,8.38,,
1975-08-12,8.25,,
1975-08-13,8.44,,
1975-08-14,8.31,,
1975-08-15,8.31,,
1975-08-18,8.31,,
1975-08-19,8.25,,
1975-08-20,8.25,,
1975-08-21,8.13,,
1975-08-22,8.38,,
1975-08-25,8.44,,
1975-08-26,8.25,,
1975-08-27,8.0,,
1975-08-28,8.06,,
1975-08-29,8.25,,
1975-09-02,8.19,,
1975-09-03,8.25,,
1975-09-04,8.25,,
1975-09-05,8.19,,
1975-09-08,8.25,,
1975-09-09,8.19,,
1975-09-10,8.19,,
1975-09-11,8.06,,
1975-09-12,8.06,,
1975-09-15,8.19,,
1975-09-16,8.38,,
1975-09-17,8.19,,
1975-09-18,8.13,,
1975-09-19,8.25,,
1975-09-22,8.25,,
1975-09-23,8.19,,
1975-09-24,8.31,,
1975-09-25,8.31,,
1975-09-26,8.13,,
1975-09-29,8.31,,
1975-09-30,8.25,,
1975-10-01,8.13,,
1975-10-02,8.13,,
1975-10-03,8.13,,
1975-10-06,8.06,,
1975-10-07,8.38,,
1975-10-08,8.38,,
1975-10-09,8.25,,
1975-10-10,8.25,,
1975-10-13,8.25,,
1975-10-14,8.19,,
1975-10-15,8.19,,
1975-10-16,8.38,,
1975-10-17,8.38,,
1975-10-20,8.38,,
1975-10-21,8.5,,
1975-10-22,8.56,,
1975-10-23,8.5,,
1975-10-24,8.31,,
1975-10-27,8.44,,
1975-10-28,8.5,,
1975-10-29,8.44,,
1975-10-30,8.44,,
1975-10-31,8.5,,
1975-11-03,8.56,,
1975-11-04,8.56,,
1975-11-05,8.5,,
1975-11-06,8.56,,
1975-11-07,8.56,,
1975-11-10,8.69,,
1975-11-11,8.75,,
1975-11-12,8.56,,
1975-11-13,8.56,,
1975-11-14,8.69,,
1975-11-17,8.75,,
1975-11-18,8.81,,
1975-11-19,8.88,,
1975-11-20,8.94,,
1975-11-21,8.94,,
1975-11-24,8.75,,
1975-11-25,8.69,,
1975-11-26,8.75,,
1975-11-28,8.69,,
1975-12-01,8.5,,
1975-12-02,8.31,,
1975-12-03,8.31,,
1975-12-04,8.31,,
1975-12-05,8.31,,
1975-12-08,8.31,,
1975-12-09,8.19,,
1975-12-10,8.19,,
1975-12-11,8.25,,
1975-12-12,8.0,,
1975-12-15,8.06,,
1975-12-16,8.13,,
1975-12-17,8.13,,
1975-12-18,8.13,,
1975-12-19,8.25,,
1975-12-22,8.38,,
1975-12-23,8.75,,
1975-12-24,9.19,,
1975-12-26,9.13,,
1975-12-29,9.06,,
1975-12-30,9.0,,
1975-12-31,9.06,,
1976-01-02,9.13,,
1976-01-05,9.13,,
1976-01-06,9.25,,
1976-01-07,9.31,,
1976-01-08,9.44,,
1976-01-09,9.31,,
1976-01-12,9.44,,
1976-01-13,9.31,,
1976-01-14,9.31,,
1976-01-15,9.44,,
1976-01-16,9.38,,
1976-01-19,9.38,,
1976-01-20,9.5,,
1976-01-21,9.5,,
1976-01-22,9.56,,
1976-01-23,9.94,,
1976-01-26,9.81,,
1976-01-27,9.88,,
1976-01-28,9.63,,
1976-01-29,9.75,,
1976-01-30,9.75,,
1976-02-02,9.88,,
1976-02-03,9.63,,
1976-02-04,9.5,,
1976-02-05,9.69,,
1976-02-06,9.38,,
1976-02-09,9.5,,
1976-02-10,9.63,,
1976-02-11,9.81,,
1976-02-12,9.63,,
1976-02-13,9.31,,
1976-02-17,9.56,,
1976-02-18,9.63,,
1976-02-19,9.81,,
1976-02-20,9.88,,
1976-02-23,9.75,,
1976-02-24,9.94,,
1976-02-25,9.88,,
1976-02-26,9.88,,
1976-02-27,9.88,,
1976-03-01,9.81,,
1976-03-02,9.5,,
1976-03-03,9.63,,
1976-03-04,9.31,,
1976-03-05,9.38,,
1976-03-08,9.38,,
1976-03-09,9.38,,
1976-03-10,9.25,,
1976-03-11,9.25,,
1976-03-12,9.25,,
1976-03-15,9.31,,
1976-03-16,9.06,,
1976-03-17,9.19,,
1976-03-18,9.31,,
1976-03-19,9.38,,
1976-03-22,9.25,,
1976-03-23,9.5,,
1976-03-24,9.38,,
1976-03-25,9.19,,
1976-03-26,9.31,,
1976-03-29,9.25,,
1976-03-30,9.44,,
1976-03-31,9.38,,
1976-04-01,9.44,,
1976-04-02,9.44,,
1976-04-05,9.31,,
1976-04-06,9.44,,
1976-04-07,9.56,,
1976-04-08,9.81,,
1976-04-09,9.5,,
1976-04-12,9.5,,
1976-04-13,9.69,,
1976-04-14,9.56,,
1976-04-15,9.56,,
1976-04-19,9.56,,
1976-04-20,9.56,,
1976-04-21,9.44,,
1976-04-22,9.44,,
1976-04-23,9.56,,
1976-04-26,9.63,,
1976-04-27,9.44,,
1976-04-28,9.44,,
1976-04-29,9.44,,
1976-04-30,9.44,,
1976-05-03,9.44,,
1976-05-04,9.5,,
1976-05-05,9.5,,
1976-05-06,9.5,,
1976-05-07,9.25,,
1976-05-10,9.19,,
1976-05-11,9.19,,
1976-05-12,9.13,,
1976-05-13,9.13,,
1976-05-14,9.25,,
1976-05-17,9.31,,
1976-05-18,9.31,,
1976-05-19,9.38,,
1976-05-20,9.31,,
1976-05-21,9.25,,
1976-05-24,9.13,,
1976-05-25,9.31,,
1976-05-26,9.38,,
1976-05-27,9.44,,
1976-05-28,9.38,,
1976-06-01,9.31,,
1976-06-02,9.31,,
1976-06-03,9.38,,
1976-06-04,9.31,,
1976-06-07,9.25,,
1976-06-08,9.31,,
1976-06-09,9.25,,
1976-06-10,9.19,,
1976-06-11,9.25,,
1976-06-14,9.19,,
1976-06-15,9.19,,
1976-06-16,9.13,,
1976-06-17,9.25,,
1976-06-18,9.25,,
1976-06-21,9.25,,
1976-06-22,9.13,,
1976-06-23,9.06,,
1976-06-24,9.19,,
1976-06-25,9.13,,
1976-06-28,9.19,,
1976-06-29,9.13,,
1976-06-30,9.06,,
1976-07-01,9.25,,
1976-07-02,9.38,,
1976-07-06,9.38,,
1976-07-07,9.44,,
1976-07-08,9.31,,
1976-07-09,9.44,,
1976-07-12,9.5,,
1976-07-13,9.56,,
1976-07-14,9.63,,
1976-07-15,9.56,,
1976-07-16,9.5,,
1976-07-19,9.38,,
1976-07-20,9.25,,
1976-07-21,9.44,,
1976-07-22,9.44,,
1976-07-23,9.44,,
1976-07-26,9.44,,
1976-07-27,9.56,,
1976-07-28,9.56,,
1976-07-29,9.5,,
1976-07-30,9.44,,
1976-08-02,9.38,,
1976-08-03,9.5,,
1976-08-04,9.5,,
1976-08-05,9.5,,
1976-08-06,9.63,,
1976-08-09,9.69,,
1976-08-10,9.88,,
1976-08-11,9.88,,
1976-08-12,9.88,,
1976-08-13,9.81,,
1976-08-16,9.88,,
1976-08-17,9.75,,
1976-08-18,9.75,,
1976-08-19,9.81,,
1976-08-20,9.75,,
1976-08-23,9.69,,
1976-08-24,9.69,,
1976-08-25,9.63,,
1976-08-26,9.63,,
1976-08-27,9.63,,
1976-08-30,9.63,,
1976-08-31,9.31,,
1976-09-01,9.63,,
1976-09-02,9.88,,
1976-09-03,9.81,,
1976-09-07,9.81,,
1976-09-08,9.81,,
1976-09-09,9.81,,
1976-09-10,9.88,,
1976-09-13,9.75,,
1976-09-14,9.75,,
1976-09-15,9.88,,
1976-09-16,9.81,,
1976-09-17,9.88,,
1976-09-20,9.81,,
1976-09-21,9.81,,
1976-09-22,9.88,,
1976-09-23,9.88,,
1976-09-24,9.81,,
1976-09-27,9.88,,
1976-09-28,9.75,,
1976-09-29,9.75,,
1976-09-30,9.63,,
1976-10-01,9.75,,
1976-10-04,9.81,,
1976-10-05,9.75,,
1976-10-06,9.81,,
1976-10-07,9.81,,
1976-10-08,9.75,,
1976-10-11,9.56,,
1976-10-12,9.75,,
1976-10-13,9.69,,
1976-10-14,9.56,,
1976-10-15,9.56,,
1976-10-18,9.56,,
1976-10-19,9.63,,
1976-10-20,9.56,,
1976-10-21,9.5,,
1976-10-22,9.56,,
1976-10-25,9.56,,
1976-10-26,9.5,,
1976-10-27,9.5,,
1976-10-28,9.5,,
1976-10-29,9.56,,
1976-11-01,9.56,,
1976-11-03,9.38,,
1976-11-04,9.5,,
1976-11-05,9.5,,
1976-11-08,9.5,,
1976-11-09,9.5,,
1976-11-10,9.5,,
1976-11-11,9.44,,
1976-11-12,9.56,,
1976-11-15,9.5,,
1976-11-16,9.5,,
1976-11-17,9.38,,
1976-11-18,9.44,,
1976-11-19,9.69,,
1976-11-22,9.69,,
1976-11-23,9.81,,
1976-11-24,9.88,,
1976-11-26,9.94,,
1976-11-29,9.63,,
1976-11-30,9.81,,
1976-12-01,9.94,,
1976-12-02,9.94,,
1976-12-03,9.81,,
1976-12-06,9.94,,
1976-12-07,9.94,,
1976-12-08,10.06,,
1976-12-09,10.06,,
1976-12-10,10.0,,
1976-12-13,10.0,,
1976-12-14,9.94,,
1976-12-15,9.94,,
1976-12-16,10.0,,
1976-12-17,10.19,,
1976-12-20,10.0,,
1976-12-21,9.88,,
1976-12-22,9.94,,
1976-12-23,9.94,,
1976-12-27,10.0,,
1976-12-28,10.0,,
1976-12-29,10.13,,
1976-12-30,9.88,,
1976-12-31,10.06,,
1977-01-03,10.06,,
1977-01-04,10.0,,
1977-01-05,9.94,,
1977-01-06,10.0,,
1977-01-07,10.0,,
1977-01-10,10.06,,
1977-01-11,10.0,,
1977-01-12,9.94,,
1977-01-13,9.94,,
1977-01-14,10.06,,
1977-01-17,10.06,,
1977-01-18,10.13,,
1977-01-19,10.06,,
1977-01-20,10.13,,
1977-01-21,10.19,,
1977-01-24,10.25,,
1977-01-25,10.06,,
1977-01-26,10.13,,
1977-01-27,10.19,,
1977-01-28,10.19,,
1977-01-31,10.13,,
1977-02-01,10.06,,
1977-02-02,10.13,,
1977-02-03,10.13,,
1977-02-04,10.19,,
1977-02-07,10.19,,
1977-02-08,10.19,,
1977-02-09,10.19,,
1977-02-10,10.19,,
1977-02-11,10.13,,
1977-02-14,10.0,,
1977-02-15,10.19,,
1977-02-16,10.13,,
1977-02-17,10.19,,
1977-02-18,10.19,,
1977-02-22,10.25,,
1977-02-23,10.25,,
1977-02-24,10.25,,
1977-02-25,10.25,,
1977-02-28,10.38,,
1977-03-01,10.25,,
1977-03-02,10.13,,
1977-03-03,10.25,,
1977-03-04,10.31,,
1977-03-07,10.25,,
1977-03-08,10.38,,
1977-03-09,10.38,,
1977-03-10,10.31,,
1977-03-11,10.31,,
1977-03-14,10.31,,
1977-03-15,10.38,,
1977-03-16,10.38,,
1977-03-17,10.31,,
1977-03-18,10.44,,
1977-03-21,10.31,,
1977-03-22,10.44,,
1977-03-23,10.44,,
1977-03-24,10.38,,
1977-03-25,10.44,,
1977-03-28,10.31,,
1977-03-29,10.25,,
1977-03-30,10.25,,
1977-03-31,10.25,,
1977-04-01,10.25,,
1977-04-04,10.25,,
1977-04-05,10.25,,
1977-04-06,10.19,,
1977-04-07,10.19,,
1977-04-11,10.25,,
1977-04-12,10.19,,
1977-04-13,10.25,,
1977-04-14,10.25,,
1977-04-15,10.25,,
1977-04-18,10.19,,
1977-04-19,10.19,,
1977-04-20,10.13,,
1977-04-21,10.25,,
1977-04-22,10.19,,
1977-04-25,10.31,,
1977-04-26,10.38,,
1977-04-27,10.44,,
1977-04-28,10.5,,
1977-04-29,10.5,,
1977-05-02,10.44,,
1977-05-03,10.69,,
1977-05-04,10.69,,
1977-05-05,10.88,,
1977-05-06,10.88,,
1977-05-09,10.75,,
1977-05-10,10.75,,
1977-05-11,10.75,,
1977-05-12,10.81,,
1977-05-13,10.81,,
1977-05-16,10.69,,
1977-05-17,10.69,,
1977-05-18,10.75,,
1977-05-19,10.75,,
