date,INCY,dcf,Deviation
2010-01-14,10.16,14.229641452065707,-0.28599746984312946
2010-01-15,9.86,14.389641452065707,-0.31478487265681343
2010-01-19,10.02,14.179641452065706,-0.29335307709488845
2010-01-20,9.81,13.779641452065706,-0.28808017000112995
2010-01-21,9.41,13.839641452065706,-0.3200690904752115
2010-01-22,9.47,14.159641452065706,-0.3311977544022874
2010-01-25,9.79,14.659641452065706,-0.3321801196835903
2010-01-26,10.29,14.429641452065706,-0.2868845678402555
2010-01-27,10.06,14.739641452065706,-0.3174867901152284
2010-01-28,10.37,15.049641452065707,-0.310947039301284
2010-01-29,10.68,14.999641452065706,-0.28798298051789883
2010-02-01,10.63,15.299641452065707,-0.3052124761678795
2010-02-02,10.93,14.989641452065706,-0.27082979036208044
2010-02-03,10.62,14.379641452065707,-0.2614558551128281
2010-02-04,10.01,14.559641452065707,-0.3124830695209331
2010-02-05,10.19,14.329641452065706,-0.2888866037516209
2010-02-08,9.96,14.649641452065707,-0.3201198792073121
2010-02-09,10.28,14.819641452065706,-0.3063259976126431
2010-02-10,10.45,15.029641452065706,-0.3047072990178532
2010-02-11,10.66,15.459641452065707,-0.31046266285977686
2010-02-12,11.09,15.569641452065706,-0.2877164169680586
2010-02-16,11.2,15.429641452065706,-0.27412441599538573
2010-02-17,11.06,15.089641452065706,-0.2670468655512067
2010-02-18,10.72,15.229641452065707,-0.29610949583150104
2010-02-19,10.86,15.079641452065706,-0.2798237256156826
2010-02-22,10.71,14.909641452065706,-0.2816728668873424
2010-02-23,10.54,14.879641452065707,-0.29164959828136483
2010-02-24,10.51,14.949641452065705,-0.29697310576316505
2010-02-25,10.58,15.029641452065706,-0.2960577247472619
2010-02-26,10.66,15.869641452065705,-0.3282771994440732
2010-03-01,11.5,15.809641452065707,-0.27259577423892833
2010-03-02,11.44,15.799641452065707,-0.27593293590189105
2010-03-03,11.43,15.709641452065707,-0.272421332156054
2010-03-04,11.34,15.969641452065707,-0.2899026547316035
2010-03-05,11.6,16.359641452065706,-0.2909380053353623
2010-03-08,11.99,16.959641452065707,-0.2930275068675109
2010-03-09,12.59,16.789641452065705,-0.25013288485377416
2010-03-10,12.42,17.439641452065707,-0.28782939522366935
2010-03-11,13.07,17.369641452065707,-0.2475377205644257
2010-03-12,13.0,17.349641452065708,-0.25070497647361034
2010-03-15,12.98,17.359641452065706,-0.25228870447347584
2010-03-16,12.99,17.749641452065706,-0.26815423088514156
2010-03-17,13.38,17.479641452065707,-0.23453807466864363
2010-03-18,13.11,17.029641452065707,-0.2301658236962031
2010-03-19,12.66,17.559641452065705,-0.2790285590648728
2010-03-22,13.19,18.519641452065706,-0.28778318769617595
2010-03-23,14.15,18.479641452065707,-0.23429250309300387
2010-03-24,14.11,18.289641452065705,-0.22852506228839387
2010-03-25,13.92,18.439641452065707,-0.24510462764770258
2010-03-26,14.07,18.429641452065706,-0.23655595598019896
2010-03-29,14.06,18.379641452065705,-0.23502316208568996
2010-03-30,14.01,18.299641452065707,-0.23441122949332338
2010-03-31,13.93,17.6805741395007,-0.2121296576631767
2010-04-01,14.3,17.980574139500696,-0.20469725332157285
2010-04-05,14.6,17.920574139500697,-0.18529395953790662
2010-04-06,14.54,17.6105741395007,-0.1743596838568352
2010-04-07,14.23,17.970574139500698,-0.20814995171905104
2010-04-08,14.59,18.030574139500697,-0.19081888978583428
2010-04-09,14.65,18.160574139500696,-0.19330744240430797
2010-04-12,14.78,17.5405741395007,-0.15738219955320576
2010-04-13,14.16,17.7905741395007,-0.2040729046197377
2010-04-14,14.41,17.5905741395007,-0.18081127507706118
2010-04-15,14.21,17.230574139500696,-0.17530316256706147
2010-04-16,13.85,17.1105741395007,-0.19055901414631582
2010-04-19,13.73,17.370574139500697,-0.20958283302922198
2010-04-20,13.99,17.060574139500698,-0.17998070372035924
2010-04-21,13.68,17.070574139500696,-0.19862097852087057
2010-04-22,13.69,17.510574139500697,-0.2181866858883954
2010-04-23,14.13,17.3405741395007,-0.1851480875818996
2010-04-26,13.96,16.640574139500696,-0.1610866378184429
2010-04-27,13.26,16.6105741395007,-0.20171332497971162
2010-04-28,13.23,17.060574139500698,-0.2245278563416978
2010-04-29,13.68,16.820574139500696,-0.18671028191157346
2010-04-30,13.44,17.140574139500696,-0.21589557673991044
2010-05-03,13.76,16.4505741395007,-0.1635550295500119
2010-05-04,13.07,16.440574139500697,-0.20501559805034042
2010-05-05,13.06,15.520574139500697,-0.15853628334781789
2010-05-06,12.14,14.970574139500698,-0.18907585728673348
2010-05-07,11.59,16.480574139500696,-0.29674780126615563
2010-05-10,13.1,16.650574139500698,-0.21324034293073146
2010-05-11,13.27,17.570574139500696,-0.2447600235118388
2010-05-12,14.19,17.2705741395007,-0.1783712640134476
2010-05-13,13.89,16.870574139500697,-0.17667295225726742
2010-05-14,13.49,17.010574139500697,-0.20696386321996507
2010-05-17,13.63,16.720574139500698,-0.1848366039177759
2010-05-18,13.34,16.320574139500696,-0.18262679450025054
2010-05-19,12.94,15.380574139500698,-0.15867900101549315
2010-05-20,12.0,15.840574139500697,-0.2424517006567133
2010-05-21,12.46,15.780574139500697,-0.21042163042654416
2010-05-24,12.4,15.940574139500697,-0.22211082916562985
2010-05-25,12.56,15.770574139500697,-0.20358004160794263
2010-05-26,12.39,16.500574139500696,-0.24911703706481336
2010-05-27,13.12,16.2705741395007,-0.19363632238716944
2010-05-28,12.89,16.030574139500697,-0.19591151958569308
2010-06-01,12.65,16.660574139500696,-0.2407224448521249
2010-06-02,13.28,16.720574139500698,-0.2057688994884861
2010-06-03,13.34,16.280574139500697,-0.18061857734894848
2010-06-04,12.9,15.380574139500698,-0.16127968416536786
2010-06-07,12.0,15.200574139500697,-0.21055613492806058
2010-06-08,11.82,15.240574139500698,-0.22443866669269452
2010-06-09,11.86,16.070574139500696,-0.2620052092072621
2010-06-10,12.69,16.2705741395007,-0.22006440023576068
2010-06-11,12.89,16.4305741395007,-0.2154869397405179
2010-06-14,13.05,16.720574139500698,-0.21952440800638118
2010-06-15,13.34,16.650574139500698,-0.19882642554930974
2010-06-16,13.27,16.6305741395007,-0.20207204581823257
2010-06-17,13.25,16.550574139500696,-0.19942354335752788
2010-06-18,13.17,16.2705741395007,-0.1905632900791937
2010-06-21,12.89,15.440574139500697,-0.16518648312278206
2010-06-22,12.06,15.260574139500697,-0.2097282913633166
2010-06-23,11.88,15.040574139500697,-0.2101365353600536
2010-06-24,11.66,15.590574139500697,-0.25211221243880233
2010-06-25,12.21,15.200574139500697,-0.1967408672893015
2010-06-28,11.82,14.620574139500697,-0.19155021634439984
2010-06-29,11.24,14.450574139500697,-0.2221762338649632
2010-06-30,11.07,13.991317793485196,-0.20879504251168213
2010-07-01,10.56,14.151317793485196,-0.2537797430525178
2010-07-02,10.72,14.191317793485196,-0.2446085588386141
2010-07-06,10.76,14.701317793485197,-0.2680928232999472
2010-07-07,11.27,14.991317793485196,-0.2482315327277217
2010-07-08,11.56,15.461317793485197,-0.2523276376305428
2010-07-09,12.03,15.131317793485197,-0.20496019155849554
2010-07-12,11.7,15.691317793485196,-0.2543647286999906
2010-07-13,12.26,15.811317793485197,-0.22460606003052197
2010-07-14,12.38,15.851317793485196,-0.21899237897507096
2010-07-15,12.42,15.481317793485196,-0.19774271378715913
2010-07-16,12.05,15.391317793485197,-0.21709107942008066
2010-07-19,11.96,15.591317793485196,-0.23290640608983892
2010-07-20,12.16,15.441317793485196,-0.2125024455406006
2010-07-21,12.01,15.591317793485196,-0.22969949307181992
2010-07-22,12.16,16.071317793485196,-0.2433725624584887
2010-07-23,12.64,16.601317793485197,-0.23861465955670846
2010-07-26,13.17,16.561317793485195,-0.20477342659406328
2010-07-27,13.13,16.221317793485195,-0.19057131071846267
2010-07-28,12.79,16.361317793485195,-0.2182781264053948
2010-07-29,12.93,16.451317793485195,-0.21404472502984873
2010-07-30,13.02,16.651317793485195,-0.21807990445692793
2010-08-02,13.22,16.791317793485195,-0.21268835700738253
2010-08-03,13.36,17.111317793485195,-0.21923021001418364
2010-08-04,13.68,17.171317793485198,-0.2033226474213764
2010-08-05,13.74,17.391317793485197,-0.20995061080724908
2010-08-06,13.96,17.571317793485196,-0.2055234465581256
2010-08-09,14.14,17.111317793485195,-0.17364634502998166
2010-08-10,13.68,16.551317793485197,-0.17347970894591747
2010-08-11,13.12,16.451317793485195,-0.2024954982514784
2010-08-12,13.02,16.411317793485196,-0.2066450626427726
2010-08-13,12.98,16.331317793485198,-0.20520804480469346
2010-08-16,12.9,16.471317793485195,-0.21682040491609833
2010-08-17,13.04,16.391317793485197,-0.20445688599956213
2010-08-18,12.96,15.971317793485197,-0.18854535564457509
2010-08-19,12.54,15.651317793485196,-0.19878950990186095
2010-08-20,12.22,15.431317793485196,-0.2081039245294366
2010-08-23,12.0,15.301317793485197,-0.21575382186302872
2010-08-24,11.87,15.571317793485196,-0.23770099888615548
2010-08-25,12.14,15.261317793485196,-0.20452478846994682
2010-08-26,11.83,16.051317793485197,-0.2629888615873345
2010-08-27,12.62,15.791317793485197,-0.20082667165330204
2010-08-30,12.36,15.941317793485196,-0.22465632012861492
2010-08-31,12.51,16.331317793485198,-0.2339871063564496
2010-09-01,12.9,16.681317793485196,-0.22667980073864247
2010-09-02,13.25,16.981317793485196,-0.21973075581429258
2010-09-03,13.55,16.431317793485196,-0.17535524719919904
2010-09-07,13.0,17.041317793485195,-0.23714819724975544
2010-09-08,13.61,17.151317793485195,-0.20647496805349497
2010-09-09,13.72,17.491317793485198,-0.215610844077732
2010-09-10,14.06,17.351317793485197,-0.1896869063582577
2010-09-13,13.92,17.331317793485198,-0.19682968335895978
2010-09-14,13.9,17.461317793485197,-0.20395469778426012
2010-09-15,14.03,17.461317793485197,-0.19650966977792583
2010-09-16,14.03,17.861317793485195,-0.2145036462473472
2010-09-17,14.43,18.371317793485197,-0.21453647679443333
2010-09-20,14.94,18.331317793485198,-0.18500130932706027
2010-09-21,14.9,17.961317793485197,-0.17043948716254975
2010-09-22,14.53,18.291317793485195,-0.20563405195577877
2010-09-23,14.86,18.541317793485195,-0.19854671790258016
2010-09-24,15.11,18.861317793485195,-0.19888948558943864
2010-09-27,15.43,19.351317793485197,-0.20263828207117485
2010-09-28,15.92,19.281317793485197,-0.17433029368049335
2010-09-29,15.85,19.421317793485198,-0.1838864814149317
2010-09-30,15.99,18.99843029492829,-0.158351518953195
2010-10-01,15.79,19.14843029492829,-0.17538932660280848
2010-10-04,15.94,19.99843029492829,-0.2029374423430388
2010-10-05,16.79,19.72843029492829,-0.14894394794722676
2010-10-06,16.52,19.71843029492829,-0.16220511709549956
2010-10-07,16.51,19.96843029492829,-0.17319490034260143
2010-10-08,16.76,20.09843029492829,-0.16610403130689855
2010-10-11,16.89,20.37843029492829,-0.17118248287241622
2010-10-12,17.17,20.028430294928288,-0.1427186380977702
2010-10-13,16.82,20.16843029492829,-0.1660233466840655
2010-10-14,16.96,20.16843029492829,-0.15908180497989
2010-10-15,16.96,20.31843029492829,-0.16528984996279916
2010-10-18,17.11,20.17843029492829,-0.15206486580373502
2010-10-19,16.97,20.23843029492829,-0.16149623499937904
2010-10-20,17.03,19.82843029492829,-0.14113221537481313
2010-10-21,16.62,20.14843029492829,-0.17512184538844477
2010-10-22,16.94,19.91843029492829,-0.1495313762594368
2010-10-25,16.71,19.97843029492829,-0.16359795272594624
2010-10-26,16.77,20.16843029492829,-0.16850246872127106
2010-10-27,16.96,19.80843029492829,-0.14379889029660242
2010-10-28,16.6,19.868430294928288,-0.16450369991043545
2010-10-29,16.66,19.85843029492829,-0.16106158681359362
2010-11-01,16.65,19.12843029492829,-0.12956788699935418
2010-11-02,15.92,19.41843029492829,-0.1801603034742726
2010-11-03,16.21,19.33843029492829,-0.16177271098103319
2010-11-04,16.13,19.32843029492829,-0.1654780158618233
2010-11-05,16.12,19.208430294928288,-0.16078514732896954
2010-11-08,16.0,19.28843029492829,-0.17048719074838103
2010-11-09,16.08,19.49843029492829,-0.17531823040224193
2010-11-10,16.29,19.55843029492829,-0.1671110741323566
2010-11-11,16.35,19.278430294928288,-0.15190190540039405
2010-11-12,16.07,19.32843029492829,-0.16858225138868566
2010-11-15,16.12,18.96843029492829,-0.15016689576521736
2010-11-16,15.76,18.91843029492829,-0.16694991316351493
2010-11-17,15.71,18.55843029492829,-0.15348444074533163
2010-11-18,15.35,18.60843029492829,-0.1751050595501531
2010-11-19,15.4,18.47843029492829,-0.16659587669485199
2010-11-22,15.27,18.18843029492829,-0.16045531404334945
2010-11-23,14.98,18.46843029492829,-0.18888612834011476
2010-11-24,15.26,18.28843029492829,-0.16559268598181043
2010-11-26,15.08,18.19843029492829,-0.17135710302428464
2010-11-29,14.99,17.71843029492829,-0.1539882624765735
2010-11-30,14.51,18.28843029492829,-0.20660221976383164
2010-12-01,15.08,19.08843029492829,-0.20999266220404267
2010-12-02,15.88,18.85843029492829,-0.1579362782770577
2010-12-03,15.65,19.118430294928288,-0.18141815208795609
2010-12-06,15.91,19.25843029492829,-0.17386828747980043
2010-12-07,16.05,18.99843029492829,-0.1551933633019874
2010-12-08,15.79,18.90843029492829,-0.16492274854590816
2010-12-09,15.7,18.71843029492829,-0.16125445602915356
2010-12-10,15.51,18.44843029492829,-0.1592780658274272
2010-12-13,15.24,18.41843029492829,-0.1725679248466414
2010-12-14,15.21,18.40843029492829,-0.17374812755270552
2010-12-15,15.2,18.57843029492829,-0.18184691824317178
2010-12-16,15.37,18.22843029492829,-0.15681165348195647
2010-12-17,15.02,18.38843029492829,-0.18318204658596327
2010-12-20,15.18,19.63843029492829,-0.22702579727462735
2010-12-21,16.43,20.21843029492829,-0.18737509488452242
2010-12-22,17.01,20.21843029492829,-0.15868839707764604
2010-12-23,17.01,20.028430294928288,-0.1507072821224852
2010-12-27,16.82,19.99843029492829,-0.15893398872082265
2010-12-28,16.79,19.958430294928288,-0.15875147735107353
2010-12-29,16.75,19.97843029492829,-0.16159579342666663
2010-12-30,16.77,19.76843029492829,-0.15167771290862464
2010-12-31,16.56,19.955985135001807,-0.17017376551586116
2011-01-03,16.52,19.98598513500181,-0.17342078019120344
2011-01-04,16.55,19.80598513500181,-0.16439400074312494
2011-01-05,16.37,19.81598513500181,-0.173899259185203
2011-01-06,16.38,19.78598513500181,-0.17214129656736443
2011-01-07,16.35,19.08598513500181,-0.1433504802423995
2011-01-10,15.65,19.10598513500181,-0.1808849483856505
2011-01-11,15.67,19.40598513500181,-0.19251715947485504
2011-01-12,15.97,19.39598513500181,-0.1766337265756771
2011-01-13,15.96,19.525985135001807,-0.1826276682250212
2011-01-14,16.09,19.005985135001808,-0.1534245720118801
2011-01-18,15.57,18.67598513500181,-0.16630903872271197
2011-01-19,15.24,18.67598513500181,-0.1839787893470861
2011-01-20,15.24,18.165985135001808,-0.16106944452817407
2011-01-21,14.73,17.85598513500181,-0.17506651754957858
2011-01-24,14.42,18.15598513500181,-0.20577154625443228
2011-01-25,14.72,18.525985135001807,-0.20544036429193835
2011-01-26,15.09,18.72598513500181,-0.1941678960433213
2011-01-27,15.29,18.075985135001808,-0.15412632363848922
2011-01-28,14.64,18.17598513500181,-0.19454159478775657
2011-01-31,14.74,17.98598513500181,-0.18047302444862612
2011-02-01,14.55,18.205985135001807,-0.20081226629000226
2011-02-02,14.77,18.255985135001808,-0.19095026147442484
2011-02-03,14.82,18.39598513500181,-0.19438943382259133
2011-02-04,14.96,18.17598513500181,-0.176935946586396
2011-02-07,14.74,18.37598513500181,-0.19786613388558616
2011-02-08,14.94,18.095985135001808,-0.1744025048350314
2011-02-09,14.66,18.115985135001807,-0.1907699255241999
2011-02-10,14.68,18.12598513500181,-0.19011298471979388
2011-02-11,14.69,18.025985135001807,-0.1850653437256079
2011-02-14,14.59,18.005985135001808,-0.18971387065967749
2011-02-15,14.57,18.10598513500181,-0.19529371689177932
2011-02-16,14.67,17.67598513500181,-0.17006040184144466
2011-02-17,14.24,17.56598513500181,-0.18934236306362828
2011-02-18,14.13,17.165985135001808,-0.1768605245271574
2011-02-22,13.73,16.89598513500181,-0.18738091385054179
2011-02-23,13.46,16.955985135001807,-0.20618000706931106
2011-02-24,13.52,17.345985135001808,-0.2205689158168075
2011-02-25,13.91,17.115985135001807,-0.18730941337671758
2011-02-28,13.68,16.94598513500181,-0.19272913961525562
2011-03-01,13.51,17.04598513500181,-0.20743800413981972
2011-03-02,13.61,17.37598513500181,-0.2167350573646435
2011-03-03,13.94,17.46598513500181,-0.20187725500439935
2011-03-04,14.03,17.26598513500181,-0.18741966413730904
2011-03-07,13.83,17.615985135001807,-0.2149175936507407
2011-03-08,14.18,16.96598513500181,-0.1642100422010957
2011-03-09,13.53,16.935985135001808,-0.20110936020855485
2011-03-10,13.5,16.92598513500181,-0.2024097922617869
2011-03-11,13.49,16.80598513500181,-0.19730977436696695
2011-03-14,13.37,17.31598513500181,-0.22788106505275063
2011-03-15,13.88,17.47598513500181,-0.20576723470653357
2011-03-16,14.04,17.49598513500181,-0.19753018240098397
2011-03-17,14.06,17.72598513500181,-0.20681418308102595
2011-03-18,14.29,17.455985135001807,-0.18136960535407098
2011-03-21,14.02,17.44598513500181,-0.19637670836531151
2011-03-22,14.01,17.54598513500181,-0.2015267371877576
2011-03-23,14.11,18.205985135001807,-0.22498014277332878
2011-03-24,14.77,17.96598513500181,-0.1778908927613051
2011-03-25,14.53,18.08598513500181,-0.19661550689433616
2011-03-28,14.65,18.28598513500181,-0.1988399918384517
2011-03-29,14.85,18.67598513500181,-0.2048612219031647
2011-03-30,15.24,19.28598513500181,-0.20978887553215098
2011-03-31,15.85,18.9102752152397,-0.16183134197716165
2011-04-01,15.85,19.1902752152397,-0.17406082913219856
2011-04-04,16.13,19.510275215239698,-0.173256152358083
2011-04-05,16.45,19.4802752152397,-0.15555607822568507
2011-04-06,16.42,19.5202752152397,-0.15882333527855585
2011-04-07,16.46,20.2902752152397,-0.188773940945012
2011-04-08,17.23,20.4902752152397,-0.15911329550199793
2011-04-11,17.43,20.5302752152397,-0.15100991987376555
2011-04-12,17.47,20.5702752152397,-0.15071627301042767
2011-04-13,17.51,20.6102752152397,-0.15042376595472562
2011-04-14,17.55,21.0402752152397,-0.16588543541063827
2011-04-15,17.98,20.7202752152397,-0.1322509081937403
2011-04-18,17.66,20.2102752152397,-0.12618706019978632
2011-04-19,17.15,20.510275215239698,-0.16383374576772736
2011-04-20,17.45,20.7802752152397,-0.160261362313304
2011-04-21,17.72,20.350275215239698,-0.1292501053386229
2011-04-25,17.29,20.7802752152397,-0.1679609715986835
2011-04-26,17.72,21.2902752152397,-0.1676951180360542
2011-04-27,18.23,21.7702752152397,-0.16261968120464665
2011-04-28,18.71,21.5402752152397,-0.1313945707266212
2011-04-29,18.48,21.3202752152397,-0.13321944424101406
2011-05-02,18.26,23.4902752152397,-0.22265704285348142
2011-05-03,20.43,22.4102752152397,-0.08836460936869939
2011-05-04,19.35,22.1202752152397,-0.12523692351400428
2011-05-05,19.06,22.8602752152397,-0.16623925912782822
2011-05-06,19.8,23.2702752152397,-0.149129100672046
2011-05-09,20.21,23.8202752152397,-0.15156311934338706
2011-05-10,20.76,23.0602752152397,-0.0997505534417702
2011-05-11,20.0,23.5602752152397,-0.15111348160045157
2011-05-12,20.5,22.8302752152397,-0.10206951923576413
2011-05-13,19.77,22.7502752152397,-0.1309995236120619
2011-05-16,19.69,22.3802752152397,-0.12020742324954847
2011-05-17,19.32,22.3702752152397,-0.13635394226896713
2011-05-18,19.31,22.010275215239698,-0.12268248301457196
2011-05-19,18.95,22.0302752152397,-0.13982009689597008
2011-05-20,18.97,21.2402752152397,-0.10688539542137376
2011-05-23,18.18,20.9002752152397,-0.13015499495701266
2011-05-24,17.84,21.0502752152397,-0.15250514220904665
2011-05-25,17.99,20.5402752152397,-0.12415973926909918
2011-05-26,17.48,20.9802752152397,-0.16683647756427722
2011-05-27,17.92,20.7902752152397,-0.13805854831280573
2011-05-31,17.73,20.0002752152397,-0.11351219874763563
2011-06-01,16.94,19.9202752152397,-0.1496101425827533
2011-06-02,16.86,19.5702752152397,-0.1384893766404044
2011-06-03,16.51,19.9602752152397,-0.17285709630924373
2011-06-06,16.9,20.0602752152397,-0.15753897597770017
2011-06-07,17.0,20.2702752152397,-0.16133353792754745
2011-06-08,17.21,21.2202752152397,-0.18898318587120166
2011-06-09,18.16,20.6302752152397,-0.11974029378991968
2011-06-10,17.57,20.510275215239698,-0.14335620484775324
2011-06-13,17.45,20.6502752152397,-0.15497494255562894
2011-06-14,17.59,20.8202752152397,-0.15515045703503738
2011-06-15,17.76,20.8702752152397,-0.149028950656508
2011-06-16,17.81,20.9902752152397,-0.1515118397747689
2011-06-17,17.93,21.3102752152397,-0.15862184702440396
2011-06-20,18.25,21.7702752152397,-0.16170099736614374
2011-06-21,18.71,21.4502752152397,-0.12775011918228563
2011-06-22,18.39,21.5202752152397,-0.145457025243942
2011-06-23,18.46,21.4302752152397,-0.13860182314072422
2011-06-24,18.37,21.6402752152397,-0.1511198532695498
2011-06-27,18.58,21.9302752152397,-0.15276941043181902
2011-06-28,18.87,22.1602752152397,-0.14847627943614006
2011-06-29,19.1,22.0002752152397,-0.13182904244900828
2011-06-30,18.94,22.146470148473863,-0.14478470505579977
2011-07-01,19.26,22.346470148473863,-0.13811891220254535
2011-07-05,19.46,22.366470148473862,-0.12994764614979626
2011-07-06,19.48,22.706470148473862,-0.14209474776909425
2011-07-07,19.82,22.706470148473862,-0.1271210421346739
2011-07-08,19.82,22.446470148473864,-0.11701038653743234
2011-07-11,19.56,22.416470148473863,-0.12742729473258907
2011-07-12,19.53,22.466470148473864,-0.13070456235748884
2011-07-13,19.58,22.986470148473863,-0.148194573871971
2011-07-14,20.1,22.956470148473862,-0.12442985049527566
2011-07-15,20.07,22.326470148473863,-0.1010670353830252
2011-07-18,19.44,22.60647014847386,-0.14006919822852681
2011-07-19,19.72,22.31647014847386,-0.11634770782293391
2011-07-20,19.43,22.446470148473864,-0.13438505602534367
2011-07-21,19.56,22.51647014847386,-0.1313025589259269
2011-07-22,19.63,21.436470148473862,-0.08427087743279749
2011-07-25,18.55,21.186470148473862,-0.12444121790924079
2011-07-26,18.3,20.326470148473863,-0.09969611711583937
2011-07-27,17.44,20.306470148473863,-0.14116043445833903
2011-07-28,17.42,20.326470148473863,-0.14298941858786451
2011-07-29,17.44,19.486470148473863,-0.10502005406218407
2011-08-01,16.6,19.126470148473864,-0.13209286025395828
2011-08-02,16.24,18.85647014847386,-0.1387571548583617
2011-08-03,15.97,17.466470148473864,-0.0856767358117071
2011-08-04,14.58,17.186470148473862,-0.1516582594306204
2011-08-05,14.3,16.06647014847386,-0.10994761961709776
2011-08-08,13.18,16.88647014847386,-0.2194934830005808
2011-08-09,14.0,16.08647014847386,-0.12970341717084566
2011-08-10,13.2,16.616470148473862,-0.20560745561160276
2011-08-11,13.73,17.716470148473864,-0.22501492199433792
2011-08-12,14.83,18.58647014847386,-0.2021077761654655
2011-08-15,15.7,18.576470148473863,-0.15484481849799536
2011-08-16,15.69,18.446470148473864,-0.14943076514299491
2011-08-17,15.56,17.556470148473863,-0.11371705881591532
2011-08-18,14.67,17.366470148473862,-0.15526875210797075
2011-08-19,14.48,16.716470148473864,-0.13378842115648693
2011-08-22,13.83,17.486470148473863,-0.20910281591582291
2011-08-23,14.6,17.706470148473862,-0.1754426558441753
2011-08-24,14.82,17.24647014847386,-0.14069372617031317
2011-08-25,14.36,17.56647014847386,-0.18253354950496037
2011-08-26,14.68,18.196470148473864,-0.19325012597395386
2011-08-29,15.31,18.466470148473864,-0.17092980537673175
2011-08-30,15.58,18.956470148473862,-0.1781170292796147
2011-08-31,16.07,17.966470148473864,-0.10555607934121414
2011-09-01,15.08,17.526470148473862,-0.13958715746803652
2011-09-02,14.64,17.506470148473863,-0.1637377566215853
2011-09-06,14.62,18.416470148473863,-0.20614537519224174
2011-09-07,15.53,18.42647014847386,-0.15719072210440455
2011-09-08,15.54,18.186470148473862,-0.1455186260372766
2011-09-09,15.3,18.10647014847386,-0.15499819266045123
2011-09-12,15.22,18.13647014847386,-0.16080693346600716
2011-09-13,15.25,17.956470148473862,-0.15072395220749368
2011-09-14,15.07,17.83647014847386,-0.15510188537559755
2011-09-15,14.95,17.546470148473862,-0.14797677974562284
2011-09-16,14.66,17.396470148473863,-0.157300310069737
2011-09-19,14.51,17.13647014847386,-0.15326786238458623
2011-09-20,14.25,16.686470148473862,-0.14601471292577128
2011-09-21,13.8,16.146470148473863,-0.14532403224339696
2011-09-22,13.26,16.706470148473862,-0.2062955320809463
2011-09-23,13.82,17.31647014847386,-0.20191587075741368
2011-09-26,14.43,17.796470148473862,-0.18916504904555775
2011-09-27,14.91,16.986470148473863,-0.12224259250591984
2011-09-28,14.1,17.046470148473862,-0.17284928333022975
2011-09-29,14.16,16.85647014847386,-0.1599664772471947
2011-09-30,13.97,15.998244266871435,-0.1267791785797049
2011-10-03,13.5,16.988244266871437,-0.20533282969528632
2011-10-04,14.49,17.668244266871437,-0.17988455552602667
2011-10-05,15.17,18.498244266871435,-0.17992217092905394
2011-10-06,16.0,18.148244266871437,-0.11837201633840311
2011-10-07,15.65,18.788244266871434,-0.16703233268075912
2011-10-10,16.29,18.798244266871436,-0.13342970924639863
2011-10-11,16.3,18.568244266871435,-0.12215717513574109
2011-10-12,16.07,17.478244266871435,-0.08057126593319475
2011-10-13,14.98,17.228244266871435,-0.1304975847826022
2011-10-14,14.73,16.518244266871434,-0.10825873730768654
2011-10-17,14.02,16.698244266871434,-0.16039077067431284
2011-10-18,14.2,16.218244266871437,-0.12444283324761918
2011-10-19,13.72,16.038244266871434,-0.1445447661412661
2011-10-20,13.54,16.598244266871436,-0.18425107003488372
2011-10-21,14.1,17.168244266871437,-0.1787162518879143
2011-10-24,14.67,16.748244266871435,-0.12408729140536057
2011-10-25,14.25,16.908244266871435,-0.15721586611330018
2011-10-26,14.41,17.198244266871434,-0.1621237740088598
2011-10-27,14.7,17.038244266871434,-0.13723504782812834
2011-10-28,14.54,16.268244266871434,-0.10623422162346197
2011-10-31,13.77,15.988244266871435,-0.1387422052005901
2011-11-01,13.49,15.928244266871436,-0.15307677519377638
2011-11-02,13.43,15.948244266871436,-0.1579010344168399
2011-11-03,13.45,15.818244266871435,-0.14971600051917977
2011-11-04,13.32,15.708244266871436,-0.15203763236023926
2011-11-07,13.21,15.978244266871435,-0.1732508416216284
2011-11-08,13.48,15.298244266871436,-0.11885313341537296
2011-11-09,12.8,15.288244266871436,-0.16275539711667797
2011-11-10,12.79,15.038244266871436,-0.14950177872986248
2011-11-11,12.54,15.168244266871435,-0.17327280736187212
2011-11-14,12.67,15.098244266871436,-0.16082957885371407
2011-11-15,12.6,15.438244266871436,-0.1838450161694849
2011-11-16,12.94,15.038244266871436,-0.13952721006758562
2011-11-17,12.54,14.708244266871436,-0.14741693349186125
2011-11-18,12.21,14.578244266871435,-0.16245058208094298
2011-11-21,12.08,14.788244266871436,-0.1831349427286939
2011-11-22,12.29,14.298244266871436,-0.1404539067446534
2011-11-23,11.8,14.278244266871436,-0.17356785754264548
2011-11-25,11.78,14.648244266871435,-0.19580805826390235
2011-11-28,12.15,14.858244266871436,-0.1822721593633947
2011-11-29,12.36,16.268244266871434,-0.2402376189316362
2011-11-30,13.77,16.938244266871436,-0.1870467928643601
2011-12-01,14.44,16.738244266871437,-0.1373049783614494
2011-12-02,14.24,16.458244266871436,-0.13478012787405935
2011-12-05,13.96,15.998244266871435,-0.12740424717055698
2011-12-06,13.5,15.798244266871436,-0.1454746633897035
2011-12-07,13.3,15.898244266871435,-0.1634296355784156
2011-12-08,13.4,16.098244266871436,-0.1676110898891099
2011-12-09,13.6,16.798244266871436,-0.19039157998070289
