date,ABT,dcf,Deviation
2012-03-05,27.48,31.38660444854468,-0.12446725337712727
2012-03-06,27.04,31.33660444854468,-0.1371113598347833
2012-03-07,26.99,31.926604448544683,-0.15462353525571093
2012-03-08,27.58,32.14660444854468,-0.142055577156032
2012-03-09,27.8,32.28660444854468,-0.138961793139164
2012-03-12,27.94,32.616604448544685,-0.143381094617694
2012-03-13,28.27,32.64660444854468,-0.13406002009926576
2012-03-14,28.3,32.70660444854468,-0.13473133401779214
2012-03-15,28.36,32.85660444854468,-0.1368554214294
2012-03-16,28.51,33.23660444854468,-0.14221081024874793
2012-03-19,28.89,33.32660444854468,-0.1331250069413663
2012-03-20,28.98,33.32660444854468,-0.1304244617916509
2012-03-21,28.98,33.186604448544685,-0.1267560968783944
2012-03-22,28.84,33.32660444854468,-0.13462530980231924
2012-03-23,28.98,33.60660444854468,-0.13766950051822424
2012-03-26,29.26,33.77660444854468,-0.13371990827039115
2012-03-27,29.43,33.67660444854468,-0.12609954352830233
2012-03-28,29.33,33.60660444854468,-0.12725488095926563
2012-03-29,29.26,33.75660444854468,-0.133206657541604
2012-03-30,29.41,32.114119319790376,-0.08420344001536917
2012-04-02,29.38,32.06411931979038,-0.08371099461739173
2012-04-03,29.33,32.224119319790375,-0.08981220839797965
2012-04-04,29.49,32.14411931979038,-0.08256935874912275
2012-04-05,29.41,31.984119319790377,-0.08048116923443394
2012-04-09,29.25,31.594119319790376,-0.07419479859728306
2012-04-10,28.86,31.354119319790374,-0.07954678281191951
2012-04-11,28.62,31.384119319790376,-0.08807382140072861
2012-04-12,28.65,31.324119319790377,-0.08536933768161481
2012-04-13,28.59,31.454119319790376,-0.09105705013296372
2012-04-16,28.72,31.724119319790375,-0.0946951210688558
2012-04-17,28.99,31.744119319790375,-0.08675998511867244
2012-04-18,29.01,31.284119319790374,-0.07269245128955126
2012-04-19,28.55,31.464119319790374,-0.09261722186380861
2012-04-20,28.73,31.464119319790374,-0.08689641975997275
2012-04-23,28.73,31.874119319790374,-0.09864176287494208
2012-04-24,29.14,32.294119319790376,-0.09766853489816263
2012-04-25,29.56,32.41411931979037,-0.08805173114938825
2012-04-26,29.68,32.474119319790375,-0.08604141939232157
2012-04-27,29.74,32.514119319790375,-0.08532045086338391
2012-04-30,29.78,32.59411931979037,-0.08633825298914288
2012-05-01,29.86,32.794119319790376,-0.08947089846135048
2012-05-02,30.06,32.98411931979037,-0.08865233876460998
2012-05-03,30.25,32.67411931979038,-0.07419080820709723
2012-05-04,29.94,32.724119319790375,-0.08507851021392154
2012-05-07,29.99,32.77411931979037,-0.08494871494866396
2012-05-08,30.04,32.114119319790376,-0.0645859006481363
2012-05-09,29.38,32.584119319790375,-0.09833377076557392
2012-05-10,29.85,32.50411931979038,-0.08165486022488222
2012-05-11,29.77,32.32411931979038,-0.07901589814472143
2012-05-14,29.59,32.42411931979038,-0.08740775013310986
2012-05-15,29.69,32.74411931979038,-0.09327229998042685
2012-05-16,30.01,32.59411931979037,-0.07928176535272591
2012-05-17,29.86,32.27411931979037,-0.07480047080045482
2012-05-18,29.54,32.39411931979038,-0.08810609393683144
2012-05-21,29.66,32.474119319790375,-0.08665729444663939
2012-05-22,29.74,32.184119319790376,-0.07594178033908361
2012-05-23,29.45,32.684119319790376,-0.09895078671531177
2012-05-24,29.95,32.60411931979038,-0.08140441683941924
2012-05-25,29.87,32.544119319790376,-0.08216904853111873
2012-05-29,29.81,32.38411931979038,-0.07948708730878784
2012-05-30,29.65,32.38411931979038,-0.08442778056711031
2012-05-31,29.65,31.774119319790376,-0.06685061192136266
2012-06-01,29.04,31.624119319790374,-0.08171355836534655
2012-06-04,28.89,31.664119319790377,-0.08761081562930206
2012-06-05,28.93,32.02411931979037,-0.09661840467469962
2012-06-06,29.29,32.09411931979037,-0.08737174844555573
2012-06-07,29.36,32.42411931979038,-0.09450123500872276
2012-06-08,29.69,32.24411931979038,-0.07921194232223128
2012-06-11,29.51,32.46411931979038,-0.09099644104590021
2012-06-12,29.73,32.24411931979038,-0.07797140603704733
2012-06-13,29.51,32.544119319790376,-0.09323095487624089
2012-06-14,29.81,32.724119319790375,-0.0890511152129928
2012-06-15,29.99,32.81411931979038,-0.0860641509914648
2012-06-18,30.08,32.904119319790375,-0.08582874661811091
2012-06-19,30.17,32.874119319790374,-0.08225678362621502
2012-06-20,30.14,32.59411931979037,-0.07529331581909904
2012-06-21,29.86,32.63411931979038,-0.08500671621029665
2012-06-22,29.9,32.544119319790376,-0.08124722300235865
2012-06-25,29.81,32.654119319790375,-0.08709833181955295
2012-06-26,29.92,32.904119319790375,-0.09069135966801445
2012-06-27,30.17,32.91411931979037,-0.08337210220114888
2012-06-28,30.18,33.66411931979037,-0.10349652360405392
2012-06-29,30.93,35.449402093691795,-0.12748881015671687
2012-07-02,31.01,35.549402093691796,-0.1276927831789696
2012-07-03,31.11,35.5094020936918,-0.12389400649675675
2012-07-05,31.07,35.5094020936918,-0.12502046871919736
2012-07-06,31.07,35.919402093691794,-0.13500787348972743
2012-07-09,31.48,35.949402093691795,-0.12432479633579385
2012-07-10,31.51,35.70940209369179,-0.11759933931891942
2012-07-11,31.27,35.6894020936918,-0.12382953578460032
2012-07-12,31.25,35.839402093691795,-0.12805465006626293
2012-07-13,31.4,35.8594020936918,-0.12435796006973232
2012-07-16,31.42,36.3294020936918,-0.13513578013287098
2012-07-17,31.89,36.06940209369179,-0.1158711220894546
2012-07-18,31.63,36.0094020936918,-0.12161829519682554
2012-07-19,31.57,35.659402093691796,-0.11467949134276756
2012-07-20,31.22,35.449402093691795,-0.11930813621379577
2012-07-23,31.01,35.1194020936918,-0.11701230228033788
2012-07-24,30.68,35.199402093691795,-0.12839428583651236
2012-07-25,30.76,35.45940209369179,-0.1325290844237842
2012-07-26,31.02,36.2894020936918,-0.14520498519339842
2012-07-27,31.85,36.38940209369179,-0.12474516844228967
2012-07-30,31.95,36.2594020936918,-0.11884923205729092
2012-07-31,31.82,36.1494020936918,-0.11976414111832001
2012-08-01,31.71,36.269402093691795,-0.12570932605709528
2012-08-02,31.83,36.38940209369179,-0.12529477901155672
2012-08-03,31.95,36.27940209369179,-0.11933499021045291
2012-08-06,31.84,36.1194020936918,-0.11847931708811943
2012-08-07,31.68,36.059402093691794,-0.12144965915721395
2012-08-08,31.62,35.9694020936918,-0.12091949936678492
2012-08-09,31.53,36.159402093691796,-0.12802761731780454
2012-08-10,31.72,36.09940209369179,-0.1213150866689029
2012-08-13,31.66,36.1894020936918,-0.12515824610656723
2012-08-14,31.75,36.309402093691794,-0.12557083925333823
2012-08-15,31.87,36.309402093691794,-0.12226591014185473
2012-08-16,31.87,36.06940209369179,-0.11642560868582374
2012-08-17,31.63,35.979402093691796,-0.12088589138768291
2012-08-20,31.54,35.769402093691795,-0.11824078251611825
2012-08-21,31.33,35.88940209369179,-0.12704034694668798
2012-08-22,31.45,35.7894020936918,-0.12124824221236874
2012-08-23,31.35,36.02940209369179,-0.12987731746209252
2012-08-24,31.59,35.9694020936918,-0.12175354158749951
2012-08-27,31.53,35.979402093691796,-0.12366525941996964
2012-08-28,31.54,35.919402093691794,-0.12192302316916659
2012-08-29,31.48,35.81940209369179,-0.12114669257575383
2012-08-30,31.38,35.88940209369179,-0.1256471780142696
2012-08-31,31.45,35.84940209369179,-0.12271898098032519
2012-09-04,31.41,35.989402093691794,-0.1272430723291863
2012-09-05,31.55,36.549402093691796,-0.1367847846286564
2012-09-06,32.11,36.4394020936918,-0.11881100800063016
2012-09-07,32.0,36.67940209369179,-0.1275757462386925
2012-09-10,32.24,36.73940209369179,-0.12246802716651561
2012-09-11,32.3,36.98940209369179,-0.12677690982443657
2012-09-12,32.55,37.67940209369179,-0.1361327889688183
2012-09-13,33.24,37.199402093691795,-0.1064372508923529
2012-09-14,32.76,37.59940209369179,-0.12870954920061672
2012-09-17,33.16,37.49940209369179,-0.11571923421205099
2012-09-18,33.06,37.7094020936918,-0.12329556650460838
2012-09-19,33.27,37.9594020936918,-0.12353730130199003
2012-09-20,33.52,37.839402093691795,-0.11415090764375158
2012-09-21,33.4,37.839402093691795,-0.1173222051104208
2012-09-24,33.4,37.8194020936918,-0.1168554194152358
2012-09-25,33.38,37.6394020936918,-0.11316338349608523
2012-09-26,33.2,37.699402093691795,-0.11934942847395114
2012-09-27,33.26,37.339402093691795,-0.10925193937106403
2012-09-28,32.9,38.166473224443514,-0.1379868973869619
2012-10-01,33.14,37.916473224443514,-0.12597356289361528
2012-10-02,32.89,38.526473224443514,-0.1463013027848964
2012-10-03,33.5,38.986473224443515,-0.14072761064736772
2012-10-04,33.96,39.38647322444351,-0.1377750476291898
2012-10-05,34.36,39.24647322444351,-0.12450732060683911
2012-10-08,34.22,39.04647322444352,-0.12360842928631244
2012-10-09,34.02,38.78647322444351,-0.12289009100831683
2012-10-10,33.76,38.336473224443516,-0.11937647987727618
2012-10-11,33.31,38.266473224443516,-0.1295252163786409
2012-10-12,33.24,39.596473224443514,-0.1605312975328208
2012-10-15,34.57,39.63647322444351,-0.12782351234314804
2012-10-16,34.61,38.156473224443516,-0.09294551945570273
2012-10-17,33.13,36.99647322444351,-0.10450923797484934
2012-10-18,31.97,36.766473224443516,-0.13045780037598687
2012-10-19,31.74,36.60647322444351,-0.13294023695224444
2012-10-22,31.58,36.38647322444351,-0.1320950561708918
2012-10-23,31.36,36.486473224443515,-0.14050339129541078
2012-10-24,31.46,36.586473224443516,-0.14011936031643812
2012-10-25,31.56,36.446473224443515,-0.1340725944689296
2012-10-26,31.42,36.45647322444351,-0.13815031403165545
2012-10-31,31.43,36.42647322444351,-0.13716598896789967
2012-11-01,31.4,36.196473224443515,-0.13251217030736717
2012-11-02,31.17,36.236473224443515,-0.13981695164047847
2012-11-05,31.21,36.126473224443515,-0.13609059466997686
2012-11-06,31.1,35.986473224443515,-0.13578638823446632
2012-11-07,30.96,35.486473224443515,-0.12755489100916417
2012-11-08,30.46,36.13647322444351,-0.1570843172543971
2012-11-09,31.11,36.14647322444351,-0.139335121110451
2012-11-12,31.12,36.056473224443515,-0.13690948623053256
2012-11-13,31.03,35.60647322444351,-0.12852924791500564
2012-11-14,30.58,35.346473224443514,-0.13485003706529075
2012-11-15,30.32,35.196473224443515,-0.13855005282338528
2012-11-16,30.17,35.21647322444351,-0.14329865436215194
2012-11-19,30.19,35.29647322444352,-0.1446737523030256
2012-11-20,30.27,35.416473224443514,-0.14531297884543615
2012-11-21,30.39,35.95647322444351,-0.15481143519546792
2012-11-23,30.93,35.906473224443516,-0.138595433568111
2012-11-26,30.88,35.766473224443516,-0.13662161191514977
2012-11-27,30.74,36.00647322444352,-0.1462646227975557
2012-11-28,30.98,36.25647322444352,-0.14553189417458856
2012-11-29,31.23,36.21647322444351,-0.13768522389082327
2012-11-30,31.19,35.876473224443515,-0.1306280356802325
2012-12-03,30.85,35.916473224443514,-0.1410626592645362
2012-12-04,30.89,35.99647322444351,-0.14186037594860668
2012-12-05,30.97,36.016473224443516,-0.14011569630917098
2012-12-06,30.99,36.46647322444351,-0.15017830736569904
2012-12-07,31.44,36.376473224443515,-0.13570510791371615
2012-12-10,31.35,36.776473224443514,-0.14755284421445836
2012-12-11,31.75,36.696473224443515,-0.13479424014917785
2012-12-12,31.67,36.36647322444352,-0.12914293875730598
2012-12-13,31.34,36.376473224443515,-0.13845413746869806
2012-12-14,31.35,36.306473224443515,-0.13651761750041158
2012-12-17,31.28,36.656473224443516,-0.14667186315289982
2012-12-18,31.63,36.376473224443515,-0.1304819517592508
2012-12-19,31.35,36.47647322444352,-0.14054191020331908
2012-12-20,31.45,36.71647322444351,-0.14343624977949754
2012-12-21,31.69,36.43647322444352,-0.1302670869160666
2012-12-24,31.41,36.24647322444351,-0.133432932757219
2012-12-26,31.22,36.236473224443515,-0.13843712641051464
2012-12-27,31.21,35.93647322444352,-0.13152301270422473
2012-12-28,30.91,36.45647322444351,-0.15213959919536835
2012-12-31,31.43,38.835968798332495,-0.19069870090766183
2013-01-02,32.05,40.05596879833249,-0.1998695584830239
2013-01-03,33.27,39.85596879833249,-0.1652442280767752
2013-01-04,33.07,40.125968798332494,-0.1758454439765631
2013-01-07,33.34,40.13596879833249,-0.16932365162230334
2013-01-08,33.35,40.35596879833249,-0.1736042773088371
2013-01-09,33.57,40.63596879833249,-0.17388459060492356
2013-01-10,33.85,40.155968798332495,-0.15703689854929748
2013-01-11,33.37,40.1459687983325,-0.1687832925983329
2013-01-14,33.36,39.80596879833249,-0.1619347297132615
2013-01-15,33.02,39.48596879833249,-0.16375358121149985
2013-01-16,32.7,39.56596879833249,-0.1735321794678728
2013-01-17,32.78,39.52596879833249,-0.17067181408636556
2013-01-18,32.74,39.685968798332496,-0.17502328930481714
2013-01-22,32.9,39.59596879833249,-0.16910733596230332
2013-01-23,32.81,39.585968798332495,-0.17117097304987317
2013-01-24,32.8,39.5759687983325,-0.1712142242900191
2013-01-25,32.79,39.78596879833249,-0.17584010166482877
2013-01-28,33.0,40.115968798332496,-0.17738494199417876
2013-01-29,33.33,40.005968798332496,-0.16687431897939098
2013-01-30,33.22,40.66596879833249,-0.18310073553781447
2013-01-31,33.88,40.655968798332495,-0.16666602711999345
2013-02-01,33.87,40.28596879833249,-0.1592606306788894
2013-02-04,33.5,40.625968798332494,-0.17540427980206053
2013-02-05,33.84,40.88596879833249,-0.17233219623793905
2013-02-06,34.1,41.17596879833249,-0.17184705071515027
2013-02-07,34.39,41.195968798332494,-0.16520958231738392
2013-02-08,34.41,41.045968798332495,-0.16167163286939124
2013-02-11,34.26,41.085968798332495,-0.16613868427533673
2013-02-12,34.3,41.24596879833249,-0.1684035798090724
2013-02-13,34.46,41.48596879833249,-0.16935771302549163
2013-02-14,34.7,41.865968798332496,-0.17116452823176787
2013-02-15,35.08,41.60596879833249,-0.15685174475720998
2013-02-19,34.82,41.30596879833249,-0.15702255598939807
2013-02-20,34.52,41.045968798332495,-0.1589917107425568
2013-02-21,34.26,41.335968798332495,-0.17118187873748214
2013-02-22,34.55,41.05596879833249,-0.1584658452535832
2013-02-25,34.27,40.84596879833249,-0.16099431576221912
2013-02-26,34.06,41.045968798332495,-0.17019865781840915
2013-02-27,34.26,40.5759687983325,-0.15565786807762083
2013-02-28,33.79,40.38596879833249,-0.1633232777272099
2013-03-01,33.6,41.09596879833249,-0.18240155950859704
2013-03-04,34.31,41.45596879833249,-0.17237490777491915
2013-03-05,34.67,41.05596879833249,-0.15554300593174308
2013-03-06,34.27,41.2159687983325,-0.16852615626527534
2013-03-07,34.43,41.4659687983325,-0.16968055979956842
2013-03-08,34.68,41.7159687983325,-0.16866367966536944
2013-03-11,34.93,41.765968798332494,-0.16367317687134364
2013-03-12,34.98,41.795968798332495,-0.1630771817066825
2013-03-13,35.01,41.92596879833249,-0.16495668428316823
2013-03-14,35.14,40.92596879833249,-0.14137646507144475
2013-03-15,34.14,40.24596879833249,-0.15171628316189223
2013-03-18,33.46,40.3259687983325,-0.17026171975356008
2013-03-19,33.54,40.59596879833249,-0.1738095926071931
2013-03-20,33.81,40.265968798332494,-0.1603331297122509
2013-03-21,33.48,40.475968798332495,-0.17284252869126415
2013-03-22,33.69,40.585968798332495,-0.16991016852641505
2013-03-25,33.8,41.13596879833249,-0.17833465486851174
2013-03-26,34.35,41.3959687983325,-0.17020905665134045
2013-03-27,34.61,42.10596879833249,-0.1780262754250973
2013-03-28,35.32,38.06729531442897,-0.07216943814202736
2013-04-01,35.31,38.87729531442896,-0.09175780582413584
2013-04-02,36.12,39.077295314428966,-0.07567809620992405
2013-04-03,36.32,39.407295314428964,-0.07834324304156326
2013-04-04,36.65,39.06729531442897,-0.061875164251162684
2013-04-05,36.31,39.30729531442896,-0.076252901413156
2013-04-08,36.55,39.41729531442896,-0.07274206136054628
2013-04-09,36.66,39.85729531442897,-0.08021857201312654
2013-04-10,37.1,40.02729531442897,-0.07313247851082616
2013-04-11,37.27,39.88729531442897,-0.06561726719741201
2013-04-12,37.13,38.88729531442897,-0.04518944555593529
2013-04-15,36.13,39.157295314428964,-0.07731114445265175
2013-04-16,36.4,40.03729531442897,-0.09084767804278049
2013-04-17,37.28,39.63729531442897,-0.05947164900453872
2013-04-18,36.88,39.95729531442897,-0.07701460497296786
2013-04-19,37.2,39.647295314428966,-0.061726664959622424
2013-04-22,36.89,39.967295314428966,-0.07699533556672777
2013-04-23,37.21,39.27729531442897,-0.05263334193150315
2013-04-24,36.52,39.24729531442897,-0.06949001944157651
2013-04-25,36.49,39.217295314428966,-0.06954317712536207
2013-04-26,36.46,39.48729531442896,-0.0766650460692041
2013-04-29,36.73,39.67729531442897,-0.07428165884475402
2013-04-30,36.92,39.647295314428966,-0.06878893737390479
2013-05-01,36.89,39.81729531442897,-0.07351818578616953
2013-05-02,37.06,39.55729531442896,-0.06313109363465619
2013-05-03,36.8,38.60729531442897,-0.046812274719320146
2013-05-06,35.85,38.81729531442897,-0.07644260864630559
2013-05-07,36.06,39.047295314428965,-0.07650453867223628
2013-05-08,36.29,38.937295314428965,-0.06798868008297332
2013-05-09,36.18,38.92729531442897,-0.07057503718761171
2013-05-10,36.17,39.10729531442897,-0.07510862847488264
2013-05-13,36.35,39.80729531442896,-0.08685079674769547
2013-05-14,37.05,40.41729531442896,-0.0833132273753816
2013-05-15,37.66,39.587295314428964,-0.04868469288242827
2013-05-16,36.83,39.34729531442897,-0.06397632402209508
2013-05-17,36.59,40.56729531442897,-0.09804191488739256
2013-05-20,37.81,40.477295314428964,-0.06589608553904913
2013-05-21,37.72,40.477295314428964,-0.06811955425900384
2013-05-22,37.72,40.23729531442896,-0.06256124559958354
2013-05-23,37.48,40.517295314428964,-0.07496293350428374
2013-05-24,37.76,41.31729531442897,-0.08609700338218118
2013-05-28,38.56,40.477295314428964,-0.04736717953942693
2013-05-29,37.72,40.437295314428965,-0.0671977513159584
2013-05-30,37.68,39.42729531442897,-0.04431689519898463
2013-05-31,36.67,39.91729531442896,-0.08135058472398948
2013-06-03,37.16,39.55729531442896,-0.06060311493426418
2013-06-04,36.8,39.05729531442896,-0.05779446058045523
2013-06-05,36.3,39.397295314428966,-0.07861695300932514
2013-06-06,36.64,40.267295314428964,-0.09008043093297091
2013-06-07,37.51,40.24729531442897,-0.06801190721125616
2013-06-10,37.49,39.587295314428964,-0.05297899989809429
2013-06-11,36.83,39.19729531442896,-0.06039435362667833
2013-06-12,36.44,39.45729531442897,-0.07646989714790686
2013-06-13,36.7,39.56729531442897,-0.07246629550095507
2013-06-14,36.81,39.647295314428966,-0.07156340153665863
2013-06-17,36.89,40.267295314428964,-0.08387191858944587
2013-06-18,37.51,38.967295314428966,-0.03739790772415641
2013-06-19,36.21,37.92729531442897,-0.04527861267701949
2013-06-20,35.17,38.337295314428964,-0.08261655623986841
2013-06-21,35.58,37.727295314428964,-0.05691622727080903
2013-06-24,34.97,37.867295314428965,-0.07651181026718268
2013-06-25,35.11,38.35729531442897,-0.08465913166738381
2013-06-26,35.6,38.117295314428965,-0.0660407642689187
2013-06-27,35.36,37.63729531442897,-0.06050634870024585
2013-06-28,34.88,38.55313071407797,-0.09527451197981951
2013-07-01,35.03,38.38313071407797,-0.08735948974709673
2013-07-02,34.86,37.77313071407797,-0.0771217703962318
2013-07-03,34.25,38.443130714077974,-0.109073601348041
2013-07-05,34.92,38.93313071407797,-0.10307752396153558
2013-07-08,35.41,38.263130714077974,-0.07456605512492054
2013-07-09,34.74,38.263130714077974,-0.09207638393221507
2013-07-10,34.74,38.89313071407797,-0.10678314236541209
2013-07-11,35.37,38.84313071407797,-0.08941428381876548
2013-07-12,35.32,39.00313071407797,-0.09443166860317098
2013-07-15,35.48,39.223130714077975,-0.09543171709989207
2013-07-16,35.7,39.34313071407797,-0.09259890222143319
2013-07-17,35.82,39.223130714077975,-0.08676336264143547
2013-07-18,35.7,39.39313071407797,-0.09375062725741035
2013-07-19,35.87,39.32313071407797,-0.0878142368466539
2013-07-22,35.8,40.20313071407797,-0.1095220853667529
2013-07-23,36.68,39.973130714077975,-0.08238360756962626
2013-07-24,36.45,40.10313071407797,-0.0910934046552021
2013-07-25,36.58,40.30313071407797,-0.0923782011003298
2013-07-26,36.78,40.263130714077974,-0.08650918724658685
2013-07-29,36.74,40.403130714077975,-0.09066452646951939
2013-07-30,36.88,40.153130714077975,-0.08151620199643339
2013-07-31,36.63,40.363130714077975,-0.09248863128389395
2013-08-01,36.84,40.27313071407797,-0.08524618407373719
2013-08-02,36.75,39.973130714077975,-0.0806324312481943
2013-08-05,36.45,39.62313071407797,-0.08008278641522304
2013-08-06,36.1,39.45313071407797,-0.0849902315326646
2013-08-07,35.93,39.443130714077974,-0.08906825220200065
2013-08-08,35.92,39.41313071407797,-0.08862860297546116
2013-08-09,35.89,39.42313071407797,-0.08962075436632666
2013-08-12,35.9,39.46313071407797,-0.09029011762634609
2013-08-13,35.94,39.13313071407797,-0.08159660767773069
2013-08-14,35.61,38.55313071407797,-0.07633960354361746
2013-08-15,35.03,38.49313071407797,-0.08996749939103832
2013-08-16,34.97,38.403130714077975,-0.08939715721717045
2013-08-19,34.88,38.23313071407797,-0.08770222713787079
2013-08-20,34.71,38.16313071407797,-0.09048342338444859
2013-08-21,34.64,38.193130714077974,-0.09303062219951219
2013-08-22,34.67,38.363130714077975,-0.09626770926499795
2013-08-23,34.84,38.043130714077975,-0.08419734795624068
2013-08-26,34.52,37.53313071407797,-0.08027922682580269
2013-08-27,34.01,37.27313071407797,-0.087546461796017
2013-08-28,33.75,37.25313071407797,-0.0940358742185965
2013-08-29,33.73,36.85313071407797,-0.08474532973354498
2013-08-30,33.33,36.45313071407797,-0.08567523976402502
2013-09-03,32.93,36.98313071407797,-0.1095940401966865
2013-09-04,33.46,37.263130714077974,-0.10206149191434288
2013-09-05,33.74,37.02313071407797,-0.08867782520697431
2013-09-06,33.5,37.32313071407797,-0.10243328040634914
2013-09-09,33.8,37.613130714077975,-0.10137764769075142
2013-09-10,34.09,38.27313071407797,-0.10929680002736986
2013-09-11,34.75,38.28313071407797,-0.0922894927393888
2013-09-12,34.76,38.39313071407797,-0.0946297070987695
2013-09-13,34.87,38.53313071407797,-0.09506444574304107
2013-09-16,35.01,38.49313071407797,-0.09048707261433786
2013-09-17,34.97,39.17313071407797,-0.10729626755533883
2013-09-18,35.65,38.863130714077975,-0.08267812332767199
2013-09-19,35.34,38.81313071407797,-0.08948339518559434
2013-09-20,35.29,38.64313071407797,-0.08677171471659262
2013-09-23,35.12,37.88313071407797,-0.07293828841477323
2013-09-24,34.36,37.193130714077974,-0.07617349385986494
2013-09-25,33.67,37.18313071407797,-0.0944818428844093
2013-09-26,33.66,36.66313071407797,-0.08191146406721972
2013-09-27,33.14,36.71313071407797,-0.09732568823687437
2013-09-30,33.19,35.60840791813169,-0.06791676627868126
2013-10-01,33.78,35.72840791813169,-0.05453385783649467
2013-10-02,33.9,35.11840791813169,-0.0346942811579628
2013-10-03,33.29,35.38840791813169,-0.05929647705503438
2013-10-04,33.56,35.32840791813169,-0.0500562584713613
2013-10-07,33.5,34.838407918131686,-0.03841759707495451
2013-10-08,33.01,34.99840791813169,-0.056814239172906844
2013-10-09,33.17,35.46840791813169,-0.06480155307328372
2013-10-10,33.64,35.588407918131686,-0.05474838668292903
2013-10-11,33.76,35.82840791813169,-0.0577309469864814
2013-10-14,34.0,35.53840791813169,-0.04328859980659949
2013-10-15,33.71,37.72840791813169,-0.10650881232124565
2013-10-16,35.9,38.99840791813169,-0.0794496002153754
2013-10-17,37.17,39.11840791813169,-0.049807955431350304
2013-10-18,37.29,38.68840791813169,-0.03614539841212516
2013-10-21,36.86,38.84840791813169,-0.05118376851689832
2013-10-22,37.02,39.058407918131685,-0.05218870985228796
2013-10-23,37.23,39.03840791813169,-0.046323813253966284
2013-10-24,37.21,39.07840791813169,-0.04781177170896922
2013-10-25,37.25,39.10840791813169,-0.04751939588085563
2013-10-28,37.28,39.10840791813169,-0.04675229740773956
2013-10-29,37.28,38.768407918131686,-0.03839228892955304
2013-10-30,36.94,38.378407918131686,-0.03747961408925771
2013-10-31,36.55,38.78840791813169,-0.0577081669053332
2013-11-01,36.96,38.808407918131685,-0.0476290581677814
2013-11-04,36.98,39.18840791813169,-0.05635360136970258
2013-11-05,37.36,39.38840791813169,-0.051497585846772775
2013-11-06,37.56,39.46840791813169,-0.048352797054551755
2013-11-07,37.64,39.948407918131686,-0.05778472881478591
2013-11-08,38.12,39.72840791813169,-0.04048508365716885
2013-11-11,37.9,39.29840791813169,-0.03558434023701207
2013-11-12,37.47,39.59840791813169,-0.05374983566339586
2013-11-13,37.77,39.588407918131686,-0.04593283776129942
2013-11-14,37.76,39.878407918131686,-0.05312167733678508
2013-11-15,38.05,39.768407918131686,-0.04321037748529566
2013-11-18,37.94,40.53840791813169,-0.06409743380596589
2013-11-19,38.71,40.00840791813169,-0.03245337632001233
2013-11-20,38.18,39.89840791813169,-0.04306958617641399
2013-11-21,38.07,40.07840791813169,-0.050111968575055954
2013-11-22,38.25,39.97840791813169,-0.0432335355042438
2013-11-25,38.15,39.89840791813169,-0.04382149587821349
2013-11-26,38.07,40.14840791813169,-0.05176812795092289
2013-11-27,38.32,40.018407918131686,-0.04244066684527359
2013-11-29,38.19,39.96840791813169,-0.04449534046425996
2013-12-02,38.14,39.42840791813169,-0.03267714792864351
2013-12-03,37.6,39.18840791813169,-0.04053259630883754
2013-12-04,37.36,38.74840791813169,-0.035831353924660414
2013-12-05,36.92,39.35840791813169,-0.0619539266731457
2013-12-06,37.53,39.02840791813169,-0.03839275025706501
2013-12-09,37.2,38.93840791813169,-0.04464506925364542
2013-12-10,37.11,38.40840791813169,-0.03380530432032669
2013-12-11,36.58,38.11840791813169,-0.04035866139624156
2013-12-12,36.29,38.22840791813169,-0.050705954647206286
2013-12-13,36.4,38.35840791813169,-0.0510555058049208
2013-12-16,36.53,38.43840791813169,-0.049648464166266226
2013-12-17,36.61,39.948407918131686,-0.0835679841102368
2013-12-18,38.12,39.85840791813169,-0.043614584950365964
2013-12-19,38.03,39.66840791813169,-0.04130258823376687
2013-12-20,37.84,40.268407918131686,-0.060305535869925486
2013-12-23,38.44,40.018407918131686,-0.03944204680407937
2013-12-24,38.19,40.17840791813169,-0.049489465142155686
2013-12-26,38.35,40.198407918131686,-0.04598211754794279
2013-12-27,38.37,40.238407918131685,-0.04643344542689454
2013-12-30,38.41,40.15840791813169,-0.043537779727126025
2013-12-31,38.33,40.437750952986015,-0.05212334769647653
2014-01-02,38.23,40.847750952986026,-0.06408555898215662
2014-01-03,38.64,41.357750952986024,-0.0657132191756622
2014-01-06,39.15,41.05775095298602,-0.04646506222833613
2014-01-07,38.85,41.40775095298603,-0.06176985936497914
2014-01-08,39.2,41.47775095298603,-0.05491500625402279
2014-01-09,39.27,41.777750952986025,-0.060025992203555534
2014-01-10,39.57,41.317750952986025,-0.042300244148688715
2014-01-13,39.11,41.777750952986025,-0.0638557818966402
2014-01-14,39.57,41.737750952986026,-0.051937416451303564
2014-01-15,39.53,41.747750952986024,-0.05312264498951169
2014-01-16,39.54,41.607750952986024,-0.04969629229232897
2014-01-17,39.4,41.327750952986015,-0.046645435779435585
2014-01-21,39.12,40.277750952986025,-0.028744180734852964
2014-01-22,38.07,39.637750952986025,-0.0395519653687092
2014-01-23,37.43,38.78775095298602,-0.03500463212295368
2014-01-24,36.58,38.507750952986015,-0.05006137479541717
2014-01-27,36.3,38.577750952986015,-0.059043124513968426
2014-01-28,36.37,38.05775095298602,-0.04434710172629375
2014-01-29,35.85,38.737750952986026,-0.07454616961347948
2014-01-30,36.53,38.867750952986015,-0.06014628826385482
2014-01-31,36.66,38.05775095298602,-0.03672710336227458
2014-02-03,35.85,38.457750952986025,-0.06780820220542683
