date,ALB,dcf,Deviation
1995-09-25,9.25,,
1995-09-26,9.25,,
1995-09-27,9.13,,
1995-09-28,9.38,,
1995-09-29,9.38,,
1995-10-02,9.44,,
1995-10-03,9.44,,
1995-10-04,9.56,,
1995-10-05,9.44,,
1995-10-06,9.56,,
1995-10-09,9.38,,
1995-10-10,9.38,,
1995-10-11,9.44,,
1995-10-12,9.31,,
1995-10-13,9.38,,
1995-10-16,9.38,,
1995-10-17,9.38,,
1995-10-18,9.44,,
1995-10-19,9.31,,
1995-10-20,9.5,,
1995-10-23,9.44,,
1995-10-24,9.5,,
1995-10-25,9.5,,
1995-10-26,9.44,,
1995-10-27,9.38,,
1995-10-30,9.44,,
1995-10-31,9.31,,
1995-11-01,9.06,,
1995-11-02,8.69,,
1995-11-03,8.38,,
1995-11-06,8.44,,
1995-11-07,8.38,,
1995-11-08,8.38,,
1995-11-09,8.69,,
1995-11-10,8.75,,
1995-11-13,9.13,,
1995-11-14,9.31,,
1995-11-15,9.13,,
1995-11-16,9.06,,
1995-11-17,9.0,,
1995-11-20,8.81,,
1995-11-21,9.38,,
1995-11-22,9.31,,
1995-11-24,9.06,,
1995-11-27,9.38,,
1995-11-28,9.5,,
1995-11-29,9.94,,
1995-11-30,9.19,,
1995-12-01,9.56,,
1995-12-04,9.94,,
1995-12-05,9.75,,
1995-12-06,9.56,,
1995-12-07,9.5,,
1995-12-08,9.56,,
1995-12-11,9.44,,
1995-12-12,9.5,,
1995-12-13,9.38,,
1995-12-14,9.25,,
1995-12-15,9.5,,
1995-12-18,9.25,,
1995-12-19,9.38,,
1995-12-20,9.44,,
1995-12-21,8.81,,
1995-12-22,9.0,,
1995-12-26,9.0,,
1995-12-27,9.06,,
1995-12-28,9.13,,
1995-12-29,9.69,,
1996-01-02,9.56,,
1996-01-03,9.5,,
1996-01-04,9.38,,
1996-01-05,9.44,,
1996-01-08,9.31,,
1996-01-09,9.31,,
1996-01-10,8.94,,
1996-01-11,8.94,,
1996-01-12,9.0,,
1996-01-15,8.94,,
1996-01-16,8.88,,
1996-01-17,8.75,,
1996-01-18,8.94,,
1996-01-19,9.0,,
1996-01-22,9.0,,
1996-01-23,8.69,,
1996-01-24,8.81,,
1996-01-25,8.94,,
1996-01-26,8.94,,
1996-01-29,9.06,,
1996-01-30,9.38,,
1996-01-31,9.31,,
1996-02-01,9.69,,
1996-02-02,9.44,,
1996-02-05,9.5,,
1996-02-06,9.44,,
1996-02-07,9.44,,
1996-02-08,9.44,,
1996-02-09,9.5,,
1996-02-12,9.63,,
1996-02-13,9.56,,
1996-02-14,9.56,,
1996-02-15,9.75,,
1996-02-16,9.5,,
1996-02-20,9.5,,
1996-02-21,9.44,,
1996-02-22,9.63,,
1996-02-23,9.56,,
1996-02-26,9.69,,
1996-02-27,9.69,,
1996-02-28,9.63,,
1996-02-29,9.63,,
1996-03-01,9.63,,
1996-03-04,10.88,,
1996-03-05,10.75,,
1996-03-06,10.75,,
1996-03-07,10.88,,
1996-03-08,10.81,,
1996-03-11,10.81,,
1996-03-12,10.81,,
1996-03-13,10.88,,
1996-03-14,11.06,,
1996-03-15,11.0,,
1996-03-18,11.13,,
1996-03-19,11.19,,
1996-03-20,11.31,,
1996-03-21,11.31,,
1996-03-22,11.38,,
1996-03-25,11.25,,
1996-03-26,11.31,,
1996-03-27,11.31,,
1996-03-28,11.19,,
1996-03-29,11.19,,
1996-04-01,11.25,,
1996-04-02,11.0,,
1996-04-03,10.63,,
1996-04-04,10.0,,
1996-04-08,9.75,,
1996-04-09,10.25,,
1996-04-10,10.44,,
1996-04-11,10.44,,
1996-04-12,11.0,,
1996-04-15,10.69,,
1996-04-16,10.5,,
1996-04-17,10.5,,
1996-04-18,10.88,,
1996-04-19,11.25,,
1996-04-22,11.5,,
1996-04-23,11.38,,
1996-04-24,11.63,,
1996-04-25,11.81,,
1996-04-26,11.69,,
1996-04-29,11.38,,
1996-04-30,11.69,,
1996-05-01,11.63,,
1996-05-02,11.69,,
1996-05-03,11.88,,
1996-05-06,12.0,,
1996-05-07,11.88,,
1996-05-08,11.81,,
1996-05-09,11.88,,
1996-05-10,11.88,,
1996-05-13,11.56,,
1996-05-14,11.56,,
1996-05-15,11.44,,
1996-05-16,11.63,,
1996-05-17,11.88,,
1996-05-20,11.88,,
1996-05-21,11.75,,
1996-05-22,11.75,,
1996-05-23,11.75,,
1996-05-24,11.75,,
1996-05-28,11.88,,
1996-05-29,11.31,,
1996-05-30,10.81,,
1996-05-31,11.25,,
1996-06-03,11.13,,
1996-06-04,11.0,,
1996-06-05,11.44,,
1996-06-06,11.38,,
1996-06-07,11.38,,
1996-06-10,11.19,,
1996-06-11,11.44,,
1996-06-12,11.38,,
1996-06-13,11.38,,
1996-06-14,11.25,,
1996-06-17,11.0,,
1996-06-18,11.25,,
1996-06-19,11.25,,
1996-06-20,11.25,,
1996-06-21,11.06,,
1996-06-24,11.06,,
1996-06-25,11.0,,
1996-06-26,10.56,,
1996-06-27,9.56,,
1996-06-28,9.13,,
1996-07-01,9.31,,
1996-07-02,9.31,,
1996-07-03,9.38,,
1996-07-05,9.63,,
1996-07-08,9.44,,
1996-07-09,9.31,,
1996-07-10,9.19,,
1996-07-11,9.19,,
1996-07-12,8.88,,
1996-07-15,8.69,,
1996-07-16,8.31,,
1996-07-17,8.19,,
1996-07-18,8.19,,
1996-07-19,7.88,,
1996-07-22,7.63,,
1996-07-23,7.44,,
1996-07-24,7.5,,
1996-07-25,7.44,,
1996-07-26,8.0,,
1996-07-29,7.75,,
1996-07-30,7.94,,
1996-07-31,8.38,,
1996-08-01,8.38,,
1996-08-02,8.13,,
1996-08-05,8.19,,
1996-08-06,8.31,,
1996-08-07,8.38,,
1996-08-08,8.38,,
1996-08-09,8.56,,
1996-08-12,8.75,,
1996-08-13,8.56,,
1996-08-14,9.0,,
1996-08-15,9.38,,
1996-08-16,9.38,,
1996-08-19,9.13,,
1996-08-20,8.94,,
1996-08-21,8.69,,
1996-08-22,8.81,,
1996-08-23,8.94,,
1996-08-26,8.69,,
1996-08-27,8.63,,
1996-08-28,8.69,,
1996-08-29,8.31,,
1996-08-30,8.06,,
1996-09-03,8.31,,
1996-09-04,8.44,,
1996-09-05,8.44,,
1996-09-06,8.5,,
1996-09-09,8.56,,
1996-09-10,8.25,,
1996-09-11,8.25,,
1996-09-12,8.19,,
1996-09-13,8.19,,
1996-09-16,8.25,,
1996-09-17,8.25,,
1996-09-18,8.25,,
1996-09-19,8.13,,
1996-09-20,8.25,,
1996-09-23,8.44,,
1996-09-24,8.25,,
1996-09-25,8.5,,
1996-09-26,8.31,,
1996-09-27,8.69,,
1996-09-30,8.56,,
1996-10-01,8.94,,
1996-10-02,9.06,,
1996-10-03,8.69,,
1996-10-04,8.69,,
1996-10-07,8.56,,
1996-10-08,8.38,,
1996-10-09,8.31,,
1996-10-10,8.31,,
1996-10-11,8.31,,
1996-10-14,8.38,,
1996-10-15,8.31,,
1996-10-16,8.5,,
1996-10-17,8.31,,
1996-10-18,8.44,,
1996-10-21,8.0,,
1996-10-22,7.88,,
1996-10-23,7.94,,
1996-10-24,8.0,,
1996-10-25,7.88,,
1996-10-28,7.81,,
1996-10-29,8.0,,
1996-10-30,8.0,,
1996-10-31,8.06,,
1996-11-01,8.31,,
1996-11-04,8.38,,
1996-11-05,8.19,,
1996-11-06,8.19,,
1996-11-07,8.25,,
1996-11-08,8.31,,
1996-11-11,8.5,,
1996-11-12,9.13,,
1996-11-13,8.94,,
1996-11-14,9.0,,
1996-11-15,9.0,,
1996-11-18,9.13,,
1996-11-19,9.13,,
1996-11-20,9.0,,
1996-11-21,9.0,,
1996-11-22,9.19,,
1996-11-25,9.13,,
1996-11-26,9.06,,
1996-11-27,9.06,,
1996-11-29,9.06,,
1996-12-02,9.25,,
1996-12-03,9.25,,
1996-12-04,9.38,,
1996-12-05,9.25,,
1996-12-06,9.13,,
1996-12-09,9.38,,
1996-12-10,9.5,,
1996-12-11,9.56,,
1996-12-12,9.44,,
1996-12-13,8.94,,
1996-12-16,8.63,,
1996-12-17,8.44,,
1996-12-18,8.31,,
1996-12-19,9.13,,
1996-12-20,9.06,,
1996-12-23,8.94,,
1996-12-24,8.69,,
1996-12-26,8.94,,
1996-12-27,8.88,,
1996-12-30,9.0,,
1996-12-31,9.06,,
1997-01-02,9.56,,
1997-01-03,9.38,,
1997-01-06,9.56,,
1997-01-07,9.5,,
1997-01-08,9.31,,
1997-01-09,9.44,,
1997-01-10,9.56,,
1997-01-13,9.5,,
1997-01-14,9.56,,
1997-01-15,9.5,,
1997-01-16,9.44,,
1997-01-17,9.38,,
1997-01-20,9.38,,
1997-01-21,9.38,,
1997-01-22,9.44,,
1997-01-23,9.38,,
1997-01-24,9.56,,
1997-01-27,9.31,,
1997-01-28,9.44,,
1997-01-29,9.31,,
1997-01-30,9.5,,
1997-01-31,9.38,,
1997-02-03,9.56,,
1997-02-04,9.44,,
1997-02-05,9.5,,
1997-02-06,9.38,,
1997-02-07,9.69,,
1997-02-10,9.63,,
1997-02-11,9.25,,
1997-02-12,9.63,,
1997-02-13,9.63,,
1997-02-14,9.69,,
1997-02-18,9.63,,
1997-02-19,9.69,,
1997-02-20,9.69,,
1997-02-21,9.75,,
1997-02-24,9.94,,
1997-02-25,9.94,,
1997-02-26,9.56,,
1997-02-27,9.56,,
1997-02-28,9.81,,
1997-03-03,9.81,,
1997-03-04,9.88,,
1997-03-05,9.81,,
1997-03-06,9.75,,
1997-03-07,9.75,,
1997-03-10,9.75,,
1997-03-11,9.88,,
1997-03-12,9.75,,
1997-03-13,10.0,,
1997-03-14,9.63,,
1997-03-17,9.56,,
1997-03-18,9.56,,
1997-03-19,9.44,,
1997-03-20,9.25,,
1997-03-21,9.5,,
1997-03-24,9.38,,
1997-03-25,9.38,,
1997-03-26,9.5,,
1997-03-27,9.38,,
1997-03-31,8.94,,
1997-04-01,9.19,,
1997-04-02,8.94,,
1997-04-03,9.0,,
1997-04-04,9.0,,
1997-04-07,9.13,,
1997-04-08,9.25,,
1997-04-09,9.25,,
1997-04-10,9.25,,
1997-04-11,9.25,,
1997-04-14,9.5,,
1997-04-15,9.25,,
1997-04-16,9.38,,
1997-04-17,9.0,,
1997-04-18,9.0,,
1997-04-21,8.75,,
1997-04-22,9.13,,
1997-04-23,8.88,,
1997-04-24,9.0,,
1997-04-25,8.88,,
1997-04-28,8.94,,
1997-04-29,8.94,,
1997-04-30,8.81,,
1997-05-01,8.88,,
1997-05-02,9.31,,
1997-05-05,9.31,,
1997-05-06,9.25,,
1997-05-07,9.13,,
1997-05-08,9.13,,
1997-05-09,9.25,,
1997-05-12,9.31,,
1997-05-13,9.31,,
1997-05-14,9.25,,
1997-05-15,9.06,,
1997-05-16,9.19,,
1997-05-19,9.19,,
1997-05-20,9.38,,
1997-05-21,9.38,,
1997-05-22,9.31,,
1997-05-23,9.25,,
1997-05-27,9.25,,
1997-05-28,9.25,,
1997-05-29,9.38,,
1997-05-30,9.38,,
1997-06-02,9.13,,
1997-06-03,9.19,,
1997-06-04,9.13,,
1997-06-05,9.31,,
1997-06-06,9.31,,
1997-06-09,9.31,,
1997-06-10,9.31,,
1997-06-11,9.44,,
1997-06-12,9.81,,
1997-06-13,9.94,,
1997-06-16,9.94,,
1997-06-17,10.19,,
1997-06-18,10.13,,
1997-06-19,9.88,,
1997-06-20,10.13,,
1997-06-23,10.06,,
1997-06-24,10.13,,
1997-06-25,9.63,,
1997-06-26,10.0,,
1997-06-27,10.31,,
1997-06-30,10.53,,
1997-07-01,11.0,,
1997-07-02,11.38,,
1997-07-03,11.44,,
1997-07-07,10.94,,
1997-07-08,11.25,,
1997-07-09,10.94,,
1997-07-10,11.06,,
1997-07-11,11.06,,
1997-07-14,11.03,,
1997-07-15,11.0,,
1997-07-16,11.47,,
1997-07-17,11.28,,
1997-07-18,11.09,,
1997-07-21,11.22,,
1997-07-22,11.16,,
1997-07-23,11.34,,
1997-07-24,11.38,,
1997-07-25,11.13,,
1997-07-28,11.22,,
1997-07-29,11.5,,
1997-07-30,11.69,,
1997-07-31,12.0,,
1997-08-01,12.03,,
1997-08-04,12.13,,
1997-08-05,11.91,,
1997-08-06,11.97,,
1997-08-07,11.94,,
1997-08-08,11.88,,
1997-08-11,11.91,,
1997-08-12,11.78,,
1997-08-13,11.91,,
1997-08-14,11.94,,
1997-08-15,11.72,,
1997-08-18,11.53,,
1997-08-19,11.59,,
1997-08-20,11.69,,
1997-08-21,11.59,,
1997-08-22,11.66,,
1997-08-25,11.59,,
1997-08-26,11.69,,
1997-08-27,11.75,,
1997-08-28,11.56,,
1997-08-29,12.28,,
1997-09-02,12.31,,
1997-09-03,13.0,,
1997-09-04,12.72,,
1997-09-05,12.72,,
1997-09-08,12.91,,
1997-09-09,13.06,,
1997-09-10,13.28,,
1997-09-11,13.16,,
1997-09-12,13.5,,
1997-09-15,13.41,,
1997-09-16,13.53,,
1997-09-17,13.53,,
1997-09-18,13.5,,
1997-09-19,13.44,,
1997-09-22,13.47,,
1997-09-23,13.34,,
1997-09-24,13.19,,
1997-09-25,13.31,,
1997-09-26,13.16,,
1997-09-29,13.22,,
1997-09-30,12.59,,
1997-10-01,12.94,,
1997-10-02,13.16,,
1997-10-03,13.0,,
1997-10-06,13.06,,
1997-10-07,13.0,,
1997-10-08,12.91,,
1997-10-09,12.84,,
1997-10-10,12.75,,
1997-10-13,13.03,,
1997-10-14,12.97,,
1997-10-15,13.09,,
1997-10-16,12.81,,
1997-10-17,12.53,,
1997-10-20,12.63,,
1997-10-21,12.38,,
1997-10-22,12.63,,
1997-10-23,12.63,,
1997-10-24,12.72,,
1997-10-27,11.66,,
1997-10-28,11.88,,
1997-10-29,12.28,,
1997-10-30,11.75,,
1997-10-31,12.13,,
1997-11-03,12.75,,
1997-11-04,12.31,,
1997-11-05,12.38,,
1997-11-06,12.16,,
1997-11-07,12.03,,
1997-11-10,12.09,,
1997-11-11,12.13,,
1997-11-12,11.78,,
1997-11-13,11.69,,
1997-11-14,11.94,,
1997-11-17,12.22,,
1997-11-18,12.09,,
1997-11-19,12.03,,
1997-11-20,12.53,,
1997-11-21,12.53,,
1997-11-24,12.13,,
1997-11-25,12.09,,
1997-11-26,12.06,,
1997-11-28,12.5,,
1997-12-01,12.19,,
1997-12-02,12.38,,
1997-12-03,12.91,,
1997-12-04,12.66,,
1997-12-05,12.66,,
1997-12-08,12.63,,
1997-12-09,12.53,,
1997-12-10,12.47,,
1997-12-11,12.25,,
1997-12-12,12.22,,
1997-12-15,12.0,,
1997-12-16,12.0,,
1997-12-17,12.13,,
1997-12-18,11.88,,
1997-12-19,11.66,,
1997-12-22,12.13,,
1997-12-23,11.88,,
1997-12-24,11.63,,
1997-12-26,11.91,,
1997-12-29,12.16,,
1997-12-30,12.59,,
1997-12-31,11.94,,
1998-01-02,12.03,,
1998-01-05,12.03,,
1998-01-06,11.88,,
1998-01-07,11.66,,
1998-01-08,11.53,,
1998-01-09,11.19,,
1998-01-12,11.34,,
1998-01-13,11.38,,
1998-01-14,11.06,,
1998-01-15,10.94,,
1998-01-16,10.97,,
1998-01-20,11.06,,
1998-01-21,10.94,,
1998-01-22,10.88,,
1998-01-23,10.75,,
1998-01-26,10.66,,
1998-01-27,10.84,,
1998-01-28,11.22,,
1998-01-29,10.94,,
1998-01-30,11.06,,
1998-02-02,11.34,,
1998-02-03,11.38,,
1998-02-04,11.38,,
1998-02-05,11.56,,
1998-02-06,11.47,,
1998-02-09,11.63,,
1998-02-10,11.56,,
1998-02-11,11.88,,
1998-02-12,11.94,,
1998-02-13,11.84,,
1998-02-17,11.84,,
1998-02-18,11.78,,
1998-02-19,11.94,,
1998-02-20,12.0,,
1998-02-23,12.16,,
1998-02-24,11.94,,
1998-02-25,11.69,,
1998-02-26,12.16,,
1998-02-27,12.19,,
1998-03-02,12.22,,
1998-03-03,12.5,,
1998-03-04,12.22,,
1998-03-05,12.47,,
1998-03-06,12.34,,
1998-03-09,12.28,,
1998-03-10,12.5,,
1998-03-11,12.44,,
1998-03-12,12.34,,
1998-03-13,12.31,,
1998-03-16,12.59,,
1998-03-17,12.5,,
1998-03-18,12.44,,
1998-03-19,12.5,,
1998-03-20,12.59,,
1998-03-23,12.63,,
1998-03-24,12.81,,
1998-03-25,12.59,,
1998-03-26,12.41,,
1998-03-27,12.38,,
1998-03-30,12.5,,
1998-03-31,12.63,,
1998-04-01,12.78,,
1998-04-02,13.0,,
1998-04-03,12.75,,
1998-04-06,12.5,,
1998-04-07,12.41,,
1998-04-08,12.53,,
1998-04-09,12.41,,
1998-04-13,12.47,,
1998-04-14,12.88,,
1998-04-15,12.66,,
1998-04-16,12.66,,
1998-04-17,12.81,,
1998-04-20,12.91,,
1998-04-21,12.69,,
1998-04-22,12.88,,
1998-04-23,12.59,,
1998-04-24,12.44,,
1998-04-27,12.31,,
1998-04-28,12.38,,
1998-04-29,12.44,,
1998-04-30,12.44,,
1998-05-01,12.53,,
1998-05-04,12.72,,
1998-05-05,12.28,,
1998-05-06,12.25,,
1998-05-07,12.25,,
1998-05-08,12.44,,
1998-05-11,12.47,,
1998-05-12,12.5,,
1998-05-13,12.75,,
1998-05-14,12.63,,
1998-05-15,12.53,,
1998-05-18,12.53,,
1998-05-19,12.78,,
1998-05-20,12.91,,
1998-05-21,12.69,,
1998-05-22,12.69,,
