date,OMC,dcf,Deviation
1990-02-09,3.0,,
1990-02-12,2.97,,
1990-02-13,2.95,,
1990-02-14,2.91,,
1990-02-15,2.91,,
1990-02-16,2.94,,
1990-02-20,2.88,,
1990-02-21,2.86,,
1990-02-22,2.88,,
1990-02-23,2.89,,
1990-02-26,2.89,,
1990-02-27,2.89,,
1990-02-28,2.89,,
1990-03-01,2.89,,
1990-03-02,2.91,,
1990-03-05,2.91,,
1990-03-06,2.91,,
1990-03-07,2.94,,
1990-03-08,2.95,,
1990-03-09,2.92,,
1990-03-12,2.84,,
1990-03-13,2.89,,
1990-03-14,2.88,,
1990-03-15,2.92,,
1990-03-16,2.89,,
1990-03-19,2.89,,
1990-03-20,2.89,,
1990-03-21,2.88,,
1990-03-22,2.88,,
1990-03-23,2.88,,
1990-03-26,2.91,,
1990-03-27,2.92,,
1990-03-28,2.95,,
1990-03-29,2.92,,
1990-03-30,2.94,,
1990-04-02,2.89,,
1990-04-03,2.89,,
1990-04-04,2.89,,
1990-04-05,2.86,,
1990-04-06,2.83,,
1990-04-09,2.84,,
1990-04-10,2.83,,
1990-04-11,2.84,,
1990-04-12,2.89,,
1990-04-16,2.92,,
1990-04-17,2.94,,
1990-04-18,2.91,,
1990-04-19,2.88,,
1990-04-20,2.86,,
1990-04-23,2.86,,
1990-04-24,2.88,,
1990-04-25,2.88,,
1990-04-26,2.88,,
1990-04-27,2.86,,
1990-04-30,2.89,,
1990-05-01,2.88,,
1990-05-02,2.86,,
1990-05-03,2.88,,
1990-05-04,2.89,,
1990-05-07,2.94,,
1990-05-08,3.02,,
1990-05-09,3.05,,
1990-05-10,3.05,,
1990-05-11,3.05,,
1990-05-14,3.09,,
1990-05-15,3.11,,
1990-05-16,3.17,,
1990-05-17,3.23,,
1990-05-18,3.2,,
1990-05-21,3.22,,
1990-05-22,3.2,,
1990-05-23,3.17,,
1990-05-24,3.17,,
1990-05-25,3.16,,
1990-05-29,3.17,,
1990-05-30,3.09,,
1990-05-31,3.11,,
1990-06-01,3.13,,
1990-06-04,3.16,,
1990-06-05,3.2,,
1990-06-06,3.2,,
1990-06-07,3.14,,
1990-06-08,3.16,,
1990-06-11,3.2,,
1990-06-12,3.25,,
1990-06-13,3.25,,
1990-06-14,3.22,,
1990-06-15,3.27,,
1990-06-18,3.23,,
1990-06-19,3.28,,
1990-06-20,3.31,,
1990-06-21,3.3,,
1990-06-22,3.23,,
1990-06-25,3.27,,
1990-06-26,3.25,,
1990-06-27,3.25,,
1990-06-28,3.23,,
1990-06-29,3.28,,
1990-07-02,3.28,,
1990-07-03,3.28,,
1990-07-05,3.28,,
1990-07-06,3.3,,
1990-07-09,3.36,,
1990-07-10,3.38,,
1990-07-11,3.38,,
1990-07-12,3.39,,
1990-07-13,3.39,,
1990-07-16,3.42,,
1990-07-17,3.42,,
1990-07-18,3.39,,
1990-07-19,3.34,,
1990-07-20,3.33,,
1990-07-23,3.31,,
1990-07-24,3.25,,
1990-07-25,3.27,,
1990-07-26,3.23,,
1990-07-27,3.25,,
1990-07-30,3.27,,
1990-07-31,3.27,,
1990-08-01,3.25,,
1990-08-02,3.22,,
1990-08-03,3.16,,
1990-08-06,3.16,,
1990-08-07,2.92,,
1990-08-08,2.92,,
1990-08-09,2.89,,
1990-08-10,2.92,,
1990-08-13,2.92,,
1990-08-14,2.94,,
1990-08-15,3.05,,
1990-08-16,3.02,,
1990-08-17,2.89,,
1990-08-20,2.91,,
1990-08-21,2.91,,
1990-08-22,2.91,,
1990-08-23,2.84,,
1990-08-24,2.84,,
1990-08-27,2.86,,
1990-08-28,2.98,,
1990-08-29,3.0,,
1990-08-30,3.0,,
1990-08-31,3.0,,
1990-09-04,2.94,,
1990-09-05,2.92,,
1990-09-06,2.94,,
1990-09-07,2.95,,
1990-09-10,2.92,,
1990-09-11,3.0,,
1990-09-12,2.94,,
1990-09-13,2.92,,
1990-09-14,2.86,,
1990-09-17,2.83,,
1990-09-18,2.91,,
1990-09-19,2.91,,
1990-09-20,2.83,,
1990-09-21,2.78,,
1990-09-24,2.75,,
1990-09-25,2.78,,
1990-09-26,2.72,,
1990-09-27,2.69,,
1990-09-28,2.7,,
1990-10-01,2.7,,
1990-10-02,2.72,,
1990-10-03,2.61,,
1990-10-04,2.56,,
1990-10-05,2.56,,
1990-10-08,2.55,,
1990-10-09,2.55,,
1990-10-10,2.55,,
1990-10-11,2.53,,
1990-10-12,2.47,,
1990-10-15,2.53,,
1990-10-16,2.52,,
1990-10-17,2.47,,
1990-10-18,2.45,,
1990-10-19,2.5,,
1990-10-22,2.47,,
1990-10-23,2.39,,
1990-10-24,2.38,,
1990-10-25,2.31,,
1990-10-26,2.19,,
1990-10-29,2.06,,
1990-10-30,2.14,,
1990-10-31,2.11,,
1990-11-01,2.25,,
1990-11-02,2.33,,
1990-11-05,2.38,,
1990-11-06,2.38,,
1990-11-07,2.34,,
1990-11-08,2.44,,
1990-11-09,2.45,,
1990-11-12,2.45,,
1990-11-13,2.48,,
1990-11-14,2.53,,
1990-11-15,2.59,,
1990-11-16,2.84,,
1990-11-19,2.78,,
1990-11-20,2.66,,
1990-11-21,2.59,,
1990-11-23,2.58,,
1990-11-26,2.59,,
1990-11-27,2.61,,
1990-11-28,2.69,,
1990-11-29,2.69,,
1990-11-30,2.69,,
1990-12-03,2.78,,
1990-12-04,2.77,,
1990-12-05,2.8,,
1990-12-06,2.86,,
1990-12-07,2.83,,
1990-12-10,2.78,,
1990-12-11,2.7,,
1990-12-12,2.72,,
1990-12-13,2.72,,
1990-12-14,2.72,,
1990-12-17,2.75,,
1990-12-18,2.77,,
1990-12-19,2.75,,
1990-12-20,2.75,,
1990-12-21,2.77,,
1990-12-24,2.75,,
1990-12-26,2.83,,
1990-12-27,2.81,,
1990-12-28,2.86,,
1990-12-31,2.89,,
1991-01-02,2.84,,
1991-01-03,2.8,,
1991-01-04,2.83,,
1991-01-07,2.84,,
1991-01-08,2.78,,
1991-01-09,2.81,,
1991-01-10,2.8,,
1991-01-11,2.78,,
1991-01-14,2.72,,
1991-01-15,2.67,,
1991-01-16,2.73,,
1991-01-17,2.78,,
1991-01-18,2.89,,
1991-01-21,2.84,,
1991-01-22,2.84,,
1991-01-23,2.89,,
1991-01-24,2.91,,
1991-01-25,2.89,,
1991-01-28,2.92,,
1991-01-29,2.92,,
1991-01-30,3.0,,
1991-01-31,3.0,,
1991-02-01,3.02,,
1991-02-04,3.08,,
1991-02-05,3.13,,
1991-02-06,3.14,,
1991-02-07,3.06,,
1991-02-08,3.11,,
1991-02-11,3.19,,
1991-02-12,3.25,,
1991-02-13,3.36,,
1991-02-14,3.44,,
1991-02-15,3.33,,
1991-02-19,3.36,,
1991-02-20,3.31,,
1991-02-21,3.25,,
1991-02-22,3.14,,
1991-02-25,2.98,,
1991-02-26,2.98,,
1991-02-27,3.08,,
1991-02-28,3.16,,
1991-03-01,3.28,,
1991-03-04,3.34,,
1991-03-05,3.44,,
1991-03-06,3.39,,
1991-03-07,3.42,,
1991-03-08,3.44,,
1991-03-11,3.38,,
1991-03-12,3.34,,
1991-03-13,3.34,,
1991-03-14,3.36,,
1991-03-15,3.34,,
1991-03-18,3.36,,
1991-03-19,3.34,,
1991-03-20,3.34,,
1991-03-21,3.39,,
1991-03-22,3.44,,
1991-03-25,3.5,,
1991-03-26,3.66,,
1991-03-27,3.66,,
1991-03-28,3.63,,
1991-04-01,3.59,,
1991-04-02,3.7,,
1991-04-03,3.72,,
1991-04-04,3.72,,
1991-04-05,3.67,,
1991-04-08,3.7,,
1991-04-09,3.67,,
1991-04-10,3.67,,
1991-04-11,3.75,,
1991-04-12,3.72,,
1991-04-15,3.67,,
1991-04-16,3.72,,
1991-04-17,3.73,,
1991-04-18,3.73,,
1991-04-19,3.72,,
1991-04-22,3.7,,
1991-04-23,3.7,,
1991-04-24,3.72,,
1991-04-25,3.73,,
1991-04-26,3.84,,
1991-04-29,3.81,,
1991-04-30,3.8,,
1991-05-01,3.81,,
1991-05-02,3.73,,
1991-05-03,3.75,,
1991-05-06,3.67,,
1991-05-07,3.64,,
1991-05-08,3.56,,
1991-05-09,3.55,,
1991-05-10,3.59,,
1991-05-13,3.61,,
1991-05-14,3.56,,
1991-05-15,3.56,,
1991-05-16,3.61,,
1991-05-17,3.66,,
1991-05-20,3.66,,
1991-05-21,3.67,,
1991-05-22,3.69,,
1991-05-23,3.75,,
1991-05-24,3.75,,
1991-05-28,3.81,,
1991-05-29,3.78,,
1991-05-30,3.77,,
1991-05-31,3.8,,
1991-06-03,3.8,,
1991-06-04,3.73,,
1991-06-05,3.66,,
1991-06-06,3.69,,
1991-06-07,3.64,,
1991-06-10,3.53,,
1991-06-11,3.45,,
1991-06-12,3.47,,
1991-06-13,3.48,,
1991-06-14,3.5,,
1991-06-17,3.52,,
1991-06-18,3.64,,
1991-06-19,3.63,,
1991-06-20,3.63,,
1991-06-21,3.64,,
1991-06-24,3.56,,
1991-06-25,3.59,,
1991-06-26,3.55,,
1991-06-27,3.55,,
1991-06-28,3.55,,
1991-07-01,3.53,,
1991-07-02,3.5,,
1991-07-03,3.5,,
1991-07-05,3.5,,
1991-07-08,3.48,,
1991-07-09,3.5,,
1991-07-10,3.55,,
1991-07-11,3.56,,
1991-07-12,3.67,,
1991-07-15,3.75,,
1991-07-16,3.78,,
1991-07-17,3.8,,
1991-07-18,3.83,,
1991-07-19,3.77,,
1991-07-22,3.77,,
1991-07-23,3.73,,
1991-07-24,3.75,,
1991-07-25,3.78,,
1991-07-26,3.78,,
1991-07-29,3.78,,
1991-07-30,3.77,,
1991-07-31,3.78,,
1991-08-01,3.66,,
1991-08-02,3.56,,
1991-08-05,3.53,,
1991-08-06,3.5,,
1991-08-07,3.53,,
1991-08-08,3.53,,
1991-08-09,3.56,,
1991-08-12,3.63,,
1991-08-13,3.66,,
1991-08-14,3.66,,
1991-08-15,3.67,,
1991-08-16,3.67,,
1991-08-19,3.61,,
1991-08-20,3.56,,
1991-08-21,3.55,,
1991-08-22,3.63,,
1991-08-23,3.59,,
1991-08-26,3.67,,
1991-08-27,3.73,,
1991-08-28,3.73,,
1991-08-29,3.75,,
1991-08-30,3.73,,
1991-09-03,3.72,,
1991-09-04,3.64,,
1991-09-05,3.58,,
1991-09-06,3.59,,
1991-09-09,3.56,,
1991-09-10,3.58,,
1991-09-11,3.58,,
1991-09-12,3.56,,
1991-09-13,3.53,,
1991-09-16,3.53,,
1991-09-17,3.5,,
1991-09-18,3.52,,
1991-09-19,3.5,,
1991-09-20,3.56,,
1991-09-23,3.59,,
1991-09-24,3.59,,
1991-09-25,3.59,,
1991-09-26,3.59,,
1991-09-27,3.61,,
1991-09-30,3.64,,
1991-10-01,3.66,,
1991-10-02,3.73,,
1991-10-03,3.72,,
1991-10-04,3.72,,
1991-10-07,3.7,,
1991-10-08,3.69,,
1991-10-09,3.63,,
1991-10-10,3.61,,
1991-10-11,3.61,,
1991-10-14,3.61,,
1991-10-15,3.67,,
1991-10-16,3.81,,
1991-10-17,3.94,,
1991-10-18,4.17,,
1991-10-21,4.11,,
1991-10-22,4.06,,
1991-10-23,4.0,,
1991-10-24,4.0,,
1991-10-25,3.95,,
1991-10-28,3.91,,
1991-10-29,4.06,,
1991-10-30,4.09,,
1991-10-31,4.09,,
1991-11-01,4.11,,
1991-11-04,4.11,,
1991-11-05,4.03,,
1991-11-06,4.02,,
1991-11-07,3.98,,
1991-11-08,3.94,,
1991-11-11,3.94,,
1991-11-12,3.88,,
1991-11-13,3.84,,
1991-11-14,3.83,,
1991-11-15,3.83,,
1991-11-18,3.78,,
1991-11-19,3.72,,
1991-11-20,3.77,,
1991-11-21,3.72,,
1991-11-22,3.7,,
1991-11-25,3.67,,
1991-11-26,3.73,,
1991-11-27,3.78,,
1991-11-29,3.88,,
1991-12-02,3.83,,
1991-12-03,3.94,,
1991-12-04,3.95,,
1991-12-05,3.98,,
1991-12-06,3.98,,
1991-12-09,4.0,,
1991-12-10,3.88,,
1991-12-11,3.86,,
1991-12-12,3.8,,
1991-12-13,3.81,,
1991-12-16,3.83,,
1991-12-17,3.78,,
1991-12-18,3.7,,
1991-12-19,3.75,,
1991-12-20,3.75,,
1991-12-23,3.77,,
1991-12-24,3.88,,
1991-12-26,3.92,,
1991-12-27,3.91,,
1991-12-30,3.94,,
1991-12-31,3.98,,
1992-01-02,3.94,,
1992-01-03,3.92,,
1992-01-06,3.98,,
1992-01-07,3.91,,
1992-01-08,3.94,,
1992-01-09,4.02,,
1992-01-10,3.98,,
1992-01-13,4.09,,
1992-01-14,4.16,,
1992-01-15,4.27,,
1992-01-16,4.3,,
1992-01-17,4.41,,
1992-01-20,4.44,,
1992-01-21,4.42,,
1992-01-22,4.34,,
1992-01-23,4.25,,
1992-01-24,4.33,,
1992-01-27,4.33,,
1992-01-28,4.28,,
1992-01-29,4.34,,
1992-01-30,4.28,,
1992-01-31,4.34,,
1992-02-03,4.33,,
1992-02-04,4.44,,
1992-02-05,4.53,,
1992-02-06,4.56,,
1992-02-07,4.55,,
1992-02-10,4.58,,
1992-02-11,4.58,,
1992-02-12,4.55,,
1992-02-13,4.52,,
1992-02-14,4.48,,
1992-02-18,4.42,,
1992-02-19,4.34,,
1992-02-20,4.34,,
1992-02-21,4.42,,
1992-02-24,4.39,,
1992-02-25,4.36,,
1992-02-26,4.38,,
1992-02-27,4.38,,
1992-02-28,4.47,,
1992-03-02,4.45,,
1992-03-03,4.45,,
1992-03-04,4.41,,
1992-03-05,4.36,,
1992-03-06,4.34,,
1992-03-09,4.31,,
1992-03-10,4.34,,
1992-03-11,4.36,,
1992-03-12,4.3,,
1992-03-13,4.3,,
1992-03-16,4.16,,
1992-03-17,4.2,,
1992-03-18,4.2,,
1992-03-19,4.2,,
1992-03-20,4.23,,
1992-03-23,4.27,,
1992-03-24,4.27,,
1992-03-25,4.31,,
1992-03-26,4.33,,
1992-03-27,4.31,,
1992-03-30,4.31,,
1992-03-31,4.31,,
1992-04-01,4.23,,
1992-04-02,4.19,,
1992-04-03,4.22,,
1992-04-06,4.23,,
1992-04-07,4.16,,
1992-04-08,4.05,,
1992-04-09,4.09,,
1992-04-10,4.09,,
1992-04-13,4.2,,
1992-04-14,4.31,,
1992-04-15,4.36,,
1992-04-16,4.45,,
1992-04-20,4.38,,
1992-04-21,4.27,,
1992-04-22,4.33,,
1992-04-23,4.41,,
1992-04-24,4.45,,
1992-04-27,4.44,,
1992-04-28,4.41,,
1992-04-29,4.48,,
1992-04-30,4.53,,
1992-05-01,4.53,,
1992-05-04,4.52,,
1992-05-05,4.5,,
1992-05-06,4.56,,
1992-05-07,4.42,,
1992-05-08,4.39,,
1992-05-11,4.36,,
1992-05-12,4.3,,
1992-05-13,4.36,,
1992-05-14,4.3,,
1992-05-15,4.27,,
1992-05-18,4.3,,
1992-05-19,4.3,,
1992-05-20,4.3,,
1992-05-21,4.27,,
1992-05-22,4.33,,
1992-05-26,4.38,,
1992-05-27,4.36,,
1992-05-28,4.34,,
1992-05-29,4.39,,
1992-06-01,4.38,,
1992-06-02,4.41,,
1992-06-03,4.42,,
1992-06-04,4.42,,
1992-06-05,4.42,,
1992-06-08,4.38,,
1992-06-09,4.34,,
1992-06-10,4.38,,
1992-06-11,4.34,,
1992-06-12,4.33,,
1992-06-15,4.41,,
1992-06-16,4.39,,
1992-06-17,4.38,,
1992-06-18,4.31,,
1992-06-19,4.33,,
1992-06-22,4.3,,
1992-06-23,4.25,,
1992-06-24,4.28,,
1992-06-25,4.25,,
1992-06-26,4.22,,
1992-06-29,4.2,,
1992-06-30,4.38,,
1992-07-01,4.41,,
1992-07-02,4.36,,
1992-07-06,4.33,,
1992-07-07,4.3,,
1992-07-08,4.25,,
1992-07-09,4.23,,
1992-07-10,4.25,,
1992-07-13,4.25,,
1992-07-14,4.31,,
1992-07-15,4.3,,
1992-07-16,4.27,,
1992-07-17,4.27,,
1992-07-20,4.22,,
1992-07-21,4.25,,
1992-07-22,4.17,,
1992-07-23,4.17,,
1992-07-24,4.16,,
1992-07-27,4.11,,
1992-07-28,4.11,,
1992-07-29,4.05,,
1992-07-30,4.11,,
1992-07-31,4.11,,
1992-08-03,4.23,,
1992-08-04,4.2,,
1992-08-05,4.19,,
1992-08-06,4.23,,
1992-08-07,4.23,,
1992-08-10,4.25,,
1992-08-11,4.23,,
1992-08-12,4.2,,
1992-08-13,4.19,,
1992-08-14,4.2,,
1992-08-17,4.22,,
1992-08-18,4.23,,
1992-08-19,4.22,,
1992-08-20,4.25,,
1992-08-21,4.22,,
1992-08-24,4.22,,
1992-08-25,4.2,,
1992-08-26,4.25,,
1992-08-27,4.28,,
1992-08-28,4.28,,
1992-08-31,4.28,,
1992-09-01,4.31,,
1992-09-02,4.28,,
1992-09-03,4.34,,
1992-09-04,4.45,,
1992-09-08,4.39,,
1992-09-09,4.44,,
1992-09-10,4.38,,
1992-09-11,4.34,,
1992-09-14,4.39,,
1992-09-15,4.38,,
1992-09-16,4.39,,
1992-09-17,4.33,,
1992-09-18,4.38,,
1992-09-21,4.38,,
1992-09-22,4.39,,
1992-09-23,4.33,,
1992-09-24,4.33,,
1992-09-25,4.34,,
1992-09-28,4.39,,
1992-09-29,4.42,,
1992-09-30,4.39,,
1992-10-01,4.42,,
1992-10-02,4.39,,
1992-10-05,4.41,,
1992-10-06,4.36,,
1992-10-07,4.39,,
1992-10-08,4.44,,
1992-10-09,4.42,,
1992-10-12,4.48,,
1992-10-13,4.47,,
1992-10-14,4.45,,
1992-10-15,4.52,,
1992-10-16,4.63,,
1992-10-19,4.56,,
1992-10-20,4.59,,
1992-10-21,4.58,,
1992-10-22,4.56,,
1992-10-23,4.59,,
1992-10-26,4.63,,
1992-10-27,4.64,,
1992-10-28,4.61,,
1992-10-29,4.66,,
1992-10-30,4.75,,
1992-11-02,4.81,,
1992-11-03,4.8,,
1992-11-04,4.77,,
1992-11-05,4.75,,
1992-11-06,4.78,,
1992-11-09,4.77,,
1992-11-10,4.78,,
1992-11-11,4.75,,
1992-11-12,4.77,,
1992-11-13,4.81,,
1992-11-16,4.81,,
1992-11-17,4.81,,
1992-11-18,4.81,,
1992-11-19,4.78,,
1992-11-20,4.84,,
1992-11-23,4.91,,
1992-11-24,4.95,,
1992-11-25,4.92,,
1992-11-27,4.91,,
1992-11-30,4.88,,
1992-12-01,4.83,,
1992-12-02,4.84,,
1992-12-03,4.86,,
1992-12-04,5.02,,
1992-12-07,5.0,,
1992-12-08,4.98,,
1992-12-09,5.09,,
1992-12-10,5.02,,
1992-12-11,5.0,,
1992-12-14,5.0,,
1992-12-15,5.05,,
1992-12-16,5.09,,
1992-12-17,5.14,,
1992-12-18,5.11,,
1992-12-21,5.06,,
1992-12-22,4.98,,
1992-12-23,4.98,,
1992-12-24,4.97,,
1992-12-28,5.09,,
1992-12-29,5.14,,
1992-12-30,5.19,,
1992-12-31,5.16,,
1993-01-04,5.06,,
1993-01-05,5.0,,
1993-01-06,5.02,,
1993-01-07,5.06,,
1993-01-08,5.02,,
1993-01-11,5.05,,
1993-01-12,5.05,,
1993-01-13,5.16,,
1993-01-14,5.28,,
1993-01-15,5.31,,
1993-01-18,5.33,,
1993-01-19,5.36,,
1993-01-20,5.3,,
1993-01-21,5.25,,
1993-01-22,5.31,,
1993-01-25,5.3,,
1993-01-26,5.3,,
1993-01-27,5.27,,
1993-01-28,5.36,,
1993-01-29,5.34,,
1993-02-01,5.31,,
1993-02-02,5.3,,
1993-02-03,5.42,,
1993-02-04,5.41,,
1993-02-05,5.41,,
1993-02-08,5.38,,
1993-02-09,5.36,,
1993-02-10,5.31,,
1993-02-11,5.31,,
1993-02-12,5.38,,
1993-02-16,5.25,,
1993-02-17,4.97,,
1993-02-18,4.8,,
1993-02-19,4.89,,
1993-02-22,4.95,,
1993-02-23,5.02,,
1993-02-24,5.02,,
1993-02-25,5.08,,
1993-02-26,5.13,,
1993-03-01,5.06,,
1993-03-02,5.17,,
1993-03-03,5.25,,
1993-03-04,5.31,,
1993-03-05,5.38,,
1993-03-08,5.27,,
1993-03-09,5.33,,
1993-03-10,5.33,,
1993-03-11,5.44,,
1993-03-12,5.39,,
1993-03-15,5.47,,
1993-03-16,5.5,,
1993-03-17,5.53,,
1993-03-18,5.58,,
1993-03-19,5.63,,
1993-03-22,5.63,,
1993-03-23,5.73,,
1993-03-24,5.77,,
1993-03-25,5.77,,
1993-03-26,5.77,,
1993-03-29,5.81,,
1993-03-30,5.83,,
1993-03-31,5.91,,
1993-04-01,5.81,,
1993-04-02,5.73,,
1993-04-05,5.55,,
1993-04-06,5.42,,
1993-04-07,5.42,,
1993-04-08,5.47,,
1993-04-12,5.53,,
1993-04-13,5.52,,
1993-04-14,5.48,,
1993-04-15,5.48,,
1993-04-16,5.45,,
1993-04-19,5.45,,
1993-04-20,5.41,,
1993-04-21,5.45,,
1993-04-22,5.42,,
1993-04-23,5.36,,
1993-04-26,5.36,,
1993-04-27,5.23,,
1993-04-28,5.22,,
1993-04-29,5.19,,
1993-04-30,5.27,,
1993-05-03,5.31,,
1993-05-04,5.41,,
1993-05-05,5.38,,
1993-05-06,5.38,,
1993-05-07,5.38,,
1993-05-10,5.38,,
1993-05-11,5.47,,
1993-05-12,5.42,,
1993-05-13,5.42,,
1993-05-14,5.44,,
1993-05-17,5.47,,
1993-05-18,5.41,,
1993-05-19,5.44,,
1993-05-20,5.58,,
1993-05-21,5.58,,
1993-05-24,5.53,,
1993-05-25,5.55,,
1993-05-26,5.58,,
1993-05-27,5.56,,
1993-05-28,5.61,,
1993-06-01,5.56,,
1993-06-02,5.56,,
1993-06-03,5.55,,
1993-06-04,5.5,,
1993-06-07,5.48,,
1993-06-08,5.44,,
1993-06-09,5.23,,
1993-06-10,5.14,,
1993-06-11,5.0,,
1993-06-14,4.78,,
1993-06-15,4.88,,
1993-06-16,5.0,,
1993-06-17,5.03,,
1993-06-18,4.97,,
1993-06-21,5.02,,
1993-06-22,5.09,,
1993-06-23,5.17,,
1993-06-24,5.17,,
1993-06-25,5.05,,
1993-06-28,5.09,,
1993-06-29,5.13,,
1993-06-30,5.14,,
1993-07-01,5.2,,
1993-07-02,5.2,,
1993-07-06,5.17,,
1993-07-07,5.16,,
1993-07-08,5.14,,
1993-07-09,5.03,,
1993-07-12,4.97,,
1993-07-13,4.95,,
1993-07-14,4.91,,
1993-07-15,4.91,,
1993-07-16,4.88,,
1993-07-19,4.84,,
1993-07-20,4.8,,
1993-07-21,4.66,,
1993-07-22,4.67,,
1993-07-23,4.7,,
1993-07-26,4.78,,
1993-07-27,4.84,,
1993-07-28,4.8,,
1993-07-29,4.89,,
1993-07-30,4.89,,
1993-08-02,4.83,,
1993-08-03,4.88,,
1993-08-04,4.91,,
1993-08-05,5.13,,
1993-08-06,5.31,,
1993-08-09,5.34,,
1993-08-10,5.41,,
1993-08-11,5.47,,
1993-08-12,5.31,,
1993-08-13,5.27,,
1993-08-16,5.31,,
1993-08-17,5.36,,
1993-08-18,5.36,,
1993-08-19,5.36,,
1993-08-20,5.33,,
1993-08-23,5.33,,
1993-08-24,5.33,,
1993-08-25,5.33,,
1993-08-26,5.34,,
1993-08-27,5.41,,
1993-08-30,5.41,,
1993-08-31,5.53,,
1993-09-01,5.53,,
1993-09-02,5.48,,
1993-09-03,5.5,,
1993-09-07,5.58,,
1993-09-08,5.53,,
1993-09-09,5.58,,
1993-09-10,5.58,,
1993-09-13,5.58,,
1993-09-14,5.61,,
1993-09-15,5.67,,
1993-09-16,5.69,,
1993-09-17,5.78,,
1993-09-20,5.66,,
1993-09-21,5.67,,
1993-09-22,5.66,,
1993-09-23,5.7,,
1993-09-24,5.72,,
1993-09-27,5.66,,
1993-09-28,5.66,,
1993-09-29,5.66,,
1993-09-30,5.58,,
1993-10-01,5.59,,
1993-10-04,5.61,,
1993-10-05,5.56,,
1993-10-06,5.56,,
1993-10-07,5.61,,
1993-10-08,5.64,,
1993-10-11,5.63,,
1993-10-12,5.7,,
1993-10-13,5.8,,
1993-10-14,5.75,,
1993-10-15,5.75,,
1993-10-18,5.73,,
1993-10-19,5.64,,
1993-10-20,5.64,,
1993-10-21,5.64,,
1993-10-22,5.61,,
1993-10-25,5.72,,
1993-10-26,5.72,,
1993-10-27,5.72,,
1993-10-28,5.63,,
1993-10-29,5.69,,
1993-11-01,5.52,,
1993-11-02,5.64,,
1993-11-03,5.61,,
1993-11-04,5.5,,
1993-11-05,5.31,,
1993-11-08,5.34,,
1993-11-09,5.44,,
1993-11-10,5.36,,
1993-11-11,5.36,,
1993-11-12,5.31,,
1993-11-15,5.3,,
1993-11-16,5.22,,
1993-11-17,5.23,,
1993-11-18,5.36,,
1993-11-19,5.28,,
1993-11-22,5.27,,
1993-11-23,5.28,,
1993-11-24,5.2,,
1993-11-26,5.27,,
1993-11-29,5.27,,
1993-11-30,5.3,,
1993-12-01,5.39,,
1993-12-02,5.36,,
1993-12-03,5.45,,
1993-12-06,5.52,,
1993-12-07,5.61,,
1993-12-08,5.56,,
1993-12-09,5.45,,
1993-12-10,5.42,,
1993-12-13,5.36,,
1993-12-14,5.41,,
1993-12-15,5.44,,
