date,MMM,dcf,Deviation
1970-07-06,4.48,,
1970-07-07,4.47,,
1970-07-08,4.69,,
1970-07-09,4.71,,
1970-07-10,4.67,,
1970-07-13,4.62,,
1970-07-14,4.67,,
1970-07-15,4.73,,
1970-07-16,4.87,,
1970-07-17,4.98,,
1970-07-20,4.95,,
1970-07-21,4.98,,
1970-07-22,5.01,,
1970-07-23,5.09,,
1970-07-24,5.06,,
1970-07-27,5.03,,
1970-07-28,5.03,,
1970-07-29,5.03,,
1970-07-30,5.05,,
1970-07-31,5.05,,
1970-08-03,5.05,,
1970-08-04,5.03,,
1970-08-05,5.04,,
1970-08-06,5.14,,
1970-08-07,5.2,,
1970-08-10,5.17,,
1970-08-11,5.15,,
1970-08-12,5.08,,
1970-08-13,4.99,,
1970-08-14,4.88,,
1970-08-17,4.9,,
1970-08-18,4.95,,
1970-08-19,5.01,,
1970-08-20,5.09,,
1970-08-21,5.28,,
1970-08-24,5.39,,
1970-08-25,5.44,,
1970-08-26,5.44,,
1970-08-27,5.48,,
1970-08-28,5.52,,
1970-08-31,5.49,,
1970-09-01,5.33,,
1970-09-02,5.31,,
1970-09-03,5.31,,
1970-09-04,5.3,,
1970-09-08,5.27,,
1970-09-09,5.36,,
1970-09-10,5.35,,
1970-09-11,5.32,,
1970-09-14,5.34,,
1970-09-15,5.36,,
1970-09-16,5.37,,
1970-09-17,5.38,,
1970-09-18,5.39,,
1970-09-21,5.38,,
1970-09-22,5.36,,
1970-09-23,5.45,,
1970-09-24,5.63,,
1970-09-25,5.51,,
1970-09-28,5.5,,
1970-09-29,5.47,,
1970-09-30,5.52,,
1970-10-01,5.44,,
1970-10-02,5.46,,
1970-10-05,5.55,,
1970-10-06,5.6,,
1970-10-07,5.61,,
1970-10-08,5.58,,
1970-10-09,5.5,,
1970-10-12,5.48,,
1970-10-13,5.47,,
1970-10-14,5.56,,
1970-10-15,5.62,,
1970-10-16,5.57,,
1970-10-19,5.58,,
1970-10-20,5.52,,
1970-10-21,5.56,,
1970-10-22,5.57,,
1970-10-23,5.58,,
1970-10-26,5.57,,
1970-10-27,5.52,,
1970-10-28,5.5,,
1970-10-29,5.51,,
1970-10-30,5.53,,
1970-11-02,5.55,,
1970-11-03,5.52,,
1970-11-04,5.55,,
1970-11-05,5.58,,
1970-11-06,5.59,,
1970-11-09,5.66,,
1970-11-10,5.45,,
1970-11-11,5.43,,
1970-11-12,5.38,,
1970-11-13,5.39,,
1970-11-16,5.36,,
1970-11-17,5.34,,
1970-11-18,5.36,,
1970-11-19,5.34,,
1970-11-20,5.39,,
1970-11-23,5.49,,
1970-11-24,5.5,,
1970-11-25,5.63,,
1970-11-27,5.67,,
1970-11-30,5.62,,
1970-12-01,5.62,,
1970-12-02,5.68,,
1970-12-03,5.73,,
1970-12-04,5.78,,
1970-12-07,5.87,,
1970-12-08,5.88,,
1970-12-09,5.88,,
1970-12-10,5.95,,
1970-12-11,6.06,,
1970-12-14,6.03,,
1970-12-15,6.03,,
1970-12-16,6.04,,
1970-12-17,6.04,,
1970-12-18,6.06,,
1970-12-21,5.94,,
1970-12-22,5.98,,
1970-12-23,5.95,,
1970-12-24,5.97,,
1970-12-28,5.99,,
1970-12-29,6.09,,
1970-12-30,6.16,,
1970-12-31,6.19,,
1971-01-04,6.05,,
1971-01-05,6.1,,
1971-01-06,6.09,,
1971-01-07,6.08,,
1971-01-08,6.05,,
1971-01-11,5.99,,
1971-01-12,6.0,,
1971-01-13,6.01,,
1971-01-14,6.02,,
1971-01-15,6.02,,
1971-01-18,6.0,,
1971-01-19,6.02,,
1971-01-20,6.03,,
1971-01-21,6.06,,
1971-01-22,6.12,,
1971-01-25,6.16,,
1971-01-26,6.17,,
1971-01-27,6.15,,
1971-01-28,6.13,,
1971-01-29,6.19,,
1971-02-01,6.23,,
1971-02-02,6.2,,
1971-02-03,6.37,,
1971-02-04,6.31,,
1971-02-05,6.27,,
1971-02-08,6.34,,
1971-02-09,6.35,,
1971-02-10,6.36,,
1971-02-11,6.41,,
1971-02-12,6.47,,
1971-02-16,6.5,,
1971-02-17,6.49,,
1971-02-18,6.48,,
1971-02-19,6.48,,
1971-02-22,6.34,,
1971-02-23,6.32,,
1971-02-24,6.36,,
1971-02-25,6.41,,
1971-02-26,6.48,,
1971-03-01,6.5,,
1971-03-02,6.53,,
1971-03-03,6.51,,
1971-03-04,6.52,,
1971-03-05,6.55,,
1971-03-08,6.57,,
1971-03-09,6.64,,
1971-03-10,6.69,,
1971-03-11,6.72,,
1971-03-12,6.8,,
1971-03-15,7.05,,
1971-03-16,7.11,,
1971-03-17,7.06,,
1971-03-18,7.14,,
1971-03-19,7.23,,
1971-03-22,7.13,,
1971-03-23,7.02,,
1971-03-24,6.88,,
1971-03-25,6.99,,
1971-03-26,7.0,,
1971-03-29,6.99,,
1971-03-30,7.01,,
1971-03-31,7.05,,
1971-04-01,7.11,,
1971-04-02,7.13,,
1971-04-05,7.05,,
1971-04-06,7.16,,
1971-04-07,7.16,,
1971-04-08,7.09,,
1971-04-12,7.08,,
1971-04-13,7.08,,
1971-04-14,7.17,,
1971-04-15,7.02,,
1971-04-16,7.09,,
1971-04-19,7.22,,
1971-04-20,7.22,,
1971-04-21,7.31,,
1971-04-22,7.23,,
1971-04-23,7.18,,
1971-04-26,7.23,,
1971-04-27,7.31,,
1971-04-28,7.28,,
1971-04-29,7.2,,
1971-04-30,7.16,,
1971-05-03,7.14,,
1971-05-04,7.09,,
1971-05-05,7.05,,
1971-05-06,7.11,,
1971-05-07,7.01,,
1971-05-10,6.96,,
1971-05-11,7.05,,
1971-05-12,7.03,,
1971-05-13,7.08,,
1971-05-14,7.03,,
1971-05-17,7.0,,
1971-05-18,7.1,,
1971-05-19,7.17,,
1971-05-20,7.15,,
1971-05-21,7.2,,
1971-05-24,6.95,,
1971-05-25,7.14,,
1971-05-26,7.09,,
1971-05-27,7.13,,
1971-05-28,7.13,,
1971-06-01,7.08,,
1971-06-02,7.18,,
1971-06-03,7.16,,
1971-06-04,7.17,,
1971-06-07,7.17,,
1971-06-08,7.17,,
1971-06-09,7.13,,
1971-06-10,7.16,,
1971-06-11,7.19,,
1971-06-14,7.17,,
1971-06-15,7.23,,
1971-06-16,7.29,,
1971-06-17,7.37,,
1971-06-18,7.38,,
1971-06-21,7.23,,
1971-06-22,7.16,,
1971-06-23,7.2,,
1971-06-24,7.21,,
1971-06-25,7.19,,
1971-06-28,7.33,,
1971-06-29,7.55,,
1971-06-30,7.61,,
1971-07-01,7.56,,
1971-07-02,7.44,,
1971-07-06,7.38,,
1971-07-07,7.36,,
1971-07-08,7.31,,
1971-07-09,7.38,,
1971-07-12,7.43,,
1971-07-13,7.42,,
1971-07-14,7.45,,
1971-07-15,7.33,,
1971-07-16,7.38,,
1971-07-19,7.37,,
1971-07-20,7.44,,
1971-07-21,7.39,,
1971-07-22,7.39,,
1971-07-23,7.43,,
1971-07-26,7.4,,
1971-07-27,7.31,,
1971-07-28,7.15,,
1971-07-29,7.22,,
1971-07-30,7.2,,
1971-08-02,7.21,,
1971-08-03,7.04,,
1971-08-04,7.0,,
1971-08-05,7.05,,
1971-08-06,7.07,,
1971-08-09,7.13,,
1971-08-10,7.18,,
1971-08-11,7.31,,
1971-08-12,7.33,,
1971-08-13,7.39,,
1971-08-16,7.66,,
1971-08-17,7.55,,
1971-08-18,7.52,,
1971-08-19,7.55,,
1971-08-20,7.56,,
1971-08-23,7.66,,
1971-08-24,7.67,,
1971-08-25,7.62,,
1971-08-26,7.6,,
1971-08-27,7.56,,
1971-08-30,7.49,,
1971-08-31,7.46,,
1971-09-01,7.44,,
1971-09-02,7.47,,
1971-09-03,7.56,,
1971-09-07,7.55,,
1971-09-08,7.55,,
1971-09-09,7.52,,
1971-09-10,7.5,,
1971-09-13,7.55,,
1971-09-14,7.52,,
1971-09-15,7.53,,
1971-09-16,7.52,,
1971-09-17,7.48,,
1971-09-20,7.5,,
1971-09-21,7.48,,
1971-09-22,7.49,,
1971-09-23,7.54,,
1971-09-24,7.63,,
1971-09-27,7.63,,
1971-09-28,7.63,,
1971-09-29,7.63,,
1971-09-30,7.65,,
1971-10-01,7.8,,
1971-10-04,7.84,,
1971-10-05,7.86,,
1971-10-06,7.82,,
1971-10-07,7.74,,
1971-10-08,7.74,,
1971-10-11,7.72,,
1971-10-12,7.78,,
1971-10-13,7.79,,
1971-10-14,7.73,,
1971-10-15,7.74,,
1971-10-18,7.66,,
1971-10-19,7.53,,
1971-10-20,7.47,,
1971-10-21,7.5,,
1971-10-22,7.59,,
1971-10-25,7.62,,
1971-10-26,7.63,,
1971-10-27,7.54,,
1971-10-28,7.41,,
1971-10-29,7.5,,
1971-11-01,7.37,,
1971-11-02,7.48,,
1971-11-03,7.76,,
1971-11-04,7.63,,
1971-11-05,7.67,,
1971-11-08,7.69,,
1971-11-09,7.7,,
1971-11-10,7.64,,
1971-11-11,7.45,,
1971-11-12,7.45,,
1971-11-15,7.5,,
1971-11-16,7.66,,
1971-11-17,7.7,,
1971-11-18,7.58,,
1971-11-19,7.53,,
1971-11-22,7.43,,
1971-11-23,7.48,,
1971-11-24,7.38,,
1971-11-26,7.49,,
1971-11-29,7.54,,
1971-11-30,7.63,,
1971-12-01,7.8,,
1971-12-02,7.81,,
1971-12-03,7.94,,
1971-12-06,7.93,,
1971-12-07,7.91,,
1971-12-08,7.86,,
1971-12-09,7.88,,
1971-12-10,7.88,,
1971-12-13,7.8,,
1971-12-14,7.84,,
1971-12-15,7.88,,
1971-12-16,8.2,,
1971-12-17,8.27,,
1971-12-20,8.37,,
1971-12-21,8.34,,
1971-12-22,8.21,,
1971-12-23,8.14,,
1971-12-27,8.2,,
1971-12-28,8.27,,
1971-12-29,8.27,,
1971-12-30,8.27,,
1971-12-31,8.44,,
1972-01-03,8.33,,
1972-01-04,8.34,,
1972-01-05,8.32,,
1972-01-06,8.34,,
1972-01-07,8.34,,
1972-01-10,8.29,,
1972-01-11,8.27,,
1972-01-12,8.25,,
1972-01-13,8.16,,
1972-01-14,8.09,,
1972-01-17,8.21,,
1972-01-18,8.24,,
1972-01-19,8.23,,
1972-01-20,8.2,,
1972-01-21,8.24,,
1972-01-24,8.19,,
1972-01-25,8.17,,
1972-01-26,8.18,,
1972-01-27,8.3,,
1972-01-28,8.39,,
1972-01-31,8.39,,
1972-02-01,8.48,,
1972-02-02,8.65,,
1972-02-03,8.67,,
1972-02-04,8.69,,
1972-02-07,8.64,,
1972-02-08,8.65,,
1972-02-09,8.62,,
1972-02-10,8.65,,
1972-02-11,8.59,,
1972-02-14,8.56,,
1972-02-15,8.55,,
1972-02-16,8.62,,
1972-02-17,8.65,,
1972-02-18,8.61,,
1972-02-22,8.64,,
1972-02-23,8.73,,
1972-02-24,8.77,,
1972-02-25,8.81,,
1972-02-28,8.75,,
1972-02-29,8.8,,
1972-03-01,8.8,,
1972-03-02,8.75,,
1972-03-03,8.82,,
1972-03-06,8.86,,
1972-03-07,8.92,,
1972-03-08,8.95,,
1972-03-09,8.97,,
1972-03-10,9.05,,
1972-03-13,8.95,,
1972-03-14,8.98,,
1972-03-15,9.01,,
1972-03-16,9.02,,
1972-03-17,9.21,,
1972-03-20,9.23,,
1972-03-21,9.17,,
1972-03-22,9.2,,
1972-03-23,9.33,,
1972-03-24,9.29,,
1972-03-27,9.27,,
1972-03-28,9.28,,
1972-03-29,9.26,,
1972-03-30,9.21,,
1972-04-03,9.25,,
1972-04-04,9.17,,
1972-04-05,9.2,,
1972-04-06,9.16,,
1972-04-07,9.16,,
1972-04-10,9.09,,
1972-04-11,9.13,,
1972-04-12,9.24,,
1972-04-13,9.25,,
1972-04-14,9.24,,
1972-04-17,9.1,,
1972-04-18,9.13,,
1972-04-19,9.18,,
1972-04-20,8.94,,
1972-04-21,8.81,,
1972-04-24,8.91,,
1972-04-25,8.95,,
1972-04-26,8.81,,
1972-04-27,8.79,,
1972-04-28,8.81,,
1972-05-01,8.74,,
1972-05-02,8.7,,
1972-05-03,8.78,,
1972-05-04,8.75,,
1972-05-05,8.88,,
1972-05-08,8.88,,
1972-05-09,8.74,,
1972-05-10,8.83,,
1972-05-11,8.91,,
1972-05-12,9.02,,
1972-05-15,9.24,,
1972-05-16,9.3,,
1972-05-17,9.24,,
1972-05-18,9.41,,
1972-05-19,9.48,,
1972-05-22,9.57,,
1972-05-23,9.72,,
1972-05-24,9.88,,
1972-05-25,9.81,,
1972-05-26,9.73,,
1972-05-30,9.63,,
1972-05-31,9.59,,
1972-06-01,9.58,,
1972-06-02,9.62,,
1972-06-05,9.56,,
1972-06-06,9.52,,
1972-06-07,9.44,,
1972-06-08,9.38,,
1972-06-09,9.29,,
1972-06-12,9.25,,
1972-06-13,9.31,,
1972-06-14,9.45,,
1972-06-15,9.63,,
1972-06-16,9.61,,
1972-06-19,9.5,,
1972-06-20,9.45,,
1972-06-21,9.8,,
1972-06-22,10.03,,
1972-06-23,9.98,,
1972-06-26,9.81,,
1972-06-27,9.81,,
1972-06-28,9.69,,
1972-06-29,9.58,,
1972-06-30,9.53,,
1972-07-03,9.61,,
1972-07-05,9.95,,
1972-07-06,10.09,,
1972-07-07,10.17,,
1972-07-10,10.22,,
1972-07-11,9.94,,
1972-07-12,9.88,,
1972-07-13,9.78,,
1972-07-14,10.13,,
1972-07-17,10.03,,
1972-07-18,9.91,,
1972-07-19,10.14,,
1972-07-20,9.84,,
1972-07-21,9.97,,
1972-07-24,10.19,,
1972-07-25,10.16,,
1972-07-26,10.3,,
1972-07-27,10.25,,
1972-07-28,10.19,,
1972-07-31,10.31,,
1972-08-01,10.41,,
1972-08-02,10.45,,
1972-08-03,10.52,,
1972-08-04,10.44,,
1972-08-07,10.42,,
1972-08-08,10.47,,
1972-08-09,10.44,,
1972-08-10,10.38,,
1972-08-11,10.47,,
1972-08-14,10.61,,
1972-08-15,10.5,,
1972-08-16,10.59,,
1972-08-17,10.56,,
1972-08-18,10.63,,
1972-08-21,10.48,,
1972-08-22,10.38,,
1972-08-23,10.22,,
1972-08-24,9.84,,
1972-08-25,9.8,,
1972-08-28,9.75,,
1972-08-29,9.77,,
1972-08-30,9.84,,
1972-08-31,9.98,,
1972-09-01,10.16,,
1972-09-05,10.03,,
1972-09-06,10.02,,
1972-09-07,9.95,,
1972-09-08,9.91,,
1972-09-11,9.59,,
1972-09-12,9.5,,
1972-09-13,9.69,,
1972-09-14,9.89,,
1972-09-15,9.98,,
1972-09-18,9.84,,
1972-09-19,9.72,,
1972-09-20,9.7,,
1972-09-21,9.66,,
1972-09-22,9.69,,
1972-09-25,9.44,,
1972-09-26,9.53,,
1972-09-27,9.88,,
1972-09-28,9.97,,
1972-09-29,9.98,,
1972-10-02,9.83,,
1972-10-03,10.0,,
1972-10-04,9.92,,
1972-10-05,9.91,,
1972-10-06,9.91,,
1972-10-09,9.78,,
1972-10-10,9.72,,
1972-10-11,9.81,,
1972-10-12,9.72,,
1972-10-13,9.69,,
1972-10-16,9.55,,
1972-10-17,9.63,,
1972-10-18,9.56,,
1972-10-19,9.58,,
1972-10-20,9.63,,
1972-10-23,9.78,,
1972-10-24,9.89,,
1972-10-25,10.09,,
1972-10-26,10.23,,
1972-10-27,10.09,,
1972-10-30,10.19,,
1972-10-31,10.38,,
1972-11-01,10.47,,
1972-11-02,10.58,,
1972-11-03,10.67,,
1972-11-06,10.78,,
1972-11-08,10.45,,
1972-11-09,10.25,,
1972-11-10,10.25,,
1972-11-13,10.22,,
1972-11-14,10.34,,
1972-11-15,10.19,,
1972-11-16,10.2,,
1972-11-17,10.34,,
1972-11-20,10.36,,
1972-11-21,10.41,,
1972-11-22,10.47,,
1972-11-24,10.75,,
1972-11-27,10.58,,
1972-11-28,10.61,,
1972-11-29,10.52,,
1972-11-30,10.61,,
1972-12-01,10.59,,
1972-12-04,10.58,,
1972-12-05,10.44,,
1972-12-06,10.31,,
1972-12-07,10.48,,
1972-12-08,10.41,,
1972-12-11,10.52,,
1972-12-12,10.53,,
1972-12-13,10.64,,
1972-12-14,10.67,,
1972-12-15,10.63,,
1972-12-18,10.56,,
1972-12-19,10.61,,
1972-12-20,10.56,,
1972-12-21,10.25,,
1972-12-22,10.45,,
1972-12-26,10.61,,
1972-12-27,10.59,,
1972-12-29,10.7,,
1973-01-02,10.72,,
1973-01-03,10.67,,
1973-01-04,10.69,,
1973-01-05,10.78,,
1973-01-08,10.78,,
1973-01-09,10.8,,
1973-01-10,10.73,,
1973-01-11,11.0,,
1973-01-12,10.89,,
1973-01-15,10.84,,
1973-01-16,10.67,,
1973-01-17,10.8,,
1973-01-18,10.83,,
1973-01-19,10.75,,
1973-01-22,10.86,,
1973-01-23,10.89,,
1973-01-24,10.84,,
1973-01-26,10.63,,
1973-01-29,10.58,,
1973-01-30,10.5,,
1973-01-31,10.53,,
1973-02-01,10.28,,
1973-02-02,10.17,,
1973-02-05,10.22,,
1973-02-06,10.47,,
1973-02-07,10.41,,
1973-02-08,10.42,,
1973-02-09,10.36,,
1973-02-12,10.48,,
1973-02-13,10.48,,
1973-02-14,10.39,,
1973-02-15,10.38,,
1973-02-16,10.5,,
1973-02-20,10.55,,
1973-02-21,10.53,,
1973-02-22,10.31,,
1973-02-23,10.2,,
1973-02-26,10.25,,
1973-02-27,10.19,,
1973-02-28,10.13,,
1973-03-01,9.97,,
1973-03-02,10.14,,
1973-03-05,10.25,,
1973-03-06,10.5,,
1973-03-07,10.69,,
1973-03-08,10.63,,
1973-03-09,10.45,,
1973-03-12,10.5,,
1973-03-13,10.67,,
1973-03-14,10.78,,
1973-03-15,10.75,,
1973-03-16,10.72,,
1973-03-19,10.56,,
1973-03-20,10.59,,
1973-03-21,10.36,,
1973-03-22,10.25,,
1973-03-23,10.06,,
1973-03-26,10.11,,
1973-03-27,10.59,,
1973-03-28,10.58,,
1973-03-29,10.69,,
1973-03-30,10.56,,
1973-04-02,10.44,,
1973-04-03,10.33,,
1973-04-04,10.23,,
1973-04-05,10.16,,
1973-04-06,10.13,,
1973-04-09,10.53,,
1973-04-10,10.59,,
1973-04-11,10.66,,
1973-04-12,10.55,,
1973-04-13,10.58,,
1973-04-16,10.58,,
1973-04-17,10.38,,
1973-04-18,10.28,,
1973-04-19,10.38,,
1973-04-23,10.33,,
1973-04-24,9.91,,
1973-04-25,9.75,,
1973-04-26,10.02,,
1973-04-27,9.78,,
1973-04-30,9.77,,
1973-05-01,9.73,,
1973-05-02,9.78,,
1973-05-03,9.97,,
1973-05-04,10.16,,
1973-05-07,10.03,,
1973-05-08,10.5,,
1973-05-09,10.53,,
1973-05-10,10.38,,
1973-05-11,10.36,,
1973-05-14,9.97,,
1973-05-15,10.22,,
1973-05-16,10.17,,
1973-05-17,10.0,,
1973-05-18,9.88,,
1973-05-21,9.75,,
1973-05-22,10.05,,
1973-05-23,10.22,,
1973-05-24,10.66,,
1973-05-25,10.63,,
1973-05-29,10.55,,
1973-05-30,10.38,,
1973-05-31,10.34,,
1973-06-01,10.34,,
1973-06-04,10.19,,
1973-06-05,10.38,,
1973-06-06,10.31,,
1973-06-07,10.52,,
1973-06-08,10.55,,
1973-06-11,10.55,,
1973-06-12,10.5,,
1973-06-13,10.52,,
1973-06-14,10.47,,
1973-06-15,10.47,,
1973-06-18,10.27,,
1973-06-19,10.38,,
1973-06-20,10.34,,
1973-06-21,10.25,,
1973-06-22,10.34,,
1973-06-25,10.23,,
1973-06-26,10.5,,
1973-06-27,10.48,,
1973-06-28,10.44,,
1973-06-29,10.47,,
1973-07-02,10.39,,
1973-07-03,10.27,,
1973-07-05,10.0,,
1973-07-06,9.89,,
1973-07-09,10.05,,
1973-07-10,10.19,,
1973-07-11,10.31,,
1973-07-12,10.41,,
1973-07-13,10.25,,
1973-07-16,10.36,,
1973-07-17,10.47,,
1973-07-18,10.5,,
1973-07-19,10.48,,
1973-07-20,10.41,,
1973-07-23,10.5,,
1973-07-24,10.56,,
1973-07-25,10.66,,
1973-07-26,10.63,,
1973-07-27,10.72,,
1973-07-30,10.59,,
1973-07-31,10.69,,
1973-08-01,10.72,,
1973-08-02,10.7,,
1973-08-03,10.72,,
1973-08-06,10.78,,
1973-08-07,10.88,,
1973-08-08,10.81,,
1973-08-09,10.81,,
1973-08-10,10.81,,
1973-08-13,10.66,,
1973-08-14,10.5,,
1973-08-15,10.59,,
1973-08-16,10.44,,
1973-08-17,10.41,,
1973-08-20,10.34,,
1973-08-21,10.3,,
1973-08-22,10.45,,
1973-08-23,10.53,,
1973-08-24,10.59,,
1973-08-27,10.73,,
1973-08-28,10.61,,
1973-08-29,10.7,,
1973-08-30,10.63,,
1973-08-31,10.75,,
1973-09-04,10.56,,
1973-09-05,10.34,,
1973-09-06,10.25,,
1973-09-07,10.2,,
1973-09-10,10.17,,
1973-09-11,10.3,,
1973-09-12,10.3,,
1973-09-13,10.48,,
1973-09-14,10.55,,
1973-09-17,10.73,,
1973-09-18,10.75,,
1973-09-19,10.72,,
1973-09-20,10.59,,
1973-09-21,10.8,,
1973-09-24,10.84,,
1973-09-25,11.05,,
1973-09-26,11.31,,
1973-09-27,11.25,,
1973-09-28,11.19,,
1973-10-01,11.06,,
1973-10-02,10.95,,
1973-10-03,10.8,,
1973-10-04,10.66,,
1973-10-05,11.0,,
1973-10-08,10.95,,
1973-10-09,10.94,,
1973-10-10,10.8,,
1973-10-11,10.98,,
1973-10-12,11.13,,
1973-10-15,11.06,,
1973-10-16,11.06,,
1973-10-17,11.19,,
1973-10-18,11.19,,
1973-10-19,11.22,,
1973-10-22,10.95,,
1973-10-23,11.03,,
1973-10-24,11.11,,
1973-10-25,11.16,,
1973-10-26,11.25,,
1973-10-29,11.22,,
1973-10-30,11.06,,
1973-10-31,10.81,,
1973-11-01,11.02,,
1973-11-02,11.11,,
1973-11-05,10.69,,
1973-11-06,10.75,,
1973-11-07,10.61,,
1973-11-08,10.66,,
1973-11-09,10.61,,
1973-11-12,10.52,,
1973-11-13,10.63,,
1973-11-14,10.53,,
1973-11-15,10.63,,
1973-11-16,10.81,,
1973-11-19,10.47,,
1973-11-20,10.16,,
1973-11-21,10.31,,
1973-11-23,10.25,,
1973-11-26,10.0,,
1973-11-27,10.05,,
1973-11-28,10.03,,
1973-11-29,9.98,,
1973-11-30,9.77,,
1973-12-03,9.52,,
1973-12-04,9.5,,
1973-12-05,9.45,,
1973-12-06,9.72,,
1973-12-07,9.81,,
1973-12-10,9.91,,
1973-12-11,9.81,,
1973-12-12,9.45,,
1973-12-13,9.34,,
1973-12-14,9.47,,
1973-12-17,9.47,,
1973-12-18,9.41,,
1973-12-19,9.33,,
1973-12-20,9.14,,
1973-12-21,9.0,,
1973-12-24,8.88,,
1973-12-26,9.2,,
1973-12-27,9.59,,
1973-12-28,9.83,,
1973-12-31,9.75,,
1974-01-02,9.84,,
1974-01-03,9.91,,
1974-01-04,9.75,,
1974-01-07,9.42,,
1974-01-08,9.25,,
1974-01-09,9.19,,
1974-01-10,9.08,,
1974-01-11,9.25,,
1974-01-14,9.25,,
1974-01-15,9.28,,
1974-01-16,9.56,,
1974-01-17,9.52,,
1974-01-18,9.31,,
1974-01-21,9.22,,
1974-01-22,9.59,,
1974-01-23,9.63,,
1974-01-24,9.69,,
1974-01-25,9.56,,
1974-01-28,9.39,,
1974-01-29,9.45,,
1974-01-30,9.48,,
1974-01-31,9.5,,
1974-02-01,9.34,,
1974-02-04,9.19,,
1974-02-05,9.25,,
1974-02-06,9.27,,
1974-02-07,9.25,,
1974-02-08,9.13,,
1974-02-11,8.92,,
1974-02-12,8.92,,
1974-02-13,8.91,,
1974-02-14,8.63,,
1974-02-15,8.75,,
1974-02-19,8.75,,
1974-02-20,8.94,,
1974-02-21,9.19,,
1974-02-22,9.44,,
1974-02-25,9.42,,
1974-02-26,9.41,,
1974-02-27,9.61,,
1974-02-28,9.59,,
1974-03-01,9.44,,
1974-03-04,9.39,,
1974-03-05,9.53,,
1974-03-06,9.63,,
1974-03-07,9.58,,
1974-03-08,9.41,,
1974-03-11,9.5,,
1974-03-12,9.5,,
1974-03-13,9.63,,
1974-03-14,9.88,,
1974-03-15,9.81,,
1974-03-18,9.69,,
1974-03-19,9.67,,
1974-03-20,9.63,,
1974-03-21,9.58,,
1974-03-22,9.59,,
1974-03-25,9.63,,
1974-03-26,9.73,,
1974-03-27,9.5,,
1974-03-28,9.34,,
1974-03-29,9.28,,
1974-04-01,9.23,,
1974-04-02,9.25,,
