BMY,dcf,Deviation
28.89,29.480564285953772,-0.020032326390548416
28.81,28.75056428595377,0.002067288608845308
28.08,28.480564285953772,-0.014064478566224392
27.81,28.84056428595377,-0.03573315264346921
28.17,28.630564285953774,-0.01608645506787043
27.96,28.560564285953774,-0.02102774580854949
27.89,28.650564285953774,-0.026546223605328656
27.98,28.690564285953773,-0.02476647997828496
28.02,28.630564285953774,-0.021325611324165217
27.96,28.060564285953774,-0.003583829780789971
27.39,27.84056428595377,-0.01618373396910966
27.17,27.190564285953773,-0.000756302286980981
26.52,26.855411937231903,-0.012489547284392777
26.13,26.835411937231903,-0.026286607370956894
26.11,26.475411937231904,-0.01380193585271594
25.75,26.765411937231907,-0.0379374671913576
26.04,27.365411937231904,-0.04843383831648529
26.64,27.805411937231902,-0.041913133308821626
27.08,27.6554119372319,-0.020806485853036127
26.93,27.205411937231904,-0.01012342462842808
26.48,27.715411937231902,-0.04457490799811248
26.99,26.82541193723191,0.006135527877566327
26.1,26.545411937231904,-0.01677924374596651
25.82,25.585411937231903,0.009168821019712503
24.86,25.205411937231904,-0.01370387986881827
24.48,23.615411937231904,0.03661117854162832
22.89,23.315411937231904,-0.018245954151578703
22.59,24.075411937231905,-0.06169829787770986
23.35,23.695411937231903,-0.014577165324109242
22.97,24.315411937231904,-0.055331653056298946
23.59,24.335411937231903,-0.030630750741123203
23.61,23.985411937231905,-0.01565167770369469
23.26,23.745411937231903,-0.020442346442126502
23.02,24.685411937231905,-0.06746543024951668
23.96,24.755411937231905,-0.03213083018972562
24.03,24.155411937231904,-0.0051918773961622255
23.43,24.545411937231904,-0.045442787437597776
23.82,24.065411937231904,-0.010197703570252403
23.34,23.795411937231904,-0.019138644812420114
23.07,23.675411937231903,-0.025571336998780336
22.95,23.915411937231905,-0.04036777370867428
23.19,24.585411937231903,-0.05675772042357785
23.86,23.935411937231905,-0.0031506429648950895
23.21,24.025411937231905,-0.03393956113477781
23.3,23.885411937231904,-0.024509183210668417
23.16,23.785411937231903,-0.02629392918997253
23.06,23.485411937231905,-0.01811388015542925
22.76,23.255411937231905,-0.021303081560931192
22.53,23.915411937231905,-0.05792967066041088
23.19,24.095411937231905,-0.0375761136431485
23.37,23.925411937231903,-0.023214310319463638
23.2,23.635411937231904,-0.01842201601513105
22.91,23.335411937231903,-0.01823031615538584
22.61,23.115411937231904,-0.021864716865280687
22.39,22.865411937231904,-0.020791750375499962
22.14,22.915411937231905,-0.03383800995399311
22.19,22.495411937231903,-0.0135766323410339
21.77,22.605411937231903,-0.036956280184213375
21.88,22.055411937231902,-0.007953237859764872
21.33,22.455411937231904,-0.05011762600382008
21.73,22.085411937231903,-0.016092610735176982
21.36,22.135411937231904,-0.035030382060686094
21.41,21.365411937231904,0.002086927361807378
20.64,21.185411937231905,-0.02574469351116937
20.46,22.075411937231905,-0.07317697816127211
21.35,22.185411937231905,-0.03765591279510583
21.46,22.185411937231905,-0.03269769969943659
21.46,21.995411937231903,-0.024341982717114075
21.27,22.325411937231905,-0.04727401851303825
21.6,21.925411937231903,-0.014841770734501658
21.2,22.025411937231905,-0.03747543698997169
21.3,22.205411937231904,-0.0407743814792193
21.48,22.025411937231905,-0.024762848421914674
21.3,23.04593984968917,-0.07575910815859899
22.18,22.52593984968917,-0.015357399158372642
21.66,22.75593984968917,-0.048160605843055926
21.89,23.05593984968917,-0.050570042136230176
22.19,22.86593984968917,-0.02956099133175827
22.0,22.70593984968917,-0.031090536413044934
21.84,22.37593984968917,-0.023951612906065955
21.51,22.95593984968917,-0.06298761275543008
22.09,22.56593984968917,-0.02109107144924549
21.7,22.41593984968917,-0.03193887271691165
21.55,22.31593984968917,-0.03432254499914489
21.45,22.84593984968917,-0.06110231659863896
21.98,22.45593984968917,-0.02119438566699572
21.59,22.96593984968917,-0.059912194262225826
22.1,22.70593984968917,-0.02668640248764964
21.84,22.18593984968917,-0.015592751627063306
21.32,22.29593984968917,-0.04377208838329261
21.43,23.07593984968917,-0.07132709915220814
22.21,23.015939849689165,-0.03501659523584688
22.15,23.02593984968917,-0.03804143741394317
22.16,22.78593984968917,-0.027470442466638434
21.92,22.835939849689165,-0.04010957533248327
21.97,23.80593984968917,-0.07712108243914362
22.94,24.21593984968917,-0.0526900817234045
23.35,24.11593984968917,-0.03176072981037226
23.25,24.04593984968917,-0.03310080016271266
23.18,23.62593984968917,-0.018875009947806887
22.76,23.65593984968917,-0.03787377949817283
22.79,22.57593984968917,0.00948178245229414
21.71,22.495939849689165,-0.0349369644007127
21.63,22.46593984968917,-0.037209208930590876
21.6,22.46593984968917,-0.03854456370322523
21.6,22.835939849689165,-0.05412257423273892
21.97,22.80593984968917,-0.0366544792803426
21.94,22.945939849689164,-0.04383955751120783
22.08,22.945939849689164,-0.037738260248289524
22.08,22.675939849689165,-0.0262807122280021
21.81,22.81593984968917,-0.0440893452698542
21.95,22.55593984968917,-0.026863870613554663
21.69,22.87593984968917,-0.05184223500680707
22.01,22.95593984968917,-0.04120675763584458
22.09,23.34593984968917,-0.053796928192886284
22.48,23.65593984968917,-0.04971013018975945
22.79,22.84593984968917,-0.002448568544661245
21.98,22.72593984968917,-0.03282327836044907
21.86,22.425939849689165,-0.025235947901510514
21.56,22.53593984968917,-0.04330593071327504
21.67,21.745939849689165,-0.003492139232154079
20.88,21.495939849689165,-0.028653776201279846
20.63,20.97593984968917,-0.016492221667688267
20.11,20.79593984968917,-0.03298431591200346
19.93,20.53593984968917,-0.029506312061892026
19.67,20.98593984968917,-0.0627057858315867
20.12,20.925939849689165,-0.03851391409314098
20.06,20.89593984968917,-0.04000489356795345
20.03,20.64593984968917,-0.029833461405654682
19.78,20.78593984968917,-0.04839520642143169
19.92,20.43593984968917,-0.025246690560063234
19.57,20.56593984968917,-0.04842666354993841
19.7,21.09593984968917,-0.06617101961967053
20.23,21.18593984968917,-0.045121427535026015
20.32,20.53593984968917,-0.010515216311974163
19.67,21.16593984968917,-0.07067675049218936
20.3,21.39593984968917,-0.05122186066087164
20.53,22.413608695996434,-0.0840386178568776
20.83,22.173608695996435,-0.06059494935702703
20.59,22.363608695996437,-0.07930780403584647
20.78,22.183608695996437,-0.06327233387639719
20.6,23.233608695996438,-0.11335340671594651
21.65,23.133608695996436,-0.06413217736553112
21.55,23.083608695996436,-0.06643712931515855
21.5,22.70360869599644,-0.053013981702771495
21.12,22.683608695996437,-0.06893121447084416
21.1,23.24360869599644,-0.09222357526461289
21.66,23.963608695996435,-0.09612945717901389
22.38,24.123608695996435,-0.07227810390929634
22.54,23.813608695996436,-0.05348238951329354
22.23,23.413608695996434,-0.05055216867098422
21.83,23.26360869599644,-0.06162451899576349
21.68,23.47360869599644,-0.07640958487573113
21.89,23.70360869599644,-0.07651192353267122
22.12,23.72360869599644,-0.06759547910883645
22.14,23.49360869599644,-0.05761603989884734
21.91,23.113608695996437,-0.05207359490363428
21.53,23.093608695996437,-0.06770742141601749
21.51,22.70360869599644,-0.05257352308960994
21.12,22.693608695996435,-0.06934149244734478
21.11,22.97360869599644,-0.08111954550358502
21.39,23.403608695996436,-0.08603838502653205
21.82,23.47360869599644,-0.07044544012861864
21.89,23.25360869599644,-0.05864073459837704
21.67,23.893608695996434,-0.09306290750333646
22.31,24.023608695996437,-0.07133019512934424
22.44,23.78360869599644,-0.05649305423624007
22.2,23.563608695996436,-0.05786926415172222
21.98,23.463608695996435,-0.06323020108367139
21.88,23.563608695996436,-0.07144952701079654
21.98,23.333608695996436,-0.05801111665289416
21.75,23.063608695996436,-0.0569559045729241
21.48,23.103608695996435,-0.07027511231515038
21.52,23.483608695996438,-0.08361613930022604
21.9,23.923608695996435,-0.08458626462717067
22.34,23.563608695996436,-0.051927899150877255
21.98,23.563608695996436,-0.06720569486733574
21.98,23.103608695996435,-0.04863347154036335
21.52,23.22360869599644,-0.07335676028205418
21.64,22.923608695996435,-0.05599505352840084
21.34,23.113608695996437,-0.07673439138491811
21.53,23.123608695996435,-0.06891695482947469
21.54,23.083608695996436,-0.06687033714378277
21.5,23.073608695996434,-0.06819950518921103
21.49,23.903608695996436,-0.1009725655524426
22.32,23.623608695996435,-0.05518245382287257
22.04,23.25360869599644,-0.052190122912207926
21.67,23.413608695996434,-0.07446988282052303
21.83,23.823608695996434,-0.08368206183353999
22.24,23.133608695996436,-0.03862815818057341
21.55,23.043608695996436,-0.06481661425955099
21.46,22.22360869599644,-0.03436024753864575
20.64,22.49360869599644,-0.08240601679562232
20.91,22.583608695996436,-0.0741072305372138
21.0,22.20360869599644,-0.0542077962405032
20.62,21.843608695996437,-0.05601678335414895
20.26,22.193608695996435,-0.08712457367716153
20.61,22.25360869599644,-0.07385807481606954
20.67,22.403608695996436,-0.07738077912002783
20.82,21.433608695996437,-0.028628342744311253
19.85,22.433608695996437,-0.11516687890065203
20.85,26.209125419489265,-0.20447555321720823
20.79,25.819125419489264,-0.1947829501495465
20.4,25.849125419489262,-0.21080502071380836
20.43,24.739125419489266,-0.1741826093858021
19.32,24.259125419489262,-0.20359865964175583
18.84,24.359125419489267,-0.22657321740597147
18.94,23.399125419489266,-0.19056803788808419
17.98,22.97912541948926,-0.2175507260711218
17.56,24.419125419489262,-0.2808915266889491
19.0,24.11912541948926,-0.2122434097611514
18.7,22.74912541948926,-0.17799037742437163
17.33,22.679125419489264,-0.2358611860267109
17.26,22.95912541948926,-0.2482292036547462
17.54,23.819125419489264,-0.26361695943510854
18.4,23.879125419489263,-0.22945251650704945
18.46,22.949125419489263,-0.19561204784200303
17.53,23.469125419489263,-0.2530612161012734
18.05,23.059125419489263,-0.21722963591913236
17.64,23.97912541948926,-0.2643601594550682
18.56,25.70912541948926,-0.2780773481337385
20.29,25.239125419489266,-0.1960894182041517
19.82,25.929125419489264,-0.23560861851890402
20.51,25.969125419489263,-0.2102159903849633
20.55,25.969125419489263,-0.20867569977625533
20.55,27.009125419489266,-0.2391460411683114
21.59,26.169125419489262,-0.17498198147955657
20.75,25.159125419489264,-0.17524955045034196
19.74,25.969125419489263,-0.2398665846025928
20.55,25.79912541948926,-0.20346137065266368
20.38,25.45912541948926,-0.19950117436481662
20.04,24.969125419489263,-0.19740881335162475
19.55,25.409125419489264,-0.23059138489651465
19.99,24.99912541948926,-0.2003720264383393
19.58,25.11912541948926,-0.22051426261806084
19.7,25.909125419489264,-0.23965013557804848
20.49,25.68912541948926,-0.2023862367671304
20.27,24.699125419489263,-0.17932316809867233
19.28,24.529125419489265,-0.2139956207047906
19.11,25.519125419489264,-0.25114988519922155
20.1,25.989125419489266,-0.2265995998108118
20.57,25.989125419489266,-0.20851511284121393
20.57,26.11912541948926,-0.21245448805681222
20.7,24.779125419489265,-0.16461942665179596
19.36,25.699125419489263,-0.2466669708021233
20.28,27.11912541948926,-0.25218827354123663
21.7,26.11912541948926,-0.16919117116348203
20.7,26.649125419489266,-0.22323904915613113
21.23,27.409125419489264,-0.2254404445570377
21.99,25.819125419489264,-0.14830577555500368
20.4,26.72912541948926,-0.2367875985524931
21.31,26.86912541948926,-0.20689640368632933
21.45,27.92912541948926,-0.2319845438113165
22.51,27.919125419489262,-0.19374265268758595
22.5,27.919125419489262,-0.1941008300964321
22.5,27.899125419489266,-0.19352310648840776
22.48,28.27912541948926,-0.20506735386847041
22.86,28.22912541948926,-0.19019807874679817
22.81,28.349125419489262,-0.19538964033371076
22.93,28.649125419489266,-0.1996265273633342
23.23,28.62912541948926,-0.18858855589817658
23.21,28.519125419489264,-0.18616017642185967
23.1,28.359125419489267,-0.18544737687414836
22.94,28.289125419489263,-0.18908769147752025
22.87,28.669125419489262,-0.20227772332207306
23.25,22.160289086664562,0.04917403870833059
23.88,21.510289086664564,0.11016639078107748
23.23,20.63028908666457,0.12601427456563785
22.35,20.460289086664563,0.092359932224374
22.18,20.79028908666457,0.06684423230203307
22.51,20.63028908666457,0.09111413346846797
22.35,20.430289086664565,0.09396396229109083
22.15,20.29028908666457,0.09165522015936634
22.01,20.490289086664568,0.07416737298862652
22.21,20.370289086664563,0.09031344157701748
22.09,20.350289086664567,0.08548826534731901
22.07,20.02028908666456,0.10238168412366955
21.74,20.750289086664566,0.04769624698730013
22.47,20.63028908666457,0.08917523674084737
22.35,20.670289086664564,0.08126209102799153
22.39,20.530289086664567,0.09058376652588929
22.25,21.410289086664562,0.039219970825076444
23.13,20.650289086664568,0.12008117188716572
22.37,20.100289086664567,0.1129193169087932
21.82,19.690289086664567,0.10816046955744296
21.41,20.27028908666456,0.0562256861982906
21.99,21.180289086664565,0.03822945522708854
22.9,21.010289086664564,0.08994216621868634
22.73,21.04028908666457,0.08030835063033326
22.76,21.350289086664567,0.06602772016871383
23.07,21.36028908666456,0.08004156247130689
23.08,20.550289086664566,0.12309855606736964
22.27,20.910289086664562,0.06502592612182423
22.63,20.800289086664566,0.08796564825190312
22.52,20.030289086664567,0.12429730307751718
21.75,19.530289086664567,0.1136547904378471
21.25,19.20028908666457,0.10675416938170179
20.92,18.79028908666457,0.11334104033805881
20.51,18.650289086664568,0.09971485721715556
20.37,18.160289086664562,0.12167817939407533
19.88,18.640289086664566,0.0665070647548236
20.36,18.750289086664566,0.0858499250809035
20.47,17.680289086664565,0.157786498832736
19.4,16.690289086664567,0.16235254519950004
18.41,16.02028908666456,0.14916777721100272
17.74,15.790289086664567,0.12347531464652084
17.51,16.77028908666456,0.04410841754204742
18.49,15.970289086664566,0.1577749093746481
17.69,16.63028908666457,0.06372173735603859
18.35,17.29028908666457,0.06128936931151441
19.01,18.510289086664564,0.026996386225834
20.23,17.760289086664564,0.13905803567070518
19.48,19.060289086664564,0.022020175634643646
20.78,19.230289086664566,0.08058697954832605
20.95,18.800289086664566,0.1143445669067007
20.52,19.340289086664566,0.060997584268213556
21.06,19.460289086664563,0.08220386173151262
21.18,19.11028908666456,0.10830348530832601
20.83,18.77028908666456,0.10973250885085029
20.49,19.500289086664566,0.05075365339133642
21.22,19.100289086664567,0.1109779492717402
20.82,19.340289086664566,0.07650924485693023
21.06,19.370289086664563,0.08723209580277835
21.09,18.940289086664567,0.11349937181523773
20.66,19.300289086664566,0.07045028741434334
21.02,20.20028908666457,0.04057916744748824
21.92,24.606178068148196,-0.1091668141516603
21.97,23.9661780681482,-0.0832914644325865
21.33,22.806178068148203,-0.06472711314176216
20.17,23.1461780681482,-0.12858183581693605
20.51,22.9261780681482,-0.10538948362723588
20.29,23.046178068148198,-0.11959371571277899
20.41,22.816178068148197,-0.10545929563493661
20.18,22.7761780681482,-0.1139865547406691
20.14,22.4761780681482,-0.10394018329383514
19.84,22.9561780681482,-0.13574463740860732
20.32,22.986178068148202,-0.11599049046969268
20.35,23.3061780681482,-0.1268409629199697
20.67,22.786178068148196,-0.09287112835769096
20.15,22.6361780681482,-0.10983206001752355
20.0,22.4461780681482,-0.10897971408412732
19.81,22.806178068148203,-0.13137572017526067
20.17,22.736178068148202,-0.11286760951891195
20.1,23.1761780681482,-0.13273017057009473
20.54,22.286178068148196,-0.07835251350898365
19.65,21.786178068148196,-0.09805198789187031
19.15,21.836178068148197,-0.12301502853498203
19.2,21.9261780681482,-0.12433439424212622
19.29,22.166178068148202,-0.1297552541220961
19.53,22.316178068148197,-0.12485014502213976
19.68,22.4461780681482,-0.1232360386587813
19.81,22.556178068148203,-0.12174837686824735
19.92,23.036178068148196,-0.13527322366277805
20.4,22.9261780681482,-0.11018749224747026
20.29,23.116178068148198,-0.12225974639131165
20.48,22.986178068148202,-0.10902978567024135
20.35,23.0961780681482,-0.1189018399514089
20.46,22.6461780681482,-0.09653629241850104
20.01,23.0961780681482,-0.13362289029128704
20.46,22.996178068148197,-0.11028693814390977
20.36,23.1761780681482,-0.12151175486602639
20.54,23.0261780681482,-0.10797180760046754
20.39,22.6561780681482,-0.10002472885460623
20.02,22.536178068148196,-0.11165061176475477
19.9,22.1561780681482,-0.1018306524351188
19.52,22.2061780681482,-0.1209653484676485
19.57,22.556178068148203,-0.1323884772999293
19.92,22.746178068148197,-0.12424848076370831
20.11,23.036178068148196,-0.12702532770373842
20.4,22.6261780681482,-0.09838948767410627
19.99,22.616178068148198,-0.1161194460105005
19.98,22.566178068148197,-0.11460416825295494
19.93,22.3961780681482,-0.11011602339667026
19.76,22.086178068148197,-0.10532279785894316
19.45,22.046178068148198,-0.11776091348455064
19.41,22.6361780681482,-0.14252309106402627
20.0,22.4461780681482,-0.10897971408412732
19.81,22.056178068148203,-0.10183895238821805
19.42,22.016178068148196,-0.11792137854772367
19.38,22.556178068148203,-0.1408118901416776
19.92,23.0761780681482,-0.13677213179875036
20.44,23.2161780681482,-0.11957946135660547
20.58,22.9361780681482,-0.1027275800330597
20.3,22.786178068148196,-0.10910904236386687
20.15,22.8261780681482,-0.1172416188184634
20.19,23.5261780681482,-0.14180705673842575
20.89,23.5961780681482,-0.11468713536287423
20.96,23.206178068148198,-0.09679224478722781
20.57,22.9461780681482,-0.10355441595071535
20.31,24.61725947521866,-0.17496908945346368
20.24,24.147259475218657,-0.16180964466085768
19.77,24.07725947521866,-0.17889326148816376
19.7,24.057259475218657,-0.18112035910437196
19.68,24.057259475218657,-0.18195170899360613
19.68,23.877259475218658,-0.17578480811731523
19.5,23.74725947521866,-0.17885261579976697
19.37,23.857259475218658,-0.18808780111058965
19.48,23.84725947521866,-0.18313464822894987
19.47,24.237259475218657,-0.19669135778708535
19.86,24.50725947521866,-0.18962787250520174
20.13,24.377259475218658,-0.17423039203961055
20.0,24.25725947521866,-0.17550455275328603
19.88,24.487259475218657,-0.18814924879124384
20.11,24.66725947521866,-0.1847493224692024
20.29,25.237259475218657,-0.1960299801995753
20.86,25.77725947521866,-0.1907595910242491
21.4,25.75725947521866,-0.1691662686168468
21.38,25.557259475218657,-0.16344708161174704
21.18,25.967259475218658,-0.1843575168102466
21.59,25.93725947521866,-0.16760673884502642
21.56,26.11725947521866,-0.17449225404153956
21.74,26.20725947521866,-0.17045885623572588
21.83,26.29725947521866,-0.16987547616619147
21.92,26.127259475218658,-0.1610294979161202
21.75,26.107259475218658,-0.16689838622681263
21.73,26.27725947521866,-0.17304922834540837
21.9,26.25725947521866,-0.16594494483824562
21.88,26.34725947521866,-0.16955309828031317
21.97,26.26725947521866,-0.1635975568472542
21.89,26.237259475218657,-0.16569030310976973
21.86,26.18725947521866,-0.1652429296511001
21.81,26.04725947521866,-0.1626758269617572
21.67,26.147259475218657,-0.17123245667340492
21.77,26.56725947521866,-0.18057035501510554
22.19,26.627259475218658,-0.16664349101898024
22.25,26.947259475218658,-0.17431306807055347
22.57,26.95725947521866,-0.16274872003408913
22.58,27.32725947521866,-0.17371882751446943
22.95,27.287259475218658,-0.15894815231106685
22.91,27.15725947521866,-0.15639499556626235
22.78,26.49725947521866,-0.14028845053561834
22.12,26.50725947521866,-0.1655116206683025
22.13,26.06725947521866,-0.1510423249118954
21.69,26.107259475218658,-0.16919659757515249
21.73,26.147259475218657,-0.16893776112197
21.77,26.377259475218658,-0.17466786037977755
22.0,26.40725947521866,-0.16689575377386512
22.03,26.65725947521866,-0.17358346530408686
22.28,26.63725947521866,-0.1635776187588791
22.26,26.67725947521866,-0.16558145634569355
22.3,26.76725947521866,-0.16689267272036135
22.39,26.627259475218658,-0.15913239134362178
22.25,26.83725947521866,-0.1709287596766168
22.46,26.717259475218658,-0.15934491631401937
22.34,26.897259475218657,-0.16943211182601758
22.52,26.947259475218658,-0.1642934963123086
22.57,26.647259475218657,-0.15300858532977524
22.27,26.61725947521866,-0.16332483362030825
22.24,26.807259475218657,-0.17037397946033073
22.43,26.79725947521866,-0.16297410857469874
22.42,27.06725947521866,-0.17169301825600192
22.69,27.25725947521866,-0.1675612135317951
22.88,26.897259475218657,-0.1493557170357781
22.52,25.812536443148687,-0.12755571117160058
22.1,25.972536443148687,-0.1491012035588163
22.26,25.91253644314869,-0.14095634563456338
22.2,26.172536443148687,-0.15178263107122725
22.46,26.03253644314869,-0.1372335135667857
22.32,26.05253644314869,-0.14326959876992218
22.34,26.182536443148688,-0.14675951856277025
22.47,26.41253644314869,-0.14926761962580726
22.7,26.312536443148687,-0.13729335637991402
22.6,26.652536443148687,-0.15205068574966463
22.94,26.922536443148687,-0.1479257517789403
23.21,26.59253644314869,-0.12719871420991002
22.88,26.682536443148688,-0.14251030636651008
22.97,26.75253644314869,-0.1413898248933101
23.04,26.402536443148687,-0.12735656857776056
22.69,26.172536443148687,-0.133060716171448
22.46,25.952536443148688,-0.13457399244191004
22.24,25.632536443148688,-0.1323527404583279
21.92,25.832536443148687,-0.15145769567611966
22.12,25.87253644314869,-0.14503937220822427
22.16,25.91253644314869,-0.14481548154815482
22.2,25.512536443148687,-0.12983955752616905
21.8,25.48253644314869,-0.14451216233377684
21.77,25.57253644314869,-0.1486961002715651
21.86,25.89253644314869,-0.15574126744989947
22.18,26.21253644314869,-0.15383999377148005
22.5,26.352536443148686,-0.14619224420616617
22.64,26.762536443148687,-0.15404132010828409
23.05,27.05253644314869,-0.14795420206013132
23.34,26.96253644314869,-0.13435443845525863
23.25,26.832536443148687,-0.13351463998713542
23.12,26.89253644314869,-0.14028191246013177
23.18,28.012536443148687,-0.17251334783468453
24.3,27.94253644314869,-0.13035811729403013
24.23,28.23253644314869,-0.14177034540302524
24.52,27.742536443148687,-0.11615868108355776
24.03,28.172536443148687,-0.14704165709424843
24.46,28.762536443148687,-0.14958821353092322
25.05,28.87253644314869,-0.13239351002900046
25.16,29.362536443148688,-0.14312579743529918
25.65,29.09253644314869,-0.11833057079350706
25.38,29.022536443148688,-0.12550717096294928
25.31,28.362536443148688,-0.10762565080409325
24.65,28.48253644314869,-0.13455741383139996
24.77,28.87253644314869,-0.14209130712248874
25.16,28.852536443148686,-0.12797961282968984
25.14,28.992536443148687,-0.13288028285152298
25.28,28.612536443148688,-0.11647119960057462
24.9,28.82253644314869,-0.13609268743178582
25.11,29.25253644314869,-0.14161289743881078
25.54,29.512536443148687,-0.13460504998616984
25.8,29.672536443148687,-0.13050911406135768
25.96,29.452536443148688,-0.11858185626525652
25.74,29.522536443148688,-0.12812369460302608
25.81,29.48253644314869,-0.12456650228281607
25.77,29.492536443148687,-0.1262196098434747
25.78,29.582536443148687,-0.12853990564522244
25.87,29.30253644314869,-0.1171412737531552
25.59,29.41253644314869,-0.1299628289636715
25.7,29.472536443148687,-0.12800175683642823
25.76,29.66253644314869,-0.1315644887829569
25.95,29.562536443148687,-0.12219981360854837
25.85,29.32253644314869,-0.11842551376417698
25.61,28.96253644314869,-0.11575424168147253
25.25,30.1098833819242,-0.1614049221074606
25.63,29.709883381924197,-0.13732411297199643
25.23,29.6998833819242,-0.15050171492069353
25.22,29.7198833819242,-0.15140985999497747
25.24,29.299883381924197,-0.13856312426242756
24.82,29.559883381924198,-0.1603485142577601
25.08,29.2898833819242,-0.14373165393079934
24.81,29.4698833819242,-0.15812357726472748
24.99,29.529883381924197,-0.15373861532765642
25.05,29.549883381924197,-0.15228091846470015
25.07,30.1298833819242,-0.16793571079534186
25.65,29.939883381924197,-0.143283236183684
25.46,29.4298833819242,-0.13489293621742637
24.95,29.079883381924198,-0.14201856753288422
24.6,28.809883381924198,-0.14612635969798993
24.33,28.779883381924197,-0.15461783923415895
24.3,28.779883381924197,-0.1556602340069898
24.3,28.579883381924198,-0.14975160411714894
24.1,28.8398833819242,-0.16435168336689554
24.36,28.8598833819242,-0.1559217451565521
24.38,29.259883381924197,-0.16677726695721662
24.78,28.9798833819242,-0.1449240953310329
24.5,28.4698833819242,-0.1394415048585944
23.99,28.4498833819242,-0.15676280011600374
23.97,28.439883381924197,-0.15716953975856185
23.96,28.7298833819242,-0.16602515640300985
24.25,28.399883381924198,-0.1461232543146812
23.92,28.369883381924197,-0.15685236777389888
23.89,28.3898833819242,-0.15850305974801115
23.91,28.689883381924197,-0.16660518686303616
24.21,28.989883381924198,-0.16488108347840247
24.51,29.3198833819242,-0.16404851681263866
24.84,29.4298833819242,-0.15595995819484965
24.95,29.1598833819242,-0.14437243547187328
24.68,28.919883381924198,-0.14660790038227656
24.44,29.189883381924197,-0.16272361625348442
24.71,28.959883381924197,-0.1467507077247705
24.48,28.989883381924198,-0.15556748961384936
24.51,28.869883381924197,-0.15101839256662786
24.39,29.1998833819242,-0.16472269149203833
24.72,28.809883381924198,-0.14196112242822412
24.33,28.9498833819242,-0.15958210680768325
24.47,29.759883381924197,-0.17775215426876345
25.28,29.7898833819242,-0.15138976289718165
25.31,29.6798833819242,-0.14723384609339707
25.2,30.1298833819242,-0.16362105752064682
25.65,30.439883381924197,-0.1573555102635027
25.96,30.369883381924197,-0.14520580558267493
25.89,30.4298833819242,-0.149191612893954
25.95,30.4698833819242,-0.14833937252958285
25.99,30.459883381924197,-0.14674656911446882
25.98,30.549883381924197,-0.14958758843014475
26.07,30.489883381924198,-0.14496229213341327
26.01,30.959883381924197,-0.15988055642400012
26.48,31.2698833819242,-0.1531788054154698
26.79,31.169883381924198,-0.14051651487615602
26.69,31.259883381924197,-0.14619003295983823
26.78,31.169883381924198,-0.14083733737900173
26.69,31.4798833819242,-0.15215696080610508
27.0,31.239883381924198,-0.13572020516496064
26.76,31.1798833819242,-0.14175432690959067
26.7,29.94416909620991,-0.10834059498483573
26.95,29.764169096209912,-0.09454888819887342
26.77,29.37416909620991,-0.08865507268241068
26.38,29.544169096209913,-0.10709961366338883
26.55,29.164169096209914,-0.08963633037464602
26.17,29.244169096209912,-0.10512075368242646
26.25,29.28416909620991,-0.10361124081210848
26.29,28.974169096209913,-0.09264007148218889
25.98,28.69416909620991,-0.0945895692992349
25.7,28.334169096209912,-0.09296793166107942
25.34,28.474169096209913,-0.11007060770131794
25.48,28.80416909620991,-0.1154058318817226
25.81,28.424169096209912,-0.09196993894039585
25.43,28.094169096209914,-0.0948299658582652
25.1,27.434169096209914,-0.08508255118003127
24.44,27.73416909620991,-0.11877655626827788
24.74,27.494169096209912,-0.10017284343354016
24.5,27.204169096209913,-0.09940274546325545
24.21,27.334169096209912,-0.11429537459922645
24.34,28.364169096209913,-0.1418750918653786
25.37,28.30416909620991,-0.10366561499248572
25.31,28.12416909620991,-0.10006230180820375
25.13,28.264169096209912,-0.11088842150432043
25.27,28.05416909620991,-0.09924261476651786
25.06,27.274169096209913,-0.08118190836169603
24.28,27.334169096209912,-0.11173447729323494
24.34,27.134169096209913,-0.10297603314487347
24.14,27.364169096209913,-0.11782448372081133
24.37,27.434169096209914,-0.11169170407399853
24.44,26.994169096209912,-0.09461928934010144
24.0,26.55416909620991,-0.09618712176441135
23.56,26.69416909620991,-0.1174102510894377
23.7,26.544169096209913,-0.1071485449742714
23.55,26.704169096209913,-0.1181152308033272
23.71,26.084169096209912,-0.0910195409120731
23.09,25.954169096209913,-0.11035487538023969
22.96,25.98416909620991,-0.11638506065029497
22.99,25.85416909620991,-0.1107817112803593
22.86,25.71416909620991,-0.11099596823568358
22.72,26.334169096209912,-0.13724257192265366
23.34,26.204169096209913,-0.10930203837770902
23.21,26.014169096209912,-0.10779391361065838
23.02,25.994169096209912,-0.11441677882458501
23.0,25.87416909620991,-0.11108256599555588
22.88,25.434169096209914,-0.10042274573815446
22.44,26.85416909620991,-0.16437556047239266
23.86,27.294169096209913,-0.1258206133370363
24.3,27.134169096209913,-0.1044501892120141
24.14,27.634169096209913,-0.12644379080278356
24.64,28.074169096209914,-0.12232487039744788
25.08,28.28416909620991,-0.11328489393875363
25.29,28.62416909620991,-0.11648090412697376
25.63,28.87416909620991,-0.11235540961889534
25.88,28.85416909620991,-0.10307588779607513
25.86,28.774169096209913,-0.1012772631753861
25.78,28.434169096209914,-0.09334435225552962
25.44,28.434169096209914,-0.10530179679521623
25.44,28.23416909620991,-0.09896409866671063
25.24,28.344169096209914,-0.10951702573017019
25.35,28.564169096209913,-0.11252450877825071
25.57,28.564169096209913,-0.10482255185246048
