date,XOM,dcf,Deviation
1962-11-15,1.7,,
1962-11-16,1.7,,
1962-11-19,1.71,,
1962-11-20,1.72,,
1962-11-21,1.72,,
1962-11-23,1.75,,
1962-11-26,1.75,,
1962-11-27,1.74,,
1962-11-28,1.75,,
1962-11-29,1.78,,
1962-11-30,1.76,,
1962-12-03,1.76,,
1962-12-04,1.78,,
1962-12-05,1.8,,
1962-12-06,1.79,,
1962-12-07,1.81,,
1962-12-10,1.77,,
1962-12-11,1.79,,
1962-12-12,1.81,,
1962-12-13,1.81,,
1962-12-14,1.8,,
1962-12-17,1.8,,
1962-12-18,1.8,,
1962-12-19,1.82,,
1962-12-20,1.83,,
1962-12-21,1.85,,
1962-12-24,1.84,,
1962-12-26,1.86,,
1962-12-27,1.86,,
1962-12-28,1.85,,
1962-12-31,1.86,,
1963-01-02,1.83,,
1963-01-03,1.85,,
1963-01-04,1.86,,
1963-01-07,1.86,,
1963-01-08,1.87,,
1963-01-09,1.86,,
1963-01-10,1.85,,
1963-01-11,1.85,,
1963-01-14,1.86,,
1963-01-15,1.86,,
1963-01-16,1.86,,
1963-01-17,1.86,,
1963-01-18,1.86,,
1963-01-21,1.85,,
1963-01-22,1.85,,
1963-01-23,1.86,,
1963-01-24,1.86,,
1963-01-25,1.86,,
1963-01-28,1.88,,
1963-01-29,1.88,,
1963-01-30,1.87,,
1963-01-31,1.87,,
1963-02-01,1.88,,
1963-02-04,1.88,,
1963-02-05,1.89,,
1963-02-06,1.89,,
1963-02-07,1.89,,
1963-02-08,1.88,,
1963-02-11,1.87,,
1963-02-12,1.87,,
1963-02-13,1.87,,
1963-02-14,1.87,,
1963-02-15,1.87,,
1963-02-18,1.88,,
1963-02-19,1.87,,
1963-02-20,1.87,,
1963-02-21,1.87,,
1963-02-25,1.87,,
1963-02-26,1.88,,
1963-02-27,1.87,,
1963-02-28,1.86,,
1963-03-01,1.86,,
1963-03-04,1.87,,
1963-03-05,1.88,,
1963-03-06,1.89,,
1963-03-07,1.91,,
1963-03-08,1.93,,
1963-03-11,1.96,,
1963-03-12,1.96,,
1963-03-13,1.96,,
1963-03-14,1.95,,
1963-03-15,1.98,,
1963-03-18,1.96,,
1963-03-19,1.97,,
1963-03-20,1.99,,
1963-03-21,2.0,,
1963-03-22,1.99,,
1963-03-25,1.98,,
1963-03-26,1.99,,
1963-03-27,1.98,,
1963-03-28,1.98,,
1963-03-29,1.98,,
1963-04-01,1.99,,
1963-04-02,2.0,,
1963-04-03,2.0,,
1963-04-04,2.01,,
1963-04-05,2.01,,
1963-04-08,2.01,,
1963-04-09,2.01,,
1963-04-10,2.04,,
1963-04-11,2.08,,
1963-04-15,2.11,,
1963-04-16,2.11,,
1963-04-17,2.09,,
1963-04-18,2.08,,
1963-04-19,2.08,,
1963-04-22,2.09,,
1963-04-23,2.09,,
1963-04-24,2.1,,
1963-04-25,2.09,,
1963-04-26,2.09,,
1963-04-29,2.1,,
1963-04-30,2.11,,
1963-05-01,2.12,,
1963-05-02,2.12,,
1963-05-03,2.12,,
1963-05-06,2.08,,
1963-05-07,2.05,,
1963-05-08,2.02,,
1963-05-09,2.07,,
1963-05-10,2.09,,
1963-05-13,2.1,,
1963-05-14,2.08,,
1963-05-15,2.05,,
1963-05-16,2.03,,
1963-05-17,2.04,,
1963-05-20,2.02,,
1963-05-21,2.03,,
1963-05-22,2.06,,
1963-05-23,2.06,,
1963-05-24,2.07,,
1963-05-27,2.09,,
1963-05-28,2.11,,
1963-05-29,2.12,,
1963-05-31,2.12,,
1963-06-03,2.08,,
1963-06-04,2.08,,
1963-06-05,2.11,,
1963-06-06,2.12,,
1963-06-07,2.11,,
1963-06-10,2.11,,
1963-06-11,2.12,,
1963-06-12,2.13,,
1963-06-13,2.11,,
1963-06-14,2.11,,
1963-06-17,2.1,,
1963-06-18,2.09,,
1963-06-19,2.09,,
1963-06-20,2.09,,
1963-06-21,2.1,,
1963-06-24,2.11,,
1963-06-25,2.13,,
1963-06-26,2.12,,
1963-06-27,2.12,,
1963-06-28,2.14,,
1963-07-01,2.11,,
1963-07-02,2.14,,
1963-07-03,2.16,,
1963-07-05,2.16,,
1963-07-08,2.15,,
1963-07-09,2.18,,
1963-07-10,2.18,,
1963-07-11,2.18,,
1963-07-12,2.16,,
1963-07-15,2.16,,
1963-07-16,2.16,,
1963-07-17,2.16,,
1963-07-18,2.15,,
1963-07-19,2.14,,
1963-07-22,2.13,,
1963-07-23,2.14,,
1963-07-24,2.15,,
1963-07-25,2.16,,
1963-07-26,2.18,,
1963-07-29,2.18,,
1963-07-30,2.2,,
1963-07-31,2.19,,
1963-08-01,2.19,,
1963-08-02,2.2,,
1963-08-05,2.21,,
1963-08-06,2.24,,
1963-08-07,2.22,,
1963-08-08,2.22,,
1963-08-09,2.21,,
1963-08-12,2.2,,
1963-08-13,2.2,,
1963-08-14,2.2,,
1963-08-15,2.21,,
1963-08-16,2.2,,
1963-08-19,2.19,,
1963-08-20,2.2,,
1963-08-21,2.19,,
1963-08-22,2.2,,
1963-08-23,2.2,,
1963-08-26,2.21,,
1963-08-27,2.2,,
1963-08-28,2.21,,
1963-08-29,2.23,,
1963-08-30,2.23,,
1963-09-03,2.24,,
1963-09-04,2.23,,
1963-09-05,2.23,,
1963-09-06,2.22,,
1963-09-09,2.21,,
1963-09-10,2.19,,
1963-09-11,2.2,,
1963-09-12,2.21,,
1963-09-13,2.22,,
1963-09-16,2.23,,
1963-09-17,2.25,,
1963-09-18,2.25,,
1963-09-19,2.27,,
1963-09-20,2.28,,
1963-09-23,2.26,,
1963-09-24,2.27,,
1963-09-25,2.27,,
1963-09-26,2.26,,
1963-09-27,2.22,,
1963-09-30,2.14,,
1963-10-01,2.19,,
1963-10-02,2.19,,
1963-10-03,2.2,,
1963-10-04,2.21,,
1963-10-07,2.22,,
1963-10-08,2.21,,
1963-10-09,2.2,,
1963-10-10,2.18,,
1963-10-11,2.18,,
1963-10-14,2.17,,
1963-10-15,2.18,,
1963-10-16,2.21,,
1963-10-17,2.18,,
1963-10-18,2.2,,
1963-10-21,2.2,,
1963-10-22,2.2,,
1963-10-23,2.18,,
1963-10-24,2.2,,
1963-10-25,2.24,,
1963-10-28,2.28,,
1963-10-29,2.25,,
1963-10-30,2.21,,
1963-10-31,2.22,,
1963-11-01,2.22,,
1963-11-04,2.25,,
1963-11-06,2.21,,
1963-11-07,2.22,,
1963-11-08,2.22,,
1963-11-11,2.21,,
1963-11-12,2.2,,
1963-11-13,2.17,,
1963-11-14,2.14,,
1963-11-15,2.1,,
1963-11-18,2.06,,
1963-11-19,2.09,,
1963-11-20,2.16,,
1963-11-21,2.15,,
1963-11-22,2.11,,
1963-11-26,2.17,,
1963-11-27,2.17,,
1963-11-29,2.22,,
1963-12-02,2.25,,
1963-12-03,2.25,,
1963-12-04,2.24,,
1963-12-05,2.28,,
1963-12-06,2.27,,
1963-12-09,2.27,,
1963-12-10,2.27,,
1963-12-11,2.28,,
1963-12-12,2.28,,
1963-12-13,2.29,,
1963-12-16,2.34,,
1963-12-17,2.34,,
1963-12-18,2.36,,
1963-12-19,2.36,,
1963-12-20,2.39,,
1963-12-23,2.37,,
1963-12-24,2.33,,
1963-12-26,2.34,,
1963-12-27,2.34,,
1963-12-30,2.34,,
1963-12-31,2.38,,
1964-01-02,2.37,,
1964-01-03,2.39,,
1964-01-06,2.4,,
1964-01-07,2.42,,
1964-01-08,2.41,,
1964-01-09,2.41,,
1964-01-10,2.42,,
1964-01-13,2.4,,
1964-01-14,2.4,,
1964-01-15,2.4,,
1964-01-16,2.38,,
1964-01-17,2.36,,
1964-01-20,2.38,,
1964-01-21,2.41,,
1964-01-22,2.43,,
1964-01-23,2.45,,
1964-01-24,2.45,,
1964-01-27,2.49,,
1964-01-28,2.56,,
1964-01-29,2.55,,
1964-01-30,2.53,,
1964-01-31,2.57,,
1964-02-03,2.58,,
1964-02-04,2.58,,
1964-02-05,2.54,,
1964-02-06,2.53,,
1964-02-07,2.55,,
1964-02-10,2.54,,
1964-02-11,2.54,,
1964-02-12,2.52,,
1964-02-13,2.52,,
1964-02-14,2.5,,
1964-02-17,2.51,,
1964-02-18,2.53,,
1964-02-19,2.54,,
1964-02-20,2.53,,
1964-02-24,2.55,,
1964-02-25,2.56,,
1964-02-26,2.56,,
1964-02-27,2.55,,
1964-02-28,2.57,,
1964-03-02,2.56,,
1964-03-03,2.57,,
1964-03-04,2.56,,
1964-03-05,2.57,,
1964-03-06,2.56,,
1964-03-09,2.54,,
1964-03-10,2.55,,
1964-03-11,2.56,,
1964-03-12,2.56,,
1964-03-13,2.58,,
1964-03-16,2.57,,
1964-03-17,2.63,,
1964-03-18,2.64,,
1964-03-19,2.66,,
1964-03-20,2.64,,
1964-03-23,2.65,,
1964-03-24,2.65,,
1964-03-25,2.64,,
1964-03-26,2.64,,
1964-03-30,2.63,,
1964-03-31,2.63,,
1964-04-01,2.63,,
1964-04-02,2.71,,
1964-04-03,2.69,,
1964-04-06,2.68,,
1964-04-07,2.71,,
1964-04-08,2.7,,
1964-04-09,2.68,,
1964-04-10,2.66,,
1964-04-13,2.68,,
1964-04-14,2.71,,
1964-04-15,2.7,,
1964-04-16,2.69,,
1964-04-17,2.7,,
1964-04-20,2.7,,
1964-04-21,2.7,,
1964-04-22,2.68,,
1964-04-23,2.7,,
1964-04-24,2.66,,
1964-04-27,2.65,,
1964-04-28,2.68,,
1964-04-29,2.72,,
1964-04-30,2.69,,
1964-05-01,2.73,,
1964-05-04,2.78,,
1964-05-05,2.82,,
1964-05-06,2.78,,
1964-05-07,2.77,,
1964-05-08,2.75,,
1964-05-11,2.75,,
1964-05-12,2.76,,
1964-05-13,2.75,,
1964-05-14,2.74,,
1964-05-15,2.73,,
1964-05-18,2.7,,
1964-05-19,2.68,,
1964-05-20,2.71,,
1964-05-21,2.72,,
1964-05-22,2.75,,
1964-05-25,2.73,,
1964-05-26,2.71,,
1964-05-27,2.72,,
1964-05-28,2.72,,
1964-06-01,2.68,,
1964-06-02,2.67,,
1964-06-03,2.66,,
1964-06-04,2.62,,
1964-06-05,2.64,,
1964-06-08,2.64,,
1964-06-09,2.65,,
1964-06-10,2.66,,
1964-06-11,2.67,,
1964-06-12,2.66,,
1964-06-15,2.65,,
1964-06-16,2.67,,
1964-06-17,2.7,,
1964-06-18,2.72,,
1964-06-19,2.73,,
1964-06-22,2.75,,
1964-06-23,2.74,,
1964-06-24,2.73,,
1964-06-25,2.73,,
1964-06-26,2.73,,
1964-06-29,2.71,,
1964-06-30,2.72,,
1964-07-01,2.75,,
1964-07-02,2.77,,
1964-07-06,2.8,,
1964-07-07,2.81,,
1964-07-08,2.8,,
1964-07-09,2.79,,
1964-07-10,2.8,,
1964-07-13,2.76,,
1964-07-14,2.73,,
1964-07-15,2.77,,
1964-07-16,2.77,,
1964-07-17,2.77,,
1964-07-20,2.77,,
1964-07-21,2.75,,
1964-07-22,2.74,,
1964-07-23,2.74,,
1964-07-24,2.73,,
1964-07-27,2.74,,
1964-07-28,2.74,,
1964-07-29,2.73,,
1964-07-30,2.75,,
1964-07-31,2.77,,
1964-08-03,2.75,,
1964-08-04,2.7,,
1964-08-05,2.69,,
1964-08-06,2.63,,
1964-08-07,2.66,,
1964-08-10,2.65,,
1964-08-11,2.65,,
1964-08-12,2.67,,
1964-08-13,2.7,,
1964-08-14,2.69,,
1964-08-17,2.69,,
1964-08-18,2.68,,
1964-08-19,2.71,,
1964-08-20,2.7,,
1964-08-21,2.71,,
1964-08-24,2.68,,
1964-08-25,2.64,,
1964-08-26,2.64,,
1964-08-27,2.66,,
1964-08-28,2.66,,
1964-08-31,2.66,,
1964-09-01,2.64,,
1964-09-02,2.64,,
1964-09-03,2.64,,
1964-09-04,2.64,,
1964-09-08,2.65,,
1964-09-09,2.66,,
1964-09-10,2.67,,
1964-09-11,2.7,,
1964-09-14,2.69,,
1964-09-15,2.69,,
1964-09-16,2.7,,
1964-09-17,2.71,,
1964-09-18,2.69,,
1964-09-21,2.7,,
1964-09-22,2.71,,
1964-09-23,2.71,,
1964-09-24,2.74,,
1964-09-25,2.76,,
1964-09-28,2.76,,
1964-09-29,2.72,,
1964-09-30,2.7,,
1964-10-01,2.69,,
1964-10-02,2.72,,
1964-10-05,2.74,,
1964-10-06,2.73,,
1964-10-07,2.74,,
1964-10-08,2.76,,
1964-10-09,2.77,,
1964-10-12,2.78,,
1964-10-13,2.77,,
1964-10-14,2.74,,
1964-10-15,2.75,,
1964-10-16,2.75,,
1964-10-19,2.74,,
1964-10-20,2.73,,
1964-10-21,2.74,,
1964-10-22,2.76,,
1964-10-23,2.76,,
1964-10-26,2.77,,
1964-10-27,2.79,,
1964-10-28,2.78,,
1964-10-29,2.77,,
1964-10-30,2.79,,
1964-11-02,2.8,,
1964-11-04,2.75,,
1964-11-05,2.77,,
1964-11-06,2.8,,
1964-11-09,2.8,,
1964-11-10,2.8,,
1964-11-11,2.8,,
1964-11-12,2.8,,
1964-11-13,2.79,,
1964-11-16,2.8,,
1964-11-17,2.81,,
1964-11-18,2.84,,
1964-11-19,2.84,,
1964-11-20,2.89,,
1964-11-23,2.86,,
1964-11-24,2.87,,
1964-11-25,2.86,,
1964-11-27,2.82,,
1964-11-30,2.8,,
1964-12-01,2.75,,
1964-12-02,2.73,,
1964-12-03,2.75,,
1964-12-04,2.77,,
1964-12-07,2.78,,
1964-12-08,2.77,,
1964-12-09,2.75,,
1964-12-10,2.76,,
1964-12-11,2.77,,
1964-12-14,2.75,,
1964-12-15,2.74,,
1964-12-16,2.75,,
1964-12-17,2.76,,
1964-12-18,2.78,,
1964-12-21,2.79,,
1964-12-22,2.8,,
1964-12-23,2.81,,
1964-12-24,2.81,,
1964-12-28,2.82,,
1964-12-29,2.8,,
1964-12-30,2.8,,
1964-12-31,2.82,,
1965-01-04,2.77,,
1965-01-05,2.78,,
1965-01-06,2.79,,
1965-01-07,2.8,,
1965-01-08,2.8,,
1965-01-11,2.79,,
1965-01-12,2.8,,
1965-01-13,2.8,,
1965-01-14,2.8,,
1965-01-15,2.81,,
1965-01-18,2.82,,
1965-01-19,2.81,,
1965-01-20,2.81,,
1965-01-21,2.81,,
1965-01-22,2.81,,
1965-01-25,2.79,,
1965-01-26,2.8,,
1965-01-27,2.8,,
1965-01-28,2.77,,
1965-01-29,2.73,,
1965-02-01,2.72,,
1965-02-02,2.74,,
1965-02-03,2.71,,
1965-02-04,2.68,,
1965-02-05,2.66,,
1965-02-08,2.66,,
1965-02-09,2.66,,
1965-02-10,2.64,,
1965-02-11,2.53,,
1965-02-12,2.55,,
1965-02-15,2.55,,
1965-02-16,2.56,,
1965-02-17,2.53,,
1965-02-18,2.54,,
1965-02-19,2.53,,
1965-02-23,2.53,,
1965-02-24,2.55,,
1965-02-25,2.56,,
1965-02-26,2.56,,
1965-03-01,2.54,,
1965-03-02,2.55,,
1965-03-03,2.52,,
1965-03-04,2.5,,
1965-03-05,2.46,,
1965-03-08,2.45,,
1965-03-09,2.44,,
1965-03-10,2.43,,
1965-03-11,2.43,,
1965-03-12,2.46,,
1965-03-15,2.48,,
1965-03-16,2.49,,
1965-03-17,2.49,,
1965-03-18,2.46,,
1965-03-19,2.46,,
1965-03-22,2.47,,
1965-03-23,2.47,,
1965-03-24,2.48,,
1965-03-25,2.47,,
1965-03-26,2.47,,
1965-03-29,2.46,,
1965-03-30,2.46,,
1965-03-31,2.45,,
1965-04-01,2.46,,
1965-04-02,2.46,,
1965-04-05,2.46,,
1965-04-06,2.46,,
1965-04-07,2.46,,
1965-04-08,2.44,,
1965-04-09,2.44,,
1965-04-12,2.42,,
1965-04-13,2.42,,
1965-04-14,2.43,,
1965-04-15,2.41,,
1965-04-19,2.41,,
1965-04-20,2.41,,
1965-04-21,2.46,,
1965-04-22,2.5,,
1965-04-23,2.52,,
1965-04-26,2.51,,
1965-04-27,2.5,,
1965-04-28,2.49,,
1965-04-29,2.45,,
1965-04-30,2.46,,
1965-05-03,2.5,,
1965-05-04,2.5,,
1965-05-05,2.48,,
1965-05-06,2.49,,
1965-05-07,2.48,,
1965-05-10,2.47,,
1965-05-11,2.45,,
1965-05-12,2.44,,
1965-05-13,2.46,,
1965-05-14,2.45,,
1965-05-17,2.45,,
1965-05-18,2.44,,
1965-05-19,2.45,,
1965-05-20,2.46,,
1965-05-21,2.44,,
1965-05-24,2.43,,
1965-05-25,2.42,,
1965-05-26,2.42,,
1965-05-27,2.41,,
1965-05-28,2.43,,
1965-06-01,2.43,,
1965-06-02,2.41,,
1965-06-03,2.43,,
1965-06-04,2.45,,
1965-06-07,2.43,,
1965-06-08,2.42,,
1965-06-09,2.4,,
1965-06-10,2.41,,
1965-06-11,2.41,,
1965-06-14,2.41,,
1965-06-15,2.39,,
1965-06-16,2.4,,
1965-06-17,2.45,,
1965-06-18,2.45,,
1965-06-21,2.45,,
1965-06-22,2.48,,
1965-06-23,2.45,,
1965-06-24,2.44,,
1965-06-25,2.43,,
1965-06-28,2.37,,
1965-06-29,2.38,,
1965-06-30,2.45,,
1965-07-01,2.45,,
1965-07-02,2.43,,
1965-07-06,2.41,,
1965-07-07,2.39,,
1965-07-08,2.4,,
1965-07-09,2.43,,
1965-07-12,2.43,,
1965-07-13,2.44,,
1965-07-14,2.44,,
1965-07-15,2.45,,
1965-07-16,2.44,,
1965-07-19,2.46,,
1965-07-20,2.42,,
1965-07-21,2.41,,
1965-07-22,2.38,,
1965-07-23,2.37,,
1965-07-26,2.37,,
1965-07-27,2.37,,
1965-07-28,2.36,,
1965-07-29,2.36,,
1965-07-30,2.38,,
1965-08-02,2.37,,
1965-08-03,2.39,,
1965-08-04,2.38,,
1965-08-05,2.37,,
1965-08-06,2.38,,
1965-08-09,2.36,,
1965-08-10,2.35,,
1965-08-11,2.35,,
1965-08-12,2.34,,
1965-08-13,2.37,,
1965-08-16,2.36,,
1965-08-17,2.37,,
1965-08-18,2.37,,
1965-08-19,2.37,,
1965-08-20,2.35,,
1965-08-23,2.35,,
1965-08-24,2.33,,
1965-08-25,2.32,,
1965-08-26,2.34,,
1965-08-27,2.34,,
1965-08-30,2.33,,
1965-08-31,2.31,,
1965-09-01,2.32,,
1965-09-02,2.33,,
1965-09-03,2.33,,
1965-09-07,2.31,,
1965-09-08,2.31,,
1965-09-09,2.32,,
1965-09-10,2.33,,
1965-09-13,2.39,,
1965-09-14,2.44,,
1965-09-15,2.48,,
1965-09-16,2.47,,
1965-09-17,2.47,,
1965-09-20,2.47,,
1965-09-21,2.48,,
1965-09-22,2.5,,
1965-09-23,2.48,,
1965-09-24,2.46,,
1965-09-27,2.48,,
1965-09-28,2.47,,
1965-09-29,2.47,,
1965-09-30,2.45,,
1965-10-01,2.46,,
1965-10-04,2.47,,
1965-10-05,2.48,,
1965-10-06,2.47,,
1965-10-07,2.46,,
1965-10-08,2.46,,
1965-10-11,2.46,,
1965-10-12,2.44,,
1965-10-13,2.43,,
1965-10-14,2.41,,
1965-10-15,2.43,,
1965-10-18,2.48,,
1965-10-19,2.5,,
1965-10-20,2.51,,
1965-10-21,2.53,,
1965-10-22,2.55,,
1965-10-25,2.56,,
1965-10-26,2.6,,
1965-10-27,2.55,,
1965-10-28,2.53,,
1965-10-29,2.52,,
1965-11-01,2.52,,
1965-11-03,2.52,,
1965-11-04,2.54,,
1965-11-05,2.57,,
1965-11-08,2.57,,
1965-11-09,2.57,,
1965-11-10,2.58,,
1965-11-11,2.59,,
1965-11-12,2.62,,
1965-11-15,2.62,,
1965-11-16,2.61,,
1965-11-17,2.61,,
1965-11-18,2.61,,
1965-11-19,2.61,,
1965-11-22,2.57,,
1965-11-23,2.57,,
1965-11-24,2.57,,
1965-11-26,2.55,,
1965-11-29,2.49,,
1965-11-30,2.5,,
1965-12-01,2.5,,
1965-12-02,2.48,,
1965-12-03,2.47,,
1965-12-06,2.44,,
1965-12-07,2.45,,
1965-12-08,2.46,,
1965-12-09,2.54,,
1965-12-10,2.57,,
1965-12-13,2.57,,
1965-12-14,2.58,,
1965-12-15,2.57,,
1965-12-16,2.54,,
1965-12-17,2.54,,
1965-12-20,2.52,,
1965-12-21,2.52,,
1965-12-22,2.5,,
1965-12-23,2.51,,
1965-12-27,2.51,,
1965-12-28,2.51,,
1965-12-29,2.5,,
1965-12-30,2.52,,
1965-12-31,2.51,,
1966-01-03,2.52,,
1966-01-04,2.51,,
1966-01-05,2.52,,
1966-01-06,2.51,,
1966-01-07,2.55,,
1966-01-10,2.56,,
1966-01-11,2.59,,
1966-01-12,2.59,,
1966-01-13,2.57,,
1966-01-14,2.59,,
1966-01-17,2.62,,
1966-01-18,2.62,,
1966-01-19,2.63,,
1966-01-20,2.6,,
1966-01-21,2.59,,
1966-01-24,2.62,,
1966-01-25,2.61,,
1966-01-26,2.58,,
1966-01-27,2.55,,
1966-01-28,2.53,,
1966-01-31,2.52,,
1966-02-01,2.52,,
1966-02-02,2.54,,
1966-02-03,2.51,,
1966-02-04,2.51,,
1966-02-07,2.52,,
1966-02-08,2.5,,
1966-02-09,2.49,,
1966-02-10,2.51,,
1966-02-11,2.48,,
1966-02-14,2.47,,
1966-02-15,2.46,,
1966-02-16,2.46,,
1966-02-17,2.45,,
1966-02-18,2.4,,
1966-02-21,2.39,,
1966-02-23,2.38,,
1966-02-24,2.36,,
1966-02-25,2.39,,
1966-02-28,2.39,,
1966-03-01,2.38,,
1966-03-02,2.38,,
1966-03-03,2.38,,
1966-03-04,2.37,,
1966-03-07,2.37,,
1966-03-08,2.38,,
1966-03-09,2.38,,
1966-03-10,2.39,,
1966-03-11,2.39,,
1966-03-14,2.39,,
1966-03-15,2.39,,
1966-03-16,2.37,,
1966-03-17,2.35,,
1966-03-18,2.34,,
1966-03-21,2.34,,
1966-03-22,2.34,,
1966-03-23,2.34,,
1966-03-24,2.34,,
1966-03-25,2.34,,
1966-03-28,2.32,,
1966-03-29,2.3,,
1966-03-30,2.28,,
1966-03-31,2.3,,
1966-04-01,2.32,,
1966-04-04,2.37,,
1966-04-05,2.42,,
