date,WMB,dcf,Deviation
2011-05-20,25.08,26.277185814837228,-0.04555989455161702
2011-05-23,24.73,26.537185814837226,-0.06810013041498952
2011-05-24,24.99,26.857185814837226,-0.06952276488349363
2011-05-25,25.31,26.577185814837225,-0.047679458000771335
2011-05-26,25.03,26.817185814837227,-0.06664330206670765
2011-05-27,25.27,27.137185814837228,-0.06880543279533236
2011-05-31,25.59,26.577185814837225,-0.03714410629157394
2011-06-01,25.03,26.477185814837227,-0.05465784109224536
2011-06-02,24.93,26.377185814837226,-0.05486505744002379
2011-06-03,24.83,25.777185814837228,-0.03674512111760597
2011-06-06,24.23,25.867185814837228,-0.0632919957569621
2011-06-07,24.32,25.837185814837227,-0.058721016511247504
2011-06-08,24.29,25.927185814837227,-0.06314552711310162
2011-06-09,24.38,25.467185814837226,-0.04268967222141329
2011-06-10,23.92,25.117185814837228,-0.04766401075593529
2011-06-13,23.57,25.717185814837226,-0.08349225417963235
2011-06-14,24.17,24.997185814837227,-0.033091157579276165
2011-06-15,23.45,24.627185814837226,-0.04780025715029135
2011-06-16,23.08,24.627185814837226,-0.06282430426561725
2011-06-17,23.08,24.817185814837227,-0.06999930724613557
2011-06-20,23.27,25.497185814837227,-0.08735026018209402
2011-06-21,23.95,25.447185814837226,-0.058835025048792566
2011-06-22,23.9,25.377185814837226,-0.05820920513469874
2011-06-23,23.83,24.817185814837227,-0.039778314197374876
2011-06-24,23.27,25.027185814837228,-0.07021108277365695
2011-06-27,23.48,25.737185814837225,-0.0877013450917381
2011-06-28,24.19,25.857185814837226,-0.06447669235066444
2011-06-29,24.31,26.207185814837228,-0.072391817581693
2011-06-30,24.66,27.022781541357602,-0.08743665183916882
2011-07-01,25.07,26.9627815413576,-0.07019978775017355
2011-07-05,25.01,26.5627815413576,-0.05845703842950167
2011-07-06,24.61,26.632781541357602,-0.07595081791274627
2011-07-07,24.68,26.0627815413576,-0.05305579295760665
2011-07-08,24.11,25.2627815413576,-0.04563161580091202
2011-07-11,23.31,25.1027815413576,-0.07141764502885628
2011-07-12,23.15,25.4227815413576,-0.08939940492586373
2011-07-13,23.47,25.6727815413576,-0.08580221577506231
2011-07-14,23.72,26.7127815413576,-0.11203556382640567
2011-07-15,24.76,26.4427815413576,-0.06363859788069792
2011-07-18,24.49,26.932781541357603,-0.09069919264025894
2011-07-19,24.98,26.862781541357602,-0.07008885280397692
2011-07-20,24.91,27.2427815413576,-0.08562934507315922
2011-07-21,25.29,27.292781541357602,-0.07338136416483332
2011-07-22,25.34,26.982781541357603,-0.060882586876362055
2011-07-25,25.03,26.912781541357603,-0.06995863799749868
2011-07-26,24.96,28.1227815413576,-0.11246332574558415
2011-07-27,26.17,27.8727815413576,-0.06109119532368934
2011-07-28,25.92,27.792781541357602,-0.06738373913999107
2011-07-29,25.84,27.7227815413576,-0.06791459718963688
2011-08-01,25.77,26.702781541357602,-0.03493199912199774
2011-08-02,24.75,26.452781541357602,-0.06437060460713318
2011-08-03,24.5,23.9927815413576,0.021140460841027497
2011-08-04,22.04,24.002781541357603,-0.08177308692226626
2011-08-05,22.05,21.552781541357604,0.023069804595211352
2011-08-08,19.6,23.982781541357603,-0.18274700679734013
2011-08-09,22.03,23.452781541357602,-0.06066579091476243
2011-08-10,21.5,24.382781541357602,-0.11823021653488897
2011-08-11,22.43,24.5127815413576,-0.0849671644910458
2011-08-12,22.56,25.322781541357603,-0.10910260931822924
2011-08-15,23.37,24.9027815413576,-0.061550615894534255
2011-08-16,22.95,24.9027815413576,-0.07841620174495356
2011-08-17,22.95,22.5827815413576,0.01626099326913666
2011-08-18,20.63,22.112781541357602,-0.06705540587846681
2011-08-19,20.16,21.382781541357602,-0.0571853357334523
2011-08-22,19.43,22.7427815413576,-0.14566298917013865
2011-08-23,20.79,22.7827815413576,-0.08746875519743291
2011-08-24,20.83,22.162781541357603,-0.06013602303801635
2011-08-25,20.21,22.5127815413576,-0.10228773983913197
2011-08-26,20.56,23.542781541357602,-0.12669622474802955
2011-08-29,21.59,23.882781541357602,-0.09600144511589714
2011-08-30,21.93,23.952781541357602,-0.08444871163981549
2011-08-31,22.0,23.8727815413576,-0.07844840108443851
2011-09-01,21.92,23.1027815413576,-0.0511964994016082
2011-09-02,21.15,22.7627815413576,-0.07085169000226732
2011-09-06,20.81,23.5327815413576,-0.11570164523783388
2011-09-07,21.58,23.7427815413576,-0.09109217206039022
2011-09-08,21.79,22.912781541357603,-0.04900241113594095
2011-09-09,20.96,23.0327815413576,-0.08999267142944589
2011-09-12,21.08,23.4627815413576,-0.10155579964623962
2011-09-13,21.51,23.982781541357603,-0.1031065365413667
2011-09-14,22.03,24.162781541357603,-0.08826721947169369
2011-09-15,22.21,24.002781541357603,-0.07469057443482452
2011-09-16,22.05,24.1527815413576,-0.08706167187232405
2011-09-19,22.2,23.8527815413576,-0.06929093525180263
2011-09-20,21.9,23.452781541357602,-0.06620884344227418
2011-09-21,21.5,22.1927815413576,-0.031216525971138886
2011-09-22,20.24,22.342781541357603,-0.09411458181539534
2011-09-23,20.39,23.2827815413576,-0.12424553038128638
2011-09-26,21.33,23.1027815413576,-0.07673454982829864
2011-09-27,21.15,22.432781541357603,-0.05718334745928133
2011-09-28,20.48,22.362781541357602,-0.08419263667516474
2011-09-29,20.41,21.792781541357602,-0.06345135607097263
2011-09-30,19.84,20.697643365424863,-0.041436764093517264
2011-10-03,19.03,20.917643365424865,-0.0902416841346948
2011-10-04,19.25,21.847643365424865,-0.11889810365248743
2011-10-05,20.18,22.407643365424864,-0.09941444216584294
2011-10-06,20.74,22.027643365424865,-0.05845579320781924
2011-10-07,20.36,23.177643365424863,-0.12156729314543124
2011-10-10,21.51,23.197643365424863,-0.07275063845236218
2011-10-11,21.53,23.457643365424865,-0.08217549117768974
2011-10-12,21.79,23.427643365424863,-0.06990218093560963
2011-10-13,21.76,23.937643365424865,-0.09097150175485591
2011-10-14,22.27,24.117643365424865,-0.07660961468870764
2011-10-17,22.45,25.357643365424863,-0.11466536237312319
2011-10-18,23.69,25.697643365424863,-0.07812558283558657
2011-10-19,24.03,25.967643365424863,-0.07461760538519935
2011-10-20,24.3,26.257643365424865,-0.07455518144490525
2011-10-21,24.59,26.527643365424865,-0.07304242366098446
2011-10-24,24.86,25.777643365424865,-0.0355984196234046
2011-10-25,24.11,25.997643365424864,-0.07260824909750496
2011-10-26,24.33,27.047643365424864,-0.10047616085099831
2011-10-27,25.38,27.147643365424862,-0.06511222140468098
2011-10-28,25.48,26.217643365424863,-0.02813538025304163
2011-10-31,24.55,25.597643365424865,-0.04092733657036307
2011-11-01,23.93,26.287643365424863,-0.08968637213504582
2011-11-02,24.62,26.967643365424863,-0.08705407935032128
2011-11-03,25.3,27.157643365424864,-0.06840222991476053
2011-11-04,25.49,27.197643365424863,-0.06278644596081862
2011-11-07,25.53,27.177643365424863,-0.060624953505754586
2011-11-08,25.51,26.357643365424863,-0.03215930019512947
2011-11-09,24.69,26.737643365424862,-0.07658279143900626
2011-11-10,25.07,27.217643365424863,-0.07890629385470815
2011-11-11,25.55,26.617643365424865,-0.040110364045664704
2011-11-14,24.95,27.157643365424864,-0.08128994610171059
2011-11-15,25.49,26.627643365424863,-0.04272414760151311
2011-11-16,24.96,26.357643365424863,-0.05302611261742196
2011-11-17,24.69,26.487643365424862,-0.06786724438352187
2011-11-18,24.82,26.177643365424863,-0.05186270385278546
2011-11-21,24.51,26.127643365424863,-0.06191309881263596
2011-11-22,24.46,25.607643365424863,-0.044816438164489436
2011-11-23,23.94,25.877643365424863,-0.07487711837059119
2011-11-25,24.21,26.747643365424864,-0.09487353075393279
2011-11-28,25.08,27.017643365424863,-0.07171770458353577
2011-11-29,25.35,27.977643365424864,-0.09391939596571375
2011-11-30,26.31,28.087643365424864,-0.06328916037196253
2011-12-01,26.42,28.057643365424862,-0.05836710318454297
2011-12-02,26.39,28.237643365424862,-0.06543192509071705
2011-12-05,26.57,27.867643365424865,-0.04656451743726697
2011-12-06,26.2,27.917643365424865,-0.061525370997185025
2011-12-07,26.25,27.037643365424863,-0.029131361590192584
2011-12-08,25.37,27.467643365424863,-0.07636779528255011
2011-12-09,25.8,27.217643365424863,-0.05208545598131109
2011-12-12,25.55,27.237643365424862,-0.06195996264372616
2011-12-13,25.57,26.607643365424863,-0.038997943229095666
2011-12-14,24.94,26.447643365424863,-0.057004828165363564
2011-12-15,24.78,26.937643365424865,-0.08009770328291799
2011-12-16,25.27,26.767643365424863,-0.05594976535586005
2011-12-19,25.1,27.507643365424865,-0.0875263407133996
2011-12-20,25.84,27.757643365424865,-0.06908523681853684
2011-12-21,26.09,27.947643365424863,-0.06646869437739522
2011-12-22,26.28,28.337643365424864,-0.07261166141766817
2011-12-23,26.67,28.417643365424865,-0.0614985325472549
2011-12-27,26.75,27.857643365424863,-0.039760842325937684
2011-12-28,26.19,28.197643365424863,-0.07119897714170598
2011-12-29,26.53,28.587643365424864,-0.07197666974933181
2011-12-30,26.92,28.306187152589125,-0.048971171748305564
2012-01-03,26.82,28.466187152589125,-0.05782956262336658
2012-01-04,26.98,29.036187152589125,-0.07081464042725649
2012-01-05,27.55,28.876187152589125,-0.045926671190389956
2012-01-06,27.39,29.266187152589126,-0.06410767288567487
2012-01-09,27.78,29.816187152589126,-0.06829133256269859
2012-01-10,28.33,29.326187152589124,-0.0339692012263918
2012-01-11,27.84,29.626187152589125,-0.06029082120454454
2012-01-12,28.14,29.706187152589127,-0.05272259090485876
2012-01-13,28.22,29.916187152589124,-0.05669797236986218
2012-01-17,28.43,30.536187152589125,-0.06897348192374253
2012-01-18,29.05,30.226187152589127,-0.038912852178524804
2012-01-19,28.74,30.326187152589124,-0.05230420641434652
2012-01-20,28.84,30.516187152589126,-0.05492780419151777
2012-01-23,29.03,30.546187152589127,-0.049635888925031124
2012-01-24,29.06,30.896187152589125,-0.05943086580621171
2012-01-25,29.41,30.356187152589126,-0.03116949924682566
2012-01-26,28.87,30.036187152589125,-0.038826071587072186
2012-01-27,28.55,30.196187152589125,-0.05451639123411567
2012-01-30,28.71,30.306187152589125,-0.05266868922020629
2012-01-31,28.82,30.676187152589126,-0.060509056857558696
2012-02-01,29.19,30.326187152589124,-0.03746554576321415
2012-02-02,28.84,31.186187152589124,-0.07523161267228973
2012-02-03,29.7,30.896187152589125,-0.038716335665674007
2012-02-06,29.41,30.686187152589124,-0.04158832592147066
2012-02-07,29.2,30.696187152589125,-0.04874179145284918
2012-02-08,29.21,30.676187152589126,-0.04779561245000996
2012-02-09,29.19,30.546187152589127,-0.04439791931524828
2012-02-10,29.06,31.006187152589124,-0.0627677032010242
2012-02-13,29.52,30.666187152589124,-0.037376252446576275
2012-02-14,29.18,30.456187152589127,-0.04190239396006068
2012-02-15,28.97,30.356187152589126,-0.045664073212531076
2012-02-16,28.87,30.596187152589124,-0.05641837474650979
2012-02-17,29.11,30.946187152589125,-0.05933484288501434
2012-02-21,29.46,30.786187152589125,-0.043077343290872316
2012-02-22,29.3,30.546187152589127,-0.04079681520852263
2012-02-23,29.06,30.796187152589127,-0.05637669182833116
2012-02-24,29.31,30.596187152589124,-0.042037497880852315
2012-02-27,29.11,30.486187152589125,-0.04514133386707386
2012-02-28,29.0,31.366187152589124,-0.07543751304798951
2012-02-29,29.88,31.746187152589126,-0.05878460753788273
2012-03-01,30.26,31.746187152589126,-0.04681466613441532
2012-03-02,30.26,31.836187152589126,-0.04950929409462712
2012-03-05,30.35,31.206187152589127,-0.02743645509791437
2012-03-06,29.72,31.136187152589127,-0.045483640808324344
2012-03-07,29.65,31.266187152589126,-0.0516912134089651
2012-03-08,29.78,31.346187152589124,-0.04996419963184451
2012-03-09,29.86,31.156187152589126,-0.0416028811947039
2012-03-12,29.67,31.716187152589125,-0.06451554667478632
2012-03-13,30.23,31.526187152589124,-0.041114618343013665
2012-03-14,30.04,31.506187152589124,-0.04653648331002935
2012-03-15,30.02,31.946187152589125,-0.06029474326275008
2012-03-16,30.46,31.906187152589126,-0.04532622922547391
2012-03-19,30.42,32.78618715258912,-0.0721702447917083
2012-03-20,31.3,32.49618715258912,-0.03681007703987871
2012-03-21,31.01,31.696187152589125,-0.021648886324583394
2012-03-22,30.21,31.666187152589124,-0.04598555378872193
2012-03-23,30.18,32.096187152589124,-0.059701395168196836
2012-03-26,30.61,32.47618715258913,-0.057463246649640864
2012-03-27,30.99,32.166187152589124,-0.03656594880237307
2012-03-28,30.68,32.07618715258913,-0.043527216808760594
2012-03-29,30.59,32.29618715258913,-0.05282936789187964
2012-03-30,30.81,32.89174582028908,-0.0632908277858869
2012-04-02,31.06,33.271745820289084,-0.06647519586845263
2012-04-03,31.44,33.231745820289085,-0.05391669248972053
2012-04-04,31.4,33.29174582028908,-0.0568232687615976
2012-04-05,31.46,32.831745820289086,-0.041781080658872094
2012-04-09,31.0,32.39174582028908,-0.042966063885860106
2012-04-10,30.56,32.85174582028908,-0.06976024448824614
2012-04-11,31.02,33.65174582028908,-0.07820532801904045
2012-04-12,31.82,33.93174582028908,-0.06223510666009957
2012-04-13,32.1,33.17174582028908,-0.03230899652057384
2012-04-16,31.34,33.581745820289086,-0.06675489214544317
2012-04-17,31.75,34.11174582028908,-0.06923555987815655
2012-04-18,32.28,34.011745820289086,-0.0509161108470958
2012-04-19,32.18,34.13174582028908,-0.05718271284936438
2012-04-20,32.3,34.14174582028908,-0.05394410203811573
2012-04-23,32.31,34.14174582028908,-0.05365120547527902
2012-04-24,32.31,34.79174582028908,-0.0713314541071931
2012-04-25,32.96,35.72174582028908,-0.07731273365481695
2012-04-26,33.89,35.46174582028908,-0.044322291075410636
2012-04-27,33.63,35.86174582028908,-0.06223193459328047
2012-04-30,34.03,36.21174582028908,-0.0602496723332977
2012-05-01,34.38,35.581745820289086,-0.033774223062541076
2012-05-02,33.75,34.79174582028908,-0.02994232671364183
2012-05-03,32.96,34.53174582028908,-0.045515967494629384
2012-05-04,32.7,34.991745820289076,-0.06549389767687053
2012-05-07,33.16,34.411745820289084,-0.03637553952729311
2012-05-08,32.58,34.06174582028908,-0.043501757898929405
2012-05-09,32.23,34.36174582028908,-0.062038344368125276
2012-05-10,32.53,34.371745820289085,-0.0535831327834948
2012-05-11,32.54,33.50174582028908,-0.02870733440126083
2012-05-14,31.67,33.07174582028908,-0.04238499618091307
2012-05-15,31.24,32.35174582028908,-0.03436432229854691
2012-05-16,30.52,31.62174582028908,-0.03484139764295313
2012-05-17,29.79,31.501745820289084,-0.054338125577364504
2012-05-18,29.67,32.841745820289084,-0.09657665087736078
2012-05-21,31.01,33.121745820289085,-0.06375708067282826
2012-05-22,31.29,33.22174582028908,-0.05814702907964975
2012-05-23,31.39,32.88174582028908,-0.04536698958875318
2012-05-24,31.05,32.60174582028908,-0.047597016087505994
2012-05-25,30.77,33.22174582028908,-0.07379942744585555
2012-05-29,31.39,32.511745820289086,-0.03450278636187709
2012-05-30,30.68,32.36174582028908,-0.05196709193713267
2012-05-31,30.53,30.841745820289084,-0.01010791743455719
2012-06-01,29.01,30.501745820289084,-0.04890689959447525
2012-06-04,28.67,31.131745820289083,-0.07907509699262416
2012-06-05,29.3,31.381745820289083,-0.06633620169541943
2012-06-06,29.55,31.681745820289084,-0.06728624844038444
2012-06-07,29.85,31.201745820289084,-0.04332276238883093
2012-06-08,29.37,31.101745820289082,-0.05568001970999914
2012-06-11,29.27,31.37174582028908,-0.06699486322274795
2012-06-12,29.54,31.291745820289083,-0.05598108300986138
2012-06-13,29.46,31.281745820289082,-0.058236705545619216
2012-06-14,29.45,31.901745820289083,-0.07685302974014063
2012-06-15,30.07,31.32174582028908,-0.03996411398876254
2012-06-18,29.49,31.87174582028908,-0.07472906673260737
2012-06-19,30.04,31.361745820289084,-0.042145160791208225
2012-06-20,29.53,30.251745820289084,-0.023857989042239902
2012-06-21,28.42,30.261745820289082,-0.060860527717944035
2012-06-22,28.43,29.191745820289082,-0.02609456196894011
2012-06-25,27.36,29.591745820289084,-0.07541784908002713
2012-06-26,27.76,30.041745820289083,-0.07595250402352038
2012-06-27,28.21,29.87174582028908,-0.0556293505671307
2012-06-28,28.04,30.651745820289083,-0.08520708202402982
2012-06-29,28.82,30.146638199390452,-0.04400617377685834
2012-07-02,29.04,30.386638199390454,-0.04431678787742532
2012-07-03,29.28,30.206638199390454,-0.03067664111689039
2012-07-05,29.1,30.046638199390454,-0.03150562778799182
2012-07-06,28.94,30.25663819939045,-0.0435156804504796
2012-07-09,29.15,29.886638199390454,-0.024647743733367755
2012-07-10,28.78,30.00663819939045,-0.04087889457124749
2012-07-11,28.9,30.046638199390454,-0.03816194649735283
2012-07-12,28.94,30.996638199390453,-0.06635036309940523
2012-07-13,29.89,31.09663819939045,-0.03880285038059528
2012-07-16,29.99,31.77663819939045,-0.05622489667345376
2012-07-17,30.67,31.966638199390452,-0.04056223214035615
2012-07-18,30.86,32.15663819939045,-0.04032256703423154
2012-07-19,31.05,32.416638199390455,-0.042158541887793666
2012-07-20,31.31,32.57663819939045,-0.038881795955672094
2012-07-23,31.47,32.07663819939045,-0.018912150195402377
2012-07-24,30.97,31.716638199390452,-0.023540899722619524
2012-07-25,30.61,32.236638199390455,-0.05045930004640542
2012-07-26,31.13,32.706638199390454,-0.048205449602577555
2012-07-27,31.6,32.86663819939045,-0.03853872098832245
2012-07-30,31.76,32.89663819939045,-0.034551804123605256
2012-07-31,31.79,32.956638199390454,-0.035399187026668
2012-08-01,31.85,32.03663819939045,-0.005825773548049806
2012-08-02,30.93,32.626638199390456,-0.052001624838631244
2012-08-03,31.52,32.846638199390455,-0.040388857798393296
2012-08-06,31.74,33.07663819939045,-0.04041034011174349
2012-08-07,31.97,32.736638199390455,-0.02341835452745822
2012-08-08,31.63,32.71663819939045,-0.0332136264358206
2012-08-09,31.61,32.956638199390454,-0.040860909151084535
2012-08-10,31.85,32.886638199390454,-0.031521561830228806
2012-08-13,31.78,33.25663819939045,-0.04440130690712796
2012-08-14,32.15,33.47663819939045,-0.039628776088233564
2012-08-15,32.37,33.76663819939045,-0.04136148203867285
2012-08-16,32.66,33.416638199390455,-0.02264255892156919
2012-08-17,32.31,33.276638199390455,-0.02904855333037093
2012-08-20,32.17,33.386638199390454,-0.03644087170815136
2012-08-21,32.28,33.36663819939045,-0.03256660718700455
2012-08-22,32.26,32.986638199390455,-0.022028258684568924
2012-08-23,31.88,33.21663819939045,-0.04024002041889296
2012-08-24,32.11,33.566638199390454,-0.043395415136238014
2012-08-27,32.46,33.666638199390455,-0.035840768901372
2012-08-28,32.56,33.54663819939045,-0.029410941076306596
2012-08-29,32.44,33.14663819939045,-0.021318548057264186
2012-08-30,32.04,33.376638199390456,-0.040047118928079106
2012-08-31,32.27,33.47663819939045,-0.0360441867610356
2012-09-04,32.37,33.236638199390455,-0.026074785126925182
2012-09-05,32.13,34.28663819939045,-0.06290025247878606
2012-09-06,33.18,34.99663819939045,-0.05190893448222966
2012-09-07,33.89,34.72663819939045,-0.02409211610368711
2012-09-10,33.62,34.846638199390455,-0.035201048444664984
2012-09-11,33.74,35.07663819939045,-0.03810622305913225
2012-09-12,33.97,35.79663819939045,-0.05102820519669793
2012-09-13,34.69,36.206638199390454,-0.041888401542234055
2012-09-14,35.1,35.64663819939045,-0.015334915913607805
2012-09-17,34.54,35.18663819939045,-0.018377379382655934
2012-09-18,34.08,35.066638199390454,-0.028136093165828657
2012-09-19,33.96,35.46663819939045,-0.04248043445562155
2012-09-20,34.36,35.42663819939045,-0.03010836629169078
2012-09-21,34.32,35.596638199390455,-0.0358640103101735
2012-09-24,34.49,35.846638199390455,-0.03784561865590852
2012-09-25,34.74,35.08663819939045,-0.009879493082824653
2012-09-26,33.98,36.08663819939045,-0.0583772361324042
2012-09-27,34.98,36.07663819939045,-0.03039746090889872
2012-09-28,34.97,37.207060740764646,-0.06012462947156927
2012-10-01,35.6,37.15706074076464,-0.04190484149507567
2012-10-02,35.55,38.08706074076464,-0.06661214311161645
2012-10-03,36.48,37.79706074076464,-0.03484558626920364
2012-10-04,36.19,37.55706074076465,-0.036399566787206905
2012-10-05,35.95,37.647060740764644,-0.0450781736308844
2012-10-08,36.04,37.55706074076465,-0.040393489555427875
2012-10-09,35.95,37.15706074076464,-0.03248536662213397
2012-10-10,35.55,37.247060740764645,-0.04556227275424496
2012-10-11,35.64,36.747060740764645,-0.030126511303162462
2012-10-12,35.14,37.457060740764646,-0.061859118012508096
2012-10-15,35.85,38.37706074076465,-0.06584820963321891
2012-10-16,36.77,37.75706074076464,-0.02614241472718648
2012-10-17,36.15,37.11706074076464,-0.026054345938619772
2012-10-18,35.51,36.577060740764644,-0.029172949361002676
2012-10-19,34.97,36.577060740764644,-0.04393630073653232
2012-10-22,34.97,36.04706074076464,-0.029879294417661795
2012-10-23,34.44,36.26706074076464,-0.050377965664887836
2012-10-24,34.66,36.317060740764646,-0.045627611567823134
2012-10-25,34.71,36.427060740764645,-0.04713695548988184
2012-10-26,34.82,36.59706074076465,-0.04855747168747948
2012-10-31,34.99,35.29706074076464,-0.008699328905027337
2012-11-01,33.69,34.677060740764645,-0.02846437153781911
2012-11-02,33.07,34.817060740764646,-0.050178294881714325
2012-11-05,33.21,35.067060740764646,-0.05295741078766414
2012-11-06,33.46,34.457060740764646,-0.028936325946834596
2012-11-07,32.85,33.80706074076465,-0.028309492744828302
2012-11-08,32.2,33.677060740764645,-0.04385955033708522
2012-11-09,32.07,33.25706074076464,-0.03569349528563748
2012-11-12,31.65,33.47706074076464,-0.054576498065729284
2012-11-13,31.87,32.79706074076464,-0.028266579986918283
2012-11-14,31.19,32.577060740764644,-0.04257783572932872
2012-11-15,30.97,33.287060740764645,-0.06960845112789071
2012-11-16,31.68,34.27706074076465,-0.07576672808692853
2012-11-19,32.67,34.40706074076464,-0.05048558939260428
2012-11-20,32.8,34.637060740764646,-0.05303743162602126
2012-11-21,33.03,35.04706074076464,-0.05755292164682202
2012-11-23,33.44,34.397060740764644,-0.027823910536356244
2012-11-26,32.79,34.29706074076464,-0.04394139638250072
2012-11-27,32.69,34.607060740764645,-0.05539507544789801
2012-11-28,33.0,34.18706074076464,-0.03472251533309478
2012-11-29,32.58,34.44706074076465,-0.054200872312892834
2012-11-30,32.84,34.19706074076465,-0.03968354915213401
2012-12-03,32.59,33.84706074076465,-0.03713943584030821
2012-12-04,32.24,33.887060740764646,-0.048604414332792834
2012-12-05,32.28,33.16706074076465,-0.026745232195820923
2012-12-06,31.56,32.827060740764644,-0.0385980563648578
2012-12-07,31.22,32.827060740764644,-0.04895536500984987
2012-12-10,31.22,32.98706074076465,-0.053568299238645256
2012-12-11,31.38,32.73706074076465,-0.04145334706468673
2012-12-12,31.13,32.62706074076465,-0.04588402101738209
2012-12-13,31.02,33.09706074076465,-0.06275665253278506
2012-12-14,31.49,33.497060740764645,-0.059917518026354144
2012-12-17,31.89,33.98706074076465,-0.061701738692849006
2012-12-18,32.38,34.137060740764646,-0.051470768210177376
2012-12-19,32.53,34.457060740764646,-0.055926440019442025
2012-12-20,32.85,34.40706074076464,-0.045254105036640735
2012-12-21,32.8,34.137060740764646,-0.03916742425243436
2012-12-24,32.53,33.897060740764644,-0.040329772283784315
2012-12-26,32.29,33.62706074076465,-0.03976145138203491
2012-12-27,32.02,33.397060740764644,-0.04123299207237696
2012-12-28,31.79,34.34706074076465,-0.07444773106101077
2012-12-31,32.74,35.37135696082726,-0.07439231024530424
2013-01-02,34.03,35.111356960827266,-0.030797925640803414
2013-01-03,33.77,35.48135696082726,-0.04823256795721376
2013-01-04,34.14,35.33135696082726,-0.03371953593936805
2013-01-07,33.99,34.91135696082726,-0.02639132480187123
2013-01-08,33.57,35.111356960827266,-0.0438990997285269
2013-01-09,33.77,35.15135696082726,-0.03929740073382204
2013-01-10,33.81,34.83135696082726,-0.029322916186581893
2013-01-11,33.49,34.81135696082726,-0.03795764015502656
2013-01-14,33.47,34.64135696082726,-0.03381383016120998
2013-01-15,33.3,34.78135696082726,-0.042590545345762454
2013-01-16,33.44,35.14135696082726,-0.048414663176604034
2013-01-17,33.8,36.08135696082726,-0.06322813643910563
2013-01-18,34.74,36.49135696082726,-0.0479937471962828
2013-01-22,35.15,36.41135696082726,-0.03464185534706332
2013-01-23,35.07,35.97135696082726,-0.02505763020863605
2013-01-24,34.63,36.17135696082726,-0.042612638571909556
2013-01-25,34.83,36.21135696082726,-0.03814706425726011
2013-01-28,34.87,36.23135696082726,-0.03757399874090117
2013-01-29,34.89,36.441356960827264,-0.04257132802422525
2013-01-30,35.1,36.39135696082726,-0.03548526542215269
2013-01-31,35.05,36.77135696082726,-0.04681244052703948
2013-02-01,35.43,36.42135696082726,-0.027219111080718617
2013-02-04,35.08,37.08135696082726,-0.053972052935967074
2013-02-05,35.74,37.12135696082726,-0.03721191987364458
2013-02-06,35.78,37.21135696082726,-0.03846559431665075
2013-02-07,35.87,37.34135696082726,-0.03940287875373094
2013-02-08,36.0,37.08135696082726,-0.029161741895519122
2013-02-11,35.74,37.181356960827266,-0.03876558250269935
2013-02-12,35.84,36.98135696082726,-0.030863036260033616
2013-02-13,35.64,36.80135696082726,-0.031557449418603056
2013-02-14,35.46,36.45135696082726,-0.02719670935412999
2013-02-15,35.11,36.79135696082726,-0.045699781136570916
2013-02-19,35.45,36.16135696082726,-0.01967174411064987
2013-02-20,34.82,35.42135696082726,-0.01697724233129483
2013-02-21,34.08,35.78135696082726,-0.047548698689372615
2013-02-22,34.44,34.91135696082726,-0.013501536515929669
2013-02-25,33.57,35.13135696082726,-0.04444340030953631
2013-02-26,33.79,35.691356960827264,-0.05327219592446664
2013-02-27,34.35,36.05135696082726,-0.04719259146544541
2013-02-28,34.71,35.17135696082726,-0.013117405772575252
2013-03-01,33.83,34.91135696082726,-0.030974360636872866
2013-03-04,33.57,35.05135696082726,-0.042262471107261224
2013-03-05,33.71,35.06135696082726,-0.03854263148848125
2013-03-06,33.72,35.65135696082726,-0.054173448796055124
2013-03-07,34.31,36.05135696082726,-0.048302119743214855
2013-03-08,34.71,36.37135696082726,-0.04567761831422956
2013-03-11,35.03,36.13135696082726,-0.03048202595937166
2013-03-12,34.79,36.14135696082726,-0.03739087501036453
2013-03-13,34.8,36.761356960827264,-0.053353769364859915
2013-03-14,35.42,36.77135696082726,-0.03675026086926492
2013-03-15,35.43,36.53135696082726,-0.03014826309376495
2013-03-18,35.19,36.63135696082726,-0.03934762674417491
2013-03-19,35.29,37.32135696082725,-0.05442880769205094
2013-03-20,35.98,37.89135696082726,-0.05044308555123156
2013-03-21,36.55,38.21135696082726,-0.04347809376490919
2013-03-22,36.87,38.33135696082726,-0.03812432109619013
2013-03-25,36.99,38.52135696082726,-0.03975345319181023
2013-03-26,37.18,38.33135696082726,-0.030036947609339504
2013-03-27,36.99,38.80135696082726,-0.04668282510469812
2013-03-28,37.46,38.96162140922632,-0.038541040000730664
2013-04-01,37.94,38.69162140922632,-0.019425947578591063
2013-04-02,37.67,37.761621409226315,-0.002426310253826336
2013-04-03,36.74,37.901621409226316,-0.030648330230630738
2013-04-04,36.88,37.93162140922632,-0.027724135435205022
2013-04-05,36.91,38.221621409226316,-0.03431621581887434
2013-04-08,37.2,38.68162140922632,-0.038302980982925394
2013-04-09,37.66,38.81162140922632,-0.029672076749479914
2013-04-10,37.79,38.831621409226315,-0.026824051415448413
2013-04-11,37.81,38.75162140922632,-0.024298890600797596
2013-04-12,37.73,37.44162140922632,0.007702086072122194
2013-04-15,36.42,38.53162140922632,-0.05480229826821392
2013-04-16,37.51,37.99162140922632,-0.0126770427626276
2013-04-17,36.97,38.401621409226316,-0.03728023340395614
2013-04-18,37.38,38.291621409226316,-0.02380733371104149
2013-04-19,37.27,38.75162140922632,-0.03823379139623706
2013-04-22,37.73,39.07162140922632,-0.03433748999496378
