date,TFX,dcf,Deviation
2008-01-02,63.09,63.3,-0.0033175355450235644
2008-01-03,63.3,61.25,0.033469387755102
2008-01-04,61.25,59.07,0.036905366514305094
2008-01-07,59.07,59.69,-0.010386999497403182
2008-01-08,59.69,60.0,-0.005166666666666653
2008-01-09,60.0,61.2,-0.019607843137254943
2008-01-10,61.2,61.92,-0.011627906976744207
2008-01-11,61.92,61.2,0.0117647058823529
2008-01-14,61.2,58.99,0.03746397694524495
2008-01-15,58.99,57.61,0.02395417462246141
2008-01-16,57.61,56.97,0.011233982797963948
2008-01-17,56.97,56.65,0.005648720211826941
2008-01-18,56.65,56.0,0.011607142857142927
2008-01-22,56.0,57.0,-0.01754385964912286
2008-01-23,57.0,57.25,-0.004366812227074246
2008-01-24,57.25,56.6,0.01148409893992941
2008-01-25,56.6,56.31,0.005150062155922619
2008-01-28,56.31,58.07,-0.030308248665403825
2008-01-29,58.07,57.65,0.007285342584562038
2008-01-30,57.65,59.12,-0.024864682002706306
2008-01-31,59.12,60.87,-0.028749794644323923
2008-02-01,60.87,60.5,0.0061157024793387915
2008-02-04,60.5,59.25,0.021097046413502074
2008-02-05,59.25,58.65,0.010230179028132946
2008-02-06,58.65,59.5,-0.014285714285714346
2008-02-07,59.5,58.82,0.011560693641618602
2008-02-08,58.82,58.35,0.008054841473864593
2008-02-11,58.35,58.4,-0.0008561643835616195
2008-02-12,58.4,60.31,-0.031669706516332385
2008-02-13,60.31,59.89,0.007012856904324627
2008-02-14,59.89,59.7,0.0031825795644890853
2008-02-15,59.7,59.19,0.0086163203243792
2008-02-19,59.19,59.31,-0.002023267577137111
2008-02-20,59.31,59.07,0.004062976130015272
2008-02-21,59.07,58.62,0.007676560900716556
2008-02-22,58.62,60.7,-0.03426688632619446
2008-02-25,60.7,60.83,-0.002137103402926166
2008-02-26,60.83,60.86,-0.000492934604009232
2008-02-27,60.86,60.75,0.0018106995884774602
2008-02-28,60.75,56.55,0.07427055702917773
2008-02-29,56.55,56.15,0.007123775601068472
2008-03-03,56.15,56.67,-0.009175930827598378
2008-03-04,56.67,55.69,0.017597414257496835
2008-03-05,55.69,54.24,0.026733038348082605
2008-03-06,54.24,53.6,0.011940298507462588
2008-03-07,53.6,51.02,0.05056840454723632
2008-03-10,51.02,51.75,-0.014106280193236675
2008-03-11,51.75,50.59,0.02292943269420822
2008-03-12,50.59,50.22,0.007367582636399916
2008-03-13,50.22,49.3,0.018661257606490844
2008-03-14,49.3,48.67,0.012944318882268213
2008-03-17,48.67,50.08,-0.028154952076677286
2008-03-18,50.08,48.65,0.029393627954779067
2008-03-19,48.65,49.26,-0.012383272431993442
2008-03-20,49.26,50.09,-0.0165701736873628
2008-03-24,50.09,50.1,-0.0001996007984031989
2008-03-25,50.1,48.8,0.026639344262295195
2008-03-26,48.8,48.63,0.00349578449516752
2008-03-27,48.63,47.93,0.014604631754642217
2008-03-28,47.93,51.59090861013876,-0.07096034376528337
2008-03-31,47.71,54.14090861013876,-0.11878095095239072
2008-04-01,50.26,53.55090861013876,-0.06145383328782028
2008-04-02,49.67,53.04090861013875,-0.0635529951968885
2008-04-03,49.16,53.53090861013876,-0.08165205343275106
2008-04-04,49.65,54.31090861013876,-0.08581901370121181
2008-04-07,50.43,53.97090861013876,-0.0656077264831072
2008-04-08,50.09,53.68090861013876,-0.0668935884863271
2008-04-09,49.8,54.42090861013876,-0.08491053766195067
2008-04-10,50.54,53.88090861013876,-0.06200542448740565
2008-04-11,50.0,53.18090861013876,-0.059812979756655116
2008-04-14,49.3,53.31090861013876,-0.07523617050818676
2008-04-15,49.43,55.99090861013876,-0.1171781057496667
2008-04-16,52.11,55.510908610138756,-0.061265590769263634
2008-04-17,51.63,56.77090861013876,-0.09055533434285457
2008-04-18,52.89,56.260908610138756,-0.05991564468852684
2008-04-21,52.38,55.45090861013876,-0.055380672510337625
2008-04-22,51.57,55.50090861013876,-0.07082602264678362
2008-04-23,51.62,55.82090861013876,-0.07525690130697282
2008-04-24,51.94,55.99090861013876,-0.07234939940598195
2008-04-25,52.11,56.82090861013876,-0.08290801265536563
2008-04-28,52.94,60.43090861013876,-0.12395823234208292
2008-04-29,56.55,58.97090861013876,-0.04105259130639438
2008-04-30,55.09,60.64090861013876,-0.09153735881211189
2008-05-01,56.76,60.31090861013876,-0.0588767221713159
2008-05-02,56.43,60.49090861013876,-0.06713254443425765
2008-05-05,56.61,60.830908610138756,-0.0693875647524892
2008-05-06,56.95,60.830908610138756,-0.06379830087712879
2008-05-07,56.95,61.010908610138756,-0.06656036932818132
2008-05-08,57.13,60.69090861013876,-0.05867285054196558
2008-05-09,56.81,60.86090861013876,-0.06656010734391038
2008-05-12,56.98,60.97090861013876,-0.0654559477808917
2008-05-13,57.09,61.81090861013876,-0.07637662536098677
2008-05-14,57.93,61.50090861013876,-0.05806269680949194
2008-05-15,57.62,61.95090861013876,-0.06990871816575706
2008-05-16,58.07,61.79090861013876,-0.06021773580989587
2008-05-19,57.91,60.99090861013876,-0.05051422712575582
2008-05-20,57.11,60.24090861013876,-0.051973130591390526
2008-05-21,56.36,60.50090861013876,-0.0684437425034774
2008-05-22,56.62,59.27090861013876,-0.04472529057341468
2008-05-23,55.39,60.47090861013876,-0.08402236260241791
2008-05-27,56.59,61.10090861013876,-0.07382719361705592
2008-05-28,57.22,62.57090861013876,-0.08551751491222104
2008-05-29,58.69,63.17090861013876,-0.07093310368215267
2008-05-30,59.29,63.13090861013876,-0.06084038222636823
2008-06-02,59.25,63.27090861013876,-0.0635506696278807
2008-06-03,59.39,62.93090861013876,-0.05626660552567142
2008-06-04,59.05,64.02090861013876,-0.07764508061592146
2008-06-05,60.14,62.15090861013876,-0.03235525682742335
2008-06-06,58.27,61.72090861013876,-0.05591150045986004
2008-06-09,57.84,62.17090861013876,-0.0696613369011061
2008-06-10,58.29,61.93090861013876,-0.058789846489394226
2008-06-11,58.05,61.99090861013876,-0.06357236405298017
2008-06-12,58.11,63.14090861013876,-0.07967748201410785
2008-06-13,59.26,63.15090861013876,-0.0616128682195094
2008-06-16,59.27,62.66090861013876,-0.05411521609487313
2008-06-17,58.78,61.91090861013876,-0.05057119464769144
2008-06-18,58.03,62.09090861013876,-0.06540262819532416
2008-06-19,58.21,61.92090861013876,-0.059929815201890335
2008-06-20,58.04,61.64090861013876,-0.058417513487893036
2008-06-23,57.76,61.25090861013876,-0.0569935808194838
2008-06-24,57.37,61.19090861013876,-0.062442423178950435
2008-06-25,57.31,60.14090861013876,-0.04707126439492326
2008-06-26,56.26,59.75090861013876,-0.05842436025393616
2008-06-27,55.87,58.185976866985165,-0.03980300738577536
2008-06-30,55.59,58.52597686698517,-0.05016536287224904
2008-07-01,55.93,56.63597686698517,-0.01246516624306171
2008-07-02,54.04,56.70597686698517,-0.04701403651397684
2008-07-03,54.11,56.685976866985165,-0.04544292979249076
2008-07-07,54.09,57.285976866985166,-0.05578986414783571
2008-07-08,54.69,56.84597686698516,-0.03792663941777219
2008-07-09,54.25,57.30597686698516,-0.053327367127489866
2008-07-10,54.71,56.48597686698516,-0.03144102245354252
2008-07-11,53.89,55.48597686698516,-0.02876360761947383
2008-07-14,52.89,55.20597686698517,-0.041951560291476175
2008-07-15,52.61,55.395976866985166,-0.05029204329539583
2008-07-16,52.8,56.06597686698517,-0.05825238494878282
2008-07-17,53.47,56.035976866985166,-0.04579159694273072
2008-07-18,53.44,56.605976866985166,-0.055930080924576187
2008-07-21,54.01,56.87597686698516,-0.050389936575292116
2008-07-22,54.28,57.77597686698517,-0.06050917797606059
2008-07-23,55.18,56.92597686698517,-0.03067100404908052
2008-07-24,54.33,57.655976866985164,-0.05768659292094447
2008-07-25,55.06,57.535976866985166,-0.04303354182565222
2008-07-28,54.94,65.55597686698516,-0.16193758943635705
2008-07-29,62.96,67.34597686698517,-0.0651260412429372
2008-07-30,64.75,63.91597686698516,0.013048742644589773
2008-07-31,61.32,65.27597686698516,-0.06060387077846996
2008-08-01,62.68,66.62597686698517,-0.05922580129463739
2008-08-04,64.03,67.59597686698517,-0.05275427669315691
2008-08-05,65.0,67.32597686698516,-0.034547985416989224
2008-08-06,64.73,65.88597686698516,-0.017545112358566373
2008-08-07,63.29,67.41597686698515,-0.06120176638730446
2008-08-08,64.82,67.42597686698517,-0.038649449189681384
2008-08-11,64.83,67.01597686698517,-0.03261874211464455
2008-08-12,64.42,66.63597686698517,-0.03325496182653065
2008-08-13,64.04,67.94597686698516,-0.057486506885193744
2008-08-14,65.35,68.59597686698517,-0.047320222194363715
2008-08-15,66.0,68.60597686698516,-0.03798469150927897
2008-08-18,66.01,67.29597686698517,-0.019109268144319902
2008-08-19,64.7,67.10597686698516,-0.03585339159512113
2008-08-20,64.51,67.17597686698517,-0.03968646220454741
2008-08-21,64.58,67.84597686698517,-0.04813810660266937
2008-08-22,65.25,66.95597686698517,-0.025479082627295035
2008-08-25,64.36,66.14597686698517,-0.02700053656440271
2008-08-26,63.55,66.82597686698516,-0.049022506225473994
2008-08-27,64.23,68.13597686698517,-0.057326203374326146
2008-08-28,65.54,67.16597686698515,-0.02420834093137969
2008-08-29,64.57,66.92597686698517,-0.03520272661342927
2008-09-02,64.33,66.94597686698516,-0.03907593838212031
2008-09-03,64.35,67.51597686698517,-0.046892261860071116
2008-09-04,64.92,66.92597686698517,-0.029973068170107253
2008-09-05,64.33,68.42597686698517,-0.05985996918900305
2008-09-08,65.83,67.51597686698517,-0.02497152444830586
2008-09-09,64.92,69.16597686698515,-0.0613882295792727
2008-09-10,66.57,69.72597686698516,-0.04526256940086715
2008-09-11,67.13,70.45597686698517,-0.04720645451079797
2008-09-12,67.86,68.08597686698516,-0.003318992799745568
2008-09-15,65.49,66.76597686698517,-0.019111183972148615
2008-09-16,64.17,66.09597686698517,-0.029139093758476342
2008-09-17,63.5,66.47597686698516,-0.04476770417289144
2008-09-18,63.88,69.18597686698517,-0.07669150754619358
2008-09-19,66.59,68.70597686698517,-0.030797566143069277
2008-09-22,66.11,68.40597686698517,-0.03356398040261421
2008-09-23,65.81,67.81597686698517,-0.029579709084183836
2008-09-24,65.22,68.85597686698516,-0.05280553747729233
2008-09-25,66.26,69.40597686698517,-0.04532717510790685
2008-09-26,66.81,65.68427416723146,0.01713843757947986
2008-09-29,63.39,65.78427416723147,-0.03639584380219718
2008-09-30,63.49,64.43427416723146,-0.014654842930033052
2008-10-01,62.14,61.63427416723147,0.00820526954525902
2008-10-02,59.34,61.574274167231465,-0.03628583848448341
2008-10-03,59.28,56.94427416723147,0.04101774703298666
2008-10-06,54.65,55.66427416723147,-0.018221277154971904
2008-10-07,53.37,54.42427416723147,-0.019371396005980035
2008-10-08,52.13,51.284274167231466,0.016490938918443776
2008-10-09,48.99,49.634274167231474,-0.012980428908071384
2008-10-10,47.34,55.06427416723147,-0.14027741732820564
2008-10-13,52.77,56.06427416723147,-0.058758883730575584
2008-10-14,53.77,51.86427416723147,0.03674448092387639
2008-10-15,49.57,52.31427416723147,-0.05245746425648434
2008-10-16,50.02,52.51427416723147,-0.04749707021158589
2008-10-17,50.22,54.90427416723147,-0.08531711307144807
2008-10-20,52.61,53.004274167231465,-0.007438535352592646
2008-10-21,50.71,49.15427416723147,0.03164985871779291
2008-10-22,46.86,48.41427416723147,-0.03210363459881127
2008-10-23,46.12,46.65427416723147,-0.011451773214097738
2008-10-24,44.36,45.76427416723147,-0.030684943501998574
2008-10-27,43.47,51.104274167231466,-0.1493862165471599
2008-10-28,48.81,51.91427416723147,-0.05979615851377729
2008-10-29,49.62,54.40427416723147,-0.08793930698395591
2008-10-30,52.11,55.284274167231466,-0.05741730745400553
2008-10-31,52.99,55.214274167231466,-0.040284404726477874
2008-11-03,52.92,56.34427416723147,-0.060774128655346926
2008-11-04,54.05,55.31427416723147,-0.02285620097642782
2008-11-05,53.02,51.79427416723147,0.02366527676034136
2008-11-06,49.5,52.44427416723147,-0.0561410032645876
2008-11-07,50.15,52.94427416723147,-0.05277764614177893
2008-11-10,50.65,52.26427416723147,-0.030886761424567588
2008-11-11,49.97,49.90427416723147,0.0013170381468383674
2008-11-12,47.61,54.04427416723147,-0.11905561257648911
2008-11-13,51.75,50.62427416723147,0.02223687847947864
2008-11-14,48.33,50.05427416723147,-0.034448090516119856
2008-11-17,47.76,50.16427416723147,-0.047928016644203764
2008-11-18,47.87,46.77427416723146,0.02342582225543466
2008-11-19,44.48,44.284274167231466,0.004419759303932791
2008-11-20,41.99,44.36427416723147,-0.05351770567194736
2008-11-21,42.07,44.894274167231465,-0.06290945158643224
2008-11-24,42.6,46.90427416723147,-0.0917672055191624
2008-11-25,44.61,49.05427416723147,-0.09059912194563202
2008-11-26,46.76,49.67427416723147,-0.058667674889831045
2008-11-28,47.38,45.70427416723146,0.036664532219395474
2008-12-01,43.41,48.134274167231474,-0.09814782187881499
2008-12-02,45.84,49.66427416723147,-0.07700251803447733
2008-12-03,47.37,48.26427416723147,-0.018528698144985922
2008-12-04,45.97,48.40427416723147,-0.05029047969651024
2008-12-05,46.11,49.254274167231465,-0.06383759014610213
2008-12-08,46.96,48.604274167231466,-0.03382982660278089
2008-12-09,46.31,48.70427416723146,-0.04915942611136048
2008-12-10,46.41,47.47427416723147,-0.02241791340468935
2008-12-11,45.18,48.564274167231474,-0.06968649743590727
2008-12-12,46.27,47.83427416723147,-0.03270195261587272
2008-12-15,45.54,49.254274167231465,-0.07541018987754255
2008-12-16,46.96,49.59427416723147,-0.053116498052753425
2008-12-17,47.3,50.894274167231465,-0.07062236815523071
2008-12-18,48.6,50.854274167231466,-0.0443281160560548
2008-12-19,48.56,50.354274167231466,-0.03563300627216881
2008-12-22,48.06,49.04427416723147,-0.02006909438348059
2008-12-23,46.75,49.42427416723147,-0.054108516762083725
2008-12-24,47.13,49.95427416723146,-0.05653718754428627
2008-12-26,47.66,49.83427416723147,-0.043630096024578346
2008-12-29,47.54,50.59427416723147,-0.06036798071528893
2008-12-30,48.3,52.394274167231465,-0.0781435420626958
2008-12-31,50.1,53.173186382807785,-0.057795791297574395
2009-01-02,50.48,52.723186382807796,-0.04254648735606892
2009-01-05,50.03,51.333186382807796,-0.025386820391189446
2009-01-06,48.64,50.93318638280779,-0.045023422755695486
2009-01-07,48.24,53.11318638280779,-0.09175097023335788
2009-01-08,50.42,52.7131863828078,-0.043503087939979146
2009-01-09,50.02,52.693186382807795,-0.0507311583586445
2009-01-12,50.0,53.31318638280779,-0.062145720554347084
2009-01-13,50.62,52.663186382807794,-0.03879724192827816
2009-01-14,49.97,54.233186382807794,-0.0786084437804534
2009-01-15,51.54,53.943186382807795,-0.044550323107604095
2009-01-16,51.25,53.04318638280779,-0.03380615881305715
2009-01-20,50.35,54.333186382807796,-0.0733103771007283
2009-01-21,51.64,53.853186382807785,-0.04109666542431978
2009-01-22,51.16,53.653186382807796,-0.04646856134543942
2009-01-23,50.96,53.11318638280779,-0.040539582153646725
2009-01-26,50.42,54.50318638280779,-0.07491647101380794
2009-01-27,51.81,56.053186382807795,-0.07569928948962001
2009-01-28,53.36,55.053186382807795,-0.03075546565160392
2009-01-29,52.36,55.873186382807795,-0.06287785985101446
2009-01-30,53.18,55.56318638280779,-0.0428914635382609
2009-02-02,52.87,55.77318638280779,-0.052053443080718576
2009-02-03,53.08,55.973186382807796,-0.051688791897979924
2009-02-04,53.28,55.85318638280779,-0.04607053866491395
2009-02-05,53.16,56.693186382807795,-0.06232118193094249
2009-02-06,54.0,56.443186382807795,-0.043285762895058144
2009-02-09,53.75,55.473186382807796,-0.03106341090480147
2009-02-10,52.78,55.54318638280779,-0.04974843113543581
2009-02-11,52.85,56.193186382807795,-0.05949451522525928
2009-02-12,53.5,55.81318638280779,-0.04144515897985579
2009-02-13,53.12,54.63318638280779,-0.027697201700905616
2009-02-17,51.94,54.03318638280779,-0.03873890330987029
2009-02-18,51.34,53.54318638280779,-0.041147838439350104
2009-02-19,50.85,52.303186382807795,-0.027783897756666343
2009-02-20,49.61,51.00318638280779,-0.02731567342383545
2009-02-23,48.31,51.763186382807795,-0.06671124063480582
2009-02-24,49.07,54.27318638280779,-0.09587029488388421
2009-02-25,51.58,52.13318638280779,-0.010611021907347307
2009-02-26,49.44,50.193186382807795,-0.0150057495267083
2009-02-27,47.5,48.81318638280779,-0.026902287683278625
2009-03-02,46.12,48.43318638280779,-0.04776035928185185
2009-03-03,45.74,48.74318638280779,-0.061612434591823195
2009-03-04,46.05,46.653186382807796,-0.012929157246804435
2009-03-05,43.96,46.54318638280779,-0.0555008495026883
2009-03-06,43.85,45.07318638280779,-0.027137783701805196
2009-03-09,42.38,46.373186382807795,-0.08610981246456273
2009-03-10,43.68,45.973186382807796,-0.049880953730572
2009-03-11,43.28,47.89318638280779,-0.09632239429498024
2009-03-12,45.2,49.04318638280779,-0.07836330928438662
2009-03-13,46.35,47.95318638280779,-0.03343232230721105
2009-03-16,45.26,46.443186382807795,-0.02547599497276931
2009-03-17,43.75,46.193186382807795,-0.052890622494859985
2009-03-18,43.5,45.163186382807794,-0.03682615236025322
2009-03-19,42.47,44.843186382807794,-0.052921894589489704
2009-03-20,42.15,41.29318638280779,0.02074951565251304
2009-03-23,38.6,41.81318638280779,-0.07684624542579577
2009-03-24,39.12,42.27318638280779,-0.07459069572503707
2009-03-25,39.58,42.29318638280779,-0.0641518555317625
2009-03-26,39.6,42.0331863828078,-0.05788726937444377
2009-03-27,39.34,42.367395927374865,-0.07145579427549309
2009-03-30,38.78,42.67739592737487,-0.09132225251060666
2009-03-31,39.09,42.39739592737486,-0.07800941201766964
2009-04-01,38.81,42.767395927374864,-0.09253301122413637
2009-04-02,39.18,42.66739592737486,-0.0817344450388029
2009-04-03,39.08,41.767395927374864,-0.06434195543451426
2009-04-06,38.18,41.73739592737486,-0.08523281935377347
2009-04-07,38.15,41.817395927374854,-0.08770024641764151
2009-04-08,38.23,42.94739592737486,-0.10984125639077402
2009-04-09,39.36,43.07739592737486,-0.08629574391270312
2009-04-13,39.49,42.69739592737486,-0.07511923989065761
2009-04-14,39.11,42.84739592737486,-0.08722574257977411
2009-04-15,39.26,43.28739592737486,-0.09303853560818942
2009-04-16,39.7,44.067395927374854,-0.09910719332207707
2009-04-17,40.48,43.38739592737486,-0.06701015041883329
2009-04-20,39.8,43.24739592737485,-0.07971337587964955
2009-04-21,39.66,43.85739592737487,-0.09570554381125362
2009-04-22,40.27,43.02739592737486,-0.06408465741289604
2009-04-23,39.44,43.157395927374864,-0.08613577922149174
2009-04-24,39.57,43.12739592737486,-0.08248575762295973
2009-04-27,39.54,45.73739592737486,-0.13549953602989417
2009-04-28,42.15,47.087395927374864,-0.10485599872607199
2009-04-29,43.5,46.567395927374854,-0.06587003344912556
2009-04-30,42.98,46.517395927374864,-0.07604458196451103
2009-05-01,42.93,47.187395927374865,-0.09022315903864109
2009-05-04,43.6,47.727395927374864,-0.08647854858151871
2009-05-05,44.14,48.187395927374865,-0.08399283359231235
2009-05-06,44.6,48.30739592737486,-0.0767459279516649
2009-05-07,44.72,49.16739592737486,-0.09045416873295686
2009-05-08,45.58,49.23739592737486,-0.07428085621687874
2009-05-11,45.65,48.797395927374865,-0.06449926000270867
2009-05-12,45.21,47.52739592737486,-0.04875916052535256
2009-05-13,43.94,47.757395927374866,-0.07993308372969121
2009-05-14,44.17,47.257395927374866,-0.06533148657026244
2009-05-15,43.67,48.34739592737486,-0.09674556069991902
2009-05-18,44.76,47.88739592737486,-0.06530728737302427
2009-05-19,44.3,47.817395927374854,-0.07355891844710827
2009-05-20,44.23,47.727395927374864,-0.07327858265505904
2009-05-21,44.14,47.41739592737486,-0.06911800750076125
2009-05-22,43.83,48.407395927374864,-0.09455984647970506
2009-05-26,44.82,47.727395927374864,-0.06091670980329511
2009-05-27,44.14,48.07739592737486,-0.08189702980840807
2009-05-28,44.49,48.437395927374865,-0.08149480069683013
2009-05-29,44.85,49.087395927374864,-0.08632350213981854
2009-06-01,45.5,49.55739592737486,-0.08187266202043542
2009-06-02,45.97,49.45739592737486,-0.07051313280820304
2009-06-03,45.87,49.14739592737486,-0.06668503723407593
2009-06-04,45.56,49.257395927374866,-0.07506275672441776
2009-06-05,45.67,48.937395927374865,-0.06676685314894593
2009-06-08,45.35,48.907395927374864,-0.07273738173787514
2009-06-09,45.32,48.94739592737486,-0.07410804719329644
2009-06-10,45.36,49.85739592737487,-0.09020519109995295
2009-06-11,46.27,49.727395927374864,-0.06952698533468893
2009-06-12,46.14,49.28739592737486,-0.0638580283692114
2009-06-15,45.7,48.28739592737486,-0.053583256617655395
2009-06-16,44.7,49.227395927374864,-0.0919690315135524
2009-06-17,45.64,48.99739592737485,-0.06852192578461247
2009-06-18,45.41,49.07739592737486,-0.07472678323849757
2009-06-19,45.49,48.437395927374865,-0.060849595048298455
2009-06-22,44.85,47.797395927374865,-0.06166436204711334
2009-06-23,44.21,47.80739592737486,-0.07524768621239553
2009-06-24,44.22,48.52739592737486,-0.08876214857729492
2009-06-25,44.94,48.437395927374865,-0.07220445815499099
2009-06-26,44.85,48.02398155342239,-0.06609159529789543
2009-06-29,45.16,47.69398155342239,-0.0531300065729271
2009-06-30,44.83,48.10398155342239,-0.06806051074559061
2009-07-01,45.24,47.27398155342239,-0.04302539127413807
2009-07-02,44.41,46.25398155342239,-0.03986643941760204
2009-07-06,43.39,46.34398155342239,-0.06374034889551361
2009-07-07,43.48,46.923981553422394,-0.0733949132066184
2009-07-08,44.06,46.383981553422394,-0.050103106192937896
2009-07-09,43.52,46.47398155342239,-0.06356205030607831
2009-07-10,43.61,47.15398155342239,-0.07515763116222307
2009-07-13,44.29,47.29398155342239,-0.06351720567297026
2009-07-14,44.43,48.04398155342239,-0.07522235744354022
2009-07-15,45.18,48.86398155342239,-0.07539257826124424
2009-07-16,46.0,48.50398155342239,-0.05162424760252926
2009-07-17,45.64,48.04398155342239,-0.05003710091656932
2009-07-20,45.18,48.11398155342239,-0.060979812077383455
2009-07-21,45.25,48.29398155342239,-0.06303024632697063
2009-07-22,45.43,49.133981553422394,-0.07538533284535731
2009-07-23,46.27,49.79398155342239,-0.07077123466500901
2009-07-24,46.93,51.64398155342239,-0.09127842996663771
2009-07-27,48.78,51.80398155342239,-0.058373535445416236
2009-07-28,48.94,52.33398155342239,-0.064852347417095
2009-07-29,49.47,51.94398155342239,-0.0476278767902687
2009-07-30,49.08,50.82398155342239,-0.03431414659218013
2009-07-31,47.96,50.36398155342239,-0.04773215856400126
2009-08-03,47.5,50.54398155342239,-0.06022441168796844
2009-08-04,47.68,50.03398155342239,-0.047047656019719164
2009-08-05,47.17,50.12398155342239,-0.05893349773648804
2009-08-06,47.26,50.813981553422394,-0.06994101711329159
2009-08-07,47.95,50.29398155342239,-0.046605607291850704
2009-08-10,47.43,49.34398155342239,-0.038788551170120145
2009-08-11,46.48,49.133981553422394,-0.054015194159194646
2009-08-12,46.27,49.15398155342239,-0.05867238954565601
2009-08-13,46.29,48.59398155342239,-0.04741289928855652
2009-08-14,45.73,47.77398155342239,-0.042784408729608314
2009-08-17,44.91,47.39398155342239,-0.05241132886508926
2009-08-18,44.53,47.53398155342239,-0.06319650606264249
2009-08-19,44.67,47.66398155342239,-0.06281434021760635
2009-08-20,44.8,48.133981553422394,-0.0692646119399476
2009-08-21,45.27,48.173981553422394,-0.06028111980327033
2009-08-24,45.31,48.14398155342239,-0.05886471085233569
2009-08-25,45.28,48.41398155342239,-0.0647329852423767
2009-08-26,45.55,49.03398155342239,-0.07105238944601322
2009-08-27,46.17,48.90398155342239,-0.055905091294781495
2009-08-28,46.04,48.16398155342239,-0.0440989611929512
2009-08-31,45.3,47.25398155342239,-0.04135062251237698
2009-09-01,44.39,46.84398155342239,-0.05238627187622358
2009-09-02,43.98,47.01398155342239,-0.06453360156222576
2009-09-03,44.15,46.76398155342239,-0.055897326673012726
2009-09-04,43.9,47.91398155342239,-0.08377474430812937
2009-09-08,45.05,49.063981553422394,-0.08181116628400509
2009-09-09,46.2,49.30398155342239,-0.0629560018405233
2009-09-10,46.44,49.09398155342239,-0.05405920378518125
2009-09-11,46.23,50.243981553422394,-0.07988979832648202
2009-09-14,47.38,50.54398155342239,-0.06259858159528298
2009-09-15,47.68,51.36398155342239,-0.07172305265297185
2009-09-16,48.5,51.62398155342239,-0.0605141536824233
2009-09-17,48.76,51.79398155342239,-0.058577878402590544
2009-09-18,48.93,51.68398155342239,-0.05328501153835796
2009-09-21,48.82,51.48398155342239,-0.051743891459872904
2009-09-22,48.62,50.97398155342239,-0.046180060526669786
2009-09-23,48.11,50.57398155342239,-0.04872033954494237
2009-09-24,47.71,50.203981553422395,-0.04967696736898308
2009-09-25,47.34,52.17867702330243,-0.09273284221333411
2009-09-28,48.2,52.54867702330243,-0.08275521420594534
2009-09-29,48.57,52.288677023302434,-0.0711182082814068
2009-09-30,48.31,51.18867702330243,-0.05623659744110954
2009-10-01,47.21,51.068677023302435,-0.0755585859712351
2009-10-02,47.09,51.27867702330243,-0.08168457663989603
2009-10-05,47.3,51.44867702330243,-0.08063719542143699
2009-10-06,47.47,51.47867702330243,-0.07787063023177265
2009-10-07,47.5,51.83867702330243,-0.08369575136634211
2009-10-08,47.86,51.92867702330243,-0.07835125515477037
2009-10-09,47.95,51.75867702330243,-0.07358528545054799
2009-10-12,47.78,51.23867702330243,-0.06750129441729114
2009-10-13,47.26,52.55867702330243,-0.10081450529953806
2009-10-14,48.58,53.02867702330243,-0.08389191043456623
2009-10-15,49.05,53.42867702330243,-0.08195368605875664
2009-10-16,49.45,54.23867702330243,-0.08828897174695238
2009-10-19,50.26,54.23867702330243,-0.07335497917091671
2009-10-20,50.26,54.29867702330243,-0.07437892126854628
2009-10-21,50.32,54.93867702330243,-0.08406968047926244
2009-10-22,50.96,54.84867702330243,-0.07089828295494394
2009-10-23,50.87,54.83867702330243,-0.07237003587114321
2009-10-26,50.86,53.59867702330243,-0.05109598175551555
2009-10-27,49.62,54.14867702330243,-0.08363412131664005
2009-10-28,50.17,54.20867702330243,-0.07450240893291571
2009-10-29,50.23,53.72867702330243,-0.06511749808738154
2009-10-30,49.75,54.90867702330243,-0.0939501241509273
2009-11-02,50.93,55.288677023302434,-0.07883489455653625
2009-11-03,51.31,54.13867702330243,-0.05224872824441029
2009-11-04,50.16,55.32867702330243,-0.09341768683761542
2009-11-05,51.35,55.038677023302434,-0.06701972545126234
2009-11-06,51.06,56.15867702330243,-0.09079054731269376
2009-11-09,52.18,56.47867702330243,-0.07611150348880957
2009-11-10,52.5,56.44867702330243,-0.06995163095979007
2009-11-11,52.47,55.87867702330243,-0.06100139095778789
2009-11-12,51.9,56.45867702330243,-0.08074360335118913
2009-11-13,52.48,56.83867702330243,-0.07668505411404081
2009-11-16,52.86,57.46867702330243,-0.08019459054945188
2009-11-17,53.49,56.70867702330243,-0.056758104619154204
2009-11-18,52.73,55.538677023302434,-0.050571550743349514
2009-11-19,51.56,55.608677023302434,-0.07280656976618705
2009-11-20,51.63,55.80867702330243,-0.07487504177097148
2009-11-23,51.83,56.22867702330243,-0.07822835706199383
2009-11-24,52.25,56.98867702330243,-0.08315120249878416
2009-11-25,53.01,56.358677023302434,-0.05941723972544399
2009-11-27,52.38,56.06867702330243,-0.06578855109724435
2009-11-30,52.09,56.46867702330243,-0.07754169663821808
2009-12-01,52.49,56.90867702330243,-0.07764504912832726
2009-12-02,52.93,56.14867702330243,-0.05732418275797735
2009-12-03,52.17,56.84867702330243,-0.08230054362363837
2009-12-04,52.87,57.108677023302434,-0.07422124349987835
2009-12-07,53.13,56.43867702330243,-0.058624283874271876
2009-12-08,52.46,56.50867702330243,-0.0716469971794399
2009-12-09,52.53,56.608677023302434,-0.07205038587323787
2009-12-10,52.63,56.95867702330243,-0.0759967971435066
