date,RSG,dcf,Deviation
1999-08-04,13.25,,
1999-08-05,13.33,,
1999-08-06,12.5,,
1999-08-09,12.67,,
1999-08-10,12.5,,
1999-08-11,12.54,,
1999-08-12,12.54,,
1999-08-13,12.54,,
1999-08-16,12.63,,
1999-08-17,12.63,,
1999-08-18,12.71,,
1999-08-19,12.46,,
1999-08-20,12.25,,
1999-08-23,12.04,,
1999-08-24,11.58,,
1999-08-25,11.21,,
1999-08-26,10.92,,
1999-08-27,11.0,,
1999-08-30,7.42,,
1999-08-31,7.25,,
1999-09-01,7.08,,
1999-09-02,7.33,,
1999-09-03,7.25,,
1999-09-07,6.75,,
1999-09-08,7.25,,
1999-09-09,7.54,,
1999-09-10,7.83,,
1999-09-13,7.42,,
1999-09-14,7.17,,
1999-09-15,7.29,,
1999-09-16,7.33,,
1999-09-17,7.21,,
1999-09-20,7.33,,
1999-09-21,7.67,,
1999-09-22,7.83,,
1999-09-23,7.54,,
1999-09-24,7.33,,
1999-09-27,7.0,,
1999-09-28,7.04,,
1999-09-29,6.88,,
1999-09-30,7.17,,
1999-10-01,7.0,,
1999-10-04,7.08,,
1999-10-05,7.04,,
1999-10-06,6.83,,
1999-10-07,6.67,,
1999-10-08,6.58,,
1999-10-11,6.67,,
1999-10-12,6.88,,
1999-10-13,6.67,,
1999-10-14,6.75,,
1999-10-15,6.54,,
1999-10-18,6.42,,
1999-10-19,6.25,,
1999-10-20,6.5,,
1999-10-21,6.21,,
1999-10-22,6.67,,
1999-10-25,6.67,,
1999-10-26,6.5,,
1999-10-27,6.38,,
1999-10-28,7.92,,
1999-10-29,8.17,,
1999-11-01,8.75,,
1999-11-02,8.71,,
1999-11-03,8.58,,
1999-11-04,8.38,,
1999-11-05,8.0,,
1999-11-08,7.67,,
1999-11-09,8.0,,
1999-11-10,7.92,,
1999-11-11,7.79,,
1999-11-12,7.88,,
1999-11-15,7.83,,
1999-11-16,7.71,,
1999-11-17,7.92,,
1999-11-18,8.0,,
1999-11-19,8.13,,
1999-11-22,8.25,,
1999-11-23,8.46,,
1999-11-24,8.13,,
1999-11-26,8.0,,
1999-11-29,7.96,,
1999-11-30,8.29,,
1999-12-01,8.38,,
1999-12-02,8.25,,
1999-12-03,8.5,,
1999-12-06,8.38,,
1999-12-07,8.25,,
1999-12-08,8.21,,
1999-12-09,7.75,,
1999-12-10,8.33,,
1999-12-13,8.58,,
1999-12-14,8.79,,
1999-12-15,8.58,,
1999-12-16,8.58,,
1999-12-17,8.46,,
1999-12-20,8.33,,
1999-12-21,8.54,,
1999-12-22,8.42,,
1999-12-23,8.33,,
1999-12-27,8.38,,
1999-12-28,8.29,,
1999-12-29,9.13,,
1999-12-30,9.42,,
1999-12-31,9.5,,
2000-01-03,9.42,,
2000-01-04,8.83,,
2000-01-05,8.67,,
2000-01-06,8.63,,
2000-01-07,9.08,,
2000-01-10,9.13,,
2000-01-11,8.92,,
2000-01-12,8.96,,
2000-01-13,9.0,,
2000-01-14,8.96,,
2000-01-18,8.83,,
2000-01-19,8.67,,
2000-01-20,8.67,,
2000-01-21,8.67,,
2000-01-24,8.46,,
2000-01-25,8.33,,
2000-01-26,7.92,,
2000-01-27,8.0,,
2000-01-28,7.83,,
2000-01-31,7.83,,
2000-02-01,7.42,,
2000-02-02,7.46,,
2000-02-03,7.21,,
2000-02-04,7.67,,
2000-02-07,7.58,,
2000-02-08,7.54,,
2000-02-09,7.33,,
2000-02-10,6.92,,
2000-02-11,6.71,,
2000-02-14,6.96,,
2000-02-15,7.29,,
2000-02-16,7.29,,
2000-02-17,7.67,,
2000-02-18,7.25,,
2000-02-22,7.54,,
2000-02-23,7.71,,
2000-02-24,7.54,,
2000-02-25,7.54,,
2000-02-28,7.13,,
2000-02-29,7.17,,
2000-03-01,7.08,,
2000-03-02,6.96,,
2000-03-03,7.17,,
2000-03-06,7.08,,
2000-03-07,6.88,,
2000-03-08,6.92,,
2000-03-09,7.42,,
2000-03-10,7.29,,
2000-03-13,7.42,,
2000-03-14,6.92,,
2000-03-15,6.83,,
2000-03-16,7.0,,
2000-03-17,6.96,,
2000-03-20,7.17,,
2000-03-21,6.92,,
2000-03-22,7.04,,
2000-03-23,7.21,,
2000-03-24,6.88,,
2000-03-27,7.29,,
2000-03-28,7.25,,
2000-03-29,7.08,,
2000-03-30,7.08,,
2000-03-31,7.29,,
2000-04-03,7.96,,
2000-04-04,7.75,,
2000-04-05,7.79,,
2000-04-06,8.29,,
2000-04-07,8.63,,
2000-04-10,8.63,,
2000-04-11,8.5,,
2000-04-12,8.21,,
2000-04-13,8.33,,
2000-04-14,8.13,,
2000-04-17,8.29,,
2000-04-18,8.38,,
2000-04-19,8.17,,
2000-04-20,8.29,,
2000-04-24,8.42,,
2000-04-25,8.46,,
2000-04-26,8.71,,
2000-04-27,8.83,,
2000-04-28,9.13,,
2000-05-01,9.33,,
2000-05-02,9.33,,
2000-05-03,9.04,,
2000-05-04,9.13,,
2000-05-05,9.33,,
2000-05-08,9.25,,
2000-05-09,9.25,,
2000-05-10,9.33,,
2000-05-11,10.83,,
2000-05-12,10.88,,
2000-05-15,10.83,,
2000-05-16,10.58,,
2000-05-17,10.79,,
2000-05-18,10.46,,
2000-05-19,10.17,,
2000-05-22,9.96,,
2000-05-23,9.71,,
2000-05-24,9.79,,
2000-05-25,10.46,,
2000-05-26,11.0,,
2000-05-30,11.13,,
2000-05-31,11.0,,
2000-06-01,10.71,,
2000-06-02,10.71,,
2000-06-05,10.17,,
2000-06-06,9.71,,
2000-06-07,9.5,,
2000-06-08,9.67,,
2000-06-09,9.88,,
2000-06-12,9.83,,
2000-06-13,9.29,,
2000-06-14,9.46,,
2000-06-15,9.58,,
2000-06-16,9.38,,
2000-06-19,9.58,,
2000-06-20,9.54,,
2000-06-21,9.58,,
2000-06-22,9.38,,
2000-06-23,9.33,,
2000-06-26,9.5,,
2000-06-27,9.46,,
2000-06-28,9.58,,
2000-06-29,10.54,,
2000-06-30,10.6,,
2000-07-03,10.75,,
2000-07-05,10.67,,
2000-07-06,10.71,,
2000-07-07,10.96,,
2000-07-10,10.5,,
2000-07-11,10.33,,
2000-07-12,10.96,,
2000-07-13,10.83,,
2000-07-14,11.04,,
2000-07-17,11.17,,
2000-07-18,11.38,,
2000-07-19,10.67,,
2000-07-20,10.63,,
2000-07-21,10.88,,
2000-07-24,10.58,,
2000-07-25,11.17,,
2000-07-26,11.42,,
2000-07-27,11.0,,
2000-07-28,11.17,,
2000-07-31,11.17,,
2000-08-01,11.17,,
2000-08-02,11.13,,
2000-08-03,10.42,,
2000-08-04,10.33,,
2000-08-07,11.25,,
2000-08-08,11.0,,
2000-08-09,10.92,,
2000-08-10,11.0,,
2000-08-11,11.33,,
2000-08-14,11.5,,
2000-08-15,11.21,,
2000-08-16,11.21,,
2000-08-17,11.08,,
2000-08-18,10.33,,
2000-08-21,11.0,,
2000-08-22,10.79,,
2000-08-23,10.58,,
2000-08-24,10.58,,
2000-08-25,10.5,,
2000-08-28,10.33,,
2000-08-29,10.29,,
2000-08-30,10.08,,
2000-08-31,9.75,,
2000-09-01,10.25,,
2000-09-05,10.29,,
2000-09-06,10.42,,
2000-09-07,10.75,,
2000-09-08,10.88,,
2000-09-11,10.96,,
2000-09-12,11.0,,
2000-09-13,10.63,,
2000-09-14,10.25,,
2000-09-15,10.0,,
2000-09-18,9.88,,
2000-09-19,9.83,,
2000-09-20,9.92,,
2000-09-21,9.92,,
2000-09-22,9.33,,
2000-09-25,9.29,,
2000-09-26,9.04,,
2000-09-27,8.54,,
2000-09-28,8.63,,
2000-09-29,8.75,,
2000-10-02,8.88,,
2000-10-03,9.04,,
2000-10-04,9.04,,
2000-10-05,9.04,,
2000-10-06,9.08,,
2000-10-09,8.67,,
2000-10-10,8.71,,
2000-10-11,8.75,,
2000-10-12,8.33,,
2000-10-13,8.29,,
2000-10-16,8.13,,
2000-10-17,8.13,,
2000-10-18,7.79,,
2000-10-19,7.54,,
2000-10-20,7.96,,
2000-10-23,8.0,,
2000-10-24,8.08,,
2000-10-25,8.08,,
2000-10-26,7.58,,
2000-10-27,7.67,,
2000-10-30,7.92,,
2000-10-31,8.96,,
2000-11-01,9.0,,
2000-11-02,9.08,,
2000-11-03,9.21,,
2000-11-06,9.17,,
2000-11-07,9.63,,
2000-11-08,9.88,,
2000-11-09,9.92,,
2000-11-10,9.75,,
2000-11-13,9.79,,
2000-11-14,9.79,,
2000-11-15,10.08,,
2000-11-16,10.25,,
2000-11-17,10.17,,
2000-11-20,10.0,,
2000-11-21,10.29,,
2000-11-22,10.04,,
2000-11-24,10.21,,
2000-11-27,10.04,,
2000-11-28,9.79,,
2000-11-29,9.63,,
2000-11-30,9.71,,
2000-12-01,9.92,,
2000-12-04,10.25,,
2000-12-05,10.46,,
2000-12-06,10.33,,
2000-12-07,10.29,,
2000-12-08,10.25,,
2000-12-11,10.08,,
2000-12-12,9.92,,
2000-12-13,9.88,,
2000-12-14,9.71,,
2000-12-15,9.75,,
2000-12-18,10.17,,
2000-12-19,10.46,,
2000-12-20,10.17,,
2000-12-21,10.67,,
2000-12-22,10.67,,
2000-12-26,10.42,,
2000-12-27,10.71,,
2000-12-28,11.08,,
2000-12-29,11.46,,
2001-01-02,11.04,,
2001-01-03,10.75,,
2001-01-04,10.92,,
2001-01-05,11.21,,
2001-01-08,11.42,,
2001-01-09,11.04,,
2001-01-10,10.88,,
2001-01-11,10.67,,
2001-01-12,10.58,,
2001-01-16,10.83,,
2001-01-17,10.5,,
2001-01-18,10.63,,
2001-01-19,10.54,,
2001-01-22,10.54,,
2001-01-23,10.46,,
2001-01-24,10.58,,
2001-01-25,10.54,,
2001-01-26,10.5,,
2001-01-29,10.58,,
2001-01-30,9.7,,
2001-01-31,9.17,,
2001-02-01,9.43,,
2001-02-02,9.77,,
2001-02-05,9.87,,
2001-02-06,10.33,,
2001-02-07,10.33,,
2001-02-08,10.07,,
2001-02-09,10.37,,
2001-02-12,10.59,,
2001-02-13,10.67,,
2001-02-14,10.66,,
2001-02-15,10.67,,
2001-02-16,10.66,,
2001-02-20,10.78,,
2001-02-21,10.75,,
2001-02-22,10.79,,
2001-02-23,10.78,,
2001-02-26,10.83,,
2001-02-27,10.83,,
2001-02-28,11.09,,
2001-03-01,11.27,,
2001-03-02,11.41,,
2001-03-05,11.53,,
2001-03-06,11.52,,
2001-03-07,11.65,,
2001-03-08,12.26,,
2001-03-09,12.27,,
2001-03-12,12.51,,
2001-03-13,12.57,,
2001-03-14,12.3,,
2001-03-15,12.0,,
2001-03-16,12.17,,
2001-03-19,12.12,,
2001-03-20,12.24,,
2001-03-21,12.03,,
2001-03-22,11.36,,
2001-03-23,11.67,,
2001-03-26,11.87,,
2001-03-27,11.65,,
2001-03-28,11.97,,
2001-03-29,12.67,,
2001-03-30,12.5,,
2001-04-02,12.17,,
2001-04-03,11.86,,
2001-04-04,12.0,,
2001-04-05,12.07,,
2001-04-06,12.1,,
2001-04-09,12.27,,
2001-04-10,12.33,,
2001-04-11,12.41,,
2001-04-12,12.57,,
2001-04-16,12.55,,
2001-04-17,12.27,,
2001-04-18,12.2,,
2001-04-19,12.23,,
2001-04-20,11.9,,
2001-04-23,12.0,,
2001-04-24,11.97,,
2001-04-25,12.07,,
2001-04-26,12.53,,
2001-04-27,12.71,,
2001-04-30,12.0,,
2001-05-01,12.67,,
2001-05-02,12.41,,
2001-05-03,12.29,,
2001-05-04,12.01,,
2001-05-07,12.17,,
2001-05-08,12.27,,
2001-05-09,12.4,,
2001-05-10,12.43,,
2001-05-11,12.35,,
2001-05-14,12.36,,
2001-05-15,12.79,,
2001-05-16,12.99,,
2001-05-17,12.75,,
2001-05-18,12.67,,
2001-05-21,12.5,,
2001-05-22,12.31,,
2001-05-23,11.97,,
2001-05-24,11.97,,
2001-05-25,11.81,,
2001-05-29,11.93,,
2001-05-30,11.87,,
2001-05-31,12.25,,
2001-06-01,12.53,,
2001-06-04,12.67,,
2001-06-05,12.7,,
2001-06-06,12.45,,
2001-06-07,12.63,,
2001-06-08,12.56,,
2001-06-11,12.69,,
2001-06-12,12.6,,
2001-06-13,12.8,,
2001-06-14,12.77,,
2001-06-15,12.65,,
2001-06-18,12.66,,
2001-06-19,12.87,,
2001-06-20,13.03,,
2001-06-21,13.03,,
2001-06-22,12.87,,
2001-06-25,12.65,,
2001-06-26,12.64,,
2001-06-27,12.77,,
2001-06-28,13.11,,
2001-06-29,13.23,,
2001-07-02,13.2,,
2001-07-03,13.17,,
2001-07-05,13.3,,
2001-07-06,13.27,,
2001-07-09,13.5,,
2001-07-10,13.35,,
2001-07-11,13.62,,
2001-07-12,13.77,,
2001-07-13,13.87,,
2001-07-16,13.47,,
2001-07-17,13.39,,
2001-07-18,13.37,,
2001-07-19,13.33,,
2001-07-20,13.33,,
2001-07-23,13.27,,
2001-07-24,12.41,,
2001-07-25,12.59,,
2001-07-26,12.57,,
2001-07-27,12.67,,
2001-07-30,12.93,,
2001-07-31,13.27,,
2001-08-01,13.3,,
2001-08-02,12.97,,
2001-08-03,13.33,,
2001-08-06,13.2,,
2001-08-07,13.13,,
2001-08-08,13.14,,
2001-08-09,13.02,,
2001-08-10,13.43,,
2001-08-13,13.57,,
2001-08-14,13.47,,
2001-08-15,13.33,,
2001-08-16,13.31,,
2001-08-17,13.2,,
2001-08-20,13.29,,
2001-08-21,13.33,,
2001-08-22,13.23,,
2001-08-23,13.15,,
2001-08-24,13.05,,
2001-08-27,13.33,,
2001-08-28,13.37,,
2001-08-29,13.49,,
2001-08-30,13.27,,
2001-08-31,13.23,,
2001-09-04,13.33,,
2001-09-05,13.38,,
2001-09-06,13.3,,
2001-09-07,12.83,,
2001-09-10,12.73,,
2001-09-17,11.93,,
2001-09-18,11.48,,
2001-09-19,11.23,,
2001-09-20,10.84,,
2001-09-21,11.0,,
2001-09-24,11.29,,
2001-09-25,11.37,,
2001-09-26,10.75,,
2001-09-27,11.2,,
2001-09-28,10.8,,
2001-10-01,10.72,,
2001-10-02,11.07,,
2001-10-03,11.33,,
2001-10-04,11.39,,
2001-10-05,11.25,,
2001-10-08,11.08,,
2001-10-09,11.24,,
2001-10-10,11.47,,
2001-10-11,11.69,,
2001-10-12,11.61,,
2001-10-15,11.27,,
2001-10-16,11.85,,
2001-10-17,11.77,,
2001-10-18,11.81,,
2001-10-19,11.57,,
2001-10-22,11.3,,
2001-10-23,11.33,,
2001-10-24,11.43,,
2001-10-25,11.61,,
2001-10-26,11.7,,
2001-10-29,11.29,,
2001-10-30,11.17,,
2001-10-31,10.92,,
2001-11-01,10.7,,
2001-11-02,10.3,,
2001-11-05,10.54,,
2001-11-06,11.03,,
2001-11-07,11.31,,
2001-11-08,11.17,,
2001-11-09,11.35,,
2001-11-12,11.1,,
2001-11-13,11.33,,
2001-11-14,11.52,,
2001-11-15,11.91,,
2001-11-16,12.21,,
2001-11-19,12.17,,
2001-11-20,12.13,,
2001-11-21,11.85,,
2001-11-23,11.93,,
2001-11-26,11.88,,
2001-11-27,11.67,,
2001-11-28,11.53,,
2001-11-29,11.33,,
2001-11-30,11.5,,
2001-12-03,11.53,,
2001-12-04,11.34,,
2001-12-05,11.37,,
2001-12-06,12.35,,
2001-12-07,12.45,,
2001-12-10,12.23,,
2001-12-11,12.02,,
2001-12-12,11.87,,
2001-12-13,12.7,,
2001-12-14,12.9,,
2001-12-17,13.17,,
2001-12-18,13.23,,
2001-12-19,12.9,,
2001-12-20,13.0,,
2001-12-21,13.57,,
2001-12-24,13.57,,
2001-12-26,13.39,,
2001-12-27,13.43,,
2001-12-28,13.5,,
2001-12-31,13.31,,
2002-01-02,13.33,,
2002-01-03,13.15,,
2002-01-04,12.97,,
2002-01-07,13.13,,
2002-01-08,13.02,,
2002-01-09,12.88,,
2002-01-10,12.67,,
2002-01-11,12.87,,
2002-01-14,12.95,,
2002-01-15,13.0,,
2002-01-16,13.03,,
2002-01-17,12.99,,
2002-01-18,12.89,,
2002-01-22,12.93,,
2002-01-23,12.92,,
2002-01-24,12.89,,
2002-01-25,12.97,,
2002-01-28,12.67,,
2002-01-29,12.67,,
2002-01-30,12.22,,
2002-01-31,11.6,,
2002-02-01,11.32,,
2002-02-04,11.17,,
2002-02-05,11.26,,
2002-02-06,11.25,,
2002-02-07,11.3,,
2002-02-08,11.32,,
2002-02-11,11.33,,
2002-02-12,11.25,,
2002-02-13,11.22,,
2002-02-14,11.53,,
2002-02-15,11.67,,
2002-02-19,11.57,,
2002-02-20,11.63,,
2002-02-21,11.6,,
2002-02-22,11.73,,
2002-02-25,11.58,,
2002-02-26,11.59,,
2002-02-27,12.08,,
2002-02-28,11.97,,
2002-03-01,12.09,,
2002-03-04,12.39,,
2002-03-05,12.3,,
2002-03-06,12.4,,
2002-03-07,12.37,,
2002-03-08,12.07,,
2002-03-11,12.05,,
2002-03-12,11.75,,
2002-03-13,11.6,,
2002-03-14,11.68,,
2002-03-15,11.58,,
2002-03-18,11.56,,
2002-03-19,12.4,,
2002-03-20,12.4,,
2002-03-21,12.27,,
2002-03-22,12.46,,
2002-03-25,12.53,,
2002-03-26,12.9,,
2002-03-27,12.51,,
2002-03-28,12.45,,
2002-04-01,12.73,,
2002-04-02,12.67,,
2002-04-03,12.71,,
2002-04-04,12.56,,
2002-04-05,12.6,,
2002-04-08,12.88,,
2002-04-09,12.55,,
2002-04-10,12.85,,
2002-04-11,12.79,,
2002-04-12,12.8,,
2002-04-15,12.89,,
2002-04-16,12.93,,
2002-04-17,12.75,,
2002-04-18,12.65,,
2002-04-19,12.73,,
2002-04-22,12.73,,
2002-04-23,12.78,,
2002-04-24,12.69,,
2002-04-25,12.65,,
2002-04-26,12.67,,
2002-04-29,12.53,,
2002-04-30,13.2,,
2002-05-01,12.93,,
2002-05-02,13.0,,
2002-05-03,13.0,,
2002-05-06,12.91,,
2002-05-07,12.95,,
2002-05-08,13.19,,
2002-05-09,13.12,,
2002-05-10,13.43,,
2002-05-13,13.55,,
2002-05-14,13.77,,
2002-05-15,13.93,,
2002-05-16,13.71,,
2002-05-17,13.9,,
2002-05-20,13.83,,
2002-05-21,13.75,,
2002-05-22,13.36,,
2002-05-23,13.86,,
2002-05-24,13.6,,
2002-05-28,14.1,,
2002-05-29,14.03,,
2002-05-30,14.08,,
2002-05-31,14.01,,
2002-06-03,14.02,,
2002-06-04,13.69,,
2002-06-05,13.99,,
2002-06-06,14.07,,
2002-06-07,14.24,,
2002-06-10,14.26,,
2002-06-11,14.1,,
2002-06-12,14.38,,
2002-06-13,14.11,,
2002-06-14,13.77,,
2002-06-17,14.1,,
2002-06-18,14.08,,
2002-06-19,13.84,,
2002-06-20,13.67,,
2002-06-21,13.67,,
2002-06-24,13.43,,
2002-06-25,13.2,,
2002-06-26,12.91,,
2002-06-27,12.82,,
2002-06-28,12.71,,
2002-07-01,12.85,,
2002-07-02,12.65,,
2002-07-03,12.67,,
2002-07-05,13.17,,
2002-07-08,12.87,,
2002-07-09,12.79,,
2002-07-10,12.6,,
2002-07-11,12.24,,
2002-07-12,12.15,,
2002-07-15,12.3,,
2002-07-16,12.57,,
2002-07-17,12.76,,
2002-07-18,12.47,,
2002-07-19,12.13,,
2002-07-22,11.63,,
2002-07-23,11.11,,
2002-07-24,11.45,,
2002-07-25,11.34,,
2002-07-26,11.34,,
2002-07-29,11.78,,
2002-07-30,11.73,,
2002-07-31,11.73,,
2002-08-01,12.39,,
2002-08-02,12.56,,
2002-08-05,12.19,,
2002-08-06,12.63,,
2002-08-07,12.9,,
2002-08-08,13.5,,
2002-08-09,13.67,,
2002-08-12,13.49,,
2002-08-13,13.44,,
2002-08-14,13.49,,
2002-08-15,13.85,,
2002-08-16,13.77,,
2002-08-19,13.8,,
2002-08-20,13.85,,
2002-08-21,13.99,,
2002-08-22,13.98,,
2002-08-23,13.63,,
2002-08-26,13.88,,
2002-08-27,13.73,,
2002-08-28,13.47,,
2002-08-29,13.73,,
2002-08-30,13.73,,
2002-09-03,13.23,,
2002-09-04,13.42,,
2002-09-05,12.94,,
2002-09-06,13.23,,
2002-09-09,13.31,,
2002-09-10,13.39,,
2002-09-11,13.3,,
2002-09-12,12.87,,
2002-09-13,12.83,,
2002-09-16,13.01,,
2002-09-17,12.96,,
2002-09-18,12.81,,
2002-09-19,12.63,,
2002-09-20,12.67,,
2002-09-23,12.66,,
2002-09-24,12.43,,
2002-09-25,12.79,,
2002-09-26,12.75,,
2002-09-27,12.59,,
2002-09-30,12.53,,
2002-10-01,13.25,,
2002-10-02,13.09,,
2002-10-03,13.32,,
2002-10-04,12.83,,
2002-10-07,12.53,,
2002-10-08,12.89,,
