date,TXT,dcf,Deviation
1990-02-20,5.44,,
1990-02-21,5.31,,
1990-02-22,5.47,,
1990-02-23,5.5,,
1990-02-26,5.63,,
1990-02-27,5.69,,
1990-02-28,5.78,,
1990-03-01,5.84,,
1990-03-02,5.97,,
1990-03-05,5.97,,
1990-03-06,6.06,,
1990-03-07,6.09,,
1990-03-08,6.28,,
1990-03-09,6.25,,
1990-03-12,6.25,,
1990-03-13,6.09,,
1990-03-14,5.94,,
1990-03-15,6.0,,
1990-03-16,5.94,,
1990-03-19,5.94,,
1990-03-20,6.0,,
1990-03-21,5.84,,
1990-03-22,5.75,,
1990-03-23,5.84,,
1990-03-26,5.88,,
1990-03-27,5.72,,
1990-03-28,5.69,,
1990-03-29,5.66,,
1990-03-30,5.66,,
1990-04-02,5.63,,
1990-04-03,5.84,,
1990-04-04,5.84,,
1990-04-05,5.78,,
1990-04-06,5.75,,
1990-04-09,5.81,,
1990-04-10,5.91,,
1990-04-11,5.88,,
1990-04-12,5.88,,
1990-04-16,5.94,,
1990-04-17,6.0,,
1990-04-18,6.0,,
1990-04-19,5.91,,
1990-04-20,5.78,,
1990-04-23,5.75,,
1990-04-24,5.94,,
1990-04-25,6.03,,
1990-04-26,6.0,,
1990-04-27,6.0,,
1990-04-30,6.0,,
1990-05-01,6.0,,
1990-05-02,6.0,,
1990-05-03,6.03,,
1990-05-04,5.97,,
1990-05-07,6.0,,
1990-05-08,6.03,,
1990-05-09,6.0,,
1990-05-10,6.06,,
1990-05-11,6.09,,
1990-05-14,6.19,,
1990-05-15,6.19,,
1990-05-16,6.16,,
1990-05-17,6.09,,
1990-05-18,6.09,,
1990-05-21,5.97,,
1990-05-22,5.91,,
1990-05-23,6.0,,
1990-05-24,5.97,,
1990-05-25,5.97,,
1990-05-29,6.03,,
1990-05-30,6.03,,
1990-05-31,6.13,,
1990-06-01,6.13,,
1990-06-04,6.03,,
1990-06-05,6.09,,
1990-06-06,6.09,,
1990-06-07,6.06,,
1990-06-08,6.03,,
1990-06-11,6.0,,
1990-06-12,6.06,,
1990-06-13,6.03,,
1990-06-14,6.0,,
1990-06-15,5.97,,
1990-06-18,5.88,,
1990-06-19,6.03,,
1990-06-20,6.03,,
1990-06-21,6.06,,
1990-06-22,6.0,,
1990-06-25,5.91,,
1990-06-26,5.94,,
1990-06-27,5.94,,
1990-06-28,5.91,,
1990-06-29,5.94,,
1990-07-02,5.91,,
1990-07-03,5.91,,
1990-07-05,5.88,,
1990-07-06,5.94,,
1990-07-09,5.97,,
1990-07-10,5.91,,
1990-07-11,6.06,,
1990-07-12,6.06,,
1990-07-13,5.97,,
1990-07-16,5.94,,
1990-07-17,5.91,,
1990-07-18,5.88,,
1990-07-19,5.84,,
1990-07-20,5.88,,
1990-07-23,5.81,,
1990-07-24,5.84,,
1990-07-25,5.84,,
1990-07-26,5.78,,
1990-07-27,5.66,,
1990-07-30,5.72,,
1990-07-31,5.69,,
1990-08-01,5.72,,
1990-08-02,5.75,,
1990-08-03,5.72,,
1990-08-06,5.63,,
1990-08-07,5.56,,
1990-08-08,5.5,,
1990-08-09,5.66,,
1990-08-10,5.44,,
1990-08-13,5.56,,
1990-08-14,5.56,,
1990-08-15,5.44,,
1990-08-16,5.38,,
1990-08-17,5.34,,
1990-08-20,5.34,,
1990-08-21,5.34,,
1990-08-22,5.0,,
1990-08-23,4.84,,
1990-08-24,4.97,,
1990-08-27,4.94,,
1990-08-28,5.16,,
1990-08-29,5.19,,
1990-08-30,5.0,,
1990-08-31,5.03,,
1990-09-04,5.06,,
1990-09-05,5.19,,
1990-09-06,5.25,,
1990-09-07,5.28,,
1990-09-10,5.25,,
1990-09-11,5.25,,
1990-09-12,5.38,,
1990-09-13,5.13,,
1990-09-14,5.16,,
1990-09-17,5.16,,
1990-09-18,5.38,,
1990-09-19,5.44,,
1990-09-20,5.59,,
1990-09-21,5.41,,
1990-09-24,5.31,,
1990-09-25,5.34,,
1990-09-26,5.22,,
1990-09-27,5.16,,
1990-09-28,5.13,,
1990-10-01,5.34,,
1990-10-02,5.47,,
1990-10-03,5.53,,
1990-10-04,5.72,,
1990-10-05,5.69,,
1990-10-08,5.63,,
1990-10-09,5.5,,
1990-10-10,5.41,,
1990-10-11,5.34,,
1990-10-12,5.22,,
1990-10-15,5.06,,
1990-10-16,4.91,,
1990-10-17,4.94,,
1990-10-18,5.13,,
1990-10-19,5.34,,
1990-10-22,5.41,,
1990-10-23,5.44,,
1990-10-24,5.41,,
1990-10-25,5.56,,
1990-10-26,5.47,,
1990-10-29,5.41,,
1990-10-30,5.53,,
1990-10-31,5.59,,
1990-11-01,5.69,,
1990-11-02,5.97,,
1990-11-05,6.0,,
1990-11-06,5.97,,
1990-11-07,5.94,,
1990-11-08,5.91,,
1990-11-09,5.94,,
1990-11-12,6.0,,
1990-11-13,5.91,,
1990-11-14,5.91,,
1990-11-15,5.91,,
1990-11-16,5.97,,
1990-11-19,6.19,,
1990-11-20,5.94,,
1990-11-21,5.91,,
1990-11-23,5.72,,
1990-11-26,5.81,,
1990-11-27,5.97,,
1990-11-28,6.03,,
1990-11-29,6.06,,
1990-11-30,6.06,,
1990-12-03,6.31,,
1990-12-04,6.19,,
1990-12-05,6.25,,
1990-12-06,6.25,,
1990-12-07,6.16,,
1990-12-10,6.28,,
1990-12-11,6.44,,
1990-12-12,6.53,,
1990-12-13,6.44,,
1990-12-14,6.28,,
1990-12-17,6.22,,
1990-12-18,6.22,,
1990-12-19,6.28,,
1990-12-20,6.28,,
1990-12-21,6.5,,
1990-12-24,6.44,,
1990-12-26,6.53,,
1990-12-27,6.75,,
1990-12-28,6.88,,
1990-12-31,6.84,,
1991-01-02,6.47,,
1991-01-03,6.25,,
1991-01-04,6.38,,
1991-01-07,6.34,,
1991-01-08,6.31,,
1991-01-09,6.25,,
1991-01-10,6.53,,
1991-01-11,6.66,,
1991-01-14,6.5,,
1991-01-15,6.5,,
1991-01-16,6.56,,
1991-01-17,6.72,,
1991-01-18,6.66,,
1991-01-21,6.75,,
1991-01-22,6.75,,
1991-01-23,6.81,,
1991-01-24,6.78,,
1991-01-25,6.84,,
1991-01-28,6.78,,
1991-01-29,6.72,,
1991-01-30,6.81,,
1991-01-31,6.97,,
1991-02-01,7.03,,
1991-02-04,7.22,,
1991-02-05,7.28,,
1991-02-06,7.5,,
1991-02-07,7.44,,
1991-02-08,7.41,,
1991-02-11,7.59,,
1991-02-12,7.66,,
1991-02-13,7.78,,
1991-02-14,7.72,,
1991-02-15,7.69,,
1991-02-19,7.59,,
1991-02-20,7.56,,
1991-02-21,7.44,,
1991-02-22,7.31,,
1991-02-25,7.34,,
1991-02-26,7.38,,
1991-02-27,7.38,,
1991-02-28,7.34,,
1991-03-01,7.38,,
1991-03-04,7.31,,
1991-03-05,7.38,,
1991-03-06,7.53,,
1991-03-07,7.63,,
1991-03-08,7.66,,
1991-03-11,7.72,,
1991-03-12,7.78,,
1991-03-13,7.84,,
1991-03-14,7.81,,
1991-03-15,7.75,,
1991-03-18,7.78,,
1991-03-19,7.69,,
1991-03-20,7.84,,
1991-03-21,7.81,,
1991-03-22,7.81,,
1991-03-25,7.81,,
1991-03-26,7.84,,
1991-03-27,7.84,,
1991-03-28,7.81,,
1991-04-01,7.72,,
1991-04-02,7.72,,
1991-04-03,7.56,,
1991-04-04,7.53,,
1991-04-05,7.53,,
1991-04-08,7.63,,
1991-04-09,7.41,,
1991-04-10,7.59,,
1991-04-11,7.75,,
1991-04-12,7.88,,
1991-04-15,7.59,,
1991-04-16,7.78,,
1991-04-17,7.81,,
1991-04-18,7.75,,
1991-04-19,7.75,,
1991-04-22,7.84,,
1991-04-23,7.84,,
1991-04-24,7.84,,
1991-04-25,7.84,,
1991-04-26,7.81,,
1991-04-29,7.78,,
1991-04-30,7.97,,
1991-05-01,7.91,,
1991-05-02,8.22,,
1991-05-03,8.19,,
1991-05-06,8.19,,
1991-05-07,8.25,,
1991-05-08,8.34,,
1991-05-09,8.38,,
1991-05-10,8.22,,
1991-05-13,8.28,,
1991-05-14,8.09,,
1991-05-15,7.81,,
1991-05-16,8.09,,
1991-05-17,8.25,,
1991-05-20,8.31,,
1991-05-21,8.19,,
1991-05-22,8.19,,
1991-05-23,8.0,,
1991-05-24,8.13,,
1991-05-28,8.28,,
1991-05-29,8.47,,
1991-05-30,8.56,,
1991-05-31,8.75,,
1991-06-03,8.59,,
1991-06-04,8.59,,
1991-06-05,8.56,,
1991-06-06,8.5,,
1991-06-07,8.22,,
1991-06-10,7.91,,
1991-06-11,7.81,,
1991-06-12,7.75,,
1991-06-13,7.84,,
1991-06-14,7.97,,
1991-06-17,8.0,,
1991-06-18,8.13,,
1991-06-19,7.97,,
1991-06-20,7.94,,
1991-06-21,7.91,,
1991-06-24,7.88,,
1991-06-25,7.84,,
1991-06-26,8.03,,
1991-06-27,8.09,,
1991-06-28,8.03,,
1991-07-01,8.16,,
1991-07-02,8.25,,
1991-07-03,8.03,,
1991-07-05,8.0,,
1991-07-08,7.84,,
1991-07-09,7.84,,
1991-07-10,7.84,,
1991-07-11,7.97,,
1991-07-12,7.84,,
1991-07-15,7.69,,
1991-07-16,7.69,,
1991-07-17,7.69,,
1991-07-18,7.59,,
1991-07-19,7.69,,
1991-07-22,7.66,,
1991-07-23,7.69,,
1991-07-24,7.94,,
1991-07-25,8.03,,
1991-07-26,8.25,,
1991-07-29,8.31,,
1991-07-30,8.28,,
1991-07-31,8.34,,
1991-08-01,8.31,,
1991-08-02,8.47,,
1991-08-05,8.41,,
1991-08-06,8.41,,
1991-08-07,8.34,,
1991-08-08,8.25,,
1991-08-09,8.22,,
1991-08-12,8.19,,
1991-08-13,8.22,,
1991-08-14,8.19,,
1991-08-15,8.22,,
1991-08-16,8.22,,
1991-08-19,8.13,,
1991-08-20,8.19,,
1991-08-21,8.38,,
1991-08-22,8.44,,
1991-08-23,8.47,,
1991-08-26,8.13,,
1991-08-27,8.13,,
1991-08-28,8.34,,
1991-08-29,8.44,,
1991-08-30,8.34,,
1991-09-03,8.31,,
1991-09-04,8.28,,
1991-09-05,8.31,,
1991-09-06,8.34,,
1991-09-09,8.47,,
1991-09-10,8.47,,
1991-09-11,8.53,,
1991-09-12,8.75,,
1991-09-13,8.53,,
1991-09-16,8.75,,
1991-09-17,8.72,,
1991-09-18,8.75,,
1991-09-19,8.69,,
1991-09-20,8.72,,
1991-09-23,8.75,,
1991-09-24,8.97,,
1991-09-25,8.84,,
1991-09-26,8.88,,
1991-09-27,8.63,,
1991-09-30,8.75,,
1991-10-01,8.69,,
1991-10-02,8.59,,
1991-10-03,8.5,,
1991-10-04,8.56,,
1991-10-07,8.56,,
1991-10-08,8.66,,
1991-10-09,8.53,,
1991-10-10,8.5,,
1991-10-11,8.66,,
1991-10-14,8.69,,
1991-10-15,8.78,,
1991-10-16,8.81,,
1991-10-17,8.84,,
1991-10-18,8.88,,
1991-10-21,9.03,,
1991-10-22,9.03,,
1991-10-23,9.06,,
1991-10-24,9.19,,
1991-10-25,9.28,,
1991-10-28,9.47,,
1991-10-29,9.25,,
1991-10-30,9.13,,
1991-10-31,9.22,,
1991-11-01,9.22,,
1991-11-04,9.09,,
1991-11-05,9.25,,
1991-11-06,9.22,,
1991-11-07,9.56,,
1991-11-08,9.63,,
1991-11-11,9.63,,
1991-11-12,9.69,,
1991-11-13,9.81,,
1991-11-14,9.88,,
1991-11-15,9.5,,
1991-11-18,9.34,,
1991-11-19,9.13,,
1991-11-20,9.13,,
1991-11-21,9.28,,
1991-11-22,9.0,,
1991-11-25,9.22,,
1991-11-26,9.38,,
1991-11-27,9.38,,
1991-11-29,9.22,,
1991-12-02,9.16,,
1991-12-03,9.28,,
1991-12-04,9.22,,
1991-12-05,9.22,,
1991-12-06,9.28,,
1991-12-09,9.16,,
1991-12-10,9.34,,
1991-12-11,9.25,,
1991-12-12,9.22,,
1991-12-13,9.16,,
1991-12-16,9.31,,
1991-12-17,9.44,,
1991-12-18,9.38,,
1991-12-19,9.28,,
1991-12-20,9.38,,
1991-12-23,9.31,,
1991-12-24,9.22,,
1991-12-26,9.31,,
1991-12-27,9.63,,
1991-12-30,9.97,,
1991-12-31,9.91,,
1992-01-02,9.78,,
1992-01-03,9.91,,
1992-01-06,9.78,,
1992-01-07,9.56,,
1992-01-08,9.56,,
1992-01-09,9.5,,
1992-01-10,9.53,,
1992-01-13,9.44,,
1992-01-14,9.44,,
1992-01-15,9.88,,
1992-01-16,9.88,,
1992-01-17,9.88,,
1992-01-20,9.5,,
1992-01-21,9.28,,
1992-01-22,9.38,,
1992-01-23,9.28,,
1992-01-24,9.28,,
1992-01-27,9.44,,
1992-01-28,9.41,,
1992-01-29,9.13,,
1992-01-30,9.06,,
1992-01-31,9.09,,
1992-02-03,9.03,,
1992-02-04,8.75,,
1992-02-05,8.91,,
1992-02-06,9.09,,
1992-02-07,9.16,,
1992-02-10,9.13,,
1992-02-11,9.19,,
1992-02-12,9.28,,
1992-02-13,9.13,,
1992-02-14,9.19,,
1992-02-18,9.09,,
1992-02-19,8.97,,
1992-02-20,8.94,,
1992-02-21,8.81,,
1992-02-24,8.78,,
1992-02-25,8.94,,
1992-02-26,9.06,,
1992-02-27,9.06,,
1992-02-28,9.06,,
1992-03-02,9.09,,
1992-03-03,9.34,,
1992-03-04,9.28,,
1992-03-05,9.28,,
1992-03-06,9.28,,
1992-03-09,9.31,,
1992-03-10,9.34,,
1992-03-11,9.22,,
1992-03-12,9.09,,
1992-03-13,9.31,,
1992-03-16,9.44,,
1992-03-17,9.22,,
1992-03-18,9.22,,
1992-03-19,9.31,,
1992-03-20,9.53,,
1992-03-23,9.38,,
1992-03-24,9.22,,
1992-03-25,9.16,,
1992-03-26,9.16,,
1992-03-27,9.0,,
1992-03-30,9.0,,
1992-03-31,9.09,,
1992-04-01,9.0,,
1992-04-02,8.91,,
1992-04-03,8.94,,
1992-04-06,8.84,,
1992-04-07,8.88,,
1992-04-08,8.5,,
1992-04-09,8.44,,
1992-04-10,8.5,,
1992-04-13,8.47,,
1992-04-14,8.59,,
1992-04-15,8.94,,
1992-04-16,9.13,,
1992-04-20,9.03,,
1992-04-21,9.09,,
1992-04-22,8.91,,
1992-04-23,8.72,,
1992-04-24,8.5,,
1992-04-27,8.59,,
1992-04-28,8.78,,
1992-04-29,9.0,,
1992-04-30,9.03,,
1992-05-01,8.94,,
1992-05-04,9.31,,
1992-05-05,9.13,,
1992-05-06,9.41,,
1992-05-07,9.53,,
1992-05-08,9.5,,
1992-05-11,9.34,,
1992-05-12,9.38,,
1992-05-13,9.41,,
1992-05-14,9.16,,
1992-05-15,9.09,,
1992-05-18,9.13,,
1992-05-19,9.16,,
1992-05-20,9.13,,
1992-05-21,8.94,,
1992-05-22,8.91,,
1992-05-26,8.72,,
1992-05-27,8.66,,
1992-05-28,8.94,,
1992-05-29,8.97,,
1992-06-01,8.78,,
1992-06-02,8.75,,
1992-06-03,8.66,,
1992-06-04,8.81,,
1992-06-05,8.81,,
1992-06-08,9.06,,
1992-06-09,9.19,,
1992-06-10,9.28,,
1992-06-11,9.28,,
1992-06-12,9.28,,
1992-06-15,9.13,,
1992-06-16,9.19,,
1992-06-17,9.13,,
1992-06-18,9.16,,
1992-06-19,9.28,,
1992-06-22,9.34,,
1992-06-23,9.34,,
1992-06-24,9.25,,
1992-06-25,9.19,,
1992-06-26,9.19,,
1992-06-29,9.5,,
1992-06-30,9.34,,
1992-07-01,9.59,,
1992-07-02,9.66,,
1992-07-06,9.94,,
1992-07-07,9.72,,
1992-07-08,9.75,,
1992-07-09,9.66,,
1992-07-10,9.78,,
1992-07-13,9.91,,
1992-07-14,9.84,,
1992-07-15,9.88,,
1992-07-16,9.97,,
1992-07-17,9.91,,
1992-07-20,9.84,,
1992-07-21,9.78,,
1992-07-22,9.69,,
1992-07-23,9.59,,
1992-07-24,9.59,,
1992-07-27,9.69,,
1992-07-28,9.59,,
1992-07-29,9.81,,
1992-07-30,9.78,,
1992-07-31,9.72,,
1992-08-03,9.78,,
1992-08-04,9.78,,
1992-08-05,9.78,,
1992-08-06,9.72,,
1992-08-07,9.53,,
1992-08-10,9.5,,
1992-08-11,9.44,,
1992-08-12,9.38,,
1992-08-13,9.31,,
1992-08-14,9.38,,
1992-08-17,9.47,,
1992-08-18,9.47,,
1992-08-19,9.44,,
1992-08-20,9.38,,
1992-08-21,9.38,,
1992-08-24,9.41,,
1992-08-25,9.19,,
1992-08-26,9.31,,
1992-08-27,9.19,,
1992-08-28,9.28,,
1992-08-31,9.13,,
1992-09-01,9.34,,
1992-09-02,9.38,,
1992-09-03,9.34,,
1992-09-04,9.22,,
1992-09-08,9.19,,
1992-09-09,9.22,,
1992-09-10,9.16,,
1992-09-11,8.97,,
1992-09-14,9.09,,
1992-09-15,8.97,,
1992-09-16,9.09,,
1992-09-17,8.94,,
1992-09-18,9.13,,
1992-09-21,9.06,,
1992-09-22,8.94,,
1992-09-23,8.78,,
1992-09-24,8.91,,
1992-09-25,9.0,,
1992-09-28,9.0,,
1992-09-29,8.91,,
1992-09-30,9.0,,
1992-10-01,8.97,,
1992-10-02,8.91,,
1992-10-05,8.81,,
1992-10-06,8.91,,
1992-10-07,8.97,,
1992-10-08,8.91,,
1992-10-09,8.72,,
1992-10-12,8.84,,
1992-10-13,8.97,,
1992-10-14,8.94,,
1992-10-15,9.0,,
1992-10-16,9.09,,
1992-10-19,9.25,,
1992-10-20,9.34,,
1992-10-21,9.28,,
1992-10-22,9.31,,
1992-10-23,9.38,,
1992-10-26,9.38,,
1992-10-27,9.31,,
1992-10-28,9.34,,
1992-10-29,9.38,,
1992-10-30,9.34,,
1992-11-02,9.53,,
1992-11-03,9.63,,
1992-11-04,9.47,,
1992-11-05,9.53,,
1992-11-06,9.63,,
1992-11-09,9.47,,
1992-11-10,9.53,,
1992-11-11,9.75,,
1992-11-12,9.75,,
1992-11-13,9.78,,
1992-11-16,9.78,,
1992-11-17,10.13,,
1992-11-18,10.25,,
1992-11-19,10.28,,
1992-11-20,10.38,,
1992-11-23,10.31,,
1992-11-24,10.38,,
1992-11-25,10.5,,
1992-11-27,10.53,,
1992-11-30,10.63,,
1992-12-01,10.81,,
1992-12-02,10.88,,
1992-12-03,10.78,,
1992-12-04,10.81,,
1992-12-07,10.69,,
1992-12-08,10.72,,
1992-12-09,10.88,,
1992-12-10,10.59,,
1992-12-11,10.44,,
1992-12-14,10.09,,
1992-12-15,10.38,,
1992-12-16,10.34,,
1992-12-17,10.56,,
1992-12-18,10.44,,
1992-12-21,10.72,,
1992-12-22,10.44,,
1992-12-23,10.69,,
1992-12-24,10.72,,
1992-12-28,10.75,,
1992-12-29,11.0,,
1992-12-30,11.13,,
1992-12-31,11.19,,
1993-01-04,11.06,,
1993-01-05,11.13,,
1993-01-06,11.16,,
1993-01-07,11.06,,
1993-01-08,11.0,,
1993-01-11,11.06,,
1993-01-12,10.59,,
1993-01-13,10.44,,
1993-01-14,11.0,,
1993-01-15,10.97,,
1993-01-18,10.94,,
1993-01-19,10.75,,
1993-01-20,10.5,,
1993-01-21,10.69,,
1993-01-22,10.72,,
1993-01-25,10.75,,
1993-01-26,10.72,,
1993-01-27,10.69,,
1993-01-28,10.69,,
1993-01-29,10.94,,
1993-02-01,10.97,,
1993-02-02,10.94,,
1993-02-03,10.75,,
1993-02-04,11.0,,
1993-02-05,11.03,,
1993-02-08,10.75,,
1993-02-09,10.75,,
1993-02-10,10.78,,
1993-02-11,10.91,,
1993-02-12,11.13,,
1993-02-16,10.94,,
1993-02-17,10.78,,
1993-02-18,10.69,,
1993-02-19,10.88,,
1993-02-22,10.97,,
1993-02-23,10.97,,
1993-02-24,10.84,,
1993-02-25,10.84,,
1993-02-26,10.91,,
1993-03-01,10.56,,
1993-03-02,10.88,,
1993-03-03,11.03,,
1993-03-04,10.88,,
1993-03-05,10.81,,
1993-03-08,11.09,,
1993-03-09,11.03,,
1993-03-10,11.09,,
1993-03-11,11.09,,
1993-03-12,11.13,,
1993-03-15,11.13,,
1993-03-16,11.22,,
1993-03-17,11.22,,
1993-03-18,11.28,,
1993-03-19,11.16,,
1993-03-22,11.38,,
1993-03-23,11.25,,
1993-03-24,11.25,,
1993-03-25,11.31,,
1993-03-26,11.34,,
1993-03-29,11.59,,
1993-03-30,11.66,,
1993-03-31,11.81,,
1993-04-01,11.94,,
1993-04-02,11.84,,
1993-04-05,11.66,,
1993-04-06,11.72,,
1993-04-07,11.78,,
1993-04-08,11.69,,
1993-04-12,11.69,,
1993-04-13,11.69,,
1993-04-14,11.78,,
1993-04-15,11.78,,
1993-04-16,12.0,,
1993-04-19,12.13,,
1993-04-20,12.09,,
1993-04-21,11.94,,
1993-04-22,12.13,,
1993-04-23,12.06,,
1993-04-26,12.28,,
1993-04-27,12.38,,
1993-04-28,12.09,,
1993-04-29,12.0,,
1993-04-30,11.75,,
1993-05-03,11.88,,
1993-05-04,12.09,,
1993-05-05,11.97,,
1993-05-06,11.91,,
1993-05-07,12.13,,
1993-05-10,12.28,,
1993-05-11,12.22,,
1993-05-12,12.31,,
1993-05-13,12.22,,
1993-05-14,12.28,,
1993-05-17,12.22,,
1993-05-18,12.19,,
1993-05-19,12.47,,
1993-05-20,12.47,,
1993-05-21,12.41,,
1993-05-24,12.47,,
1993-05-25,12.47,,
1993-05-26,12.72,,
1993-05-27,12.91,,
1993-05-28,13.06,,
1993-06-01,13.31,,
1993-06-02,13.66,,
1993-06-03,13.5,,
1993-06-04,13.5,,
1993-06-07,12.88,,
1993-06-08,12.69,,
1993-06-09,12.97,,
1993-06-10,12.75,,
1993-06-11,12.81,,
1993-06-14,12.81,,
1993-06-15,12.97,,
1993-06-16,13.31,,
1993-06-17,13.09,,
1993-06-18,13.03,,
1993-06-21,13.41,,
1993-06-22,13.59,,
1993-06-23,13.44,,
1993-06-24,13.72,,
1993-06-25,13.81,,
1993-06-28,13.72,,
1993-06-29,13.81,,
1993-06-30,14.03,,
1993-07-01,13.81,,
1993-07-02,13.69,,
1993-07-06,13.69,,
1993-07-07,13.56,,
1993-07-08,13.44,,
1993-07-09,13.38,,
1993-07-12,13.34,,
1993-07-13,13.0,,
1993-07-14,12.94,,
1993-07-15,13.31,,
1993-07-16,13.38,,
1993-07-19,13.28,,
1993-07-20,13.31,,
1993-07-21,13.13,,
1993-07-22,13.47,,
1993-07-23,13.38,,
1993-07-26,13.16,,
1993-07-27,13.03,,
1993-07-28,12.91,,
1993-07-29,13.09,,
1993-07-30,13.22,,
1993-08-02,13.53,,
1993-08-03,13.63,,
1993-08-04,13.69,,
1993-08-05,13.91,,
1993-08-06,14.16,,
1993-08-09,14.13,,
1993-08-10,13.91,,
1993-08-11,13.94,,
1993-08-12,14.0,,
1993-08-13,14.19,,
1993-08-16,14.59,,
1993-08-17,14.47,,
1993-08-18,14.38,,
1993-08-19,14.5,,
1993-08-20,14.34,,
1993-08-23,14.25,,
1993-08-24,14.38,,
1993-08-25,14.38,,
1993-08-26,14.44,,
1993-08-27,14.25,,
1993-08-30,14.38,,
1993-08-31,14.28,,
1993-09-01,14.5,,
1993-09-02,14.53,,
1993-09-03,14.41,,
1993-09-07,14.25,,
1993-09-08,14.25,,
1993-09-09,14.19,,
1993-09-10,14.16,,
1993-09-13,14.19,,
1993-09-14,13.91,,
1993-09-15,13.78,,
1993-09-16,14.09,,
1993-09-17,14.31,,
1993-09-20,14.22,,
1993-09-21,14.31,,
1993-09-22,14.41,,
1993-09-23,14.56,,
1993-09-24,14.47,,
1993-09-27,14.25,,
1993-09-28,14.38,,
1993-09-29,14.5,,
1993-09-30,14.53,,
1993-10-01,14.31,,
1993-10-04,14.41,,
1993-10-05,14.34,,
1993-10-06,14.19,,
1993-10-07,14.25,,
1993-10-08,14.13,,
1993-10-11,14.31,,
1993-10-12,14.16,,
1993-10-13,14.03,,
1993-10-14,14.0,,
1993-10-15,13.97,,
1993-10-18,13.75,,
1993-10-19,13.63,,
1993-10-20,13.81,,
1993-10-21,13.88,,
1993-10-22,13.84,,
1993-10-25,14.03,,
1993-10-26,14.0,,
1993-10-27,14.25,,
1993-10-28,14.09,,
1993-10-29,13.97,,
1993-11-01,13.91,,
1993-11-02,13.88,,
1993-11-03,13.69,,
1993-11-04,13.44,,
1993-11-05,13.28,,
1993-11-08,13.41,,
1993-11-09,13.66,,
1993-11-10,13.97,,
1993-11-11,14.0,,
1993-11-12,13.94,,
1993-11-15,14.03,,
1993-11-16,14.0,,
1993-11-17,13.94,,
1993-11-18,13.81,,
1993-11-19,13.94,,
1993-11-22,14.09,,
1993-11-23,13.94,,
1993-11-24,13.81,,
1993-11-26,13.69,,
1993-11-29,13.53,,
1993-11-30,13.78,,
1993-12-01,13.78,,
1993-12-02,13.84,,
1993-12-03,13.75,,
1993-12-06,13.53,,
1993-12-07,13.47,,
1993-12-08,13.53,,
1993-12-09,13.59,,
1993-12-10,13.75,,
1993-12-13,13.97,,
1993-12-14,14.0,,
1993-12-15,14.22,,
