date,RF,dcf,Deviation
2007-08-01,30.61,34.41683802829529,-0.11060975517755445
2007-08-02,30.56,32.94683802829529,-0.0724451319500049
2007-08-03,29.09,34.49683802829529,-0.15673430776062558
2007-08-06,30.64,34.93683802829529,-0.1229887497207185
2007-08-07,31.08,35.54683802829529,-0.12566062907591635
2007-08-08,31.69,33.94683802829529,-0.06648153876405727
2007-08-09,30.09,34.54683802829529,-0.1290085658387884
2007-08-10,30.69,34.27683802829529,-0.10464320032479013
2007-08-13,30.42,33.36683802829529,-0.08831637045728913
2007-08-14,29.51,32.93683802829529,-0.10404271428093281
2007-08-15,29.08,34.38683802829529,-0.15432759545755692
2007-08-16,30.53,35.91683802829529,-0.14998085366121416
2007-08-17,32.06,36.176838028295286,-0.11379761893715945
2007-08-20,32.32,36.30683802829529,-0.10980956328910263
2007-08-21,32.45,36.65683802829529,-0.11476270880341732
2007-08-22,32.8,36.45683802829529,-0.10030595701846401
2007-08-23,32.6,36.53683802829529,-0.10774982841280567
2007-08-24,32.68,35.85683802829529,-0.08859782967445129
2007-08-27,32.0,34.73683802829529,-0.07878777066772646
2007-08-28,30.88,35.29683802829529,-0.12513409911546713
2007-08-29,31.44,35.15683802829529,-0.10572162449034428
2007-08-30,31.3,35.15683802829529,-0.10970378010648141
2007-08-31,31.3,35.13683802829529,-0.1091970206654772
2007-09-04,31.28,34.55683802829529,-0.09482459088450734
2007-09-05,30.7,34.676838028295286,-0.11468283310751415
2007-09-06,30.82,34.27683802829529,-0.10085055177614954
2007-09-07,30.42,34.11683802829529,-0.10835816687435285
2007-09-10,30.26,34.676838028295286,-0.12737141790988193
2007-09-11,30.82,34.65683802829529,-0.1107094082028699
2007-09-12,30.8,34.71683802829529,-0.11282243000076642
2007-09-13,30.86,34.61683802829529,-0.1085263196258569
2007-09-14,30.76,34.66683802829529,-0.11269669374248958
2007-09-17,30.81,35.99683802829529,-0.1440914900419359
2007-09-18,32.14,35.94683802829529,-0.10590188837468162
2007-09-19,32.09,35.24683802829529,-0.08956372273056246
2007-09-20,31.39,34.36683802829529,-0.08661949132021884
2007-09-21,30.51,33.91683802829529,-0.10044680537298656
2007-09-24,30.06,33.33683802829529,-0.09829480604951224
2007-09-25,29.48,33.426838028295286,-0.11807392685345675
2007-09-26,29.57,33.77683802829529,-0.12454801200666465
2007-09-27,29.92,33.33683802829529,-0.10249436450437144
2007-09-28,29.48,34.34178341252555,-0.1415704989494606
2007-10-01,30.3,34.601783412525556,-0.12432259231379228
2007-10-02,30.56,34.751783412525555,-0.12062067039168745
2007-10-03,30.71,34.781783412525556,-0.11706655073526884
2007-10-04,30.74,35.05178341252555,-0.12301181260251548
2007-10-05,31.01,34.83178341252555,-0.10972115229538415
2007-10-08,30.79,35.01178341252555,-0.12058178707386835
2007-10-09,30.97,34.30178341252555,-0.09713149233252194
2007-10-10,30.26,33.94178341252555,-0.10847348142487001
2007-10-11,29.9,33.601783412525556,-0.11016627799421097
2007-10-12,29.56,33.171783412525556,-0.10888119482782344
2007-10-15,29.13,32.571783412525555,-0.10566763781199684
2007-10-16,28.53,32.101783412525556,-0.11126432966748845
2007-10-17,28.06,30.981783412525555,-0.09430649532409796
2007-10-18,26.94,30.441783412525552,-0.11503213741034335
2007-10-19,26.4,30.701783412525554,-0.14011509868089733
2007-10-22,26.66,30.701783412525554,-0.1316465352588152
2007-10-23,26.66,30.341783412525555,-0.12134367194136841
2007-10-24,26.3,30.491783412525553,-0.13747255632163624
2007-10-25,26.45,31.061783412525553,-0.14847130157587374
2007-10-26,27.02,31.031783412525556,-0.12927982124631143
2007-10-29,26.99,30.981783412525555,-0.12884291905906642
2007-10-30,26.94,31.161783412525555,-0.13547951850626738
2007-10-31,27.12,29.881783412525554,-0.09242364735726905
2007-11-01,25.84,29.281783412525556,-0.11754008845831776
2007-11-02,25.24,29.101783412525553,-0.13269920120646017
2007-11-05,25.06,29.531783412525556,-0.1514227349584618
2007-11-06,25.49,27.971783412525554,-0.08872453271657432
2007-11-07,23.93,28.671783412525553,-0.16538153013718915
2007-11-08,24.63,29.071783412525555,-0.1527867537225741
2007-11-09,25.03,29.261783412525553,-0.1446180963363337
2007-11-12,25.22,30.531783412525556,-0.17397553692675605
2007-11-13,26.49,29.561783412525553,-0.10391062574472476
2007-11-14,25.52,28.721783412525554,-0.11147578708950423
2007-11-15,24.68,28.361783412525554,-0.12981494707062569
2007-11-16,24.32,27.811783412525553,-0.1255505035665193
2007-11-19,23.77,27.601783412525553,-0.1388237620467201
2007-11-20,23.56,27.561783412525553,-0.1451931956880167
2007-11-21,23.52,28.261783412525553,-0.16778075690807281
2007-11-23,24.22,27.051783412525555,-0.1046801007291216
2007-11-26,23.01,28.611783412525554,-0.19578588764492133
2007-11-27,24.57,29.931783412525554,-0.17913344282325017
2007-11-28,25.89,29.461783412525556,-0.12123446033504637
2007-11-29,25.42,30.471783412525554,-0.16578561694715233
2007-11-30,26.43,30.011783412525553,-0.11934590368364051
2007-12-03,25.97,29.641783412525555,-0.12387187914523368
2007-12-04,25.6,30.481783412525555,-0.16015412702261822
2007-12-05,26.44,30.911783412525555,-0.1446627440690974
2007-12-06,26.87,30.481783412525555,-0.11848989816788091
2007-12-07,26.44,31.381783412525554,-0.1574729946849711
2007-12-10,27.34,29.481783412525555,-0.07264768832185375
2007-12-11,25.44,28.691783412525552,-0.1133350048608679
2007-12-12,24.65,28.471783412525554,-0.13423055932787975
2007-12-13,24.43,28.041783412525554,-0.1288000609444926
2007-12-14,24.0,27.931783412525554,-0.14076377990108613
2007-12-17,23.89,28.111783412525554,-0.15017842698106754
2007-12-18,24.07,27.751783412525555,-0.13266835351791517
2007-12-19,23.71,27.791783412525554,-0.14687015050232155
2007-12-20,23.75,28.441783412525552,-0.1649609430068062
2007-12-21,24.4,28.801783412525555,-0.1528302379571146
2007-12-24,24.76,28.521783412525554,-0.13189159170437914
2007-12-26,24.48,28.131783412525554,-0.12980987941559408
2007-12-27,24.09,27.631783412525554,-0.12817787978607476
2007-12-28,23.59,27.691783412525552,-0.14812276087174048
2007-12-31,23.65,23.280001403030266,0.01589340956489682
2008-01-02,23.28,23.280001403030266,-6.026761945054915e-08
2008-01-03,23.28,20.800001403030265,0.11923069373487816
2008-01-04,20.8,20.850001403030266,-0.0023981486650163086
2008-01-07,20.85,19.500001403030264,0.06923069229933243
2008-01-08,19.5,19.580001403030266,-0.004085873202127832
2008-01-09,19.58,20.060001403030263,-0.0239282836220418
2008-01-10,20.06,20.470001403030263,-0.020029378355077676
2008-01-11,20.47,20.410001403030265,0.0029396664794363314
2008-01-14,20.41,20.340001403030264,0.0034414253756791524
2008-01-15,20.34,21.160001403030265,-0.0387524266852286
2008-01-16,21.16,19.570001403030265,0.0812467288185037
2008-01-17,19.57,19.190001403030266,0.01980190563767903
2008-01-18,19.19,20.130001403030263,-0.04669653936977669
2008-01-22,20.13,21.840001403030264,-0.078296762508129
2008-01-23,21.84,22.470001403030263,-0.028037443867061862
2008-01-24,22.47,22.790001403030264,-0.014041306859582492
2008-01-25,22.79,23.790001403030264,-0.04203452476059499
2008-01-28,23.79,24.930001403030264,-0.045728092213091376
2008-01-29,24.93,24.340001403030264,0.0242398752243409
2008-01-30,24.34,25.170001403030266,-0.03297581870338473
2008-01-31,25.17,25.730001403030265,-0.02176453060606176
2008-02-01,25.73,25.100001403030266,0.025099544293000653
2008-02-04,25.1,24.240001403030266,0.03547848792047614
2008-02-05,24.24,23.690001403030266,0.023216486466707487
2008-02-06,23.69,24.200001403030264,-0.021074436919925166
2008-02-07,24.2,23.210001403030265,0.04265396540822608
2008-02-08,23.21,23.010001403030266,0.008691811593866117
2008-02-11,23.01,23.710001403030265,-0.029523465272372373
2008-02-12,23.71,23.590001403030264,0.0050868414511549
2008-02-13,23.59,22.820001403030265,0.033742267731301956
2008-02-14,22.82,22.930001403030264,-0.00479726979064754
2008-02-15,22.93,22.510001403030266,0.018658310563818725
2008-02-19,22.51,23.230001403030265,-0.030994462313564175
2008-02-20,23.23,22.480001403030265,0.033362924829205554
2008-02-21,22.48,23.110001403030264,-0.027260985061976495
2008-02-22,23.11,23.110001403030264,-6.0710955374077e-08
2008-02-25,23.11,23.190001403030266,-0.0034498231216066877
2008-02-26,23.19,23.220001403030263,-0.0012920500093659415
2008-02-27,23.22,21.940001403030266,0.058340862129249604
2008-02-28,21.94,21.200001403030264,0.03490559188661013
2008-02-29,21.2,20.590001403030264,0.02962596189429889
2008-03-03,20.59,20.810001403030263,-0.010571907169512618
2008-03-04,20.81,20.940001403030266,-0.006208280531034505
2008-03-05,20.94,19.970001403030263,0.04857278561946177
2008-03-06,19.97,20.360001403030264,-0.019155273877938916
2008-03-07,20.36,19.960001403030265,0.02004000845956888
2008-03-10,19.96,21.920001403030266,-0.08941611667777127
2008-03-11,21.92,21.370001403030265,0.025736947162378065
2008-03-12,21.37,21.510001403030266,-0.00650866545320361
2008-03-13,21.51,20.250001403030264,0.06222214862568798
2008-03-14,20.25,19.500001403030264,0.03846146374395576
2008-03-17,19.5,20.010001403030266,-0.025487324701188308
2008-03-18,20.01,20.400001403030263,-0.019117714519976903
2008-03-19,20.4,21.720001403030263,-0.06077354133347823
2008-03-20,21.72,22.140001403030265,-0.018970251870570443
2008-03-24,22.14,22.100001403030266,0.0018098911506969628
2008-03-25,22.1,21.180001403030264,0.04343713578971298
2008-03-26,21.18,20.570001403030265,0.029654766911191066
2008-03-27,20.57,19.650001403030263,0.046819263678417045
2008-03-28,19.65,19.750001403030264,-0.005063361819048873
2008-03-31,19.75,25.85131234652389,-0.23601557494408232
2008-04-01,21.45,26.111312346523892,-0.17851696937570571
2008-04-02,21.71,26.211312346523894,-0.17173166635133585
2008-04-03,21.81,25.31131234652389,-0.13832994111839259
2008-04-04,20.91,25.551312346523893,-0.181646730452783
2008-04-07,21.15,24.92131234652389,-0.15132880219487832
2008-04-08,20.52,24.58131234652389,-0.16521950859544776
2008-04-09,20.18,24.361312346523892,-0.1716374014276174
2008-04-10,19.96,24.17131234652389,-0.17422770787741382
2008-04-11,19.77,22.961312346523894,-0.13898649599647228
2008-04-14,18.56,24.521312346523892,-0.243107394183532
2008-04-15,20.12,24.701312346523892,-0.18546837845109876
2008-04-16,20.3,26.091312346523893,-0.22196324468498652
2008-04-17,21.69,26.001312346523893,-0.16581133633050138
2008-04-18,21.6,25.391312346523893,-0.1493153364734583
2008-04-21,20.99,25.22131234652389,-0.16776733456167958
2008-04-22,20.82,24.83131234652389,-0.16154250289092875
2008-04-23,20.43,26.26131234652389,-0.2220495407685047
2008-04-24,21.86,26.621312346523894,-0.17885340454095255
2008-04-25,22.22,26.681312346523892,-0.16720738052845907
2008-04-28,22.28,26.751312346523893,-0.16714366340628894
2008-04-29,22.35,26.321312346523893,-0.15087820448467726
2008-04-30,21.92,27.44131234652389,-0.20120438398870155
2008-05-01,23.04,27.871312346523894,-0.1733435543492251
2008-05-02,23.47,27.291312346523892,-0.14001936946101512
2008-05-05,22.89,27.26131234652389,-0.16034856616436077
2008-05-06,22.86,26.31131234652389,-0.13117218560099153
2008-05-07,21.91,25.861312346523892,-0.15278854737064418
2008-05-08,21.46,25.571312346523893,-0.16077830855180086
2008-05-09,21.17,26.141312346523893,-0.19017072596146634
2008-05-12,21.74,25.83131234652389,-0.15838577195147652
2008-05-13,21.43,25.571312346523893,-0.1619514982416166
2008-05-14,21.17,25.72131234652389,-0.17694712793839917
2008-05-15,21.32,24.571312346523893,-0.1323214772036324
2008-05-16,20.17,24.111312346523892,-0.16346320307580053
2008-05-19,19.71,24.13131234652389,-0.18321889348719067
2008-05-20,19.73,23.301312346523893,-0.1532665754363257
2008-05-21,18.9,23.541312346523892,-0.1971560581757129
2008-05-22,19.14,23.06131234652389,-0.1700385601478991
2008-05-23,18.66,23.44131234652389,-0.20396948241820223
2008-05-27,19.04,22.481312346523893,-0.15307435319966967
2008-05-28,18.08,22.97131234652389,-0.21293134117625045
2008-05-29,18.57,22.22131234652389,-0.1643157834057929
2008-05-30,17.82,21.69131234652389,-0.1784729427467897
2008-06-02,17.29,21.08131234652389,-0.1798423306957474
2008-06-03,16.68,20.83131234652389,-0.19928232448670558
2008-06-04,16.43,20.94131234652389,-0.21542643898689262
2008-06-05,16.54,19.85131234652389,-0.1668057148425115
2008-06-06,15.45,18.74131234652389,-0.1756180296058274
2008-06-09,14.34,18.801312346523893,-0.23728728422240852
2008-06-10,14.4,18.091312346523893,-0.2040378429060261
2008-06-11,13.69,17.891312346523893,-0.23482415739839047
2008-06-12,13.49,17.681312346523892,-0.23704758246340774
2008-06-13,13.28,18.15131234652389,-0.2683724599922266
2008-06-16,13.75,17.13131234652389,-0.19737614247690682
2008-06-17,12.73,15.801312346523892,-0.1943707129616702
2008-06-18,11.4,15.581312346523893,-0.2683543114682969
2008-06-19,11.18,15.621312346523892,-0.2843110903874979
2008-06-20,11.22,15.271312346523892,-0.2652890763147847
2008-06-23,10.87,15.761312346523892,-0.3103366165827338
2008-06-24,11.36,15.981312346523891,-0.2891697656812945
2008-06-25,11.58,15.541312346523892,-0.25488917912456177
2008-06-26,11.14,15.181312346523892,-0.26620309590357927
2008-06-27,10.78,15.311312346523891,-0.2959453927900981
2008-06-30,10.91,16.13132139372682,-0.3236759882397048
2008-07-01,11.59,15.131321393726822,-0.23403913654196729
2008-07-02,10.59,14.85132139372682,-0.286932137602705
2008-07-03,10.31,14.18132139372682,-0.2729873533110475
2008-07-07,9.64,15.491321393726821,-0.3777160930956026
2008-07-08,10.95,14.141321393726821,-0.2256734929412263
2008-07-09,9.6,14.02132139372682,-0.31532843942261624
2008-07-10,9.48,13.081321393726821,-0.2753025696206687
2008-07-11,8.54,11.67132139372682,-0.26829193439997845
2008-07-14,7.13,11.42132139372682,-0.3757289761659134
2008-07-15,6.88,12.551321393726822,-0.45185054352614706
2008-07-16,8.01,14.331321393726821,-0.44108433689121107
2008-07-17,9.79,14.651321393726821,-0.33180088424026166
2008-07-18,10.11,14.94132139372682,-0.3233530198845246
2008-07-21,10.4,15.94132139372682,-0.3476074069937153
2008-07-22,11.4,16.341321393726822,-0.3023819968208763
2008-07-23,11.8,14.701321393726822,-0.19735106226334453
2008-07-24,10.16,13.621321393726822,-0.25411054432067814
2008-07-25,9.08,13.221321393726821,-0.3132305213979423
2008-07-28,8.68,14.061321393726821,-0.3827038187269932
2008-07-29,9.52,14.281321393726822,-0.33339501734190147
2008-07-30,9.74,14.02132139372682,-0.3053436458308627
2008-07-31,9.48,14.071321393726821,-0.3262892847983482
2008-08-01,9.53,13.93132139372682,-0.31592993007172354
2008-08-04,9.39,14.471321393726821,-0.35113043622467843
2008-08-05,9.93,14.68132139372682,-0.32363036448183824
2008-08-06,10.14,14.01132139372682,-0.27629952128998314
2008-08-07,9.47,14.18132139372682,-0.33222019746417264
2008-08-08,9.64,14.52132139372682,-0.33614856812104854
2008-08-11,9.98,13.60132139372682,-0.2662477629119947
2008-08-12,9.06,12.901321393726821,-0.29774635298944163
2008-08-13,8.36,13.42132139372682,-0.3771105128361283
2008-08-14,8.88,13.641321393726821,-0.34903667000444616
2008-08-15,9.1,12.991321393726821,-0.29953237825413526
2008-08-18,8.45,12.831321393726821,-0.34145519851671946
2008-08-19,8.29,13.09132139372682,-0.36675605535339983
2008-08-20,8.55,12.69132139372682,-0.3263112851096679
2008-08-21,8.15,13.02132139372682,-0.3741034605039115
2008-08-22,8.48,12.721321393726821,-0.33340258157602365
2008-08-25,8.18,12.901321393726821,-0.3659564202487453
2008-08-26,8.36,13.01132139372682,-0.3574826301630958
2008-08-27,8.47,13.461321393726822,-0.3707898539628399
2008-08-28,8.92,13.811321393726821,-0.3541530353459508
2008-08-29,9.27,15.59132139372682,-0.4054384637513925
2008-09-02,11.05,15.541321393726822,-0.2889922471804567
2008-09-03,11.0,15.041321393726822,-0.26868127393463626
2008-09-04,10.5,15.631321393726822,-0.32827176055545304
2008-09-05,11.09,16.78132139372682,-0.3391462007189938
2008-09-08,12.24,16.091321393726822,-0.23934152450825164
2008-09-09,11.55,15.781321393726822,-0.26812212286664405
2008-09-10,11.24,15.661321393726821,-0.2823083239641446
2008-09-11,11.12,16.23132139372682,-0.3149048231958659
2008-09-12,11.69,15.661321393726821,-0.25357511629367
2008-09-15,11.12,16.28132139372682,-0.3170087530926988
2008-09-16,11.74,15.411321393726821,-0.2382223626340848
2008-09-17,10.87,19.14132139372682,-0.43211862042280835
2008-09-18,14.6,24.341321393726822,-0.400196901234677
2008-09-19,19.8,20.14132139372682,-0.01694632576754007
2008-09-22,15.6,18.26132139372682,-0.1457354227740083
2008-09-23,13.72,17.56132139372682,-0.2187376056507343
2008-09-24,13.02,18.39132139372682,-0.2920573937421891
2008-09-25,13.85,18.54132139372682,-0.2530197980017789
2008-09-26,14.0,12.791321393726822,0.09449208327029801
2008-09-29,8.25,14.141321393726821,-0.41660331659955396
2008-09-30,9.6,14.7399484795283,-0.3487087140546631
2008-10-01,10.45,16.1399484795283,-0.35253820585272355
2008-10-02,11.85,17.8099484795283,-0.3346415339931489
2008-10-03,13.52,16.419948479528298,-0.17661130198696007
2008-10-06,12.13,14.9299484795283,-0.18753905838104812
2008-10-07,10.64,14.039948479528299,-0.24216246124305763
2008-10-08,9.75,11.889948479528298,-0.1799796259178741
2008-10-09,7.6,13.4299484795283,-0.43410058410984054
2008-10-10,9.14,13.129948479528299,-0.3038815030957105
2008-10-13,8.84,15.6599484795283,-0.43550261282428726
2008-10-14,11.37,15.959948479528299,-0.28759168523731704
2008-10-15,11.67,15.7499484795283,-0.2590451952799335
2008-10-16,11.46,15.059948479528298,-0.23904122145051676
2008-10-17,10.77,14.9299484795283,-0.278631134275671
2008-10-20,10.64,15.5799484795283,-0.31707091239866936
2008-10-21,11.29,15.0199484795283,-0.24833297428497159
2008-10-22,10.73,14.0799484795283,-0.23792334783035562
2008-10-23,9.79,13.229948479528298,-0.2600122354861164
2008-10-24,8.94,14.2399484795283,-0.3721887398081276
2008-10-27,9.95,15.889948479528298,-0.3738179823037808
2008-10-28,11.6,15.649948479528298,-0.2587835023754894
2008-10-29,11.36,15.139948479528298,-0.2496671956737112
2008-10-30,10.85,15.379948479528299,-0.2945359983200173
2008-10-31,11.09,16.0599484795283,-0.30946229285003735
2008-11-03,11.77,16.7999484795283,-0.2994026133864387
2008-11-04,12.51,15.779948479528299,-0.20722174624147094
2008-11-05,11.49,14.9199484795283,-0.22989010211627348
2008-11-06,10.63,15.2499484795283,-0.30294846475908876
2008-11-07,10.96,14.969948479528298,-0.2678665517795189
2008-11-10,10.68,14.609948479528299,-0.2689912620181384
2008-11-11,10.32,13.9299484795283,-0.25915016734150476
2008-11-12,9.64,14.7699484795283,-0.3473233834660019
2008-11-13,10.48,13.959948479528299,-0.24928089703421918
2008-11-14,9.67,13.3499484795283,-0.27565263530202966
2008-11-17,9.06,13.879948479528299,-0.3472598249652942
2008-11-18,9.59,13.0099484795283,-0.26287179268309413
2008-11-19,8.72,11.949948479528299,-0.27028974100278247
2008-11-20,7.66,12.2399484795283,-0.3741803723429399
2008-11-21,7.95,13.6699484795283,-0.418432336310142
2008-11-24,9.38,13.699948479528299,-0.3153258923552563
2008-11-25,9.41,14.289948479528299,-0.3414951765934836
2008-11-26,10.0,14.479948479528298,-0.3093898079721785
2008-11-28,10.19,12.7599484795283,-0.2014074338663242
2008-12-01,8.47,13.539948479528299,-0.3744437053947286
2008-12-02,9.25,14.229948479528298,-0.3499625094702645
2008-12-03,9.94,13.9999484795283,-0.28999738716646273
2008-12-04,9.71,13.8499484795283,-0.2989143595478051
2008-12-05,9.56,14.2699484795283,-0.33006065062429635
2008-12-08,9.98,13.399948479528298,-0.2552210170623497
2008-12-09,9.11,13.2599484795283,-0.3129686729880814
2008-12-10,8.97,12.5899484795283,-0.2875268699800053
2008-12-11,8.3,13.149948479528298,-0.36881881986675813
2008-12-12,8.86,12.549948479528299,-0.2940210061855959
2008-12-15,8.26,12.9899484795283,-0.36412372897263845
2008-12-16,8.7,13.059948479528298,-0.3338411699221169
2008-12-17,8.77,12.649948479528298,-0.30671654400864223
2008-12-18,8.36,12.359948479528299,-0.32362177610638
2008-12-19,8.07,12.4899484795283,-0.3538804412822706
2008-12-22,8.2,12.4099484795283,-0.33923980316865265
2008-12-23,8.12,12.539948479528299,-0.352469428940952
2008-12-24,8.25,12.529948479528299,-0.3415775002204495
2008-12-26,8.24,12.229948479528298,-0.3262440954847087
2008-12-29,7.94,12.1799484795283,-0.34810890100682124
2008-12-30,7.89,12.2499484795283,-0.35591565848742124
2008-12-31,7.96,12.412154810842543,-0.35869314222163884
2009-01-02,8.61,12.522154810842544,-0.3124186587643152
2009-01-05,8.72,12.632154810842543,-0.3096981369706321
2009-01-06,8.83,11.712154810842543,-0.24608236975952402
2009-01-07,7.91,11.592154810842542,-0.3176419631144415
2009-01-08,7.79,10.972154810842543,-0.2900209544708555
2009-01-09,7.17,10.822154810842543,-0.3374702057656307
2009-01-12,7.02,11.012154810842544,-0.36252258340137733
2009-01-13,7.21,10.652154810842543,-0.323141643354532
2009-01-14,6.85,9.902154810842543,-0.3082313768211876
2009-01-15,6.1,9.872154810842543,-0.3821004515346136
2009-01-16,6.07,8.402154810842543,-0.27756627476478035
2009-01-20,4.6,8.752154810842542,-0.4744151469645711
2009-01-21,4.95,8.052154810842543,-0.38525772091035426
2009-01-22,4.25,8.462154810842543,-0.4977638562515445
2009-01-23,4.66,7.902154810842543,-0.41028743278908986
2009-01-26,4.1,7.882154810842543,-0.4798376715006768
2009-01-27,4.08,8.362154810842544,-0.5120874831556829
2009-01-28,4.56,7.942154810842543,-0.42584851232379184
2009-01-29,4.14,7.262154810842543,-0.429921268847244
2009-01-30,3.46,6.722154810842543,-0.48528409455563704
2009-02-02,2.92,6.4121548108425435,-0.5446148625322541
2009-02-03,2.61,6.302154810842543,-0.5858559368440736
2009-02-04,2.5,6.632154810842543,-0.6230486061765494
2009-02-05,2.83,8.002154810842542,-0.6463452573842381
2009-02-06,4.2,8.442154810842544,-0.5024966854900839
2009-02-09,4.64,7.042154810842543,-0.3411107644415933
2009-02-10,3.24,7.482154810842543,-0.5669696655694894
2009-02-11,3.68,7.372154810842543,-0.5008243730058861
2009-02-12,3.57,7.182154810842543,-0.5029346910469616
2009-02-13,3.38,6.892154810842543,-0.5095873362155651
2009-02-17,3.09,6.792154810842543,-0.5450633729567929
2009-02-18,2.99,6.442154810842543,-0.5358695828036224
2009-02-19,2.64,6.642154810842543,-0.602538622603239
2009-02-20,2.84,6.4921548108425435,-0.5625489405679425
2009-02-23,2.69,7.092154810842543,-0.620707659132383
2009-02-24,3.29,7.562154810842543,-0.5649388193848094
2009-02-25,3.76,7.7421548108425435,-0.5143470917509572
2009-02-26,3.94,7.222154810842543,-0.4544564464216524
2009-02-27,3.42,7.372154810842543,-0.5360922162174268
2009-03-02,3.57,7.232154810842543,-0.5063711862683293
2009-03-03,3.43,7.322154810842543,-0.5315586615403289
2009-03-04,3.52,6.902154810842543,-0.4900143366140588
2009-03-05,3.1,6.7421548108425435,-0.5402063454528414
2009-03-06,2.94,7.072154810842543,-0.5842851183782638
2009-03-09,3.27,7.542154810842543,-0.5664369027139202
2009-03-10,3.74,7.332154810842543,-0.48991802594383105
2009-03-11,3.53,7.562154810842543,-0.5332018335648563
2009-03-12,3.76,7.692154810842543,-0.5111902851070991
2009-03-13,3.89,7.652154810842543,-0.4916464582645198
2009-03-16,3.85,7.892154810842543,-0.512173786212262
2009-03-17,4.09,8.752154810842542,-0.5326865111054556
2009-03-18,4.95,8.142154810842543,-0.3920528269238621
2009-03-19,4.34,7.822154810842543,-0.44516567302091936
2009-03-20,4.02,8.302154810842543,-0.5157883595774541
2009-03-23,4.5,8.292154810842543,-0.4573183807282576
2009-03-24,4.49,8.492154810842543,-0.4712767136242859
2009-03-25,4.69,8.352154810842544,-0.43846826283541007
2009-03-26,4.55,8.122154810842543,-0.4398038321153337
2009-03-27,4.32,7.7021548108425435,-0.4391179993008434
2009-03-30,3.9,8.062154810842543,-0.5162583587758685
2009-03-31,4.26,7.91,-0.461441213653603
2009-04-01,4.41,7.95,-0.44528301886792454
2009-04-02,4.45,8.06,-0.44789081885856086
2009-04-03,4.56,7.73,-0.4100905562742563
2009-04-06,4.23,7.49,-0.43524699599465955
2009-04-07,3.99,7.33,-0.4556616643929059
2009-04-08,3.83,7.81,-0.5096030729833547
2009-04-09,4.31,8.53,-0.49472450175849947
2009-04-13,5.03,8.23,-0.3888213851761847
2009-04-14,4.73,8.5,-0.44352941176470584
2009-04-15,5.0,10.2,-0.5098039215686274
2009-04-16,6.7,10.73,-0.3755824790307549
2009-04-17,7.23,9.3,-0.2225806451612904
2009-04-20,5.8,9.64,-0.39834024896265563
2009-04-21,6.14,9.3,-0.3397849462365592
2009-04-22,5.8,9.32,-0.3776824034334765
2009-04-23,5.82,9.06,-0.35761589403973515
2009-04-24,5.56,8.41,-0.33888228299643286
2009-04-27,4.91,8.21,-0.40194884287454324
2009-04-28,4.71,8.16,-0.4227941176470589
2009-04-29,4.66,7.99,-0.41677096370463074
2009-04-30,4.49,7.89,-0.43092522179974646
2009-05-01,4.39,9.03,-0.5138427464008859
2009-05-04,5.53,8.99,-0.38487208008898777
2009-05-05,5.49,9.33,-0.4115755627009646
2009-05-06,5.83,8.73,-0.3321878579610539
2009-05-07,5.23,10.03,-0.47856430707876363
2009-05-08,6.53,9.42,-0.30679405520169845
2009-05-11,5.92,8.85,-0.33107344632768365
2009-05-12,5.35,8.2,-0.3475609756097561
2009-05-13,4.7,8.48,-0.4457547169811321
2009-05-14,4.98,8.35,-0.4035928143712574
2009-05-15,4.85,8.93,-0.45688689809630456
2009-05-18,5.43,8.74,-0.3787185354691076
2009-05-19,5.24,8.39,-0.3754469606674613
2009-05-20,4.89,7.6,-0.3565789473684211
2009-05-21,4.1,7.54,-0.45623342175066317
2009-05-22,4.04,7.33,-0.4488403819918144
2009-05-26,3.83,7.46,-0.4865951742627346
2009-05-27,3.96,7.52,-0.47340425531914887
2009-05-28,4.02,7.69,-0.4772431729518857
2009-05-29,4.19,7.49,-0.4405874499332443
2009-06-01,3.99,7.5,-0.46799999999999997
2009-06-02,4.0,7.54,-0.4694960212201591
2009-06-03,4.04,7.58,-0.4670184696569921
2009-06-04,4.08,7.5,-0.45599999999999996
2009-06-05,4.0,7.57,-0.47159841479524445
2009-06-08,4.07,7.56,-0.46164021164021163
2009-06-09,4.06,7.5,-0.45866666666666667
2009-06-10,4.0,7.87,-0.4917407878017789
2009-06-11,4.37,7.96,-0.4510050251256281
2009-06-12,4.46,7.83,-0.43039591315453385
2009-06-15,4.33,7.75,-0.44129032258064516
2009-06-16,4.25,7.49,-0.4325767690253671
2009-06-17,3.99,7.53,-0.4701195219123506
2009-06-18,4.03,7.63,-0.4718217562254259
2009-06-19,4.13,7.34,-0.4373297002724795
2009-06-22,3.84,7.26,-0.47107438016528924
2009-06-23,3.76,7.31,-0.4856361149110807
2009-06-24,3.81,7.46,-0.48927613941018766
2009-06-25,3.96,7.45,-0.4684563758389262
2009-06-26,3.95,7.57,-0.4782034346103038
2009-06-29,4.07,7.54,-0.4602122015915119
2009-06-30,4.04,6.359282103134479,-0.3647081644626693
2009-07-01,3.97,6.139282103134479,-0.35334458763947785
2009-07-02,3.75,6.229282103134479,-0.3980044669813464
2009-07-06,3.84,6.219282103134479,-0.38256539318828076
2009-07-07,3.83,6.149282103134479,-0.3771630678566965
2009-07-08,3.76,6.229282103134479,-0.39639914555996336
2009-07-09,3.84,6.28928210313448,-0.3894374688509832
2009-07-10,3.9,6.45928210313448,-0.39621773167215335
2009-07-13,4.07,6.479282103134479,-0.3718439890075077
2009-07-14,4.09,6.599282103134479,-0.38023561713517884
