date,LYB,dcf,Deviation
2011-07-06,39.45,49.424055944055944,-0.20180569468733545
2011-07-07,41.23,49.07405594405594,-0.1598411990441163
2011-07-08,40.88,46.674055944055944,-0.12413868533304162
2011-07-11,38.48,46.594055944055945,-0.17414358504866467
2011-07-12,38.4,46.664055944055946,-0.17709682060135234
2011-07-13,38.47,46.11405594405594,-0.16576412088603654
2011-07-14,37.92,46.28405594405595,-0.18071138696586309
2011-07-15,38.09,45.03405594405595,-0.15419565922914602
2011-07-18,36.84,45.274055944055945,-0.18628894116484063
2011-07-19,37.08,45.79405594405594,-0.1902879263348375
2011-07-20,37.6,47.28405594405595,-0.20480594887024128
2011-07-21,39.09,47.734055944055946,-0.18108781609060687
2011-07-22,39.54,46.50405594405594,-0.14975158193585636
2011-07-25,38.31,47.134055944055945,-0.1872118952489329
2011-07-26,38.94,46.19405594405595,-0.1570344018468759
2011-07-27,38.0,45.744055944055944,-0.16929097746659738
2011-07-28,37.55,47.65405594405594,-0.21202929622439115
2011-07-29,39.46,48.524055944055945,-0.18679510126906995
2011-08-01,40.33,45.58405594405595,-0.1152608260770851
2011-08-02,37.39,45.484055944055946,-0.17795369775315106
2011-08-03,37.29,41.704055944055945,-0.10584236578756745
2011-08-04,33.51,41.304055944055946,-0.18869953000772044
2011-08-05,33.11,36.664055944055946,-0.096935700444024
2011-08-08,28.47,40.03405594405594,-0.2888554674603965
2011-08-09,31.84,39.32405594405594,-0.19031749814167376
2011-08-10,31.13,42.21405594405594,-0.26256789820776893
2011-08-11,34.02,42.094055944055945,-0.19180988296272905
2011-08-12,33.9,42.134055944055945,-0.19542519132240255
2011-08-15,33.94,40.814055944055944,-0.16842373993602233
2011-08-16,32.62,40.10405594405594,-0.18661593616605754
2011-08-17,31.91,37.244055944055944,-0.14321898646238196
2011-08-18,29.05,36.174055944055944,-0.19693826855007546
2011-08-19,27.98,36.94405594405595,-0.2426386522809011
2011-08-22,28.75,38.04405594405594,-0.24429718949322643
2011-08-23,29.85,38.984055944055946,-0.2343023506113312
2011-08-24,30.79,38.61405594405594,-0.2026219663479909
2011-08-25,30.42,40.04405594405594,-0.24033669210484943
2011-08-26,31.85,42.884055944055945,-0.25729972832910986
2011-08-29,34.69,42.25405594405594,-0.1790137248379351
2011-08-30,34.06,42.844055944055945,-0.20502391173062162
2011-08-31,34.65,42.11405594405594,-0.1772343170643823
2011-09-01,33.92,40.304055944055946,-0.1583973571522761
2011-09-02,32.11,40.29405594405594,-0.20310826875851473
2011-09-06,32.1,42.134055944055945,-0.2381459776238678
2011-09-07,33.94,41.54405594405594,-0.18303595475356849
2011-09-08,33.35,39.384055944055945,-0.1532106279918749
2011-09-09,31.19,39.61405594405594,-0.2126532046088041
2011-09-12,31.42,40.704055944055945,-0.2280867527505377
2011-09-13,32.51,41.484055944055946,-0.2163254228602447
2011-09-14,33.29,41.884055944055945,-0.20518681274647632
2011-09-15,33.69,42.19405594405595,-0.20154630205096347
2011-09-16,34.0,41.11405594405594,-0.17303220956200638
2011-09-19,32.92,39.954055944055945,-0.1760536140287008
2011-09-20,31.76,37.08405594405595,-0.14356725035922935
2011-09-21,28.89,36.00405594405594,-0.19759040356758562
2011-09-22,27.81,36.664055944055946,-0.24149144757923013
2011-09-23,28.47,37.19405594405595,-0.23455511163337261
2011-09-26,29.0,37.78405594405594,-0.23248049275233562
2011-09-27,29.59,35.96405594405594,-0.17723406820329546
2011-09-28,27.77,34.844055944055945,-0.20302045075962838
2011-09-29,26.65,32.62405594405595,-0.18311812468383204
2011-09-30,24.43,33.905944055944055,-0.27947736952284696
2011-10-03,24.1,35.685944055944056,-0.32466407607939496
2011-10-04,25.88,35.89594405594406,-0.27902718035035223
2011-10-05,26.09,37.195944055944054,-0.2985794375655666
2011-10-06,27.39,36.325944055944056,-0.24599344320362837
2011-10-07,26.52,37.05594405594405,-0.28432534440460455
2011-10-10,27.25,37.85594405594406,-0.280165884656593
2011-10-11,28.05,38.505944055944056,-0.2715410389822659
2011-10-12,28.7,37.865944055944055,-0.2420630010545114
2011-10-13,28.06,39.005944055944056,-0.2806224620597543
2011-10-14,29.2,38.045944055944055,-0.23250688806503728
2011-10-17,28.24,38.09594405594406,-0.25871373712305346
2011-10-18,28.29,36.73594405594405,-0.22990954154007803
2011-10-19,26.93,37.195944055944054,-0.27599633015104286
2011-10-20,27.39,40.825944055944056,-0.3291030830183056
2011-10-21,31.02,42.13594405594406,-0.26381143949653474
2011-10-24,32.33,40.53594405594406,-0.20243623892461848
2011-10-25,30.73,41.545944055944055,-0.26033694267194296
2011-10-26,31.74,43.395944055944064,-0.2685952410879172
2011-10-27,33.59,44.30594405594405,-0.24186244722408545
2011-10-28,34.5,42.66594405594405,-0.1913925552716419
2011-10-31,32.86,41.91594405594405,-0.21605010360394927
2011-11-01,32.11,43.015944055944054,-0.2535325980934049
2011-11-02,33.21,44.265944055944054,-0.24976184946990765
2011-11-03,34.46,44.81594405594406,-0.23107722651154372
2011-11-04,35.01,44.59594405594406,-0.21495102881819994
2011-11-07,34.79,44.74594405594406,-0.2224993631489044
2011-11-08,34.94,43.865944055944055,-0.20348231978229925
2011-11-09,34.06,44.87594405594405,-0.241018752551712
2011-11-10,35.07,45.88594405594406,-0.23571366522953696
2011-11-11,36.08,45.335944055944054,-0.20416347886176855
2011-11-14,35.53,44.725944055944055,-0.20560648299433526
2011-11-15,34.92,44.825944055944056,-0.22098684733959317
2011-11-16,35.02,44.99594405594406,-0.22170762865961502
2011-11-17,35.19,44.335944055944054,-0.20628734203569699
2011-11-18,34.53,44.31594405594406,-0.22082219536134373
2011-11-21,34.51,39.575944055944056,-0.1280056402137345
2011-11-22,29.77,38.13594405594406,-0.21937162598286597
2011-11-23,28.33,38.45594405594406,-0.26331284550480083
2011-11-25,28.65,39.71594405594406,-0.2786272445231698
2011-11-28,29.91,40.16594405594405,-0.25533930041976205
2011-11-29,30.36,42.475944055944055,-0.2852424901960139
2011-11-30,32.67,42.21594405594405,-0.22612177151111157
2011-12-01,32.41,42.60594405594406,-0.23930801867824358
2011-12-02,32.8,43.52594405594406,-0.24642645412028208
2011-12-05,33.72,43.505944055944056,-0.22493349514172967
2011-12-06,33.7,42.74594405594406,-0.2116211082881948
2011-12-07,32.94,42.42594405594406,-0.2235882846457259
2011-12-08,32.62,42.98594405594405,-0.24114729322806772
2011-12-09,33.18,42.085944055944054,-0.21161326556214466
2011-12-12,32.28,41.695944055944054,-0.2258239804646357
2011-12-13,31.89,40.505944055944056,-0.21270814090999335
2011-12-14,30.7,40.60594405594406,-0.24395305382621657
2011-12-15,30.8,41.85594405594406,-0.2641427473518896
2011-12-16,32.05,41.005944055944056,-0.21840599606060873
2011-12-19,31.2,42.725944055944055,-0.26976452622912983
2011-12-20,32.92,42.765944055944054,-0.23022861469079536
2011-12-21,32.96,42.695944055944054,-0.2280297173705106
2011-12-22,32.89,42.795944055944055,-0.23146922621907173
2011-12-23,32.99,42.77594405594406,-0.22877213517825845
2011-12-27,32.97,42.05594405594405,-0.2160442301296973
2011-12-28,32.25,42.615944055944055,-0.24324098141146822
2011-12-29,32.81,42.295944055944055,-0.22427550129622764
2011-12-30,32.49,35.33188811188811,-0.08043408557415588
2012-01-03,33.47,36.601888111888115,-0.08556629926615433
2012-01-04,34.74,36.101888111888115,-0.037723459439775175
2012-01-05,34.24,36.31188811188811,-0.05705812117243758
2012-01-06,34.45,36.181888111888114,-0.04786616183579073
2012-01-09,34.32,38.81188811188811,-0.11573485162429498
2012-01-10,36.95,39.26188811188811,-0.05888377312114268
2012-01-11,37.4,40.751888111888114,-0.08225111196529578
2012-01-12,38.89,40.7718881118881,-0.04615651123940445
2012-01-13,38.91,41.05188811188811,-0.05217514249406352
2012-01-17,39.19,42.49188811188811,-0.07770631663139327
2012-01-18,40.63,41.86188811188811,-0.029427437878471463
2012-01-19,40.0,41.76188811188811,-0.042188899773105915
2012-01-20,39.9,41.20188811188812,-0.0315977779550467
2012-01-23,39.34,41.83188811188811,-0.05956910444068497
2012-01-24,39.97,42.08188811188811,-0.050185203341470475
2012-01-25,40.22,42.15188811188811,-0.04583159138115245
2012-01-26,40.29,43.09188811188811,-0.06502124262025855
2012-01-27,41.23,44.281888111888115,-0.06891955700210517
2012-01-30,42.42,44.961888111888115,-0.05653428311468145
2012-01-31,43.1,45.461888111888115,-0.05195314603025669
2012-02-01,43.6,45.16188811188811,-0.03458420755169822
2012-02-02,43.3,46.66188811188811,-0.07204783706623308
2012-02-03,44.8,46.61188811188811,-0.03887180256544909
2012-02-06,44.75,46.73188811188811,-0.04240975898818733
2012-02-07,44.87,46.56188811188811,-0.03633632957113997
2012-02-08,44.7,46.44188811188811,-0.037506832359863185
2012-02-09,44.58,46.61188811188811,-0.043591628534993654
2012-02-10,44.75,47.87188811188811,-0.06521339005036753
2012-02-13,46.01,46.47188811188811,-0.009939086416632104
2012-02-14,44.61,45.42188811188811,-0.017874380516463284
2012-02-15,43.56,45.851888111888115,-0.04998459619144646
2012-02-16,43.99,45.84188811188811,-0.0403972913892231
2012-02-17,43.98,44.751888111888114,-0.01724816861264611
2012-02-21,42.89,45.16188811188811,-0.050305428025053556
2012-02-22,43.3,45.05188811188811,-0.03888600867375924
2012-02-23,43.19,46.01188811188811,-0.06132954390017786
2012-02-24,44.15,46.101888111888115,-0.04233857205915159
2012-02-27,44.24,45.86188811188811,-0.03536461708535055
2012-02-28,44.0,45.04188811188811,-0.023131537232630395
2012-02-29,43.18,45.431888111888114,-0.04956624532844067
2012-03-01,43.57,45.571888111888114,-0.04392813628816694
2012-03-02,43.71,43.66188811188811,0.001101919550263064
2012-03-05,41.8,41.141888111888115,0.015996151813016057
2012-03-06,39.28,42.461888111888115,-0.07493515369603354
2012-03-07,40.6,44.58188811188811,-0.0893162735031473
2012-03-08,42.72,44.001888111888114,-0.02913257059852814
2012-03-09,42.14,42.461888111888115,-0.0075806358643292215
2012-03-12,40.6,44.12188811188811,-0.07982179055794258
2012-03-13,42.26,43.821888111888114,-0.03564173473995991
2012-03-14,41.96,44.571888111888114,-0.058599449620162614
2012-03-15,42.71,44.76188811188811,-0.045840070614518114
2012-03-16,42.9,44.40188811188811,-0.03382487042225579
2012-03-19,42.54,44.74188811188811,-0.049213124541855446
2012-03-20,42.88,45.51188811188811,-0.057828585476783045
2012-03-21,43.65,43.47188811188811,0.004097173963400369
2012-03-22,41.61,44.38188811188811,-0.06245538957017993
2012-03-23,42.52,45.73188811188811,-0.07023300905551655
2012-03-26,43.87,45.15188811188811,-0.028390576020022595
2012-03-27,43.29,44.501888111888114,-0.02723228526486665
2012-03-28,42.64,44.99188811188811,-0.05227360332243258
2012-03-29,43.13,45.51188811188811,-0.05233551519621393
2012-03-30,43.65,47.474347826086955,-0.08055608978761986
2012-04-02,44.57,46.73434782608695,-0.046311715617411986
2012-04-03,43.83,46.994347826086965,-0.06733464708984449
2012-04-04,44.09,46.31434782608695,-0.04802718661697458
2012-04-05,43.41,45.374347826086954,-0.04329203438065943
2012-04-09,42.47,43.85434782608696,-0.03156694591781095
2012-04-10,40.95,44.124347826086954,-0.07194095737343065
2012-04-11,41.22,45.73434782608695,-0.09870803981404896
2012-04-12,42.83,46.974347826086955,-0.08822576614433408
2012-04-13,44.07,47.184347826086956,-0.06600383325347392
2012-04-16,44.28,47.03434782608696,-0.05856034905110974
2012-04-17,44.13,46.77434782608696,-0.056534146364134896
2012-04-18,43.87,46.994347826086965,-0.06648348089964584
2012-04-19,44.09,47.06434782608695,-0.0631974724706228
2012-04-20,44.16,46.654347826086955,-0.05346442383859096
2012-04-23,43.75,46.994347826086965,-0.06903697947024179
2012-04-24,44.09,48.084347826086955,-0.08306960594607293
2012-04-25,45.18,48.434347826086956,-0.06719090835644848
2012-04-26,45.53,48.63434782608696,-0.06383035786123603
2012-04-27,45.73,44.684347826086956,0.023400860139723978
2012-04-30,41.78,45.764347826086954,-0.0870622660510364
2012-05-01,42.86,46.044347826086955,-0.06915827840833977
2012-05-02,43.14,44.154347826086955,-0.022972773374033695
2012-05-03,41.25,42.38434782608696,-0.026763366296007618
2012-05-04,39.48,42.13434782608696,-0.06299724483794089
2012-05-07,39.23,41.754347826086956,-0.06045712500650813
2012-05-08,38.85,43.004347826086956,-0.09660297239915072
2012-05-09,40.1,43.364347826086956,-0.07527722633299239
2012-05-10,40.46,42.98434782608695,-0.05872714031396653
2012-05-11,40.08,42.224347826086955,-0.05078462869146172
2012-05-14,39.32,42.64434782608696,-0.07795518035929117
2012-05-15,39.74,42.124347826086954,-0.0566026051235472
2012-05-16,39.22,39.864347826086956,-0.0161635110374313
2012-05-17,36.96,39.944347826086954,-0.07471264367816088
2012-05-18,37.04,41.904347826086955,-0.11608217472504667
2012-05-21,39.0,42.16434782608696,-0.07504794901936529
2012-05-22,39.26,41.864347826086956,-0.06220920571618482
2012-05-23,38.96,41.874347826086954,-0.0695974499278379
2012-05-24,38.97,42.504347826086956,-0.08315261865793788
2012-05-25,39.6,43.794347826086955,-0.09577372501911097
2012-05-29,40.89,42.254347826086956,-0.03228893347738848
2012-05-30,39.35,42.364347826086956,-0.07115293827870028
2012-05-31,39.46,40.16434782608696,-0.017536642923639878
2012-06-01,37.26,39.66434782608696,-0.06061735432104187
2012-06-04,36.76,40.42434782608696,-0.09064704870074003
2012-06-05,37.52,41.34434782608696,-0.09249989483868248
2012-06-06,38.44,40.904347826086955,-0.060246598639455806
2012-06-07,38.0,41.13434782608696,-0.07619782473126235
2012-06-08,38.23,39.96434782608696,-0.043397375922017534
2012-06-11,37.06,40.73434782608695,-0.09020269188485297
2012-06-12,37.83,40.67434782608696,-0.06992977092708796
2012-06-13,37.77,40.504347826086956,-0.06750751395448684
2012-06-14,37.6,41.84434782608696,-0.10143180731904988
2012-06-15,38.94,43.434347826086956,-0.10347450925434698
2012-06-18,40.53,44.38434782608696,-0.08684024920653577
2012-06-19,41.48,44.32434782608696,-0.06417122790496932
2012-06-20,41.42,42.16434782608696,-0.017653488420054098
2012-06-21,39.26,42.52434782608696,-0.07676420669488593
2012-06-22,39.62,42.02434782608696,-0.05721320973348798
2012-06-25,39.12,42.434347826086956,-0.07810530845602937
2012-06-26,39.53,41.80434782608695,-0.05440457618304717
2012-06-27,38.9,41.52434782608696,-0.06320021778736429
2012-06-28,38.62,43.17434782608696,-0.1054873566227934
2012-06-29,40.27,44.235416666666666,-0.08964347948947382
2012-07-02,40.85,45.32541666666667,-0.09873966961142111
2012-07-03,41.94,45.69541666666667,-0.08218366174579872
2012-07-05,42.31,44.53541666666667,-0.049969593488328634
2012-07-06,41.15,44.19541666666667,-0.06890797499740742
2012-07-09,40.81,43.85541666666666,-0.06944220117241307
2012-07-10,40.47,43.065416666666664,-0.06026684211035538
2012-07-11,39.68,43.00541666666667,-0.07732553069865233
2012-07-12,39.62,44.165416666666665,-0.10291800711340893
2012-07-13,40.78,44.595416666666665,-0.08555625110951237
2012-07-16,41.21,45.35541666666666,-0.09139849154364132
2012-07-17,41.97,45.625416666666666,-0.08011798979004758
2012-07-18,42.24,45.345416666666665,-0.06848358433873314
2012-07-19,41.96,44.985416666666666,-0.06725327652479962
2012-07-20,41.6,44.415416666666665,-0.06338827546741455
2012-07-23,41.03,43.815416666666664,-0.06357161197067229
2012-07-24,40.43,43.805416666666666,-0.07705477823328544
2012-07-25,40.42,44.28541666666667,-0.08728418873782762
2012-07-26,40.9,47.89541666666667,-0.1460560770428626
2012-07-27,44.51,47.96541666666667,-0.07203975086216641
2012-07-30,44.58,47.915416666666665,-0.0696105115785629
2012-07-31,44.53,47.61541666666667,-0.0647986909001812
2012-08-01,44.23,47.79541666666666,-0.07459745965878872
2012-08-02,44.41,48.75541666666667,-0.08912684915351299
2012-08-03,45.37,49.345416666666665,-0.08056303776946527
2012-08-06,45.96,50.095416666666665,-0.08255079889211414
2012-08-07,46.71,50.595416666666665,-0.07679384660995314
2012-08-08,47.21,50.735416666666666,-0.06948630558863378
2012-08-09,47.35,50.665416666666665,-0.06543746967441622
2012-08-10,47.28,50.745416666666664,-0.06829023967681802
2012-08-13,47.36,50.93541666666667,-0.07019510000409024
2012-08-14,47.55,51.15541666666667,-0.07047966572454867
2012-08-15,47.77,51.90541666666667,-0.07967216009889777
2012-08-16,48.52,52.625416666666666,-0.07801205057758842
2012-08-17,49.24,53.245416666666664,-0.07522556714584183
2012-08-20,49.86,52.44541666666667,-0.04929728527278365
2012-08-21,49.06,51.96541666666667,-0.0559105815566443
2012-08-22,48.58,51.11541666666667,-0.04960179984838242
2012-08-23,47.73,51.28541666666667,-0.06932607547629699
2012-08-24,47.9,50.51541666666667,-0.05177462325857618
2012-08-27,47.13,50.86541666666667,-0.0734372568133227
2012-08-28,47.48,50.67541666666666,-0.06305654451122755
2012-08-29,47.29,52.055416666666666,-0.09154506815653196
2012-08-30,48.67,52.225416666666675,-0.06807828244548886
2012-08-31,48.84,50.39541666666667,-0.03086424856757808
2012-09-04,47.01,50.35541666666666,-0.06643608350640862
2012-09-05,46.97,51.845416666666665,-0.09403756359048132
2012-09-06,48.46,52.845416666666665,-0.08298575246986095
2012-09-07,49.46,52.71541666666667,-0.061754546819794975
2012-09-10,49.33,52.78541666666667,-0.06546157792951024
2012-09-11,49.4,52.995416666666664,-0.06784391731989403
2012-09-12,49.61,55.305416666666666,-0.10298117273021778
2012-09-13,51.92,56.805416666666666,-0.08600265526321571
2012-09-14,53.42,55.36541666666667,-0.0351377589801094
2012-09-17,51.98,55.32541666666667,-0.06046798864295355
2012-09-18,51.94,55.885416666666664,-0.07059832246039144
2012-09-19,52.5,55.90541666666667,-0.0609138947478256
2012-09-20,52.52,55.75541666666667,-0.05802874160208649
2012-09-21,52.37,55.42541666666666,-0.05512663414047403
2012-09-24,52.04,54.18541666666667,-0.03959398669691261
2012-09-25,50.8,54.345416666666665,-0.06523855890944497
2012-09-26,50.96,55.26541666666667,-0.07790435549658092
2012-09-27,51.88,55.04541666666666,-0.05750554466387592
2012-09-28,51.66,58.312651646447144,-0.1140859051785631
2012-10-01,52.2,59.02265164644714,-0.11559378401559539
2012-10-02,52.91,58.45265164644714,-0.09482292916277024
2012-10-03,52.34,58.11265164644714,-0.09933554024633917
2012-10-04,52.0,58.79265164644714,-0.11553572523476452
2012-10-05,52.68,58.49265164644714,-0.09937404926658344
2012-10-08,52.38,57.33265164644714,-0.08638448605148452
2012-10-09,51.22,56.812651646447144,-0.09844025026768644
2012-10-10,50.7,57.46265164644714,-0.11768777549730891
2012-10-11,51.35,56.97265164644714,-0.09869036255042851
2012-10-12,50.86,57.53265164644714,-0.11598025565468972
2012-10-15,51.42,60.47265164644714,-0.14969827517029333
2012-10-16,54.36,61.85265164644714,-0.12113711291272544
2012-10-17,55.74,61.34265164644714,-0.09133370495195459
2012-10-18,55.23,60.44265164644714,-0.08624128003082976
2012-10-19,54.33,61.58265164644714,-0.11777101915139054
2012-10-22,55.47,59.14265164644714,-0.062098190463324765
2012-10-23,53.03,59.94265164644714,-0.11532108534702867
2012-10-24,53.83,59.51265164644714,-0.09548644681817653
2012-10-25,53.4,59.86265164644714,-0.10795799164754671
2012-10-26,53.75,59.50265164644714,-0.09667891240592519
2012-10-31,53.39,61.16265164644714,-0.12708166564421086
2012-11-01,55.05,59.17265164644714,-0.06967157177744421
2012-11-02,53.06,59.52265164644714,-0.10857465969147373
2012-11-05,53.41,59.93265164644714,-0.10883302285581109
2012-11-06,53.82,58.89265164644714,-0.08613386398187695
2012-11-07,52.78,58.03265164644714,-0.09051200483562116
2012-11-08,51.92,56.96265164644714,-0.08852557773724457
2012-11-09,50.85,56.76265164644714,-0.10416447214754487
2012-11-12,50.65,56.17265164644714,-0.09831566580133921
2012-11-13,50.06,55.32265164644714,-0.09512652575077918
2012-11-14,49.21,51.52265164644713,-0.044886114602888494
2012-11-15,45.41,52.98265164644714,-0.14292700367243594
