date,HII,dcf,Deviation
2011-10-03,23.46,1672064000.0,-0.9999999859694366
2011-10-04,23.28,1651080000.0,-0.999999985900138
2011-10-05,22.85,1691584000.0,-0.9999999864919508
2011-10-06,23.68,1699880000.0,-0.9999999860696049
2011-10-07,23.85,1727208000.0,-0.9999999861915878
2011-10-10,24.41,1767712000.0,-0.9999999861911895
2011-10-11,25.24,1775032000.0,-0.9999999857805381
2011-10-12,25.39,1786256000.0,-0.999999985785912
2011-10-13,25.62,1830176000.0,-0.9999999860013463
2011-10-14,26.52,1829200000.0,-0.9999999855018588
2011-10-17,26.5,1827736000.0,-0.9999999855011884
2011-10-18,26.47,1822368000.0,-0.9999999854749425
2011-10-19,26.36,1843352000.0,-0.999999985699964
2011-10-20,26.79,1879952000.0,-0.9999999857496361
2011-10-21,27.54,1938024000.0,-0.9999999857896497
2011-10-24,28.73,1948272000.0,-0.9999999852535991
2011-10-25,28.94,1937536000.0,-0.9999999850635033
2011-10-26,28.72,1963888000.0,-0.9999999853759481
2011-10-27,29.26,1971696000.0,-0.9999999851599841
2011-10-28,29.42,1975600000.0,-0.9999999851083216
2011-10-31,29.5,1924360000.0,-0.999999984670228
2011-11-01,28.45,1949248000.0,-0.9999999854046279
2011-11-02,28.96,1989264000.0,-0.9999999854418519
2011-11-03,29.78,1988288000.0,-0.9999999850222905
2011-11-04,29.76,1980480000.0,-0.9999999849733398
2011-11-07,29.6,2004880000.0,-0.9999999852360241
2011-11-08,30.1,1959496000.0,-0.9999999846389072
2011-11-09,29.17,2048800000.0,-0.9999999857623975
2011-11-10,31.0,2026352000.0,-0.999999984701572
2011-11-11,30.54,2016592000.0,-0.9999999848556377
2011-11-14,30.34,2081008000.0,-0.9999999854205269
2011-11-15,31.66,2049776000.0,-0.9999999845544099
2011-11-16,31.02,2012688000.0,-0.9999999845877752
2011-11-17,30.26,2039040000.0,-0.999999985159683
2011-11-18,30.8,1997072000.0,-0.9999999845774213
2011-11-21,29.94,1980480000.0,-0.9999999848824528
2011-11-22,29.6,1965840000.0,-0.9999999849428234
2011-11-23,29.3,1973160000.0,-0.9999999851507227
2011-11-25,29.45,2030744000.0,-0.9999999854979259
2011-11-28,30.63,2048800000.0,-0.9999999850497853
2011-11-29,31.0,2085400000.0,-0.9999999851347463
2011-11-30,31.75,2082960000.0,-0.9999999847572685
2011-12-01,31.7,2058560000.0,-0.999999984600886
2011-12-02,31.2,2065880000.0,-0.9999999848974771
2011-12-05,31.35,2063440000.0,-0.9999999848069243
2011-12-06,31.3,2074176000.0,-0.9999999849096701
2011-12-07,31.52,2025376000.0,-0.9999999844374575
2011-12-08,30.52,2040504000.0,-0.999999985042911
2011-12-09,30.83,2005856000.0,-0.9999999846300034
2011-12-12,30.12,2019520000.0,-0.9999999850855649
2011-12-13,30.4,2046848000.0,-0.9999999851478957
2011-12-14,30.96,2051240000.0,-0.9999999849066906
2011-12-15,31.05,2079056000.0,-0.9999999850653374
2011-12-16,31.62,2089792000.0,-0.9999999848693075
2011-12-19,31.84,2106384000.0,-0.9999999848840477
2011-12-20,32.18,2122000000.0,-0.9999999848350613
2011-12-21,32.5,2116144000.0,-0.9999999846418769
2011-12-22,32.38,2114192000.0,-0.9999999846844563
2011-12-23,32.34,2118584000.0,-0.9999999847350872
2011-12-27,32.43,2073688000.0,-0.9999999843611961
2011-12-28,31.51,2094672000.0,-0.999999984957072
2011-12-29,31.94,2062464000.0,-0.9999999845136691
2011-12-30,31.28,2495144000.0,-0.9999999874636494
2012-01-03,32.38,2466840000.0,-0.9999999868738954
2012-01-04,31.8,2471720000.0,-0.999999987134465
2012-01-05,31.9,2491240000.0,-0.9999999871951317
2012-01-06,32.3,2469768000.0,-0.9999999869218485
2012-01-09,31.86,2507832000.0,-0.9999999872957998
2012-01-10,32.64,2571760000.0,-0.9999999873083025
2012-01-11,33.95,2562976000.0,-0.9999999867536801
2012-01-12,33.77,2553704000.0,-0.9999999867760712
2012-01-13,33.58,2583960000.0,-0.9999999870044428
2012-01-17,34.2,2590792000.0,-0.9999999867994034
2012-01-18,34.34,2576640000.0,-0.9999999866725658
2012-01-19,34.05,2561512000.0,-0.9999999867070699
2012-01-20,33.74,2574200000.0,-0.9999999868930153
2012-01-23,34.0,2582008000.0,-0.999999986831954
2012-01-24,34.16,2627880000.0,-0.9999999870009285
2012-01-25,35.1,2695224000.0,-0.9999999869769637
2012-01-26,36.48,2734264000.0,-0.9999999866582012
2012-01-27,37.28,2724016000.0,-0.9999999863143242
2012-01-30,37.07,2753784000.0,-0.999999986538523
2012-01-31,37.68,2809904000.0,-0.9999999865902892
2012-02-01,38.83,2796728000.0,-0.9999999861159183
2012-02-02,38.56,2791360000.0,-0.9999999861859452
2012-02-03,38.45,2788920000.0,-0.9999999862133012
2012-02-06,38.4,2763544000.0,-0.9999999861047988
2012-02-07,37.88,2768912000.0,-0.9999999863195363
2012-02-08,37.99,2733776000.0,-0.9999999861034701
2012-02-09,37.27,2700592000.0,-0.9999999861993222
2012-02-10,36.59,2698640000.0,-0.9999999864413186
2012-02-13,36.55,2705472000.0,-0.9999999864903425
2012-02-14,36.69,2701080000.0,-0.9999999864165445
2012-02-15,36.6,2692784000.0,-0.9999999864081189
2012-02-16,36.43,2691320000.0,-0.9999999864638913
2012-02-17,36.4,2685952000.0,-0.999999986448008
2012-02-21,36.29,2667408000.0,-0.9999999863950322
2012-02-22,35.91,2689856000.0,-0.999999986649843
2012-02-23,36.37,2689856000.0,-0.99999998647883
2012-02-24,36.37,2667896000.0,-0.9999999863675346
2012-02-27,35.92,2647888000.0,-0.9999999864344715
2012-02-28,35.51,2665944000.0,-0.9999999866801403
2012-02-29,35.88,2690344000.0,-0.9999999866634155
2012-03-01,36.38,2675216000.0,-0.9999999864010981
2012-03-02,36.07,2690344000.0,-0.9999999865927925
2012-03-05,36.38,2677168000.0,-0.9999999864110134
2012-03-06,36.11,2678632000.0,-0.9999999865192382
2012-03-07,36.14,2686440000.0,-0.9999999865472521
2012-03-08,36.3,2743048000.0,-0.9999999867665458
2012-03-09,37.46,2761592000.0,-0.9999999864353605
2012-03-12,37.84,2745000000.0,-0.9999999862149362
2012-03-13,37.5,2727920000.0,-0.9999999862532626
2012-03-14,37.15,2745000000.0,-0.9999999864663024
2012-03-15,37.5,2757200000.0,-0.9999999863992456
2012-03-16,37.75,2778184000.0,-0.9999999864119871
2012-03-19,38.18,2744512000.0,-0.9999999860886015
2012-03-20,37.49,2749880000.0,-0.9999999863666779
2012-03-21,37.6,2729384000.0,-0.9999999862239978
2012-03-22,37.18,2740608000.0,-0.9999999864336673
2012-03-23,37.41,2774280000.0,-0.9999999865154202
2012-03-26,38.1,2764520000.0,-0.9999999862182223
2012-03-27,37.9,2889448000.0,-0.9999999868833078
2012-03-28,40.46,2867000000.0,-0.9999999858876875
2012-03-29,40.0,2878712000.0,-0.9999999861048969
2012-03-30,40.24,2513675000.0,-0.9999999839915661
2012-04-02,39.65,2531000000.0,-0.9999999843342552
2012-04-03,40.0,2547335000.0,-0.9999999842973146
2012-04-04,40.33,2526545000.0,-0.9999999840374899
2012-04-05,39.91,2514665000.0,-0.9999999841290987
2012-04-09,39.67,2427050000.0,-0.9999999836550545
2012-04-10,37.9,2482490000.0,-0.9999999847330704
2012-04-11,39.02,2504765000.0,-0.9999999844216922
2012-04-12,39.47,2468135000.0,-0.9999999840081681
2012-04-13,38.73,2455265000.0,-0.9999999842257353
2012-04-16,38.47,2472095000.0,-0.9999999844383003
2012-04-17,38.81,2464670000.0,-0.99999998425347
2012-04-18,38.66,2436455000.0,-0.9999999841326845
2012-04-19,38.09,2491400000.0,-0.9999999847114073
2012-04-20,39.2,2474570000.0,-0.9999999841588639
2012-04-23,38.86,2462690000.0,-0.9999999842205068
2012-04-24,38.62,2466155000.0,-0.9999999843399948
2012-04-25,38.69,2479025000.0,-0.9999999843930577
2012-04-26,38.95,2503280000.0,-0.9999999844404142
2012-04-27,39.44,2503775000.0,-0.9999999842477858
2012-04-30,39.45,2501300000.0,-0.9999999842282014
2012-05-01,39.4,2514170000.0,-0.9999999843288242
2012-05-02,39.66,2515160000.0,-0.9999999842316195
2012-05-03,39.68,2468630000.0,-0.9999999839263073
2012-05-04,38.74,2486450000.0,-0.999999984419554
2012-05-07,39.1,2498330000.0,-0.9999999843495455
2012-05-08,39.34,2387450000.0,-0.999999983522168
2012-05-09,37.1,2365175000.0,-0.9999999843140571
2012-05-10,36.65,2366660000.0,-0.9999999845140409
2012-05-11,36.68,2354285000.0,-0.9999999844198982
2012-05-14,36.43,2362205000.0,-0.9999999845779685
2012-05-15,36.59,2342405000.0,-0.9999999843793025
2012-05-16,36.19,2328050000.0,-0.9999999844548012
2012-05-17,35.9,2325080000.0,-0.9999999845596711
2012-05-18,35.84,2330525000.0,-0.9999999846214909
2012-05-21,35.95,2343890000.0,-0.9999999846622495
2012-05-22,36.22,2336465000.0,-0.9999999844979488
2012-05-23,36.07,2344880000.0,-0.9999999846175497
2012-05-24,36.24,2353790000.0,-0.9999999846035542
2012-05-25,36.42,2387450000.0,-0.9999999847452302
2012-05-29,37.1,2363195000.0,-0.9999999843009146
2012-05-30,36.61,2371610000.0,-0.9999999845632292
2012-05-31,36.78,2357750000.0,-0.9999999844003817
2012-06-01,36.5,2355275000.0,-0.9999999845028712
2012-06-04,36.45,2339435000.0,-0.9999999844193149
2012-06-05,36.13,2372600000.0,-0.9999999847719802
2012-06-06,36.8,2349335000.0,-0.9999999843359929
2012-06-07,36.33,2344385000.0,-0.9999999845033986
2012-06-08,36.23,2346860000.0,-0.9999999845623514
2012-06-11,36.28,2368145000.0,-0.9999999846799922
2012-06-12,36.71,2386460000.0,-0.999999984617383
2012-06-13,37.08,2419130000.0,-0.9999999846721755
2012-06-14,37.74,2451800000.0,-0.9999999846072274
2012-06-15,38.4,2469125000.0,-0.9999999844479319
2012-06-18,38.75,2484965000.0,-0.999999984406219
2012-06-19,39.07,2531000000.0,-0.9999999845634137
2012-06-20,40.0,2495855000.0,-0.9999999839734279
2012-06-21,39.29,2493875000.0,-0.9999999842454013
2012-06-22,39.25,2478530000.0,-0.9999999841640005
2012-06-25,38.94,2477540000.0,-0.9999999842827967
2012-06-26,38.92,2498825000.0,-0.9999999844246796
2012-06-27,39.35,2497835000.0,-0.9999999842463574
2012-06-28,39.33,2542880000.0,-0.9999999845332851
2012-06-29,40.24,2664984000.0,-0.9999999849004721
2012-07-02,40.08,2690880000.0,-0.9999999851052443
2012-07-03,40.6,2717274000.0,-0.999999985058555
2012-07-05,41.13,2733210000.0,-0.99999998495176
2012-07-06,41.45,2712792000.0,-0.9999999847205389
2012-07-09,41.04,2680422000.0,-0.9999999846889781
2012-07-10,40.39,2689386000.0,-0.9999999849817022
2012-07-11,40.57,2643570000.0,-0.9999999846533286
2012-07-12,39.65,2653032000.0,-0.9999999850548353
2012-07-13,39.84,2645562000.0,-0.9999999849408179
2012-07-16,39.69,2646558000.0,-0.9999999850031626
2012-07-17,39.71,2642076000.0,-0.9999999849701523
2012-07-18,39.62,2638092000.0,-0.9999999849815701
2012-07-19,39.54,2601240000.0,-0.9999999847995571
2012-07-20,38.8,2590284000.0,-0.9999999850209476
2012-07-23,38.58,2585304000.0,-0.9999999850771901
2012-07-24,38.48,2616180000.0,-0.9999999852915319
2012-07-25,39.1,2598252000.0,-0.9999999849514212
2012-07-26,38.74,2608212000.0,-0.9999999851469129
2012-07-27,38.94,2611200000.0,-0.9999999850873161
2012-07-30,39.0,2610702000.0,-0.9999999850614892
2012-07-31,38.99,2593770000.0,-0.9999999849678267
2012-08-01,38.65,2569866000.0,-0.9999999849603053
2012-08-02,38.17,2619666000.0,-0.9999999854294402
2012-08-03,39.17,2607216000.0,-0.9999999849763119
2012-08-06,38.92,2593272000.0,-0.999999984991933
2012-08-07,38.64,2672454000.0,-0.9999999855413788
2012-08-08,40.23,2720760000.0,-0.9999999852136903
2012-08-09,41.2,2684406000.0,-0.999999984652098
2012-08-10,40.47,2677932000.0,-0.9999999848875923
2012-08-13,40.34,2673948000.0,-0.9999999849136931
2012-08-14,40.26,2662992000.0,-0.999999984881667
2012-08-15,40.04,2680422000.0,-0.9999999850620537
2012-08-16,40.39,2671458000.0,-0.9999999848809152
2012-08-17,40.21,2669466000.0,-0.9999999849370623
2012-08-20,40.17,2669964000.0,-0.9999999849548533
2012-08-21,40.18,2679426000.0,-0.9999999850042509
2012-08-22,40.37,2659506000.0,-0.9999999848204892
2012-08-23,39.97,2663988000.0,-0.9999999849961787
2012-08-24,40.06,2662494000.0,-0.9999999849539567
2012-08-27,40.03,2658510000.0,-0.9999999849426935
2012-08-28,39.95,2661000000.0,-0.9999999849868471
2012-08-29,40.0,2645562000.0,-0.9999999848803393
2012-08-30,39.69,2664486000.0,-0.9999999851040688
2012-08-31,40.07,2680920000.0,-0.9999999850536383
2012-09-04,40.4,2689386000.0,-0.9999999849779838
2012-09-05,40.57,2700840000.0,-0.9999999849787473
2012-09-06,40.8,2698350000.0,-0.9999999848796487
2012-09-07,40.75,2689386000.0,-0.9999999848478426
2012-09-10,40.57,2688390000.0,-0.9999999849091835
2012-09-11,40.55,2709306000.0,-0.9999999850330675
2012-09-12,40.97,2728728000.0,-0.9999999849856783
2012-09-13,41.36,2757114000.0,-0.9999999849988067
2012-09-14,41.93,2737692000.0,-0.9999999846841793
2012-09-17,41.54,2689386000.0,-0.9999999845540952
2012-09-18,40.57,2732712000.0,-0.9999999851539423
2012-09-19,41.44,2745162000.0,-0.9999999849043517
2012-09-20,41.69,2740680000.0,-0.9999999847884466
2012-09-21,41.6,2722254000.0,-0.9999999847185458
2012-09-24,41.23,2743170000.0,-0.9999999849699436
2012-09-25,41.65,2735202000.0,-0.9999999847726054
2012-09-26,41.49,2774046000.0,-0.9999999850435068
2012-09-27,42.27,2763090000.0,-0.9999999847019099
2012-09-28,42.05,2863297000.0,-0.9999999853141326
2012-10-01,42.03,2897728000.0,-0.999999985495533
2012-10-02,42.72,2830363000.0,-0.9999999849065296
2012-10-03,41.37,2871281000.0,-0.9999999855917968
2012-10-04,42.19,2888746000.0,-0.9999999853950469
2012-10-05,42.54,2864794000.0,-0.9999999851507647
2012-10-08,42.06,2837848000.0,-0.9999999851789102
2012-10-09,41.52,2845333000.0,-0.9999999854076834
2012-10-10,41.67,2895233000.0,-0.999999985607376
2012-10-11,42.67,2825872000.0,-0.9999999849002361
2012-10-12,41.28,2797429000.0,-0.9999999852435933
2012-10-15,40.71,2811401000.0,-0.9999999855196751
2012-10-16,40.99,2868786000.0,-0.9999999857117261
2012-10-17,42.14,2861301000.0,-0.9999999852724337
2012-10-18,41.99,2863297000.0,-0.9999999853350875
2012-10-19,42.03,2825373000.0,-0.999999985124088
2012-10-22,41.27,2852818000.0,-0.9999999855336023
2012-10-23,41.82,2830363000.0,-0.9999999852245101
2012-10-24,41.37,2885752000.0,-0.9999999856640488
2012-10-25,42.48,2855812000.0,-0.9999999851250713
2012-10-26,41.88,2880762000.0,-0.9999999854621798
2012-10-31,42.38,2936151000.0,-0.9999999855661375
2012-11-01,43.49,2919185000.0,-0.9999999851020062
2012-11-02,43.15,2962099000.0,-0.9999999854326274
2012-11-05,44.01,3009504000.0,-0.9999999853763278
2012-11-06,44.96,2934654000.0,-0.9999999846796249
2012-11-07,43.46,2826371000.0,-0.9999999846233916
2012-11-08,41.29,2771980000.0,-0.9999999851045102
2012-11-09,40.2,2755513000.0,-0.999999985411065
2012-11-12,39.87,2781960000.0,-0.9999999856683777
2012-11-13,40.4,2759505000.0,-0.9999999853596931
2012-11-14,39.95,2771980000.0,-0.9999999855879191
2012-11-15,40.2,2776970000.0,-0.9999999855237903
2012-11-16,40.3,2791441000.0,-0.9999999855630121
2012-11-19,40.59,2792938000.0,-0.9999999854669169
2012-11-20,40.62,2805912000.0,-0.9999999855234234
2012-11-21,40.88,2811900000.0,-0.9999999854617874
2012-11-23,41.0,2825872000.0,-0.9999999854912042
2012-11-26,41.28,2817389000.0,-0.9999999853481362
2012-11-27,41.11,2807409000.0,-0.9999999853566046
2012-11-28,40.91,2811900000.0,-0.9999999854511185
2012-11-29,41.0,2804415000.0,-0.9999999853801952
2012-11-30,40.85,2767489000.0,-0.9999999852393271
2012-12-03,40.11,2775473000.0,-0.9999999855484092
2012-12-04,40.27,2773976000.0,-0.9999999854829313
2012-12-05,40.24,2766990000.0,-0.9999999854571213
2012-12-06,40.1,2797429000.0,-0.9999999856654092
2012-12-07,40.71,2811401000.0,-0.9999999855196751
2012-12-10,40.99,2813896000.0,-0.9999999854330082
2012-12-11,41.04,2858307000.0,-0.9999999856418502
2012-12-12,41.93,2834854000.0,-0.9999999852091148
2012-12-13,41.46,2835852000.0,-0.9999999853800551
2012-12-14,41.48,2843337000.0,-0.9999999854115077
2012-12-17,41.63,2882259000.0,-0.9999999855564681
2012-12-18,42.41,2875772000.0,-0.9999999852526557
2012-12-19,42.28,2921680000.0,-0.9999999855288738
2012-12-20,43.2,2909205000.0,-0.9999999851505824
2012-12-21,42.95,2901221000.0,-0.9999999851958882
2012-12-24,42.79,2897728000.0,-0.9999999852332586
2012-12-26,42.72,2884255000.0,-0.9999999851885496
2012-12-27,42.45,2868786000.0,-0.9999999852028001
2012-12-28,42.14,2928666000.0,-0.9999999856111964
2012-12-31,43.34,3264406000.0,-0.9999999867234651
2013-01-02,44.06,3253885000.0,-0.9999999864592634
2013-01-03,43.85,3263404000.0,-0.9999999865631102
2013-01-04,44.04,3245368000.0,-0.9999999864298902
2013-01-07,43.68,3226330000.0,-0.9999999864613973
2013-01-08,43.3,3221320000.0,-0.9999999865583052
2013-01-09,43.2,3234346000.0,-0.9999999866433585
2013-01-10,43.46,3225328000.0,-0.9999999865254015
2013-01-11,43.28,3229837000.0,-0.9999999865999429
2013-01-14,43.37,3249376000.0,-0.999999986652822
2013-01-15,43.76,3219817000.0,-0.9999999864091655
2013-01-16,43.17,3274426000.0,-0.9999999868160099
2013-01-17,44.26,3292462000.0,-0.9999999865571721
2013-01-18,44.62,3311500000.0,-0.9999999865257436
2013-01-22,45.0,3342061000.0,-0.9999999865352548
2013-01-23,45.61,3340057000.0,-0.9999999863445445
2013-01-24,45.57,3335047000.0,-0.9999999863360246
2013-01-25,45.47,3305989000.0,-0.9999999862461733
2013-01-28,44.89,3298975000.0,-0.9999999863927432
2013-01-29,44.75,3280438000.0,-0.9999999863585289
2013-01-30,44.38,3276430000.0,-0.9999999864547694
2013-01-31,44.3,3287953000.0,-0.9999999865265714
2013-02-01,44.53,3271921000.0,-0.9999999863902582
2013-02-04,44.21,3269917000.0,-0.9999999864797792
2013-02-05,44.17,3280939000.0,-0.9999999865373906
2013-02-06,44.39,3305488000.0,-0.999999986570818
2013-02-07,44.88,3331039000.0,-0.9999999865267264
2013-02-08,45.39,3323023000.0,-0.9999999863407506
2013-02-11,45.23,3324025000.0,-0.9999999863930025
2013-02-12,45.25,3339055000.0,-0.9999999864482616
2013-02-13,45.55,3321520000.0,-0.999999986286399
2013-02-14,45.2,3329035000.0,-0.9999999864224918
2013-02-15,45.35,3338554000.0,-0.9999999864162749
2013-02-19,45.54,3333544000.0,-0.9999999863388633
2013-02-20,45.44,3292963000.0,-0.9999999862008775
2013-02-21,44.63,3308995000.0,-0.9999999865125212
2013-02-22,44.95,3275929000.0,-0.9999999862787013
2013-02-25,44.29,3335047000.0,-0.9999999867198274
2013-02-26,45.47,3417712000.0,-0.9999999866957777
2013-02-27,47.12,3463804000.0,-0.9999999863964589
2013-02-28,48.04,3457291000.0,-0.9999999861047276
2013-03-01,47.91,3424225000.0,-0.9999999860085129
2013-03-04,47.25,3465307000.0,-0.9999999863648444
2013-03-05,48.07,3520417000.0,-0.9999999863453676
2013-03-06,49.17,3514405000.0,-0.9999999860090115
2013-03-07,49.05,3590056000.0,-0.9999999863372605
2013-03-08,50.56,3607090000.0,-0.999999985983161
2013-03-11,50.9,3629134000.0,-0.9999999859746155
2013-03-12,51.34,3704785000.0,-0.9999999861422457
2013-03-13,52.85,3766408000.0,-0.9999999859680629
2013-03-14,54.08,3763402000.0,-0.999999985630023
2013-03-15,54.02,3744364000.0,-0.9999999855729839
2013-03-18,53.64,3687250000.0,-0.9999999854525731
2013-03-19,52.5,3703282000.0,-0.9999999858233859
2013-03-20,52.82,3664705000.0,-0.9999999855868345
2013-03-21,52.05,3682741000.0,-0.9999999858665054
2013-03-22,52.41,3680236000.0,-0.9999999857590655
2013-03-25,52.36,3722320000.0,-0.9999999859335038
2013-03-26,53.2,3710296000.0,-0.9999999856615214
2013-03-27,52.96,3728833000.0,-0.999999985797165
2013-03-28,53.33,3357134000.0,-0.9999999841144261
2013-04-01,53.78,3291744000.0,-0.999999983662156
2013-04-02,52.48,3265085000.0,-0.9999999839269116
2013-04-03,51.95,3263073000.0,-0.9999999840794245
2013-04-04,51.91,3246474000.0,-0.9999999840103447
2013-04-05,51.58,3232390000.0,-0.9999999840427671
2013-04-08,51.3,3221324000.0,-0.9999999840748711
2013-04-09,51.08,3260558000.0,-0.9999999843339699
2013-04-10,51.86,3274139000.0,-0.9999999841607213
2013-04-11,52.13,3350595000.0,-0.9999999844415693
2013-04-12,53.65,3261061000.0,-0.9999999835482991
2013-04-15,51.87,3242450000.0,-0.9999999840028374
2013-04-16,51.5,3198689000.0,-0.9999999838996539
2013-04-17,50.63,3172533000.0,-0.9999999840411431
2013-04-18,50.11,3180581000.0,-0.9999999842450169
2013-04-19,50.27,3173036000.0,-0.999999984157129
2013-04-22,50.12,3216294000.0,-0.9999999844168475
2013-04-23,50.98,3231384000.0,-0.9999999842234782
2013-04-24,51.28,3291744000.0,-0.9999999844216318
2013-04-25,52.48,3261564000.0,-0.9999999839095599
2013-04-26,51.88,3313373000.0,-0.9999999843422398
2013-04-29,52.91,3312870000.0,-0.9999999840289537
2013-04-30,52.9,3264079000.0,-0.9999999837932844
2013-05-01,51.93,3315385000.0,-0.9999999843366607
2013-05-02,52.95,3335002000.0,-0.9999999841229481
2013-05-03,53.34,3340032000.0,-0.9999999840300932
2013-05-06,53.44,3368200000.0,-0.9999999841339587
2013-05-07,54.0,3344056000.0,-0.9999999838519451
2013-05-08,53.52,3351098000.0,-0.9999999840291153
2013-05-09,53.66,3358643000.0,-0.9999999840233094
