date,AAP,dcf,Deviation
2002-05-14,20.14,,
2002-05-15,20.62,,
2002-05-16,20.44,,
2002-05-17,20.36,,
2002-05-20,20.48,,
2002-05-21,19.85,,
2002-05-22,20.03,,
2002-05-23,19.68,,
2002-05-24,19.8,,
2002-05-28,19.37,,
2002-05-29,18.75,,
2002-05-30,18.3,,
2002-05-31,19.27,,
2002-06-03,19.48,,
2002-06-04,19.62,,
2002-06-05,19.32,,
2002-06-06,19.13,,
2002-06-07,19.12,,
2002-06-10,19.57,,
2002-06-11,19.38,,
2002-06-12,19.15,,
2002-06-13,19.2,,
2002-06-14,19.33,,
2002-06-17,19.55,,
2002-06-18,19.8,,
2002-06-19,20.1,,
2002-06-20,20.39,,
2002-06-21,20.34,,
2002-06-24,19.97,,
2002-06-25,19.16,,
2002-06-26,18.36,,
2002-06-27,18.25,,
2002-06-28,18.17,,
2002-07-01,17.47,,
2002-07-02,16.87,,
2002-07-03,16.97,,
2002-07-05,16.78,,
2002-07-08,17.25,,
2002-07-09,16.75,,
2002-07-10,16.18,,
2002-07-11,16.0,,
2002-07-12,16.17,,
2002-07-15,15.4,,
2002-07-16,14.97,,
2002-07-17,15.6,,
2002-07-18,15.93,,
2002-07-19,15.27,,
2002-07-22,14.5,,
2002-07-23,14.32,,
2002-07-24,15.75,,
2002-07-25,15.33,,
2002-07-26,15.52,,
2002-07-29,16.3,,
2002-07-30,16.43,,
2002-07-31,16.75,,
2002-08-01,16.2,,
2002-08-02,15.72,,
2002-08-05,14.6,,
2002-08-06,15.05,,
2002-08-07,15.32,,
2002-08-08,15.67,,
2002-08-09,16.27,,
2002-08-12,16.27,,
2002-08-13,16.67,,
2002-08-14,16.7,,
2002-08-15,16.95,,
2002-08-16,17.23,,
2002-08-19,17.85,,
2002-08-20,17.77,,
2002-08-21,18.07,,
2002-08-22,18.13,,
2002-08-23,18.16,,
2002-08-26,18.01,,
2002-08-27,17.83,,
2002-08-28,17.43,,
2002-08-29,17.4,,
2002-08-30,17.42,,
2002-09-03,16.73,,
2002-09-04,16.4,,
2002-09-05,16.42,,
2002-09-06,16.73,,
2002-09-09,17.27,,
2002-09-10,17.77,,
2002-09-11,17.96,,
2002-09-12,17.8,,
2002-09-13,17.79,,
2002-09-16,17.82,,
2002-09-17,17.97,,
2002-09-18,17.55,,
2002-09-19,17.22,,
2002-09-20,17.27,,
2002-09-23,16.83,,
2002-09-24,16.39,,
2002-09-25,17.65,,
2002-09-26,18.24,,
2002-09-27,18.17,,
2002-09-30,17.58,,
2002-10-01,17.83,,
2002-10-02,18.33,,
2002-10-03,18.0,,
2002-10-04,17.76,,
2002-10-07,17.83,,
2002-10-08,17.82,,
2002-10-09,17.6,,
2002-10-10,17.61,,
2002-10-11,18.17,,
2002-10-14,18.72,,
2002-10-15,19.07,,
2002-10-16,18.77,,
2002-10-17,17.37,,
2002-10-18,17.8,,
2002-10-21,18.13,,
2002-10-22,18.0,,
2002-10-23,18.07,,
2002-10-24,18.11,,
2002-10-25,17.99,,
2002-10-28,17.9,,
2002-10-29,17.77,,
2002-10-30,17.75,,
2002-10-31,17.85,,
2002-11-01,17.52,,
2002-11-04,17.52,,
2002-11-05,17.54,,
2002-11-06,17.4,,
2002-11-07,17.35,,
2002-11-08,17.37,,
2002-11-11,16.9,,
2002-11-12,16.9,,
2002-11-13,17.35,,
2002-11-14,17.88,,
2002-11-15,17.94,,
2002-11-18,17.47,,
2002-11-19,17.65,,
2002-11-20,17.77,,
2002-11-21,18.15,,
2002-11-22,17.93,,
2002-11-25,17.23,,
2002-11-26,16.63,,
2002-11-27,17.3,,
2002-11-29,17.18,,
2002-12-02,16.48,,
2002-12-03,16.32,,
2002-12-04,16.75,,
2002-12-05,16.72,,
2002-12-06,16.92,,
2002-12-09,17.07,,
2002-12-10,17.6,,
2002-12-11,17.52,,
2002-12-12,16.68,,
2002-12-13,16.07,,
2002-12-16,16.66,,
2002-12-17,16.62,,
2002-12-18,16.45,,
2002-12-19,16.18,,
2002-12-20,16.43,,
2002-12-23,16.35,,
2002-12-24,16.19,,
2002-12-26,16.37,,
2002-12-27,16.38,,
2002-12-30,16.4,,
2002-12-31,16.3,,
2003-01-02,16.61,,
2003-01-03,16.36,,
2003-01-06,15.31,,
2003-01-07,15.4,,
2003-01-08,15.3,,
2003-01-09,15.52,,
2003-01-10,15.47,,
2003-01-13,15.28,,
2003-01-14,14.95,,
2003-01-15,15.09,,
2003-01-16,15.33,,
2003-01-17,15.02,,
2003-01-21,14.39,,
2003-01-22,14.2,,
2003-01-23,14.36,,
2003-01-24,14.27,,
2003-01-27,14.17,,
2003-01-28,14.5,,
2003-01-29,14.37,,
2003-01-30,14.56,,
2003-01-31,14.55,,
2003-02-03,14.56,,
2003-02-04,14.38,,
2003-02-05,14.39,,
2003-02-06,13.43,,
2003-02-07,13.12,,
2003-02-10,13.0,,
2003-02-11,13.22,,
2003-02-12,12.92,,
2003-02-13,13.18,,
2003-02-14,13.43,,
2003-02-18,13.46,,
2003-02-19,13.15,,
2003-02-20,12.97,,
2003-02-21,12.95,,
2003-02-24,12.68,,
2003-02-25,12.53,,
2003-02-26,12.73,,
2003-02-27,12.9,,
2003-02-28,13.01,,
2003-03-03,13.06,,
2003-03-04,12.82,,
2003-03-05,12.95,,
2003-03-06,12.86,,
2003-03-07,13.09,,
2003-03-10,13.1,,
2003-03-11,13.23,,
2003-03-12,13.31,,
2003-03-13,13.93,,
2003-03-14,14.42,,
2003-03-17,14.6,,
2003-03-18,14.67,,
2003-03-19,15.07,,
2003-03-20,14.89,,
2003-03-21,15.24,,
2003-03-24,15.08,,
2003-03-25,15.36,,
2003-03-26,15.46,,
2003-03-27,15.45,,
2003-03-28,15.47,,
2003-03-31,15.42,,
2003-04-01,15.34,,
2003-04-02,15.74,,
2003-04-03,15.94,,
2003-04-04,16.08,,
2003-04-07,16.17,,
2003-04-08,16.0,,
2003-04-09,15.51,,
2003-04-10,15.74,,
2003-04-11,15.7,,
2003-04-14,15.98,,
2003-04-15,15.95,,
2003-04-16,15.61,,
2003-04-17,15.89,,
2003-04-21,15.99,,
2003-04-22,16.51,,
2003-04-23,16.8,,
2003-04-24,16.72,,
2003-04-25,16.65,,
2003-04-28,16.68,,
2003-04-29,16.83,,
2003-04-30,16.58,,
2003-05-01,16.38,,
2003-05-02,16.71,,
2003-05-05,17.07,,
2003-05-06,17.41,,
2003-05-07,17.24,,
2003-05-08,17.43,,
2003-05-09,17.77,,
2003-05-12,18.02,,
2003-05-13,17.63,,
2003-05-14,17.4,,
2003-05-15,19.5,,
2003-05-16,20.17,,
2003-05-19,20.0,,
2003-05-20,19.73,,
2003-05-21,19.88,,
2003-05-22,20.06,,
2003-05-23,20.17,,
2003-05-27,20.0,,
2003-05-28,19.96,,
2003-05-29,19.7,,
2003-05-30,19.83,,
2003-06-02,20.7,,
2003-06-03,20.33,,
2003-06-04,20.01,,
2003-06-05,20.06,,
2003-06-06,20.01,,
2003-06-09,19.68,,
2003-06-10,20.34,,
2003-06-11,20.33,,
2003-06-12,20.29,,
2003-06-13,20.03,,
2003-06-16,20.33,,
2003-06-17,20.56,,
2003-06-18,20.16,,
2003-06-19,19.7,,
2003-06-20,19.57,,
2003-06-23,19.22,,
2003-06-24,19.74,,
2003-06-25,19.97,,
2003-06-26,20.0,,
2003-06-27,20.08,,
2003-06-30,20.3,,
2003-07-01,20.15,,
2003-07-02,20.24,,
2003-07-03,20.59,,
2003-07-07,20.54,,
2003-07-08,21.23,,
2003-07-09,20.95,,
2003-07-10,20.68,,
2003-07-11,21.17,,
2003-07-14,21.85,,
2003-07-15,22.12,,
2003-07-16,21.92,,
2003-07-17,21.53,,
2003-07-18,21.73,,
2003-07-21,21.58,,
2003-07-22,21.96,,
2003-07-23,22.03,,
2003-07-24,22.33,,
2003-07-25,22.63,,
2003-07-28,22.62,,
2003-07-29,22.48,,
2003-07-30,22.5,,
2003-07-31,22.64,,
2003-08-01,22.66,,
2003-08-04,23.01,,
2003-08-05,22.7,,
2003-08-06,22.17,,
2003-08-07,22.04,,
2003-08-08,22.85,,
2003-08-11,22.7,,
2003-08-12,22.9,,
2003-08-13,23.67,,
2003-08-14,24.34,,
2003-08-15,24.27,,
2003-08-18,24.34,,
2003-08-19,24.38,,
2003-08-20,24.0,,
2003-08-21,24.68,,
2003-08-22,24.57,,
2003-08-25,24.67,,
2003-08-26,25.0,,
2003-08-27,24.72,,
2003-08-28,24.68,,
2003-08-29,24.88,,
2003-09-02,24.46,,
2003-09-03,24.44,,
2003-09-04,24.47,,
2003-09-05,23.87,,
2003-09-08,23.98,,
2003-09-09,22.97,,
2003-09-10,23.33,,
2003-09-11,23.33,,
2003-09-12,23.31,,
2003-09-15,23.53,,
2003-09-16,23.63,,
2003-09-17,23.64,,
2003-09-18,23.95,,
2003-09-19,23.72,,
2003-09-22,23.86,,
2003-09-23,24.6,,
2003-09-24,24.35,,
2003-09-25,23.63,,
2003-09-26,23.46,,
2003-09-29,23.34,,
2003-09-30,23.63,,
2003-10-01,24.5,,
2003-10-02,24.66,,
2003-10-03,24.67,,
2003-10-06,24.91,,
2003-10-07,24.88,,
2003-10-08,24.59,,
2003-10-09,24.9,,
2003-10-10,24.85,,
2003-10-13,25.15,,
2003-10-14,25.34,,
2003-10-15,25.33,,
2003-10-16,24.96,,
2003-10-17,24.68,,
2003-10-20,24.67,,
2003-10-21,24.53,,
2003-10-22,24.53,,
2003-10-23,24.84,,
2003-10-24,25.05,,
2003-10-27,25.67,,
2003-10-28,26.17,,
2003-10-29,26.07,,
2003-10-30,26.47,,
2003-10-31,26.07,,
2003-11-03,26.55,,
2003-11-04,26.39,,
2003-11-05,26.67,,
2003-11-06,26.65,,
2003-11-07,26.67,,
2003-11-10,26.48,,
2003-11-11,26.29,,
2003-11-12,26.77,,
2003-11-13,26.74,,
2003-11-14,27.01,,
2003-11-17,26.82,,
2003-11-18,26.42,,
2003-11-19,25.83,,
2003-11-20,25.86,,
2003-11-21,25.94,,
2003-11-24,26.77,,
2003-11-25,27.07,,
2003-11-26,27.16,,
2003-11-28,27.21,,
2003-12-01,27.47,,
2003-12-02,27.6,,
2003-12-03,27.68,,
2003-12-04,27.33,,
2003-12-05,26.91,,
2003-12-08,26.88,,
2003-12-09,26.9,,
2003-12-10,25.6,,
2003-12-11,26.0,,
2003-12-12,26.24,,
2003-12-15,26.07,,
2003-12-16,25.93,,
2003-12-17,26.08,,
2003-12-18,26.63,,
2003-12-19,26.33,,
2003-12-22,26.26,,
2003-12-23,26.37,,
2003-12-24,26.3,,
2003-12-26,26.46,,
2003-12-29,26.68,,
2003-12-30,27.01,,
2003-12-31,27.13,,
2004-01-02,27.14,,
2004-01-05,26.89,,
2004-01-06,27.37,,
2004-01-07,28.23,,
2004-01-08,27.49,,
2004-01-09,27.45,,
2004-01-12,27.78,,
2004-01-13,27.93,,
2004-01-14,28.07,,
2004-01-15,27.85,,
2004-01-16,27.91,,
2004-01-20,27.39,,
2004-01-21,27.87,,
2004-01-22,27.93,,
2004-01-23,27.75,,
2004-01-26,27.75,,
2004-01-27,27.15,,
2004-01-28,26.57,,
2004-01-29,25.85,,
2004-01-30,25.95,,
2004-02-02,26.17,,
2004-02-03,26.27,,
2004-02-04,26.33,,
2004-02-05,26.63,,
2004-02-06,27.4,,
2004-02-09,27.51,,
2004-02-10,27.28,,
2004-02-11,27.75,,
2004-02-12,28.05,,
2004-02-13,27.93,,
2004-02-17,28.33,,
2004-02-18,28.01,,
2004-02-19,26.33,,
2004-02-20,26.68,,
2004-02-23,26.21,,
2004-02-24,26.0,,
2004-02-25,26.07,,
2004-02-26,26.7,,
2004-02-27,26.3,,
2004-03-01,26.6,,
2004-03-02,26.67,,
2004-03-03,26.39,,
2004-03-04,26.95,,
2004-03-05,27.6,,
2004-03-08,27.7,,
2004-03-09,27.49,,
2004-03-10,27.15,,
2004-03-11,26.74,,
2004-03-12,26.57,,
2004-03-15,26.54,,
2004-03-16,26.48,,
2004-03-17,26.61,,
2004-03-18,26.53,,
2004-03-19,26.13,,
2004-03-22,25.69,,
2004-03-23,25.72,,
2004-03-24,25.9,,
2004-03-25,26.2,,
2004-03-26,26.12,,
2004-03-29,26.25,,
2004-03-30,26.6,,
2004-03-31,27.11,,
2004-04-01,26.91,,
2004-04-02,26.63,,
2004-04-05,27.42,,
2004-04-06,27.36,,
2004-04-07,27.4,,
2004-04-08,27.35,,
2004-04-12,27.44,,
2004-04-13,27.25,,
2004-04-14,27.12,,
2004-04-15,27.11,,
2004-04-16,27.29,,
2004-04-19,27.41,,
2004-04-20,28.15,,
2004-04-21,28.6,,
2004-04-22,29.55,,
2004-04-23,29.49,,
2004-04-26,28.79,,
2004-04-27,29.43,,
2004-04-28,28.99,,
2004-04-29,28.69,,
2004-04-30,28.77,,
2004-05-03,29.04,,
2004-05-04,28.5,,
2004-05-05,29.25,,
2004-05-06,28.37,,
2004-05-07,27.85,,
2004-05-10,27.0,,
2004-05-11,27.53,,
2004-05-12,27.77,,
2004-05-13,27.83,,
2004-05-14,27.65,,
2004-05-17,27.19,,
2004-05-18,28.01,,
2004-05-19,28.47,,
2004-05-20,27.79,,
2004-05-21,27.99,,
2004-05-24,28.07,,
2004-05-25,28.23,,
2004-05-26,28.29,,
2004-05-27,28.23,,
2004-05-28,28.58,,
2004-06-01,28.3,,
2004-06-02,28.59,,
2004-06-03,28.17,,
2004-06-04,27.99,,
2004-06-07,28.53,,
2004-06-08,28.83,,
2004-06-09,28.98,,
2004-06-10,28.63,,
2004-06-14,28.91,,
2004-06-15,28.94,,
2004-06-16,29.47,,
2004-06-17,29.56,,
2004-06-18,29.68,,
2004-06-21,30.0,,
2004-06-22,29.97,,
2004-06-23,29.97,,
2004-06-24,29.95,,
2004-06-25,30.6,,
2004-06-28,30.61,,
2004-06-29,30.15,,
2004-06-30,29.45,,
2004-07-01,29.18,,
2004-07-02,28.96,,
2004-07-06,28.77,,
2004-07-07,28.47,,
2004-07-08,27.3,,
2004-07-09,27.28,,
2004-07-12,27.27,,
2004-07-13,26.87,,
2004-07-14,25.97,,
2004-07-15,25.22,,
2004-07-16,24.95,,
2004-07-19,23.9,,
2004-07-20,24.55,,
2004-07-21,24.81,,
2004-07-22,24.21,,
2004-07-23,24.14,,
2004-07-26,24.0,,
2004-07-27,24.33,,
2004-07-28,23.96,,
2004-07-29,24.73,,
2004-07-30,24.75,,
2004-08-02,24.74,,
2004-08-03,24.33,,
2004-08-04,23.87,,
2004-08-05,23.0,,
2004-08-06,22.73,,
2004-08-09,22.89,,
2004-08-10,23.53,,
2004-08-11,22.91,,
2004-08-12,22.4,,
2004-08-13,22.1,,
2004-08-16,22.76,,
2004-08-17,23.73,,
2004-08-18,23.83,,
2004-08-19,24.15,,
2004-08-20,24.06,,
2004-08-23,23.81,,
2004-08-24,23.87,,
2004-08-25,24.55,,
2004-08-26,25.05,,
2004-08-27,24.85,,
2004-08-30,25.06,,
2004-08-31,24.71,,
2004-09-01,24.89,,
2004-09-02,24.74,,
2004-09-03,24.97,,
2004-09-07,25.23,,
2004-09-08,25.15,,
2004-09-09,24.51,,
2004-09-10,24.15,,
2004-09-13,24.39,,
2004-09-14,23.88,,
2004-09-15,23.83,,
2004-09-16,23.91,,
2004-09-17,23.97,,
2004-09-20,23.63,,
2004-09-21,23.53,,
2004-09-22,23.5,,
2004-09-23,23.72,,
2004-09-24,23.55,,
2004-09-27,23.22,,
2004-09-28,23.47,,
2004-09-29,23.27,,
2004-09-30,22.93,,
2004-10-01,23.34,,
2004-10-04,23.84,,
2004-10-05,24.03,,
2004-10-06,24.04,,
2004-10-07,23.75,,
2004-10-08,23.45,,
2004-10-11,23.47,,
2004-10-12,23.3,,
2004-10-13,23.03,,
2004-10-14,22.57,,
2004-10-15,22.46,,
2004-10-18,22.5,,
2004-10-19,22.64,,
2004-10-20,25.81,,
2004-10-21,26.05,,
2004-10-22,25.91,,
2004-10-25,25.63,,
2004-10-26,26.04,,
2004-10-27,26.11,,
2004-10-28,26.21,,
2004-10-29,26.08,,
2004-11-01,26.27,,
2004-11-02,25.93,,
2004-11-03,26.29,,
2004-11-04,27.07,,
2004-11-05,27.7,,
2004-11-08,27.41,,
2004-11-09,27.17,,
2004-11-10,27.51,,
2004-11-11,27.83,,
2004-11-12,28.13,,
2004-11-15,28.23,,
2004-11-16,28.03,,
2004-11-17,27.91,,
2004-11-18,28.07,,
2004-11-19,27.67,,
2004-11-22,27.57,,
2004-11-23,28.03,,
2004-11-24,28.16,,
2004-11-26,28.32,,
2004-11-29,28.28,,
2004-11-30,27.51,,
2004-12-01,28.0,,
2004-12-02,28.13,,
2004-12-03,28.01,,
2004-12-06,27.83,,
2004-12-07,27.79,,
2004-12-08,27.79,,
2004-12-09,27.77,,
2004-12-10,27.7,,
2004-12-13,28.03,,
2004-12-14,28.13,,
2004-12-15,28.03,,
2004-12-16,28.27,,
2004-12-17,28.15,,
2004-12-20,27.62,,
2004-12-21,27.51,,
2004-12-22,27.93,,
2004-12-23,27.83,,
2004-12-27,27.91,,
2004-12-28,28.49,,
2004-12-29,28.88,,
2004-12-30,28.94,,
2004-12-31,29.12,,
2005-01-03,29.03,,
2005-01-04,28.84,,
2005-01-05,28.89,,
2005-01-06,28.87,,
2005-01-07,28.7,,
2005-01-10,28.8,,
2005-01-11,28.97,,
2005-01-12,28.87,,
2005-01-13,28.81,,
2005-01-14,28.97,,
2005-01-18,29.71,,
2005-01-19,29.03,,
2005-01-20,28.63,,
2005-01-21,28.55,,
2005-01-24,28.17,,
2005-01-25,28.17,,
2005-01-26,28.24,,
2005-01-27,28.55,,
2005-01-28,28.37,,
2005-01-31,28.73,,
2005-02-01,28.83,,
2005-02-02,28.9,,
2005-02-03,29.17,,
2005-02-04,29.85,,
2005-02-07,30.08,,
2005-02-08,30.09,,
2005-02-09,29.67,,
2005-02-10,29.86,,
2005-02-11,30.05,,
2005-02-14,30.19,,
2005-02-15,29.83,,
2005-02-16,29.67,,
2005-02-17,34.53,,
2005-02-18,33.82,,
2005-02-22,33.37,,
2005-02-23,33.63,,
2005-02-24,33.59,,
2005-02-25,33.83,,
2005-02-28,33.59,,
2005-03-01,33.95,,
2005-03-02,34.66,,
2005-03-03,34.6,,
2005-03-04,34.84,,
2005-03-07,34.78,,
2005-03-08,34.09,,
2005-03-09,33.71,,
2005-03-10,33.56,,
2005-03-11,33.93,,
2005-03-14,33.09,,
2005-03-15,33.14,,
2005-03-16,33.28,,
2005-03-17,33.2,,
2005-03-18,33.26,,
2005-03-21,32.47,,
2005-03-22,32.71,,
2005-03-23,32.69,,
2005-03-24,33.05,,
2005-03-28,33.81,,
2005-03-29,33.33,,
2005-03-30,33.61,,
2005-03-31,33.63,,
2005-04-01,33.8,,
2005-04-04,34.21,,
2005-04-05,34.5,,
2005-04-06,34.17,,
2005-04-07,34.21,,
2005-04-08,33.93,,
2005-04-11,34.0,,
2005-04-12,34.37,,
2005-04-13,33.7,,
2005-04-14,33.17,,
2005-04-15,32.63,,
2005-04-18,32.64,,
2005-04-19,34.01,,
2005-04-20,33.57,,
2005-04-21,34.05,,
2005-04-22,34.05,,
2005-04-25,34.83,,
2005-04-26,35.11,,
2005-04-27,35.68,,
2005-04-28,35.65,,
2005-04-29,35.57,,
2005-05-02,35.38,,
2005-05-03,35.42,,
2005-05-04,35.97,,
2005-05-05,36.57,,
2005-05-06,36.67,,
2005-05-09,36.49,,
2005-05-10,36.29,,
2005-05-11,36.1,,
2005-05-12,35.43,,
2005-05-13,35.42,,
2005-05-16,35.84,,
2005-05-17,36.53,,
2005-05-18,36.78,,
2005-05-19,38.98,,
2005-05-20,39.63,,
2005-05-23,39.65,,
2005-05-24,39.49,,
2005-05-25,39.43,,
2005-05-26,39.58,,
2005-05-27,39.27,,
2005-05-31,39.51,,
2005-06-01,40.12,,
2005-06-02,40.67,,
2005-06-03,40.66,,
2005-06-06,41.29,,
2005-06-07,41.73,,
2005-06-08,41.68,,
2005-06-09,42.07,,
2005-06-10,42.13,,
2005-06-13,41.83,,
2005-06-14,41.92,,
2005-06-15,41.73,,
2005-06-16,41.87,,
2005-06-17,42.19,,
2005-06-20,42.19,,
2005-06-21,42.85,,
2005-06-22,43.35,,
2005-06-23,43.0,,
2005-06-24,42.23,,
2005-06-27,42.59,,
2005-06-28,43.43,,
2005-06-29,43.49,,
2005-06-30,43.03,,
2005-07-01,43.77,,
2005-07-05,43.73,,
2005-07-06,42.93,,
2005-07-07,42.59,,
2005-07-08,42.85,,
2005-07-11,42.62,,
2005-07-12,42.93,,
2005-07-13,42.97,,
2005-07-14,43.55,,
2005-07-15,43.34,,
2005-07-18,44.33,,
2005-07-19,44.65,,
2005-07-20,44.46,,
2005-07-21,44.23,,
2005-07-22,44.2,,
2005-07-25,43.86,,
2005-07-26,43.93,,
2005-07-27,44.13,,
2005-07-28,45.99,,
2005-07-29,45.97,,
2005-08-01,46.03,,
2005-08-02,47.27,,
2005-08-03,47.29,,
2005-08-04,46.35,,
2005-08-05,46.2,,
2005-08-08,45.82,,
2005-08-09,45.66,,
2005-08-10,46.37,,
2005-08-11,44.0,,
2005-08-12,43.77,,
2005-08-15,44.02,,
2005-08-16,42.97,,
2005-08-17,43.71,,
2005-08-18,43.66,,
2005-08-19,42.77,,
2005-08-22,42.13,,
2005-08-23,41.4,,
2005-08-24,41.54,,
2005-08-25,41.4,,
2005-08-26,40.77,,
2005-08-29,41.13,,
2005-08-30,40.73,,
2005-08-31,40.62,,
2005-09-01,39.57,,
2005-09-02,38.79,,
2005-09-06,39.26,,
2005-09-07,40.72,,
2005-09-08,40.16,,
2005-09-09,40.55,,
2005-09-12,41.65,,
2005-09-13,40.87,,
2005-09-14,40.53,,
2005-09-15,40.63,,
2005-09-16,40.39,,
2005-09-19,39.3,,
2005-09-20,38.88,,
2005-09-21,37.77,,
2005-09-22,39.0,,
2005-09-23,39.57,,
2005-09-26,39.0,,
2005-09-27,38.64,,
2005-09-28,37.81,,
2005-09-29,38.26,,
2005-09-30,38.68,,
2005-10-03,39.0,,
2005-10-04,38.76,,
2005-10-05,37.75,,
2005-10-06,38.81,,
2005-10-07,38.79,,
2005-10-10,38.74,,
2005-10-11,38.75,,
2005-10-12,37.22,,
2005-10-13,36.95,,
2005-10-14,37.47,,
2005-10-17,37.02,,
2005-10-18,36.87,,
2005-10-19,37.57,,
2005-10-20,37.49,,
2005-10-21,35.93,,
2005-10-24,37.0,,
2005-10-25,37.14,,
2005-10-26,36.52,,
2005-10-27,35.88,,
2005-10-28,36.59,,
2005-10-31,37.5,,
2005-11-01,37.5,,
2005-11-02,38.7,,
2005-11-03,39.85,,
2005-11-04,39.49,,
2005-11-07,40.05,,
2005-11-08,39.46,,
2005-11-09,39.78,,
2005-11-10,39.99,,
2005-11-11,40.39,,
2005-11-14,40.69,,
2005-11-15,39.17,,
2005-11-16,39.27,,
2005-11-17,40.27,,
2005-11-18,41.02,,
2005-11-21,41.86,,
2005-11-22,42.88,,
2005-11-23,42.82,,
2005-11-25,43.5,,
2005-11-28,42.25,,
2005-11-29,42.37,,
2005-11-30,42.34,,
2005-12-01,43.4,,
2005-12-02,43.89,,
2005-12-05,43.76,,
2005-12-06,44.0,,
2005-12-07,43.5,,
2005-12-08,43.81,,
2005-12-09,44.08,,
2005-12-12,43.4,,
2005-12-13,42.5,,
2005-12-14,43.03,,
2005-12-15,42.5,,
2005-12-16,42.18,,
2005-12-19,42.1,,
2005-12-20,42.31,,
2005-12-21,42.37,,
2005-12-22,42.77,,
2005-12-23,43.14,,
2005-12-27,42.45,,
2005-12-28,42.78,,
2005-12-29,42.61,,
2005-12-30,43.46,,
2006-01-03,43.52,,
2006-01-04,43.83,,
2006-01-05,44.04,,
2006-01-06,43.99,,
2006-01-09,44.56,,
2006-01-10,44.61,,
2006-01-11,44.23,,
2006-01-12,44.36,,
2006-01-13,44.37,,
2006-01-17,43.51,,
2006-01-18,43.15,,
2006-01-19,42.18,,
2006-01-20,41.92,,
2006-01-23,41.62,,
2006-01-24,42.81,,
2006-01-25,42.82,,
2006-01-26,43.52,,
2006-01-27,43.01,,
2006-01-30,42.91,,
2006-01-31,43.57,,
2006-02-01,43.4,,
2006-02-02,42.36,,
2006-02-03,43.38,,
2006-02-06,43.08,,
2006-02-07,42.95,,
2006-02-08,43.14,,
2006-02-09,43.51,,
2006-02-10,43.73,,
2006-02-13,44.33,,
2006-02-14,44.5,,
2006-02-15,43.91,,
2006-02-16,41.74,,
2006-02-17,41.7,,
2006-02-21,40.45,,
2006-02-22,41.23,,
2006-02-23,41.33,,
2006-02-24,41.54,,
2006-02-27,41.64,,
2006-02-28,41.35,,
2006-03-01,42.52,,
2006-03-02,42.62,,
2006-03-03,42.41,,
2006-03-06,42.41,,
2006-03-07,42.44,,
