CBRE,dcf,Deviation
10.02,803366873.8299999,-0.9999999875274918
9.93,798746437.6599998,-0.9999999875680197
9.86,812607746.1700001,-0.9999999878662245
10.07,829769366.23,-0.9999999878640976
10.33,860132232.4899998,-0.9999999879902187
10.79,850231297.8400002,-0.9999999873093357
10.64,857491983.25,-0.9999999875917207
10.75,872013354.0700002,-0.9999999876722071
10.97,893795410.3000002,-0.9999999877264977
11.3,885874662.5799999,-0.9999999872442452
11.18,1001069957.8800001,-0.9999999888319493
10.98,997003433.52,-0.9999999889869988
10.92,975993057.6599998,-0.9999999888113958
10.61,983448352.3200002,-0.9999999892114314
10.72,984126106.3800001,-0.9999999891070871
10.73,1012591776.9000001,-0.9999999894034296
11.15,997003433.52,-0.9999999888164879
10.92,1019369317.5,-0.9999999892874939
11.25,1017336055.3200002,-0.9999999889417072
11.22,1024113595.9200001,-0.9999999890441841
11.32,1043768463.6599998,-0.9999999891546829
11.61,1029535628.4000001,-0.9999999887230712
11.4,1007169744.4200001,-0.9999999886811533
11.07,1014625039.0799999,-0.9999999890895656
11.18,1009880760.6599998,-0.9999999889293861
11.11,1002425466.0,-0.9999999889168817
11.0,1015980547.1999998,-0.999999989173021
11.2,1009203006.5999999,-0.9999999889021337
11.1,1012591776.9000001,-0.9999999890380307
11.15,1047157233.96,-0.9999999893521243
11.66,1058679052.98,-0.999999988986275
11.83,1051223758.3200002,-0.9999999887464491
11.72,1105444083.12,-0.999999989397926
12.52,1093922264.1,-0.9999999885549454
12.35,1072911888.2399998,-0.9999999884892691
12.04,1092566755.98,-0.9999999889800784
12.33,1087144723.5,-0.9999999886583637
12.25,1085111461.3200002,-0.9999999887108372
12.22,1112899377.7800002,-0.9999999890196721
12.63,1116965902.1399999,-0.9999999886925823
12.69,1110188361.54,-0.9999999885695072
12.59,1121710180.56,-0.9999999887760669
12.76,1108832853.42,-0.9999999884924045
12.57,1092566755.98,-0.9999999884949822
12.33,1088500231.62,-0.9999999886724875
12.27,1071556380.1199999,-0.9999999885493659
12.02,1082400445.08,-0.9999999888950526
12.18,1079011674.7800002,-0.9999999887118923
12.13,1072234134.1799998,-0.9999999886871723
12.03,1074945150.42,-0.9999999888087313
12.07,1081722691.02,-0.9999999888418722
12.17,1081722691.02,-0.9999999887494271
12.17,1092566755.98,-0.9999999888610925
12.33,1090533493.8000002,-0.9999999886936073
12.3,1071556380.1199999,-0.9999999885213693
12.02,1051901512.3800001,-0.9999999885730747
11.73,1041057447.4200001,-0.9999999887326103
11.57,1037668677.1199999,-0.9999999888500055
11.52,1036313169.0,-0.9999999888836691
11.5,1032924398.6999998,-0.9999999888665617
11.45,1037668677.1199999,-0.9999999889656493
11.52,1045123971.7800002,-0.9999999889773842
11.63,1046479479.9000001,-0.9999999888865475
11.65,1030891136.52,-0.9999999886990977
11.42,1047834988.02,-0.9999999891013374
11.67,1041735201.48,-0.999999988797537
11.58,1060034561.0999999,-0.9999999890758279
11.85,1058679052.98,-0.9999999888068061
11.83,1030891136.52,-0.9999999885244915
11.42,1041057447.4200001,-0.9999999890303845
11.57,1047157233.96,-0.9999999889510385
11.66,1012970964.0900002,-0.9999999884893048
11.63,996058410.2,-0.999999988323978
11.4,994587753.3400002,-0.9999999885379647
11.38,987234469.04,-0.9999999884728498
11.28,999735052.3499999,-0.9999999887170106
11.45,995323081.77,-0.9999999884961976
11.39,1010029650.3699999,-0.9999999887231034
11.59,1015176949.3800001,-0.9999999885832711
11.66,974733885.73,-0.9999999880377607
11.11,985028483.75,-0.9999999887211384
11.25,960027317.1300001,-0.9999999882815834
10.91,957821331.8400002,-0.9999999886095667
10.88,966645273.0,-0.9999999887445785
11.0,974733885.73,-0.9999999887148686
11.11,990175782.76,-0.99999998877977
11.32,1001205709.21,-0.9999999886936322
11.47,1017382934.6700001,-0.9999999887259756
11.69,1002676366.0700002,-0.9999999883412032
11.49,1015912277.81,-0.9999999886899683
11.67,965909944.5700002,-0.9999999879181283
10.99,1009294321.94,-0.999999989111204
11.58,1022530233.6799998,-0.9999999886751515
11.76,1027677532.69,-0.9999999885567217
11.83,1023265562.1100001,-0.9999999884389738
11.77,999735052.3499999,-0.9999999882268807
11.45,1000470380.7800002,-0.9999999885553833
11.46,1010764978.8,-0.9999999886620528
11.6,996058410.2,-0.9999999883540966
11.4,1001941037.6399999,-0.999999988622085
11.48,993852424.9099998,-0.9999999884489893
11.37,981351841.5999999,-0.9999999884139413
11.2,988705125.9000001,-0.9999999886720523
11.3,995323081.77,-0.9999999886469025
11.39,1025471547.4000001,-0.9999999888929146
11.8,1070326581.6300001,-0.9999999889753275
12.41,1069591253.2,-0.9999999883974369
12.4,1099739718.83,-0.9999999887246047
12.81,1111504973.71,-0.9999999884750853
12.97,1092386434.5300002,-0.9999999881269123
12.71,1106357674.7,-0.9999999885118527
12.9,1110769645.2800002,-0.9999999883864309
12.96,1100475047.26,-0.9999999882232677
12.82,1082091836.51,-0.9999999881525767
12.57,1104151689.4099998,-0.9999999886156946
12.87,1102681032.55,-0.999999988328447
12.85,1114446287.4299998,-0.9999999884696102
13.01,1110034316.85,-0.9999999882796416
12.95,1112975630.5700002,-0.9999999883645251
12.99,1135770811.9,-0.9999999885628333
13.3,1112240302.1399999,-0.9999999880421524
12.98,1111504973.71,-0.9999999883221395
12.97,1107093003.13,-0.9999999882846338
12.91,1116652272.7199998,-0.9999999884386569
13.04,1118858258.01,-0.9999999883452618
13.07,1141653439.3400002,-0.9999999885516921
13.38,1172537233.4,-0.9999999885888485
13.8,1157830664.8,-0.9999999880811586
13.6,1162977963.81,-0.9999999883058833
13.67,1166654605.96,-0.9999999882827361
13.72,1196067743.1599998,-0.9999999885290778
14.12,1213715625.48,-0.9999999883663029
14.36,1236510806.81,-0.9999999883866765
14.67,1215186282.3400002,-0.9999999879277768
14.38,1232834164.6599998,-0.9999999883358197
14.62,1249619282.3400002,-0.9999999883004366
14.38,1265796507.8,-0.9999999886395642
14.6,1277561762.68,-0.999999988571981
14.76,1278297091.11,-0.9999999884533884
14.77,1281238404.83,-0.9999999884720908
14.81,1303298257.73,-0.9999999886365228
15.11,1305504243.02,-0.9999999884259281
15.14,1260649208.79,-0.9999999879903149
14.53,1225353444.15,-0.9999999881421968
14.05,1225353444.15,-0.9999999885339205
14.05,1227559429.44,-0.9999999885545257
14.08,1258443223.5,-0.9999999888115731
14.5,1250354610.77,-0.9999999884032899
14.39,1234912713.74,-0.9999999883473546
14.18,1234912713.74,-0.999999988517407
14.18,1230500743.1599998,-0.9999999884762362
14.12,1236383370.6,-0.999999988579594
14.2,1287856360.7,-0.9999999889739256
14.9,1314328184.18,-0.9999999886634098
15.26,1320946140.05,-0.9999999884476743
15.35,1311386870.46,-0.9999999882948347
15.22,1321681468.48,-0.999999988484366
15.36,1389331684.0400002,-0.9999999889443247
16.28,1368007159.57,-0.9999999880994774
15.99,1340800007.6599998,-0.999999988074284
15.62,1320210811.62,-0.9999999881685562
15.34,1341535336.0900002,-0.9999999885653403
15.63,1349623948.82,-0.9999999884189963
15.74,1365065845.85,-0.9999999884694207
15.95,1361389203.7,-0.9999999882840264
15.9,1366536502.71,-0.9999999883647455
15.97,1369477816.43,-0.9999999883386209
16.01,1331240738.07,-0.9999999879736252
15.49,1319475483.19,-0.9999999882604866
15.33,1324622782.2,-0.9999999884268939
15.4,1334917380.22,-0.9999999884637055
15.54,1328299424.35,-0.9999999883008306
15.45,1331976066.5,-0.9999999884006925
15.5,1313592855.75,-0.9999999882003012
15.25,1253295924.49,-0.9999999878320837
14.43,1251825267.63,-0.9999999884728321
14.41,1324622782.2,-0.9999999891214313
15.4,1387125698.75,-0.999999988897906
16.25,1395949639.91,-0.9999999883591789
16.37,1383449056.6,-0.9999999881672549
16.2,1395949639.91,-0.9999999883949968
16.37,1408450223.22,-0.999999988377296
16.54,1404773581.07,-0.9999999882258606
16.49,1404773581.07,-0.9999999882614535
16.49,1392272997.76,-0.9999999881560585
16.32,1382713728.17,-0.999999988197123
16.19,1374625115.4399998,-0.9999999882222435
16.08,1381243071.3100002,-0.9999999883583126
16.17,1345947306.67,-0.9999999879861567
15.69,1352565262.54,-0.9999999883998204
15.78,1347417963.53,-0.9999999882887118
15.71,1313592855.75,-0.9999999880404343
15.25,1290797674.42,-0.9999999881856
14.94,1304768914.5900002,-0.9999999885496965
15.13,1293003659.71,-0.9999999882985636
14.97,1270943806.81,-0.9999999882213518
14.67,1339329350.8,-0.9999999890467569
15.6,1387861027.18,-0.9999999887596814
16.26,1398155625.1999998,-0.9999999883703933
16.4,1527938405.96,-0.9999999892665831
16.84,1497666396.67,-0.9999999887558404
16.43,1488067954.7,-0.9999999889588376
16.3,1460749312.17,-0.9999999888413433
15.93,1443767453.3,-0.9999999889663671
15.7,1447459161.75,-0.9999999891534073
15.75,1439337403.16,-0.9999999890574649
15.64,1445982478.3700001,-0.9999999891838247
15.73,1447459161.75,-0.9999999891326813
15.75,1473301120.9,-0.999999989309721
16.1,1465917704.0,-0.9999999890171188
16.0,1422355544.29,-0.9999999887510544
15.41,1409803735.56,-0.9999999890694005
15.24,1402420318.66,-0.9999999891330724
15.14,1413495444.01,-0.9999999892889644
15.29,1461487653.86,-0.9999999895380574
15.94,1431953986.26,-0.9999999888683574
15.54,1441552428.23,-0.999999989219955
15.67,1412757102.32,-0.9999999889082136
15.28,1439337403.16,-0.999999989384004
15.64,1486591271.3200002,-0.999999989479287
16.28,1505049813.5700002,-0.9999999891830823
16.53,1670438352.1299999,-0.9999999901043939
18.77,1663054935.23,-0.9999999887135418
18.67,1615062725.3799999,-0.9999999884400774
18.02,1648288101.4299998,-0.9999999890674452
18.47,1622446142.28,-0.999999988615955
18.12,1584052374.4,-0.9999999885609843
17.6,1612109358.6200001,-0.9999999890826264
17.98,1601034233.27,-0.9999999887697592
17.83,1595865841.44,-0.9999999888273816
17.76,1560425440.3200002,-0.9999999886184886
17.28,1582575691.02,-0.999999989081091
17.58,1593650816.3700001,-0.9999999889687252
17.73,1597342524.8200002,-0.9999999889003143
17.78,1643119709.6,-0.9999999891791207
18.4,1663054935.23,-0.9999999889360239
18.67,1666008301.99,-0.9999999887935732
18.71,1678560110.72,-0.9999999888535419
18.88,1656409860.02,-0.9999999886018549
18.58,1650503126.5,-0.9999999887428266
18.5,1650503126.5,-0.9999999887912966
18.5,1646811418.05,-0.9999999887661697
18.45,1650503126.5,-0.9999999888215904
18.5,1605464283.41,-0.9999999884768536
17.89,1608417650.17,-0.999999988877267
17.93,1580360665.95,-0.9999999886544886
17.55,1595127499.75,-0.9999999889977447
17.75,1589220766.23,-0.9999999888310043
17.67,1629829559.1799998,-0.9999999891583755
18.22,1622446142.28,-0.9999999887700433
18.12,1639428001.15,-0.9999999889473645
18.35,1674868402.27,-0.9999999890439153
18.83,1711047145.08,-0.9999999889950432
19.32,1680036794.1,-0.9999999885002518
18.9,1690373577.76,-0.9999999888190396
19.04,1691111919.45,-0.9999999887411355
19.05,1714738853.53,-0.9999999888904366
19.37,1721383928.74,-0.999999988747426
19.46,1747225887.8899999,-0.9999999888623445
19.81,1747964229.58,-0.9999999886668162
19.82,1741319154.3700001,-0.9999999886178246
19.73,1733197395.78,-0.9999999886164149
19.62,1937553742.2,-0.9999999898738293
20.1,1953843207.04,-0.9999999897125829
20.32,1976796543.86,-0.9999999897207429
20.63,1984200846.06,-0.9999999896028671
20.73,1998269020.24,-0.9999999896260214
20.92,2016779775.74,-0.9999999896270281
21.17,2025664938.3799999,-0.9999999895491107
21.29,2023443647.72,-0.9999999894783331
21.26,1963468799.8999999,-0.9999999891722242
20.45,1954583637.26,-0.9999999895374136
20.33,1970873102.1000001,-0.9999999896847748
20.55,1985681706.5,-0.9999999896509093
20.75,1978277404.3,-0.9999999895110767
20.65,2008635043.32,-0.9999999897193868
21.06,2010856333.98,-0.99999998952685
21.09,1990124287.82,-0.9999999894026719
20.81,2016039345.52,-0.9999999896777808
21.16,2004192462.0,-0.9999999894421318
21.0,2035290531.2399998,-0.9999999896820627
21.42,2007154182.8799999,-0.9999999893281741
21.04,2021222357.06,-0.9999999895904575
21.23,2153759366.44,-0.9999999901428172
23.02,2133767750.5,-0.9999999892115718
22.75,2118218715.88,-0.9999999892598438
22.54,2088601507.08,-0.9999999892080897
22.14,2071571612.02,-0.9999999893124621
21.91,2087861076.8599997,-0.9999999895060068
22.13,2056763007.62,-0.9999999892403744
21.71,2058243868.06,-0.9999999894521732
21.73,2096005809.2799997,-0.9999999896326623
22.24,2127103878.52,-0.9999999895444692
22.66,2165606249.96,-0.9999999895364173
23.18,2175972273.04,-0.9999999893472907
23.32,2125623018.08,-0.9999999890290988
22.64,2155980657.1000004,-0.9999999894989782
23.05,2151538075.7799997,-0.9999999892867338
22.99,2173010552.16,-0.9999999894202078
23.28,2204849051.62,-0.9999999894414541
23.71,2144133773.58,-0.9999999889419213
22.89,2217436365.3599997,-0.9999999896772686
23.88,2234466260.42,-0.999999989312884
24.11,2267785620.3199997,-0.9999999893684836
24.56,2235947120.8599997,-0.9999999890158404
24.13,2183376575.24,-0.9999999889483104
23.42,2173750982.38,-0.9999999892259969
23.29,2164125389.52,-0.9999999892381467
23.16,2196704319.2,-0.9999999894569334
23.6,2189300017.0,-0.9999999892202988
23.5,2256679167.02,-0.9999999895864683
24.41,2321096596.16,-0.9999999894834192
25.28,2291479387.3599997,-0.9999999889678257
24.88,2292960247.8,-0.9999999891493976
24.9,2291479387.3599997,-0.9999999891336574
24.88,2272968631.8599997,-0.9999999890539625
24.63,2284075085.16,-0.9999999892166417
24.78,2309249712.6400003,-0.9999999892692419
25.12,2360339397.8199997,-0.9999999893574627
25.81,2389216176.3999996,-0.9999999891972939
26.2,2434382419.8199997,-0.9999999892375168
26.81,2478067802.8,-0.999999989181087
27.4,2479548663.24,-0.9999999889496018
27.42,2441046291.8,-0.9999999887671118
26.9,2241772110.1499996,-0.9999999880005644
26.45,2253050086.2,-0.9999999882603586
26.6,2275606038.3,-0.9999999883108062
26.9,2310191831.52,-0.9999999883559453
27.36,2301169450.68,-0.9999999881103931
27.24,2280117228.7200003,-0.9999999880532459
26.96,2295154530.12,-0.9999999882535142
27.16,2303425045.89,-0.9999999882088632
27.27,2301921315.75,-0.9999999881533744
27.25,2269591117.74,-0.999999987993432
26.82,2372596632.33,-0.9999999886959293
28.19,2396656314.57,-0.9999999882377795
28.51,2403423100.2000003,-0.9999999881377524
28.6,2388385798.8,-0.9999999880253851
28.4,2343273894.6000004,-0.9999999878802047
27.8,2295154530.12,-0.9999999878875259
27.16,2403423100.2000003,-0.9999999886994512
28.6,2433497703.0,-0.9999999882473692
29.0,2456053655.1,-0.9999999881924404
29.3,2420715996.81,-0.9999999878961431
28.83,2369589172.05,-0.999999987833334
28.15,2432745837.93,-0.9999999884287131
28.99,2407934290.62,-0.9999999879606349
28.66,2435001433.14,-0.9999999882299864
29.02,2443271948.91,-0.9999999881224847
29.13,2447783139.33,-0.9999999880994359
29.19,2434249568.07,-0.9999999880086248
29.01,2416204806.39,-0.9999999879935675
28.77,2344025759.67,-0.9999999877262441
27.81,2248538895.7799997,-0.9999999876319684
26.54,2328988458.27,-0.9999999886044948
27.61,2206434451.86,-0.9999999874865986
25.98,2228238538.89,-0.999999988340566
26.27,2192900880.6000004,-0.9999999880204343
25.8,2171848658.64,-0.9999999881207192
25.52,2161322547.66,-0.9999999881924149
25.38,2047039057.02,-0.9999999876016045
23.86,2150796436.68,-0.999999988906435
25.24,2170344928.5,-0.9999999883705122
25.5,2122225564.02,-0.9999999879843121
24.86,2192149015.5299997,-0.9999999886595301
25.79,2215456832.7,-0.99999998835906
26.1,2268087387.6000004,-0.9999999884925069
26.8,2195908340.88,-0.9999999877954833
25.84,2092150961.2200003,-0.9999999876490748
24.46,1991401041.8400002,-0.9999999877171903
23.12,2035009215.8999996,-0.9999999886388721
23.7,2077113659.8200002,-0.9999999885899359
24.26,2019220049.4299998,-0.9999999879854601
23.49,1964333899.3200002,-0.9999999880417478
22.76,1982378661.0,-0.9999999885188433
23.0,2035009215.8999996,-0.9999999886978399
23.7,2016964454.2200003,-0.999999988249669
23.46,1998919692.54,-0.9999999882636605
23.22,1934259296.52,-0.9999999879954047
22.36,1961326439.04,-0.9999999885995521
22.72,1955311518.48,-0.9999999883803682
22.64,1966589494.5299997,-0.9999999884876839
22.79,2058317033.0700002,-0.9999999889278476
24.01,2040272271.3899999,-0.9999999882319628
23.77,2030498025.48,-0.9999999882935123
23.64,2125233024.3000002,-0.9999999888765139
24.9,2125233024.3000002,-0.9999999882836378
24.9,5796204006.62,-0.9999999957040849
25.11,5875221141.320001,-0.9999999957261183
25.46,5852644817.12,-0.99999999564983
25.36,5784915844.5199995,-0.9999999956161851
25.06,5760081887.9,-0.9999999956493674
24.95,5703641077.4,-0.9999999956256013
24.7,5552379705.26,-0.999999995551457
24.03,5455301511.200001,-0.9999999955951105
23.6,5315328301.16,-0.9999999955600108
22.98,5304040139.059999,-0.9999999956674536
22.93,5292751976.96,-0.9999999956676602
22.88,5511742321.700001,-0.9999999958488626
23.85,5281463814.86,-0.9999999954842065
22.83,5094080324.0,-0.9999999955183274
22.0,5351450419.88,-0.999999995888965
23.14,5547864440.42,-0.9999999958290257
24.01,5802976903.88,-0.9999999958624685
25.14,5304040139.059999,-0.9999999952602169
22.93,5387572538.6,-0.9999999957439089
23.3,5439498084.26,-0.9999999957165165
23.53,5292751976.96,-0.9999999955542976
22.88,5297267241.799999,-0.9999999956807918
22.9,5477877835.4,-0.999999995819549
23.7,5525288116.22,-0.9999999957106309
23.91,5554637337.679999,-0.9999999956954886
24.04,5292751976.96,-0.9999999954579395
22.88,5024093718.9800005,-0.9999999954459449
21.69,4850256022.64,-0.9999999955280711
20.92,4778011785.200001,-0.9999999956216098
20.6,4719313342.28,-0.9999999956349582
20.34,4947334216.700001,-0.9999999958886949
21.35,4906696833.14,-0.9999999956488039
21.17,4922500260.08,-0.99999999569934
21.24,4908954465.559999,-0.9999999956732131
21.18,4834452595.700001,-0.9999999956189456
20.85,4911212097.9800005,-0.9999999957546122
21.19,4868317082.0,-0.9999999956473665
21.0,4879605244.1,-0.9999999956963732
21.05,4983456335.42,-0.9999999957760239
21.51,5109883750.940001,-0.9999999957905109
22.07,5150521134.5,-0.9999999957149968
22.25,5234053534.04,-0.9999999957489927
22.62,5319843566.0,-0.9999999957479953
23.0,5283721447.28,-0.9999999956470075
22.84,5532061013.4800005,-0.9999999958713398
23.94,5423694657.320001,-0.9999999955860347
23.46,5477877835.4,-0.9999999957173196
23.7,5430467554.58,-0.9999999956357349
23.49,5383057273.76,-0.9999999956363087
23.28,5676549488.36,-0.9999999958989171
24.58,5744278460.96,-0.9999999957209595
24.88,5658488429.0,-0.9999999956030661
24.5,5748793725.799999,-0.9999999957382364
24.9,5660746061.42,-0.9999999956012865
24.51,5807492168.72,-0.9999999957795896
25.16,5701383444.9800005,-0.999999995587036
24.69,5825553228.08,-0.9999999957617759
25.24,5703641077.4,-0.9999999955747566
24.7,5809749801.14,-0.999999995748526
25.17,5771370050.0,-0.9999999956388171
25.0,5739763196.12,-0.9999999956444197
24.86,5748793725.799999,-0.9999999956756146
24.9,5681064753.200001,-0.9999999956170188
24.6,5566830276.8,-0.9999999955809682
24.01,5532915924.8,-0.999999995660516
23.86,5627876110.400001,-0.99999999576039
24.28,5609788456.0,-0.999999995671851
24.2,5496740616.0,-0.999999995597391
23.7,5612049412.8,-0.9999999957769438
24.21,5546481665.6,-0.9999999956350708
23.92,5616571326.400001,-0.999999995741174
24.23,6014499723.2,-0.9999999959714022
25.99,5908234753.599999,-0.9999999956010549
25.52,6073284600.0,-0.9999999957979905
26.25,6127547563.2,-0.9999999957160676
26.49,6127547563.2,-0.9999999956769001
26.49,6050675032.0,-0.9999999956219761
26.15,5903712840.0,-0.999999995570584
25.5,5865276574.4,-0.999999995652379
25.33,5876581358.4,-0.9999999956896708
25.38,5790665000.0,-0.9999999956170837
25.0,6570695096.0,-0.9999999961952275
28.45,6631740929.599999,-0.9999999957100254
28.72,6518693089.599999,-0.9999999955942089
28.22,6927926270.400001,-0.999999995926631
30.03,6674699108.8,-0.9999999955009208
28.91,6606870404.8,-0.999999995624252
28.61,6557129355.2,-0.9999999956368102
28.39,6753832596.8,-0.9999999957964608
29.26,6846531825.6,-0.9999999957263034
29.67,6961840622.4,-0.999999995738196
30.18,7255765006.400001,-0.9999999958405489
31.48,7208284913.599999,-0.9999999956328031
31.27,7282896488.0,-0.9999999957063787
31.6,7355247105.6,-0.9999999957037473
31.92,7343942321.6,-0.9999999956535607
31.87,7368812846.400001,-0.9999999956750156
31.98,7305506056.0,-0.9999999956224799
31.7,7237677352.0,-0.9999999956201419
31.4,7649171489.599999,-0.9999999958949802
33.22,7556472260.8,-0.9999999956037687
32.81,7511253124.8,-0.9999999956318874
32.61,7355247105.6,-0.9999999955664304
31.92,7420814852.8,-0.9999999956985856
32.21,7522557908.799999,-0.9999999957182117
32.66,7583603742.4,-0.9999999956933404
32.93,7556472260.8,-0.9999999956421464
32.81,7714739236.799999,-0.9999999957471019
33.51,7730565934.4,-0.9999999956652591
33.58,7735087848.0,-0.9999999956587435
33.6,7617518094.4,-0.9999999955891146
33.08,7599430440.0,-0.9999999956470422
33.0,7531601736.000001,-0.9999999956184619
32.7,7590386612.8,-0.999999995691919
32.96,7486382600.0,-0.9999999955973397
32.5,7619779051.200001,-0.9999999957347845
33.09,7585864699.2,-0.9999999956379396
32.94,7547428433.6,-0.9999999956355996
32.77,7513514081.599999,-0.9999999956385255
32.62,7522557908.799999,-0.999999995663709
32.66,7486382600.0,-0.9999999956374124
32.5,7479599729.599999,-0.9999999956548477
32.47,7545167476.799999,-0.9999999956965833
32.76,7689868712.0,-0.9999999957398492
33.4,7787089854.4,-0.9999999957108495
33.83,7644649576.000001,-0.9999999955746827
33.2,7872430355.299999,-0.9999999957827509
33.65,7802157967.48,-0.9999999956870906
33.34,7747753538.200001,-0.9999999956968172
33.1,7774955752.84,-0.999999995742741
33.22,7944969594.34,-0.9999999958187379
33.97,8008441428.5,-0.9999999957582258
34.25,8164854162.68,-0.9999999958051915
34.94,7988039767.52,-0.9999999956259606
34.16,8384738731.02,-0.9999999959259315
35.91,8337134855.400002,-0.9999999956927649
35.7,8241927104.16,-0.9999999956684887
35.28,8185255823.66,-0.9999999956898109
