CHRW,dcf,Deviation
74.98,75.49884099736875,-0.006872171685216033
74.25,75.03884099736875,-0.01051243578504113
73.79,74.60884099736874,-0.010975120192493248
73.36,74.46884099736874,-0.014889999394618214
73.22,74.19884099736875,-0.01319213324913604
72.95,74.91884099736875,-0.026279651035150065
73.67,75.35884099736874,-0.02241065514035323
74.11,74.23884099736875,-0.0017354931143567232
72.99,74.22884099736875,-0.01668948323486108
72.98,73.71884099736874,-0.01002241743593213
72.47,73.76884099736876,-0.01760690529779485
72.52,73.33884099736875,-0.011165175045486864
72.09,73.22884099736875,-0.015551809667582517
71.98,73.78884099736875,-0.024513747240361816
72.54,73.33884099736875,-0.01089246825426926
72.09,73.10884099736874,-0.01393594787537955
71.86,73.16884099736875,-0.017887955850166004
71.92,72.88884099736875,-0.013292034612043313
71.64,73.42884099736877,-0.02436155838865639
72.18,74.66884099736875,-0.03333172129263995
73.42,74.89884099736875,-0.019744511098919393
73.65,75.49884099736875,-0.02448833615118906
74.25,76.63372093671786,-0.03110537903655075
75.19,76.47372093671787,-0.016786432267107187
75.03,76.24372093671786,-0.015918962529717695
74.8,74.80372093671787,-4.974266883084333e-05
73.36,75.87372093671787,-0.0331303237232089
74.43,73.30372093671787,0.015364555153406734
71.86,73.89372093671786,-0.027522242904231664
72.45,74.27372093671787,-0.02455405375841735
72.83,73.74372093671786,-0.012390491354537958
72.3,73.38372093671786,-0.014767865718507411
71.94,72.88372093671786,-0.012948308958282473
71.44,73.06372093671786,-0.022223354024416553
71.62,72.61372093671787,-0.013685029824926365
71.17,72.67372093671786,-0.020691398724818955
71.23,73.47372093671787,-0.030537733874269946
72.03,72.94372093671787,-0.012526382325773633
71.5,73.58372093671787,-0.028317689159941706
72.14,69.79372093671786,0.03361733737350847
68.35,70.67372093671786,-0.032879561255852785
69.23,71.06372093671786,-0.025803897017309008
69.62,70.68372093671786,-0.015049022923824151
69.24,69.80372093671787,-0.008075800675854006
68.36,70.23372093671786,-0.026678366342089754
68.79,69.93372093671786,-0.016354355544055732
68.49,70.66372093671787,-0.030761484222781355
69.22,70.69372093671787,-0.02084656058827461
69.25,70.36372093671787,-0.01582805630360995
68.92,70.46372093671786,-0.02190802467136599
69.02,70.47372093671787,-0.02062784421477115
69.03,71.12372093671787,-0.02943773060721544
69.68,70.67372093671786,-0.014060685125205752
69.23,71.26372093671785,-0.028537956059350056
69.82,71.34372093671786,-0.02135746379235548
69.9,70.40372093671786,-0.0071547487833864
68.96,70.86372093671787,-0.026864535358197217
69.42,70.88372093671786,-0.020649606388815522
69.44,70.84372093671786,-0.01981433101137864
69.4,71.09372093671786,-0.023823776761177973
69.65,70.31372093671786,-0.00943942274531595
68.87,70.22372093671787,-0.019277260143161112
68.78,70.87372093671787,-0.0295415692734311
69.43,70.96372093671786,-0.0216127468581524
69.52,70.86372093671787,-0.018962043185931976
69.42,72.48372093671786,-0.04226771055796996
71.04,72.76372093671785,-0.02368929068672765
71.32,71.75372093671787,-0.006044577633825932
70.31,71.66372093671787,-0.018889905785289263
70.22,71.51372093671785,-0.01809052752076279
70.07,70.34372093671786,-0.003891192178532954
68.9,70.45372093671786,-0.022053071378776656
69.01,69.20372093671786,-0.0027992849820170917
67.76,68.71372093671786,-0.013879628751238604
67.27,68.80372093671787,-0.022291249889355713
67.36,68.97372093671787,-0.023396170524110582
67.53,68.72372093671787,-0.017369853093622045
67.28,69.48372093671786,-0.031715643707752705
68.04,69.98372093671786,-0.027773900997282608
68.54,70.69372093671787,-0.030465519542333674
69.25,71.03372093671786,-0.025110903852367916
69.59,70.98372093671786,-0.019634374168132962
69.54,71.56372093671786,-0.028278587393567478
70.12,71.69372093671787,-0.021950610404319004
70.25,71.75372093671787,-0.020956696281215215
70.31,71.90372093671786,-0.022164651786525602
70.46,72.06688889664561,-0.022297186977921712
70.5,71.76688889664561,-0.01765283288885644
70.2,71.74688889664561,-0.021560361995263233
70.18,71.82688889664561,-0.022928584572490363
70.26,71.90688889664561,-0.0229030753786712
70.34,72.46688889664561,-0.02934980277239496
70.9,72.2768888966456,-0.01905019595703017
70.71,71.95688889664561,-0.017328276913647134
70.39,71.87688889664561,-0.020686606216132386
70.31,71.82688889664561,-0.021118677419375897
70.26,70.23688889664561,0.0003290450889474883
68.67,70.3668888966456,-0.024114877369923016
68.8,70.32688889664561,-0.021711310148947116
68.76,70.31688889664561,-0.022141037822847598
68.75,70.42688889664561,-0.023810350320976337
68.86,70.68688889664561,-0.025844805524215198
69.12,70.99688889664561,-0.026436213273766218
69.43,68.8668888966456,0.008176804737026977
67.3,68.99688889664561,-0.02459370159700225
67.43,69.15688889664561,-0.02497059836260751
67.59,69.68688889664561,-0.030090149378824482
68.12,69.98688889664561,-0.026674837617122305
68.42,70.0268888966456,-0.02294674120132978
68.46,70.5068888966456,-0.02903104829438863
68.94,70.2568888966456,-0.01874391134203046
68.69,72.0268888966456,-0.046328377467945936
70.46,72.0568888966456,-0.022161502128354438
70.49,73.01688889664561,-0.03460690991946247
71.45,74.3668888966456,-0.03922295177225266
72.8,75.1468888966456,-0.031230686075020886
73.58,75.07688889664561,-0.019938078397285564
73.51,75.6468888966456,-0.02824820594492894
74.08,75.74688889664561,-0.022006037751861163
74.18,75.57688889664561,-0.01848301666076657
74.01,75.96688889664561,-0.02575976093094967
74.4,75.93688889664561,-0.02023902900127239
74.37,75.5068888966456,-0.015056757247696728
73.94,75.68688889664561,-0.023080469049680197
74.12,75.8668888966456,-0.023025708870511474
74.3,75.7768888966456,-0.019489964792035464
74.21,76.54688889664561,-0.03052885532423022
74.98,76.4168888966456,-0.018803289657460476
74.85,76.42688889664561,-0.02063264538712395
74.86,75.6068888966456,-0.009878582594062268
74.04,76.95688889664561,-0.037902895224403266
75.39,77.12688889664561,-0.02251988795986748
75.56,78.2868888966456,-0.034831999777710454
76.72,79.0368888966456,-0.029314019428008375
77.47,78.6068888966456,-0.014462967719539366
77.04,78.81688889664561,-0.022544519601321422
77.25,78.62688889664561,-0.017511679731542218
77.06,78.18688889664561,-0.014412760407121916
76.62,75.87688889664561,0.009793642229672939
74.31,74.67688889664561,-0.0049130179640101135
73.11,76.18688889664561,-0.040386068275076736
74.62,76.09688889664561,-0.019408006267529587
74.53,76.1968888966456,-0.02187607552988935
74.63,76.0368888966456,-0.018502715156559657
74.47,76.1068888966456,-0.02150776257414122
74.54,76.04688889664561,-0.01981526027571756
74.48,75.0368888966456,-0.007421534992111067
73.47,75.29688889664561,-0.024262475162197594
73.73,74.82688889664561,-0.014659020478062113
73.26,74.58203907938262,-0.01772597123518549
72.85,74.72203907938263,-0.025053372504915572
72.99,75.47203907938263,-0.032886869225462245
73.74,75.88203907938262,-0.028228538734202613
74.15,74.89203907938261,-0.009908116917421328
73.16,74.87203907938262,-0.022866200793161817
73.14,75.17203907938261,-0.027031847270189813
73.44,75.17203907938261,-0.02304100168885348
73.44,75.11203907938261,-0.02226060029625221
73.38,75.29203907938262,-0.025394970076008994
73.56,75.78203907938261,-0.029321447487774766
74.05,75.10203907938262,-0.014008129370104316
73.37,75.33203907938262,-0.026045214006686912
73.6,75.41203907938264,-0.024028511912735806
73.68,76.39203907938261,-0.03550159299406053
74.66,76.41203907938264,-0.022928835566899175
74.68,77.48203907938262,-0.03616372404076562
75.75,79.31203907938261,-0.04491170723548543
77.58,78.24203907938262,-0.008461424154742825
76.51,77.79203907938262,-0.016480337764052666
76.06,76.84203907938262,-0.010177229661679332
75.11,76.67203907938261,-0.020372995137971417
74.94,77.28203907938261,-0.030305089090324366
75.55,76.56203907938261,-0.013218549186409412
74.83,77.35203907938262,-0.032604687728973514
75.62,77.86203907938261,-0.028795021372311935
76.13,77.35203907938262,-0.015798408082410176
75.62,78.29203907938262,-0.03412912871860896
76.56,78.71203907938262,-0.027340659758696484
76.98,78.93203907938262,-0.024730630326418312
77.2,79.61203907938261,-0.03029741616060755
77.88,79.79203907938262,-0.02396278001468788
78.06,80.79203907938262,-0.03381569657745909
79.06,81.15203907938262,-0.02577925463260622
79.42,81.14203907938261,-0.021222526558617893
79.41,81.19203907938262,-0.021948445926334048
79.46,81.86203907938261,-0.029342526846336314
80.13,81.96203907938262,-0.02235228771710085
80.23,82.10203907938262,-0.022801371322490382
80.37,82.59203907938262,-0.026903792473835342
80.86,82.26203907938262,-0.01704357313620264
80.53,81.50203907938261,-0.011926561474564501
79.77,81.01203907938262,-0.015331537059147027
79.28,80.67203907938261,-0.017255533581007176
78.94,80.46203907938262,-0.018916237977526285
78.73,80.25203907938261,-0.018965737155626106
78.52,81.07203907938262,-0.03147865908348213
79.34,81.04203907938262,-0.021001928119249613
79.31,80.29203907938262,-0.012230839951787753
78.56,80.27203907938262,-0.021327962999538985
78.54,79.94203907938262,-0.017538195116469146
78.21,80.65203907938262,-0.03027870227780627
78.92,80.66203907938264,-0.021596764714418182
78.93,80.09203907938262,-0.014508796289115167
78.36,79.82203907938262,-0.018316233163733542
78.09,79.41203907938264,-0.016647841998630564
77.68,79.20203907938262,-0.019217170379377424
77.47,78.75203907938261,-0.016279439800794382
77.02,79.25203907938261,-0.028163806323606377
77.52,79.02203907938262,-0.019007850175490115
77.29,79.38203907938262,-0.026354060737726392
77.65,79.02203907938262,-0.01736273950111966
77.29,78.32988749312693,-0.013275743479373325
76.71,78.47988749312692,-0.02255211557587833
76.86,78.02988749312694,-0.014992812763314323
76.41,77.89988749312693,-0.019125669382492716
76.28,77.34988749312693,-0.01383179119972211
75.73,77.85988749312693,-0.027355388784949697
76.24,77.36988749312692,-0.01460371120776549
75.75,76.40988749312693,-0.008636153183529949
74.79,76.07988749312693,-0.016954382237269416
74.46,77.28988749312693,-0.0366139424562959
75.67,76.90988749312693,-0.01612130161076797
75.29,76.95988749312693,-0.021698154032203543
75.34,78.06988749312693,-0.03496722719585388
76.45,78.15988749312693,-0.021876790614332564
76.54,79.20988749312693,-0.03370649268197212
77.59,79.31988749312693,-0.02180900084202486
77.7,74.42988749312693,0.04393547561354372
72.81,74.42988749312693,-0.02176393848877589
72.81,74.31988749312693,-0.02031606268600128
72.7,74.16988749312694,-0.019817847145354506
72.55,74.33988749312692,-0.024077081005703826
72.72,74.39988749312693,-0.022579167116107746
72.78,74.17988749312693,-0.018871523541426627
72.56,74.96988749312693,-0.03214473935749018
73.35,73.07988749312693,0.0036961264739010513
71.46,72.47988749312692,-0.014071317277136286
70.86,71.78988749312693,-0.012952903613561939
70.17,71.39988749312693,-0.017225342172217273
69.78,70.96988749312693,-0.016766089607260115
69.35,71.08988749312692,-0.024474472452852614
69.47,71.21988749312693,-0.024570208613370892
69.6,69.45988749312693,0.0020171715205690166
67.84,69.67988749312693,-0.026404857403198423
68.06,68.97988749312692,-0.013335589931464886
67.36,69.69988749312692,-0.03357089340148012
68.08,69.95988749312693,-0.026870933623379778
68.34,69.99988749312693,-0.02371271658529317
68.38,69.52988749312694,-0.01653803183905056
67.91,68.65988749312693,-0.01092176990825977
67.04,68.88988749312693,-0.026852816290511283
67.27,68.62988749312693,-0.019814799977096342
67.01,69.19988749312692,-0.03164582447253861
67.58,69.23988749312693,-0.0239729952376323
67.62,68.87988749312693,-0.018291079427977253
67.26,68.73988749312693,-0.021528802957015203
67.12,68.84988749312693,-0.02512549484266935
67.23,68.58988749312692,-0.019826355499754755
66.97,69.47988749312692,-0.036123942966591716
67.86,70.43988749312692,-0.03662537782131814
68.82,70.70988749312693,-0.026727344083394722
69.09,69.45988749312693,-0.005325195684538486
67.84,71.06988749312693,-0.04544663861244025
69.45,71.65988749312693,-0.030838556554235175
70.04,71.71988749312693,-0.023422896379862723
70.1,70.01988749312693,0.0011441393258584398
68.4,68.78988749312693,-0.005667802453752757
67.17,68.91988749312694,-0.025390167581185397
67.3,68.60988749312693,-0.019091818118170734
66.99,69.19988749312692,-0.031934842283470766
67.58,68.94988749312692,-0.019867871332835407
67.33,68.94988749312692,-0.023493693057706544
67.33,69.16988749312694,-0.026599544394368957
67.55,70.29988749312695,-0.03911652765298945
68.68,72.00771305384828,-0.04621328622615417
70.08,70.68771305384827,-0.008597152568584732
68.76,69.60771305384829,-0.012178435645378793
67.68,69.89771305384826,-0.03172797731078503
67.97,70.15771305384827,-0.03118278744589542
68.23,70.52771305384827,-0.03257886799893761
68.6,70.79771305384827,-0.03104214753627299
68.87,70.68771305384827,-0.025714696024520922
68.76,71.38771305384827,-0.03680903815851566
69.46,70.81771305384827,-0.019171941528469016
68.89,71.42771305384827,-0.03552840970751958
69.5,70.61771305384828,-0.015827658607352357
68.69,66.93771305384827,0.026177872924073364
65.01,67.48771305384827,-0.03671354298035412
65.56,67.54771305384827,-0.029426800168107614
65.62,67.85771305384829,-0.03297654685286178
65.93,67.83771305384828,-0.02812171825919252
65.91,67.38771305384827,-0.02192852356730768
65.46,67.17771305384827,-0.02556968637011192
65.25,67.53771305384826,-0.033873119926703166
65.61,66.90771305384827,-0.019395567336218056
64.98,67.53771305384826,-0.0378708863270063
65.61,67.62771305384827,-0.029835594946729493
65.7,69.14771305384826,-0.049860116865519166
67.22,68.46771305384827,-0.018223378556064485
66.54,68.67771305384827,-0.0311267361534322
66.75,68.05771305384827,-0.019214766338292777
66.13,68.03771305384826,-0.028039053169503392
66.11,67.55771305384827,-0.02142927858872823
65.63,69.06771305384827,-0.04977308357043875
67.14,69.94771305384828,-0.04014016943894638
68.02,69.93771305384827,-0.027420299722579422
68.01,68.81771305384827,-0.011736993544325447
66.89,68.70771305384827,-0.026455735070437747
66.78,68.78771305384826,-0.029187088285324903
66.86,69.02771305384827,-0.0314035183543927
67.1,69.01771305384827,-0.027785809888427604
67.09,68.79771305384827,-0.024822235769837775
66.87,70.99771305384826,-0.058138676251692556
69.07,72.97771305384828,-0.053546663636402037
71.05,73.49771305384826,-0.0333032546475962
71.57,74.98771305384827,-0.04557697407565997
73.06,72.55771305384827,0.006922585139624848
70.63,72.09771305384827,-0.020357276142061065
70.17,73.71771305384827,-0.04812565266717905
71.79,74.69771305384828,-0.03892639995219327
72.77,75.19771305384828,-0.03228440008687261
73.27,75.66771305384827,-0.03168739951400368
73.74,74.75771305384828,-0.01361348564950371
72.83,74.71771305384827,-0.025264598937708604
72.79,74.20771305384827,-0.019104659010573566
72.28,72.69771305384828,-0.005745889881554667
70.77,73.37771305384827,-0.035538216514523935
71.45,74.17771305384827,-0.036772676610670296
72.25,74.52771305384827,-0.030561960920531206
72.6,74.71771305384827,-0.028342851611666164
72.79,74.92771305384827,-0.028530338999029015
73.0,75.05771305384827,-0.027415077946379984
73.13,75.84771305384827,-0.03583117993180396
73.92,76.81771305384827,-0.03772193858227724
74.89,77.60771305384829,-0.03501859476212876
75.68,77.40771305384827,-0.02231964988613455
75.48,78.02771305384827,-0.03265138697695846
76.1,79.40255086525745,-0.04159250338017151
77.3,78.23255086525745,-0.011920241062618797
76.13,77.12255086525745,-0.012869787813315048
75.02,78.15255086525745,-0.0400825159329512
76.05,78.62255086525745,-0.0327202671109752
76.52,77.55255086525746,-0.013314208929780413
75.45,79.19255086525746,-0.047258875037694326
77.09,78.80255086525746,-0.021732175500076223
76.7,79.28255086525746,-0.032574013286310155
77.18,79.36255086525746,-0.027501017059834876
77.26,79.43255086525745,-0.02735088879296821
77.33,78.12255086525745,-0.010144969109168178
76.02,79.44255086525746,-0.04308208671524727
77.34,80.08255086525746,-0.03424654728933296
77.98,80.40255086525745,-0.030130273718768974
78.3,80.53255086525746,-0.02772234135477525
78.43,80.93255086525745,-0.030921438142038515
78.83,80.70255086525745,-0.023203118676928813
78.6,81.69255086525746,-0.03785597135237306
79.59,81.92255086525745,-0.02847263470950656
79.82,80.45255086525745,-0.007862409065398812
78.35,80.63255086525746,-0.02830805723946106
78.53,81.43255086525745,-0.03564361958966711
79.33,81.65255086525745,-0.028444314851719832
79.55,81.54255086525745,-0.02443571907077069
79.44,81.18255086525745,-0.021464598570567817
79.08,82.60255086525746,-0.04264457729645055
80.5,82.73255086525745,-0.026985156893004514
80.63,82.78255086525746,-0.026002470843899284
80.68,82.43255086525745,-0.02126042257411309
80.33,82.46255086525746,-0.025860840380041217
80.36,82.47255086525746,-0.025615199761541474
80.37,82.05255086525746,-0.020505771575833776
79.95,82.50255086525746,-0.030939053865452815
80.4,80.54255086525745,-0.0017698826735190742
78.44,80.53255086525746,-0.02598391386805321
78.43,80.89255086525746,-0.030442245162466408
78.79,81.34255086525745,-0.03138026577855546
79.24,81.77255086525746,-0.03097067216883731
79.67,81.64255086525746,-0.02416081864606301
79.54,83.63255086525746,-0.048934904207944885
81.53,86.59255086525745,-0.05846404586388776
84.49,88.75255086525746,-0.048027361734411356
86.65,88.64255086525746,-0.022478491941034795
86.54,88.86255086525746,-0.02613644153406247
86.76,88.02255086525746,-0.014343493262199747
85.92,89.25255086525746,-0.03733843831857009
87.15,89.52255086525746,-0.02650227057122667
87.42,90.48255086525745,-0.0338468670033194
88.38,90.07255086525745,-0.018790972932357652
87.97,90.10255086525746,-0.023668040968635284
88.0,89.87255086525745,-0.020835626086377568
87.77,87.89255086525746,-0.001394325958810061
85.79,88.31255086525745,-0.028563899927499747
86.21,89.26255086525745,-0.03419744154371418
87.16,88.73255086525745,-0.01772236738291688
86.63,88.85255086525746,-0.025013922995051674
86.75,89.23255086525745,-0.027821135238038197
87.13,90.80255086525746,-0.04044545918877529
88.7,90.89255086525746,-0.02412244836771915
88.79,91.60255086525746,-0.030703848732275607
89.5,91.56255086525745,-0.02252614028078659
89.46,91.19255086525746,-0.018998820066097433
89.09,92.10161604730446,-0.032698840438995735
89.74,91.85161604730446,-0.02298942727602049
89.49,92.08161604730446,-0.028144771546723235
89.72,91.93161604730446,-0.024057186661076924
89.57,93.14161604730447,-0.03834608200796663
90.78,93.82161604730446,-0.03241913937797547
91.46,93.80161604730446,-0.02496349365797268
91.44,96.28161604730447,-0.05028598652650074
93.92,96.64161604730447,-0.028161946774278634
94.28,95.33161604730446,-0.011031136268398578
92.97,95.34161604730447,-0.02487493023117815
92.98,96.04161604730447,-0.03187801469101159
93.68,97.52161604730446,-0.039392456800972364
95.16,97.79161604730447,-0.02691044645413665
95.43,97.26161604730447,-0.01883184879853972
94.9,98.54161604730447,-0.03695510783541778
96.18,98.89161604730447,-0.027420080242266165
96.53,99.09161604730447,-0.02585098668772945
96.73,98.67161604730447,-0.019677553941891746
96.31,97.29161604730447,-0.010089420724877174
94.93,93.82161604730446,0.011813737594721374
91.46,94.34161604730447,-0.03054448469336779
91.98,94.15161604730447,-0.023065095836627858
91.79,92.69161604730446,-0.009727050684328664
90.33,93.13161604730446,-0.03008233042881414
90.77,94.93161604730446,-0.04383804069268904
92.57,92.83161604730446,-0.0028181783151459694
90.47,91.71161604730446,-0.013538263753460011
89.35,93.54161604730447,-0.044810173529445496
91.18,95.08161604730446,-0.04103438929102077
92.72,94.79161604730447,-0.0218544227188896
92.43,95.31161604730447,-0.03023362908750049
92.95,94.98161604730447,-0.021389571286012266
92.62,92.33161604730446,0.0031233499969045564
89.97,92.54161604730447,-0.02778875231647071
90.18,92.45161604730447,-0.024570863597907833
90.09,94.99161604730446,-0.05160051224798112
92.63,96.99161604730446,-0.04496900067297804
94.63,95.83161604730446,-0.012538826922331436
93.47,95.72161604730447,-0.023522545275371676
93.36,92.06161604730447,0.014103423429242978
89.7,91.87161604730447,-0.023637507869528562
89.51,92.14161604730447,-0.028560558846215778
89.78,92.35161604730446,-0.027845923627229485
89.99,92.37161604730447,-0.025782985609830944
90.01,91.96161604730446,-0.021222072112136003
89.6,94.10161604730446,-0.04783781869422443
91.74,93.39161604730447,-0.017684842785758215
91.03,94.07161604730446,-0.0323329839021258
91.71,92.10161604730446,-0.0042519997380211505
89.74,92.64161604730447,-0.03132087037236975
90.28,94.50161604730447,-0.04467242174135155
92.14,94.99161604730446,-0.03001966032333203
92.63,95.43161604730446,-0.02935731535674435
93.07,95.98161604730447,-0.030335142991023245
93.62,95.02161604730446,-0.014750496840705063
92.66,93.22161604730447,-0.006024525974957173
90.86,95.12161604730447,-0.044801762463593464
92.76,93.92161604730447,-0.012367930793688697
91.56,94.05161604730446,-0.026492006751391406
91.69,96.07161604730446,-0.0456078103770734
93.71,94.7059821618178,-0.010516570749628418
92.23,96.10598216181779,-0.04033029031732516
93.63,96.8359821618178,-0.03310734388442971
94.36,95.76598216181779,-0.014681436247811597
93.29,92.9559821618178,0.0035932903984678966
90.48,94.04598216181778,-0.03791743230117006
91.57,96.5959821618178,-0.05203096494632942
94.12,96.4259821618178,-0.023914531230265323
93.95,97.8859821618178,-0.04020986534426474
95.41,96.74598216181779,-0.013809174623740206
94.27,100.0959821618178,-0.058203956202751206
97.62,98.5059821618178,-0.008994196518566477
96.03,97.4159821618178,-0.014227461768188454
94.94,96.76598216181779,-0.01887008348413466
94.29,96.1559821618178,-0.019405783393461662
93.68,96.18598216181779,-0.026053507023527267
93.71,94.8359821618178,-0.011872942486076066
92.36,95.0659821618178,-0.028464252935521905
92.59,93.79598216181778,-0.012857503424157368
91.32,94.4759821618178,-0.03340512678039442
92.0,94.5059821618178,-0.026516651163171145
92.03,93.1259821618178,-0.01176881184365286
90.65,85.3759821618178,0.061774022443291665
82.9,85.07598216181779,-0.025576926725088933
82.6,85.01598216181779,-0.028417976248504173
82.54,84.9059821618178,-0.027865906518914074
82.43,86.4059821618178,-0.0460151260635141
83.93,85.96598216181779,-0.02368357937195853
83.49,87.0559821618178,-0.040961942801235995
84.58,88.9159821618178,-0.04876493580115626
86.44,88.1559821618178,-0.01946529458055357
85.68,87.6559821618178,-0.022542467873670313
85.18,88.21598216181779,-0.03441533027710075
85.74,90.0359821618178,-0.04771405896474612
87.56,90.9759821618178,-0.03754817569039082
88.5,92.3859821618178,-0.042062465223472345
89.91,90.82598216181779,-0.010085023470331023
88.35,89.9159821618178,-0.017416060239430764
87.44,90.4759821618178,-0.03355566957414058
88.0,90.7059821618178,-0.029832455338947517
88.23,90.4059821618178,-0.02406900638414622
87.93,91.9059821618178,-0.04326140767221587
89.43,89.4759821618178,-0.0005139050805235135
87.0,89.99598216181779,-0.03329017684846025
87.52,90.43598216181779,-0.03224360583158381
87.96,90.3159821618178,-0.026085993922942974
87.84,90.2759821618178,-0.026983723726775377
87.8,90.46598216181779,-0.029469443630746328
87.99,90.79598216181778,-0.030904254736921266
88.32,91.1559821618178,-0.031111311562453947
88.68,93.3059821618178,-0.049578623520570075
90.83,93.26598216181779,-0.02611865661363355
90.79,92.9059821618178,-0.022775521151397027
90.43,92.5659821618178,-0.023075239001772885
90.09,93.10598216181779,-0.032393000876957845
90.63,92.4559821618178,-0.019749745977733935
89.98,92.74598216181779,-0.02982320201204902
90.27,92.26598216181779,-0.0216329151335235
89.79,91.0859821618178,-0.014228118652938604
88.61,88.0659821618178,0.006177389098807717
85.59,87.3659821618178,-0.020328074129909668
84.89,86.1959821618178,-0.015151311337993079
83.72,86.0059821618178,-0.02657933906872656
83.53,86.1359821618178,-0.03025428045763856
83.66,87.82328461975028,-0.04740524836637705
85.62,87.19328461975029,-0.01804364437710282
84.99,86.60328461975028,-0.01862844610148162
84.4,86.66328461975029,-0.02611584167021619
84.46,88.06328461975028,-0.04091699094928103
85.86,88.08328461975029,-0.025240709736791267
85.88,88.04328461975028,-0.024570694165867213
85.84,88.03328461975029,-0.024914265430671212
85.83,88.94328461975029,-0.03500303179784936
86.74,89.50328461975029,-0.03087355543978032
87.3,89.90328461975028,-0.028956501764768494
87.7,91.04328461975028,-0.036721924452899346
88.84,91.79328461975028,-0.03217320996829054
89.59,92.52328461975027,-0.031703204569589194
90.32,91.84328461975028,-0.01658569405544441
89.64,92.18328461975028,-0.02758943370526612
89.98,93.95328461975028,-0.04229000226901103
91.75,94.05328461975029,-0.024489146009756935
91.85,93.65328461975028,-0.01925489989029172
91.45,92.67328461975029,-0.013199970463651622
90.47,94.43328461975028,-0.041969149285752794
92.23,97.58328461975029,-0.0548586229763659
95.38,97.6332846197503,-0.023079061905231457
95.43,97.99328461975028,-0.026157757949401894
95.79,98.42328461975029,-0.026754691533855568
96.22,98.52328461975027,-0.023378073809047106
96.32,98.27328461975027,-0.01987604899244122
96.07,96.95328461975028,-0.009110414600335792
94.75,97.10328461975028,-0.024234861147751974
94.9,96.14328461975029,-0.012931580449612401
93.94,96.17328461975029,-0.02322146559286442
93.97,96.77328461975027,-0.028967546474888972
94.57,98.60328461975028,-0.04090416090401128
96.4,99.34328461975028,-0.02962741398189206
97.14,99.57328461975028,-0.02443712316051927
97.37,99.41328461975029,-0.020553436369854627
97.21,99.47328461975029,-0.02275268810517317
97.27,98.60328461975028,-0.013521705944096185
96.4,98.70328461975028,-0.023335440442773137
96.5,99.01328461975028,-0.025383307193598048
96.81,98.52328461975027,-0.017389641711222592
96.32,98.27328461975027,-0.01987604899244122
96.07,97.78328461975029,-0.017521242269706416
95.58,98.28328461975029,-0.027505029265241454
96.08,98.29328461975028,-0.022517149857311458
96.09,98.77328461975027,-0.027166096886219515
96.57,99.40328461975028,-0.028502927550015267
97.2,98.64328461975029,-0.014631352000431197
96.44,102.3832846197503,-0.05804936461868315
100.18,101.86328461975029,-0.0165249395406194
99.66,101.31328461975028,-0.01631853735623512
99.11,100.73328461975028,-0.016114679729524184
98.53,102.29328461975028,-0.03678916591386572
100.09,98.91328461975029,0.011896434182459226
96.71,99.39328461975029,-0.026996638958212915
97.19,99.06328461975028,-0.018909978878055567
96.86,98.56328461975028,-0.017281126804178926
96.36,99.77328461975027,-0.03421040645057216
97.57,98.56328461975028,-0.010077633102247963
96.36,98.39328461975029,-0.020664871872182133
96.19,99.43328461975028,-0.032617695695693394
97.23,99.59328461975028,-0.023729357142636243
97.39,100.12328461975028,-0.027299190494306957
97.92,99.95626634451393,-0.02037157267855172
97.84,99.16626634451393,-0.013374168388132546
97.05,100.04626634451394,-0.029948807226810037
97.93,99.65626634451392,-0.017322205695988857
97.54,99.39626634451393,-0.01867541319992827
97.28,99.87626634451392,-0.025994827795808306
97.76,98.36626634451393,-0.006163356270843523
96.25,94.66626634451393,0.01672965161341078
92.55,93.22626634451393,-0.007254032270420652
91.11,93.79626634451394,-0.02863937392398197
91.68,95.12626634451392,-0.0362283360521346
93.01,96.31626634451393,-0.03432718553154601
94.2,95.79626634451394,-0.01666313735833136
93.68,95.45626634451393,-0.018608169086596682
93.34,92.97626634451393,0.00391211294867766
90.86,93.75626634451393,-0.030891442859631413
91.64,90.51626634451392,0.012414715065787618
88.4,88.40626634451392,-7.088122565312993e-05
86.29,89.52626634451393,-0.036148791596648966
87.41,88.30626634451393,-0.010149521450915855
86.19,89.17626634451393,-0.03348723227520112
87.06,90.40626634451392,-0.03701365491372244
88.29,91.14626634451393,-0.0313371733046951
89.03,93.01626634451392,-0.04285558323476002
90.9,90.81626634451393,0.0009220116489752073
88.7,90.24626634451393,-0.017133853921569187
88.13,90.94626634451393,-0.030966266760700467
88.83,92.98626634451392,-0.04469763662856363
90.87,93.48626634451392,-0.027985568862836985
91.37,91.72626634451393,-0.003884016636803156
89.61,90.26626634451392,-0.007270338866229298
88.15,90.30626634451393,-0.023877261587671783
88.19,92.11626634451393,-0.042622942725769386
90.0,93.37626634451392,-0.036157649868512665
91.26,92.91626634451393,-0.017825364811504985
90.8,92.68626634451391,-0.020351087803048173
90.57,90.15626634451392,0.004589072643104597
88.04,91.35626634451393,-0.03630037081427928
89.24,91.34626634451392,-0.023058045268868566
89.23,92.81626634451393,-0.03863833879292755
90.7,93.14626634451393,-0.026262634462084433
91.03,94.00626634451393,-0.0316602973423763
91.89,93.86626634451393,-0.02105406363198159
91.75,94.44626634451393,-0.028548151757303963
92.33,93.58626634451393,-0.013423618588322639
91.47,90.98626634451392,0.005316556826878038
88.87,92.16626634451393,-0.035764347144025654
90.05,89.80626634451393,0.0027139938604179292
