date,TDY,dcf,Deviation
2000-07-27,19.88,,
2000-07-28,20.0,,
2000-07-31,19.75,,
2000-08-01,18.81,,
2000-08-02,19.25,,
2000-08-03,18.25,,
2000-08-04,15.25,,
2000-08-07,16.75,,
2000-08-08,16.63,,
2000-08-09,19.25,,
2000-08-10,19.25,,
2000-08-11,19.5,,
2000-08-14,19.56,,
2000-08-15,19.25,,
2000-08-16,19.75,,
2000-08-17,20.44,,
2000-08-18,20.13,,
2000-08-21,19.94,,
2000-08-22,19.75,,
2000-08-23,19.5,,
2000-08-24,20.19,,
2000-08-25,19.63,,
2000-08-28,19.0,,
2000-08-29,20.0,,
2000-08-30,20.06,,
2000-08-31,20.13,,
2000-09-01,22.44,,
2000-09-05,21.94,,
2000-09-06,21.31,,
2000-09-07,23.13,,
2000-09-08,25.94,,
2000-09-11,27.75,,
2000-09-12,30.13,,
2000-09-13,28.5,,
2000-09-14,28.88,,
2000-09-15,28.88,,
2000-09-18,26.06,,
2000-09-19,24.44,,
2000-09-20,25.88,,
2000-09-21,27.19,,
2000-09-22,25.56,,
2000-09-25,26.19,,
2000-09-26,27.63,,
2000-09-27,27.75,,
2000-09-28,28.5,,
2000-09-29,29.13,,
2000-10-02,25.31,,
2000-10-03,24.5,,
2000-10-04,24.94,,
2000-10-05,24.38,,
2000-10-06,23.44,,
2000-10-09,23.44,,
2000-10-10,23.19,,
2000-10-11,21.25,,
2000-10-12,21.19,,
2000-10-13,23.63,,
2000-10-16,23.25,,
2000-10-17,22.25,,
2000-10-18,22.69,,
2000-10-19,25.0,,
2000-10-20,27.5,,
2000-10-23,26.31,,
2000-10-24,25.25,,
2000-10-25,23.5,,
2000-10-26,23.0,,
2000-10-27,23.0,,
2000-10-30,23.13,,
2000-10-31,25.06,,
2000-11-01,25.75,,
2000-11-02,25.81,,
2000-11-03,26.5,,
2000-11-06,26.0,,
2000-11-07,26.94,,
2000-11-08,25.25,,
2000-11-09,24.5,,
2000-11-10,23.75,,
2000-11-13,23.94,,
2000-11-14,25.0,,
2000-11-15,25.63,,
2000-11-16,26.19,,
2000-11-17,25.94,,
2000-11-20,25.0,,
2000-11-21,24.69,,
2000-11-22,24.25,,
2000-11-24,24.38,,
2000-11-27,22.38,,
2000-11-28,21.13,,
2000-11-29,20.81,,
2000-11-30,19.25,,
2000-12-01,19.75,,
2000-12-04,19.5,,
2000-12-05,21.88,,
2000-12-06,20.38,,
2000-12-07,20.75,,
2000-12-08,21.88,,
2000-12-11,23.25,,
2000-12-12,23.31,,
2000-12-13,23.56,,
2000-12-14,23.88,,
2000-12-15,22.94,,
2000-12-18,22.88,,
2000-12-19,20.75,,
2000-12-20,18.25,,
2000-12-21,19.25,,
2000-12-22,19.94,,
2000-12-26,19.19,,
2000-12-27,18.81,,
2000-12-28,21.13,,
2000-12-29,23.63,,
2001-01-02,19.75,,
2001-01-03,20.75,,
2001-01-04,20.75,,
2001-01-05,18.44,,
2001-01-08,17.0,,
2001-01-09,16.88,,
2001-01-10,18.0,,
2001-01-11,18.13,,
2001-01-12,18.06,,
2001-01-16,18.13,,
2001-01-17,19.88,,
2001-01-18,18.56,,
2001-01-19,18.75,,
2001-01-22,18.88,,
2001-01-23,19.0,,
2001-01-24,20.0,,
2001-01-25,19.19,,
2001-01-26,18.63,,
2001-01-29,18.4,,
2001-01-30,19.0,,
2001-01-31,19.0,,
2001-02-01,18.98,,
2001-02-02,18.99,,
2001-02-05,18.71,,
2001-02-06,19.45,,
2001-02-07,19.0,,
2001-02-08,18.95,,
2001-02-09,18.09,,
2001-02-12,19.51,,
2001-02-13,19.4,,
2001-02-14,19.66,,
2001-02-15,20.85,,
2001-02-16,20.12,,
2001-02-20,19.39,,
2001-02-21,19.66,,
2001-02-22,19.7,,
2001-02-23,14.3,,
2001-02-26,14.09,,
2001-02-27,14.05,,
2001-02-28,13.06,,
2001-03-01,13.73,,
2001-03-02,14.5,,
2001-03-05,14.27,,
2001-03-06,14.1,,
2001-03-07,14.2,,
2001-03-08,14.01,,
2001-03-09,13.85,,
2001-03-12,13.0,,
2001-03-13,13.15,,
2001-03-14,12.85,,
2001-03-15,13.29,,
2001-03-16,13.15,,
2001-03-19,12.99,,
2001-03-20,12.85,,
2001-03-21,12.19,,
2001-03-22,13.1,,
2001-03-23,13.94,,
2001-03-26,14.14,,
2001-03-27,14.2,,
2001-03-28,13.41,,
2001-03-29,13.45,,
2001-03-30,14.0,,
2001-04-02,13.26,,
2001-04-03,13.04,,
2001-04-04,12.85,,
2001-04-05,14.1,,
2001-04-06,12.9,,
2001-04-09,13.35,,
2001-04-10,13.5,,
2001-04-11,13.52,,
2001-04-12,13.6,,
2001-04-16,13.57,,
2001-04-17,13.0,,
2001-04-18,13.15,,
2001-04-19,13.35,,
2001-04-20,13.3,,
2001-04-23,13.25,,
2001-04-24,13.3,,
2001-04-25,13.14,,
2001-04-26,13.3,,
2001-04-27,13.25,,
2001-04-30,13.15,,
2001-05-01,13.15,,
2001-05-02,13.14,,
2001-05-03,12.9,,
2001-05-04,13.3,,
2001-05-07,13.25,,
2001-05-08,13.74,,
2001-05-09,14.87,,
2001-05-10,15.44,,
2001-05-11,15.7,,
2001-05-14,15.53,,
2001-05-15,16.21,,
2001-05-16,17.95,,
2001-05-17,17.59,,
2001-05-18,17.71,,
2001-05-21,17.99,,
2001-05-22,19.4,,
2001-05-23,17.9,,
2001-05-24,17.5,,
2001-05-25,17.51,,
2001-05-29,17.05,,
2001-05-30,16.55,,
2001-05-31,16.5,,
2001-06-01,16.49,,
2001-06-04,16.82,,
2001-06-05,16.8,,
2001-06-06,17.24,,
2001-06-07,17.01,,
2001-06-08,16.81,,
2001-06-11,16.65,,
2001-06-12,17.24,,
2001-06-13,17.64,,
2001-06-14,16.6,,
2001-06-15,16.75,,
2001-06-18,15.81,,
2001-06-19,15.32,,
2001-06-20,15.54,,
2001-06-21,15.2,,
2001-06-22,14.61,,
2001-06-25,13.75,,
2001-06-26,15.11,,
2001-06-27,15.25,,
2001-06-28,15.3,,
2001-06-29,15.2,,
2001-07-02,14.8,,
2001-07-03,14.85,,
2001-07-05,15.08,,
2001-07-06,14.6,,
2001-07-09,14.58,,
2001-07-10,13.6,,
2001-07-11,13.64,,
2001-07-12,14.0,,
2001-07-13,13.95,,
2001-07-16,13.65,,
2001-07-17,13.4,,
2001-07-18,13.18,,
2001-07-19,13.08,,
2001-07-20,13.0,,
2001-07-23,12.95,,
2001-07-24,13.09,,
2001-07-25,13.01,,
2001-07-26,12.99,,
2001-07-27,13.0,,
2001-07-30,13.15,,
2001-07-31,13.7,,
2001-08-01,14.01,,
2001-08-02,14.55,,
2001-08-03,14.85,,
2001-08-06,15.0,,
2001-08-07,15.24,,
2001-08-08,15.01,,
2001-08-09,14.52,,
2001-08-10,14.1,,
2001-08-13,14.12,,
2001-08-14,14.46,,
2001-08-15,14.4,,
2001-08-16,14.5,,
2001-08-17,14.85,,
2001-08-20,14.99,,
2001-08-21,15.2,,
2001-08-22,15.7,,
2001-08-23,15.3,,
2001-08-24,15.0,,
2001-08-27,15.25,,
2001-08-28,15.5,,
2001-08-29,15.5,,
2001-08-30,15.15,,
2001-08-31,15.43,,
2001-09-04,15.45,,
2001-09-05,15.0,,
2001-09-06,14.75,,
2001-09-07,14.36,,
2001-09-10,14.38,,
2001-09-17,17.0,,
2001-09-18,17.1,,
2001-09-19,16.47,,
2001-09-20,17.4,,
2001-09-21,16.05,,
2001-09-24,17.35,,
2001-09-25,16.9,,
2001-09-26,15.51,,
2001-09-27,15.62,,
2001-09-28,15.95,,
2001-10-01,15.8,16.1100000042,-0.01924270664923522
2001-10-02,15.9,17.5400000042,-0.09350057034249126
2001-10-03,17.33,17.1100000042,0.01285797754213891
2001-10-04,16.9,17.2100000042,-0.018012783505191643
2001-10-05,17.0,17.1800000042,-0.010477299427007924
2001-10-08,16.97,16.6000000042,0.022289156367854446
2001-10-09,16.39,16.9100000042,-0.03075103513133326
2001-10-10,16.7,16.6100000042,0.005418422382735821
2001-10-11,16.4,16.630000004200003,-0.013830427188329275
2001-10-12,16.42,16.4400000042,-0.001216545267329061
2001-10-15,16.23,16.1600000042,0.004331682907290135
2001-10-16,15.95,16.0600000042,-0.006849315328221195
2001-10-17,15.85,15.2500000042,0.03934426200883623
2001-10-18,15.04,15.2300000042,-0.012475377816651645
2001-10-19,15.02,15.760000004200002,-0.04695431497479663
2001-10-22,15.55,15.5000000042,0.0032258061797711957
2001-10-23,15.29,16.1600000042,-0.05383663390927518
2001-10-24,15.95,15.910000004199999,0.002514141784377255
2001-10-25,15.7,16.1700000042,-0.029066172175505334
2001-10-26,15.96,15.2100000042,0.049309664404529885
2001-10-29,15.0,15.4600000042,-0.029754204662033157
2001-10-30,15.25,15.3800000042,-0.008452536031501867
2001-10-31,15.17,15.540000004200001,-0.023809524073359123
2001-11-01,15.33,15.5000000042,-0.010967742203479736
2001-11-02,15.29,15.9000000042,-0.03836478012823075
2001-11-05,15.69,15.760000004200002,-0.004441624630796115
2001-11-06,15.55,15.9600000042,-0.025689223314041554
2001-11-07,15.75,15.760000004200002,-0.0006345180328259925
2001-11-08,15.55,15.570000004199999,-0.0012845217851382706
2001-11-09,15.36,15.8600000042,-0.03152585145445097
2001-11-12,15.65,15.660000004199999,-0.000638569872114747
2001-11-13,15.45,15.6900000042,-0.015296367376402498
2001-11-14,15.48,15.390000004200001,0.005847952941873791
2001-11-15,15.18,14.510000004200002,0.04617505138566935
2001-11-16,14.3,14.9600000042,-0.04411764732718615
2001-11-19,14.75,14.510000004200002,0.01654031672849965
2001-11-20,14.3,14.450000004200001,-0.010380623125010535
2001-11-21,14.24,14.590000004200002,-0.02398903386560991
2001-11-23,14.38,14.4200000042,-0.0027739253944764064
2001-11-26,14.21,15.070000004199999,-0.05706702083346493
2001-11-27,14.86,14.7300000042,0.00882552584948626
2001-11-28,14.52,15.2200000042,-0.04599211590058039
2001-11-29,15.01,14.910000004199999,0.006706907831779407
2001-11-30,14.7,15.070000004199999,-0.02455209051737761
2001-12-03,14.86,15.320000004199999,-0.030026109926494127
2001-12-04,15.11,15.390000004200001,-0.018193632496659395
2001-12-05,15.18,15.7100000042,-0.033736473842030934
2001-12-06,15.5,15.7100000042,-0.013367282249768131
2001-12-07,15.5,15.5600000042,-0.00385604139998752
2001-12-10,15.35,15.7100000042,-0.022915340808641327
2001-12-11,15.5,15.700000004200001,-0.01273885376729289
2001-12-12,15.49,15.740000004199999,-0.01588310064379217
2001-12-13,15.53,15.7300000042,-0.012714558432714629
2001-12-14,15.52,16.330000004200002,-0.04960195982802662
2001-12-17,16.12,16.2700000042,-0.009219422505302832
2001-12-18,16.06,16.7100000042,-0.03889886319788316
2001-12-19,16.5,16.0600000042,0.027397260005288526
2001-12-20,15.85,17.5200000042,-0.09531963492007178
2001-12-21,17.31,17.8200000042,-0.02861952884847363
2001-12-24,17.61,17.6600000042,-0.0028312573152949883
2001-12-26,17.45,17.2100000042,0.013945380345231184
2001-12-27,17.0,16.8100000042,0.011302795702113677
2001-12-28,16.6,343766.29000000004,-0.999951711379263
2001-12-31,16.29,343766.49,-0.9999526131822797
2002-01-02,16.49,343766.73,-0.999952031425496
2002-01-03,16.73,343766.56999999995,-0.999951333255005
2002-01-04,16.57,343766.19999999995,-0.9999517986352352
2002-01-07,16.2,343766.83999999997,-0.9999528750358819
2002-01-08,16.84,343766.5,-0.9999510132604544
2002-01-09,16.5,343766.62,-0.9999520023206442
2002-01-10,16.62,343766.1,-0.9999516531734804
2002-01-11,16.1,343765.72,-0.9999531657781352
2002-01-14,15.72,343765.78,-0.9999542711901109
2002-01-15,15.78,343765.68000000005,-0.9999540966393154
2002-01-16,15.68,343765.07999999996,-0.9999543874555263
2002-01-17,15.08,343764.94999999995,-0.9999561328169145
2002-01-18,14.95,343764.0,-0.999956510862103
2002-01-22,14.0,343764.15,-0.9999592744036864
2002-01-23,14.15,343764.6,-0.999958838111894
2002-01-24,14.6,343765.1,-0.9999575291383564
2002-01-25,15.1,343764.94999999995,-0.9999560746376267
2002-01-28,14.95,343764.93000000005,-0.9999565109797558
2002-01-29,14.93,343765.15,-0.9999565691868416
2002-01-30,15.15,343765.5,-0.999955929259917
2002-01-31,15.5,343765.85,-0.9999549111699141
2002-02-01,15.85,343764.93999999994,-0.9999538929129888
2002-02-04,14.94,343764.65,-0.9999565400340029
2002-02-05,14.65,343764.68999999994,-0.9999573836393726
2002-02-06,14.69,343764.67000000004,-0.9999572672782227
2002-02-07,14.67,343764.80000000005,-0.999957325473696
2002-02-08,14.8,343764.95999999996,-0.9999569473281977
2002-02-11,14.96,343765.0,-0.9999564818989717
2002-02-12,15.0,343765.15,-0.9999563655594524
2002-02-13,15.15,343765.4,-0.999955929247097
2002-02-14,15.4,343765.85,-0.9999552020655921
2002-02-15,15.85,343765.1,-0.9999538929344486
2002-02-19,15.1,343765.66000000003,-0.9999560747283484
2002-02-20,15.66,343765.25,-0.99995444565732
2002-02-21,15.25,343765.64,-0.9999556383820093
2002-02-22,15.64,343765.47,-0.9999545038656733
2002-02-25,15.47,343765.81000000006,-0.9999549984333811
2002-02-26,15.81,343766.24,-0.9999540094454883
2002-02-27,16.24,343766.35,-0.9999527586106086
2002-02-28,16.35,343766.85,-0.999952438695005
2002-03-01,16.85,343766.94999999995,-0.9999509842351046
2002-03-04,16.95,343767.01,-0.9999506933489632
2002-03-05,17.01,343767.0,-0.9999505188107061
2002-03-06,17.0,343766.70999999996,-0.999950547858459
2002-03-07,16.71,343766.9,-0.9999513914806807
2002-03-08,16.9,343767.0,-0.9999508387948814
2002-03-11,17.0,343766.9,-0.9999505478857912
2002-03-12,16.9,343766.83999999997,-0.9999508387720002
2002-03-13,16.84,343766.93999999994,-0.9999510133231544
2002-03-14,16.94,343766.87,-0.9999507224183645
2002-03-15,16.87,343766.70999999996,-0.9999509260218943
2002-03-18,16.71,343766.4,-0.9999513914099807
2002-03-19,16.4,343766.29000000004,-0.9999522931698742
2002-03-20,16.29,343765.95999999996,-0.9999526131092211
2002-03-21,15.96,343766.16000000003,-0.9999535730916621
2002-03-22,16.16,343765.88,-0.9999529912625418
2002-03-25,15.88,343766.1,-0.999953805799932
2002-03-26,16.1,343766.85,-0.9999531659320845
2002-03-27,16.85,343766.57999999996,-0.9999509841823484
2002-03-28,16.58,343766.30000000005,-0.9999517695597271
2002-04-01,16.3,343766.03,-0.9999525840293179
2002-04-02,16.03,343766.41000000003,-0.9999533694987827
2002-04-03,16.41,343766.5,-0.9999522641095046
2002-04-04,16.5,343766.43000000005,-0.9999520022941158
2002-04-05,16.43,343766.19999999995,-0.9999522058887698
2002-04-08,16.2,343766.14,-0.9999528749399228
2002-04-09,16.14,343766.51,-0.9999530495277158
2002-04-10,16.51,343766.44999999995,-0.9999519732073913
2002-04-11,16.45,343767.13,-0.9999521478391491
2002-04-12,17.13,343767.5,-0.999950169809537
2002-04-15,17.5,343767.76,-0.9999490935391964
2002-04-16,17.76,343767.66000000003,-0.9999483371996074
2002-04-17,17.66,343767.56999999995,-0.9999486280803044
2002-04-18,17.57,343767.4,-0.9999488898598297
2002-04-19,17.4,343766.80000000005,-0.9999493842919095
2002-04-22,16.8,343766.78,-0.9999511296583108
2002-04-23,16.78,343766.86,-0.9999511878486483
2002-04-24,16.86,343767.05000000005,-0.9999509551598968
2002-04-25,17.05,343767.81999999995,-0.9999504025711307
2002-04-26,17.82,343766.82999999996,-0.9999481625379621
2002-04-29,16.83,343767.0,-0.9999510424211748
2002-04-30,17.0,343767.75,-0.9999505480080665
2002-05-01,17.75,343768.80000000005,-0.9999483664602489
2002-05-02,18.8,343769.17000000004,-0.9999453121407018
2002-05-03,19.17,343768.31999999995,-0.9999442356992058
2002-05-06,18.32,343768.97,-0.9999467083954668
2002-05-07,18.97,343769.14,-0.9999448176180096
2002-05-08,19.14,343769.1,-0.9999443230936114
2002-05-09,19.1,343769.1,-0.9999444394507825
2002-05-10,19.1,343768.98,-0.9999444394313879
2002-05-13,18.98,343769.93999999994,-0.9999447886572048
2002-05-14,19.94,343769.75,-0.9999419960598628
2002-05-15,19.75,343770.5,-0.9999425488807213
2002-05-16,20.5,343770.05000000005,-0.9999403671145872
2002-05-17,20.05,343769.52,-0.9999416760392253
2002-05-20,19.52,343769.1,-0.9999432177004856
2002-05-21,19.1,343770.15,-0.9999444396204847
2002-05-22,20.15,343770.65,-0.9999413853393243
2002-05-23,20.65,343771.24,-0.9999399309843371
2002-05-24,21.24,343771.05000000005,-0.9999382146925985
2002-05-28,21.05,343770.67000000004,-0.9999387673183404
2002-05-29,20.67,343770.49,-0.999939872674935
2002-05-30,20.49,343770.15,-0.9999403962211378
2002-05-31,20.15,343769.69999999995,-0.999941385177344
2002-06-03,19.7,343769.15,-0.9999426941015505
2002-06-04,19.15,343768.9,-0.9999442939719096
2002-06-05,18.9,343769.85,-0.9999450213565849
2002-06-06,19.85,343769.89,-0.9999422578865182
2002-06-07,19.89,343769.06999999995,-0.9999421413916034
2002-06-10,19.07,343768.47,-0.999944526616999
2002-06-11,18.47,343768.4,-0.9999462719668242
2002-06-12,18.4,343768.30000000005,-0.9999464755767183
2002-06-13,18.3,343768.31999999995,-0.9999467664734203
2002-06-14,18.32,343768.95999999996,-0.9999467083939166
2002-06-17,18.96,343768.65,-0.9999448466286848
2002-06-18,18.65,343768.18000000005,-0.9999457483237687
2002-06-19,18.18,343768.75,-0.9999471156118758
2002-06-20,18.75,343768.80000000005,-0.9999454575284319
2002-06-21,18.8,343769.03,-0.9999453121184302
2002-06-24,19.03,343768.9,-0.9999446430436261
2002-06-25,18.9,343768.9,-0.9999450212046523
2002-06-26,18.9,343770.15,-0.9999450214045635
2002-06-27,20.15,343770.75,-0.9999413853563749
2002-06-28,20.75,19.5025,0.06396615818484808
2002-07-01,19.19,19.1625,0.001435094585779506
2002-07-02,18.85,18.1825,0.03671112333287496
2002-07-03,17.87,18.7525,-0.047060391947740365
2002-07-05,18.44,18.6925,-0.013508091480540219
2002-07-08,18.38,18.6425,-0.014080729515891122
2002-07-09,18.33,17.5125,0.046680942184154084
2002-07-10,17.2,17.2625,-0.003620564808110016
2002-07-11,16.95,17.0625,-0.006593406593406681
2002-07-12,16.75,17.1425,-0.022896310339798664
2002-07-15,16.83,17.2425,-0.02392344497607668
2002-07-16,16.93,17.1625,-0.01354697742170441
2002-07-17,16.85,16.3525,0.03042348264791328
2002-07-18,16.04,15.2225,0.05370339957300052
2002-07-19,14.91,15.3125,-0.026285714285714246
2002-07-22,15.0,15.1525,-0.010064345817521803
2002-07-23,14.84,16.0425,-0.07495714508337237
2002-07-24,15.73,15.7125,0.001113762927605455
2002-07-25,15.4,15.7625,-0.022997620935765184
2002-07-26,15.45,16.2325,-0.04820576004928401
2002-07-29,15.92,16.1125,-0.0119472459270753
2002-07-30,15.8,15.8625,-0.003940110323089052
2002-07-31,15.55,15.9625,-0.025841816758026548
2002-08-01,15.65,15.2825,0.02404711271061677
2002-08-02,14.97,15.0125,-0.0028309741881764605
2002-08-05,14.7,16.0625,-0.08482490272373544
2002-08-06,15.75,16.8125,-0.06319702602230481
2002-08-07,16.5,17.4625,-0.055118110236220375
2002-08-08,17.15,17.4025,-0.014509409567590947
2002-08-09,17.09,17.3225,-0.01342185019483344
2002-08-12,17.01,15.9125,0.06897093479968586
2002-08-13,15.6,17.1125,-0.0883856829802776
2002-08-14,16.8,17.0625,-0.01538461538461533
2002-08-15,16.75,16.8625,-0.006671608598962209
2002-08-16,16.55,17.7425,-0.06721149781597857
2002-08-19,17.43,17.9625,-0.029645093945720236
2002-08-20,17.65,18.2025,-0.030352973492652202
2002-08-21,17.89,18.2125,-0.017707618393960067
2002-08-22,17.9,17.9525,-0.0029243837905584824
2002-08-23,17.64,18.8125,-0.06232558139534883
2002-08-26,18.5,17.9525,0.030497145244394952
2002-08-27,17.64,17.1525,0.028421512898994417
2002-08-28,16.84,18.5525,-0.09230561918878855
2002-08-29,18.24,18.1125,0.00703933747412
2002-08-30,17.8,17.2625,0.031136857349746583
2002-09-03,16.95,18.0625,-0.06159169550173016
2002-09-04,17.75,17.6125,0.0078069552874378
2002-09-05,17.3,17.8125,-0.028771929824561338
2002-09-06,17.5,17.9225,-0.023573720184126068
2002-09-09,17.61,18.6425,-0.055384202762505
2002-09-10,18.33,19.0125,-0.03589743589743599
2002-09-11,18.7,18.6925,0.0004012304400160538
2002-09-12,18.38,18.7125,-0.017768871075484305
2002-09-13,18.4,18.5925,-0.010353637219309042
2002-09-16,18.28,17.9125,0.020516399162595844
2002-09-17,17.6,18.2825,-0.03733078080131258
2002-09-18,17.97,17.7625,0.01168191414496822
2002-09-19,17.45,18.0825,-0.03497857044103414
2002-09-20,17.77,17.6925,0.004380387169704791
2002-09-23,17.38,18.2925,-0.04988383217165515
2002-09-24,17.98,18.1125,-0.007315389924085647
2002-09-25,17.8,18.0925,-0.01616691999447284
2002-09-26,17.78,17.5625,0.012384341637010632
2002-09-27,17.25,18.41,-0.06300923411189574
2002-09-30,18.16,18.15,0.000550964187327807
2002-10-01,17.9,17.95,-0.002785515320334331
2002-10-02,17.7,18.03,-0.01830282861896848
2002-10-03,17.78,17.87,-0.005036373810856198
2002-10-04,17.62,17.85,-0.012885154061624715
2002-10-07,17.6,17.75,-0.00845070422535199
2002-10-08,17.5,13.75,0.2727272727272727
2002-10-09,13.5,15.13,-0.1077329808327826
2002-10-10,14.88,15.6,-0.0461538461538461
2002-10-11,15.35,15.44,-0.0058290155440414715
2002-10-14,15.19,15.35,-0.01042345276872969
2002-10-15,15.1,15.5,-0.02580645161290329
2002-10-16,15.25,15.78,-0.033586818757921355
2002-10-17,15.53,15.49,0.002582311168495721
2002-10-18,15.24,16.08,-0.05223880597014918
2002-10-21,15.83,15.34,0.03194263363754901
2002-10-22,15.09,16.1,-0.06273291925465851
2002-10-23,15.85,14.41,0.0999306037473977
2002-10-24,14.16,14.5,-0.02344827586206899
2002-10-25,14.25,14.2,0.0035211267605634866
2002-10-28,13.95,14.24,-0.020365168539325906
2002-10-29,13.99,14.75,-0.051525423728813524
2002-10-30,14.5,14.7,-0.013605442176870652
2002-10-31,14.45,14.77,-0.021665538253216043
2002-11-01,14.52,14.38,0.009735744089012455
2002-11-04,14.13,15.25,-0.0734426229508196
2002-11-05,15.0,16.03,-0.0642545227698067
2002-11-06,15.78,15.67,0.007019783024888371
2002-11-07,15.42,15.55,-0.00836012861736335
2002-11-08,15.3,14.8,0.03378378378378377
2002-11-11,14.55,15.07,-0.03450564034505632
2002-11-12,14.82,15.27,-0.029469548133595258
2002-11-13,15.02,15.35,-0.021498371335504918
2002-11-14,15.1,15.21,-0.007232084155161189
2002-11-15,14.96,15.1,-0.009271523178807861
2002-11-18,14.85,14.85,0.0
2002-11-19,14.6,14.75,-0.01016949152542379
2002-11-20,14.5,15.3,-0.05228758169934644
2002-11-21,15.05,15.24,-0.01246719160104981
2002-11-22,14.99,15.24,-0.01640419947506566
2002-11-25,14.99,15.19,-0.013166556945358732
2002-11-26,14.94,15.25,-0.020327868852459074
2002-11-27,15.0,15.11,-0.007279947054930513
2002-11-29,14.86,15.25,-0.025573770491803316
2002-12-02,15.0,14.9,0.006711409395973034
2002-12-03,14.65,14.53,0.008258774948382674
2002-12-04,14.28,14.45,-0.0117647058823529
