DVA,dcf,Deviation
37.02,42.179916025580916,-0.12233111186024104
37.06,42.159916025580905,-0.12096599107281147
37.04,41.819916025580916,-0.11429759980046539
36.7,41.22991602558091,-0.1098696398695147
36.11,40.96991602558091,-0.11862157644029492
35.85,40.91991602558091,-0.12389849535398545
35.8,40.77991602558091,-0.12211687788805281
35.66,40.47991602558091,-0.11906931878354232
35.36,40.76991602558092,-0.13269382311669442
35.65,40.48991602558092,-0.11953386177741476
35.37,39.97991602558091,-0.11530579560575582
34.86,40.129916025580904,-0.13132138183946318
35.01,39.68991602558091,-0.11791196591508568
34.57,39.789916025580915,-0.1311869073115166
34.67,40.149916025580914,-0.1364863633111827
35.03,39.82991602558092,-0.12051032250477645
34.71,39.879916025580904,-0.1296370840466331
34.76,39.85991602558092,-0.12794598017486913
34.74,39.639916025580916,-0.12361065604727417
34.52,40.01991602558092,-0.1374294744163217
34.9,39.85991602558092,-0.12443367974979669
34.74,42.995855993737806,-0.19201515594759266
34.65,43.50585599373781,-0.20355549365613024
35.16,43.07585599373781,-0.1837654948723152
34.73,42.88585599373781,-0.19017589377086774
34.54,42.955855993737806,-0.19591871233958624
34.61,43.04585599373782,-0.19597370754957322
34.7,43.345855993737814,-0.1994621122486745
35.0,43.205855993737806,-0.18992462491489925
34.86,43.455855993737806,-0.19780662000943006
35.11,43.955855993737806,-0.20124408440591024
35.61,43.97585599373782,-0.19023747928702328
35.63,43.905855993737816,-0.1884909383139729
35.56,43.76585599373781,-0.1874944704591619
35.42,43.695855993737815,-0.18939681591141855
35.35,43.67585599373781,-0.1906283415471367
35.33,45.06585599373781,-0.2160361936782178
36.72,45.105855993737805,-0.1859150172186521
36.76,45.995855993737806,-0.20079756739379395
37.65,45.485855993737815,-0.17227016668250905
37.14,45.26585599373781,-0.17951402476210676
36.92,45.72585599373782,-0.19257935805387183
37.38,45.655855993737816,-0.18126603507057093
37.31,45.77585599373781,-0.1849415114137012
37.43,46.625855993737815,-0.19722653445703786
38.28,46.32585599373781,-0.17367959687189427
37.98,46.72585599373782,-0.18717379933949063
38.38,46.33585599373782,-0.1716997738169127
37.99,46.42585599373781,-0.1817059871739508
38.08,47.605855993737805,-0.20009840795617373
39.26,47.625855993737815,-0.1756578610332551
39.28,47.905855993737816,-0.18005848794070967
39.56,48.395855993737804,-0.18257464016921454
40.05,48.36585599373781,-0.17193649988980886
40.02,48.17585599373781,-0.16929343185511758
39.83,47.495855993737806,-0.16140052291611562
39.15,47.155855993737816,-0.16977437531408557
38.81,47.105855993737805,-0.1761109275848982
38.76,47.63585599373781,-0.18632720686082838
39.29,48.03585599373781,-0.18206932743902737
39.69,48.105855993737805,-0.17494452223931622
39.76,48.67585599373781,-0.18316793432219958
40.33,48.745855993737806,-0.17264761941648865
40.4,50.22585599373781,-0.1956334202639155
41.88,49.58585599373782,-0.15540431518840758
41.24,49.905855993737816,-0.17364407084461597
41.56,49.50585599373781,-0.1605033552948344
41.16,48.79585599373782,-0.15648574736997667
40.45,49.235855993737815,-0.17844426214211173
40.89,49.125855993737815,-0.16764809135921532
40.78,48.605855993737805,-0.16100644323075097
40.26,48.03585599373781,-0.1618760784600468
39.69,48.625855993737815,-0.1837675823102961
40.28,48.22585599373782,-0.16476339984031785
39.88,48.205855993737806,-0.17271461780119357
39.86,49.155855993737816,-0.189109838610522
40.81,49.78585599373781,-0.18028927723702926
41.44,49.76585599373781,-0.1673005683813713
41.42,49.9358559937378,-0.17053589698764215
41.59,49.855855993737805,-0.16579508723661351
41.51,49.855855993737805,-0.16739971318085678
41.51,50.405855993737816,-0.1764845734361301
42.06,51.105855993737805,-0.17700233794824272
42.76,53.48592659112032,-0.20053736140940348
43.26,53.605926591120316,-0.1929996783757506
43.38,53.355926591120316,-0.18696941892825347
43.13,53.69592659112032,-0.19677333574252165
43.47,53.70592659112032,-0.19059212345500642
43.48,53.55592659112032,-0.1881384047006841
43.33,53.53592659112032,-0.19063696551043008
43.31,53.44592659112032,-0.18964825268469254
43.22,53.57592659112032,-0.19329440011657617
43.35,53.69592659112032,-0.19267619068950415
43.47,53.745926591120316,-0.1911945191548352
43.52,53.28592659112032,-0.18327403154790467
43.06,53.605926591120316,-0.19673060912759632
43.38,53.92592659112032,-0.19556319673618472
43.7,54.085926591120334,-0.19202641510861096
43.86,54.21592659112033,-0.19101262751112802
43.99,54.135926591120324,-0.18741577414478972
43.91,54.145926591120315,-0.18904333595426848
43.92,54.31592659112031,-0.1913973901131949
44.09,54.26592659112032,-0.18751963212188905
44.04,54.80592659112032,-0.19643726984929066
44.58,53.17592659112032,-0.1616507156935133
42.95,52.92592659112032,-0.18848846366336525
42.7,52.465926591120315,-0.186138456435327
42.24,52.40592659112033,-0.1939842924720434
42.18,52.12592659112031,-0.1908057514092154
41.9,52.94592659112032,-0.2086265611408311
42.72,53.105926591120316,-0.1955700099366483
42.88,53.53592659112032,-0.199042535912468
43.31,53.01592659112032,-0.18307567584315254
42.79,52.92592659112032,-0.19151155669744824
42.7,53.245926591120316,-0.19806072062757618
43.02,53.55592659112032,-0.19672755681286624
43.33,53.57592659112032,-0.1912412391728654
43.35,53.03592659112032,-0.1826295346132788
42.81,52.465926591120315,-0.18404185761115566
42.24,52.05592659112032,-0.18856501524256253
41.83,51.94592659112032,-0.19473955428200107
41.72,52.19592659112032,-0.20070391073203986
41.97,52.03592659112032,-0.19344186316148015
41.81,52.25592659112032,-0.19989936591987179
42.03,52.17592659112032,-0.19445608835334094
41.95,52.435926591120314,-0.19997599494877683
42.21,52.07592659112032,-0.18945273251849537
41.85,51.69592659112032,-0.19045846047010462
41.47,51.57592659112032,-0.1959427054260665
41.35,51.855926591120316,-0.20259837750000453
41.63,52.23592659112032,-0.20303892901410192
42.01,51.73592659112032,-0.18799173479555742
41.51,51.82592659112032,-0.19904953504271394
41.6,52.145926591120315,-0.2022387419407009
41.92,51.83592659112031,-0.19129447939335087
41.61,52.345926591120325,-0.2050957407818913
42.12,52.26592659112032,-0.19412124213337978
42.04,52.69592659112032,-0.20221537565516357
42.47,52.595926591120325,-0.19252301931742877
42.37,52.73592659112032,-0.19656289860024445
42.51,52.42592659112032,-0.18914165634985347
42.2,52.20592659112032,-0.191662656799242
41.98,52.67592659112032,-0.20305151296424195
42.45,52.98592659112032,-0.1988438679656116
42.76,52.995926591120316,-0.19314553494070597
42.77,53.53592659112032,-0.20109723089963283
43.31,51.04610621417902,-0.1515513481424009
43.6,51.476106214179026,-0.15300508902923904
44.03,51.69610621417902,-0.14829175300781905
44.25,52.12610621417903,-0.15109715239072707
44.68,51.77610621417903,-0.1370536862085574
44.33,50.94610621417902,-0.12986480627910413
43.5,51.206106214179016,-0.15049193902670122
43.76,51.04610621417902,-0.14273578837939194
43.6,50.94610621417902,-0.14419367366949998
43.5,50.99610621417902,-0.14699369757165492
43.55,50.36610621417902,-0.13533121232747114
42.92,50.75610621417902,-0.15438745795653563
43.31,50.61610621417902,-0.1443435056672212
43.17,50.79610621417902,-0.15013170856096636
43.35,50.39610621417902,-0.13981449646593103
42.95,49.89610621417902,-0.13921138824666712
42.45,49.526106214179016,-0.14287628798391516
42.08,48.776106214179016,-0.13728250846379553
41.33,48.976106214179026,-0.1561191120572466
41.53,49.21610621417902,-0.15617054670539288
41.77,47.276106214179016,-0.1164669989790239
39.83,47.30610621417902,-0.15803681199908637
39.86,46.66610621417901,-0.14584688473775098
39.22,46.346106214179024,-0.15375846638004897
38.9,46.586106214179026,-0.1649870924786513
39.14,43.236106214179024,-0.09473809213734719
35.79,44.63610621417902,-0.19818274855186602
37.19,42.88610621417902,-0.13281938410850125
35.44,43.64610621417902,-0.18801462320396312
36.2,43.82610621417903,-0.17400829945763596
36.38,44.776106214179016,-0.18751309401531346
37.33,44.486106214179024,-0.16086159979310943
37.04,44.16610621417901,-0.16134784849770745
36.72,42.736106214179024,-0.140773382208204
35.29,42.266106214179025,-0.16505202014182108
34.82,42.096106214179024,-0.1728451124947098
34.65,43.29610621417902,-0.1996970852623119
35.85,43.236106214179024,-0.17083190094849
35.79,42.21610621417902,-0.15221930183652754
34.77,43.41610621417901,-0.1991451322586668
35.97,44.526106214179016,-0.19215931824405497
37.08,44.43610621417903,-0.16554344745516392
36.99,44.236106214179024,-0.1638052449529661
36.79,44.096106214179024,-0.16568597187907175
36.65,43.12610621417902,-0.15016672690125232
35.68,43.46610621417902,-0.17913052013016817
36.02,44.82610621417903,-0.19645039370815454
37.38,44.12610621417902,-0.1528824270474899
36.68,43.12610621417902,-0.1494710925712942
35.68,43.336106214179026,-0.1766680692617013
35.89,43.38610621417902,-0.17277665290297972
35.94,43.956106214179016,-0.18236615807414824
36.51,44.456106214179016,-0.1787404901341686
37.01,43.91610621417901,-0.15725679732392273
36.47,43.93610621417903,-0.16993099428937497
36.49,44.15610621417902,-0.1736137280084118
36.71,43.63610621417902,-0.15872420376336116
36.19,42.026106214179016,-0.1388685924038806
34.58,41.41610621417901,-0.16505912407184808
33.97,42.11610621417902,-0.19342021251329522
34.67,43.206106214179016,-0.19756712562488932
35.76,41.93610621417903,-0.14727419333201763
34.49,38.91610621417901,-0.11373455992281067
31.47,38.776106214179016,-0.1884177378157541
31.33,35.89612217210053,-0.1272037728813351
30.32,36.066122172100535,-0.15932187399247288
30.49,36.90612217210053,-0.17384980579051057
31.33,37.816122172100535,-0.17151737934900635
32.24,36.41612217210052,-0.11467783835863699
30.84,37.106122172100534,-0.16887030509515022
31.53,37.48612217210053,-0.1588887253996477
31.91,37.356122172100534,-0.14578928045609552
31.78,37.026122172100536,-0.1416870540132752
31.45,37.106122172100534,-0.152430969365839
31.53,36.39612217210053,-0.13369891850266014
30.82,38.276122172100536,-0.19479826453096916
32.7,38.95612217210053,-0.16059406900055917
33.38,39.066122172100535,-0.14555123098860667
33.49,40.186122172100525,-0.16662772644306922
34.61,39.976122172100524,-0.13423318422429575
34.4,39.566122172100535,-0.1305693327647699
33.99,39.976122172100524,-0.1497424424092404
34.4,41.586122172100524,-0.17280096812973778
36.01,41.92612217210053,-0.1411082605688101
36.35,40.576122172100526,-0.10415293393922043
35.0,39.686122172100525,-0.11807961865810324
34.11,40.64612217210053,-0.1608055534652435
35.07,42.336122172100524,-0.17162937461685834
36.76,42.566122172100535,-0.13640242229784538
36.99,42.62612217210052,-0.1322222591429969
37.05,42.806122172100515,-0.13446960107617856
37.23,41.91612217210052,-0.11179760744231293
36.34,42.276122172100536,-0.1404131189690332
36.7,42.74612217210053,-0.14144258858752567
37.17,42.49612217210053,-0.12533195736144653
36.92,42.40612217210053,-0.12937099388233875
36.83,42.24612217210053,-0.12820400769653018
36.67,41.20612217210053,-0.1100836946790349
35.63,42.26612217210053,-0.15700806771625175
36.69,41.91612217210052,-0.12468047856724318
36.34,42.086122172100524,-0.13653246903107896
36.51,41.756122172100525,-0.12563719759412284
36.18,41.99612217210053,-0.13849188618572927
36.42,42.806122172100515,-0.149187122029539
37.23,42.65612217210053,-0.12720617570927528
37.08,43.66612217210052,-0.15082910605486688
38.09,43.88612217210053,-0.1320718688557373
38.31,43.976122172100524,-0.12884542547717504
38.4,43.78612217210053,-0.12300980093488245
38.21,43.40612217210053,-0.11970943065354867
37.83,43.28612217210053,-0.1260478393145874
37.71,42.53612217210053,-0.11345938288812751
36.96,42.88612217210053,-0.13818274705088052
37.31,42.21612217210053,-0.11621442045529351
36.64,41.95612217210053,-0.1267067092209866
36.38,41.88612217210053,-0.1314545698328703
36.31,42.49612217210053,-0.14556909797670492
36.92,42.65612217210053,-0.13447359675494064
37.08,42.13612217210053,-0.11999495709285568
36.56,42.91612217210052,-0.1481056966566423
37.34,43.046122172100524,-0.13255833241580184
37.47,43.53612217210053,-0.13933538104567134
37.96,43.816122172100535,-0.13365222392568
38.24,43.78612217210053,-0.12666392676432037
38.21,43.24612217210053,-0.11645257237305529
37.67,43.546122172100524,-0.13494019395980306
37.97,43.476122172100524,-0.12664703973147617
37.9,42.638974343355805,-0.1111418465461812
38.56,42.74897434335581,-0.09799005491243729
38.67,42.868974343355795,-0.09794902741839417
38.79,42.98897434335581,-0.09767561118854151
38.91,42.9789743433558,-0.09467360274466008
38.9,43.388974343355805,-0.10345887201279758
39.31,43.358974343355804,-0.09338261351138843
39.28,43.5189743433558,-0.0974051987050788
39.44,43.2989743433558,-0.08912392041332406
39.22,43.4489743433558,-0.09733197175004193
39.37,43.2989743433558,-0.09074058688317876
39.22,43.958974343355806,-0.10780447938435767
39.88,43.958974343355806,-0.0927904803122942
39.88,44.2989743433558,-0.0997534233886519
40.22,44.5189743433558,-0.09656499069811564
40.44,45.0089743433558,-0.10151251855909649
40.93,44.5289743433558,-0.080823203238518
40.45,44.658974343355794,-0.09424699974064643
40.58,44.7789743433558,-0.09377111479059219
40.7,44.9789743433558,-0.0951327682728248
40.9,46.0289743433558,-0.11142925551840277
41.95,45.5189743433558,-0.07840629967702128
41.44,46.038974343355804,-0.09989306688409139
41.96,46.1989743433558,-0.0917547284026542
42.12,45.9789743433558,-0.08392910886915961
41.9,45.928974343355804,-0.08772184445565889
41.85,46.08897434335581,-0.09197371830789935
42.01,46.0689743433558,-0.08810646213010809
41.99,46.05897434335579,-0.08834270413888967
41.98,46.45897434335579,-0.09640708618003191
42.38,47.0289743433558,-0.0988534070382634
42.95,46.8189743433558,-0.08263688809118164
42.74,46.9389743433558,-0.08945603098696941
42.86,47.0789743433558,-0.08961483129572945
43.0,47.038974343355804,-0.08586442199767697
42.96,47.0689743433558,-0.08729687444179068
42.99,47.4789743433558,-0.09454657362420438
43.4,47.1889743433558,-0.08029363630127917
43.11,47.45897434335579,-0.09163650086265807
43.38,47.3589743433558,-0.08401732509044557
43.28,47.48897434335581,-0.08863055902037364
43.41,47.44897434335581,-0.08512247944768025
43.37,47.3789743433558,-0.08461505127364588
43.3,46.99897434335581,-0.07870329927484332
42.92,47.368974343355795,-0.09392169463301514
43.29,47.9789743433558,-0.09772977450079945
43.9,47.1889743433558,-0.06969794086696213
43.11,47.20897434335579,-0.08682616812522814
43.13,47.6689743433558,-0.09521862817231874
43.59,48.038974343355804,-0.09261176792737102
43.96,48.04897434335581,-0.0851001379162889
43.97,48.368974343355795,-0.09094619853067154
44.29,48.138974343355805,-0.07995547050717433
44.06,47.8589743433558,-0.07937851563848242
43.78,48.08897434335581,-0.08960420558337723
44.01,47.788974343355804,-0.07907628057058735
43.71,47.3789743433558,-0.07743887228893376
43.3,48.30897434335579,-0.10368620761340397
44.23,48.368974343355795,-0.08557085196751435
44.29,48.20897434335579,-0.0812913860279193
44.13,48.7189743433558,-0.09419275354637324
44.64,49.158974343355794,-0.09192572472713856
45.08,49.55334796350597,-0.09027337500587063
44.86,49.40334796350597,-0.09196437388944012
44.71,48.14334796350598,-0.0713151060060998
43.45,48.18334796350599,-0.09823617833885301
43.49,47.43334796350599,-0.08313450626634866
42.74,47.073347963505974,-0.09205523190883802
42.38,47.52334796350598,-0.10822781188428987
42.83,48.06334796350598,-0.10888438249203136
43.37,47.573347963505974,-0.08835510098491306
42.88,47.48334796350598,-0.09694657518766259
42.79,48.02334796350598,-0.10897507536298623
43.33,48.083347963505986,-0.09885642670126993
43.39,48.29334796350598,-0.10153257478051247
43.6,48.50334796350597,-0.10109297954432472
43.81,47.80334796350597,-0.0835369934037794
43.11,47.89334796350598,-0.09987499656843413
43.2,48.65334796350597,-0.11208576987541397
43.96,48.81334796350598,-0.09942665615016733
44.12,49.27334796350598,-0.10458692531554337
44.58,48.983347963505985,-0.08989479377331677
44.29,49.50334796350597,-0.10531303796561942
44.81,47.90334796350597,-0.06457477598147343
43.21,47.333347963505986,-0.08711295821890919
42.64,46.883347963505976,-0.09050863788159924
42.19,47.02334796350598,-0.10278613014235094
42.33,47.413347963505984,-0.10721343633903757
42.72,47.45334796350597,-0.0997473975312797
42.76,46.77334796350598,-0.08580416280308434
42.08,46.14334796350598,-0.08805923589938935
41.45,45.68334796350599,-0.0926672004619229
40.99,45.81334796350598,-0.10528259072766666
41.12,46.073347963505974,-0.10751005044021222
41.38,45.36334796350598,-0.08780983199719983
40.67,45.09334796350598,-0.09809313708722156
40.4,47.09334796350598,-0.14212937183172558
42.4,44.823347963505974,-0.05406441226744163
40.13,44.89334796350598,-0.10610364741293354
40.2,45.70334796350597,-0.12041454748348801
41.01,45.573347963505974,-0.100131944819156
40.88,46.04334796350598,-0.11214101910222629
41.35,45.52334796350598,-0.09167489102188975
40.83,45.323347963505974,-0.09913980686342916
40.63,44.81334796350598,-0.09335048938795454
40.12,45.22334796350597,-0.11284763719006918
40.53,45.97334796350597,-0.11840225271013427
41.28,46.61334796350598,-0.11441675392382256
41.92,46.84334796350598,-0.10510239292335777
42.15,47.493347963505975,-0.11250729191826658
42.8,47.163347963505984,-0.09251565361479963
42.47,47.663347963505984,-0.10895894194176903
42.97,48.18334796350599,-0.10819812619609936
43.49,48.75334796350597,-0.10795869788154488
44.06,49.38334796350598,-0.10779641686991137
44.69,50.44334796350598,-0.11405563262114027
45.75,51.46334796350598,-0.11101780567322339
46.77,51.59334796350598,-0.09348778774577138
46.9,50.61334796350598,-0.07336696964175216
45.92,51.993347963505975,-0.11681009593321134
47.3,51.84334796350598,-0.08763608335449657
47.15,51.723347963505994,-0.08841941103141226
47.03,52.34334796350598,-0.10150951687711052
47.65,53.05334796350597,-0.10184744546607682
48.36,53.80334796350597,-0.10117117557810928
49.11,51.66237859814267,-0.0494049764529122
48.81,51.71237859814267,-0.05612541284741657
48.86,51.64237859814269,-0.053877816507908904
48.79,51.16237859814267,-0.04636959154648834
48.31,51.53237859814268,-0.06253114422043804
48.68,51.22237859814267,-0.04963413780700254
48.37,51.55237859814268,-0.06173097507196956
48.7,51.742378598142686,-0.05879858407305405
48.89,52.34237859814269,-0.06595761772020792
49.49,52.30237859814268,-0.053771523848870406
49.45,52.64237859814269,-0.06064274987481899
49.79,52.18237859814268,-0.04584648424262949
49.33,52.05237859814268,-0.05230075303878279
49.2,51.45237859814268,-0.04377598586324605
48.6,50.41237859814267,-0.035951062983753834
47.56,50.252378598142684,-0.05357713750572979
47.4,50.71237859814267,-0.06531696382042684
47.86,51.71237859814267,-0.07449625607206234
48.86,52.16237859814267,-0.06330958608279913
49.31,52.752378598142684,-0.06525541955872838
49.9,52.06237859814267,-0.04153437964933504
49.21,52.16237859814267,-0.05659976936419453
49.31,51.54237859814269,-0.043311516830601415
48.69,52.502378598142684,-0.07261344533212355
49.65,50.72237859814267,-0.021142119667509784
47.87,51.35237859814268,-0.06781338456381902
48.5,51.47237859814267,-0.05774706122187878
48.62,50.992378598142686,-0.04652417995321945
48.14,51.19237859814269,-0.05962564510048829
48.34,51.04237859814269,-0.05294382182732016
48.19,51.79237859814269,-0.06955422198492878
48.94,51.91237859814267,-0.05725760749959208
49.06,52.002378598142684,-0.05658161563878483
49.15,51.66237859814267,-0.04863071864509538
48.81,51.84237859814269,-0.05849227369847809
48.99,50.862378598142676,-0.03681264324926892
48.01,51.10237859814268,-0.06051339845568504
48.25,50.94237859814269,-0.05285145044720885
48.09,51.362378598142676,-0.06371158594008353
48.51,51.582378598142675,-0.059562561511137924
48.73,51.60237859814268,-0.055663685980670397
48.75,51.512378598142675,-0.053625529888504775
48.66,51.35237859814268,-0.05242948178139617
48.5,51.482378598142695,-0.0579300855817545
48.63,51.672378598142686,-0.058878237864823935
48.82,53.002378598142684,-0.0789092623531662
50.15,53.27237859814269,-0.05861158597208849
50.42,53.14237859814269,-0.05122801556793388
50.29,52.082378598142675,-0.03441429992996892
49.23,51.65237859814268,-0.04689771630826289
48.8,52.09237859814269,-0.06320269273056534
49.24,52.64237859814269,-0.06463193132125555
49.79,52.07237859814266,-0.04383088807516222
49.22,52.69237859814269,-0.06589906719954153
49.84,52.612378598142676,-0.05269441663754282
49.76,52.14237859814269,-0.045689871889111555
49.29,52.18237859814268,-0.055428262870440004
49.33,53.60237859814268,-0.07970501887934345
50.75,53.04237859814269,-0.04321786953617046
50.19,53.002378598142684,-0.05306136578257714
50.15,53.332378598142675,-0.05967066689677902
50.48,54.05237859814268,-0.06609105261956849
51.2,54.66237859814267,-0.06334116236684062
51.81,55.69604241827655,-0.06977232581612203
51.72,56.036042418276544,-0.07702261316136128
52.06,57.826042418276536,-0.09971359230446164
53.85,58.17604241827654,-0.07436123597361566
54.2,58.17604241827654,-0.06834501373760382
54.2,58.18604241827652,-0.06850513031325334
54.21,57.88604241827653,-0.06350481505911143
53.91,58.75604241827652,-0.08247734562818554
54.78,58.71604241827653,-0.0670352131405123
54.74,59.18604241827652,-0.0751197788636665
55.21,58.476042418276535,-0.05585265834022557
54.5,58.91604241827652,-0.07495483805454328
54.94,59.24604241827654,-0.07268067608425077
55.27,60.51604241827654,-0.0866884582771753
56.54,59.33604241827654,-0.04712215888222626
55.36,59.976042418276535,-0.07696477180144656
56.0,59.66604241827652,-0.06144269453262008
55.69,59.38604241827653,-0.062237560675352355
55.41,59.68604241827652,-0.07164225076794761
55.71,59.48604241827653,-0.06347778848230079
55.51,60.23604241827653,-0.07845871389523063
56.26,60.156042418276535,-0.06476560394692532
56.18,59.726042418276535,-0.059371796199766735
55.75,59.786042418276544,-0.06750810481883862
55.81,61.46604241827653,-0.09201897821543725
57.49,60.38604241827653,-0.047958804755186435
56.41,59.88604241827653,-0.05804428340744194
55.91,60.19604241827655,-0.07120139873140952
56.22,60.42604241827654,-0.0696064519526497
56.45,60.286042418276544,-0.0636306890351388
56.31,60.00604241827652,-0.061594503975332726
56.03,60.42604241827654,-0.07275079158496911
56.45,60.48604241827653,-0.06672683906753663
56.51,60.976042418276535,-0.07324257595533812
57.0,60.71604241827653,-0.061203633673560076
56.74,58.98604241827653,-0.038077523532594304
55.01,59.69604241827655,-0.07849837658319991
55.72,58.976042418276535,-0.05520957807212057
55.0,58.626042418276526,-0.06185037005237315
54.65,58.17604241827654,-0.06060987086273162
54.2,57.776042418276525,-0.06189490087236049
53.8,57.976042418276535,-0.07203048438780757
54.0,57.25604241827652,-0.056868101265014626
53.28,57.036042418276544,-0.06585384011624484
53.06,57.13604241827653,-0.07133925007330744
53.16,56.96604241827653,-0.06681247734098228
52.99,57.21604241827653,-0.07386114522535736
53.24,57.21604241827653,-0.06949174130586944
53.24,57.74604241827654,-0.07803205604355634
53.77,57.68604241827652,-0.06788544081220949
53.71,57.46604241827653,-0.06536107691108295
53.49,58.51604241827654,-0.08589170098603138
54.54,58.83604241827654,-0.07301718881319663
54.86,59.31604241827654,-0.07512373106172598
55.34,59.41604241827652,-0.06860171516611668
55.44,60.29604241827653,-0.0805366691331072
56.32,59.94604241827655,-0.06048843713444252
55.97,59.576042418276536,-0.06052839819333633
55.6,59.01604241827654,-0.05788328526107056
55.04,58.94604241827655,-0.06626471019987357
54.97,58.856042418276544,-0.06602622702116667
54.88,59.23604241827653,-0.07353702645287674
55.26,60.04801588387104,-0.07973645445889088
54.6,60.41801588387102,-0.09629604346911658
54.97,60.36801588387104,-0.08941847441623907
54.92,59.598015883871035,-0.0784928124618498
54.15,60.278015883871035,-0.10166253474031062
54.83,60.26801588387104,-0.09023054441263534
54.82,60.28801588387105,-0.09069822258545934
54.84,60.04801588387104,-0.08673085708515327
54.6,60.188015883871046,-0.0928426664645794
54.74,60.598015883871035,-0.09667009387068437
55.15,61.50801588387103,-0.10336889903708091
56.06,61.778015883871035,-0.09255745433164497
56.33,62.06801588387102,-0.09244722587244969
56.62,62.80801588387103,-0.09852270919228479
57.36,62.40801588387103,-0.08088729969022557
56.96,62.61801588387104,-0.09035763596157653
57.17,62.70801588387103,-0.08831432163516184
57.26,62.278015883871035,-0.08057443405435494
56.83,62.938015883871046,-0.09704811627905685
57.49,62.88801588387104,-0.08583536637312605
57.44,63.15801588387103,-0.09053507783374293
57.71,63.80801588387103,-0.09556817900386161
58.36,62.89801588387104,-0.07214879229655835
57.45,63.73801588387104,-0.09865408887731364
58.29,64.54801588387103,-0.09695132837436693
59.1,64.91801588387102,-0.08962097508153377
59.47,64.90801588387103,-0.08378034376525012
59.46,64.84801588387104,-0.08308682710539406
59.4,64.66801588387102,-0.08146246350485187
59.22,64.81801588387103,-0.0863651225285964
59.37,65.05801588387102,-0.08742990093679104
59.61,64.17801588387103,-0.07117726874163222
58.73,63.39801588387104,-0.0736303150625669
57.95,63.53801588387105,-0.08794759808182095
58.09,63.248015883871034,-0.081552216489156
57.8,63.47801588387105,-0.08944854064529395
58.03,63.16801588387102,-0.08133888348364182
57.72,63.55801588387103,-0.0918533375009356
58.11,64.57801588387105,-0.10015816985616766
59.13,65.25801588387102,-0.0939044161988628
59.81,65.45801588387103,-0.08628455671328572
60.01,66.34801588387104,-0.0955268337634162
60.9,67.11801588387104,-0.09264302291995008
61.67,66.41801588387102,-0.07148686724054987
60.97,64.90801588387103,-0.06067071732583318
59.46,64.80801588387102,-0.08252090132575718
59.36,64.64801588387104,-0.08179703292627027
59.2,64.12801588387103,-0.07684653604120761
58.68,64.04801588387103,-0.08381236810839032
58.6,64.72801588387105,-0.09467331572259785
59.28,64.54801588387103,-0.08161390883569164
59.1,64.08801588387104,-0.07783071164052635
58.64,64.38801588387105,-0.08927151745501916
58.94,64.96801588387105,-0.09278436168723392
59.52,64.31801588387103,-0.07459831927238003
58.87,64.32801588387105,-0.08484663810748028
58.88,64.39801588387104,-0.08568611638317669
58.95,64.60801588387103,-0.08757451852477516
59.16,64.54801588387103,-0.08347298999189479
59.1,64.73801588387104,-0.08708972320042496
59.29,66.4950948813777,-0.10835528386313387
59.96,70.13509488137768,-0.14507850739472483
63.6,69.18509488137771,-0.0807268515126518
62.65,69.2050948813777,-0.09471983085369062
62.67,69.2250948813777,-0.09469246510402529
62.69,69.4150948813777,-0.0968823120226242
62.88,69.3950948813777,-0.09388408348622401
62.86,69.2050948813777,-0.09168537218616102
62.67,70.06509488137769,-0.10554606247087517
63.53,69.9950948813777,-0.09236497060735815
63.46,68.63509488137768,-0.07540012715538336
62.1,69.78509488137769,-0.11012516203411327
63.25,68.9550948813777,-0.0827363792507585
62.42,67.2750948813777,-0.07216778943141444
60.74,67.84509488137769,-0.10472525528633192
61.31,67.7050948813777,-0.09445514983151837
61.17,68.0450948813777,-0.1010373325713334
61.51,67.5050948813777,-0.08880951714700192
60.97,66.9550948813777,-0.08938968560915816
60.42,66.63509488137768,-0.09327059400818227
60.1,66.0450948813777,-0.0900156914310678
59.51,65.86509488137769,-0.09648653650045058
59.33,65.73509488137769,-0.0974379803198887
59.2,65.48509488137769,-0.09597748759107338
58.95,65.19509488137768,-0.09579087035214251
58.66,65.67509488137769,-0.10681514650337931
59.14,65.31509488137769,-0.09454315105248823
58.78,71.2150948813777,-0.17461318983132312
64.68,70.8250948813777,-0.08676437203042053
64.29,72.13509488137768,-0.10875559107918986
65.6,71.5050948813777,-0.08258285498640172
64.97,71.9950948813777,-0.09757740986316576
65.46,71.67509488137769,-0.08671205656112047
65.14,70.56509488137769,-0.07688071404846064
64.03,70.6050948813777,-0.09312493513994125
64.07,70.0750948813777,-0.08569513736004286
63.54,69.84509488137769,-0.09027255087971497
63.31,69.59509488137769,-0.09030945201081197
63.06,69.31509488137769,-0.09024145306418951
62.78,69.09509488137769,-0.09139715188494102
62.56,70.2750948813777,-0.10978419729493849
63.74,68.84509488137769,-0.07415335675219759
62.31,69.7750948813777,-0.10698795743766243
63.24,68.5750948813777,-0.07779930732296358
62.04,69.2950948813777,-0.10469853448930655
62.76,69.01509488137769,-0.09063372139281811
62.48,68.09509488137769,-0.08245960874508274
61.56,69.1650948813777,-0.10995567770738823
62.63,69.7450948813777,-0.10201570294626494
63.21,70.33509488137769,-0.10130212937644256
63.8,71.2450948813777,-0.10449975389567101
64.71,71.53509488137769,-0.0954090421309336
65.0,71.4650948813777,-0.09046507098477752
