DVA,dcf,Deviation
8.07,9.968860024159325,-0.19047915404143267
7.99,10.178860024159325,-0.21503980003302026
8.2,10.128860024159323,-0.1904320939926718
8.15,10.188860024159325,-0.20010678518743807
8.21,10.418860024159324,-0.21200592186068368
8.44,10.418860024159324,-0.18993057009795022
8.44,10.028860024159327,-0.15842877658395815
8.05,10.178860024159325,-0.20914523032112797
8.2,10.198860024159325,-0.1959885731762544
8.22,10.278860024159327,-0.20030042429999073
8.3,10.308860024159326,-0.1948673296030271
8.33,10.598860024159324,-0.2140664202553505
8.62,10.598860024159324,-0.18670498710697736
8.62,10.568860024159322,-0.1843964268335876
8.59,10.598860024159324,-0.18953548019129174
8.62,10.498860024159326,-0.17895847928592346
8.52,10.488860024159326,-0.18770962903732036
8.51,10.278860024159327,-0.17208717892857928
8.3,10.178860024159325,-0.1845845231882438
8.2,10.308860024159326,-0.2045677232222679
8.33,10.528860024159327,-0.2088412248917607
8.55,10.378860024159323,-0.1762101059174327
8.4,10.328860024159328,-0.18674471525877012
8.35,10.348860024159324,-0.19314784618721315
8.37,10.558860024159326,-0.2073007899670115
8.58,10.508860024159326,-0.1835460763322545
8.53,10.318860024159322,-0.17335829926669266
8.34,10.448860024159325,-0.20182680400381725
8.47,10.338860024159324,-0.1807607434274442
8.36,10.278860024159327,-0.18668023687930946
8.3,10.288860024159327,-0.19330227250533816
8.31,10.258860024159326,-0.1899684779371017
8.28,10.148860024159324,-0.18414482214854777
8.17,10.168860024159324,-0.19656677537210698
8.19,10.118860024159329,-0.19062028919799967
8.14,10.118860024159329,-0.19556155727371383
8.14,10.088860024159324,-0.19316949779186932
8.11,10.118860024159329,-0.19852631811914256
8.14,10.058860024159326,-0.19076316993681353
8.08,10.008860024159326,-0.19271525623332275
8.03,10.068860024159322,-0.2024916444629543
8.09,10.198860024159325,-0.20677409231657284
8.22,9.426180371352785,-0.12796067164368097
8.36,9.526180371352785,-0.12241846426294145
8.46,9.546180371352785,-0.11378167278425955
8.48,9.486180371352786,-0.10606802021088901
8.42,9.446180371352785,-0.10863442481628438
8.38,9.536180371352785,-0.12124145374032713
8.47,9.596180371352785,-0.11735714917518014
8.53,9.596180371352785,-0.11110466144796793
8.53,9.566180371352786,-0.10831704307560075
8.5,9.366180371352785,-0.0924795740643718
8.3,9.386180371352784,-0.11572123359869313
8.32,9.446180371352785,-0.11922071430777736
8.38,9.396180371352784,-0.10814824015627977
8.33,9.456180371352785,-0.11909463727706748
8.39,9.486180371352786,-0.11555550584544316
8.42,9.336180371352786,-0.0981322484047118
8.27,9.196180371352785,-0.1007135934651684
8.13,9.126180371352785,-0.1091563316543478
8.06,9.076180371352786,-0.11196123586967954
8.01,9.006180371352785,-0.1106107506486852
7.94,9.096180371352785,-0.12710613951698035
8.03,9.016180371352785,-0.1093789532523316
7.95,8.856180371352785,-0.10232180616872033
7.79,8.896180371352784,-0.1243432939955752
7.83,8.866180371352785,-0.1168688576087119
7.8,8.866180371352785,-0.1202525018324333
7.8,9.036180371352785,-0.13680341920484695
7.97,8.826180371352786,-0.09700463114618618
7.76,8.436180371352785,-0.08015243173900466
7.37,8.596180371352785,-0.14264246658191293
7.53,7.866180371352785,-0.04273743487717285
6.8,7.946180371352785,-0.14424293406237587
6.88,8.076180371352786,-0.14811214167476816
7.01,7.906180371352785,-0.11335187527469026
6.84,7.996180371352785,-0.1445915821877819
6.93,7.836180371352786,-0.11564057084055468
6.77,7.866180371352785,-0.13935357690816208
6.8,7.836180371352786,-0.1322302859618718
6.77,7.906180371352785,-0.14370787383875228
6.84,7.986180371352785,-0.1435204713713012
6.92,8.036180371352785,-0.13889439009255222
6.97,8.006180371352785,-0.12942256148267428
6.94,7.996180371352785,-0.13208561116713546
6.93,7.876180371352785,-0.12013188204706804
6.81,7.926180371352785,-0.1408219746533832
6.86,7.856180371352785,-0.12680212574870509
6.79,7.726180371352785,-0.1211698829636394
6.66,7.656180371352785,-0.13011453793332817
6.59,7.636180371352785,-0.1370030984702172
6.57,7.626180371352785,-0.13849401927605232
6.56,7.586180371352786,-0.13526970374022296
6.52,7.726180371352785,-0.1561159995468232
6.66,7.7161803713527854,-0.13687865245788933
6.65,7.696180371352785,-0.13593501202842695
6.63,7.696180371352785,-0.1385337037215747
6.63,7.686180371352785,-0.13741290476206913
6.62,7.776180371352785,-0.14868229852436532
6.71,7.886180371352785,-0.14914449276678476
6.82,7.876180371352785,-0.13409804264949543
6.81,7.956180371352785,-0.14406163735047406
6.89,7.976180371352785,-0.13617801012297892
6.91,10.83173630970539,-0.3620598025629056
6.96,10.841736309705388,-0.35803640660680025
6.97,10.811736309705392,-0.35533018931073757
6.94,10.741736309705392,-0.35392195452335207
6.87,10.781736309705389,-0.3628113503558943
6.91,10.711736309705392,-0.35491317185065696
6.84,10.62173630970539,-0.3560374876045367
6.75,10.60173630970539,-0.363311838474921
6.73,10.671736309705391,-0.3693622289112022
6.8,10.69173630970539,-0.363994789711815
6.82,10.57173630970539,-0.3548836444455302
6.7,10.381736309705389,-0.35463589132614637
6.51,10.47173630970539,-0.3783265919361991
6.6,10.511736309705391,-0.3721303688044115
6.64,10.54173630970539,-0.3701227383304214
6.67,10.69173630970539,-0.37615371284967736
6.82,10.70173630970539,-0.3627202350505543
6.83,10.641736309705392,-0.3581874422343131
6.77,10.741736309705392,-0.36974807379295305
6.87,10.68173630970539,-0.35684613429766643
6.81,10.741736309705392,-0.36602428102363516
6.87,10.87173630970539,-0.3680862187701306
7.0,10.861736309705393,-0.3555358185463201
6.99,11.601736309705393,-0.3975039758357083
7.73,11.841736309705388,-0.3472241065134547
7.97,11.861736309705393,-0.3280916223471546
7.99,11.861736309705393,-0.3264055285512879
7.99,11.93173630970539,-0.3303573098995779
8.06,11.90173630970539,-0.32278788655169643
8.03,11.861736309705393,-0.3230333409595548
7.99,11.87173630970539,-0.32697292194167005
8.0,11.891736309705388,-0.3272639258347131
8.02,11.94173630970539,-0.32840587063692606
8.07,11.841736309705388,-0.31851210084910475
7.97,11.811736309705392,-0.32524738183908986
7.94,11.83173630970539,-0.32892351619711624
7.96,11.87173630970539,-0.3294999322472708
8.0,11.87173630970539,-0.3261305851731364
8.0,11.94173630970539,-0.3300806689645147
8.07,11.921736309705391,-0.3230851790078365
8.05,11.861736309705393,-0.321347247163688
7.99,11.95173630970539,-0.33147788798588773
8.08,12.171736309705391,-0.33616701886999956
8.3,12.131736309705389,-0.3158440153896189
8.26,12.251736309705393,-0.32580984513544264
8.38,12.27173630970539,-0.3171300467585437
8.4,12.40173630970539,-0.32267548751005926
8.53,12.381736309705389,-0.31108208197635545
8.51,12.44173630970539,-0.3160118661764574
8.57,12.62173630970539,-0.32101259369440616
8.75,12.551736309705394,-0.3028852913971569
8.68,12.68173630970539,-0.31555113684573644
8.81,12.851736309705393,-0.3144895142808951
8.98,12.781736309705389,-0.29743504462837855
8.91,12.671736309705391,-0.2968603684425034
8.8,12.701736309705392,-0.3071813344703177
8.83,12.751736309705393,-0.3075452796746232
8.88,12.741736309705388,-0.3030777137307339
8.87,12.741736309705388,-0.3038625361251813
8.87,12.68173630970539,-0.30056896126977906
8.81,12.691736309705387,-0.30584753850716373
8.82,12.68173630970539,-0.30451163905292566
8.81,12.801736309705394,-0.3118121021348592
8.93,13.066809046820579,-0.3165890793993924
9.07,13.186809046820576,-0.312191450729558
9.19,13.116809046820574,-0.2993722812311891
9.12,13.176809046820573,-0.30787492118962134
9.18,13.126809046820577,-0.300667819021602
9.13,13.116809046820574,-0.3039465644875686
9.12,12.946809046820574,-0.29557932251733854
8.95,12.936809046820576,-0.30817561211513733
8.94,12.986809046820577,-0.311609189927322
8.99,13.106809046820576,-0.3140969729637759
9.11,13.446809046820574,-0.3225158497990265
9.45,13.266809046820578,-0.287696086779457
9.27,13.416809046820575,-0.30907565519860014
9.42,13.436809046820576,-0.29894069587682615
9.44,13.396809046820573,-0.2953545902604048
9.4,13.496809046820575,-0.3035390833943564
9.5,13.456809046820577,-0.29403768999422986
9.46,13.466809046820575,-0.297532179515574
9.47,13.586809046820575,-0.3030004346593759
9.59,13.606809046820576,-0.2952058071072262
9.61,13.456809046820577,-0.28586338956258417
9.46,13.326809046820577,-0.29015265644127275
9.33,12.996809046820575,-0.2821314857832423
9.0,13.166809046820575,-0.3164630877537292
9.17,13.176809046820573,-0.30408037580140646
9.18,13.166809046820575,-0.30279234950880374
9.17,13.286809046820572,-0.30984181621889806
9.29,13.616809046820574,-0.3177549917857483
9.62,13.696809046820574,-0.29764662943643216
9.7,13.656809046820577,-0.2897315934677842
9.66,13.656809046820577,-0.29266053535039127
9.66,13.666809046820575,-0.293178095420358
9.67,13.776809046820574,-0.2980958096220654
9.78,13.896809046820573,-0.2962413193525496
9.9,14.046809046820577,-0.2952135985474357
10.05,13.996809046820575,-0.2819792020894295
10.0,13.986809046820577,-0.2850406431856479
9.99,13.996809046820575,-0.2862658934202389
10.0,13.906809046820577,-0.2809277839127132
9.91,13.936809046820576,-0.28893335865423353
9.94,13.956809046820577,-0.28780282322022777
9.96,13.916809046820575,-0.2843186993159573
9.92,14.126809046820577,-0.29778905008752665
10.13,14.316809046820579,-0.29244009842754504
10.32,14.276809046820574,-0.27714939898994795
10.28,14.326809046820577,-0.28246408768312925
10.33,14.306809046820575,-0.27796617916727895
10.31,14.326809046820577,-0.2803701112853173
10.33,14.346809046820578,-0.2799792646372993
10.35,14.296809046820577,-0.2760622341597474
10.3,14.376809046820577,-0.2835684214448241
10.38,14.416809046820575,-0.2800071107074027
10.42,14.346809046820578,-0.2737060926931906
10.35,14.436809046820576,-0.28308257271856174
10.44,14.556809046820575,-0.2828098543835572
10.56,14.666809046820575,-0.2800069895033396
10.67,14.646809046820573,-0.2715136815198551
10.65,14.566809046820579,-0.2688858647237832
10.57,14.776809046820574,-0.2846899512263593
10.78,14.636809046820575,-0.26350067384792153
10.64,14.826809046820577,-0.28238099199897526
10.83,14.596809046820578,-0.2580570201842196
10.6,14.626809046820577,-0.27530331693882903
10.63,14.606809046820576,-0.2722572078592481
10.61,14.461698069708584,-0.2663378844685146
10.98,14.501698069708581,-0.24284728952292622
11.02,14.711698069708584,-0.25093623130492315
11.23,14.731698069708584,-0.2376981969857771
11.25,14.711698069708584,-0.23530241399096052
11.23,14.651698069708583,-0.23353593920848792
11.17,14.761698069708581,-0.24331198570433077
11.28,14.801698069708584,-0.23792527405458153
11.32,14.941698069708586,-0.2423886530708903
11.46,14.851698069708581,-0.228371062607734
11.37,14.971698069708584,-0.24056710554400662
11.49,15.131698069708584,-0.2406668473645217
11.65,14.811698069708584,-0.21345952738360063
11.33,14.891698069708584,-0.23917340071200377
11.41,15.151698069708583,-0.24694909128297782
11.67,14.951698069708586,-0.21948664656071049
11.47,15.051698069708584,-0.23795973405264625
11.57,14.941698069708586,-0.22565695371291528
11.46,15.261698069708581,-0.2491005949891114
11.78,15.201698069708586,-0.2250865695409895
11.72,15.261698069708581,-0.23206448283354153
11.78,15.121698069708586,-0.22098695889204356
11.64,15.181698069708581,-0.2332873472681679
11.7,16.281698069708586,-0.28140173402629565
12.8,16.311698069708584,-0.21528709363680132
12.83,16.311698069708584,-0.21344792276251257
12.83,16.401698069708583,-0.21776392020683277
12.92,16.401698069708583,-0.21227668348186124
12.92,16.171698069708583,-0.2010733848537143
12.69,16.081698069708583,-0.2109042251015253
12.6,16.25169806970858,-0.22469640120345047
12.77,16.551698069708586,-0.2284779515540769
13.07,16.491698069708583,-0.20748003360511713
13.01,16.381698069708584,-0.20582103609534808
12.9,16.281698069708586,-0.20769934777258225
12.8,16.191698069708586,-0.20947142511592232
12.71,16.00169806970858,-0.20570929756135115
12.52,15.681698069708581,-0.20161707333313916
12.2,15.891698069708584,-0.23230356211872594
12.41,16.27169806970858,-0.23732606475150397
12.79,16.141698069708585,-0.2076422229702316
12.66,16.211698069708586,-0.2190824214981466
12.73,16.57169806970858,-0.23182283756007016
13.09,16.60169806970858,-0.2115264387391803
13.12,16.811698069708584,-0.21959102848511824
13.33,16.811698069708584,-0.20709972634959029
13.33,16.461698069708586,-0.1902414961352784
12.98,16.371698069708586,-0.20716837406035526
12.89,16.311698069708584,-0.20976958101393506
12.83,16.141698069708585,-0.20516416893730027
12.66,16.151698069708583,-0.21618148473546728
12.67,16.151698069708583,-0.21556235478660124
12.67,16.061698069708584,-0.21116684269548847
12.58,15.911698069708581,-0.20938670750994215
12.43,15.981698069708584,-0.22223533783562133
12.5,16.211698069708586,-0.2289518379721036
12.73,16.02169806970858,-0.205452509177665
12.54,15.901698069708583,-0.21140497417142767
12.42,16.051698069708586,-0.22625008606173702
12.57,16.281698069708586,-0.22796750399235344
12.8,16.27169806970858,-0.21335806839800564
12.79,16.26169806970858,-0.21348927122041905
12.78,16.551698069708586,-0.22787378393587332
13.07,16.48169806970858,-0.2069991851130243
13.0,13.982987869198313,-0.07029884302221534
13.17,14.132987869198312,-0.06813759964353072
13.32,13.962987869198312,-0.04604944695373636
13.15,13.912987869198313,-0.05483997228858917
13.1,13.822987869198313,-0.052303299115912805
13.01,13.792987869198312,-0.056767096195802114
12.98,13.672987869198312,-0.05068298720277764
12.86,13.512987869198312,-0.04832298197253193
12.7,13.492987869198313,-0.05877036849699835
12.68,13.482987869198313,-0.05955563240049533
12.67,13.692987869198312,-0.0747088859619508
12.88,13.792987869198312,-0.06619217517309228
12.98,14.042987869198312,-0.07569527789238173
13.23,13.842987869198312,-0.044281471239475456
13.03,13.892987869198313,-0.062116794265084985
13.08,13.872987869198312,-0.05716056819734949
13.06,14.182987869198312,-0.07917851157703826
13.37,13.862987869198312,-0.03556144417421481
13.05,14.122987869198312,-0.07597456566102812
13.31,14.182987869198312,-0.06155176026725717
13.37,14.512987869198312,-0.07875620647517645
13.7,14.632987869198312,-0.06375921838643794
13.82,14.502987869198313,-0.047092907706890785
13.69,14.212987869198312,-0.036796476153455826
13.4,14.342987869198312,-0.06574556694866807
13.53,14.372987869198312,-0.05865084399082099
13.56,14.262987869198312,-0.04928755991698286
13.45,15.012987869198312,-0.10410904763368567
14.2,15.522987869198312,-0.08522765593494208
14.71,15.772987869198312,-0.06739293011656511
14.96,16.272987869198314,-0.08068511325345173
15.46,16.192987869198312,-0.04526575793912457
15.38,16.032987869198312,-0.04072777167459818
15.22,15.792987869198312,-0.036281156798444236
14.98,15.632987869198312,-0.041769869884239696
14.82,15.772987869198312,-0.06041898193932671
14.96,15.812987869198313,-0.05394223256566355
15.0,15.812987869198313,-0.05141266634257713
15.0,15.982987869198313,-0.061502134472158465
15.17,16.262987869198312,-0.06720707646031043
15.45,16.25298786919831,-0.049405553960948034
15.44,16.14298786919831,-0.043547568448567664
15.33,16.21298786919831,-0.05446176092414312
15.4,16.222987869198313,-0.050729734610778676
15.41,16.132987869198313,-0.04481425728824029
15.32,15.932987869198312,-0.03847287616300399
15.12,15.762987869198312,-0.04079098928032199
14.95,15.342987869198312,-0.02561351625567354
14.53,15.582987869198313,-0.06757291207802796
14.77,15.702987869198312,-0.05941467171533543
14.89,15.732987869198313,-0.05358091395015274
14.92,15.752987869198313,-0.05287808738982447
14.94,15.782987869198312,-0.053411171331092966
14.97,15.812987869198313,-0.053309841009892
15.0,15.522987869198312,-0.03369118584676967
14.71,15.792987869198312,-0.06857396954698514
14.98,15.842987869198312,-0.054471282584020564
15.03,16.352987869198312,-0.08090190488615401
15.54,16.612987869198314,-0.06458729023619603
15.8,16.742987869198313,-0.05632136131049259
15.93,16.742987869198313,-0.048556916814946005
15.93,16.73298786919831,-0.047988313592005394
15.92,18.03295381506609,-0.11717180871947719
15.8,18.232953815066093,-0.13343717313953352
16.0,18.31295381506609,-0.12630151522378774
16.08,18.22295381506609,-0.11759640269155347
15.99,18.38295381506609,-0.130172432523053
16.15,18.29295381506609,-0.11714640712103885
16.06,18.412953815066093,-0.12778796051401753
16.18,18.082953815066087,-0.10523467761559024
15.85,18.082953815066087,-0.12348390854184832
15.85,18.012953815066087,-0.1200776861625541
15.78,18.432953815066096,-0.14392450833884884
16.2,18.482953815066093,-0.12351671912988171
16.25,18.412953815066093,-0.11746913812906501
16.18,18.53295381506609,-0.12696053950953523
16.3,18.78295381506609,-0.13219187139109478
16.55,18.88295381506609,-0.12354813965623868
16.65,18.912953815066093,-0.11965099884415842
16.68,19.10295381506609,-0.1268366054026241
16.87,19.28295381506609,-0.125134034868704
17.05,19.31295381506609,-0.11717284868670652
17.08,19.262953815066094,-0.11332393962128207
17.03,18.822953815066093,-0.09525358414421614
16.59,18.772953815066096,-0.11628185082489162
16.54,18.87295381506609,-0.12361360272093269
16.64,18.79295381506609,-0.11456175736142626
16.56,18.752953815066096,-0.1169391145892058
16.52,18.002953815066096,-0.08237280561288007
15.77,18.332953815066094,-0.13980037482884233
16.1,18.19295381506609,-0.11504200122427921
15.96,18.072953815066093,-0.11691247798711679
15.84,17.922953815066087,-0.11621710553732223
15.69,17.592953815066096,-0.10816568013931016
15.36,17.652953815066095,-0.12989065960786406
15.42,17.4529538150661,-0.11648193403864804
15.22,17.37295381506609,-0.12392560516675155
15.14,17.502953815066096,-0.13500314518525014
15.27,17.56295381506609,-0.1305562742583266
15.33,17.69295381506609,-0.13355338174533427
15.46,17.62295381506609,-0.12273503283070242
15.39,17.482953815066093,-0.1197139703739577
15.25,17.7029538150661,-0.13856183779785458
15.47,18.052953815066093,-0.14307652041465302
15.82,18.06295381506609,-0.1241742540024251
15.83,17.842953815066096,-0.1128150549471475
15.61,17.982953815066093,-0.13195573093659596
15.75,17.96295381506609,-0.12319542976333975
15.73,17.832953815066094,-0.11792515344762589
15.6,17.512953815066087,-0.10923079197641727
15.28,17.362953815066096,-0.11996540664979971
15.13,17.29295381506609,-0.12507717525861117
15.06,17.252953815066096,-0.12710599231715936
15.02,16.932953815066096,-0.11297224547816609
14.7,16.87295381506609,-0.12878324915023653
14.64,16.832953815066094,-0.13027742125112485
14.6,17.21295381506609,-0.1518015933313569
14.98,17.092953815066096,-0.12361548728948724
14.86,17.22295381506609,-0.13719794179550404
14.99,17.21295381506609,-0.12914423863267388
14.98,17.272953815066096,-0.13274821664063607
15.04,16.96295381506609,-0.11336196726292858
14.73,17.232953815066093,-0.14524229809505196
15.0,17.652953815066095,-0.15028384727330468
15.42,15.259999999999998,0.010484927916120768
15.26,15.119999999999996,0.009259259259259522
15.12,14.890000000000002,0.015446608462054812
14.89,15.009999999999998,-0.007994670219853228
15.01,14.95,0.004013377926421535
14.95,15.170000000000002,-0.014502307185234153
15.17,15.22,-0.003285151116951379
15.22,15.4,-0.011688311688311637
15.4,15.369999999999996,0.0019518542615488688
15.37,15.7,-0.021019108280254772
15.7,16.030000000000005,-0.020586400499064572
16.03,15.980000000000004,0.0031289111389234403
15.98,16.090000000000003,-0.006836544437539005
16.09,15.82,0.017067003792667457
15.82,15.640000000000002,0.011508951406649537
15.64,15.269999999999996,0.024230517354289827
15.27,14.5,0.05310344827586211
14.5,15.009999999999998,-0.03397734843437694
15.01,14.8,0.01418918918918921
14.8,14.880000000000004,-0.005376344086021723
14.88,15.190000000000001,-0.020408163265306145
15.19,15.0,0.012666666666666604
15.0,13.759999999999998,0.0901162790697676
13.76,14.009999999999998,-0.01784439685938599
14.01,13.980000000000004,0.002145922746780826
13.98,13.78,0.014513788098693858
13.78,13.690000000000001,0.006574141709276615
13.69,13.78,-0.006531204644412147
13.78,14.090000000000002,-0.022001419446416093
14.09,14.009999999999998,0.005710206995003686
14.01,14.209999999999997,-0.014074595355383357
14.21,14.4,-0.013194444444444398
14.4,14.509999999999998,-0.00758097863542373
14.51,14.519999999999996,-0.0006887052341595368
14.52,14.43,0.006237006237006293
14.43,14.519999999999996,-0.006198347107437718
14.52,14.240000000000002,0.019662921348314377
14.24,14.329999999999998,-0.006280530355896596
14.33,14.459999999999997,-0.008990318118948681
14.46,14.579999999999998,-0.00823045267489697
14.58,14.93,-0.023442732752846585
14.93,14.829999999999998,0.006743088334457248
14.83,15.159999999999998,-0.02176781002638506
15.16,14.990000000000002,0.011340893929286056
14.99,15.190000000000001,-0.013166556945358843
15.19,15.03,0.010645375914837052
15.03,15.07,-0.002654280026542888
15.07,15.03,0.0026613439787093185
15.03,15.05,-0.0013289036544851252
15.05,14.909999999999998,0.009389671361502483
14.91,15.119999999999996,-0.013888888888888618
15.12,15.43,-0.02009073233959824
15.43,15.490000000000002,-0.003873466752743804
15.49,15.6,-0.007051282051282026
15.6,15.53,0.004507405022537103
15.53,15.519999999999996,0.0006443298969074363
15.52,15.55,-0.0019292604501608412
15.55,15.559999999999999,-0.0006426735218507673
15.56,15.5,0.003870967741935516
15.5,15.690000000000001,-0.012109623964308591
15.69,15.4,0.018831168831168865
15.4,15.519999999999996,-0.007731958762886348
15.52,15.5,0.001290322580645098
15.5,15.579999999999998,-0.005134788189987027
15.58,17.899193867948764,-0.12956973845071507
15.7,17.92919386794877,-0.12433319001217347
15.73,18.20919386794877,-0.1361506657531153
16.01,18.09919386794877,-0.11543021657160368
15.9,18.009193867948767,-0.11711761689136624
15.81,17.919193867948767,-0.11770584566984255
15.72,17.92919386794877,-0.12321769089116974
15.73,17.899193867948764,-0.12118947277469494
15.7,17.84919386794877,-0.12040845563384295
15.65,17.689193867948767,-0.11527907281538718
15.49,17.829193867948767,-0.13120020373741603
15.63,18.029193867948766,-0.13307272002959103
15.83,17.699193867948768,-0.10560898320536882
15.5,17.90919386794877,-0.1345227421017754
15.71,18.08919386794877,-0.13152569900665
15.89,18.149193867948764,-0.12447902008135303
15.95,18.329193867948767,-0.1298035191885406
16.13,16.899193867948764,-0.04551660120354195
14.7,17.299193867948766,-0.1502494213192469
15.1,16.95919386794877,-0.10962749069473554
14.76,17.009193867948767,-0.1322340074086068
14.81,17.329193867948767,-0.1453728250226426
15.13,17.549193867948766,-0.1378521364657722
15.35,17.949193867948768,-0.1448083901188485
15.75,18.149193867948764,-0.13219286131411645
15.95,18.299193867948766,-0.12837690473695706
16.1,18.449193867948768,-0.12733314445949595
16.25,18.42919386794877,-0.11824683616458809
16.23,18.649193867948764,-0.1297210959936711
16.45,18.699193867948768,-0.12028293218586206
16.5,18.869193867948773,-0.12555882803096785
16.67,18.949193867948768,-0.12027919941248066
16.75,18.72919386794877,-0.10567426883950193
16.53,18.65919386794877,-0.1141096385522915
16.46,18.699193867948768,-0.11974814977381687
16.5,18.58919386794877,-0.11238754530130157
16.39,18.67919386794877,-0.12255314036205534
16.48,18.59919386794877,-0.11394009240371916
16.4,18.59919386794877,-0.11824135409107983
16.4,18.579193867948767,-0.11729216474284854
16.38,18.579193867948767,-0.11836863771267436
16.38,18.809193867948768,-0.12914928119743407
16.61,18.81919386794877,-0.11739046228283345
16.62,18.999193867948772,-0.12522604298292994
16.8,18.949193867948768,-0.11341874925792905
16.75,20.609193867948772,-0.1872559350295867
18.41,21.059193867948768,-0.12579749654998584
18.86,20.999193867948772,-0.10187028518336794
18.8,21.119193867948773,-0.10981450724160746
18.92,21.34919386794877,-0.1137838685139152
19.15,21.40919386794877,-0.10552447149030486
19.21,21.989193867948767,-0.1263890747718447
19.79,21.649193867948764,-0.08587820310026728
19.45,21.649193867948764,-0.1015831758615563
19.45,21.15919386794877,-0.08077783485588264
18.96,21.119193867948773,-0.10223846049472751
18.92,21.149193867948764,-0.10540325469932288
18.95,21.59919386794877,-0.122652441759872
19.4,21.45919386794877,-0.09595858449391059
19.26,21.40919386794877,-0.1003864919531734
19.21,21.739193867948767,-0.11634257844665019
19.54,21.999193867948772,-0.11178563554238408
19.8,22.009193867948767,-0.100375955666688
19.81,21.95919386794877,-0.09787216602179982
19.76,22.12970396943448,-0.10708249747522658
19.68,22.19970396943448,-0.11350169231552454
19.75,22.09970396943448,-0.106322870780726
19.65,22.07970396943448,-0.11004241600331166
19.63,22.37970396943448,-0.12286596700251007
19.93,23.29970396943448,-0.1446243254358509
20.85,23.29970396943448,-0.10513884522516259
20.85,23.14970396943448,-0.09934053465525405
20.7,23.04970396943448,-0.10194074390501284
20.6,23.44970396943448,-0.12152409144051146
21.0,23.44970396943448,-0.10446630680828839
21.0,23.41970396943448,-0.10331915264994307
20.97,23.16970396943448,-0.09493880337600924
20.72,22.94970396943448,-0.09715611026635063
20.5,22.45970396943448,-0.08725422080813927
20.01,22.68970396943448,-0.1181022005859721
20.24,22.749703969434478,-0.11031809349283883
20.3,23.069703969434478,-0.1200580628647907
