date,NVDA,dcf,Deviation
2010-04-06,17.05,,
2010-04-07,17.16,,
2010-04-08,16.88,,
2010-04-09,16.99,,
2010-04-12,17.3,,
2010-04-13,17.66,,
2010-04-14,17.88,,
2010-04-15,18.01,,
2010-04-16,17.06,,
2010-04-19,16.98,,
2010-04-20,17.04,,
2010-04-21,16.6,,
2010-04-22,16.67,,
2010-04-23,16.44,,
2010-04-26,16.6,,
2010-04-27,16.13,,
2010-04-28,16.16,,
2010-04-29,16.65,,
2010-04-30,15.71,,
2010-05-03,15.54,,
2010-05-04,14.75,,
2010-05-05,14.5,,
2010-05-06,14.2,,
2010-05-07,13.96,,
2010-05-10,14.56,,
2010-05-11,14.4,,
2010-05-12,14.68,,
2010-05-13,14.65,,
2010-05-14,12.96,,
2010-05-17,12.99,,
2010-05-18,12.56,,
2010-05-19,12.76,,
2010-05-20,12.46,,
2010-05-21,12.73,,
2010-05-24,12.36,,
2010-05-25,12.69,,
2010-05-26,12.75,,
2010-05-27,13.5,,
2010-05-28,13.14,,
2010-06-01,12.58,,
2010-06-02,12.72,,
2010-06-03,12.7,,
2010-06-04,12.1,,
2010-06-07,11.5,,
2010-06-08,11.18,,
2010-06-09,10.91,,
2010-06-10,11.35,,
2010-06-11,11.61,,
2010-06-14,11.36,,
2010-06-15,11.92,,
2010-06-16,11.77,,
2010-06-17,12.22,,
2010-06-18,12.3,,
2010-06-21,12.01,,
2010-06-22,11.56,,
2010-06-23,11.69,,
2010-06-24,11.11,,
2010-06-25,11.08,,
2010-06-28,11.1,,
2010-06-29,10.48,,
2010-06-30,10.21,,
2010-07-01,10.38,,
2010-07-02,10.25,,
2010-07-06,10.14,,
2010-07-07,10.63,,
2010-07-08,10.31,,
2010-07-09,10.35,,
2010-07-12,10.54,,
2010-07-13,10.92,,
2010-07-14,11.03,,
2010-07-15,10.72,,
2010-07-16,10.05,,
2010-07-19,10.46,,
2010-07-20,10.72,,
2010-07-21,10.37,,
2010-07-22,10.54,,
2010-07-23,10.36,,
2010-07-26,10.55,,
2010-07-27,10.46,,
2010-07-28,10.13,,
2010-07-29,9.13,,
2010-07-30,9.19,,
2010-08-02,9.18,,
2010-08-03,8.94,,
2010-08-04,9.32,,
2010-08-05,9.44,,
2010-08-06,9.55,,
2010-08-09,9.64,,
2010-08-10,9.24,,
2010-08-11,8.88,,
2010-08-12,8.96,,
2010-08-13,9.39,,
2010-08-16,9.15,,
2010-08-17,9.27,,
2010-08-18,9.32,,
2010-08-19,9.88,,
2010-08-20,9.97,,
2010-08-23,9.82,,
2010-08-24,9.72,,
2010-08-25,9.92,,
2010-08-26,9.8,,
2010-08-27,10.12,,
2010-08-30,9.64,,
2010-08-31,9.33,,
2010-09-01,9.4,,
2010-09-02,9.57,,
2010-09-03,9.9,,
2010-09-07,9.99,,
2010-09-08,10.32,,
2010-09-09,10.18,,
2010-09-10,10.07,,
2010-09-13,10.64,,
2010-09-14,10.54,,
2010-09-15,10.56,,
2010-09-16,10.57,,
2010-09-17,10.55,,
2010-09-20,10.71,,
2010-09-21,11.29,,
2010-09-22,11.39,,
2010-09-23,11.62,,
2010-09-24,12.26,,
2010-09-27,12.0,,
2010-09-28,11.97,,
2010-09-29,11.88,,
2010-09-30,11.68,,
2010-10-01,11.35,,
2010-10-04,11.24,,
2010-10-05,11.32,,
2010-10-06,10.78,,
2010-10-07,10.7,,
2010-10-08,10.86,,
2010-10-11,10.81,,
2010-10-12,11.02,,
2010-10-13,11.34,,
2010-10-14,11.16,,
2010-10-15,11.29,,
2010-10-18,11.36,,
2010-10-19,11.29,,
2010-10-20,11.29,,
2010-10-21,11.09,,
2010-10-22,11.8,,
2010-10-25,11.91,,
2010-10-26,11.87,,
2010-10-27,12.04,,
2010-10-28,12.05,,
2010-10-29,12.02,,
2010-11-01,12.04,,
2010-11-02,12.29,,
2010-11-03,12.38,,
2010-11-04,12.4,,
2010-11-05,12.61,,
2010-11-08,12.66,,
2010-11-09,12.59,,
2010-11-10,12.74,,
2010-11-11,12.61,,
2010-11-12,13.26,,
2010-11-15,13.1,,
2010-11-16,12.71,,
2010-11-17,12.92,,
2010-11-18,13.32,,
2010-11-19,13.75,,
2010-11-22,13.76,,
2010-11-23,13.44,,
2010-11-24,13.77,,
2010-11-26,13.6,,
2010-11-29,13.75,,
2010-11-30,13.61,,
2010-12-01,14.21,,
2010-12-02,14.38,,
2010-12-03,14.79,,
2010-12-06,14.51,,
2010-12-07,14.98,,
2010-12-08,15.11,,
2010-12-09,14.86,,
2010-12-10,14.95,,
2010-12-13,14.57,,
2010-12-14,14.59,,
2010-12-15,14.27,,
2010-12-16,14.29,,
2010-12-17,14.37,,
2010-12-20,14.31,,
2010-12-21,14.87,,
2010-12-22,15.03,,
2010-12-23,14.92,,
2010-12-27,15.0,,
2010-12-28,14.94,,
2010-12-29,14.94,,
2010-12-30,14.99,,
2010-12-31,15.4,,
2011-01-03,15.82,,
2011-01-04,15.77,,
2011-01-05,16.98,,
2011-01-06,19.33,,
2011-01-07,19.87,,
2011-01-10,20.63,,
2011-01-11,20.31,,
2011-01-12,23.35,,
2011-01-13,23.39,,
2011-01-14,23.59,,
2011-01-18,23.04,,
2011-01-19,22.41,,
2011-01-20,22.43,,
2011-01-21,22.22,,
2011-01-24,24.73,,
2011-01-25,23.97,,
2011-01-26,24.54,,
2011-01-27,24.47,,
2011-01-28,23.76,,
2011-01-31,23.92,,
2011-02-01,24.47,,
2011-02-02,25.58,,
2011-02-03,25.1,,
2011-02-04,25.67,,
2011-02-07,24.6,,
2011-02-08,23.87,,
2011-02-09,23.29,,
2011-02-10,22.82,,
2011-02-11,23.47,,
2011-02-14,23.11,,
2011-02-15,22.55,,
2011-02-16,23.38,,
2011-02-17,25.68,,
2011-02-18,25.63,,
2011-02-22,23.21,,
2011-02-23,22.11,,
2011-02-24,22.65,,
2011-02-25,23.12,,
2011-02-28,22.66,,
2011-03-01,21.65,,
2011-03-02,20.75,,
2011-03-03,20.87,,
2011-03-04,20.76,,
2011-03-07,20.47,,
2011-03-08,19.55,,
2011-03-09,19.14,,
2011-03-10,17.92,,
2011-03-11,18.05,,
2011-03-14,18.2,,
2011-03-15,17.66,,
2011-03-16,17.53,,
2011-03-17,17.86,,
2011-03-18,17.62,,
2011-03-21,17.76,,
2011-03-22,17.45,,
2011-03-23,17.81,,
2011-03-24,19.23,,
2011-03-25,18.63,,
2011-03-28,19.32,,
2011-03-29,19.17,,
2011-03-30,18.45,,
2011-03-31,18.46,,
2011-04-01,18.2,,
2011-04-04,17.55,,
2011-04-05,17.58,,
2011-04-06,17.46,,
2011-04-07,18.1,,
2011-04-08,17.55,,
2011-04-11,17.32,,
2011-04-12,17.37,,
2011-04-13,17.76,,
2011-04-14,18.51,,
2011-04-15,18.71,,
2011-04-18,18.09,,
2011-04-19,18.02,,
2011-04-20,18.57,,
2011-04-21,18.52,,
2011-04-25,18.81,,
2011-04-26,19.3,,
2011-04-27,19.3,,
2011-04-28,19.51,,
2011-04-29,20.0,,
2011-05-02,19.73,,
2011-05-03,18.79,,
2011-05-04,18.65,,
2011-05-05,18.66,,
2011-05-06,19.32,,
2011-05-09,19.75,,
2011-05-10,19.78,,
2011-05-11,19.87,,
2011-05-12,20.5,,
2011-05-13,18.26,,
2011-05-16,17.7,,
2011-05-17,17.63,,
2011-05-18,18.04,,
2011-05-19,17.78,,
2011-05-20,18.09,,
2011-05-23,18.07,,
2011-05-24,18.14,,
2011-05-25,18.36,,
2011-05-26,18.82,,
2011-05-27,19.5,,
2011-05-31,20.04,,
2011-06-01,19.14,,
2011-06-02,19.05,,
2011-06-03,18.46,,
2011-06-06,18.07,,
2011-06-07,18.06,,
2011-06-08,17.57,,
2011-06-09,17.37,,
2011-06-10,17.12,,
2011-06-13,17.0,,
2011-06-14,17.14,,
2011-06-15,16.77,,
2011-06-16,16.19,,
2011-06-17,15.81,,
2011-06-20,15.62,,
2011-06-21,15.96,,
2011-06-22,15.74,,
2011-06-23,16.21,,
2011-06-24,15.74,,
2011-06-27,15.41,,
2011-06-28,15.5,,
2011-06-29,15.74,,
2011-06-30,15.94,,
2011-07-01,16.15,,
2011-07-05,15.88,,
2011-07-06,15.67,,
2011-07-07,15.73,,
2011-07-08,15.43,,
2011-07-11,14.89,,
2011-07-12,14.69,,
2011-07-13,14.66,,
2011-07-14,14.08,,
2011-07-15,14.1,,
2011-07-18,13.8,,
2011-07-19,14.22,,
2011-07-20,14.04,,
2011-07-21,14.7,,
2011-07-22,15.0,,
2011-07-25,14.76,,
2011-07-26,14.4,,
2011-07-27,13.86,,
2011-07-28,13.83,,
2011-07-29,13.83,,
2011-08-01,14.57,,
2011-08-02,14.42,,
2011-08-03,14.81,,
2011-08-04,13.4,,
2011-08-05,12.95,,
2011-08-08,11.93,,
2011-08-09,12.93,,
2011-08-10,12.34,,
2011-08-11,13.41,,
2011-08-12,12.88,,
2011-08-15,13.37,,
2011-08-16,12.99,,
2011-08-17,12.81,,
2011-08-18,11.94,,
2011-08-19,11.73,,
2011-08-22,11.94,,
2011-08-23,13.23,,
2011-08-24,13.04,,
2011-08-25,12.48,,
2011-08-26,13.01,,
2011-08-29,13.36,,
2011-08-30,13.68,,
2011-08-31,13.31,,
2011-09-01,13.28,,
2011-09-02,12.92,,
2011-09-06,13.18,,
2011-09-07,14.25,,
2011-09-08,14.18,,
2011-09-09,13.88,,
2011-09-12,14.21,,
2011-09-13,14.53,,
2011-09-14,15.28,,
2011-09-15,15.5,,
2011-09-16,15.46,,
2011-09-19,15.14,,
2011-09-20,14.75,,
2011-09-21,14.47,,
2011-09-22,13.51,,
2011-09-23,13.79,,
2011-09-26,13.82,,
2011-09-27,13.84,,
2011-09-28,13.42,,
2011-09-29,13.09,,
2011-09-30,12.51,,
2011-10-03,11.81,,
2011-10-04,12.9,,
2011-10-05,13.36,,
2011-10-06,13.89,,
2011-10-07,14.15,,
2011-10-10,14.78,,
2011-10-11,14.62,,
2011-10-12,14.61,,
2011-10-13,15.46,,
2011-10-14,15.72,,
2011-10-17,14.94,,
2011-10-18,15.48,,
2011-10-19,15.17,,
2011-10-20,14.41,,
2011-10-21,14.48,,
2011-10-24,15.02,,
2011-10-25,14.45,,
2011-10-26,14.62,,
2011-10-27,15.25,,
2011-10-28,15.6,15.722119839658493,-0.007767390205896452
2011-10-31,14.8,14.982119839658493,-0.01215581250234099
2011-11-01,14.06,14.742119839658493,-0.046270132591344715
2011-11-02,13.82,15.572119839658493,-0.11251646260750314
2011-11-03,14.65,15.742119839658493,-0.06937565275720736
2011-11-04,14.82,15.662119839658493,-0.05376793488236098
2011-11-07,14.74,16.002119839658494,-0.07887204022373007
2011-11-08,15.08,15.242119839658493,-0.010636305275377289
2011-11-09,14.32,15.392119839658493,-0.06965381317368169
2011-11-10,14.47,15.902119839658493,-0.09005842328561198
2011-11-11,14.98,15.612119839658494,-0.04048904608410442
2011-11-14,14.69,15.802119839658493,-0.07037788922897625
2011-11-15,14.88,15.502119839658494,-0.04013127534125671
2011-11-16,14.58,14.982119839658493,-0.026839982857036038
2011-11-17,14.06,14.852119839658494,-0.053333789937740406
2011-11-18,13.93,15.552119839658493,-0.10430216950373716
2011-11-21,14.63,16.002119839658494,-0.08574612947579174
2011-11-22,15.08,15.362119839658494,-0.018364642549537957
2011-11-23,14.44,14.962119839658493,-0.0348961140034828
2011-11-25,14.04,15.752119839658494,-0.10869139246566406
2011-11-28,14.83,15.832119839658493,-0.06329663050858447
2011-11-29,14.91,16.552119839658495,-0.09920903519100999
2011-11-30,15.63,16.742119839658493,-0.06642646512564787
2011-12-01,15.82,16.642119839658495,-0.04939994709684559
2011-12-02,15.72,16.402119839658493,-0.041587297637540876
2011-12-05,15.48,16.182119839658494,-0.04338861945254946
2011-12-06,15.26,16.092119839658494,-0.051709771487517875
2011-12-07,15.17,15.612119839658494,-0.02831901395833536
2011-12-08,14.69,15.822119839658493,-0.07155298096155294
2011-12-09,14.9,15.452119839658494,-0.03573100942703378
2011-12-12,14.53,15.052119839658493,-0.03468746231230779
2011-12-13,14.13,14.502119839658494,-0.025659685878534066
2011-12-14,13.58,14.382119839658493,-0.05577201751904881
2011-12-15,13.46,14.432119839658494,-0.06735807701562824
2011-12-16,13.51,14.082119839658493,-0.040627394609103584
2011-12-19,13.16,14.822119839658493,-0.11213779524378675
2011-12-20,13.9,14.642119839658493,-0.05068390696055125
2011-12-21,13.72,15.232119839658493,-0.09927179247379103
2011-12-22,14.31,15.092119839658494,-0.05182306050891994
2011-12-23,14.17,14.982119839658493,-0.05420593669987661
2011-12-27,14.06,14.632119839658493,-0.039100270222489186
2011-12-28,13.71,14.892119839658493,-0.07937888308623764
2011-12-29,13.97,14.782119839658494,-0.05493933539083362
2011-12-30,13.86,14.962119839658493,-0.07366067452134839
2012-01-03,14.04,15.122119839658493,-0.07155873985475125
2012-01-04,14.2,15.632119839658493,-0.0916139240453635
2012-01-05,14.71,15.462119839658493,-0.048642737700777317
2012-01-06,14.54,15.462119839658493,-0.059637349161747344
2012-01-09,14.54,15.402119839658493,-0.05597410282697879
2012-01-10,14.48,15.112119839658494,-0.04182866774253813
2012-01-11,14.19,15.022119839658494,-0.055392970402332486
2012-01-12,14.1,14.652119839658493,-0.03768190853613451
2012-01-13,13.73,14.442119839658494,-0.04930853971333149
2012-01-17,13.52,14.902119839658493,-0.0927465256305553
2012-01-18,13.98,15.272119839658494,-0.0846064497413862
2012-01-19,14.35,15.142119839658493,-0.05231234781168914
2012-01-20,14.22,15.532119839658494,-0.0844778338825477
2012-01-23,14.61,15.862119839658494,-0.07893773671586712
2012-01-24,14.94,15.772119839658494,-0.05275890927268734
2012-01-25,14.85,15.632119839658493,-0.0500328712727921
2012-01-26,14.71,15.832119839658493,-0.07087615878498155
2012-01-27,14.91,15.883561686062453,-0.06129366355637578
2012-01-30,14.8,15.853561686062452,-0.06645583540944511
2012-01-31,14.77,16.013561686062452,-0.0776567830718633
2012-02-01,14.93,16.57356168606245,-0.09916768146732191
2012-02-02,15.49,16.903561686062453,-0.08362507927710772
2012-02-03,15.82,16.783561686062452,-0.05741103730459196
2012-02-06,15.7,16.82356168606245,-0.06678500706501833
2012-02-07,15.74,17.39356168606245,-0.0950674574826994
2012-02-08,16.31,17.383561686062453,-0.06175729148320619
2012-02-09,16.3,16.98356168606245,-0.040248429551936415
2012-02-10,15.9,17.23356168606245,-0.07738166435676275
2012-02-13,16.15,17.32356168606245,-0.06774367230767753
2012-02-14,16.24,17.253561686062454,-0.05874506982991334
2012-02-15,16.17,17.533561686062452,-0.07776866505944169
2012-02-16,16.45,16.933561686062454,-0.028556407389501604
2012-02-17,15.85,17.013561686062452,-0.06839024700017071
2012-02-21,15.93,16.903561686062453,-0.05759506216167376
2012-02-22,15.82,16.993561686062453,-0.0690591947552095
2012-02-23,15.91,16.87356168606245,-0.057104819005601715
2012-02-24,15.79,16.55356168606245,-0.04612673094427444
2012-02-27,15.47,16.41356168606245,-0.05748671154437335
2012-02-28,15.33,16.23356168606245,-0.05566010118643383
2012-02-29,15.15,16.333561686062453,-0.07246194729667532
2012-03-01,15.25,16.46356168606245,-0.073711977347515
2012-03-02,15.38,15.943561686062452,-0.03534728921675678
2012-03-05,14.86,15.803561686062453,-0.05970563502116133
2012-03-06,14.72,15.893561686062453,-0.07383881028325978
2012-03-07,14.81,15.943561686062452,-0.07109839748375602
2012-03-08,14.86,15.903561686062453,-0.0656181116320006
2012-03-09,14.82,15.673561686062452,-0.05445869312662177
2012-03-12,14.59,15.873561686062452,-0.080861605696815
2012-03-13,14.79,15.453561686062452,-0.04293907770536276
2012-03-14,14.37,15.663561686062453,-0.08258413456586144
2012-03-15,14.58,15.683561686062452,-0.07036422645266582
2012-03-16,14.6,15.723561686062453,-0.07145719961517316
2012-03-19,14.64,15.483561686062453,-0.05448111378803655
2012-03-20,14.4,15.543561686062453,-0.07357140590807176
2012-03-21,14.46,15.523561686062452,-0.068512736160114
2012-03-22,14.44,15.633561686062453,-0.0763461142144295
2012-03-23,14.55,15.803561686062453,-0.07932146632287318
2012-03-26,14.72,15.903561686062453,-0.07442117114556179
2012-03-27,14.82,16.243561686062453,-0.08763851879135098
2012-03-28,15.16,16.313561686062453,-0.07071182297658529
2012-03-29,15.23,16.48356168606245,-0.07604920040566177
2012-03-30,15.4,16.41356168606245,-0.061751477555484824
2012-04-02,15.33,16.16356168606245,-0.0515704213126007
2012-04-03,15.08,15.733561686062453,-0.04153933477385541
2012-04-04,14.65,15.713561686062453,-0.06768431672660224
2012-04-05,14.63,15.523561686062452,-0.05756164108039197
2012-04-09,14.44,15.243561686062453,-0.05271482496096491
2012-04-10,14.16,15.423561686062452,-0.08192411790360155
2012-04-11,14.34,15.763561686062452,-0.09030710916817186
2012-04-12,14.68,15.243561686062453,-0.03697047302125789
2012-04-13,14.16,15.073561686062453,-0.060606889406049524
2012-04-16,13.99,15.103561686062452,-0.07372841646285622
2012-04-17,14.02,14.953561686062452,-0.06243072424227758
2012-04-18,13.87,14.743561686062453,-0.05925038363615076
2012-04-19,13.66,14.473561686062453,-0.05621019232922364
2012-04-20,13.39,14.313561686062453,-0.064523541122665
2012-04-23,13.23,13.903561686062453,-0.04844526181644959
2012-04-24,12.82,14.163561686062453,-0.0948604394743855
2012-04-25,13.08,14.173561686062452,-0.07715503768807841
2012-04-26,13.09,14.063561686062453,-0.069225826842093
2012-04-27,12.98,13.591765445200759,-0.04501000607075456
2012-04-30,13.0,13.821765445200757,-0.059454448743094024
2012-05-01,13.23,13.441765445200758,-0.015754288085451318
2012-05-02,12.85,13.22176544520076,-0.0281176857010198
2012-05-03,12.63,12.851765445200758,-0.017255640569099562
2012-05-04,12.26,13.061765445200757,-0.06138262462026889
2012-05-07,12.47,13.05176544520076,-0.044573697531062995
2012-05-08,12.46,13.101765445200758,-0.0489831273415019
2012-05-09,12.51,13.011765445200759,-0.038562441608246845
2012-05-10,12.42,13.801765445200758,-0.10011512300270498
2012-05-11,13.21,13.72176544520076,-0.037295889311367736
2012-05-14,13.13,13.591765445200759,-0.03397391215015466
2012-05-15,13.0,13.331765445200759,-0.024885334696627903
2012-05-16,12.74,13.241765445200757,-0.03789263956360234
2012-05-17,12.65,12.671765445200759,-0.0017176332133737038
2012-05-18,12.08,12.881765445200756,-0.06224033876501478
2012-05-21,12.29,12.731765445200757,-0.03469789379188426
2012-05-22,12.14,13.031765445200758,-0.06843013319650948
2012-05-23,12.44,12.701765445200758,-0.020608587548722523
2012-05-24,12.11,12.991765445200757,-0.06787110257801698
2012-05-25,12.4,13.311765445200757,-0.06849320241962886
2012-05-29,12.72,13.161765445200757,-0.03356430009637046
2012-05-30,12.57,13.021765445200758,-0.03469310264433145
2012-05-31,12.43,12.571765445200757,-0.011276494603618015
2012-06-01,11.98,12.321765445200757,-0.027736727072164125
2012-06-04,11.73,12.661765445200757,-0.07358890426721088
2012-06-05,12.07,12.981765445200757,-0.07023431820961057
2012-06-06,12.39,12.481765445200757,-0.007351960394035517
2012-06-07,11.89,12.711765445200756,-0.06464605162385273
2012-06-08,12.12,12.851765445200758,-0.05693890448911221
2012-06-11,12.26,13.101765445200758,-0.0642482456827298
2012-06-12,12.51,12.771765445200758,-0.020495635182458005
2012-06-13,12.18,12.621765445200758,-0.035000289548934194
2012-06-14,12.03,12.881765445200756,-0.06612179431648413
2012-06-15,12.29,12.991765445200757,-0.05401617264110892
2012-06-18,12.4,13.831765445200759,-0.10351284880250344
2012-06-19,13.24,14.041765445200758,-0.05709862113348341
2012-06-20,13.45,13.431765445200758,0.0013575694776413183
2012-06-21,12.84,13.591765445200759,-0.05531036039664783
2012-06-22,13.0,13.181765445200758,-0.01378915790577473
2012-06-25,12.59,13.321765445200757,-0.054930065253804616
2012-06-26,12.73,13.731765445200757,-0.07295241454556545
2012-06-27,13.14,13.831765445200759,-0.05001280913426576
2012-06-28,13.24,14.411765445200757,-0.08130616957764636
2012-06-29,13.82,14.041765445200758,-0.01579327372090189
2012-07-02,13.45,14.391765445200758,-0.06543779835675478
2012-07-03,13.8,14.251765445200759,-0.03169891105335931
2012-07-05,13.66,13.991765445200757,-0.02371147847640298
2012-07-06,13.4,13.811765445200757,-0.029812658405941495
2012-07-09,13.22,13.411765445200757,-0.01429829995046461
2012-07-10,12.82,13.201765445200758,-0.028917757006472256
2012-07-11,12.61,12.991765445200757,-0.029385186086605675
2012-07-12,12.4,13.151765445200757,-0.057160800831882685
2012-07-13,12.56,13.191765445200758,-0.04789089434807969
2012-07-16,12.6,12.961765445200756,-0.027910198400843966
2012-07-17,12.37,13.651765445200757,-0.09389008698881207
2012-07-18,13.06,13.781765445200758,-0.05237104404879411
2012-07-19,13.19,13.401765445200757,-0.015801309616009784
2012-07-20,12.81,13.571765445200757,-0.05612869219384664
2012-07-23,12.98,13.431765445200758,-0.03363410767139152
2012-07-24,12.84,13.681765445200758,-0.0615246218459351
2012-07-25,13.09,13.741765445200757,-0.047429527726976506
2012-07-26,13.15,14.071765445200757,-0.0655046055727947
2012-07-27,13.48,14.131444344454657,-0.046098921566378404
2012-07-30,13.33,14.341444344454658,-0.07052597494099322
2012-07-31,13.54,14.191444344454657,-0.045904019960393394
2012-08-01,13.39,14.241444344454658,-0.05978637586616653
2012-08-02,13.44,14.521444344454657,-0.0744722300896764
2012-08-03,13.72,14.811444344454657,-0.07368925805424831
2012-08-06,14.01,14.951444344454657,-0.06296678252384558
2012-08-07,14.15,15.031444344454657,-0.058640029810564154
2012-08-08,14.23,15.511444344454658,-0.08261283191934177
2012-08-09,14.71,15.421444344454658,-0.04613344434955491
2012-08-10,14.62,15.611444344454657,-0.06350753476611082
2012-08-13,14.81,15.391444344454657,-0.037777113794011385
2012-08-14,14.59,15.281444344454657,-0.04524731621363853
2012-08-15,14.48,15.581444344454658,-0.07068948937629493
2012-08-16,14.78,15.451444344454657,-0.043455118465713594
2012-08-17,14.65,15.451444344454657,-0.05186857141560919
2012-08-20,14.65,15.411444344454658,-0.04940772113475789
2012-08-21,14.61,15.441444344454657,-0.05384498534641591
2012-08-22,14.64,15.111444344454657,-0.03119783481369598
2012-08-23,14.31,15.401444344454656,-0.07086636292313941
2012-08-24,14.6,15.151444344454656,-0.036395496819844886
2012-08-27,14.35,15.091444344454658,-0.04913011157391978
2012-08-28,14.29,15.121444344454657,-0.05498445290773868
2012-08-29,14.32,14.851444344454658,-0.03578401750891602
2012-08-30,14.05,14.831444344454658,-0.05268835093237778
2012-08-31,14.03,14.081444344454658,-0.003653342881330013
2012-09-04,13.28,14.121444344454657,-0.059586280548213466
2012-09-05,13.32,14.531444344454657,-0.08336709797997166
2012-09-06,13.73,14.201444344454657,-0.03319692934182039
2012-09-07,13.4,14.081444344454658,-0.048393071604406424
2012-09-10,13.28,14.241444344454658,-0.0675103115386626
2012-09-11,13.44,14.391444344454657,-0.06611180376911019
2012-09-12,13.59,14.481444344454657,-0.061557695713964855
2012-09-13,13.68,14.641444344454657,-0.06566594946753301
2012-09-14,13.84,14.261444344454658,-0.02955130870868139
2012-09-17,13.46,14.351444344454658,-0.062115305126003384
2012-09-18,13.55,14.511444344454658,-0.06625421437267609
2012-09-19,13.71,14.411444344454658,-0.0486727303446558
2012-09-20,13.61,14.471444344454657,-0.05952718498238607
2012-09-21,13.67,14.461444344454657,-0.054727890631349196
2012-09-24,13.66,14.211444344454657,-0.0388028360164413
2012-09-25,13.41,13.981444344454657,-0.04087162458872162
2012-09-26,13.18,14.081444344454658,-0.06401646893627444
2012-09-27,13.28,14.141444344454657,-0.06091629139653332
2012-09-28,13.34,13.921444344454658,-0.0417660933785412
2012-10-01,13.12,13.971444344454657,-0.060941755445105494
2012-10-02,13.17,13.841444344454658,-0.048509702293002444
2012-10-03,13.04,14.421444344454658,-0.09579098399986907
2012-10-04,13.62,14.101444344454658,-0.034141491658192025
2012-10-05,13.3,13.971444344454657,-0.04805833440700469
2012-10-08,13.17,13.691444344454657,-0.03808541533938703
2012-10-09,12.89,13.471444344454657,-0.04316124756837969
2012-10-10,12.67,13.541444344454657,-0.06435386966764156
2012-10-11,12.74,13.43144434445466,-0.05147952273205303
2012-10-12,12.63,13.591444344454656,-0.07073893841510137
2012-10-15,12.79,13.961444344454657,-0.08390567018375461
2012-10-16,13.16,13.861444344454657,-0.05060398664265264
2012-10-17,13.06,13.661444344454658,-0.04402494562727488
2012-10-18,12.86,12.911444344454658,-0.003984398885377494
2012-10-19,12.11,12.771444344454657,-0.051790880233671954
2012-10-22,11.97,13.131444344454657,-0.08844757012164683
2012-10-23,12.33,12.971444344454657,-0.04945049505831456
2012-10-24,12.17,12.981444344454657,-0.06250801705291642
2012-10-25,12.18,12.851444344454658,-0.052246605631092624
2012-10-26,12.05,12.819314155722372,-0.060012115030269375
2012-10-31,11.98,13.38931415572237,-0.10525663520413053
2012-11-01,12.55,13.329314155722372,-0.058466185627998435
2012-11-02,12.49,13.859314155722371,-0.09880100417212889
2012-11-05,13.02,13.849314155722372,-0.05988124367730585
2012-11-06,13.01,13.449314155722371,-0.03266442813631898
2012-11-07,12.61,13.519314155722371,-0.0672603761735564
2012-11-08,12.68,13.029314155722371,-0.026809865166153468
2012-11-09,12.19,12.759314155722372,-0.0446194951212987
2012-11-12,11.92,12.669314155722372,-0.05914401888786758
2012-11-13,11.83,12.37931415572237,-0.04437355323666681
2012-11-14,11.54,12.429314155722372,-0.07154973674174436
2012-11-15,11.59,12.219314155722373,-0.05150159392764786
2012-11-16,11.38,12.539314155722371,-0.0924543512767253
2012-11-19,11.7,12.329314155722372,-0.051042105649509395
2012-11-20,11.49,12.659314155722372,-0.09236789144645785
2012-11-21,11.82,12.739314155722372,-0.07216355170183353
2012-11-23,11.9,12.949314155722371,-0.08103241168634967
2012-11-26,12.11,12.999314155722372,-0.06841239045914527
2012-11-27,12.16,13.099314155722372,-0.07170712485829167
2012-11-28,12.26,12.87931415572237,-0.04808595770196378
2012-11-29,12.04,12.80931415572237,-0.060058965403599784
2012-11-30,11.97,12.589314155722372,-0.049193637402468626
2012-12-03,11.75,12.939314155722371,-0.09191477549808158
2012-12-04,12.1,12.799314155722373,-0.05463684594457119
2012-12-05,11.96,12.819314155722372,-0.06703277143253294
2012-12-06,11.98,12.799314155722373,-0.06401234829883984
2012-12-07,11.96,13.199314155722371,-0.0938923144870435
2012-12-10,12.36,13.489314155722372,-0.08371916783058242
2012-12-11,12.65,13.359314155722371,-0.05309510259690553
2012-12-12,12.52,13.369314155722371,-0.06352712980110842
2012-12-13,12.53,13.429314155722372,-0.06696649920421771
2012-12-14,12.59,13.37931415572237,-0.058995113391875686
2012-12-17,12.54,13.399314155722372,-0.06413120445835585
2012-12-18,12.56,13.489314155722372,-0.06889261714822936
2012-12-19,12.65,13.47931415572237,-0.06152495194796703
2012-12-20,12.64,13.189314155722371,-0.04164842456831186
2012-12-21,12.35,13.089314155722372,-0.05648226843108961
2012-12-24,12.25,13.079314155722372,-0.06340654761010811
2012-12-26,12.24,12.999314155722372,-0.05841186285878919
2012-12-27,12.16,12.939314155722371,-0.060228397451631666
2012-12-28,12.1,13.099314155722372,-0.07628751733431982
2012-12-31,12.26,13.55931415572237,-0.09582447466002753
2013-01-02,12.72,13.569314155722372,-0.06259079463969841
2013-01-03,12.73,13.989314155722372,-0.09001972088869314
2013-01-04,13.15,13.609314155722371,-0.033749985522175674
2013-01-07,12.77,13.329314155722372,-0.04196121039597933
2013-01-08,12.49,13.049314155722373,-0.04286157487266118
2013-01-09,12.21,13.069314155722372,-0.06575051647573427
2013-01-10,12.23,13.049314155722373,-0.062785993650332
2013-01-11,12.21,13.039314155722371,-0.06360105645268321
2013-01-14,12.2,12.819314155722372,-0.04831102102649687
2013-01-15,11.98,12.929314155722372,-0.0734233961901386
