date,AMZN,dcf,Deviation
2010-08-30,123.79,128.4102197802198,-0.03598015631565388
2010-08-31,124.83,136.0702197802198,-0.08260602355441893
2010-09-01,132.49,138.7902197802198,-0.04539383099325334
2010-09-02,135.21,142.37021978021977,-0.05029296008163198
2010-09-03,138.79,140.80021978021978,-0.01427710683518546
2010-09-07,137.22,142.72021978021976,-0.03853847610863936
2010-09-08,139.14,143.96021978021977,-0.03348299820310563
2010-09-09,140.38,146.02021978021978,-0.03862629291141373
2010-09-10,142.44,148.65021978021977,-0.041777400594507186
2010-09-13,145.07,149.33021978021978,-0.028528852274441574
2010-09-14,145.75,149.03021978021977,-0.022010433756705305
2010-09-15,145.45,151.71021978021977,-0.04126432477185038
2010-09-16,148.13,151.90021978021977,-0.024820370804432
2010-09-17,148.32,154.8802197802198,-0.042356730830631406
2010-09-20,151.3,154.31021978021977,-0.019507585333668365
2010-09-21,150.73,155.4102197802198,-0.03011526389215935
2010-09-22,151.83,156.43021978021977,-0.02940748780307889
2010-09-23,152.85,164.31021978021977,-0.06974745573068364
2010-09-24,160.73,162.95021978021978,-0.013625141366574
2010-09-27,159.37,163.28021978021977,-0.023947908604502355
2010-09-28,159.7,162.5702197802198,-0.01765526173305343
2010-09-29,158.99,160.64021978021978,-0.01027276844166125
2010-09-30,157.06,157.0924175824176,-0.00020635994350637343
2010-10-01,153.71,158.77241758241757,-0.031884742069822725
2010-10-04,155.39,164.2524175824176,-0.053956086082998955
2010-10-05,160.87,158.7824175824176,0.013147440688757728
2010-10-06,155.4,159.65241758241757,-0.02663547252720011
2010-10-07,156.27,158.93241758241757,-0.0167518850019186
2010-10-08,155.55,156.4124175824176,-0.005513741145028672
2010-10-11,153.03,159.86241758241758,-0.04273936104397458
2010-10-12,156.48,158.55241758241758,-0.013070867124055807
2010-10-13,155.17,158.9124175824176,-0.023550189716776915
2010-10-14,155.53,168.02241758241757,-0.07434970739121671
2010-10-15,164.64,166.9424175824176,-0.013791687072465697
2010-10-18,163.56,162.05241758241758,0.009303054160334723
2010-10-19,158.67,162.05241758241758,-0.020872367304840322
2010-10-20,158.67,168.3524175824176,-0.05751279204337845
2010-10-21,164.97,172.51241758241758,-0.04372101259791461
2010-10-22,169.13,172.3824175824176,-0.01886745544024282
2010-10-25,169.0,173.33241758241758,-0.02499484887388459
2010-10-26,169.95,170.89241758241758,-0.0055146834233478215
2010-10-27,167.51,170.2224175824176,-0.01593454975520081
2010-10-28,166.84,168.61241758241758,-0.01051178559581012
2010-10-29,165.23,165.96241758241757,-0.0044131532493123515
2010-11-01,162.58,167.99241758241757,-0.032218225443194304
2010-11-02,164.61,171.8524175824176,-0.04214323943941156
2010-11-03,168.47,172.3124175824176,-0.02229913337835765
2010-11-04,168.93,174.15241758241757,-0.029987626097387143
2010-11-05,170.77,175.37241758241757,-0.02624367985492715
2010-11-08,171.99,173.65241758241757,-0.00957324755717015
2010-11-09,170.27,176.71241758241757,-0.036457073422205055
2010-11-10,173.33,173.7524175824176,-0.0024311465031398027
2010-11-11,170.37,169.0624175824176,0.007734317515866396
2010-11-12,165.68,162.2824175824176,0.020936232453259374
2010-11-15,158.9,161.1624175824176,-0.014038121395520742
2010-11-16,157.78,161.73241758241758,-0.02443800470863211
2010-11-17,158.35,167.55241758241758,-0.054922618934405976
2010-11-18,164.17,168.20241758241758,-0.02397360061987064
2010-11-19,164.82,173.77241758241757,-0.051518058544426815
2010-11-22,170.39,171.58241758241758,-0.0069495324708594985
2010-11-23,168.2,180.6324175824176,-0.06882716706565162
2010-11-24,177.25,180.58241758241758,-0.018453721170814785
2010-11-26,177.2,182.87241758241757,-0.031018442570001636
2010-11-29,179.49,178.7824175824176,0.003957785262950875
2010-11-30,175.4,179.93241758241757,-0.025189555297013166
2010-12-01,176.55,179.9124175824176,-0.018689191260949256
2010-12-02,176.53,179.0624175824176,-0.014142652694008162
2010-12-03,175.68,181.43241758241757,-0.03170556650828105
2010-12-06,178.05,180.15241758241757,-0.011670215757475066
2010-12-07,176.77,179.67241758241758,-0.016153940718731663
2010-12-08,176.29,178.23241758241758,-0.010898228328858228
2010-12-09,174.85,179.0024175824176,-0.023197550281720103
2010-12-10,175.62,177.6324175824176,-0.011329112162107857
2010-12-13,174.25,177.3224175824176,-0.01732672960535042
2010-12-14,173.94,178.95241758241758,-0.028009778521763118
2010-12-15,175.57,181.42241758241758,-0.03225851391688639
2010-12-16,178.04,180.96241758241757,-0.016149306698373445
2010-12-17,177.58,186.67241758241758,-0.048707879290218026
2010-12-20,183.29,188.1324175824176,-0.025739410807795626
2010-12-21,184.75,188.14241758241758,-0.0180311150776592
2010-12-22,184.76,185.9724175824176,-0.006519340868816115
2010-12-23,182.59,185.52241758241757,-0.015806270857347204
2010-12-27,182.14,184.4724175824176,-0.01264371992834945
2010-12-28,181.09,186.7524175824176,-0.030320451299746365
2010-12-29,183.37,186.1324175824176,-0.014841141689863946
2010-12-30,182.75,183.3824175824176,-0.003448627140785532
2010-12-31,180.0,197.59280701754386,-0.08903566523037365
2011-01-03,184.22,198.38280701754385,-0.07139130265603799
2011-01-04,185.01,200.79280701754385,-0.07860245220918127
2011-01-05,187.42,199.23280701754385,-0.059291475105822555
2011-01-06,185.86,198.86280701754387,-0.06538581654636277
2011-01-07,185.49,198.05280701754387,-0.06343160294835415
2011-01-10,184.68,197.71280701754387,-0.0659178695307654
2011-01-11,184.34,197.45280701754385,-0.0664098283311757
2011-01-12,184.08,198.90280701754386,-0.07452286490977689
2011-01-13,185.53,202.12280701754386,-0.08209270028643345
2011-01-14,188.75,204.62280701754386,-0.0775710550006431
2011-01-18,191.25,200.24280701754387,-0.04490951336272464
2011-01-19,186.87,195.33280701754387,-0.043325067338963574
2011-01-20,181.96,190.79280701754385,-0.04629528311689257
2011-01-21,177.42,190.22280701754386,-0.06730426923183341
2011-01-24,176.85,190.07280701754385,-0.0695670634059894
2011-01-25,176.7,188.76280701754385,-0.0639045753140487
2011-01-26,175.39,197.82280701754385,-0.11339848703872868
2011-01-27,184.45,184.51280701754385,-0.0003403938109178828
2011-01-28,171.14,183.01280701754385,-0.06487418673604473
2011-01-31,169.64,185.48280701754385,-0.08541388429626995
2011-02-01,172.11,186.90280701754386,-0.07914705644926623
2011-02-02,173.53,187.08280701754387,-0.07244282483035946
2011-02-03,173.71,189.30280701754387,-0.08236965559680676
2011-02-04,175.93,189.80280701754387,-0.07309063145868844
2011-02-07,176.43,196.43280701754387,-0.10183027632322827
2011-02-08,183.06,198.67280701754385,-0.0785855258800725
2011-02-09,185.3,199.58280701754387,-0.0715633136489976
2011-02-10,186.21,202.62280701754386,-0.08100177496861338
2011-02-11,189.25,203.79280701754385,-0.07136074737069553
2011-02-14,190.42,202.40280701754386,-0.05920277092058923
2011-02-15,189.03,199.99280701754387,-0.05481600654058616
2011-02-16,186.62,201.13280701754385,-0.07215534468366447
2011-02-17,187.76,199.87280701754386,-0.06060257619977627
2011-02-18,186.5,193.79280701754385,-0.0376319798953304
2011-02-22,180.42,190.05280701754387,-0.05068489736462911
2011-02-23,176.68,191.12280701754386,-0.07556820268037445
2011-02-24,177.75,190.61280701754387,-0.06748133674124002
2011-02-25,177.24,186.66280701754386,-0.05048036707525905
2011-02-28,173.29,182.81280701754386,-0.052090480819705354
2011-03-01,169.44,185.39280701754387,-0.08604868373363728
2011-03-02,172.02,186.16280701754386,-0.07597009974291502
2011-03-03,172.79,185.04280701754385,-0.06621606759554921
2011-03-04,171.67,182.45280701754385,-0.059099156619207505
2011-03-07,169.08,180.26280701754385,-0.06203613048395218
2011-03-08,166.89,182.42280701754385,-0.08514728652349945
2011-03-09,169.05,179.51280701754385,-0.058284459985750825
2011-03-10,166.14,181.44280701754386,-0.08433956280264243
2011-03-11,168.07,180.10280701754385,-0.0668107688980758
2011-03-14,166.73,178.45280701754385,-0.06569135679883908
2011-03-15,165.08,178.07280701754385,-0.07296345374206281
2011-03-16,164.7,174.34280701754386,-0.05530946290530658
2011-03-17,160.97,175.19280701754386,-0.08118373841752291
2011-03-18,161.82,177.89280701754387,-0.09035107875923709
2011-03-21,164.52,175.97280701754386,-0.06508282280456001
2011-03-22,162.6,178.69280701754386,-0.09005850479456556
2011-03-23,165.32,184.47280701754386,-0.10382455456278916
2011-03-24,171.1,184.35280701754385,-0.07188828438225336
2011-03-25,170.98,182.72280701754386,-0.0642656886089562
2011-03-28,169.35,187.99280701754387,-0.09916766132336163
2011-03-29,174.62,192.79280701754385,-0.09426081449133183
2011-03-30,179.42,193.50280701754386,-0.07277830866953294
2011-03-31,180.13,190.65505446623095,-0.0552046967529789
2011-04-01,180.13,193.46505446623092,-0.06892745825866209
2011-04-04,182.94,195.81505446623095,-0.06575109611120988
2011-04-05,185.29,193.28505446623095,-0.04136405935942544
2011-04-06,182.76,195.43505446623092,-0.06485558335913089
2011-04-07,184.91,195.23505446623093,-0.05288524898594393
2011-04-08,184.71,194.56505446623095,-0.05065171900096477
2011-04-11,184.04,191.00505446623094,-0.03646528876261934
2011-04-12,180.48,192.81505446623095,-0.06397350300461768
2011-04-13,182.29,192.34505446623095,-0.05227612684991734
2011-04-14,181.82,190.53505446623095,-0.04573990067415934
2011-04-15,180.01,188.86505446623093,-0.04688561624730969
2011-04-18,178.34,189.34505446623095,-0.05812168951153496
2011-04-19,178.82,194.39505446623093,-0.08012063120122503
2011-04-20,183.87,196.41505446623094,-0.06387012696314365
2011-04-21,185.89,195.94505446623094,-0.051315683846278604
2011-04-25,185.42,192.82505446623094,-0.03840296836284718
2011-04-26,182.3,207.15505446623095,-0.11998285308690182
2011-04-27,196.63,205.59505446623095,-0.04360539940761787
2011-04-28,195.07,206.33505446623093,-0.05459593133785512
2011-04-29,195.81,211.71505446623092,-0.07512481578756991
2011-05-02,201.19,208.97505446623094,-0.03725351088490303
2011-05-03,198.45,210.49505446623093,-0.057222505758030895
2011-05-04,199.97,207.63505446623094,-0.03691599419922398
2011-05-05,197.11,208.12505446623095,-0.05292517277403608
2011-05-06,197.6,211.32505446623094,-0.06494759696571695
2011-05-09,200.8,214.46505446623092,-0.06371692815056063
2011-05-10,203.94,214.90505446623095,-0.05102278535730742
2011-05-11,204.38,216.59505446623095,-0.05639581428270968
2011-05-12,206.07,213.08505446623093,-0.032921381951462325
2011-05-13,202.56,203.03505446623095,-0.00233976574872663
2011-05-16,192.51,205.33505446623093,-0.062459157300587154
2011-05-17,194.81,207.61505446623093,-0.06167690728956121
2011-05-18,197.09,209.32505446623094,-0.058450024042414506
2011-05-19,198.8,209.17505446623093,-0.04959986501595892
2011-05-20,198.65,206.74505446623093,-0.039154767146089786
2011-05-23,196.22,203.79505446623094,-0.03716996217632029
2011-05-24,193.27,202.78505446623095,-0.04692187247860247
2011-05-25,192.26,205.52505446623093,-0.06454227442333782
2011-05-26,195.0,204.65505446623095,-0.047177209922387164
2011-05-27,194.13,207.21505446623092,-0.06314721920150523
2011-05-31,196.69,202.92505446623093,-0.03072589770953349
2011-06-01,192.4,204.17505446623093,-0.05767136684260532
2011-06-02,193.65,198.84505446623095,-0.026126143696036497
2011-06-03,188.32,196.21505446623092,-0.04023674171030378
2011-06-06,185.69,198.07505446623094,-0.06252707843300087
2011-06-07,187.55,198.57505446623094,-0.05552084321903494
2011-06-08,188.05,200.20505446623093,-0.06071302494653619
2011-06-09,189.68,197.05505446623093,-0.03742636536884558
2011-06-10,186.53,196.81505446623095,-0.052257458120387956
2011-06-13,186.29,200.48505446623093,-0.07080355442964903
2011-06-14,189.96,196.50505446623094,-0.033307308476157815
2011-06-15,185.98,194.17505446623093,-0.04220446590710836
2011-06-16,183.65,196.89505446623093,-0.06726961478101812
2011-06-17,186.37,198.24505446623093,-0.05990088629552026
2011-06-20,187.72,204.75505446623094,-0.08319723540226664
2011-06-21,194.23,202.15505446623095,-0.03920285093616005
2011-06-22,191.63,204.68505446623092,-0.06378118080128203
2011-06-23,194.16,203.07505446623094,-0.04390029336524648
2011-06-24,192.55,211.77505446623093,-0.09078054313189421
2011-06-27,201.25,212.87505446623095,-0.054609754512476516
2011-06-28,202.35,214.70505446623093,-0.05754431118049974
2011-06-29,204.18,215.01505446623094,-0.050392073676555627
2011-06-30,204.49,218.99217391304347,-0.06622233869782912
2011-07-01,209.49,222.6921739130435,-0.05928440897163567
2011-07-05,213.19,223.6921739130435,-0.046949223700271436
2011-07-06,214.19,226.24217391304347,-0.0532711196351735
2011-07-07,216.74,227.78217391304347,-0.048476901082078694
2011-07-08,218.28,222.05217391304348,-0.01698778195488715
2011-07-11,212.55,220.73217391304348,-0.03706833384546293
2011-07-12,211.23,223.0021739130435,-0.05278950292939244
2011-07-13,213.5,219.8821739130435,-0.02902542666131469
2011-07-14,210.38,222.37217391304347,-0.053928392667208835
2011-07-15,212.87,221.03217391304347,-0.036927537600270566
2011-07-18,211.53,227.56217391304347,-0.07045184020420592
2011-07-19,218.06,225.05217391304348,-0.031069124067849008
2011-07-20,215.55,222.71217391304347,-0.032158879270963836
2011-07-21,213.21,226.02217391304347,-0.05668547333755247
2011-07-22,216.52,222.99217391304347,-0.02902421999602245
2011-07-25,213.49,223.68217391304347,-0.045565427654533086
2011-07-26,214.18,232.02217391304347,-0.076898572287881
2011-07-27,222.52,233.40217391304347,-0.04662413263167686
2011-07-28,223.9,232.02217391304347,-0.03500602453663537
2011-07-29,222.52,230.82217391304349,-0.03596783520534341
2011-08-01,221.32,221.20217391304348,0.0005326624276433822
2011-08-02,211.7,219.46217391304347,-0.035369074199178674
2011-08-03,209.96,210.98217391304348,-0.004844835438394757
2011-08-04,201.48,212.20217391304348,-0.050528105887535535
2011-08-05,202.7,203.20217391304348,-0.0024713018732682723
2011-08-08,193.7,214.59217391304347,-0.09735757615051399
2011-08-09,205.09,203.6321739130435,0.007159114686754009
2011-08-10,194.13,207.86217391304348,-0.06606384247086805
2011-08-11,198.36,211.80217391304348,-0.06346570323004441
2011-08-12,202.3,212.45217391304348,-0.047785690897183986
2011-08-15,202.95,207.18217391304347,-0.020427307200762246
2011-08-16,197.68,205.43217391304347,-0.03773592892184863
2011-08-17,195.93,192.02217391304347,0.02035091056060101
2011-08-18,182.52,188.43217391304347,-0.031375607414961815
2011-08-19,178.93,187.04217391304348,-0.04337082778355028
2011-08-22,177.54,203.05217391304348,-0.1256434413943729
2011-08-23,193.55,203.23217391304348,-0.047640950380160585
2011-08-24,193.73,201.53217391304347,-0.038714284481493944
2011-08-25,192.03,208.77217391304347,-0.08019351237879446
2011-08-26,199.27,216.03217391304347,-0.07759109955441412
2011-08-29,206.53,220.42217391304348,-0.06302530124997285
2011-08-30,210.92,224.73217391304348,-0.06146059850953023
2011-08-31,215.23,222.04217391304348,-0.03067963978640964
2011-09-01,212.54,219.5021739130435,-0.031718018044785246
2011-09-02,210.0,225.68217391304347,-0.06948787155464875
2011-09-06,216.18,229.40217391304347,-0.05763752665245192
2011-09-07,219.9,226.76217391304348,-0.03026154580646645
2011-09-08,217.26,220.89217391304348,-0.01644319872768929
2011-09-09,211.39,226.06217391304347,-0.06490326824286508
2011-09-12,216.56,229.03217391304347,-0.05445599061457085
2011-09-13,219.53,232.07217391304349,-0.05404428157657104
2011-09-14,222.57,236.28217391304347,-0.05803304449911584
2011-09-15,226.78,248.80217391304348,-0.0885127873550664
2011-09-16,239.3,251.1921739130435,-0.047342931619996476
2011-09-19,241.69,242.7521739130435,-0.004375548510737404
2011-09-20,233.25,241.37217391304347,-0.0336500010807772
2011-09-21,231.87,232.73217391304348,-0.003704575515053654
2011-09-22,223.23,233.11217391304348,-0.04239235449251899
2011-09-23,223.61,239.3521739130435,-0.06576992243555968
2011-09-26,229.85,233.71217391304347,-0.01652534332456501
2011-09-27,224.21,239.21217391304347,-0.06271492653420274
2011-09-28,229.71,231.9421739130435,-0.009623838025594855
2011-09-29,222.44,225.73217391304348,-0.014584424789669925
2011-09-30,216.23,223.3908695652174,-0.03205533681459105
2011-10-03,211.98,223.91086956521738,-0.05328401246614045
2011-10-04,212.5,230.91086956521738,-0.07973149813121938
2011-10-05,219.5,232.9208695652174,-0.05761986716892098
2011-10-06,221.51,236.1508695652174,-0.06199794898986832
2011-10-07,224.74,242.7308695652174,-0.07411858902595647
2011-10-10,231.32,246.8908695652174,-0.06306782260777077
2011-10-11,235.48,248.22086956521738,-0.05132876050081625
2011-10-12,236.81,247.5608695652174,-0.043427176451992455
2011-10-13,236.15,258.1208695652174,-0.08511853226833399
2011-10-14,246.71,253.7408695652174,-0.027708857375891904
2011-10-17,242.33,255.29086956521738,-0.050769029018902456
2011-10-18,243.88,242.94086956521738,0.0038656749540055824
2011-10-19,231.53,245.0208695652174,-0.055060083613108435
2011-10-20,233.61,246.19086956521738,-0.05110209646456698
2011-10-21,234.78,249.0208695652174,-0.05718745416832538
2011-10-24,237.61,238.5608695652174,-0.003985857223568812
2011-10-25,227.15,209.8108695652174,0.08264171665993181
2011-10-26,198.4,218.19086956521738,-0.09070438925631519
2011-10-27,206.78,228.7308695652174,-0.09596811137448424
2011-10-28,217.32,224.9208695652174,-0.033793527385476696
2011-10-31,213.51,223.5108695652174,-0.04474444390409971
2011-11-01,212.1,227.0308695652174,-0.06576581234882828
2011-11-02,215.62,229.7008695652174,-0.06130089795423921
2011-11-03,218.29,227.8908695652174,-0.04212924187587885
2011-11-04,216.48,228.41086956521738,-0.05223424606687033
2011-11-07,217.0,229.4008695652174,-0.05405763974966926
2011-11-08,217.99,222.63086956521738,-0.02084557983482105
2011-11-09,211.22,222.2008695652174,-0.04941866153226038
2011-11-10,210.79,228.8008695652174,-0.07871853633879478
2011-11-11,217.39,230.3408695652174,-0.056224801050994366
2011-11-14,218.93,229.2408695652174,-0.04497832164383764
2011-11-15,217.83,223.4008695652174,-0.024936651213844474
2011-11-16,211.99,215.9308695652174,-0.018250607581734024
2011-11-17,204.52,208.5508695652174,-0.019327992127872062
2011-11-18,197.14,200.66086956521738,-0.017546368521407563
2011-11-21,189.25,203.75086956521739,-0.07116960823853513
2011-11-22,192.34,200.4008695652174,-0.040223725489345274
2011-11-23,188.99,193.8108695652174,-0.02487409285161457
2011-11-25,182.4,205.5608695652174,-0.1126715878085407
2011-11-28,194.15,199.8008695652174,-0.028282507366029663
2011-11-29,188.39,203.7008695652174,-0.07516349634587816
2011-11-30,192.29,208.54086956521738,-0.07792654552126155
2011-12-01,197.13,207.44086956521738,-0.049705101925325956
2011-12-02,196.03,207.6508695652174,-0.05596350060825339
2011-12-05,196.24,203.4008695652174,-0.03520569789364325
2011-12-06,191.99,206.7308695652174,-0.0713046367783361
2011-12-07,195.32,201.8908695652174,-0.032546640565609186
2011-12-08,190.48,204.44086956521738,-0.06828805607659494
2011-12-09,193.03,200.9308695652174,-0.0393213326668701
2011-12-12,189.52,191.9208695652174,-0.012509684697950663
2011-12-13,180.51,191.6208695652174,-0.05798360893793908
2011-12-14,180.21,192.6708695652174,-0.06467438276132087
2011-12-15,181.26,192.6708695652174,-0.05922467465355441
2011-12-16,181.26,190.7408695652174,-0.04970549618877429
2011-12-19,179.33,193.9308695652174,-0.07528904293551486
2011-12-20,182.52,185.7608695652174,-0.017446459918080803
2011-12-21,174.35,190.44086956521738,-0.08449273310898742
2011-12-22,179.03,188.69086956521738,-0.0511994543640506
2011-12-23,177.28,187.6808695652174,-0.055417846205167876
2011-12-27,176.27,185.3008695652174,-0.04873625032849038
2011-12-28,173.89,185.2708695652174,-0.0614282730573098
2011-12-29,173.86,184.5108695652174,-0.057724889543446234
2011-12-30,173.1,198.59616052060738,-0.12838194078763054
2012-01-03,179.03,197.07616052060737,-0.09156947483112943
2012-01-04,177.51,197.17616052060737,-0.09973903776543014
2012-01-05,177.61,202.17616052060737,-0.12150869052686053
2012-01-06,182.61,198.12616052060739,-0.07831454705343421
2012-01-09,178.56,198.9061605206074,-0.10229024816201937
2012-01-10,179.34,198.4661605206074,-0.09636988225315846
2012-01-11,178.9,195.49616052060736,-0.08489251388063934
2012-01-12,175.93,197.98616052060737,-0.11140253673595357
2012-01-13,178.42,201.22616052060738,-0.1133359621910186
2012-01-17,181.66,209.00616052060738,-0.13083901667056907
2012-01-18,189.44,214.01616052060737,-0.11483319979586759
2012-01-19,194.45,210.49616052060736,-0.07623018149557392
2012-01-20,190.93,205.6561605206074,-0.07160573494773459
2012-01-23,186.09,206.56616052060738,-0.09912640322597588
2012-01-24,187.0,207.36616052060737,-0.09821351984082982
2012-01-25,187.8,212.88616052060738,-0.11783838112942535
2012-01-26,193.32,214.9361605206074,-0.10057014356379046
2012-01-27,195.37,211.7161605206074,-0.07720790175115766
2012-01-30,192.15,214.00616052060738,-0.10212865119134162
2012-01-31,194.44,199.02616052060736,-0.023043003535871853
2012-02-01,179.46,201.28616052060738,-0.10843348824457733
2012-02-02,181.72,207.24616052060736,-0.12316831567101183
2012-02-03,187.68,202.70616052060737,-0.0741277940542896
2012-02-06,183.14,203.75616052060738,-0.10118055065393872
2012-02-07,184.19,205.04616052060737,-0.10171446501438541
2012-02-08,185.48,204.54616052060737,-0.09321201860783168
2012-02-09,184.98,205.10616052060738,-0.09812557784477305
2012-02-10,185.54,211.1561605206074,-0.12131382033775628
2012-02-13,191.59,210.86616052060737,-0.09141419596684675
2012-02-14,191.3,204.03616052060738,-0.0624210948104027
2012-02-15,184.47,199.49616052060736,-0.07532054993637438
2012-02-16,179.93,202.06616052060738,-0.10954907275703818
2012-02-17,182.5,201.82616052060737,-0.0957564691849454
2012-02-21,182.26,200.14616052060737,-0.08936549406735084
2012-02-22,180.58,198.45616052060737,-0.09007611793815351
2012-02-23,178.89,198.69616052060738,-0.0996806403742927
2012-02-24,179.13,198.09616052060738,-0.09574219142240459
2012-02-27,178.53,203.36616052060737,-0.12212533519356428
2012-02-28,183.8,199.25616052060738,-0.07756929813474389
2012-02-29,179.69,199.60616052060738,-0.09977728377051387
2012-03-01,180.04,198.86616052060737,-0.09466749129828211
2012-03-02,179.3,199.82616052060737,-0.1027200866349558
2012-03-05,180.26,200.6561605206074,-0.10164731781814751
2012-03-06,181.09,203.33616052060736,-0.10940582562221046
2012-03-07,183.77,207.20616052060737,-0.11310551994073825
2012-03-08,187.64,203.88616052060738,-0.07968250752833883
2012-03-09,184.32,202.95616052060737,-0.09182357644529415
2012-03-12,183.39,204.1561605206074,-0.1017170408556507
2012-03-13,184.59,201.82616052060737,-0.08540102272246064
2012-03-14,182.26,203.99616052060736,-0.10655181188281049
2012-03-15,184.43,204.61616052060737,-0.09865379386089279
2012-03-16,185.05,205.08616052060736,-0.0976963071020781
2012-03-19,185.52,211.89616052060737,-0.12447682136289684
2012-03-20,192.33,211.29616052060737,-0.08976102771520844
2012-03-21,191.73,211.9661605206074,-0.09546882611311924
2012-03-22,192.4,214.60616052060738,-0.10347401242694076
2012-03-23,195.04,222.4361605206074,-0.12316414946422038
2012-03-26,202.87,225.00616052060738,-0.09838024198710782
2012-03-27,205.44,220.72616052060738,-0.06925395922510158
2012-03-28,201.16,224.17616052060737,-0.10266997377043408
2012-03-29,204.61,222.07616052060737,-0.07864941684718385
2012-03-30,202.51,210.85434782608695,-0.03957398987555805
2012-04-02,198.05,212.46434782608696,-0.06784360752085261
2012-04-03,199.66,206.79434782608695,-0.03449972352284458
2012-04-04,193.99,207.19434782608695,-0.06372928588365889
2012-04-05,194.39,204.67434782608694,-0.05024737069066243
2012-04-09,191.87,199.78434782608696,-0.03961445384588602
2012-04-10,186.98,200.77434782608697,-0.06870572847302081
2012-04-11,187.97,203.49434782608697,-0.07628884041218964
2012-04-12,190.69,201.26434782608695,-0.052539597501015334
2012-04-13,188.46,198.30434782608697,-0.04964262223196669
2012-04-16,185.5,201.19434782608695,-0.07800590819605524
2012-04-17,188.39,203.87434782608696,-0.07595044688650943
2012-04-18,191.07,203.90434782608696,-0.0629429826431831
2012-04-19,191.1,202.78434782608696,-0.05761957444618837
2012-04-20,189.98,201.04434782608695,-0.05503436403821782
2012-04-23,188.24,203.13434782608695,-0.07332264575382741
2012-04-24,190.33,207.22434782608696,-0.08152684760897655
2012-04-25,194.42,208.79434782608695,-0.06884452560976373
2012-04-26,195.99,239.65434782608696,-0.18219718616485703
2012-04-27,226.85,244.70434782608694,-0.07296293664048892
2012-04-30,231.9,242.84434782608696,-0.04506733602844548
2012-05-01,230.04,243.05434782608697,-0.05354501140378343
2012-05-02,230.25,242.25434782608696,-0.04955266204223019
2012-05-03,229.45,236.79434782608695,-0.031015722687270375
2012-05-04,223.99,237.96434782608696,-0.05872454404934613
2012-05-07,225.16,236.70434782608694,-0.04877116931780612
2012-05-08,223.9,235.78434782608696,-0.050403463739894905
2012-05-09,222.98,239.49434782608697,-0.06895506293150255
2012-05-10,226.69,240.48434782608695,-0.05736068875494016
2012-05-11,227.68,235.73434782608695,-0.03416705244850038
2012-05-14,222.93,237.19434782608695,-0.06013780664177415
2012-05-15,224.39,236.86434782608697,-0.05266452271342259
2012-05-16,224.06,231.16434782608695,-0.030732887198642755
2012-05-17,218.36,226.65434782608696,-0.036594699839824996
2012-05-18,213.85,230.91434782608695,-0.07389903653340313
2012-05-21,218.11,228.13434782608695,-0.043940546093167776
2012-05-22,215.33,230.08434782608697,-0.06412582153236812
2012-05-23,217.28,228.04434782608695,-0.047202870532428776
2012-05-24,215.24,225.69434782608695,-0.04632082250523495
2012-05-25,212.89,227.55434782608697,-0.06444327680917139
2012-05-29,214.75,222.03434782608696,-0.032807301651330834
2012-05-30,209.23,225.71434782608696,-0.073031900651651
2012-05-31,212.91,221.02434782608697,-0.036712461345985936
2012-06-01,208.22,227.37434782608696,-0.08424146351257555
2012-06-04,214.57,226.01434782608695,-0.05063549255241584
2012-06-05,213.21,230.44434782608695,-0.07478746165253514
2012-06-06,217.64,231.60434782608695,-0.060293979612908055
2012-06-07,218.8,231.28434782608696,-0.0539783515115968
2012-06-08,218.48,229.30434782608697,-0.047205157375805884
2012-06-11,216.5,229.22434782608696,-0.0555104549179084
2012-06-12,216.42,227.53434782608696,-0.048846901280074406
2012-06-13,214.73,227.25434782608696,-0.055111587284884855
2012-06-14,214.45,231.15434782608696,-0.07226490863435886
2012-06-15,218.35,235.46434782608696,-0.07268339340581431
2012-06-18,222.66,236.83434782608697,-0.05984920665517457
2012-06-19,224.03,235.82434782608695,-0.050013274434177246
2012-06-20,223.02,233.37434782608696,-0.04436797755425592
2012-06-21,220.57,234.96434782608696,-0.06126183805868801
2012-06-22,222.16,232.87434782608696,-0.04600913722832434
2012-06-25,220.07,238.41434782608695,-0.07694313699387079
2012-06-26,225.61,238.42434782608694,-0.05374596991845004
2012-06-27,225.62,234.11434782608697,-0.03628290151783875
2012-06-28,221.31,241.15434782608696,-0.08228899045352522
2012-06-29,228.35,242.88644880174292,-0.05984874361438075
2012-07-02,229.32,243.09644880174292,-0.05667071184975758
2012-07-03,229.53,240.62644880174292,-0.04611483424619511
2012-07-05,227.06,238.61644880174293,-0.048431065250429284
2012-07-06,225.05,238.61644880174293,-0.05685462536161856
2012-07-09,225.05,233.06644880174292,-0.03439555046621945
2012-07-10,219.5,231.93644880174293,-0.05362007078229214
2012-07-11,218.37,228.9264488017429,-0.04611284042100827
2012-07-12,215.36,231.9564488017429,-0.0715498486352848
2012-07-13,218.39,229.5764488017429,-0.048726465019080845
2012-07-16,216.01,230.49644880174293,-0.06284890234557661
2012-07-17,216.93,231.03644880174292,-0.06105724388902789
2012-07-18,217.47,239.7364488017429,-0.09287886307249338
2012-07-19,226.17,241.8564488017429,-0.06485850958062145
2012-07-20,228.29,239.5764488017429,-0.04711000959481959
2012-07-23,226.01,236.6064488017429,-0.044785122533248845
2012-07-24,223.04,230.61644880174293,-0.03285302865909745
2012-07-25,217.05,233.5764488017429,-0.07075391755686111
2012-07-26,220.01,250.88644880174292,-0.1230694162606698
