date,BA,dcf,Deviation
2003-09-23,35.15,34.71491826923325,0.01253299020877563
2003-09-24,34.2,34.27491826923325,-0.002185804460414831
2003-09-25,33.76,34.52491826923325,-0.02215554178197443
2003-09-26,34.01,34.96491826923325,-0.027310753649709474
2003-09-29,34.45,34.84491826923325,-0.011333597231649728
2003-09-30,34.33,35.75456776187934,-0.03984295856593134
2003-10-01,35.34,35.74456776187934,-0.011318300575753337
2003-10-02,35.33,36.26456776187934,-0.025770823135571552
2003-10-03,35.85,36.22456776187934,-0.010340158213661632
2003-10-06,35.81,36.58456776187934,-0.0211719806810573
2003-10-07,36.17,36.69456776187934,-0.014295515491104749
2003-10-08,36.28,37.20456776187934,-0.024850920666431464
2003-10-09,36.79,37.36456776187934,-0.015377342661662907
2003-10-10,36.95,37.71456776187934,-0.02027247844139779
2003-10-13,37.3,37.56456776187934,-0.007043013606769732
2003-10-14,37.15,37.41456776187934,-0.007071249989126005
2003-10-15,37.0,37.86456776187934,-0.022833160735291846
2003-10-16,37.45,37.654567761879335,-0.0054327475798682245
2003-10-17,37.24,37.68456776187934,-0.011797077378954413
2003-10-20,37.27,37.01456776187934,0.006900856975121217
2003-10-21,36.6,36.57456776187934,0.0006953530739239877
2003-10-22,36.16,36.35456776187934,-0.005351948155559172
2003-10-23,35.94,36.69456776187934,-0.020563473230586382
2003-10-24,36.28,36.45456776187934,-0.004788638916791266
2003-10-27,36.04,36.45456776187934,-0.011372176035313042
2003-10-28,36.04,38.91456776187934,-0.07386868021942317
2003-10-29,38.5,39.18456776187934,-0.017470341029136582
2003-10-30,38.77,38.904567761879335,-0.003458919340859179
2003-10-31,38.49,39.32456776187934,-0.021222553975236647
2003-11-03,38.91,39.14456776187934,-0.005992345178167269
2003-11-04,38.73,39.01456776187934,-0.007293884776993331
2003-11-05,38.6,39.30456776187934,-0.017925849385950654
2003-11-06,38.89,39.31456776187934,-0.010799247862798955
2003-11-07,38.9,39.24456776187934,-0.008780011643141128
2003-11-10,38.83,38.73456776187934,0.0024637486264809105
2003-11-11,38.32,39.48456776187934,-0.029494251245259395
2003-11-12,39.07,40.31456776187934,-0.03087141524697623
2003-11-13,39.9,39.66456776187934,0.005935580579978561
2003-11-14,39.25,40.154567761879335,-0.022527144788197284
2003-11-17,39.74,39.24456776187934,0.012624224609295132
2003-11-18,38.83,39.81456776187934,-0.024728832114109256
2003-11-19,39.4,39.76456776187934,-0.009168156034348729
2003-11-20,39.35,39.27456776187934,0.0019206382760978968
2003-11-21,38.86,39.30456776187934,-0.011310842153835265
2003-11-24,38.89,38.67456776187934,0.0055703851545823024
2003-11-25,38.26,38.69456776187934,-0.011230717566186765
2003-11-26,38.28,38.80456776187934,-0.0135181962365436
2003-11-28,38.39,38.43456776187934,-0.0011595749471012828
2003-12-01,38.02,38.24456776187934,-0.005871886519349667
2003-12-02,37.83,38.93456776187934,-0.028369847808117243
2003-12-03,38.52,39.52456776187934,-0.025416287103542268
2003-12-04,39.11,38.41456776187934,0.018103346689501754
2003-12-05,38.0,39.53456776187934,-0.038815847718942864
2003-12-08,39.12,38.99456776187934,0.0032166592764051316
2003-12-09,38.58,39.28456776187934,-0.01793497553925061
2003-12-10,38.87,39.97456776187934,-0.02763176248606458
2003-12-11,39.56,39.78456776187934,-0.005644594738930642
2003-12-12,39.37,39.61456776187934,-0.006173682453117446
2003-12-15,39.2,40.34456776187934,-0.02836981099003899
2003-12-16,39.93,41.27456776187934,-0.03257618031608234
2003-12-17,40.86,41.76456776187934,-0.021658736348876717
2003-12-18,41.35,41.89456776187934,-0.012998529188188668
2003-12-19,41.48,42.01456776187934,-0.012723390727450656
2003-12-22,41.6,42.35456776187934,-0.017815499053645767
2003-12-23,41.94,41.77456776187934,0.003960118487967179
2003-12-24,41.36,41.88456776187933,-0.012524129766877112
2003-12-26,41.47,42.41456776187934,-0.022269890080744426
2003-12-29,42.0,42.69456776187934,-0.016268293562618052
2003-12-30,42.28,42.55456776187934,-0.0064521337266477685
2003-12-31,42.14,45.04356818244278,-0.06446132710184682
2004-01-02,41.99,45.123568182442774,-0.0694441576466911
2004-01-05,42.07,44.983568182442774,-0.06476961033028827
2004-01-06,41.93,45.333568182442775,-0.07507832096395495
2004-01-07,42.28,45.91356818244277,-0.07913931167371646
2004-01-08,42.86,45.693568182442775,-0.06201240776664807
2004-01-09,42.64,45.46356818244276,-0.062106171937757804
2004-01-12,42.41,45.29356818244278,-0.06366396594827228
2004-01-13,42.24,46.16356818244277,-0.0849927407460459
2004-01-14,43.11,46.09356818244278,-0.06472851419602688
2004-01-15,43.04,47.06356818244277,-0.08549220422143378
2004-01-16,44.01,46.233568182442774,-0.048094236933397205
2004-01-20,43.18,46.65356818244277,-0.07445450193346592
2004-01-21,43.6,45.95356818244278,-0.051216222711993775
2004-01-22,42.9,44.90356818244277,-0.0446193535066588
2004-01-23,41.85,45.49356818244277,-0.08008974296830218
2004-01-26,42.44,44.99356818244277,-0.05675407142835176
2004-01-27,41.94,44.59356818244278,-0.05950562582447794
2004-01-28,41.54,45.35356818244277,-0.0840852954965311
2004-01-29,42.3,44.803568182442774,-0.055878767785817796
2004-01-30,41.75,45.59356818244278,-0.08430066642432399
2004-02-02,42.54,46.15356818244277,-0.07829444883131276
2004-02-03,43.1,46.613568182442776,-0.07537651202093942
2004-02-04,43.56,47.41356818244277,-0.08127564176597335
2004-02-05,44.36,47.40356818244277,-0.06420546594148668
2004-02-06,44.35,47.013568182442775,-0.05665530793379525
2004-02-09,43.96,46.82356818244278,-0.06115655627279848
2004-02-10,43.77,47.54356818244278,-0.07937073986458398
2004-02-11,44.49,47.42356818244277,-0.06185886669592355
2004-02-12,44.37,47.50356818244278,-0.06596490121348275
2004-02-13,44.45,47.65356818244277,-0.06722619742089053
2004-02-17,44.6,47.643568182442785,-0.06388203693703143
2004-02-18,44.59,47.57356818244278,-0.06271482876796008
2004-02-19,44.52,47.393568182442785,-0.06063202862002082
2004-02-20,44.34,46.67356818244277,-0.0499976383489914
2004-02-23,43.62,46.27356818244278,-0.05734522507494044
2004-02-24,43.22,46.873568182442774,-0.07794516876168345
2004-02-25,43.82,45.49356818244277,-0.03678691844375148
2004-02-26,42.44,46.42356818244277,-0.0858091770711702
2004-02-27,43.37,46.82356818244278,-0.07375704835193975
2004-03-01,43.77,46.38356818244278,-0.056346854820713665
2004-03-02,43.33,46.113568182442776,-0.06036332238333686
2004-03-03,43.06,45.68356818244278,-0.057429143274563055
2004-03-04,42.63,45.77356818244278,-0.06867649403938203
2004-03-05,42.72,45.47356818244277,-0.060553158516069905
2004-03-08,42.42,44.733568182442774,-0.05171883836780122
2004-03-09,41.68,44.17356818244277,-0.056449326713748804
2004-03-10,41.12,43.20356818244278,-0.04822676158700967
2004-03-11,40.15,43.35356818244277,-0.07389399112343764
2004-03-12,40.3,42.833568182442775,-0.059149127423880454
2004-03-15,39.78,42.46356818244276,-0.06319695440837514
2004-03-16,39.41,42.85356818244277,-0.080356626729011
2004-03-17,39.8,42.77356818244278,-0.06951882456379543
2004-03-18,39.72,42.483568182442774,-0.06505028416103897
2004-03-19,39.43,41.733568182442774,-0.055197010051296846
2004-03-22,38.68,42.16356818244277,-0.08262033629054566
2004-03-23,39.11,42.083568182442775,-0.07065865160367613
2004-03-24,39.03,42.77356818244278,-0.08752059604836515
2004-03-25,39.72,42.40356818244277,-0.06328637653549885
2004-03-26,39.35,42.983568182442774,-0.08453388902057124
2004-03-29,39.93,43.38356818244278,-0.0796054434231721
2004-03-30,40.33,44.123568182442774,-0.08597600644528736
2004-03-31,41.07,45.485183247455765,-0.09706860415260021
2004-04-01,40.77,46.55518324745576,-0.12426507305761525
2004-04-02,41.84,47.25518324745576,-0.11459448202959432
2004-04-05,42.54,47.07518324745576,-0.09633915227936729
2004-04-06,42.36,46.47518324745575,-0.0885458207995562
2004-04-07,41.76,46.065183247455764,-0.09345850692330737
2004-04-08,41.35,46.865183247455754,-0.11768188803049573
2004-04-12,42.15,46.49518324745576,-0.09345448160360859
2004-04-13,41.78,46.28518324745576,-0.09733532269645717
2004-04-14,41.57,46.24518324745576,-0.1010955718877592
2004-04-15,41.53,46.21518324745576,-0.10137757590117724
2004-04-16,41.5,46.205183247455764,-0.10183236850845845
2004-04-19,41.49,45.26518324745575,-0.08340147938466469
2004-04-20,40.55,45.565183247455764,-0.11006612702991381
2004-04-21,40.85,46.98518324745576,-0.13057697817509262
2004-04-22,42.27,47.165183247455765,-0.10378806802833362
2004-04-23,42.45,47.955183247455764,-0.11479850299076555
2004-04-26,43.24,48.26518324745575,-0.10411611247162622
2004-04-27,43.55,48.74518324745576,-0.10657839198351826
2004-04-28,44.03,47.96518324745576,-0.08204249376373429
2004-04-29,43.25,47.40518324745575,-0.08765250892008236
2004-04-30,42.69,48.29518324745575,-0.11606091685656961
2004-05-03,43.58,47.99518324745576,-0.09199221564988636
2004-05-04,43.28,48.47518324745575,-0.10717201874071147
2004-05-05,43.76,48.64518324745576,-0.10042480922736108
2004-05-06,43.93,48.115183247455754,-0.08698258979772377
2004-05-07,43.4,47.30518324745576,-0.08255296733610673
2004-05-10,42.59,47.89518324745576,-0.1107665299043944
2004-05-11,43.18,48.29518324745575,-0.10591497750917489
2004-05-12,43.58,48.33518324745575,-0.09837933629239015
2004-05-13,43.62,48.15518324745575,-0.09417850668640881
2004-05-14,43.44,47.44518324745576,-0.08441706772563762
2004-05-17,42.73,47.73518324745576,-0.10485312733606256
2004-05-18,43.02,48.095183247455765,-0.10552373241501767
2004-05-19,43.38,47.635183247455764,-0.08932857936854965
2004-05-20,42.92,48.115183247455754,-0.10797388468286595
2004-05-21,43.4,49.275183247455765,-0.1192320933227401
2004-05-24,44.56,49.415183247455765,-0.09825286335866701
2004-05-25,44.7,49.47518324745575,-0.09651673695824692
2004-05-26,44.76,50.915183247455765,-0.12089091808902297
2004-05-27,46.2,50.51518324745575,-0.08542348993009119
2004-05-28,45.8,50.595183247455765,-0.09477548927934554
2004-06-01,45.88,51.46518324745576,-0.1085235278499056
2004-06-02,46.75,50.815183247455764,-0.0799993818315966
2004-06-03,46.1,51.615183247455754,-0.10685195518951507
2004-06-04,46.9,52.845183247455765,-0.11250189482013007
2004-06-07,48.13,52.80518324745576,-0.08853644585507647
2004-06-08,48.09,53.37518324745576,-0.09901948669577043
2004-06-09,48.66,53.46518324745576,-0.08987499818743128
2004-06-10,48.75,53.54518324745575,-0.08955396090989376
2004-06-14,48.83,53.96518324745576,-0.09515733920347369
2004-06-15,49.25,54.615183247455754,-0.09823611179965586
2004-06-16,49.9,54.18518324745576,-0.07908404088781906
2004-06-17,49.47,54.51518324745575,-0.09254638702312745
2004-06-18,49.8,54.21518324745576,-0.08143813195841154
2004-06-21,49.5,54.385183247455764,-0.089825628153681
2004-06-22,49.67,55.385183247455764,-0.10318975062194635
2004-06-23,50.67,55.065183247455764,-0.0798178265875259
2004-06-24,50.35,56.01518324745575,-0.10113656546349092
2004-06-25,51.3,54.92518324745576,-0.06600220578460592
2004-06-28,50.21,55.22518324745575,-0.0908133382732923
2004-06-29,50.51,55.80518324745576,-0.09488694309945078
2004-06-30,51.09,50.51171737326256,0.011448484763726174
2004-07-01,49.9,50.13171737326257,-0.004622171060633895
2004-07-02,49.52,49.92171737326257,-0.008046946186945902
2004-07-06,49.31,50.001717373262565,-0.013833872306802886
2004-07-07,49.39,50.58171737326256,-0.023560239453089493
2004-07-08,49.97,50.65171737326257,-0.013458919235430078
2004-07-09,50.04,50.81171737326257,-0.015187783707319658
2004-07-12,50.2,50.87171737326256,-0.01320414186794494
2004-07-13,50.26,49.931717373262565,0.006574631196507141
2004-07-14,49.32,49.751717373262565,-0.008677436600300736
2004-07-15,49.14,49.741717373262574,-0.012096835514288307
2004-07-16,49.13,49.281717373262566,-0.003078573177826782
2004-07-19,48.67,49.37171737326256,-0.01421294236044901
2004-07-20,48.76,48.33171737326256,0.008861316129733954
2004-07-21,47.72,47.91171737326256,-0.0040014715350101815
2004-07-22,47.3,47.67171737326257,-0.007797440363897068
2004-07-23,47.06,47.611717373262564,-0.011587848615861818
2004-07-26,47.0,48.83171737326256,-0.03751081206628837
2004-07-27,48.22,49.62171737326256,-0.02824806249083678
2004-07-28,49.01,50.29171737326257,-0.025485655296869858
2004-07-29,49.68,51.361717373262564,-0.03274262348046053
2004-07-30,50.75,51.52171737326256,-0.014978486987761941
2004-08-02,50.91,51.37171737326256,-0.008987773757061057
2004-08-03,50.76,51.611717373262564,-0.016502403264414545
2004-08-04,51.0,50.62171737326256,0.007472733964123401
2004-08-05,50.01,48.94171737326257,0.021827648968465674
2004-08-06,48.33,49.37171737326256,-0.021099476151232865
2004-08-09,48.76,50.221717373262564,-0.029105284520611896
2004-08-10,49.61,50.29171737326257,-0.01355526136049201
2004-08-11,49.68,49.94171737326257,-0.005240456016089801
2004-08-12,49.33,50.33171737326256,-0.019902308634410004
2004-08-13,49.72,51.56171737326257,-0.03571869726390442
2004-08-16,50.95,50.92171737326257,0.0005554138429801903
2004-08-17,50.31,51.35171737326257,-0.020285930569577393
2004-08-18,50.74,50.861717373262564,-0.0023931038814380967
2004-08-19,50.25,51.071717373262565,-0.016089479961227116
2004-08-20,50.46,51.26171737326256,-0.01563969009124
2004-08-23,50.65,51.52171737326256,-0.016919416077441296
2004-08-24,50.91,53.111717373262564,-0.04145445642040102
2004-08-25,52.5,52.681717373262565,-0.0034493441429604976
2004-08-26,52.07,52.60171737326257,-0.010108365274264508
2004-08-27,51.99,52.48171737326256,-0.009369307977582952
2004-08-30,51.87,52.83171737326256,-0.018203409260159287
2004-08-31,52.22,53.001717373262565,-0.014748906488394553
2004-09-01,52.39,54.231717373262555,-0.03396015214835446
2004-09-02,53.62,53.71171737326256,-0.0017075859374442448
2004-09-03,53.1,54.58171737326256,-0.027146770834081457
2004-09-07,53.97,54.66171737326256,-0.012654512271158769
2004-09-08,54.05,53.87171737326256,0.003309391930132133
2004-09-09,53.26,54.76171737326257,-0.027422758914346756
2004-09-10,54.15,54.89171737326257,-0.01351237324602017
2004-09-13,54.28,54.531717373262566,-0.0046159810361297016
2004-09-14,53.92,54.27171737326257,-0.006480675207743536
2004-09-15,53.66,55.131717373262575,-0.026694567907226574
2004-09-16,54.52,55.76171737326256,-0.02226827708606327
2004-09-17,55.15,55.35171737326257,-0.003644283914486235
2004-09-20,54.74,55.31171737326257,-0.010336279551842908
2004-09-21,54.7,54.291717373262564,0.007520164151935793
2004-09-22,53.68,53.611717373262564,0.0012736511733437705
2004-09-23,53.0,53.75171737326257,-0.013984992666234208
2004-09-24,53.14,53.12171737326256,0.0003441648282749288
2004-09-27,52.51,52.931717373262565,-0.007967196119648134
2004-09-28,52.32,51.62171737326256,0.013526915846064247
2004-09-29,51.01,52.23171737326256,-0.02339033512016897
2004-09-30,51.62,53.14033333340301,-0.028609781648609944
2004-10-01,52.48,52.98033333340301,-0.009443755860395142
2004-10-04,52.32,52.15033333340301,0.0032534148058516177
2004-10-05,51.49,53.02033333340301,-0.028863140557415012
2004-10-06,52.36,51.98033333340301,0.007304044477010052
2004-10-07,51.32,50.76033333340301,0.011025669648798253
2004-10-08,50.1,50.92033333340301,-0.01611013282320517
2004-10-11,50.26,51.06033333340301,-0.015674267697728506
2004-10-12,50.4,50.89033333340301,-0.009635097695089523
2004-10-13,50.23,50.91033333340301,-0.01336336434781571
2004-10-14,50.25,50.85033333340301,-0.011805887868362452
2004-10-15,50.19,50.25033333340301,-0.0012006553867556224
2004-10-18,49.59,49.87033333340301,-0.005621244428603789
2004-10-19,49.21,49.62033333340301,-0.008269459429987025
2004-10-20,48.96,50.22033333340302,-0.02509607662370361
2004-10-21,49.56,50.17033333340301,-0.012165223805612024
2004-10-22,49.51,49.66033333340301,-0.0030272316618119577
2004-10-25,49.0,50.64033333340301,-0.03239183523148381
2004-10-26,49.98,50.76033333340301,-0.01537289616042603
2004-10-27,50.1,50.530333333403014,-0.008516336723204287
2004-10-28,49.87,50.56033333340301,-0.013653654710914176
2004-10-29,49.9,50.61033333340301,-0.014035341927578049
2004-11-01,49.95,50.54033333340301,-0.011680440045947371
2004-11-02,49.88,51.81033333340301,-0.037257689908713365
2004-11-03,51.15,51.25033333340301,-0.0019577108455141046
2004-11-04,50.59,51.81033333340301,-0.0235538599134284
2004-11-05,51.15,52.73033333340301,-0.029970099438038633
2004-11-08,52.07,53.17033333340301,-0.020694497559445413
2004-11-09,52.51,54.06033333340301,-0.028677835259389384
2004-11-10,53.4,54.960333333403014,-0.028390172307319328
2004-11-11,54.3,54.59033333340301,-0.0053184019161385265
2004-11-12,53.93,54.69033333340301,-0.013902517813666804
2004-11-15,54.03,54.66033333340301,-0.01153182381011586
2004-11-16,54.0,55.41033333340301,-0.025452532922281113
2004-11-17,54.75,55.51033333340301,-0.013697149480914494
2004-11-18,54.85,54.43033333340301,0.00771016161202609
2004-11-19,53.77,54.630333333403016,-0.015748271718433293
2004-11-22,53.97,54.99033333340301,-0.018554776295258812
2004-11-23,54.33,54.780333333403014,-0.008220711813895054
2004-11-24,54.12,54.68033333340301,-0.010247438141726128
2004-11-26,54.02,54.280333333403014,-0.004796089438212969
2004-11-29,53.62,54.23033333340301,-0.011254463985141627
2004-11-30,53.57,55.36033333340301,-0.032339641501449745
2004-12-01,54.7,55.52033333340301,-0.014775367584283994
2004-12-02,54.86,55.92033333340301,-0.01896149880010889
2004-12-03,55.26,55.41033333340301,-0.0027130920238009892
2004-12-06,54.75,54.41033333340301,0.00624268674326367
2004-12-07,53.75,53.460333333403014,0.00541834755856252
2004-12-08,52.8,53.44033333340301,-0.011982210691091844
2004-12-09,52.78,53.08033333340301,-0.005658090568433027
2004-12-10,52.42,53.33033333340301,-0.017069710172481378
2004-12-13,52.67,53.30033333340302,-0.011826067380482752
2004-12-14,52.64,53.06033333340301,-0.00792179971357998
2004-12-15,52.4,52.74033333340301,-0.00645299928712173
2004-12-16,52.08,53.76033333340301,-0.03125600659843697
2004-12-17,53.1,53.880333333403016,-0.014482711689521977
2004-12-20,53.22,54.08033333340301,-0.015908432518325855
2004-12-21,53.42,54.570333333403006,-0.021079829701147856
2004-12-22,53.91,54.19033333340301,-0.0051731243592519904
2004-12-23,53.53,53.81033333340301,-0.005209656139204544
2004-12-27,53.15,53.91033333340301,-0.014103665965127798
2004-12-28,53.25,52.73033333340301,0.00985517507183653
2004-12-29,52.07,52.56033333340301,-0.00932896163905017
2004-12-30,51.9,52.43033333340301,-0.010115009760297333
2004-12-31,51.77,51.595476521747834,0.0033825344781650557
2005-01-03,50.97,50.60547652174783,0.007203241690561191
2005-01-04,49.98,51.43547652174784,-0.028297133032926025
2005-01-05,50.81,51.10547652174783,-0.005781699767970827
2005-01-06,50.48,50.93547652174784,-0.008942225593067121
2005-01-07,50.31,51.60547652174783,-0.025103469807160605
2005-01-10,50.98,51.44547652174783,-0.009047958211662377
2005-01-11,50.82,52.565476521747826,-0.03320575855572572
2005-01-12,51.94,51.25547652174783,0.01335512855805221
2005-01-13,50.63,51.53547652174783,-0.017569965058258807
2005-01-14,50.91,52.50547652174784,-0.030386859189574067
2005-01-18,51.88,52.03547652174783,-0.0029878946468924195
2005-01-19,51.41,51.525476521747834,-0.0022411538823730037
2005-01-20,50.9,50.69547652174783,0.00403435360084714
2005-01-21,50.07,50.265476521747836,-0.003888882296047891
2005-01-24,49.64,50.46547652174783,-0.016357252098711417
2005-01-25,49.84,50.48547652174783,-0.012785390298728161
2005-01-26,49.86,51.595476521747834,-0.03363621462079758
2005-01-27,50.97,50.54547652174783,0.00839884214108677
2005-01-28,49.92,51.22547652174784,-0.025484907323284567
2005-01-31,50.6,51.665476521747834,-0.020622601270295804
2005-02-01,51.04,52.85547652174783,-0.03434793594190455
2005-02-02,52.23,52.625476521747835,-0.007514925239382908
2005-02-03,52.0,53.20547652174783,-0.022657000755459733
2005-02-04,52.58,53.125476521747835,-0.010267701251103767
2005-02-07,52.5,54.125476521747835,-0.030031634383758443
2005-02-08,53.5,54.745476521747825,-0.022750309265333613
2005-02-09,54.12,54.485476521747835,-0.006707778752782945
2005-02-10,53.86,54.76547652174783,-0.016533710272533808
2005-02-11,54.14,54.66547652174783,-0.009612584672865188
2005-02-14,54.04,55.055476521747835,-0.01844460507660317
2005-02-15,54.43,54.54547652174783,-0.002117068712412684
2005-02-16,53.92,54.28547652174783,-0.006732491730111478
2005-02-17,53.66,53.40547652174782,0.004765868499432502
2005-02-18,52.78,52.775476521747834,8.571174625582323e-05
2005-02-22,52.15,53.34547652174784,-0.02241008234804076
2005-02-23,52.72,54.56547652174783,-0.033821321454276965
2005-02-24,53.94,55.61547652174783,-0.03012608407828088
2005-02-25,54.99,55.59547652174783,-0.01089075154362562
2005-02-28,54.97,55.11547652174783,-0.0026394858745424354
2005-03-01,54.49,55.925476521747825,-0.025667667242667225
2005-03-02,55.3,58.04547652174783,-0.047298716218122316
2005-03-03,57.42,59.00547652174784,-0.02686998928249429
2005-03-04,58.38,58.925476521747825,-0.009257057455386075
2005-03-07,58.3,58.775476521747834,-0.008089709346242424
2005-03-08,58.15,58.375476521747835,-0.0038625213048810725
2005-03-09,57.75,58.60547652174783,-0.014597211259435361
2005-03-10,57.98,58.11547652174783,-0.00233116081732776
2005-03-11,57.49,58.335476521747836,-0.014493350738853272
2005-03-14,57.71,59.10547652174783,-0.023609936064627912
2005-03-15,58.48,57.39547652174784,0.01889562634506947
2005-03-16,56.77,57.51547652174783,-0.012961320445044833
2005-03-17,56.89,57.78547652174783,-0.01549656722845949
2005-03-18,57.16,57.46547652174783,-0.0053158268274731135
2005-03-21,56.84,57.84547652174783,-0.01738211148402935
2005-03-22,57.22,57.47547652174784,-0.004444965700304726
2005-03-23,56.85,57.425476521747825,-0.01002127551401133
2005-03-24,56.8,58.72547652174784,-0.03278775474958939
2005-03-28,58.1,57.875476521747835,0.0038794234060051114
2005-03-29,57.25,59.41547652174783,-0.03644633769713512
2005-03-30,58.79,59.085476521747836,-0.005000831661890359
2005-03-31,58.46,62.91151364764268,-0.0707583300661766
2005-04-01,58.78,62.46151364764268,-0.05894051284781221
2005-04-04,58.33,62.46151364764268,-0.06614494920743264
2005-04-05,58.33,62.56151364764268,-0.06763764814699491
2005-04-06,58.43,63.14151364764268,-0.0746183196357153
2005-04-07,59.01,62.73151364764268,-0.05932446758013987
2005-04-08,58.6,63.53151364764268,-0.07762310961129859
2005-04-11,59.4,62.58151364764268,-0.05083791462053466
2005-04-12,58.45,62.80151364764268,-0.06928994852030945
2005-04-13,58.67,62.29151364764268,-0.05813815455068383
2005-04-14,58.16,61.13151364764268,-0.048608540347458984
2005-04-15,57.0,61.05151364764268,-0.06636221455582403
2005-04-18,56.92,62.22151364764268,-0.08520386819364256
2005-04-19,58.09,61.36151364764268,-0.05331540004747515
2005-04-20,57.23,63.21151364764268,-0.0946269643373071
2005-04-21,59.08,62.01151364764268,-0.04727369927300784
2005-04-22,57.88,63.71151364764268,-0.09152998121962597
2005-04-25,59.58,63.13151364764268,-0.05625579750019649
2005-04-26,59.0,63.79151364764268,-0.07511208581926698
2005-04-27,59.66,62.85151364764268,-0.05077862826876223
2005-04-28,58.72,63.65151364764268,-0.07747676944404158
2005-04-29,59.52,63.51151364764268,-0.06284708737674416
2005-05-02,59.38,64.00151364764268,-0.07220944293733744
2005-05-03,59.87,64.41151364764268,-0.07050779263605911
2005-05-04,60.28,63.87151364764268,-0.05623028863001167
2005-05-05,59.74,65.14151364764268,-0.08291968278262674
2005-05-06,61.01,64.69151364764268,-0.056908757270619725
2005-05-09,60.56,65.17151364764268,-0.07075965233177428
2005-05-10,61.04,64.53151364764268,-0.05410555944351736
2005-05-11,60.4,64.62151364764269,-0.06532675280032973
2005-05-12,60.49,63.63151364764268,-0.049370405755844504
2005-05-13,59.5,64.54151364764267,-0.0781127271846499
2005-05-16,60.41,65.04151364764267,-0.07120857722859186
2005-05-17,60.91,65.82151364764267,-0.07461866759757474
2005-05-18,61.69,65.48151364764269,-0.057902046492768866
2005-05-19,61.35,66.03151364764268,-0.0708981725396175
2005-05-20,61.9,65.77151364764268,-0.058863076625900956
2005-05-23,61.64,66.38151364764268,-0.07142822432177331
2005-05-24,62.25,65.58151364764268,-0.05079958455277944
2005-05-25,61.45,67.12151364764269,-0.08449621201058632
2005-05-26,62.99,67.15151364764267,-0.061972000653312986
2005-05-27,63.02,68.03151364764268,-0.07366459128925074
2005-05-31,63.9,67.93151364764267,-0.05934673660525114
2005-06-01,63.8,68.51151364764269,-0.06876966216035141
2005-06-02,64.38,68.79151364764267,-0.06412874806388058
2005-06-03,64.66,69.68151364764267,-0.0720637854257139
2005-06-06,65.55,69.41151364764268,-0.05563217749788729
2005-06-07,65.28,68.60151364764268,-0.048417497968090584
2005-06-08,64.47,69.24151364764268,-0.06891116898345162
2005-06-09,65.11,68.78151364764268,-0.05337936682305788
2005-06-10,64.65,68.76151364764269,-0.059793821129527025
2005-06-13,64.63,67.06151364764268,-0.03625795952680766
2005-06-14,62.93,68.54151364764267,-0.08187029070426244
2005-06-15,64.41,67.82151364764267,-0.05030134929407104
2005-06-16,63.69,68.75151364764268,-0.07362039581533242
2005-06-17,64.62,67.80151364764268,-0.04692393246818449
2005-06-20,63.67,66.91151364764268,-0.04844478133782104
2005-06-21,62.78,67.26151364764269,-0.06662820095187894
2005-06-22,63.13,65.99151364764268,-0.04336184290182432
2005-06-23,61.86,64.72151364764268,-0.04421271207007538
2005-06-24,60.59,65.89151364764268,-0.08045821615197246
2005-06-27,61.76,66.58151364764268,-0.07241520030858273
2005-06-28,62.45,65.80151364764268,-0.050933686200435035
2005-06-29,61.67,70.13151364764268,-0.12065208930403704
2005-06-30,66.0,70.82745972738539,-0.06815802438723995
2005-07-01,64.68,71.56745972738538,-0.09623730887782067
2005-07-05,65.42,70.43745972738539,-0.07123283188809615
2005-07-06,64.29,71.32745972738539,-0.09866410151549854
2005-07-07,65.18,71.21745972738537,-0.08477499408847589
2005-07-08,65.07,71.11745972738538,-0.08503481072815477
2005-07-11,64.97,70.44745972738538,-0.07775240936411087
2005-07-12,64.3,70.72745972738538,-0.09087643967646553
2005-07-13,64.58,70.72745972738538,-0.08691758124892912
2005-07-14,64.58,70.89745972738538,-0.08910699694569102
2005-07-15,64.75,70.88745972738536,-0.08658033100619533
2005-07-18,64.74,71.03745972738538,-0.08864984406188836
2005-07-19,64.89,72.22745972738538,-0.10158822911784271
2005-07-20,66.08,71.85745972738538,-0.08040166948990468
2005-07-21,65.71,72.34745972738538,-0.09174419879282836
2005-07-22,66.2,72.19745972738538,-0.08307023197258656
2005-07-25,66.05,72.49745972738536,-0.08893359507533038
2005-07-26,66.35,72.84745972738538,-0.08919267400264352
2005-07-27,66.7,72.14745972738538,-0.0755045257029009
2005-07-28,66.0,72.15745972738539,-0.08533365435325169
2005-07-29,66.01,71.89745972738538,-0.08188689488764889
2005-08-01,65.75,72.47745972738538,-0.09282140616806733
2005-08-02,66.33,72.79745972738539,-0.08884183255301725
2005-08-03,66.65,72.41745972738538,-0.07964183981455442
2005-08-04,66.27,72.33745972738538,-0.08387714678192348
2005-08-05,66.19,72.13745972738536,-0.08244620409231773
2005-08-08,65.99,73.27745972738538,-0.09945022322685537
2005-08-09,67.13,72.10745972738538,-0.06902836053583805
2005-08-10,65.96,73.45745972738538,-0.10206532808526037
2005-08-11,67.31,72.68745972738539,-0.07398057034258143
2005-08-12,66.54,73.60745972738538,-0.09601553638123916
2005-08-15,67.46,72.41745972738538,-0.06845669188131809
2005-08-16,66.27,73.16745972738538,-0.09426949839566146
2005-08-17,67.02,72.77745972738538,-0.07911047938402982
2005-08-18,66.63,73.29745972738539,-0.09096440384405702
2005-08-19,67.15,73.93745972738539,-0.0918000125026125
