date,CTAS,dcf,Deviation
1984-12-21,1.44,,
1984-12-24,1.47,,
1984-12-26,1.47,,
1984-12-27,1.47,,
1984-12-28,1.47,,
1984-12-31,1.45,,
1985-01-02,1.45,,
1985-01-03,1.44,,
1985-01-04,1.44,,
1985-01-07,1.44,,
1985-01-08,1.44,,
1985-01-09,1.44,,
1985-01-10,1.44,,
1985-01-11,1.44,,
1985-01-14,1.45,,
1985-01-15,1.45,,
1985-01-16,1.44,,
1985-01-17,1.44,,
1985-01-18,1.44,,
1985-01-21,1.44,,
1985-01-22,1.42,,
1985-01-23,1.42,,
1985-01-24,1.42,,
1985-01-25,1.46,,
1985-01-28,1.46,,
1985-01-29,1.49,,
1985-01-30,1.5,,
1985-01-31,1.53,,
1985-02-01,1.53,,
1985-02-04,1.51,,
1985-02-05,1.53,,
1985-02-06,1.53,,
1985-02-07,1.58,,
1985-02-08,1.61,,
1985-02-11,1.6,,
1985-02-12,1.63,,
1985-02-13,1.61,,
1985-02-14,1.67,,
1985-02-15,1.65,,
1985-02-19,1.65,,
1985-02-20,1.68,,
1985-02-21,1.68,,
1985-02-22,1.67,,
1985-02-25,1.68,,
1985-02-26,1.68,,
1985-02-27,1.69,,
1985-02-28,1.69,,
1985-03-01,1.72,,
1985-03-04,1.75,,
1985-03-05,1.75,,
1985-03-06,1.75,,
1985-03-07,1.75,,
1985-03-08,1.75,,
1985-03-11,1.75,,
1985-03-12,1.75,,
1985-03-13,1.78,,
1985-03-14,1.75,,
1985-03-15,1.78,,
1985-03-18,1.74,,
1985-03-19,1.76,,
1985-03-20,1.74,,
1985-03-21,1.76,,
1985-03-22,1.74,,
1985-03-25,1.74,,
1985-03-26,1.78,,
1985-03-27,1.78,,
1985-03-28,1.78,,
1985-03-29,1.75,,
1985-04-01,1.75,,
1985-04-02,1.76,,
1985-04-03,1.76,,
1985-04-04,1.77,,
1985-04-08,1.75,,
1985-04-09,1.75,,
1985-04-10,1.75,,
1985-04-11,1.79,,
1985-04-12,1.79,,
1985-04-15,1.79,,
1985-04-16,1.79,,
1985-04-17,1.81,,
1985-04-18,1.82,,
1985-04-19,1.82,,
1985-04-22,1.79,,
1985-04-23,1.79,,
1985-04-24,1.83,,
1985-04-25,1.83,,
1985-04-26,1.82,,
1985-04-29,1.82,,
1985-04-30,1.81,,
1985-05-01,1.81,,
1985-05-02,1.81,,
1985-05-03,1.81,,
1985-05-06,1.83,,
1985-05-07,1.83,,
1985-05-08,1.83,,
1985-05-09,1.83,,
1985-05-10,1.83,,
1985-05-13,1.85,,
1985-05-14,1.85,,
1985-05-15,1.89,,
1985-05-16,1.85,,
1985-05-17,1.89,,
1985-05-20,1.86,,
1985-05-21,1.9,,
1985-05-22,1.9,,
1985-05-23,1.86,,
1985-05-24,1.9,,
1985-05-28,1.88,,
1985-05-29,1.88,,
1985-05-30,1.88,,
1985-05-31,1.89,,
1985-06-03,1.89,,
1985-06-04,1.89,,
1985-06-05,1.89,,
1985-06-06,1.93,,
1985-06-07,1.93,,
1985-06-10,1.89,,
1985-06-11,1.93,,
1985-06-12,1.89,,
1985-06-13,1.89,,
1985-06-14,1.93,,
1985-06-17,1.96,,
1985-06-18,1.97,,
1985-06-19,1.97,,
1985-06-20,1.97,,
1985-06-21,1.97,,
1985-06-24,1.97,,
1985-06-25,2.0,,
1985-06-26,2.1,,
1985-06-27,2.1,,
1985-06-28,2.1,,
1985-07-01,2.13,,
1985-07-02,2.14,,
1985-07-03,2.14,,
1985-07-05,2.14,,
1985-07-08,2.14,,
1985-07-09,2.11,,
1985-07-10,2.14,,
1985-07-11,2.13,,
1985-07-12,2.15,,
1985-07-15,2.15,,
1985-07-16,2.15,,
1985-07-17,2.19,,
1985-07-18,2.22,,
1985-07-19,2.22,,
1985-07-22,2.26,,
1985-07-23,2.28,,
1985-07-24,2.32,,
1985-07-25,2.35,,
1985-07-26,2.46,,
1985-07-29,2.44,,
1985-07-30,2.39,,
1985-07-31,2.28,,
1985-08-01,2.25,,
1985-08-02,2.25,,
1985-08-05,2.29,,
1985-08-06,2.25,,
1985-08-07,2.29,,
1985-08-08,2.25,,
1985-08-09,2.25,,
1985-08-12,2.25,,
1985-08-13,2.26,,
1985-08-14,2.26,,
1985-08-15,2.25,,
1985-08-16,2.26,,
1985-08-19,2.24,,
1985-08-20,2.26,,
1985-08-21,2.25,,
1985-08-22,2.24,,
1985-08-23,2.26,,
1985-08-26,2.24,,
1985-08-27,2.24,,
1985-08-28,2.25,,
1985-08-29,2.26,,
1985-08-30,2.24,,
1985-09-03,2.24,,
1985-09-04,2.24,,
1985-09-05,2.22,,
1985-09-06,2.21,,
1985-09-09,2.14,,
1985-09-10,2.19,,
1985-09-11,2.17,,
1985-09-12,2.19,,
1985-09-13,2.19,,
1985-09-16,2.19,,
1985-09-17,2.11,,
1985-09-18,2.04,,
1985-09-19,2.04,,
1985-09-20,2.01,,
1985-09-23,2.06,,
1985-09-24,2.08,,
1985-09-25,2.04,,
1985-09-26,2.04,,
1985-09-30,2.07,,
1985-10-01,2.04,,
1985-10-02,2.08,,
1985-10-03,2.08,,
1985-10-04,2.08,,
1985-10-07,2.08,,
1985-10-08,2.07,,
1985-10-09,2.07,,
1985-10-10,2.07,,
1985-10-11,2.04,,
1985-10-14,2.04,,
1985-10-15,2.04,,
1985-10-16,2.04,,
1985-10-17,2.06,,
1985-10-18,2.06,,
1985-10-21,2.06,,
1985-10-22,2.07,,
1985-10-23,2.07,,
1985-10-24,2.04,,
1985-10-25,2.03,,
1985-10-28,2.03,,
1985-10-29,2.04,,
1985-10-30,2.04,,
1985-10-31,2.01,,
1985-11-01,2.06,,
1985-11-04,2.03,,
1985-11-05,2.06,,
1985-11-06,2.04,,
1985-11-07,2.07,,
1985-11-08,2.04,,
1985-11-11,2.07,,
1985-11-12,2.1,,
1985-11-13,2.13,,
1985-11-14,2.13,,
1985-11-15,2.13,,
1985-11-18,2.13,,
1985-11-19,2.14,,
1985-11-20,2.19,,
1985-11-21,2.19,,
1985-11-22,2.22,,
1985-11-25,2.18,,
1985-11-26,2.18,,
1985-11-27,2.24,,
1985-11-29,2.24,,
1985-12-02,2.21,,
1985-12-03,2.22,,
1985-12-04,2.25,,
1985-12-05,2.28,,
1985-12-06,2.24,,
1985-12-09,2.24,,
1985-12-10,2.28,,
1985-12-11,2.24,,
1985-12-12,2.28,,
1985-12-13,2.36,,
1985-12-16,2.36,,
1985-12-17,2.36,,
1985-12-18,2.38,,
1985-12-19,2.38,,
1985-12-20,2.36,,
1985-12-23,2.42,,
1985-12-24,2.42,,
1985-12-26,2.36,,
1985-12-27,2.38,,
1985-12-30,2.38,,
1985-12-31,2.36,,
1986-01-02,2.36,,
1986-01-03,2.42,,
1986-01-06,2.42,,
1986-01-07,2.36,,
1986-01-08,2.38,,
1986-01-09,2.38,,
1986-01-10,2.42,,
1986-01-13,2.39,,
1986-01-14,2.43,,
1986-01-15,2.43,,
1986-01-16,2.46,,
1986-01-17,2.47,,
1986-01-20,2.47,,
1986-01-21,2.53,,
1986-01-22,2.54,,
1986-01-23,2.56,,
1986-01-24,2.57,,
1986-01-27,2.57,,
1986-01-28,2.56,,
1986-01-29,2.57,,
1986-01-30,2.53,,
1986-01-31,2.53,,
1986-02-03,2.57,,
1986-02-04,2.53,,
1986-02-05,2.56,,
1986-02-06,2.56,,
1986-02-07,2.58,,
1986-02-10,2.56,,
1986-02-11,2.58,,
1986-02-12,2.54,,
1986-02-13,2.58,,
1986-02-14,2.58,,
1986-02-18,2.58,,
1986-02-19,2.63,,
1986-02-20,2.61,,
1986-02-21,2.64,,
1986-02-24,2.64,,
1986-02-25,2.68,,
1986-02-26,2.74,,
1986-02-27,2.73,,
1986-02-28,2.78,,
1986-03-03,2.79,,
1986-03-04,2.79,,
1986-03-05,2.8,,
1986-03-06,2.79,,
1986-03-07,2.83,,
1986-03-10,2.83,,
1986-03-11,2.86,,
1986-03-12,2.89,,
1986-03-13,2.89,,
1986-03-14,2.85,,
1986-03-17,2.82,,
1986-03-18,2.86,,
1986-03-19,2.83,,
1986-03-20,2.82,,
1986-03-21,2.82,,
1986-03-24,2.82,,
1986-03-25,2.82,,
1986-03-26,2.79,,
1986-03-27,2.76,,
1986-03-31,2.79,,
1986-04-01,2.79,,
1986-04-02,2.79,,
1986-04-03,2.76,,
1986-04-04,2.78,,
1986-04-07,2.73,,
1986-04-08,2.74,,
1986-04-09,2.79,,
1986-04-10,2.64,,
1986-04-11,2.58,,
1986-04-14,2.58,,
1986-04-15,2.6,,
1986-04-16,2.61,,
1986-04-17,2.63,,
1986-04-18,2.65,,
1986-04-21,2.65,,
1986-04-22,2.68,,
1986-04-23,2.68,,
1986-04-24,2.74,,
1986-04-25,2.76,,
1986-04-28,2.76,,
1986-04-29,2.76,,
1986-04-30,2.74,,
1986-05-01,2.74,,
1986-05-02,2.74,,
1986-05-05,2.74,,
1986-05-06,2.74,,
1986-05-07,2.78,,
1986-05-08,2.75,,
1986-05-09,2.74,,
1986-05-12,2.71,,
1986-05-13,2.71,,
1986-05-14,2.71,,
1986-05-15,2.71,,
1986-05-16,2.71,,
1986-05-19,2.72,,
1986-05-20,2.75,,
1986-05-21,2.78,,
1986-05-22,2.82,,
1986-05-23,2.83,,
1986-05-27,2.79,,
1986-05-28,2.83,,
1986-05-29,2.96,,
1986-05-30,2.99,,
1986-06-02,2.97,,
1986-06-03,3.0,,
1986-06-04,3.01,,
1986-06-05,3.14,,
1986-06-06,3.25,,
1986-06-09,3.22,,
1986-06-10,3.22,,
1986-06-11,3.21,,
1986-06-12,3.21,,
1986-06-13,3.24,,
1986-06-16,3.24,,
1986-06-17,3.21,,
1986-06-18,3.24,,
1986-06-19,3.24,,
1986-06-20,3.21,,
1986-06-23,3.19,,
1986-06-24,3.22,,
1986-06-25,3.24,,
1986-06-26,3.22,,
1986-06-27,3.26,,
1986-06-30,3.26,,
1986-07-01,3.28,,
1986-07-02,3.26,,
1986-07-03,3.29,,
1986-07-07,3.25,,
1986-07-08,3.22,,
1986-07-09,3.1,,
1986-07-10,3.11,,
1986-07-11,3.13,,
1986-07-14,3.1,,
1986-07-15,3.1,,
1986-07-16,3.06,,
1986-07-17,3.03,,
1986-07-18,3.01,,
1986-07-21,3.04,,
1986-07-22,3.03,,
1986-07-23,3.04,,
1986-07-24,3.04,,
1986-07-25,3.04,,
1986-07-28,3.0,,
1986-07-29,2.99,,
1986-07-30,2.93,,
1986-07-31,2.92,,
1986-08-01,2.89,,
1986-08-04,2.9,,
1986-08-05,2.92,,
1986-08-06,2.92,,
1986-08-07,2.94,,
1986-08-08,2.96,,
1986-08-11,2.94,,
1986-08-12,2.95,,
1986-08-13,2.94,,
1986-08-14,2.99,,
1986-08-15,2.99,,
1986-08-18,2.99,,
1986-08-19,2.94,,
1986-08-20,2.92,,
1986-08-21,2.92,,
1986-08-22,2.92,,
1986-08-25,2.9,,
1986-08-26,2.9,,
1986-08-27,2.9,,
1986-08-28,2.9,,
1986-08-29,2.89,,
1986-09-02,2.89,,
1986-09-03,2.85,,
1986-09-04,2.83,,
1986-09-05,2.81,,
1986-09-08,2.76,,
1986-09-09,2.74,,
1986-09-10,2.69,,
1986-09-11,2.67,,
1986-09-12,2.54,,
1986-09-15,2.53,,
1986-09-16,2.56,,
1986-09-17,2.56,,
1986-09-18,2.5,,
1986-09-19,2.49,,
1986-09-22,2.49,,
1986-09-23,2.42,,
1986-09-24,2.44,,
1986-09-25,2.44,,
1986-09-26,2.46,,
1986-09-29,2.44,,
1986-09-30,2.6,,
1986-10-01,2.61,,
1986-10-02,2.64,,
1986-10-03,2.67,,
1986-10-06,2.67,,
1986-10-07,2.63,,
1986-10-08,2.63,,
1986-10-09,2.63,,
1986-10-10,2.63,,
1986-10-13,2.67,,
1986-10-14,2.65,,
1986-10-15,2.72,,
1986-10-16,2.68,,
1986-10-17,2.69,,
1986-10-20,2.63,,
1986-10-21,2.63,,
1986-10-22,2.63,,
1986-10-23,2.67,,
1986-10-24,2.67,,
1986-10-27,2.66,,
1986-10-28,2.65,,
1986-10-29,2.65,,
1986-10-30,2.65,,
1986-10-31,2.69,,
1986-11-03,2.68,,
1986-11-04,2.71,,
1986-11-05,2.71,,
1986-11-06,2.68,,
1986-11-07,2.71,,
1986-11-10,2.71,,
1986-11-11,2.69,,
1986-11-12,2.69,,
1986-11-13,2.69,,
1986-11-14,2.65,,
1986-11-17,2.65,,
1986-11-18,2.64,,
1986-11-19,2.61,,
1986-11-20,2.6,,
1986-11-21,2.63,,
1986-11-24,2.63,,
1986-11-25,2.63,,
1986-11-26,2.63,,
1986-11-28,2.61,,
1986-12-01,2.64,,
1986-12-02,2.61,,
1986-12-03,2.61,,
1986-12-04,2.64,,
1986-12-05,2.65,,
1986-12-08,2.63,,
1986-12-09,2.65,,
1986-12-10,2.7,,
1986-12-11,2.68,,
1986-12-12,2.68,,
1986-12-15,2.68,,
1986-12-16,2.71,,
1986-12-17,2.69,,
1986-12-18,2.68,,
1986-12-19,2.68,,
1986-12-22,2.72,,
1986-12-23,2.72,,
1986-12-24,2.71,,
1986-12-26,2.71,,
1986-12-29,2.69,,
1986-12-30,2.72,,
1986-12-31,2.69,,
1987-01-02,2.74,,
1987-01-05,2.79,,
1987-01-06,2.85,,
1987-01-07,2.9,,
1987-01-08,2.92,,
1987-01-09,3.0,,
1987-01-12,3.0,,
1987-01-13,2.97,,
1987-01-14,2.93,,
1987-01-15,3.03,,
1987-01-16,3.07,,
1987-01-19,3.07,,
1987-01-20,3.03,,
1987-01-21,3.03,,
1987-01-22,3.07,,
1987-01-23,3.07,,
1987-01-26,3.1,,
1987-01-27,3.08,,
1987-01-28,3.07,,
1987-01-29,3.13,,
1987-01-30,3.1,,
1987-02-02,3.11,,
1987-02-03,3.15,,
1987-02-04,3.18,,
1987-02-05,3.21,,
1987-02-06,3.21,,
1987-02-09,3.21,,
1987-02-10,3.21,,
1987-02-11,3.19,,
1987-02-12,3.19,,
1987-02-13,3.21,,
1987-02-17,3.18,,
1987-02-18,3.21,,
1987-02-19,3.24,,
1987-02-20,3.31,,
1987-02-23,3.38,,
1987-02-24,3.57,,
1987-02-25,3.56,,
1987-02-26,3.53,,
1987-02-27,3.53,,
1987-03-02,3.57,,
1987-03-03,3.53,,
1987-03-04,3.58,,
1987-03-05,3.56,,
1987-03-06,3.58,,
1987-03-09,3.58,,
1987-03-10,3.56,,
1987-03-11,3.6,,
1987-03-12,3.57,,
1987-03-13,3.6,,
1987-03-16,3.6,,
1987-03-17,3.78,,
1987-03-18,3.72,,
1987-03-19,3.78,,
1987-03-20,3.71,,
1987-03-23,3.76,,
1987-03-24,3.75,,
1987-03-25,3.69,,
1987-03-26,3.67,,
1987-03-27,3.67,,
1987-03-30,3.61,,
1987-03-31,3.61,,
1987-04-01,3.61,,
1987-04-02,3.67,,
1987-04-03,3.67,,
1987-04-06,3.67,,
1987-04-07,3.67,,
1987-04-08,3.67,,
1987-04-09,3.61,,
1987-04-10,3.61,,
1987-04-13,3.61,,
1987-04-14,3.58,,
1987-04-15,3.44,,
1987-04-16,3.56,,
1987-04-20,3.56,,
1987-04-21,3.53,,
1987-04-22,3.61,,
1987-04-23,3.61,,
1987-04-24,3.44,,
1987-04-27,3.47,,
1987-04-28,3.47,,
1987-04-29,3.44,,
1987-04-30,3.44,,
1987-05-01,3.33,,
1987-05-04,3.44,,
1987-05-05,3.44,,
1987-05-06,3.44,,
1987-05-07,3.5,,
1987-05-08,3.56,,
1987-05-11,3.56,,
1987-05-12,3.5,,
1987-05-13,3.6,,
1987-05-14,3.67,,
1987-05-15,3.67,,
1987-05-18,3.5,,
1987-05-19,3.61,,
1987-05-20,3.61,,
1987-05-21,3.5,,
1987-05-22,3.42,,
1987-05-26,3.42,,
1987-05-27,3.56,,
1987-05-28,3.39,,
1987-05-29,3.44,,
1987-06-01,3.44,,
1987-06-02,3.42,,
1987-06-03,3.56,,
1987-06-04,3.42,,
1987-06-05,3.39,,
1987-06-08,3.44,,
1987-06-09,3.56,,
1987-06-10,3.56,,
1987-06-11,3.44,,
1987-06-12,3.61,,
1987-06-15,3.67,,
1987-06-16,3.67,,
1987-06-17,3.67,,
1987-06-18,3.56,,
1987-06-19,3.67,,
1987-06-22,3.56,,
1987-06-23,3.56,,
1987-06-24,3.67,,
1987-06-25,3.67,,
1987-06-26,3.72,,
1987-06-29,3.78,,
1987-06-30,3.75,,
1987-07-01,3.85,,
1987-07-02,3.89,,
1987-07-06,3.94,,
1987-07-07,3.85,,
1987-07-08,4.0,,
1987-07-09,3.94,,
1987-07-10,4.0,,
1987-07-13,4.11,,
1987-07-14,4.22,,
1987-07-15,4.19,,
1987-07-16,4.19,,
1987-07-17,4.28,,
1987-07-20,4.14,,
1987-07-21,4.11,,
1987-07-22,4.0,,
1987-07-23,4.11,,
1987-07-24,3.97,,
1987-07-27,3.97,,
1987-07-28,4.04,,
1987-07-29,4.04,,
1987-07-30,3.94,,
1987-07-31,4.03,,
1987-08-03,3.97,,
1987-08-04,3.94,,
1987-08-05,4.0,,
1987-08-06,3.94,,
1987-08-07,4.0,,
1987-08-10,4.06,,
1987-08-11,4.06,,
1987-08-12,4.17,,
1987-08-13,4.19,,
1987-08-14,4.25,,
1987-08-17,4.22,,
1987-08-18,4.14,,
1987-08-19,4.28,,
1987-08-20,4.36,,
1987-08-21,4.42,,
1987-08-24,4.47,,
1987-08-25,4.44,,
1987-08-26,4.36,,
1987-08-27,4.33,,
1987-08-28,4.31,,
1987-08-31,4.25,,
1987-09-01,4.19,,
1987-09-02,4.11,,
1987-09-03,4.17,,
1987-09-04,4.17,,
1987-09-08,4.11,,
1987-09-09,4.17,,
1987-09-10,4.14,,
1987-09-11,4.17,,
1987-09-14,4.11,,
1987-09-15,4.11,,
1987-09-16,4.11,,
1987-09-17,4.0,,
1987-09-18,3.78,,
1987-09-21,3.72,,
1987-09-22,3.72,,
1987-09-23,3.72,,
1987-09-24,3.83,,
1987-09-25,3.83,,
1987-09-28,3.89,,
1987-09-29,3.92,,
1987-09-30,3.97,,
1987-10-01,3.9,,
1987-10-02,3.97,,
1987-10-05,3.89,,
1987-10-06,4.0,,
1987-10-07,4.03,,
1987-10-08,3.94,,
1987-10-09,3.94,,
1987-10-12,3.97,,
1987-10-13,4.0,,
1987-10-14,4.0,,
1987-10-15,3.97,,
1987-10-16,3.81,,
1987-10-19,3.5,,
1987-10-20,3.28,,
1987-10-21,3.11,,
1987-10-22,3.0,,
1987-10-23,2.94,,
1987-10-26,2.92,,
1987-10-27,2.72,,
1987-10-28,2.61,,
1987-10-29,2.83,,
1987-10-30,3.03,,
1987-11-02,3.11,,
1987-11-03,3.06,,
1987-11-04,2.94,,
1987-11-05,2.93,,
1987-11-06,2.94,,
1987-11-09,2.89,,
1987-11-10,2.83,,
1987-11-11,2.83,,
1987-11-12,2.89,,
1987-11-13,2.85,,
1987-11-16,2.86,,
1987-11-17,2.81,,
