date,VNO,dcf,Deviation
1990-03-05,5.19,,
1990-03-06,5.19,,
1990-03-07,5.19,,
1990-03-08,5.17,,
1990-03-09,5.13,,
1990-03-12,5.17,,
1990-03-13,5.13,,
1990-03-14,5.1,,
1990-03-15,5.1,,
1990-03-16,5.1,,
1990-03-19,5.1,,
1990-03-20,5.14,,
1990-03-21,5.17,,
1990-03-22,5.08,,
1990-03-23,5.08,,
1990-03-26,5.07,,
1990-03-27,5.13,,
1990-03-28,5.13,,
1990-03-29,5.13,,
1990-03-30,5.13,,
1990-04-02,5.08,,
1990-04-03,5.14,,
1990-04-04,5.09,,
1990-04-05,5.16,,
1990-04-06,5.13,,
1990-04-09,5.13,,
1990-04-10,5.17,,
1990-04-11,5.13,,
1990-04-12,5.17,,
1990-04-16,5.1,,
1990-04-17,5.1,,
1990-04-18,5.17,,
1990-04-19,5.17,,
1990-04-20,5.17,,
1990-04-23,5.17,,
1990-04-24,5.15,,
1990-04-25,5.17,,
1990-04-26,5.17,,
1990-04-27,5.17,,
1990-04-30,5.13,,
1990-05-01,5.17,,
1990-05-02,5.17,,
1990-05-03,5.13,,
1990-05-04,5.13,,
1990-05-07,5.17,,
1990-05-08,5.08,,
1990-05-09,5.07,,
1990-05-10,5.08,,
1990-05-11,5.08,,
1990-05-14,5.1,,
1990-05-15,5.17,,
1990-05-16,5.17,,
1990-05-17,5.05,,
1990-05-18,5.12,,
1990-05-21,5.12,,
1990-05-22,5.12,,
1990-05-23,5.12,,
1990-05-24,5.12,,
1990-05-25,5.12,,
1990-05-29,5.04,,
1990-05-30,5.12,,
1990-05-31,5.03,,
1990-06-01,5.03,,
1990-06-04,5.07,,
1990-06-05,5.1,,
1990-06-06,5.03,,
1990-06-07,5.03,,
1990-06-08,5.05,,
1990-06-11,5.03,,
1990-06-12,5.03,,
1990-06-13,5.03,,
1990-06-14,5.03,,
1990-06-15,5.03,,
1990-06-18,4.98,,
1990-06-19,4.98,,
1990-06-20,4.97,,
1990-06-21,4.96,,
1990-06-22,4.96,,
1990-06-25,4.96,,
1990-06-26,4.96,,
1990-06-27,4.96,,
1990-06-28,4.96,,
1990-06-29,4.96,,
1990-07-02,4.91,,
1990-07-03,4.86,,
1990-07-05,4.86,,
1990-07-06,4.89,,
1990-07-09,4.89,,
1990-07-10,4.91,,
1990-07-11,4.91,,
1990-07-12,4.86,,
1990-07-13,4.89,,
1990-07-16,4.86,,
1990-07-17,4.86,,
1990-07-18,4.81,,
1990-07-19,4.81,,
1990-07-20,4.81,,
1990-07-23,4.81,,
1990-07-24,4.81,,
1990-07-25,4.81,,
1990-07-26,4.86,,
1990-07-27,4.84,,
1990-07-30,4.81,,
1990-07-31,4.81,,
1990-08-01,4.81,,
1990-08-02,4.82,,
1990-08-03,4.82,,
1990-08-06,4.81,,
1990-08-07,4.81,,
1990-08-08,4.81,,
1990-08-09,4.82,,
1990-08-10,4.81,,
1990-08-13,4.81,,
1990-08-14,4.81,,
1990-08-15,4.81,,
1990-08-16,4.81,,
1990-08-17,4.77,,
1990-08-20,4.72,,
1990-08-21,4.72,,
1990-08-22,4.68,,
1990-08-23,4.67,,
1990-08-24,4.67,,
1990-08-27,4.68,,
1990-08-28,4.68,,
1990-08-29,4.68,,
1990-08-30,4.68,,
1990-08-31,4.67,,
1990-09-04,4.65,,
1990-09-05,4.62,,
1990-09-06,4.62,,
1990-09-07,4.63,,
1990-09-10,5.44,,
1990-09-11,5.3,,
1990-09-12,5.34,,
1990-09-13,5.34,,
1990-09-14,5.25,,
1990-09-17,5.25,,
1990-09-18,5.22,,
1990-09-19,5.22,,
1990-09-20,5.13,,
1990-09-21,5.13,,
1990-09-24,5.08,,
1990-09-25,5.01,,
1990-09-26,5.03,,
1990-09-27,5.03,,
1990-09-28,5.1,,
1990-10-01,5.1,,
1990-10-02,5.08,,
1990-10-03,5.08,,
1990-10-04,5.08,,
1990-10-05,5.08,,
1990-10-08,5.05,,
1990-10-09,5.05,,
1990-10-10,5.05,,
1990-10-11,4.95,,
1990-10-12,4.96,,
1990-10-15,4.95,,
1990-10-16,4.95,,
1990-10-17,4.92,,
1990-10-18,4.92,,
1990-10-19,4.92,,
1990-10-22,4.89,,
1990-10-23,4.89,,
1990-10-24,4.89,,
1990-10-25,4.89,,
1990-10-26,4.89,,
1990-10-29,4.89,,
1990-10-30,4.89,,
1990-10-31,4.89,,
1990-11-01,4.84,,
1990-11-02,5.01,,
1990-11-05,5.01,,
1990-11-06,4.91,,
1990-11-07,4.91,,
1990-11-08,4.96,,
1990-11-09,4.96,,
1990-11-12,5.02,,
1990-11-13,5.01,,
1990-11-14,5.01,,
1990-11-15,5.01,,
1990-11-16,5.01,,
1990-11-19,5.01,,
1990-11-20,5.1,,
1990-11-21,5.15,,
1990-11-23,5.1,,
1990-11-26,5.15,,
1990-11-27,5.14,,
1990-11-28,5.14,,
1990-11-29,5.1,,
1990-11-30,5.1,,
1990-12-03,5.1,,
1990-12-04,5.1,,
1990-12-05,5.1,,
1990-12-06,5.1,,
1990-12-07,5.1,,
1990-12-10,5.1,,
1990-12-11,5.1,,
1990-12-12,5.15,,
1990-12-13,5.2,,
1990-12-14,5.2,,
1990-12-17,5.2,,
1990-12-18,5.2,,
1990-12-19,5.2,,
1990-12-20,5.2,,
1990-12-21,5.2,,
1990-12-24,5.2,,
1990-12-26,5.15,,
1990-12-27,5.15,,
1990-12-28,5.15,,
1990-12-31,5.15,,
1991-01-02,5.1,,
1991-01-03,5.1,,
1991-01-04,5.1,,
1991-01-07,5.05,,
1991-01-08,5.01,,
1991-01-09,5.05,,
1991-01-10,5.01,,
1991-01-11,4.99,,
1991-01-14,4.99,,
1991-01-15,4.99,,
1991-01-16,4.99,,
1991-01-17,5.02,,
1991-01-18,5.02,,
1991-01-21,5.02,,
1991-01-22,5.02,,
1991-01-23,5.08,,
1991-01-24,5.08,,
1991-01-25,5.03,,
1991-01-28,4.91,,
1991-01-29,4.91,,
1991-01-30,4.91,,
1991-01-31,4.91,,
1991-02-01,5.03,,
1991-02-04,5.05,,
1991-02-05,4.93,,
1991-02-06,4.98,,
1991-02-07,4.98,,
1991-02-08,4.98,,
1991-02-11,5.08,,
1991-02-12,5.08,,
1991-02-13,5.08,,
1991-02-14,5.12,,
1991-02-15,5.12,,
1991-02-19,5.12,,
1991-02-20,5.12,,
1991-02-21,5.03,,
1991-02-22,5.03,,
1991-02-25,5.03,,
1991-02-26,5.03,,
1991-02-27,5.03,,
1991-02-28,5.03,,
1991-03-01,5.01,,
1991-03-04,5.01,,
1991-03-05,5.05,,
1991-03-06,5.07,,
1991-03-07,5.07,,
1991-03-08,5.19,,
1991-03-11,5.24,,
1991-03-12,5.32,,
1991-03-13,5.34,,
1991-03-14,5.39,,
1991-03-15,5.44,,
1991-03-18,5.51,,
1991-03-19,5.54,,
1991-03-20,5.54,,
1991-03-21,5.54,,
1991-03-22,5.54,,
1991-03-25,5.54,,
1991-03-26,5.54,,
1991-03-27,5.52,,
1991-03-28,5.54,,
1991-04-01,5.63,,
1991-04-02,5.73,,
1991-04-03,5.73,,
1991-04-04,5.58,,
1991-04-05,5.58,,
1991-04-08,5.58,,
1991-04-09,5.63,,
1991-04-10,5.68,,
1991-04-11,5.68,,
1991-04-12,5.75,,
1991-04-15,5.92,,
1991-04-16,5.89,,
1991-04-17,5.98,,
1991-04-18,6.16,,
1991-04-19,6.31,,
1991-04-22,6.5,,
1991-04-23,6.5,,
1991-04-24,6.35,,
1991-04-25,6.33,,
1991-04-26,6.31,,
1991-04-29,6.21,,
1991-04-30,6.17,,
1991-05-01,6.16,,
1991-05-02,6.11,,
1991-05-03,6.11,,
1991-05-06,6.11,,
1991-05-07,6.11,,
1991-05-08,6.26,,
1991-05-09,6.45,,
1991-05-10,6.5,,
1991-05-13,6.45,,
1991-05-14,6.4,,
1991-05-15,6.35,,
1991-05-16,6.28,,
1991-05-17,6.19,,
1991-05-20,6.21,,
1991-05-21,6.14,,
1991-05-22,6.19,,
1991-05-23,6.21,,
1991-05-24,6.21,,
1991-05-28,6.14,,
1991-05-29,6.19,,
1991-05-30,6.31,,
1991-05-31,6.41,,
1991-06-03,6.74,,
1991-06-04,7.1,,
1991-06-05,7.16,,
1991-06-06,7.13,,
1991-06-07,7.04,,
1991-06-10,7.1,,
1991-06-11,7.04,,
1991-06-12,6.92,,
1991-06-13,6.65,,
1991-06-14,6.53,,
1991-06-17,6.47,,
1991-06-18,6.41,,
1991-06-19,6.29,,
1991-06-20,6.29,,
1991-06-21,6.14,,
1991-06-24,6.26,,
1991-06-25,6.26,,
1991-06-26,6.32,,
1991-06-27,6.32,,
1991-06-28,6.2,,
1991-07-01,6.26,,
1991-07-02,6.26,,
1991-07-03,6.29,,
1991-07-05,6.29,,
1991-07-08,6.32,,
1991-07-09,6.35,,
1991-07-10,6.38,,
1991-07-11,6.38,,
1991-07-12,6.5,,
1991-07-15,6.5,,
1991-07-16,6.38,,
1991-07-17,6.32,,
1991-07-18,6.35,,
1991-07-19,6.35,,
1991-07-22,6.35,,
1991-07-23,6.35,,
1991-07-24,6.38,,
1991-07-25,6.38,,
1991-07-26,6.38,,
1991-07-29,6.38,,
1991-07-30,6.41,,
1991-07-31,6.56,,
1991-08-01,6.62,,
1991-08-02,6.62,,
1991-08-05,6.62,,
1991-08-06,6.62,,
1991-08-07,6.62,,
1991-08-08,6.62,,
1991-08-09,6.62,,
1991-08-12,6.56,,
1991-08-13,6.38,,
1991-08-14,6.38,,
1991-08-15,6.38,,
1991-08-16,6.38,,
1991-08-19,6.29,,
1991-08-20,6.29,,
1991-08-21,6.38,,
1991-08-22,6.32,,
1991-08-23,6.44,,
1991-08-26,6.41,,
1991-08-27,6.41,,
1991-08-28,6.56,,
1991-08-29,6.5,,
1991-08-30,6.62,,
1991-09-03,6.68,,
1991-09-04,6.68,,
1991-09-05,6.68,,
1991-09-06,6.62,,
1991-09-09,6.62,,
1991-09-10,6.56,,
1991-09-11,6.56,,
1991-09-12,6.5,,
1991-09-13,6.5,,
1991-09-16,6.59,,
1991-09-17,6.59,,
1991-09-18,6.59,,
1991-09-19,6.65,,
1991-09-20,6.71,,
1991-09-23,6.71,,
1991-09-24,6.71,,
1991-09-25,6.71,,
1991-09-26,6.62,,
1991-09-27,6.62,,
1991-09-30,6.71,,
1991-10-01,6.62,,
1991-10-02,6.5,,
1991-10-03,6.5,,
1991-10-04,6.5,,
1991-10-07,6.44,,
1991-10-08,6.44,,
1991-10-09,6.38,,
1991-10-10,6.35,,
1991-10-11,6.35,,
1991-10-14,6.41,,
1991-10-15,6.35,,
1991-10-16,6.35,,
1991-10-17,6.35,,
1991-10-18,6.35,,
1991-10-21,6.29,,
1991-10-22,6.2,,
1991-10-23,6.2,,
1991-10-24,6.05,,
1991-10-25,6.02,,
1991-10-28,6.02,,
1991-10-29,6.26,,
1991-10-30,6.26,,
1991-10-31,6.26,,
1991-11-01,6.23,,
1991-11-04,6.23,,
1991-11-05,6.23,,
1991-11-06,6.17,,
1991-11-07,6.2,,
1991-11-08,6.17,,
1991-11-11,6.17,,
1991-11-12,6.05,,
1991-11-13,6.23,,
1991-11-14,6.23,,
1991-11-15,6.23,,
1991-11-18,5.96,,
1991-11-19,5.96,,
1991-11-20,6.08,,
1991-11-21,6.14,,
1991-11-22,6.14,,
1991-11-25,6.14,,
1991-11-26,6.08,,
1991-11-27,6.08,,
1991-11-29,6.23,,
1991-12-02,6.2,,
1991-12-03,6.2,,
1991-12-04,6.11,,
1991-12-05,6.11,,
1991-12-06,6.08,,
1991-12-09,6.08,,
1991-12-10,6.05,,
1991-12-11,6.05,,
1991-12-12,6.02,,
1991-12-13,6.02,,
1991-12-16,6.23,,
1991-12-17,6.17,,
1991-12-18,6.17,,
1991-12-19,6.14,,
1991-12-20,6.2,,
1991-12-23,6.23,,
1991-12-24,6.26,,
1991-12-26,6.26,,
1991-12-27,6.23,,
1991-12-30,6.38,,
1991-12-31,6.5,,
1992-01-02,6.32,,
1992-01-03,6.38,,
1992-01-06,6.29,,
1992-01-07,6.29,,
1992-01-08,6.29,,
1992-01-09,6.29,,
1992-01-10,6.32,,
1992-01-13,6.32,,
1992-01-14,6.44,,
1992-01-15,6.44,,
1992-01-16,6.38,,
1992-01-17,6.41,,
1992-01-20,6.41,,
1992-01-21,6.5,,
1992-01-22,6.5,,
1992-01-23,7.1,,
1992-01-24,7.13,,
1992-01-27,7.07,,
1992-01-28,7.04,,
1992-01-29,7.22,,
1992-01-30,7.22,,
1992-01-31,7.25,,
1992-02-03,7.22,,
1992-02-04,7.22,,
1992-02-05,7.13,,
1992-02-06,7.13,,
1992-02-07,7.46,,
1992-02-10,7.58,,
1992-02-11,7.7,,
1992-02-12,8.18,,
1992-02-13,8.12,,
1992-02-14,8.18,,
1992-02-18,8.18,,
1992-02-19,7.82,,
1992-02-20,7.64,,
1992-02-21,7.58,,
1992-02-24,7.55,,
1992-02-25,7.61,,
1992-02-26,7.58,,
1992-02-27,7.46,,
1992-02-28,7.4,,
1992-03-02,7.58,,
1992-03-03,7.46,,
1992-03-04,7.4,,
1992-03-05,7.22,,
1992-03-06,7.28,,
1992-03-09,7.22,,
1992-03-10,7.4,,
1992-03-11,7.31,,
1992-03-12,7.16,,
1992-03-13,7.19,,
1992-03-16,7.4,,
1992-03-17,7.34,,
1992-03-18,7.34,,
1992-03-19,7.34,,
1992-03-20,7.34,,
1992-03-23,7.46,,
1992-03-24,7.46,,
1992-03-25,7.67,,
1992-03-26,7.64,,
1992-03-27,7.64,,
1992-03-30,7.64,,
1992-03-31,7.61,,
1992-04-01,7.58,,
1992-04-02,7.58,,
1992-04-03,7.52,,
1992-04-06,7.58,,
1992-04-07,7.46,,
1992-04-08,7.28,,
1992-04-09,7.31,,
1992-04-10,7.4,,
1992-04-13,7.4,,
1992-04-14,7.43,,
1992-04-15,7.46,,
1992-04-16,7.43,,
1992-04-20,7.55,,
1992-04-21,7.7,,
1992-04-22,7.64,,
1992-04-23,7.58,,
1992-04-24,7.58,,
1992-04-27,7.58,,
1992-04-28,7.58,,
1992-04-29,7.61,,
1992-04-30,7.61,,
1992-05-01,7.61,,
1992-05-04,7.61,,
1992-05-05,7.52,,
1992-05-06,7.64,,
1992-05-07,7.91,,
1992-05-08,8.09,,
1992-05-11,8.12,,
1992-05-12,7.97,,
1992-05-13,7.97,,
1992-05-14,7.88,,
1992-05-15,7.82,,
1992-05-18,7.82,,
1992-05-19,7.82,,
1992-05-20,7.94,,
1992-05-21,7.85,,
1992-05-22,7.85,,
1992-05-26,7.85,,
1992-05-27,7.85,,
1992-05-28,7.79,,
1992-05-29,7.76,,
1992-06-01,7.7,,
1992-06-02,7.58,,
1992-06-03,7.58,,
1992-06-04,7.58,,
1992-06-05,7.55,,
1992-06-08,7.58,,
1992-06-09,7.52,,
1992-06-10,7.52,,
1992-06-11,7.58,,
1992-06-12,7.55,,
1992-06-15,7.52,,
1992-06-16,7.54,,
1992-06-17,7.46,,
1992-06-18,7.43,,
1992-06-19,7.43,,
1992-06-22,7.49,,
1992-06-23,7.49,,
1992-06-24,7.49,,
1992-06-25,7.7,,
1992-06-26,7.64,,
1992-06-29,7.58,,
1992-06-30,7.4,,
1992-07-01,7.46,,
1992-07-02,7.46,,
1992-07-06,7.46,,
1992-07-07,7.46,,
1992-07-08,7.52,,
1992-07-09,7.4,,
1992-07-10,7.37,,
1992-07-13,7.37,,
1992-07-14,7.37,,
1992-07-15,7.37,,
1992-07-16,7.49,,
1992-07-17,7.46,,
1992-07-20,7.46,,
1992-07-21,7.46,,
1992-07-22,7.4,,
1992-07-23,7.4,,
1992-07-24,7.4,,
1992-07-27,7.4,,
1992-07-28,7.52,,
1992-07-29,7.52,,
1992-07-30,7.52,,
1992-07-31,7.58,,
1992-08-03,7.58,,
1992-08-04,7.58,,
1992-08-05,7.58,,
1992-08-06,7.7,,
1992-08-07,7.88,,
1992-08-10,7.97,,
1992-08-11,7.85,,
1992-08-12,7.85,,
1992-08-13,7.91,,
1992-08-14,7.94,,
1992-08-17,7.94,,
1992-08-18,7.94,,
1992-08-19,7.94,,
1992-08-20,8.06,,
1992-08-21,8.06,,
1992-08-24,8.06,,
1992-08-25,8.15,,
1992-08-26,8.12,,
1992-08-27,8.06,,
1992-08-28,8.06,,
1992-08-31,8.06,,
1992-09-01,8.06,,
1992-09-02,7.94,,
1992-09-03,8.12,,
1992-09-04,8.12,,
1992-09-08,8.06,,
1992-09-09,8.0,,
1992-09-10,8.0,,
1992-09-11,7.94,,
1992-09-14,7.94,,
1992-09-15,7.88,,
1992-09-16,7.76,,
1992-09-17,7.73,,
1992-09-18,7.7,,
1992-09-21,7.55,,
1992-09-22,7.52,,
1992-09-23,7.94,,
1992-09-24,8.3,,
1992-09-25,8.24,,
1992-09-28,8.18,,
1992-09-29,8.12,,
1992-09-30,8.12,,
1992-10-01,8.12,,
1992-10-02,8.06,,
1992-10-05,8.06,,
1992-10-06,8.06,,
1992-10-07,8.06,,
1992-10-08,8.06,,
1992-10-09,8.3,,
1992-10-12,8.27,,
1992-10-13,8.24,,
1992-10-14,8.18,,
1992-10-15,8.18,,
1992-10-16,8.18,,
1992-10-19,8.18,,
1992-10-20,8.39,,
1992-10-21,8.39,,
1992-10-22,8.27,,
1992-10-23,8.27,,
1992-10-26,8.27,,
1992-10-27,8.27,,
1992-10-28,8.27,,
1992-10-29,8.33,,
1992-10-30,8.24,,
1992-11-02,8.24,,
1992-11-03,8.24,,
1992-11-04,8.33,,
1992-11-05,8.36,,
1992-11-06,8.24,,
1992-11-09,8.18,,
1992-11-10,8.42,,
1992-11-11,8.48,,
1992-11-12,8.67,,
1992-11-13,8.73,,
1992-11-16,8.94,,
1992-11-17,8.67,,
1992-11-18,8.57,,
1992-11-19,8.64,,
1992-11-20,8.54,,
1992-11-23,8.67,,
1992-11-24,8.67,,
1992-11-25,8.67,,
1992-11-27,8.73,,
1992-11-30,8.73,,
1992-12-01,8.73,,
1992-12-02,8.7,,
1992-12-03,8.67,,
1992-12-04,8.57,,
1992-12-07,8.57,,
1992-12-08,8.48,,
1992-12-09,8.36,,
1992-12-10,8.51,,
1992-12-11,8.67,,
1992-12-14,8.67,,
1992-12-15,8.6,,
1992-12-16,8.91,,
1992-12-17,9.15,,
1992-12-18,9.12,,
1992-12-21,9.09,,
1992-12-22,9.21,,
1992-12-23,9.3,,
1992-12-24,9.3,,
1992-12-28,9.33,,
1992-12-29,9.54,,
1992-12-30,9.75,,
1992-12-31,9.99,,
1993-01-04,9.81,,
1993-01-05,9.72,,
1993-01-06,9.63,,
1993-01-07,9.6,,
1993-01-08,9.66,,
1993-01-11,9.6,,
1993-01-12,9.54,,
1993-01-13,9.33,,
1993-01-14,9.3,,
1993-01-15,9.24,,
1993-01-18,9.24,,
1993-01-19,9.15,,
1993-01-20,9.15,,
1993-01-21,9.24,,
1993-01-22,9.36,,
1993-01-25,9.48,,
1993-01-26,9.24,,
1993-01-27,9.24,,
1993-01-28,9.24,,
1993-01-29,9.36,,
1993-02-01,9.42,,
1993-02-02,9.6,,
1993-02-03,9.81,,
1993-02-04,9.99,,
1993-02-05,10.47,,
1993-02-08,10.77,,
1993-02-09,10.8,,
1993-02-10,10.89,,
1993-02-11,11.25,,
1993-02-12,11.43,,
1993-02-16,11.28,,
1993-02-17,11.13,,
1993-02-18,11.1,,
1993-02-19,11.1,,
1993-02-22,11.16,,
1993-02-23,11.22,,
1993-02-24,11.31,,
1993-02-25,11.31,,
1993-02-26,11.1,,
1993-03-01,11.1,,
1993-03-02,11.13,,
1993-03-03,11.25,,
1993-03-04,11.25,,
1993-03-05,11.25,,
1993-03-08,12.03,,
1993-03-09,12.1,,
1993-03-10,12.31,,
1993-03-11,12.34,,
1993-03-12,12.31,,
1993-03-15,12.49,,
1993-03-16,12.49,,
1993-03-17,12.52,,
1993-03-18,12.52,,
1993-03-19,12.4,,
1993-03-22,12.4,,
1993-03-23,11.97,,
1993-03-24,11.88,,
1993-03-25,11.94,,
1993-03-26,12.05,,
1993-03-29,12.19,,
1993-03-30,12.37,,
1993-03-31,12.55,,
1993-04-01,12.64,,
1993-04-02,13.04,,
1993-04-05,13.09,,
1993-04-06,13.22,,
1993-04-07,13.54,,
1993-04-08,13.9,,
1993-04-12,14.22,,
1993-04-13,14.31,,
1993-04-14,14.35,,
1993-04-15,14.4,,
1993-04-16,14.31,,
1993-04-19,14.35,,
1993-04-20,14.8,,
1993-04-21,14.8,,
1993-04-22,14.67,,
1993-04-23,13.86,,
1993-04-26,14.35,,
1993-04-27,14.4,,
1993-04-28,14.49,,
1993-04-29,14.67,,
1993-04-30,14.8,,
1993-05-03,14.62,,
1993-05-04,14.76,,
1993-05-05,14.53,,
1993-05-06,14.44,,
1993-05-07,12.82,,
1993-05-10,12.73,,
1993-05-11,12.73,,
1993-05-12,12.73,,
1993-05-13,12.46,,
1993-05-14,12.46,,
1993-05-17,12.46,,
1993-05-18,12.41,,
1993-05-19,12.37,,
1993-05-20,12.28,,
1993-05-21,12.28,,
1993-05-24,12.41,,
1993-05-25,12.64,,
1993-05-26,12.91,,
1993-05-27,12.86,,
1993-05-28,12.86,,
1993-06-01,12.95,,
1993-06-02,12.77,,
1993-06-03,12.86,,
1993-06-04,12.77,,
1993-06-07,12.77,,
1993-06-08,12.68,,
1993-06-09,12.64,,
1993-06-10,12.64,,
1993-06-11,12.68,,
1993-06-14,12.73,,
1993-06-15,12.68,,
1993-06-16,12.73,,
1993-06-17,12.68,,
1993-06-18,12.86,,
1993-06-21,12.77,,
1993-06-22,12.86,,
1993-06-23,12.82,,
1993-06-24,12.82,,
1993-06-25,12.68,,
1993-06-28,12.59,,
1993-06-29,12.68,,
1993-06-30,12.95,,
1993-07-01,12.77,,
1993-07-02,12.68,,
1993-07-06,12.68,,
1993-07-07,12.77,,
1993-07-08,12.77,,
1993-07-09,12.77,,
1993-07-12,12.86,,
1993-07-13,12.73,,
1993-07-14,12.86,,
1993-07-15,12.86,,
1993-07-16,12.86,,
1993-07-19,12.86,,
1993-07-20,12.86,,
1993-07-21,12.86,,
1993-07-22,12.82,,
1993-07-23,12.86,,
1993-07-26,12.82,,
1993-07-27,12.91,,
1993-07-28,12.82,,
1993-07-29,12.82,,
1993-07-30,12.82,,
1993-08-02,12.91,,
1993-08-03,12.86,,
1993-08-04,12.86,,
1993-08-05,12.95,,
1993-08-06,12.95,,
1993-08-09,13.04,,
1993-08-10,13.0,,
1993-08-11,13.13,,
1993-08-12,13.04,,
1993-08-13,13.18,,
1993-08-16,13.22,,
1993-08-17,13.13,,
1993-08-18,12.91,,
1993-08-19,12.91,,
1993-08-20,12.86,,
1993-08-23,12.82,,
1993-08-24,12.77,,
1993-08-25,13.04,,
1993-08-26,13.27,,
1993-08-27,13.31,,
1993-08-30,13.36,,
1993-08-31,13.4,,
1993-09-01,13.31,,
1993-09-02,13.22,,
1993-09-03,13.18,,
1993-09-07,13.4,,
1993-09-08,13.58,,
1993-09-09,13.54,,
1993-09-10,13.9,,
1993-09-13,14.08,,
1993-09-14,14.13,,
1993-09-15,14.13,,
1993-09-16,14.31,,
1993-09-17,14.26,,
1993-09-20,14.35,,
1993-09-21,14.8,,
1993-09-22,14.89,,
1993-09-23,14.76,,
1993-09-24,14.89,,
1993-09-27,14.94,,
1993-09-28,14.89,,
1993-09-29,14.76,,
1993-09-30,14.8,,
1993-10-01,14.62,,
1993-10-04,14.8,,
1993-10-05,14.89,,
1993-10-06,14.71,,
1993-10-07,14.67,,
1993-10-08,14.8,,
1993-10-11,14.53,,
1993-10-12,14.26,,
1993-10-13,13.9,,
1993-10-14,13.76,,
1993-10-15,13.86,,
1993-10-18,13.67,,
1993-10-19,13.9,,
1993-10-20,13.76,,
1993-10-21,13.9,,
1993-10-22,13.9,,
1993-10-25,13.99,,
1993-10-26,13.95,,
1993-10-27,13.9,,
1993-10-28,14.08,,
1993-10-29,14.08,,
1993-11-01,14.44,,
1993-11-02,14.67,,
1993-11-03,14.26,,
1993-11-04,14.08,,
1993-11-05,14.17,,
1993-11-08,14.08,,
1993-11-09,14.22,,
1993-11-10,13.95,,
1993-11-11,13.58,,
1993-11-12,13.22,,
1993-11-15,13.22,,
1993-11-16,13.13,,
1993-11-17,13.04,,
1993-11-18,12.86,,
1993-11-19,12.86,,
1993-11-22,12.46,,
1993-11-23,12.5,,
1993-11-24,12.82,,
1993-11-26,13.18,,
1993-11-29,13.81,,
1993-11-30,13.45,,
1993-12-01,13.49,,
1993-12-02,13.36,,
1993-12-03,13.4,,
1993-12-06,13.49,,
1993-12-07,13.36,,
1993-12-08,13.18,,
1993-12-09,13.18,,
1993-12-10,13.18,,
1993-12-13,12.86,,
1993-12-14,12.82,,
1993-12-15,12.55,,
