date,CTL,dcf,Deviation
1990-07-24,8.93,,
1990-07-25,8.93,,
1990-07-26,8.89,,
1990-07-27,8.89,,
1990-07-30,8.63,,
1990-07-31,8.44,,
1990-08-01,8.22,,
1990-08-02,8.26,,
1990-08-03,8.0,,
1990-08-06,7.74,,
1990-08-07,7.63,,
1990-08-08,7.74,,
1990-08-09,7.7,,
1990-08-10,7.56,,
1990-08-13,7.41,,
1990-08-14,7.63,,
1990-08-15,7.93,,
1990-08-16,7.85,,
1990-08-17,7.59,,
1990-08-20,7.41,,
1990-08-21,7.33,,
1990-08-22,7.19,,
1990-08-23,6.56,,
1990-08-24,6.78,,
1990-08-27,7.26,,
1990-08-28,7.3,,
1990-08-29,7.33,,
1990-08-30,7.33,,
1990-08-31,7.26,,
1990-09-04,7.33,,
1990-09-05,7.33,,
1990-09-06,7.33,,
1990-09-07,7.33,,
1990-09-10,7.41,,
1990-09-11,7.33,,
1990-09-12,7.33,,
1990-09-13,7.3,,
1990-09-14,7.37,,
1990-09-17,7.56,,
1990-09-18,7.26,,
1990-09-19,7.11,,
1990-09-20,7.07,,
1990-09-21,7.0,,
1990-09-24,6.96,,
1990-09-25,6.96,,
1990-09-26,6.89,,
1990-09-27,6.89,,
1990-09-28,7.0,,
1990-10-01,7.26,,
1990-10-02,7.37,,
1990-10-03,7.52,,
1990-10-04,7.44,,
1990-10-05,7.26,,
1990-10-08,7.19,,
1990-10-09,7.22,,
1990-10-10,7.11,,
1990-10-11,6.96,,
1990-10-12,6.81,,
1990-10-15,6.7,,
1990-10-16,6.89,,
1990-10-17,6.93,,
1990-10-18,7.11,,
1990-10-19,7.22,,
1990-10-22,7.56,,
1990-10-23,7.52,,
1990-10-24,7.48,,
1990-10-25,7.52,,
1990-10-26,7.41,,
1990-10-29,7.26,,
1990-10-30,7.11,,
1990-10-31,6.89,,
1990-11-01,6.85,,
1990-11-02,6.93,,
1990-11-05,7.04,,
1990-11-06,7.41,,
1990-11-07,7.41,,
1990-11-08,7.63,,
1990-11-09,8.11,,
1990-11-12,8.44,,
1990-11-13,8.56,,
1990-11-14,8.56,,
1990-11-15,8.41,,
1990-11-16,8.37,,
1990-11-19,8.26,,
1990-11-20,8.41,,
1990-11-21,8.48,,
1990-11-23,8.56,,
1990-11-26,8.59,,
1990-11-27,8.96,,
1990-11-28,8.85,,
1990-11-29,8.81,,
1990-11-30,9.07,,
1990-12-03,8.89,,
1990-12-04,9.19,,
1990-12-05,9.41,,
1990-12-06,9.3,,
1990-12-07,8.96,,
1990-12-10,8.89,,
1990-12-11,8.59,,
1990-12-12,8.93,,
1990-12-13,9.19,,
1990-12-14,9.07,,
1990-12-17,9.11,,
1990-12-18,9.3,,
1990-12-19,9.44,,
1990-12-20,9.48,,
1990-12-21,9.37,,
1990-12-24,9.3,,
1990-12-26,9.33,,
1990-12-27,9.41,,
1990-12-28,9.37,,
1990-12-31,9.33,,
1991-01-02,8.89,,
1991-01-03,8.74,,
1991-01-04,8.74,,
1991-01-07,8.41,,
1991-01-08,8.3,,
1991-01-09,8.52,,
1991-01-10,8.67,,
1991-01-11,8.52,,
1991-01-14,8.37,,
1991-01-15,8.3,,
1991-01-16,8.59,,
1991-01-17,8.81,,
1991-01-18,9.04,,
1991-01-21,9.11,,
1991-01-22,9.15,,
1991-01-23,8.7,,
1991-01-24,8.81,,
1991-01-25,8.7,,
1991-01-28,8.7,,
1991-01-29,8.63,,
1991-01-30,8.78,,
1991-01-31,8.78,,
1991-02-01,9.0,,
1991-02-04,8.93,,
1991-02-05,8.85,,
1991-02-06,9.22,,
1991-02-07,9.59,,
1991-02-08,9.41,,
1991-02-11,9.44,,
1991-02-12,9.37,,
1991-02-13,9.15,,
1991-02-14,8.67,,
1991-02-15,8.89,,
1991-02-19,9.04,,
1991-02-20,8.93,,
1991-02-21,8.93,,
1991-02-22,8.81,,
1991-02-25,8.89,,
1991-02-26,8.89,,
1991-02-27,8.93,,
1991-02-28,8.89,,
1991-03-01,8.89,,
1991-03-04,8.85,,
1991-03-05,9.04,,
1991-03-06,9.11,,
1991-03-07,9.22,,
1991-03-08,9.0,,
1991-03-11,8.78,,
1991-03-12,8.67,,
1991-03-13,8.78,,
1991-03-14,8.85,,
1991-03-15,8.7,,
1991-03-18,8.52,,
1991-03-19,8.41,,
1991-03-20,8.48,,
1991-03-21,8.52,,
1991-03-22,8.56,,
1991-03-25,8.78,,
1991-03-26,8.89,,
1991-03-27,8.96,,
1991-03-28,9.15,,
1991-04-01,8.96,,
1991-04-02,9.04,,
1991-04-03,9.26,,
1991-04-04,9.15,,
1991-04-05,9.07,,
1991-04-08,9.19,,
1991-04-09,9.22,,
1991-04-10,9.15,,
1991-04-11,9.41,,
1991-04-12,9.37,,
1991-04-15,9.33,,
1991-04-16,9.37,,
1991-04-17,9.44,,
1991-04-18,9.37,,
1991-04-19,9.22,,
1991-04-22,9.15,,
1991-04-23,9.07,,
1991-04-24,8.78,,
1991-04-25,8.81,,
1991-04-26,8.93,,
1991-04-29,9.04,,
1991-04-30,8.93,,
1991-05-01,8.96,,
1991-05-02,8.93,,
1991-05-03,9.04,,
1991-05-06,9.11,,
1991-05-07,9.22,,
1991-05-08,9.22,,
1991-05-09,9.07,,
1991-05-10,8.96,,
1991-05-13,8.78,,
1991-05-14,8.63,,
1991-05-15,8.44,,
1991-05-16,8.59,,
1991-05-17,8.48,,
1991-05-20,8.3,,
1991-05-21,8.52,,
1991-05-22,8.48,,
1991-05-23,8.37,,
1991-05-24,8.37,,
1991-05-28,8.33,,
1991-05-29,8.11,,
1991-05-30,8.11,,
1991-05-31,8.0,,
1991-06-03,8.0,,
1991-06-04,8.0,,
1991-06-05,7.89,,
1991-06-06,7.85,,
1991-06-07,7.63,,
1991-06-10,7.41,,
1991-06-11,7.44,,
1991-06-12,7.56,,
1991-06-13,7.67,,
1991-06-14,7.96,,
1991-06-17,7.85,,
1991-06-18,7.74,,
1991-06-19,7.63,,
1991-06-20,7.56,,
1991-06-21,7.56,,
1991-06-24,7.48,,
1991-06-25,7.48,,
1991-06-26,7.44,,
1991-06-27,7.63,,
1991-06-28,7.63,,
1991-07-01,7.41,,
1991-07-02,7.44,,
1991-07-03,7.56,,
1991-07-05,7.63,,
1991-07-08,7.59,,
1991-07-09,7.41,,
1991-07-10,7.52,,
1991-07-11,7.59,,
1991-07-12,7.67,,
1991-07-15,7.7,,
1991-07-16,7.63,,
1991-07-17,7.44,,
1991-07-18,7.33,,
1991-07-19,7.33,,
1991-07-22,7.44,,
1991-07-23,7.37,,
1991-07-24,7.15,,
1991-07-25,7.19,,
1991-07-26,7.26,,
1991-07-29,7.26,,
1991-07-30,7.3,,
1991-07-31,7.67,,
1991-08-01,7.63,,
1991-08-02,7.63,,
1991-08-05,7.63,,
1991-08-06,7.78,,
1991-08-07,7.85,,
1991-08-08,7.93,,
1991-08-09,7.96,,
1991-08-12,7.93,,
1991-08-13,7.96,,
1991-08-14,7.93,,
1991-08-15,7.81,,
1991-08-16,7.78,,
1991-08-19,7.48,,
1991-08-20,7.59,,
1991-08-21,7.89,,
1991-08-22,7.89,,
1991-08-23,7.89,,
1991-08-26,7.89,,
1991-08-27,7.78,,
1991-08-28,7.78,,
1991-08-29,7.78,,
1991-08-30,7.93,,
1991-09-03,7.81,,
1991-09-04,7.85,,
1991-09-05,7.85,,
1991-09-06,7.74,,
1991-09-09,7.78,,
1991-09-10,7.78,,
1991-09-11,7.56,,
1991-09-12,7.52,,
1991-09-13,7.56,,
1991-09-16,7.56,,
1991-09-17,7.37,,
1991-09-18,7.33,,
1991-09-19,7.22,,
1991-09-20,7.15,,
1991-09-23,7.07,,
1991-09-24,7.93,,
1991-09-25,8.33,,
1991-09-26,8.22,,
1991-09-27,8.22,,
1991-09-30,8.3,,
1991-10-01,8.11,,
1991-10-02,8.22,,
1991-10-03,8.22,,
1991-10-04,8.37,,
1991-10-07,8.37,,
1991-10-08,8.48,,
1991-10-09,8.41,,
1991-10-10,8.37,,
1991-10-11,8.7,,
1991-10-14,8.7,,
1991-10-15,9.0,,
1991-10-16,8.96,,
1991-10-17,8.89,,
1991-10-18,8.81,,
1991-10-21,8.63,,
1991-10-22,8.67,,
1991-10-23,8.56,,
1991-10-24,8.44,,
1991-10-25,8.48,,
1991-10-28,8.44,,
1991-10-29,8.74,,
1991-10-30,9.0,,
1991-10-31,9.04,,
1991-11-01,8.93,,
1991-11-04,8.89,,
1991-11-05,9.11,,
1991-11-06,8.96,,
1991-11-07,8.96,,
1991-11-08,8.81,,
1991-11-11,8.74,,
1991-11-12,8.74,,
1991-11-13,8.85,,
1991-11-14,8.85,,
1991-11-15,8.89,,
1991-11-18,8.78,,
1991-11-19,8.52,,
1991-11-20,8.7,,
1991-11-21,8.74,,
1991-11-22,8.74,,
1991-11-25,8.41,,
1991-11-26,8.41,,
1991-11-27,8.26,,
1991-11-29,8.22,,
1991-12-02,8.15,,
1991-12-03,8.11,,
1991-12-04,8.04,,
1991-12-05,8.15,,
1991-12-06,7.93,,
1991-12-09,7.93,,
1991-12-10,7.67,,
1991-12-11,7.59,,
1991-12-12,7.78,,
1991-12-13,8.0,,
1991-12-16,7.96,,
1991-12-17,8.0,,
1991-12-18,8.04,,
1991-12-19,7.93,,
1991-12-20,8.15,,
1991-12-23,8.15,,
1991-12-24,8.19,,
1991-12-26,8.19,,
1991-12-27,8.37,,
1991-12-30,8.59,,
1991-12-31,9.0,,
1992-01-02,8.74,,
1992-01-03,8.56,,
1992-01-06,8.52,,
1992-01-07,8.37,,
1992-01-08,8.41,,
1992-01-09,8.74,,
1992-01-10,8.48,,
1992-01-13,8.74,,
1992-01-14,9.0,,
1992-01-15,9.22,,
1992-01-16,9.19,,
1992-01-17,9.19,,
1992-01-20,9.04,,
1992-01-21,8.85,,
1992-01-22,8.89,,
1992-01-23,9.96,,
1992-01-24,9.96,,
1992-01-27,9.74,,
1992-01-28,9.63,,
1992-01-29,9.56,,
1992-01-30,9.33,,
1992-01-31,9.22,,
1992-02-03,9.19,,
1992-02-04,9.37,,
1992-02-05,9.7,,
1992-02-06,9.59,,
1992-02-07,9.63,,
1992-02-10,9.7,,
1992-02-11,9.93,,
1992-02-12,10.22,,
1992-02-13,10.44,,
1992-02-14,10.44,,
1992-02-18,10.67,,
1992-02-19,10.78,,
1992-02-20,10.81,,
1992-02-21,10.37,,
1992-02-24,10.19,,
1992-02-25,10.19,,
1992-02-26,10.41,,
1992-02-27,10.37,,
1992-02-28,10.22,,
1992-03-02,10.44,,
1992-03-03,10.22,,
1992-03-04,10.44,,
1992-03-05,10.44,,
1992-03-06,10.37,,
1992-03-09,10.37,,
1992-03-10,10.41,,
1992-03-11,10.3,,
1992-03-12,10.15,,
1992-03-13,10.07,,
1992-03-16,10.07,,
1992-03-17,10.19,,
1992-03-18,10.15,,
1992-03-19,10.11,,
1992-03-20,10.15,,
1992-03-23,10.19,,
1992-03-24,10.44,,
1992-03-25,10.56,,
1992-03-26,10.44,,
1992-03-27,10.33,,
1992-03-30,10.22,,
1992-03-31,10.22,,
1992-04-01,10.0,,
1992-04-02,9.93,,
1992-04-03,10.0,,
1992-04-06,9.89,,
1992-04-07,9.96,,
1992-04-08,9.85,,
1992-04-09,9.85,,
1992-04-10,10.07,,
1992-04-13,10.04,,
1992-04-14,10.07,,
1992-04-15,10.11,,
1992-04-16,10.33,,
1992-04-20,10.33,,
1992-04-21,10.37,,
1992-04-22,10.26,,
1992-04-23,10.33,,
1992-04-24,10.3,,
1992-04-27,10.33,,
1992-04-28,10.3,,
1992-04-29,10.41,,
1992-04-30,10.44,,
1992-05-01,10.52,,
1992-05-04,10.89,,
1992-05-05,10.89,,
1992-05-06,11.22,,
1992-05-07,11.07,,
1992-05-08,10.96,,
1992-05-11,11.04,,
1992-05-12,10.93,,
1992-05-13,10.96,,
1992-05-14,10.81,,
1992-05-15,10.67,,
1992-05-18,10.56,,
1992-05-19,10.52,,
1992-05-20,10.26,,
1992-05-21,10.04,,
1992-05-22,10.04,,
1992-05-26,9.85,,
1992-05-27,9.81,,
1992-05-28,8.59,,
1992-05-29,9.0,,
1992-06-01,8.89,,
1992-06-02,8.89,,
1992-06-03,8.85,,
1992-06-04,8.74,,
1992-06-05,8.78,,
1992-06-08,8.56,,
1992-06-09,8.26,,
1992-06-10,8.48,,
1992-06-11,8.59,,
1992-06-12,8.48,,
1992-06-15,8.56,,
1992-06-16,8.33,,
1992-06-17,8.33,,
1992-06-18,8.3,,
1992-06-19,8.44,,
1992-06-22,8.52,,
1992-06-23,8.52,,
1992-06-24,8.44,,
1992-06-25,8.41,,
1992-06-26,8.22,,
1992-06-29,8.26,,
1992-06-30,8.59,,
1992-07-01,8.48,,
1992-07-02,8.44,,
1992-07-06,8.56,,
1992-07-07,8.63,,
1992-07-08,8.56,,
1992-07-09,8.56,,
1992-07-10,8.44,,
1992-07-13,8.56,,
1992-07-14,8.67,,
1992-07-15,8.74,,
1992-07-16,8.44,,
1992-07-17,8.41,,
1992-07-20,8.3,,
1992-07-21,8.44,,
1992-07-22,8.33,,
1992-07-23,8.33,,
1992-07-24,8.52,,
1992-07-27,8.59,,
1992-07-28,8.7,,
1992-07-29,8.85,,
1992-07-30,9.44,,
1992-07-31,9.33,,
1992-08-03,9.11,,
1992-08-04,9.15,,
1992-08-05,9.44,,
1992-08-06,9.59,,
1992-08-07,9.63,,
1992-08-10,9.78,,
1992-08-11,9.63,,
1992-08-12,9.7,,
1992-08-13,9.7,,
1992-08-14,9.7,,
1992-08-17,9.93,,
1992-08-18,9.89,,
1992-08-19,9.89,,
1992-08-20,9.89,,
1992-08-21,9.78,,
1992-08-24,9.7,,
1992-08-25,9.59,,
1992-08-26,9.59,,
1992-08-27,9.59,,
1992-08-28,9.67,,
1992-08-31,9.67,,
1992-09-01,9.74,,
1992-09-02,9.63,,
1992-09-03,9.74,,
1992-09-04,9.89,,
1992-09-08,9.96,,
1992-09-09,10.19,,
1992-09-10,10.15,,
1992-09-11,10.11,,
1992-09-14,10.37,,
1992-09-15,10.41,,
1992-09-16,10.48,,
1992-09-17,10.59,,
1992-09-18,10.7,,
1992-09-21,10.63,,
1992-09-22,10.59,,
1992-09-23,10.63,,
1992-09-24,10.7,,
1992-09-25,10.7,,
1992-09-28,10.63,,
1992-09-29,10.89,,
1992-09-30,11.11,,
1992-10-01,11.07,,
1992-10-02,10.93,,
1992-10-05,10.78,,
1992-10-06,10.81,,
1992-10-07,10.85,,
1992-10-08,10.89,,
1992-10-09,10.81,,
1992-10-12,10.85,,
1992-10-13,10.85,,
1992-10-14,11.04,,
1992-10-15,10.85,,
1992-10-16,10.96,,
1992-10-19,10.89,,
1992-10-20,10.85,,
1992-10-21,10.52,,
1992-10-22,10.44,,
1992-10-23,10.37,,
1992-10-26,10.37,,
1992-10-27,10.37,,
1992-10-28,10.44,,
1992-10-29,10.56,,
1992-10-30,10.74,,
1992-11-02,10.78,,
1992-11-03,10.7,,
1992-11-04,11.44,,
1992-11-05,11.3,,
1992-11-06,11.15,,
1992-11-09,11.0,,
1992-11-10,10.96,,
1992-11-11,11.15,,
1992-11-12,11.44,,
1992-11-13,11.78,,
1992-11-16,11.63,,
1992-11-17,11.41,,
1992-11-18,11.37,,
1992-11-19,11.63,,
1992-11-20,11.85,,
1992-11-23,11.85,,
1992-11-24,11.89,,
1992-11-25,12.15,,
1992-11-27,12.22,,
1992-11-30,12.11,,
1992-12-01,12.15,,
1992-12-02,12.15,,
1992-12-03,12.15,,
1992-12-04,11.96,,
1992-12-07,12.37,,
1992-12-08,12.37,,
1992-12-09,12.33,,
1992-12-10,12.19,,
1992-12-11,12.0,,
1992-12-14,11.96,,
1992-12-15,12.07,,
1992-12-16,12.04,,
1992-12-17,12.0,,
1992-12-18,11.85,,
1992-12-21,11.67,,
1992-12-22,11.7,,
1992-12-23,11.96,,
1992-12-24,12.04,,
1992-12-28,12.15,,
1992-12-29,12.3,,
1992-12-30,12.41,,
1992-12-31,12.7,,
1993-01-04,12.33,,
1993-01-05,12.44,,
1993-01-06,12.94,,
1993-01-07,13.33,,
1993-01-08,13.06,,
1993-01-11,13.44,,
1993-01-12,13.78,,
1993-01-13,13.83,,
1993-01-14,13.89,,
1993-01-15,13.78,,
1993-01-18,13.67,,
1993-01-19,13.72,,
1993-01-20,13.67,,
1993-01-21,13.28,,
1993-01-22,12.89,,
1993-01-25,13.28,,
1993-01-26,13.39,,
1993-01-27,12.67,,
1993-01-28,12.72,,
1993-01-29,11.83,,
1993-02-01,12.28,,
1993-02-02,12.39,,
1993-02-03,12.44,,
1993-02-04,13.67,,
1993-02-05,13.67,,
1993-02-08,13.44,,
1993-02-09,13.22,,
1993-02-10,12.89,,
1993-02-11,13.11,,
1993-02-12,13.06,,
1993-02-16,13.11,,
1993-02-17,12.89,,
1993-02-18,13.33,,
1993-02-19,13.39,,
1993-02-22,13.11,,
1993-02-23,13.28,,
1993-02-24,13.22,,
1993-02-25,13.44,,
1993-02-26,13.44,,
1993-03-01,13.44,,
1993-03-02,13.94,,
1993-03-03,13.56,,
1993-03-04,13.72,,
1993-03-05,13.83,,
1993-03-08,13.94,,
1993-03-09,14.5,,
1993-03-10,14.56,,
1993-03-11,14.28,,
1993-03-12,13.94,,
1993-03-15,13.83,,
1993-03-16,13.78,,
1993-03-17,13.67,,
1993-03-18,13.89,,
1993-03-19,13.89,,
1993-03-22,13.72,,
1993-03-23,13.56,,
1993-03-24,13.78,,
1993-03-25,13.72,,
1993-03-26,13.78,,
1993-03-29,13.72,,
1993-03-30,13.83,,
1993-03-31,14.33,,
1993-04-01,14.33,,
1993-04-02,13.94,,
1993-04-05,14.11,,
1993-04-06,14.06,,
1993-04-07,14.11,,
1993-04-08,14.17,,
1993-04-12,14.28,,
1993-04-13,14.39,,
1993-04-14,14.5,,
1993-04-15,14.22,,
1993-04-16,14.0,,
1993-04-19,14.22,,
1993-04-20,14.22,,
1993-04-21,14.17,,
1993-04-22,14.22,,
1993-04-23,14.5,,
1993-04-26,14.44,,
1993-04-27,14.33,,
1993-04-28,14.11,,
1993-04-29,14.0,,
1993-04-30,13.89,,
1993-05-03,14.0,,
1993-05-04,14.28,,
1993-05-05,14.11,,
1993-05-06,13.94,,
1993-05-07,14.17,,
1993-05-10,14.22,,
1993-05-11,14.22,,
1993-05-12,14.17,,
1993-05-13,14.0,,
1993-05-14,13.67,,
1993-05-17,13.67,,
1993-05-18,13.67,,
1993-05-19,13.5,,
1993-05-20,13.56,,
1993-05-21,13.44,,
1993-05-24,13.28,,
1993-05-25,13.39,,
1993-05-26,13.06,,
1993-05-27,12.67,,
1993-05-28,12.83,,
1993-06-01,13.11,,
1993-06-02,13.28,,
1993-06-03,13.17,,
1993-06-04,13.0,,
1993-06-07,12.83,,
1993-06-08,12.89,,
1993-06-09,12.83,,
1993-06-10,12.72,,
1993-06-11,12.72,,
1993-06-14,12.56,,
1993-06-15,12.89,,
1993-06-16,12.94,,
1993-06-17,12.89,,
1993-06-18,12.94,,
1993-06-21,12.67,,
1993-06-22,12.83,,
1993-06-23,12.94,,
1993-06-24,13.33,,
1993-06-25,13.22,,
1993-06-28,13.33,,
1993-06-29,13.5,,
1993-06-30,13.72,,
1993-07-01,13.67,,
1993-07-02,13.39,,
1993-07-06,13.72,,
1993-07-07,13.56,,
1993-07-08,13.61,,
1993-07-09,13.89,,
1993-07-12,14.0,,
1993-07-13,14.0,,
1993-07-14,13.67,,
1993-07-15,13.83,,
1993-07-16,13.83,,
1993-07-19,13.56,,
1993-07-20,13.44,,
1993-07-21,13.06,,
1993-07-22,12.72,,
1993-07-23,13.0,,
1993-07-26,13.33,,
1993-07-27,13.28,,
1993-07-28,13.28,,
1993-07-29,13.56,,
1993-07-30,13.44,,
1993-08-02,13.89,,
1993-08-03,13.78,,
1993-08-04,13.94,,
1993-08-05,14.0,,
1993-08-06,13.94,,
1993-08-09,13.5,,
1993-08-10,13.17,,
1993-08-11,13.22,,
1993-08-12,12.94,,
1993-08-13,12.94,,
1993-08-16,13.28,,
1993-08-17,13.39,,
1993-08-18,13.28,,
1993-08-19,13.06,,
1993-08-20,12.94,,
1993-08-23,12.94,,
1993-08-24,13.06,,
1993-08-25,13.06,,
1993-08-26,13.06,,
1993-08-27,13.17,,
1993-08-30,13.06,,
1993-08-31,13.17,,
1993-09-01,13.11,,
1993-09-02,12.94,,
1993-09-03,13.11,,
1993-09-07,12.89,,
1993-09-08,12.78,,
1993-09-09,12.72,,
1993-09-10,13.0,,
1993-09-13,12.72,,
1993-09-14,12.83,,
1993-09-15,12.72,,
1993-09-16,12.72,,
1993-09-17,12.72,,
1993-09-20,12.33,,
1993-09-21,12.44,,
1993-09-22,12.56,,
1993-09-23,12.17,,
1993-09-24,12.33,,
1993-09-27,12.56,,
1993-09-28,12.5,,
1993-09-29,12.56,,
1993-09-30,12.28,,
1993-10-01,12.33,,
1993-10-04,11.89,,
1993-10-05,11.94,,
1993-10-06,11.94,,
1993-10-07,12.0,,
1993-10-08,12.06,,
1993-10-11,12.0,,
1993-10-12,12.0,,
1993-10-13,12.28,,
1993-10-14,12.94,,
1993-10-15,13.17,,
1993-10-18,13.28,,
1993-10-19,13.39,,
1993-10-20,13.22,,
1993-10-21,13.17,,
1993-10-22,12.89,,
1993-10-25,12.56,,
1993-10-26,12.28,,
1993-10-27,12.56,,
1993-10-28,12.5,,
1993-10-29,12.17,,
1993-11-01,12.0,,
1993-11-02,12.17,,
1993-11-03,12.06,,
1993-11-04,12.0,,
1993-11-05,11.67,,
1993-11-08,11.56,,
1993-11-09,11.56,,
1993-11-10,11.5,,
1993-11-11,11.5,,
1993-11-12,11.56,,
1993-11-15,11.5,,
1993-11-16,11.56,,
1993-11-17,11.28,,
1993-11-18,11.39,,
1993-11-19,11.22,,
1993-11-22,10.72,,
1993-11-23,11.0,,
1993-11-24,10.94,,
1993-11-26,11.0,,
1993-11-29,11.0,,
1993-11-30,10.83,,
1993-12-01,10.78,,
1993-12-02,11.0,,
1993-12-03,11.11,,
1993-12-06,11.33,,
1993-12-07,11.39,,
1993-12-08,11.33,,
1993-12-09,11.17,,
1993-12-10,11.06,,
1993-12-13,11.0,,
1993-12-14,11.0,,
1993-12-15,10.78,,
