CMI,dcf,Deviation
4.75,,
4.78,,
4.83,,
4.8,,
4.75,,
4.69,,
4.69,,
4.72,,
4.67,,
4.66,,
4.64,,
4.42,,
4.36,,
4.36,,
4.36,,
4.28,,
4.13,,
4.13,,
4.13,,
4.13,,
4.13,,
4.13,,
4.08,,
4.06,,
4.06,,
4.06,,
4.06,,
4.09,,
4.03,,
3.64,,
3.38,,
3.38,,
3.34,,
3.38,,
3.48,,
3.56,,
3.69,,
3.73,,
3.69,,
3.63,,
3.69,,
3.69,,
3.66,,
3.59,,
3.56,,
3.55,,
3.67,,
3.7,,
3.67,,
3.66,,
3.66,,
3.63,,
3.69,,
3.7,,
3.72,,
3.72,,
3.69,,
3.66,,
3.52,,
3.5,,
3.47,,
3.47,,
3.61,,
3.53,,
3.47,,
3.52,,
3.5,,
3.47,,
3.45,,
3.45,,
3.44,,
3.56,,
3.59,,
3.72,,
3.83,,
3.78,,
3.94,,
4.0,,
3.97,,
4.06,,
4.0,,
4.0,,
4.0,,
4.06,,
4.03,,
4.13,,
4.28,,
4.28,,
4.34,,
4.38,,
4.36,,
4.41,,
4.58,,
4.69,,
4.75,,
4.58,,
4.41,,
4.63,,
4.63,,
4.59,,
4.58,,
4.52,,
4.52,,
4.41,,
4.23,,
4.23,,
4.25,,
4.25,,
4.28,,
4.36,,
4.41,,
4.55,,
4.5,,
4.55,,
4.64,,
4.64,,
4.66,,
4.81,,
5.03,,
5.08,,
5.03,,
4.83,,
4.73,,
4.8,,
4.81,,
4.84,,
4.98,,
5.03,,
5.06,,
5.27,,
5.22,,
5.22,,
5.47,,
5.59,,
5.56,,
5.41,,
5.22,,
5.2,,
5.38,,
5.56,,
5.56,,
5.47,,
5.31,,
5.27,,
5.27,,
5.27,,
5.38,,
5.59,,
5.63,,
5.63,,
5.63,,
5.66,,
5.67,,
5.59,,
5.45,,
5.59,,
5.72,,
5.58,,
5.63,,
5.75,,
5.8,,
5.94,,
6.13,,
6.09,,
6.14,,
6.11,,
6.11,,
6.09,,
6.09,,
6.09,,
6.17,,
6.23,,
6.25,,
6.13,,
6.3,,
6.38,,
6.61,,
6.72,,
6.61,,
6.63,,
6.59,,
6.63,,
6.59,,
6.34,,
6.11,,
6.09,,
6.2,,
6.5,,
6.56,,
6.48,,
6.27,,
6.36,,
6.63,,
6.64,,
6.75,,
6.75,,
6.75,,
6.72,,
6.77,,
6.77,,
6.73,,
6.63,,
6.53,,
6.56,,
6.44,,
6.39,,
6.38,,
6.28,,
6.13,,
6.13,,
6.19,,
6.25,,
6.19,,
6.03,,
6.09,,
6.17,,
6.25,,
6.44,,
6.33,,
6.41,,
6.41,,
6.47,,
6.53,,
6.58,,
6.63,,
6.69,,
6.63,,
6.72,,
6.72,,
6.73,,
6.72,,
6.66,,
6.55,,
6.58,,
6.58,,
6.53,,
6.56,,
6.69,,
6.72,,
6.75,,
6.75,,
6.88,,
6.94,,
6.97,,
6.94,,
6.95,,
6.94,,
6.86,,
6.78,,
6.88,,
6.89,,
7.02,,
7.05,,
7.05,,
7.03,,
7.05,,
7.11,,
7.34,,
7.59,,
7.78,,
7.69,,
7.48,,
7.34,,
7.39,,
7.08,,
6.72,,
6.66,,
6.81,,
6.91,,
6.91,,
6.86,,
6.89,,
6.94,,
7.14,,
7.13,,
7.08,,
7.34,,
7.56,,
7.38,,
7.42,,
7.33,,
7.28,,
7.34,,
7.28,,
7.47,,
7.72,,
7.66,,
7.67,,
7.64,,
7.61,,
7.91,,
7.94,,
7.91,,
7.86,,
7.88,,
7.84,,
7.75,,
7.72,,
7.78,,
7.73,,
7.69,,
7.69,,
7.69,,
7.75,,
7.83,,
7.92,,
8.19,,
8.75,,
8.47,,
8.31,,
8.59,,
8.78,,
8.8,,
8.44,,
8.03,,
8.23,,
8.44,,
8.66,,
8.55,,
8.5,,
8.36,,
8.28,,
8.39,,
8.44,,
8.5,,
8.36,,
8.22,,
8.17,,
8.11,,
8.09,,
8.3,,
8.25,,
8.19,,
8.09,,
8.08,,
8.09,,
8.09,,
8.38,,
8.44,,
8.39,,
8.5,,
8.5,,
8.48,,
8.45,,
8.34,,
8.45,,
8.56,,
8.5,,
8.47,,
8.63,,
8.78,,
8.75,,
8.73,,
8.75,,
8.77,,
8.59,,
8.38,,
8.31,,
8.28,,
8.13,,
8.0,,
8.0,,
8.25,,
8.25,,
8.31,,
8.28,,
8.2,,
8.2,,
8.14,,
8.06,,
8.05,,
8.06,,
8.05,,
8.16,,
8.28,,
8.38,,
8.28,,
8.34,,
8.34,,
8.63,,
8.75,,
9.0,,
8.91,,
9.06,,
8.95,,
9.06,,
9.34,,
9.41,,
9.61,,
9.8,,
9.78,,
9.86,,
10.05,,
10.13,,
9.89,,
9.95,,
9.84,,
9.88,,
9.78,,
9.63,,
9.5,,
9.53,,
9.63,,
9.64,,
9.77,,
9.97,,
10.06,,
10.03,,
9.98,,
9.88,,
9.77,,
9.69,,
9.69,,
9.69,,
9.64,,
9.84,,
9.88,,
9.94,,
10.09,,
10.05,,
9.94,,
10.06,,
10.03,,
9.97,,
9.97,,
9.94,,
9.78,,
9.83,,
9.66,,
9.58,,
9.59,,
9.61,,
9.44,,
9.48,,
9.69,,
9.73,,
9.55,,
9.58,,
9.63,,
9.41,,
9.53,,
9.19,,
9.44,,
9.45,,
9.53,,
9.31,,
9.19,,
9.0,,
9.09,,
9.42,,
9.59,,
9.38,,
9.5,,
9.5,,
9.41,,
9.31,,
9.14,,
9.13,,
8.75,,
8.69,,
9.03,,
9.03,,
9.38,,
9.63,,
9.75,,
9.41,,
9.44,,
9.25,,
9.34,,
9.22,,
9.28,,
9.56,,
9.48,,
9.44,,
9.66,,
9.5,,
9.75,,
9.94,,
9.64,,
9.72,,
9.64,,
9.47,,
9.52,,
9.5,,
9.47,,
9.42,,
9.56,,
9.73,,
9.75,,
9.64,,
9.66,,
9.7,,
9.72,,
9.59,,
9.8,,
9.73,,
9.72,,
9.83,,
9.81,,
9.75,,
9.63,,
9.66,,
9.81,,
10.14,,
10.0,,
10.88,,
10.73,,
10.44,,
10.25,,
10.17,,
10.38,,
10.17,,
9.63,,
9.34,,
9.34,,
9.44,,
9.53,,
9.28,,
8.91,,
8.8,,
8.63,,
8.34,,
8.09,,
8.38,,
8.27,,
8.25,,
8.23,,
8.45,,
8.59,,
8.44,,
8.69,,
8.59,,
8.53,,
8.47,,
8.42,,
8.44,,
8.38,,
8.58,,
8.88,,
8.86,,
8.78,,
9.25,,
9.38,,
9.33,,
9.23,,
9.13,,
9.19,,
8.98,,
8.63,,
8.75,,
8.34,,
8.48,,
8.41,,
8.44,,
8.5,,
8.31,,
8.3,,
8.44,,
8.41,,
8.42,,
8.53,,
8.48,,
8.41,,
8.0,,
7.7,,
7.81,,
8.09,,
8.08,,
8.0,,
8.28,,
8.61,,
9.25,,
9.2,,
9.19,,
9.2,,
9.38,,
9.3,,
9.38,,
9.41,,
9.45,,
9.53,,
9.61,,
9.7,,
9.84,,
9.91,,
9.72,,
9.59,,
9.34,,
9.67,,
9.78,,
9.5,,
9.41,,
9.48,,
9.34,,
9.38,,
9.34,,
9.31,,
9.41,,
9.39,,
9.45,,
9.45,,
9.44,,
9.41,,
8.95,,
8.88,,
9.2,,
9.28,,
9.31,,
9.17,,
9.2,,
9.11,,
9.0,,
8.95,,
8.88,,
8.81,,
8.78,,
8.64,,
8.64,,
8.53,,
8.66,,
8.81,,
8.95,,
8.81,,
8.72,,
9.2,,
8.95,,
9.02,,
9.0,,
9.28,,
9.31,,
9.41,,
9.23,,
9.3,,
9.22,,
9.56,,
9.47,,
9.39,,
9.44,,
9.63,,
9.78,,
9.72,,
9.53,,
9.38,,
9.33,,
9.44,,
9.53,,
9.5,,
9.56,,
9.56,,
9.69,,
9.63,,
9.58,,
9.38,,
9.34,,
9.28,,
9.13,,
9.06,,
8.88,,
9.08,,
8.98,,
8.89,,
9.03,,
8.94,,
8.91,,
9.0,,
9.19,,
9.47,,
9.59,,
9.69,,
9.56,,
9.63,,
9.77,,
9.69,,
9.72,,
9.7,,
9.58,,
9.63,,
9.59,,
9.66,,
9.66,,
9.77,,
9.94,,
10.08,,
10.42,,
10.56,,
10.66,,
10.66,,
10.59,,
10.63,,
10.61,,
10.72,,
10.44,,
10.63,,
10.89,,
10.88,,
10.94,,
10.84,,
11.0,,
11.0,,
10.47,,
10.34,,
10.44,,
10.39,,
10.28,,
10.28,,
10.33,,
10.25,,
10.09,,
10.25,,
10.3,,
10.19,,
10.05,,
9.97,,
10.06,,
10.08,,
9.88,,
9.94,,
9.97,,
9.88,,
9.84,,
9.73,,
9.52,,
9.44,,
9.55,,
9.22,,
9.22,,
9.5,,
9.25,,
9.11,,
9.05,,
9.13,,
9.28,,
9.16,,
9.11,,
9.25,,
9.31,,
9.23,,
9.19,,
9.06,,
8.52,,
8.45,,
8.28,,
8.34,,
8.59,,
8.67,,
8.52,,
8.42,,
8.34,,
8.25,,
7.88,,
7.81,,
7.95,,
7.88,,
7.83,,
7.88,,
8.0,,
8.08,,
7.94,,
7.75,,
7.72,,
8.0,,
7.92,,
8.03,,
8.25,,
8.45,,
8.41,,
8.56,,
8.34,,
8.25,,
8.38,,
8.53,,
8.58,,
8.77,,
8.78,,
8.75,,
8.78,,
8.86,,
8.75,,
8.69,,
8.73,,
8.69,,
8.66,,
8.66,,
8.55,,
8.48,,
8.52,,
8.59,,
8.66,,
8.63,,
8.72,,
8.75,,
8.13,,
7.81,,
7.44,,
7.36,,
7.42,,
7.56,,
7.61,,
7.59,,
7.94,,
8.06,,
8.11,,
8.02,,
8.06,,
8.27,,
8.17,,
8.31,,
8.56,,
8.53,,
8.61,,
8.63,,
8.59,,
8.38,,
8.44,,
8.41,,
8.48,,
8.59,,
8.66,,
8.19,,
8.22,,
8.13,,
8.16,,
8.27,,
8.27,,
8.25,,
8.11,,
8.16,,
8.09,,
8.06,,
8.09,,
8.08,,
8.13,,
8.11,,
8.06,,
8.02,,
8.0,,
8.03,,
8.0,,
8.0,,
7.92,,
7.95,,
8.05,,
8.08,,
8.08,,
8.05,,
7.92,,
7.89,,
7.88,,
7.86,,
7.94,,
7.94,,
8.06,,
8.09,,
8.09,,
8.13,,
8.09,,
8.13,,
8.06,,
8.09,,
8.08,,
8.06,,
8.06,,
8.02,,
8.03,,
8.14,,
8.02,,
8.03,,
8.03,,
8.05,,
8.09,,
8.09,,
8.13,,
8.3,,
8.27,,
8.25,,
8.22,,
8.28,,
8.13,,
8.13,,
8.13,,
8.0,,
8.0,,
7.98,,
8.02,,
8.0,,
7.97,,
8.05,,
8.08,,
8.05,,
8.14,,
8.23,,
8.41,,
8.63,,
8.88,,
8.81,,
9.0,,
9.0,,
9.05,,
8.91,,
8.81,,
8.78,,
8.69,,
8.55,,
8.34,,
8.31,,
8.34,,
8.39,,
8.67,,
8.84,,
8.72,,
8.81,,
8.77,,
8.67,,
8.8,,
8.72,,
8.94,,
8.94,,
8.91,,
8.8,,
8.69,,
8.83,,
8.83,,
8.81,,
8.81,,
8.86,,
8.91,,
9.0,,
9.16,,
9.16,,
9.09,,
9.38,,
9.23,,
9.2,,
9.19,,
9.22,,
9.09,,
9.13,,
9.11,,
9.13,,
9.13,,
9.11,,
9.08,,
9.06,,
9.13,,
9.13,,
9.3,,
9.19,,
9.25,,
9.2,,
9.19,,
9.44,,
9.42,,
9.47,,
9.47,,
9.52,,
9.38,,
9.3,,
9.25,,
9.25,,
9.31,,
9.34,,
9.42,,
9.48,,
9.7,,
9.7,,
9.63,,
9.73,,
9.67,,
9.73,,
9.73,,
9.64,,
9.48,,
9.56,,
9.44,,
9.38,,
9.34,,
9.33,,
9.41,,
9.31,,
9.31,,
9.39,,
9.34,,
9.44,,
9.42,,
9.34,,
9.41,,
9.45,,
9.59,,
9.5,,
9.41,,
9.34,,
9.06,,
9.06,,
9.08,,
9.28,,
9.31,,
9.23,,
9.16,,
9.31,,
9.36,,
9.36,,
9.34,,
9.38,,
9.3,,
9.09,,
8.91,,
8.88,,
8.8,,
8.77,,
8.5,,
8.39,,
8.28,,
8.33,,
8.33,,
8.5,,
8.72,,
8.7,,
8.88,,
8.97,,
8.91,,
8.91,,
8.84,,
8.83,,
8.97,,
9.09,,
9.08,,
9.14,,
9.11,,
9.11,,
8.88,,
8.92,,
8.91,,
8.67,,
8.7,,
8.63,,
8.61,,
8.55,,
8.59,,
8.48,,
8.31,,
8.41,,
8.5,,
8.36,,
8.2,,
8.14,,
8.31,,
8.19,,
8.28,,
8.42,,
8.39,,
8.31,,
8.33,,
8.47,,
8.38,,
8.31,,
8.34,,
8.34,,
8.31,,
8.28,,
8.22,,
8.22,,
7.92,,
7.97,,
7.88,,
7.63,,
7.47,,
7.3,,
7.31,,
7.14,,
7.03,,
6.75,,
6.59,,
6.67,,
6.61,,
6.56,,
6.53,,
6.52,,
6.63,,
6.63,,
6.72,,
6.78,,
6.91,,
7.13,,
7.33,,
7.17,,
7.22,,
7.19,,
7.23,,
7.13,,
7.13,,
6.88,,
6.91,,
7.22,,
7.44,,
7.48,,
7.63,,
7.53,,
7.61,,
7.53,,
7.56,,
7.56,,
7.48,,
7.22,,
7.06,,
7.2,,
7.22,,
7.36,,
7.22,,
7.09,,
7.44,,
7.39,,
7.33,,
7.42,,
7.41,,
7.28,,
7.41,,
7.53,,
7.48,,
7.67,,
7.75,,
8.0,,
8.09,,
8.06,,
7.97,,
8.02,,
8.0,,
8.13,,
8.06,,
7.94,,
7.88,,
7.94,,
8.03,,
8.02,,
8.0,,
7.75,,
7.69,,
7.75,,
7.73,,
7.72,,
7.73,,
7.69,,
7.72,,
7.7,,
7.78,,
7.81,,
7.84,,
7.94,,
7.81,,
7.81,,
7.83,,
7.72,,
7.69,,
7.83,,
8.0,,
8.06,,
8.02,,
8.03,,
7.97,,
8.03,,
8.2,,
8.3,,
8.5,,
8.42,,
8.38,,
8.31,,
8.36,,
8.38,,
8.34,,
8.38,,
8.28,,
8.13,,
8.16,,
8.34,,
8.25,,
8.23,,
8.31,,
8.28,,
8.44,,
8.39,,
8.39,,
8.5,,
8.78,,
8.63,,
8.61,,
8.55,,
8.72,,
8.69,,
8.7,,
8.77,,
8.92,,
8.98,,
9.0,,
9.25,,
9.16,,
9.2,,
8.97,,
8.88,,
8.98,,
9.17,,
9.19,,
9.22,,
9.44,,
9.42,,
9.52,,
9.75,,
9.91,,
9.84,,
9.7,,
9.94,,
9.83,,
9.91,,
10.03,,
10.0,,
10.13,,
10.19,,
10.09,,
10.02,,
10.11,,
10.22,,
10.44,,
10.06,,
10.05,,
10.03,,
9.95,,
10.31,,
10.27,,
10.19,,
10.33,,
10.34,,
10.16,,
10.03,,
9.98,,
9.88,,
9.97,,
10.09,,
10.09,,
10.19,,
10.13,,
10.38,,
10.28,,
10.0,,
10.05,,
10.14,,
9.95,,
10.02,,
10.17,,
10.22,,
10.59,,
10.38,,
10.44,,
10.03,,
9.77,,
9.92,,
10.19,,
10.02,,
10.41,,
10.38,,
10.19,,
10.81,,
10.53,,
10.53,,
10.59,,
10.47,,
10.63,,
10.66,,
11.06,,
11.34,,
11.28,,
11.2,,
11.16,,
11.08,,
11.0,,
11.22,,
11.19,,
11.34,,
11.44,,
11.09,,
11.03,,
11.11,,
11.17,,
11.25,,
11.56,,
11.59,,
11.5,,
11.5,,
11.56,,
11.52,,
11.58,,
11.64,,
11.73,,
11.67,,
11.69,,
11.69,,
11.69,,
11.7,,
11.27,,
11.14,,
11.17,,
11.25,,
11.41,,
11.23,,
11.34,,
11.28,,
11.38,,
11.28,,
11.25,,
11.25,,
11.16,,
11.22,,
10.78,,
10.59,,
10.56,,
10.58,,
11.03,,
11.0,,
11.13,,
11.22,,
11.05,,
10.91,,
10.92,,
10.94,,
10.95,,
10.44,,
10.33,,
10.31,,
10.22,,
10.23,,
10.22,,
10.38,,
10.48,,
10.84,,
10.94,,
11.13,,
11.41,,
11.25,,
11.41,,
11.44,,
11.27,,
10.97,,
11.13,,
11.13,,
11.09,,
10.94,,
10.86,,
10.72,,
10.78,,
10.8,,
10.83,,
10.83,,
10.64,,
10.5,,
10.5,,
10.28,,
10.13,,
10.03,,
10.22,,
10.28,,
10.25,,
10.31,,
10.31,,
10.33,,
10.31,,
10.5,,
10.64,,
10.66,,
10.34,,
10.53,,
10.5,,
10.56,,
10.66,,
10.75,,
10.73,,
10.28,,
10.03,,
9.75,,
9.42,,
9.0,,
9.05,,
8.75,,
8.66,,
8.42,,
6.84,,
6.13,,
5.94,,
5.78,,
5.91,,
5.58,,
5.53,,
5.7,,
5.81,,
6.05,,
5.75,,
5.75,,
5.67,,
6.02,,
6.16,,
5.98,,
5.89,,
6.0,,
6.13,,
6.02,,
6.09,,
6.09,,
6.13,,
6.06,,
6.0,,
5.92,,
5.83,,
5.83,,
5.81,,
5.47,,
5.47,,
5.25,,
5.13,,
5.34,,
5.38,,
5.53,,
5.58,,
5.55,,
5.63,,
5.78,,
5.73,,
5.73,,
5.75,,
5.81,,
5.86,,
5.97,,
6.2,,
6.19,,
6.09,,
6.0,,
6.05,,
5.91,,
6.31,,
6.53,,
6.42,,
6.44,,
6.16,,
6.11,,
6.02,,
5.91,,
5.88,,
5.91,,
5.88,,
5.91,,
5.69,,
5.5,,
5.44,,
5.52,,
5.53,,
5.53,,
5.72,,
5.78,,
5.78,,
5.91,,
5.98,,
6.0,,
6.02,,
5.84,,
5.78,,
5.84,,
6.09,,
6.19,,
6.13,,
6.28,,
6.39,,
6.42,,
6.64,,
6.73,,
6.66,,
6.72,,
6.98,,
6.97,,
6.86,,
7.09,,
7.22,,
7.09,,
7.08,,
7.09,,
7.13,,
7.08,,
7.17,,
7.38,,
7.31,,
7.17,,
7.33,,
7.28,,
7.45,,
7.55,,
7.52,,
7.31,,
7.19,,
7.14,,
7.2,,
7.2,,
7.16,,
7.13,,
7.31,,
7.55,,
7.53,,
7.56,,
7.56,,
7.58,,
7.36,,
6.94,,
6.66,,
6.66,,
6.69,,
6.7,,
6.75,,
6.75,,
6.7,,
6.66,,
6.59,,
6.52,,
6.38,,
6.5,,
6.64,,
6.67,,
6.7,,
6.72,,
6.67,,
6.73,,
6.59,,
6.63,,
6.63,,
6.67,,
6.61,,
6.45,,
6.55,,
6.52,,
6.47,,
6.53,,
6.63,,
6.59,,
6.55,,
6.14,,
6.33,,
6.36,,
6.38,,
6.41,,
6.41,,
6.61,,
6.69,,
6.69,,
6.67,,
6.75,,
6.78,,
7.05,,
7.06,,
7.03,,
7.0,,
7.06,,
7.0,,
7.03,,
6.97,,
7.05,,
6.94,,
7.0,,
6.98,,
6.95,,
6.95,,
6.94,,
6.89,,
6.89,,
6.78,,
6.75,,
6.73,,
6.72,,
6.59,,
6.56,,
6.56,,
6.55,,
6.48,,
6.55,,
6.55,,
6.58,,
6.55,,
6.64,,
6.59,,
6.61,,
6.63,,
6.59,,
6.53,,
6.52,,
6.42,,
6.38,,
6.28,,
6.31,,
6.27,,
6.22,,
6.03,,
6.14,,
6.03,,
5.95,,
5.84,,
5.88,,
5.86,,
5.78,,
5.83,,
5.83,,
5.73,,
5.7,,
5.64,,
5.81,,
5.75,,
5.7,,
5.77,,
5.78,,
5.88,,
5.97,,
6.31,,
6.23,,
6.22,,
6.2,,
6.19,,
6.11,,
6.03,,
6.03,,
6.03,,
6.06,,
6.14,,
6.08,,
6.11,,
5.91,,
6.0,,
6.08,,
6.13,,
6.17,,
6.17,,
6.11,,
6.05,,
6.0,,
6.02,,
6.09,,
6.06,,
6.2,,
6.39,,
6.31,,
6.22,,
6.31,,
6.23,,
6.22,,
6.25,,
6.19,,
6.25,,
6.33,,
6.25,,
6.19,,
6.16,,
6.13,,
6.16,,
6.08,,
6.09,,
6.06,,
5.97,,
6.05,,
6.08,,
6.08,,
6.05,,
6.06,,
5.94,,
5.94,,
5.91,,
5.94,,
5.94,,
5.91,,
5.98,,
5.98,,
6.02,,
6.02,,
6.03,,
6.09,,
6.06,,
6.02,,
6.0,,
6.08,,
6.14,,
6.42,,
7.17,,
7.27,,
8.38,,
8.02,,
7.97,,
8.06,,
8.03,,
7.94,,
8.03,,
8.02,,
8.0,,
8.25,,
8.16,,
8.13,,
8.03,,
8.06,,
7.97,,
7.94,,
7.97,,
7.88,,
7.94,,
8.0,,
8.06,,
8.09,,
8.19,,
8.19,,
8.13,,
8.08,,
7.98,,
8.02,,
8.11,,
8.03,,
8.05,,
8.33,,
8.23,,
8.14,,
8.13,,
8.08,,
8.09,,
8.13,,
8.09,,
8.08,,
8.0,,
7.97,,
7.95,,
7.94,,
7.95,,
7.84,,
7.88,,
7.84,,
7.91,,
7.84,,
7.84,,
7.8,,
7.84,,
7.81,,
7.8,,
7.78,,
7.75,,
7.52,,
7.58,,
7.66,,
7.64,,
7.64,,
7.7,,
7.73,,
7.81,,
7.92,,
7.98,,
8.03,,
8.27,,
8.13,,
8.13,,
8.16,,
8.14,,
8.19,,
8.33,,
8.34,,
8.45,,
8.36,,
8.31,,
8.27,,
8.5,,
8.61,,
8.56,,
8.56,,
8.5,,
8.48,,
8.56,,
8.55,,
8.56,,
8.53,,
8.5,,
8.48,,
8.39,,
8.36,,
8.39,,
8.42,,
8.53,,
8.47,,
8.58,,
8.69,,
8.69,,
8.63,,
8.52,,
8.5,,
8.64,,
8.56,,
8.64,,
8.63,,
8.64,,
8.66,,
8.63,,
8.59,,
8.67,,
8.67,,
8.73,,
8.72,,
8.75,,
8.94,,
8.91,,
8.78,,
8.73,,
8.72,,
8.67,,
8.59,,
8.55,,
8.59,,
8.53,,
8.33,,
8.25,,
8.08,,
7.95,,
7.97,,
7.94,,
7.89,,
7.91,,
7.94,,
7.94,,
8.09,,
8.03,,
8.06,,
7.48,,
7.52,,
7.47,,
7.44,,
7.36,,
7.08,,
7.22,,
7.53,,
7.59,,
7.5,,
7.38,,
7.48,,
7.67,,
7.81,,
7.89,,
8.0,,
7.84,,
7.84,,
8.13,,
8.17,,
8.05,,
7.94,,
7.94,,
7.75,,
7.58,,
7.31,,
7.34,,
7.53,,
7.61,,
7.56,,
7.53,,
7.61,,
7.58,,
7.56,,
7.56,,
7.47,,
7.56,,
7.56,,
7.55,,
7.55,,
7.58,,
7.56,,
7.42,,
7.48,,
7.67,,
7.91,,
7.94,,
7.83,,
7.19,,
7.09,,
6.94,,
7.14,,
7.13,,
7.19,,
7.19,,
7.06,,
7.06,,
7.05,,
7.09,,
7.08,,
6.91,,
6.75,,
6.5,,
6.47,,
6.47,,
6.47,,
6.47,,
6.64,,
6.58,,
6.47,,
6.41,,
6.38,,
6.23,,
6.11,,
6.03,,
6.19,,
6.16,,
6.13,,
6.03,,
6.02,,
6.13,,
6.17,,
6.19,,
6.2,,
6.31,,
6.36,,
6.45,,
6.44,,
6.41,,
6.33,,
6.3,,
6.28,,
6.33,,
6.3,,
6.33,,
6.33,,
6.41,,
6.45,,
6.47,,
6.44,,
6.44,,
6.41,,
6.56,,
6.59,,
6.53,,
6.52,,
6.5,,
6.45,,
6.34,,
6.19,,
6.16,,
6.23,,
6.22,,
6.2,,
6.22,,
6.31,,
6.34,,
6.44,,
6.38,,
6.44,,
6.39,,
6.41,,
6.33,,
6.28,,
6.33,,
6.22,,
6.09,,
6.19,,
6.14,,
6.13,,
6.13,,
6.0,,
5.89,,
5.92,,
5.92,,
5.98,,
5.92,,
5.94,,
6.06,,
6.09,,
6.2,,
6.2,,
6.13,,
6.0,,
5.98,,
5.91,,
5.83,,
5.73,,
5.72,,
5.8,,
5.72,,
5.67,,
5.73,,
5.77,,
5.67,,
5.64,,
5.78,,
5.89,,
5.97,,
5.98,,
5.94,,
6.0,,
5.92,,
5.89,,
5.8,,
5.8,,
5.75,,
5.69,,
5.83,,
5.83,,
5.91,,
5.83,,
5.81,,
5.78,,
5.81,,
5.78,,
5.77,,
5.72,,
5.77,,
5.83,,
5.75,,
5.89,,
6.03,,
6.05,,
5.97,,
6.0,,
6.19,,
6.38,,
6.38,,
6.25,,
6.28,,
6.2,,
6.19,,
6.16,,
6.11,,
6.06,,
6.05,,
5.91,,
5.8,,
5.81,,
5.78,,
5.78,,
5.89,,
5.88,,
5.94,,
5.91,,
5.89,,
5.81,,
5.89,,
6.11,,
6.11,,
6.13,,
6.13,,
6.13,,
6.19,,
6.13,,
6.19,,
6.25,,
6.06,,
6.28,,
6.39,,
6.3,,
6.34,,
6.33,,
6.63,,
6.78,,
6.67,,
6.66,,
6.67,,
6.8,,
6.94,,
6.88,,
6.83,,
6.73,,
6.67,,
6.67,,
6.69,,
6.63,,
6.53,,
6.44,,
6.44,,
6.5,,
6.55,,
6.5,,
6.34,,
6.3,,
6.3,,
6.23,,
6.09,,
6.19,,
6.34,,
6.41,,
6.8,,
6.7,,
6.69,,
6.53,,
6.39,,
6.27,,
6.16,,
6.14,,
6.23,,
6.23,,
6.19,,
6.22,,
6.25,,
6.23,,
6.11,,
5.91,,
5.75,,
5.64,,
5.64,,
5.61,,
5.59,,
5.61,,
5.58,,
5.59,,
5.48,,
5.45,,
5.31,,
5.22,,
5.2,,
5.17,,
5.17,,
5.06,,
5.05,,
4.88,,
4.81,,
4.81,,
4.81,,
4.78,,
4.78,,
4.75,,
4.77,,
4.78,,
4.75,,
4.75,,
4.75,,
4.7,,
4.64,,
4.58,,
4.53,,
4.38,,
4.53,,
4.58,,
4.53,,
4.59,,
4.63,,
4.59,,
4.58,,
4.63,,
4.59,,
4.59,,
4.59,,
4.56,,
4.53,,
4.61,,
4.63,,
4.61,,
4.59,,
4.69,,
4.78,,
4.78,,
4.89,,
4.84,,
4.78,,
4.64,,
4.39,,
4.23,,
4.19,,
4.14,,
4.06,,
3.91,,
3.97,,
3.97,,
4.09,,
4.41,,
4.34,,
4.38,,
4.36,,
4.44,,
4.47,,
4.45,,
4.39,,
4.36,,
4.36,,
4.19,,
4.22,,
4.2,,
4.23,,
4.25,,
4.23,,
4.22,,
4.44,,
4.39,,
4.36,,
4.53,,
4.47,,
4.42,,
4.48,,
4.69,,
4.58,,
4.78,,
4.88,,
4.72,,
4.72,,
4.63,,
4.64,,
4.66,,
4.67,,
4.66,,
4.58,,
4.53,,
4.45,,
4.38,,
4.23,,
4.08,,
4.28,,
4.25,,
4.27,,
4.2,,
4.31,,
4.47,,
4.44,,
4.53,,
4.44,,
4.55,,
4.7,,
4.75,,
4.73,,
4.8,,
4.91,,
4.88,,
5.02,,
5.38,,
5.2,,
5.06,,
4.89,,
5.25,,
5.5,,
5.52,,
5.23,,
5.17,,
5.23,,
5.23,,
5.17,,
5.19,,
5.19,,
5.0,,
5.0,,
5.2,,
5.22,,
5.36,,
5.31,,
5.5,,
5.34,,
5.19,,
5.14,,
5.09,,
5.08,,
5.13,,
5.06,,
4.91,,
4.92,,
4.81,,
4.63,,
4.59,,
4.36,,
4.47,,
4.5,,
4.58,,
4.63,,
4.59,,
4.36,,
4.53,,
4.61,,
4.5,,
4.53,,
4.45,,
4.59,,
4.75,,
4.75,,
4.66,,
4.61,,
4.89,,
4.77,,
4.73,,
4.66,,
4.72,,
4.75,,
4.7,,
4.72,,
4.69,,
4.63,,
4.64,,
4.63,,
4.66,,
4.64,,
4.67,,
4.78,,
4.89,,
4.75,,
4.69,,
4.69,,
4.75,,
4.75,,
4.83,,
4.7,,
4.5,,
4.52,,
4.42,,
4.44,,
4.63,,
4.72,,
4.89,,
5.06,,
5.03,,
5.0,,
5.0,,
5.02,,
4.95,,
4.95,,
4.95,,
4.94,,
5.09,,
5.33,,
5.31,,
5.31,,
5.2,,
5.13,,
5.11,,
4.97,,
4.98,,
4.95,,
5.0,,
4.98,,
5.03,,
4.97,,
4.95,,
4.97,,
4.97,,
4.92,,
4.81,,
4.83,,
4.84,,
4.83,,
4.8,,
4.83,,
4.78,,
4.81,,
4.75,,
