CMI,dcf,Deviation
24.69,28.696675500362044,-0.13962159136905927
26.53,27.326675500362043,-0.02915376589997154
25.16,26.146675500362047,-0.03773617415905839
23.98,26.466675500362047,-0.09395496235740042
24.3,26.656675500362045,-0.08840845514775597
24.49,27.686675500362046,-0.1154589867721838
25.52,28.646675500362047,-0.10914619046536589
26.48,30.416675500362047,-0.1294249103691555
28.25,29.616675500362042,-0.046145473023983974
27.45,27.716675500362047,-0.009621482214148158
25.55,28.056675500362044,-0.08934328303899353
25.89,27.08667550036205,-0.04417948966627716
24.92,26.786675500362048,-0.06968671794813863
24.62,24.33667550036205,0.011641873584324891
22.17,24.396675500362047,-0.09126962812326633
22.23,23.506675500362043,-0.054311189191443954
21.34,23.506675500362043,-0.09217277450946526
21.34,22.566675500362045,-0.05435782955014201
20.4,24.116675500362042,-0.15411226561083213
21.95,22.676675500362045,-0.03204506323470757
20.51,22.796675500362046,-0.10030741106639551
20.63,22.966675500362044,-0.10174200006984946
20.8,20.61667550036205,0.008892049527322365
18.45,21.966675500362044,-0.1600913848025881
19.8,24.106675500362048,-0.1786507434547483
21.94,21.646675500362047,0.013550556510769862
19.48,21.506675500362043,-0.09423471797525962
19.34,21.776675500362046,-0.11189382421212712
19.61,23.536675500362048,-0.16683220620098393
21.37,24.426675500362045,-0.12513677926890787
22.26,25.066675500362045,-0.11196839805587722
22.9,24.686675500362046,-0.07237408294753356
22.52,24.676675500362045,-0.08739732790709198
22.51,25.446675500362044,-0.11540507522565224
23.28,26.646675500362047,-0.12634504819621128
24.48,26.416675500362047,-0.07331261272204759
24.25,25.646675500362047,-0.05445834491656942
23.48,29.446675500362044,-0.2026264560931058
27.28,28.516675500362048,-0.04336674870625601
26.35,28.016675500362048,-0.05948869630661602
25.85,29.096675500362043,-0.11158235243478742
26.93,28.406675500362045,-0.05198339736528568
26.24,26.331020408163266,-0.0034567748135977405
24.53,27.251020408163264,-0.09985022092413676
25.45,28.151020408163266,-0.09594751341162833
26.35,30.721020408163266,-0.14228109451083815
28.92,31.501020408163264,-0.08193450163583937
29.7,31.191020408163265,-0.04780287366850744
29.39,28.911020408163264,0.016567370679918758
27.11,28.491020408163266,-0.048472128705070006
26.69,31.821020408163264,-0.16124625616490185
30.02,31.961020408163265,-0.06073086476511569
30.16,30.611020408163267,-0.014733922690240986
28.81,30.451020408163266,-0.053890489913544726
28.65,31.841020408163267,-0.10021727844328654
30.04,31.591020408163267,-0.049096875888265945
29.79,29.041020408163266,0.025790402035122728
27.24,29.831020408163266,-0.08685657991954687
28.03,31.611020408163267,-0.11328392319909097
29.81,33.30102040816327,-0.10483223533016706
31.5,35.18102040816327,-0.10463085963558749
33.38,33.671020408163265,-0.008643052828084419
31.87,33.05102040816327,-0.035733251003396194
31.25,35.29102040816326,-0.11450562668424635
33.49,35.80102040816327,-0.06455180276471428
34.0,35.80102040816327,-0.050306398745902925
34.0,35.94102040816327,-0.05400571230644313
34.14,35.80102040816327,-0.04639589568191538
34.0,35.69102040816327,-0.047379435746715104
33.89,32.351020408163265,0.04757128438051983
30.55,35.82102040816327,-0.14714880670909236
34.02,34.32102040816327,-0.008770730140985838
32.52,33.36102040816326,-0.02520967278199515
31.56,31.211020408163265,0.011181293891482591
29.41,31.801020408163264,-0.07518690839082298
30.0,31.351020408163265,-0.043093347220414024
29.55,33.311020408163266,-0.11290619026613735
31.51,34.52102040816327,-0.08722281011864996
32.72,34.65102040816326,-0.05572766358442782
32.85,34.01102040816327,-0.034136594381173
32.21,33.86102040816326,-0.04875873167027278
32.06,35.27102040816327,-0.09103848913370516
33.47,34.53102040816326,-0.03072658715618004
32.73,34.23102040816327,-0.04384971263682558
32.43,34.23102040816327,-0.05261369327260157
32.43,37.54102040816326,-0.1361449516447314
35.74,38.25102040816327,-0.06564584111401595
36.45,36.92102040816326,-0.01275751327986352
35.12,38.03102040816326,-0.07654331587533258
36.23,38.04102040816326,-0.047607040734760075
36.24,37.741020408163266,-0.03977159048509982
35.94,37.79102040816326,-0.0489804294292997
35.99,37.61102040816326,-0.0430996125755585
35.81,38.061020408163266,-0.05914240827028561
36.26,37.29102040816326,-0.027647953766842148
35.49,35.82102040816327,-0.009240954176945593
34.02,35.36102040816326,-0.03792369090835623
33.56,34.42102040816326,-0.02501437778291593
32.62,33.80102040816327,-0.03494037735849076
32.0,34.04102040816326,-0.05995767411466346
32.24,32.391020408163264,-0.004662415887497051
30.59,33.26102040816327,-0.08030482454794796
31.46,34.29102040816326,-0.08255865163724652
32.49,36.061020408163266,-0.09902715918030092
34.26,36.70102040816327,-0.06651096838768877
34.9,38.77746854554606,-0.09999282291962353
36.09,37.89746854554605,-0.04769364854472502
35.21,38.63746854554606,-0.08870841373848648
35.95,36.93746854554605,-0.02673351976810312
34.25,36.89746854554605,-0.07175203746777437
34.21,34.93746854554605,-0.0208220164720202
32.25,34.76746854554605,-0.07240873871067488
32.08,35.237468545546044,-0.08960543069275462
32.55,34.82746854554605,-0.06539288213174788
32.14,35.867468545546046,-0.10392337950510078
33.18,35.367468545546046,-0.06184973467153965
32.68,37.90746854554605,-0.13790075534232038
35.22,38.85746854554605,-0.09361053824910026
36.17,39.10746854554605,-0.07511272538965186
36.42,41.17746854554605,-0.11553572168439274
38.49,42.45746854554606,-0.09344571594724194
39.77,42.21746854554605,-0.057972887287299324
39.53,43.92746854554605,-0.10010748834721828
41.24,44.31746854554605,-0.06944143351471588
41.63,43.81746854554605,-0.049922293965300235
41.13,42.97746854554605,-0.042986909375273386
40.29,42.41746854554604,-0.05015548118487223
39.73,43.99746854554605,-0.09699350182223287
41.31,45.69746854554605,-0.09601119460639529
43.01,47.25746854554605,-0.08987930746761019
44.57,47.52746854554605,-0.06222651102723631
44.84,47.60746854554605,-0.058130974615850595
44.92,47.73746854554605,-0.05902006602754639
45.05,49.82746854554605,-0.09588021798015056
47.14,50.00746854554605,-0.05734080586251633
47.32,47.70746854554605,-0.008121758654541344
45.02,49.10746854554605,-0.0832351710769822
46.42,51.17746854554605,-0.09296021629737461
48.49,49.51746854554605,-0.02074961777581552
46.83,46.80746854554605,0.0004813645162635716
44.12,47.60746854554605,-0.07325465209748738
44.92,47.16746854554605,-0.047648699725655996
44.48,48.10746854554605,-0.07540343849337494
45.42,49.71746854554605,-0.08643779885150726
47.03,49.42746854554605,-0.0485047811691357
46.74,50.68746854554605,-0.07787858930060754
48.0,48.80746854554605,-0.016543954636625724
46.12,48.48746854554605,-0.04882640023415952
45.8,48.26746854554605,-0.05112073659337879
45.58,48.00746854554605,-0.05056439381391331
45.32,46.76746854554605,-0.030950329161741674
44.08,47.17746854554605,-0.06565567507200376
44.49,48.68746854554605,-0.08621250335945085
46.0,49.55746854554605,-0.07178471076012571
46.87,49.23746854554605,-0.0480826617508997
46.55,49.88746854554605,-0.0668999378571199
47.2,49.59746854554605,-0.04833852645814818
46.91,50.16746854554605,-0.06493188992760646
47.48,50.14746854554605,-0.053192486538444994
47.46,50.32746854554605,-0.05697621256175456
47.64,50.55746854554605,-0.0577059854750791
47.87,49.53746854554605,-0.033660754061603626
46.85,48.74746854554605,-0.03892445294411939
46.06,47.48746854554605,-0.030059899785496835
44.8,48.33746854554605,-0.07318274315943685
45.65,47.68746854554605,-0.04272544984433535
45.0,46.62746854554605,-0.03490364363135712
43.94,46.797468545546046,-0.06106032301223707
44.11,47.98244086562657,-0.08070537462800675
44.53,47.932440865626575,-0.0709840935320809
44.48,48.26244086562657,-0.07837234913496682
44.81,46.52244086562657,-0.03680892132407043
43.07,45.99244086562657,-0.0635417649209985
42.54,47.532440865626576,-0.1050322847871441
44.08,48.322440865626575,-0.08779442407356475
44.87,48.81244086562657,-0.08076713222515397
45.36,50.59244086562657,-0.10342337266398993
47.14,50.77244086562657,-0.07154355401663914
47.32,51.17244086562657,-0.07528350808480433
47.72,50.682440865626575,-0.058451029883916594
47.23,52.44244086562657,-0.0993935594832901
48.99,52.712440865626576,-0.07061788079811637
49.26,52.17244086562657,-0.05582335841115327
48.72,54.002440865626575,-0.09781855747540724
50.55,53.95244086562657,-0.0630637059424366
50.5,53.52244086562657,-0.05647053491477916
50.07,53.462440865626576,-0.06345465733884459
50.01,52.042440865626574,-0.039053526925732274
48.59,51.862440865626574,-0.06309847378964151
48.41,49.972440865626574,-0.03126605061833787
46.52,48.15244086562657,-0.03390151851662171
44.7,49.37244086562657,-0.09463661880406549
45.92,46.51244086562657,-0.012737255981429163
43.06,47.55244086562657,-0.0944734020766943
44.1,48.222440865626574,-0.08548801743806145
44.77,48.752440865626575,-0.08168700468973711
45.3,50.52244086562657,-0.1033687362714043
47.07,49.63244086562657,-0.05162834672113037
46.18,50.462440865626576,-0.08486392636119278
47.01,50.392440865626575,-0.06712198908256872
46.94,50.84244086562657,-0.07675557662427113
47.39,50.06244086562657,-0.053382152755989565
46.61,50.42244086562657,-0.07561000221680159
46.97,52.292440865626574,-0.10178222277486337
48.84,51.962440865626576,-0.06009034243986189
48.51,51.59244086562657,-0.05974597855633246
48.14,50.63244086562657,-0.04922616455014006
47.18,49.95244086562657,-0.05550160948259786
46.5,50.24244086562657,-0.07448764035242095
46.79,49.532440865626576,-0.05536656013109409
46.08,49.792440865626574,-0.07455832253022565
46.34,48.792440865626574,-0.05026272148139799
45.34,48.35244086562657,-0.06230173310171172
44.9,50.612440865626574,-0.11286633815572755
47.16,46.87244086562657,0.006134929802307454
43.42,46.502440865626575,-0.06628557142911251
43.05,47.15244086562657,-0.08700378581286117
43.7,48.532440865626576,-0.09957135432372577
45.08,48.41244086562657,-0.06883439062442831
44.96,49.19244086562657,-0.08603843987306614
45.74,49.80244086562657,-0.08157111970852116
46.35,49.042440865626574,-0.05490022148374918
45.59,50.01244086562657,-0.08842681519002005
46.56,49.56244086562657,-0.060578954813116814
46.11,50.222440865626574,-0.08188452800670676
46.77,49.95244086562657,-0.06370941660663632
46.5,50.56244086562657,-0.08034503073977006
47.11,50.642440865626575,-0.06975257916575284
47.19,50.212440865626576,-0.06019306796327484
46.76,50.80244086562657,-0.07957178428333611
47.35,50.98244086562657,-0.07124886145017117
47.53,50.862440865626574,-0.0655186972727193
47.41,50.292440865626574,-0.057313600533487774
46.84,49.84244086562657,-0.06023864027287584
46.39,49.31244086562657,-0.059263764160246035
45.86,51.6204227478611,-0.11159193282855828
46.94,52.7304227478611,-0.1098118021080341
48.05,53.170422747861096,-0.09630208832723786
48.49,55.6304227478611,-0.12835463753752674
50.95,58.350422747861096,-0.1268272344801883
53.67,59.680422747861094,-0.10071012354007669
55.0,58.030422747861095,-0.05222127643336516
53.35,57.460422747861095,-0.0715348504465032
52.78,57.570422747861095,-0.08320978931910084
52.89,56.4104227478611,-0.0624073101454391
51.73,57.6204227478611,-0.10222803768095845
52.94,56.1504227478611,-0.05717539763284141
51.47,54.1504227478611,-0.049499571967182354
49.47,52.4504227478611,-0.05682361726975094
47.77,52.3104227478611,-0.0867976687886115
47.63,51.9704227478611,-0.08351717223696686
47.29,51.0904227478611,-0.07438620671856166
46.41,50.2304227478611,-0.07605794534197474
45.55,49.8404227478611,-0.08608319334621262
45.16,51.6204227478611,-0.12515245718573254
46.94,55.7704227478611,-0.15833523062544408
51.09,56.5204227478611,-0.09607894781831927
51.84,54.780422747861095,-0.053676525305308975
50.1,55.1604227478611,-0.09174010088704987
50.48,54.7904227478611,-0.07867109855489063
50.11,56.920422747861096,-0.11964814066875518
52.24,56.6604227478611,-0.07801605659618849
51.98,59.5404227478611,-0.12697966186564746
54.86,59.6304227478611,-0.07999981432350667
54.95,61.7904227478611,-0.11070360815904734
57.11,61.140422747861095,-0.06592075368013539
56.46,62.170422747861096,-0.0918511165835294
57.49,62.610422747861094,-0.08178227399105076
57.93,61.860422747861094,-0.06353695259861436
57.18,60.320422747861095,-0.05206234646245833
55.64,60.6304227478611,-0.08230888919601254
55.95,60.710422747861095,-0.07841195189221128
56.03,61.460422747861095,-0.08835641710665065
56.78,63.640422747861095,-0.10779976706065586
58.96,63.920422747861096,-0.07760309670397292
59.24,63.860422747861094,-0.07235189729488356
59.18,64.41042274786109,-0.08120460206162483
59.73,65.3804227478611,-0.08642377198526086
60.7,64.7004227478611,-0.06182993213894172
60.02,65.8104227478611,-0.08798640862779272
61.13,64.91042274786109,-0.05824061202845365
60.23,64.1204227478611,-0.06067369148764501
59.44,65.05042274786109,-0.0862472911145773
60.37,64.9004227478611,-0.06980575096501063
60.22,65.3804227478611,-0.07892917376448028
60.7,64.8504227478611,-0.06399993357017841
60.17,64.0104227478611,-0.059996834624708395
59.33,62.8404227478611,-0.05586249414562672
58.16,64.6304227478611,-0.10011419503016084
59.95,67.0304227478611,-0.10562998796075806
62.35,66.4904227478611,-0.06227096439982094
61.81,66.2404227478611,-0.06688397452904482
61.56,67.0404227478611,-0.08174803384628049
62.36,67.53395067941621,-0.07661258711158425
63.08,66.6039506794162,-0.052909033825605634
62.15,66.40395067941621,-0.06406171072491396
61.95,66.7939506794162,-0.07252079911645282
62.34,70.0839506794162,-0.11049535028125368
65.63,69.5739506794162,-0.05668717445109872
65.12,69.16395067941619,-0.05846905273182579
64.71,69.48395067941621,-0.06870580375376445
65.03,70.5239506794162,-0.07790191313005557
66.07,69.5839506794162,-0.05049944197054168
65.13,70.51395067941621,-0.07635298586365902
66.06,72.17395067941621,-0.08471132066156783
67.72,71.46395067941621,-0.05238936056322152
67.01,70.3639506794162,-0.04766575280426011
65.91,70.38395067941622,-0.06356492689354853
65.93,71.49395067941622,-0.07782407639445388
67.04,71.19395067941619,-0.05834696122036087
66.74,72.51395067941621,-0.0796253772593748
68.06,74.21395067941621,-0.08292175019760883
69.76,74.76395067941621,-0.06692999278319145
70.31,76.85395067941622,-0.08514787621931419
72.4,78.26395067941621,-0.07492530888756233
73.81,80.24395067941622,-0.08017988427714118
75.79,76.6839506794162,-0.011657598121847301
72.23,77.70395067941621,-0.0704462338343661
73.25,75.10395067941622,-0.024685128580384075
70.65,74.8639506794162,-0.05628811518992982
70.41,71.69395067941619,-0.01790877287760939
67.24,69.76395067941621,-0.03617843678341037
65.31,76.5839506794162,-0.14721035647024083
72.13,76.21395067941621,-0.053585342880266285
71.76,79.5439506794162,-0.09785723003359026
75.09,78.49395067941622,-0.04336577086454185
74.04,76.0039506794162,-0.025840113071228688
71.55,75.7239506794162,-0.05512061430982362
71.27,74.40395067941621,-0.042120756368427936
69.95,72.92395067941621,-0.040781535444919914
68.47,68.15395067941621,0.004637285402139479
63.7,70.3239506794162,-0.094191959004303
65.87,68.6839506794162,-0.04096955186154583
64.23,69.3939506794162,-0.07441499768866666
64.94,70.4339506794162,-0.07800145563923011
65.98,74.0439506794162,-0.10890762318086211
69.59,72.4339506794162,-0.03926267520603943
67.98,70.5439506794162,-0.036345436493455674
66.09,74.23395067941621,-0.1097065507746765
69.78,74.99395067941622,-0.06952495010837323
70.54,70.80395067941619,-0.003727908921513312
66.35,67.3939506794162,-0.015490272775106173
62.94,69.6439506794162,-0.09626034442353382
65.19,70.34395067941621,-0.07326785927768975
65.89,74.9339506794162,-0.12069229764900813
70.48,76.67395067941621,-0.08078298593630473
72.22,76.8639506794162,-0.06041779843954642
72.41,79.8239506794162,-0.09287877405606793
75.37,78.96395067941621,-0.04551381546254185
74.51,78.26395067941621,-0.047965259188014864
73.81,78.7539506794162,-0.06277717672274685
74.3,79.42395067941621,-0.0645139235153176
74.97,76.66395067941619,-0.022095791625711292
72.21,77.60395067941622,-0.06950613508967807
73.15,75.81395067941621,-0.035138001061056356
71.36,77.0439506794162,-0.0737754311570471
72.59,75.12902475997979,-0.03379552400808328
70.46,70.90902475997977,-0.006332406368578347
66.24,69.79902475997979,-0.050989605832149176
65.13,69.48902475997978,-0.06272968681077595
64.82,68.90902475997977,-0.059339466408390606
64.24,68.23902475997978,-0.05860319332003561
63.57,72.07902475997979,-0.11805133030468284
67.41,73.60902475997979,-0.08421555346227216
68.94,76.19902475997979,-0.09526401135506768
71.53,75.32902475997979,-0.05043241661609965
70.66,78.39902475997978,-0.09871327843264588
73.73,79.30902475997979,-0.07034539608656276
74.64,77.3690247599798,-0.03527283390796232
72.7,74.16902475997979,-0.019806445679092288
69.5,75.32902475997979,-0.07738086054549043
70.66,77.2090247599798,-0.08482201116176247
72.54,77.8190247599798,-0.06783720017389183
73.15,80.5690247599798,-0.0920828417879146
75.9,81.63902475997979,-0.070297566352031
76.97,82.51902475997977,-0.06724539918061356
77.85,84.0990247599798,-0.07430555559728114
79.43,84.4290247599798,-0.05920978921871167
79.76,83.80902475997979,-0.0483125149299346
79.14,84.27902475997979,-0.06097631972623485
79.61,86.07902475997979,-0.0751521613774997
81.41,84.7090247599798,-0.03894537529298059
80.04,86.15902475997977,-0.07102012559944859
81.49,86.30902475997979,-0.05583454074914196
81.64,85.79902475997979,-0.04847403302793396
81.13,85.78902475997978,-0.05430793476222384
81.12,86.14902475997978,-0.05837587568740521
81.48,82.4790247599798,-0.012112470569178413
77.81,82.63902475997979,-0.05843516152332884
77.97,82.41902475997979,-0.05398055573863214
77.75,82.43902475997979,-0.05687870245471516
77.77,85.23902475997978,-0.08762447459965006
80.57,86.49902475997979,-0.06854441164431435
81.83,85.90902475997977,-0.04748074805151281
81.24,84.1790247599798,-0.0349139796803285
79.51,81.16902475997979,-0.02043913629473304
76.5,79.43902475997979,-0.03699724120304693
74.77,78.14902475997978,-0.04323822044302961
73.48,77.23902475997978,-0.048667429083432245
72.57,80.85902475997979,-0.1025120545861734
76.19,78.48902475997978,-0.029291034855003284
73.82,79.07902475997979,-0.06650340941788235
74.41,84.54902475997979,-0.11991888479805346
79.88,86.46902475997979,-0.07620098385831886
81.8,87.82902475997979,-0.06864501543147017
83.16,85.54902475997979,-0.027925797712861633
80.88,86.62902475997979,-0.06636372481288377
81.96,86.10902475997979,-0.04818339043491415
81.44,86.5890247599798,-0.05946509704033065
81.92,89.4790247599798,-0.08447817553059234
84.81,89.68902475997979,-0.05439935123652784
85.02,87.98902475997978,-0.03374312612372765
83.32,88.74902475997979,-0.061172782176057705
84.08,89.80902475997979,-0.06379119220246487
85.14,92.6190247599798,-0.08075041579590725
87.95,93.79902475997979,-0.0623569890512905
89.13,93.05902475997979,-0.042220781596558066
88.39,92.9790247599798,-0.04935548390431177
88.31,95.52902475997979,-0.07556891508227848
90.86,94.3467071935157,-0.03695632097010093
89.6,95.7067071935157,-0.06380647054514321
90.96,96.0467071935157,-0.05296076609130351
91.3,95.3267071935157,-0.04224112331228835
90.58,96.0567071935157,-0.057015354299854826
91.31,94.4367071935157,-0.03310902387890957
89.69,96.9867071935157,-0.07523409552359295
92.24,97.9667071935157,-0.05845564638815126
93.22,97.0267071935157,-0.039233601795054085
92.28,97.6567071935157,-0.055057223902309715
92.91,97.8067071935157,-0.05006514720741306
93.06,97.00670719351571,-0.040684889815325254
92.26,97.56670719351571,-0.05439055335740994
92.82,98.50670719351571,-0.057729136984999596
93.76,98.3867071935157,-0.04702573473076477
93.64,96.0967071935157,-0.025564946659082488
91.35,94.9167071935157,-0.03757723270197233
90.17,96.7967071935157,-0.06846004771905723
92.05,98.4967071935157,-0.06545099198950799
93.75,98.3767071935157,-0.047030514900387455
93.63,99.2367071935157,-0.05649831954402107
94.49,93.7467071935157,0.007928735085595662
89.0,94.00670719351571,-0.05325904228524081
89.26,93.75670719351571,-0.047961445406080716
89.01,92.8467071935157,-0.04132302921113873
88.1,92.9467071935157,-0.052145012339434804
88.2,96.11670719351571,-0.08236556811685891
91.37,96.2167071935157,-0.05037282333688442
91.47,100.3867071935157,-0.08882358474341578
95.64,101.1367071935157,-0.05434927976247306
96.39,100.14670719351571,-0.03751203907539902
95.4,98.0467071935157,-0.026994350644452214
93.3,99.2767071935157,-0.060202512376499095
94.53,99.75670719351571,-0.05239454409192301
95.01,98.8067071935157,-0.038425601878218085
94.06,98.72670719351571,-0.04726894399879478
93.98,96.06670719351571,-0.0217214397628126
91.32,96.7667071935157,-0.056286995305351084
92.02,98.5567071935157,-0.06632432616362594
93.81,99.0567071935157,-0.0529667030347154
94.31,100.3367071935157,-0.06006482933401647
95.59,99.6567071935157,-0.04080715997989848
94.91,103.39670719351571,-0.08207908572593248
98.65,102.9467071935157,-0.04173719889300487
98.2,102.0167071935157,-0.03741256994578135
97.27,101.86670719351571,-0.045124725439326996
97.12,105.2667071935157,-0.07739110883880218
100.52,108.7167071935157,-0.07539510168318075
103.97,107.5867071935157,-0.03361667335919438
102.84,109.7067071935157,-0.06259149845235312
104.96,110.72670719351571,-0.052080544429424
105.98,109.8267071935157,-0.03502524378462668
105.08,108.9967071935157,-0.0359341790625094
104.25,109.7767071935157,-0.050344989705085275
105.03,111.4367071935157,-0.057491892526850386
106.69,113.03670719351571,-0.056147311356569585
108.29,113.36670719351571,-0.044781288256435126
108.62,113.25670719351571,-0.040939802228164845
108.51,112.7067071935157,-0.03723564726551731
107.96,113.86670719351571,-0.05187387375202923
109.12,115.9367071935157,-0.05879679834392393
111.19,115.9967071935157,-0.041438307257263274
111.25,115.6567071935157,-0.038101613822901226
110.91,114.56670719351571,-0.031917712248979435
109.82,114.8067071935157,-0.04343567824055983
110.06,114.8767071935157,-0.04192936332516661
110.13,114.9067071935157,-0.041570307862631495
110.16,114.75670719351571,-0.040056109189018696
110.01,116.93898435735268,-0.05925298903040288
111.75,116.78898435735269,-0.043146058552357425
111.6,118.17898435735269,-0.05566966405345808
112.99,115.34898435735268,-0.020450846364147623
110.16,114.96898435735268,-0.041828536489503465
109.78,116.2289843573527,-0.0554851648494572
111.04,116.70898435735268,-0.04857367569916238
111.52,117.01898435735269,-0.046992241366237586
111.83,118.09898435735268,-0.05308245783370602
112.91,117.7489843573527,-0.04109576302303397
112.56,119.03898435735269,-0.05442741629836911
113.85,116.61898435735269,-0.023743855879140296
111.43,113.20898435735268,-0.015714162329530046
108.02,110.23898435735268,-0.020128853420488535
105.05,111.31898435735268,-0.05631550084240966
106.13,112.25898435735267,-0.0545968270819408
107.07,114.79898435735268,-0.06732624335153936
109.61,115.10898435735268,-0.04777198224841628
109.92,110.56898435735268,-0.005869497319928252
105.38,111.06898435735268,-0.051220278912868955
105.88,112.59898435735268,-0.05967180250959281
107.41,112.07898435735268,-0.04165798239629026
106.89,112.83898435735267,-0.05272100233118615
107.65,114.87898435735268,-0.0629269521992426
109.69,116.9989843573527,-0.06247049406026206
111.81,116.88898435735268,-0.04345135159892588
111.7,116.98898435735268,-0.04520925099406814
111.8,116.32898435735268,-0.03893255307241428
111.14,116.88898435735268,-0.04918328608089284
111.7,118.7289843573527,-0.05920192441128558
113.54,117.83898435735267,-0.03648185174709062
112.65,116.17898435735269,-0.03037541063793392
110.99,117.00898435735267,-0.0514403606732482
111.82,115.2289843573527,-0.02958443464866989
110.04,108.26898435735269,0.01635755293318253
103.08,105.87898435735268,-0.026435693299680874
100.69,106.05898435735268,-0.050622626549605254
100.87,107.51898435735269,-0.06184009639873422
102.33,106.30898435735268,-0.03742848623195871
101.12,105.10898435735268,-0.03795093618059142
99.92,105.48898435735268,-0.05279209380277361
100.3,109.12898435735268,-0.08090411918836682
103.94,107.68898435735268,-0.03481307191933525
102.5,104.88898435735268,-0.022776313184743047
99.7,105.27898435735268,-0.05299238391601224
100.09,105.25898435735267,-0.0491072984307358
100.07,103.83898435735267,-0.03629642932929744
98.65,103.91898435735268,-0.0507028084419483
98.73,102.73898435735268,-0.03902106276823214
97.55,105.11898435735269,-0.07200397153402738
99.93,104.11898435735269,-0.040232666340419
98.93,105.1589843573527,-0.059233972212828445
99.97,105.10898435735268,-0.04889196093724024
99.92,107.75898435735267,-0.07274552933198464
102.57,106.88898435735268,-0.040406262472411636
101.7,107.86898435735269,-0.057189602684269536
102.68,108.95898435735268,-0.05762704557486964
103.77,109.7289843573527,-0.05430638397186083
104.54,108.8924630290668,-0.039970287272361404
104.92,111.6024630290668,-0.0598773794743791
107.63,113.54246302906681,-0.05207270365055605
109.57,113.5924630290668,-0.03541135495968173
109.62,115.2724630290668,-0.049035674961169895
111.3,114.8024630290668,-0.03050860527426158
110.83,114.9224630290668,-0.0356106449618272
110.95,114.2324630290668,-0.028734940506636608
110.26,114.1424630290668,-0.034014186535278434
110.17,112.8624630290668,-0.02385614274936898
108.89,111.3924630290668,-0.022465281411488403
107.42,109.6924630290668,-0.020716674293881354
105.72,109.8624630290668,-0.0377058998574501
105.89,109.29246302906681,-0.031131726148050154
105.32,109.1024630290668,-0.034668905944489015
105.13,106.79246302906681,-0.015567231824350047
102.82,109.3024630290668,-0.059307565899433756
105.33,112.12246302906681,-0.060580751131964705
108.15,112.9124630290668,-0.04217836456052515
108.94,112.1724630290668,-0.028816903380548875
108.2,120.3624630290668,-0.10104863861193703
116.39,123.0524630290668,-0.05414327243082506
119.08,121.7224630290668,-0.02170891849629919
117.75,124.15246302906681,-0.051569359744138565
120.18,122.26246302906681,-0.01703272596898131
118.29,119.90246302906681,-0.013448122651791627
115.93,116.6324630290668,-0.006022877429002982
112.66,119.8624630290668,-0.06008939618836462
115.89,121.2124630290668,-0.043910196163495674
117.24,121.5624630290668,-0.03555754730005156
117.59,122.3824630290668,-0.0391597203590236
118.41,118.01246302906681,0.0033686015928273694
114.04,117.0924630290668,-0.02606882586720427
113.12,114.26246302906681,-0.009998585701554319
110.29,114.0924630290668,-0.03332790727901158
110.12,110.4624630290668,-0.003100266096517146
106.49,112.1624630290668,-0.050573631105058636
108.19,113.4824630290668,-0.04663683610489866
109.51,110.3824630290668,-0.007904000374018172
106.41,108.1324630290668,-0.01592919444185592
104.16,106.65246302906681,-0.023369952819444206
102.68,109.0824630290668,-0.05869378863732433
105.11,109.8224630290668,-0.04290982827274181
105.85,108.9424630290668,-0.028386204452176877
104.97,109.2124630290668,-0.03884596053783418
105.24,104.6124630290668,0.005998682688111767
100.64,107.0624630290668,-0.05998799997085014
103.09,105.37246302906681,-0.02166090611773197
101.4,103.9224630290668,-0.024272548547673245
99.95,104.9524630290668,-0.047664084145232155
100.98,100.2024630290668,0.0077596592681323795
96.23,100.5524630290668,-0.042987142222635555
96.58,96.8424630290668,-0.0027102060486424717
92.87,97.4224630290668,-0.04672908985793689
93.45,99.8424630290668,-0.06402549411472136
95.87,96.4124630290668,-0.005626482427933066
92.44,96.90246302906681,-0.046051079503812486
92.93,97.5924630290668,-0.04777482691135826
93.62,97.4524630290668,-0.039326487088619855
93.48,101.4924630290668,-0.078946384686438
97.52,100.0524630290668,-0.02531135118913652
96.08,102.3224630290668,-0.06100774790080554
98.35,100.6424630290668,-0.022778288210262843
96.67,103.08159836065573,-0.06219925246233782
97.39,106.39159836065573,-0.08460816924792602
100.7,106.73159836065574,-0.056511833920770305
101.04,109.18159836065574,-0.07456932745902733
103.49,113.11159836065573,-0.08506288037745979
107.42,111.34159836065574,-0.035221322653847364
105.65,112.47159836065573,-0.06065174195161105
106.78,114.51159836065574,-0.06751803722366156
108.82,112.46159836065574,-0.03238081632965428
106.77,109.34159836065574,-0.023518938804730993
103.65,109.01159836065574,-0.04918374229242406
103.32,111.40159836065574,-0.07254472538618406
105.71,110.18159836065574,-0.04058389447227784
104.49,110.37159836065574,-0.053289056677758184
104.68,109.19159836065573,-0.04131818224470063
103.5,112.27159836065574,-0.07812838232228858
106.58,112.44159836065573,-0.05213015864337589
106.75,113.26159836065574,-0.057491669329272965
107.57,112.47159836065573,-0.04358076556303647
106.78,112.35159836065574,-0.049590735173793976
106.66,116.51159836065574,-0.08455465807069795
110.82,112.18159836065574,-0.01213744839218911
106.49,111.43159836065574,-0.044346472933664116
105.74,110.57159836065574,-0.04369655890200963
104.88,109.48159836065574,-0.042030792658845684
103.79,104.84159836065574,-0.010030354144718645
99.15,107.23159836065574,-0.0753658295148657
101.54,98.85159836065574,0.027196339603288378
