date,MAS,dcf,Deviation
2010-03-17,13.65,17.678710601719196,-0.22788486629377924
2010-03-18,13.63,17.228710601719197,-0.20887869585319363
2010-03-19,13.18,17.428710601719196,-0.2437765305082349
2010-03-22,13.38,17.6487106017192,-0.24187096145728482
2010-03-23,13.6,17.3787106017192,-0.21743331184451553
2010-03-24,13.33,17.348710601719198,-0.23164318628503477
2010-03-25,13.3,17.3987106017192,-0.23557553749495652
2010-03-26,13.35,17.508710601719198,-0.23752237936418064
2010-03-29,13.46,17.578710601719198,-0.2343010642268829
2010-03-30,13.53,17.688710601719198,-0.23510535591638915
2010-03-31,13.64,0.0,inf
2010-04-01,13.89,0.0,inf
2010-04-05,14.19,0.0,inf
2010-04-06,14.31,0.0,inf
2010-04-07,13.93,0.0,inf
2010-04-08,13.96,0.0,inf
2010-04-09,14.15,0.0,inf
2010-04-12,14.16,0.0,inf
2010-04-13,14.18,0.0,inf
2010-04-14,14.83,0.0,inf
2010-04-15,14.94,0.0,inf
2010-04-16,14.9,0.0,inf
2010-04-19,15.15,0.0,inf
2010-04-20,15.37,0.0,inf
2010-04-21,15.45,0.0,inf
2010-04-22,15.91,0.0,inf
2010-04-23,16.12,0.0,inf
2010-04-26,15.82,0.0,inf
2010-04-27,13.73,0.0,inf
2010-04-28,14.46,0.0,inf
2010-04-29,14.8,0.0,inf
2010-04-30,14.26,0.0,inf
2010-05-03,14.61,0.0,inf
2010-05-04,13.84,0.0,inf
2010-05-05,13.59,0.0,inf
2010-05-06,12.86,0.0,inf
2010-05-07,12.0,0.0,inf
2010-05-10,13.3,0.0,inf
2010-05-11,13.29,0.0,inf
2010-05-12,13.71,0.0,inf
2010-05-13,13.34,0.0,inf
2010-05-14,12.95,0.0,inf
2010-05-17,12.97,0.0,inf
2010-05-18,12.66,0.0,inf
2010-05-19,12.36,0.0,inf
2010-05-20,11.71,0.0,inf
2010-05-21,12.07,0.0,inf
2010-05-24,12.0,0.0,inf
2010-05-25,11.89,0.0,inf
2010-05-26,11.5,0.0,inf
2010-05-27,11.94,0.0,inf
2010-05-28,11.73,0.0,inf
2010-06-01,10.99,0.0,inf
2010-06-02,11.34,0.0,inf
2010-06-03,11.37,0.0,inf
2010-06-04,10.9,0.0,inf
2010-06-07,10.43,0.0,inf
2010-06-08,10.28,0.0,inf
2010-06-09,10.18,0.0,inf
2010-06-10,10.87,0.0,inf
2010-06-11,10.86,0.0,inf
2010-06-14,11.1,0.0,inf
2010-06-15,11.6,0.0,inf
2010-06-16,11.18,0.0,inf
2010-06-17,10.74,0.0,inf
2010-06-18,10.83,0.0,inf
2010-06-21,10.83,0.0,inf
2010-06-22,10.51,0.0,inf
2010-06-23,10.63,0.0,inf
2010-06-24,10.27,0.0,inf
2010-06-25,10.38,0.0,inf
2010-06-28,10.39,0.0,inf
2010-06-29,9.89,13.425616045845272,-0.26334851479231847
2010-06-30,9.46,13.485616045845273,-0.2985118389964474
2010-07-01,9.52,13.365616045845272,-0.2877245637353685
2010-07-02,9.4,13.375616045845272,-0.29722863098183616
2010-07-06,9.41,13.845616045845272,-0.32036249099774006
2010-07-07,9.88,13.825616045845273,-0.2853844655284613
2010-07-08,9.86,14.075616045845273,-0.29949780045965413
2010-07-09,10.11,13.735616045845273,-0.2639572942155691
2010-07-12,9.77,14.005616045845272,-0.3024226875833681
2010-07-13,10.04,13.785616045845272,-0.27170465457538484
2010-07-14,9.82,13.835616045845272,-0.2902376036267016
2010-07-15,9.87,13.165616045845272,-0.2503199268738575
2010-07-16,9.2,13.035616045845272,-0.2942412565969803
2010-07-19,9.07,13.295616045845271,-0.3178202522752398
2010-07-20,9.33,12.935616045845272,-0.27873554943703993
2010-07-21,8.97,13.455616045845272,-0.333363855698774
2010-07-22,9.49,14.005616045845272,-0.3224146678778058
2010-07-23,10.04,14.445616045845272,-0.30497945064186993
2010-07-26,10.48,13.215616045845271,-0.2069987533199631
2010-07-27,9.25,12.845616045845272,-0.27990997341137425
2010-07-28,8.88,12.795616045845271,-0.3060123117023872
2010-07-29,8.83,12.995616045845273,-0.3205400983801018
2010-07-30,9.03,13.325616045845273,-0.3223577830148109
2010-08-02,9.36,13.375616045845272,-0.3002191474457433
2010-08-03,9.41,13.435616045845272,-0.29962273647214877
2010-08-04,9.47,13.385616045845273,-0.2925241567092932
2010-08-05,9.42,13.575616045845273,-0.30610883747828677
2010-08-06,9.61,13.925616045845272,-0.3099048567501502
2010-08-09,9.96,13.645616045845273,-0.2700952476944011
2010-08-10,9.68,13.295616045845271,-0.27194046769838176
2010-08-11,9.33,13.225616045845273,-0.2945508195868919
2010-08-12,9.26,13.175616045845272,-0.29718656283096545
2010-08-13,9.21,13.015616045845272,-0.29238846877786207
2010-08-16,9.05,13.325616045845273,-0.32085691431716923
2010-08-17,9.36,13.525616045845272,-0.3079797645982154
2010-08-18,9.56,13.335616045845272,-0.28312273185321424
2010-08-19,9.37,13.245616045845273,-0.2925961338778902
2010-08-20,9.28,13.085616045845272,-0.29082437024839725
2010-08-23,9.12,13.185616045845272,-0.3083372086453503
2010-08-24,9.22,13.345616045845272,-0.3091364258999231
2010-08-25,9.38,12.985616045845273,-0.27766230212842946
2010-08-26,9.02,13.345616045845272,-0.3241226205658684
2010-08-27,9.38,13.115616045845272,-0.2848220039979463
2010-08-30,9.15,13.185616045845272,-0.3060620020948416
2010-08-31,9.22,13.635616045845273,-0.32382959677063483
2010-09-01,9.67,13.905616045845273,-0.3045975116730475
2010-09-02,9.94,14.005616045845272,-0.2902846995474595
2010-09-03,10.04,13.525616045845272,-0.2577047902314191
2010-09-07,9.56,13.515616045845272,-0.2926700516223406
2010-09-08,9.55,13.575616045845273,-0.2965328447895582
2010-09-09,9.61,13.565616045845273,-0.29159133153092265
2010-09-10,9.6,13.865616045845272,-0.3076398503854022
2010-09-13,9.9,13.725616045845273,-0.2787208991616287
2010-09-14,9.76,13.635616045845273,-0.2842274256487415
2010-09-15,9.67,13.585616045845272,-0.2882177762592325
2010-09-16,9.62,13.575616045845273,-0.29137654103408905
2010-09-17,9.61,13.765616045845272,-0.3018837683693435
2010-09-20,9.8,13.785616045845272,-0.28911410506362256
2010-09-21,9.82,13.585616045845272,-0.2771766869561183
2010-09-22,9.62,13.285616045845272,-0.2759086242742652
2010-09-23,9.32,13.635616045845273,-0.3164958613776916
2010-09-24,9.67,13.565616045845273,-0.2871683845893883
2010-09-27,9.6,13.635616045845273,-0.2959614022774506
2010-09-28,9.67,13.535616045845272,-0.28558848247116275
2010-09-29,9.57,13.635616045845273,-0.2981615228953335
2010-09-30,9.67,14.224011461318051,-0.32016365240583544
2010-10-01,9.82,14.154011461318051,-0.3062037552507717
2010-10-04,9.75,14.624011461318052,-0.3332882686949673
2010-10-05,10.22,14.74401146131805,-0.3068372181605469
2010-10-06,10.34,14.804011461318051,-0.3015406650408392
2010-10-07,10.4,15.004011461318052,-0.30685203574975173
2010-10-08,10.6,15.024011461318052,-0.29446273205451445
2010-10-11,10.62,14.794011461318052,-0.28214196482352694
2010-10-12,10.39,14.694011461318052,-0.29290922173623934
2010-10-13,10.29,14.364011461318052,-0.28362630260281196
2010-10-14,9.96,14.074011461318051,-0.2923126411133935
2010-10-15,9.67,13.984011461318051,-0.3084959900992128
2010-10-18,9.58,13.844011461318052,-0.30800404010298954
2010-10-19,9.44,13.934011461318052,-0.3225210108226043
2010-10-20,9.53,14.114011461318052,-0.3247844508190565
2010-10-21,9.71,14.024011461318052,-0.30761608211867486
2010-10-22,9.62,13.974011461318051,-0.31157921069197225
2010-10-25,9.57,14.004011461318052,-0.31662438106150514
2010-10-26,9.6,13.784011461318052,-0.3035409157239608
2010-10-27,9.38,13.714011461318051,-0.3160279888596148
2010-10-28,9.31,13.774011461318052,-0.3240894254992064
2010-10-29,9.37,13.854011461318052,-0.3236615960538155
2010-11-01,9.45,13.904011461318051,-0.3203400309119011
2010-11-02,9.5,13.874011461318052,-0.31526653077325006
2010-11-03,9.47,14.364011461318052,-0.340713419402199
2010-11-04,9.96,14.564011461318051,-0.3161224827065183
2010-11-05,10.16,14.594011461318052,-0.30382403584309614
2010-11-08,10.19,14.49401146131805,-0.29695101820532543
2010-11-09,10.09,14.624011461318052,-0.31003883396227894
2010-11-10,10.22,14.41401146131805,-0.29096767909289145
2010-11-11,10.01,14.384011461318051,-0.30408842992657403
2010-11-12,9.98,14.294011461318052,-0.30180551295851943
2010-11-15,9.89,14.16401146131805,-0.3017514828331215
2010-11-16,9.76,14.034011461318052,-0.3045466702872882
2010-11-17,9.63,14.074011461318051,-0.3157601138475883
2010-11-18,9.67,14.094011461318052,-0.31389299444377816
2010-11-19,9.69,14.034011461318052,-0.3095345527749819
2010-11-22,9.63,13.854011461318052,-0.3048944685163545
2010-11-23,9.45,14.004011461318052,-0.32519335433973084
2010-11-24,9.6,13.824011461318051,-0.3055561313109121
2010-11-26,9.42,13.964011461318051,-0.3254087461833941
2010-11-29,9.56,13.99401146131805,-0.31685063811577197
2010-11-30,9.59,14.66401146131805,-0.3460179688690711
2010-12-01,10.26,14.954011461318052,-0.3138964734285632
2010-12-02,10.55,14.944011461318052,-0.2940315906938218
2010-12-03,10.54,14.944011461318052,-0.29470075506283255
2010-12-06,10.54,15.284011461318052,-0.3103904674060577
2010-12-07,10.88,15.91401146131805,-0.3163257405936992
2010-12-08,11.51,16.05401146131805,-0.28304523590672603
2010-12-09,11.65,16.294011461318053,-0.2850133911064765
2010-12-10,11.89,16.044011461318053,-0.25891351868785006
2010-12-13,11.64,15.854011461318052,-0.2658009596876948
2010-12-14,11.45,15.74401146131805,-0.27273935056946197
2010-12-15,11.34,15.954011461318052,-0.28920697922933936
2010-12-16,11.55,15.884011461318051,-0.27285371027794614
2010-12-17,11.48,15.824011461318051,-0.27452024235049555
2010-12-20,11.42,15.884011461318051,-0.2810380408116143
2010-12-21,11.48,15.824011461318051,-0.27452024235049555
2010-12-22,11.42,15.644011461318051,-0.27000820548888593
2010-12-23,11.24,15.644011461318051,-0.28151420575263375
2010-12-27,11.24,15.604011461318052,-0.27967240809431126
2010-12-28,11.2,15.574011461318051,-0.28085323246242644
2010-12-29,11.17,15.674011461318052,-0.28735537628216734
2010-12-30,11.27,15.524011461318052,-0.2740278485311598
2010-12-31,11.12,16.38404011461318,-0.32129072425293337
2011-01-03,11.47,16.204040114613182,-0.2921518387469254
2011-01-04,11.29,16.46404011461318,-0.31426308965445227
2011-01-05,11.55,16.794040114613182,-0.312256019327364
2011-01-06,11.88,17.01404011461318,-0.3017531450512807
2011-01-07,12.1,16.96404011461318,-0.28672651572093333
2011-01-10,12.05,17.03404011461318,-0.29259295393683304
2011-01-11,12.12,17.02404011461318,-0.2880655873457221
2011-01-12,12.11,16.99404011461318,-0.2873972334814835
2011-01-13,12.08,17.21404011461318,-0.29824724936331704
2011-01-14,12.3,16.90404011461318,-0.2723632979688143
2011-01-18,11.99,16.52404011461318,-0.274390529384122
2011-01-19,11.61,16.63404011461318,-0.3020336659041425
2011-01-20,11.72,16.58404011461318,-0.2932964513470506
2011-01-21,11.67,16.65404011461318,-0.2992691311125105
2011-01-24,11.74,16.67404011461318,-0.295911493597102
2011-01-25,11.76,16.87404011461318,-0.3030714683547743
2011-01-26,11.96,17.17404011461318,-0.3036000894266351
2011-01-27,12.26,16.59404011461318,-0.26118052533791947
2011-01-28,11.68,16.614040114613182,-0.2969801493541211
2011-01-31,11.7,17.15404011461318,-0.31794493181620787
2011-02-01,12.24,16.91404011461318,-0.2763408436388276
2011-02-02,12.0,16.98404011461318,-0.2934543301228356
2011-02-03,12.07,17.23404011461318,-0.29964187620954064
2011-02-04,12.32,17.544040114613182,-0.2977672235405946
2011-02-07,12.63,17.88404011461318,-0.2937837357186459
2011-02-08,12.97,17.89404011461318,-0.27517766156073153
2011-02-09,12.98,17.68404011461318,-0.26600483170845124
2011-02-10,12.77,17.364040114613182,-0.2645720744878344
2011-02-11,12.45,17.38404011461318,-0.2838258587809852
2011-02-14,12.47,16.23404011461318,-0.23186095931997563
2011-02-15,11.32,16.18404011461318,-0.3005454806195923
2011-02-16,11.27,16.51404011461318,-0.31755040427525427
2011-02-17,11.6,16.60404011461318,-0.301374850944207
2011-02-18,11.69,16.39404011461318,-0.2869359890378781
2011-02-22,11.48,16.09404011461318,-0.28669247011654275
2011-02-23,11.18,16.114040114613182,-0.30619509939898304
2011-02-24,11.2,16.50404011461318,-0.3213782854245987
2011-02-25,11.59,16.85404011461318,-0.31233105408649353
2011-02-28,11.94,16.40404011461318,-0.27213052902964363
2011-03-01,11.49,16.49404011461318,-0.3033847426004357
2011-03-02,11.58,16.58404011461318,-0.30173830261082313
2011-03-03,11.67,16.614040114613182,-0.297582049911181
2011-03-04,11.7,16.69404011461318,-0.29915107908729854
2011-03-07,11.78,17.05404011461318,-0.30925458596136335
2011-03-08,12.14,17.22404011461318,-0.2951711724300846
2011-03-09,12.31,16.864040114613182,-0.27004443085183205
2011-03-10,11.95,17.10404011461318,-0.30133466011984644
2011-03-11,12.19,16.90404011461318,-0.2788706180682803
2011-03-14,11.99,16.94404011461318,-0.29237655724980427
2011-03-15,12.03,16.91404011461318,-0.28875656445874975
2011-03-16,12.0,16.87404011461318,-0.2888484370967085
2011-03-17,11.96,17.17404011461318,-0.3036000894266351
2011-03-18,12.26,17.46404011461318,-0.2979860376213095
2011-03-21,12.55,17.18404011461318,-0.269671164854441
2011-03-22,12.27,17.33404011461318,-0.2921442480304418
2011-03-23,12.42,17.34404011461318,-0.2839038702674841
2011-03-24,12.43,17.364040114613182,-0.28415277101674086
2011-03-25,12.45,17.13404011461318,-0.27337627805705234
2011-03-28,12.22,17.05404011461318,-0.28345424791577756
2011-03-29,12.14,17.27404011461318,-0.29721131134053436
2011-03-30,12.36,17.14404011461318,-0.27904975038733004
2011-03-31,12.23,28.269598853868196,-0.5673797826697304
2011-04-01,12.41,28.179598853868196,-0.5596104804630146
2011-04-04,12.32,28.299598853868194,-0.5646581400811619
2011-04-05,12.44,28.239598853868195,-0.5594838275014662
2011-04-06,12.38,28.099598853868194,-0.5594243154721845
2011-04-07,12.24,27.639598853868193,-0.5571571040262403
2011-04-08,11.78,27.729598853868193,-0.5751831801794447
2011-04-11,11.87,27.529598853868194,-0.5688277165603471
2011-04-12,11.67,27.659598853868196,-0.578084987361704
2011-04-13,11.8,27.659598853868196,-0.5733849915054076
2011-04-14,11.8,27.439598853868194,-0.5699645587808387
2011-04-15,11.58,27.479598853868193,-0.5785964685445206
2011-04-18,11.62,27.699598853868196,-0.5804993400336811
2011-04-19,11.84,27.719598853868195,-0.5728653916523846
2011-04-20,11.86,27.639598853868193,-0.5709054945875172
2011-04-21,11.78,27.619598853868194,-0.5734912710960616
2011-04-25,11.76,27.289598853868196,-0.5690665860288722
2011-04-26,11.43,27.489598853868195,-0.58420637344471
2011-04-27,11.63,27.809598853868195,-0.5817990737258578
2011-04-28,11.95,27.649598853868195,-0.5678056646261909
2011-04-29,11.79,27.729598853868193,-0.5748225546957262
2011-05-02,11.87,27.559598853868195,-0.5692970691286403
2011-05-03,11.7,27.559598853868195,-0.5754655188546833
2011-05-04,11.7,27.449598853868196,-0.5737642629210504
2011-05-05,11.59,27.599598853868194,-0.5800663603349577
2011-05-06,11.74,27.549598853868194,-0.5738594938433521
2011-05-09,11.69,27.759598853868194,-0.5788844045788132
2011-05-10,11.9,27.609598853868196,-0.5689904781672418
2011-05-11,11.75,27.719598853868195,-0.5761121918847567
2011-05-12,11.86,27.479598853868193,-0.5684070912727128
2011-05-13,11.62,27.289598853868196,-0.5741967457190047
2011-05-16,11.43,27.349598853868194,-0.5820779653452433
2011-05-17,11.49,27.639598853868193,-0.5842920853971815
2011-05-18,11.78,27.999598853868196,-0.5792796867740635
2011-05-19,12.14,28.379598853868195,-0.5722279211023698
2011-05-20,12.52,28.339598853868196,-0.5582153415593922
2011-05-23,12.48,28.259598853868194,-0.5583801431671161
2011-05-24,12.4,28.359598853868196,-0.5627582722909825
2011-05-25,12.5,28.369598853868194,-0.5593874955938749
2011-05-26,12.51,28.419598853868195,-0.5598108170236449
2011-05-27,12.56,28.379598853868195,-0.5574285575820235
2011-05-31,12.52,28.069598853868193,-0.5539658380876842
2011-06-01,12.21,28.069598853868193,-0.5650098149401457
2011-06-02,12.21,27.549598853868194,-0.5567993543294147
2011-06-03,11.69,27.189598853868194,-0.570056179834485
2011-06-06,11.33,26.849598853868194,-0.578019766266724
2011-06-07,10.99,26.709598853868194,-0.5885374370417253
2011-06-08,10.85,26.609598853868196,-0.5922524026166313
2011-06-09,10.75,26.239598853868195,-0.5903138588410526
2011-06-10,10.38,26.259598853868194,-0.6047159723283067
2011-06-13,10.4,26.589598853868196,-0.6088696163805785
2011-06-14,10.73,26.259598853868194,-0.5913875128210724
2011-06-15,10.4,26.379598853868195,-0.6057559458120803
2011-06-16,10.52,26.519598853868196,-0.6033122500091839
2011-06-17,10.66,26.569598853868193,-0.5987895768156077
2011-06-20,10.71,26.779598853868194,-0.6000686919007754
2011-06-21,10.92,26.659598853868196,-0.5903914361256207
2011-06-22,10.8,26.719598853868195,-0.5958023150322675
2011-06-23,10.86,26.409598853868196,-0.5887858781918097
2011-06-24,10.55,26.479598853868193,-0.6015800670462637
2011-06-27,10.62,26.539598853868196,-0.5998432358199675
2011-06-28,10.68,26.499598853868196,-0.5969750312487836
2011-06-29,10.64,26.429598853868196,-0.5974210558839887
2011-06-30,10.57,27.151149425287358,-0.6106978811675804
2011-07-01,10.95,26.981149425287356,-0.5941611001295073
2011-07-05,10.78,26.821149425287356,-0.5980783735600659
2011-07-06,10.62,26.781149425287357,-0.6034524197840306
2011-07-07,10.58,26.671149425287357,-0.6033166838333212
2011-07-08,10.47,26.511149425287357,-0.6050718197071716
2011-07-11,10.31,26.401149425287358,-0.6094866994644956
2011-07-12,10.2,26.381149425287358,-0.6133602886073303
2011-07-13,10.18,26.151149425287358,-0.6107245676109267
2011-07-14,9.95,26.191149425287357,-0.6201006745281157
2011-07-15,9.99,26.151149425287358,-0.6179900226358701
2011-07-18,9.95,26.351149425287357,-0.6224073629800877
2011-07-19,10.15,26.301149425287356,-0.6140853072283892
2011-07-20,10.1,26.361149425287355,-0.6168604093449956
2011-07-21,10.16,26.241149425287357,-0.6128218381238557
2011-07-22,10.04,26.281149425287357,-0.6179771349597194
2011-07-25,10.08,25.961149425287356,-0.6117275150313023
2011-07-26,9.76,25.801149425287356,-0.6217222791464339
2011-07-27,9.6,25.511149425287357,-0.6236939449508216
2011-07-28,9.31,25.471149425287358,-0.6344884227816913
2011-07-29,9.27,25.471149425287358,-0.6360588269802662
2011-08-01,9.27,25.031149425287357,-0.6296614333405275
2011-08-02,8.83,25.101149425287357,-0.6482232805201942
2011-08-03,8.9,24.311149425287358,-0.6339128255802409
2011-08-04,8.11,24.271149425287355,-0.6658584289563789
2011-08-05,8.07,23.441149425287357,-0.6557336053114182
2011-08-08,7.24,,
2011-08-09,7.33,,
2011-08-10,7.13,,
2011-08-11,7.36,,
2011-08-12,7.52,,
2011-08-15,7.76,,
2011-08-16,7.73,,
2011-08-17,7.64,,
2011-08-18,6.92,,
2011-08-19,6.64,,
2011-08-22,6.56,,
2011-08-23,6.82,,
2011-08-24,7.02,,
2011-08-25,6.92,,
2011-08-26,7.07,,
2011-08-29,7.78,,
2011-08-30,7.8,,
2011-08-31,7.79,,
2011-09-01,7.32,,
2011-09-02,7.01,,
2011-09-06,6.9,,
2011-09-07,7.25,,
2011-09-08,7.01,,
2011-09-09,6.85,,
2011-09-12,6.65,,
2011-09-13,6.76,,
2011-09-14,6.99,,
2011-09-15,7.02,,
2011-09-16,7.0,,
2011-09-19,6.79,,
2011-09-20,6.69,,
2011-09-21,6.32,,
2011-09-22,6.12,,
2011-09-23,6.27,,
2011-09-26,6.38,,
2011-09-27,6.49,,
2011-09-28,6.49,,
2011-09-29,6.61,,
2011-09-30,6.26,,
2011-10-03,6.07,,
2011-10-04,6.44,,
2011-10-05,6.8,,
2011-10-06,6.87,20.47080459770115,-0.6644000988231067
2011-10-07,6.58,,
2011-10-10,6.97,20.78080459770115,-0.6645943150453835
2011-10-11,6.89,,
2011-10-12,7.05,20.93080459770115,-0.6631758723324803
2011-10-13,7.04,,
2011-10-14,7.44,21.17080459770115,-0.648572638528444
2011-10-17,7.28,21.59080459770115,-0.6628194207836458
2011-10-18,7.7,21.480804597701148,-0.6415404290384893
2011-10-19,7.59,21.49080459770115,-0.6468256939615982
2011-10-20,7.6,21.80080459770115,-0.6513890133760749
2011-10-21,7.91,22.10080459770115,-0.6420944782787332
2011-10-24,8.21,22.24080459770115,-0.6308586785188248
2011-10-25,8.35,22.37080459770115,-0.6267456557705549
2011-10-26,8.48,22.88080459770115,-0.6293836624586187
2011-10-27,8.99,22.570804597701148,-0.6016978499332878
2011-10-28,8.68,22.33080459770115,-0.6112992721769834
2011-10-31,8.44,21.750804597701148,-0.6119683774414475
2011-11-01,7.86,21.88080459770115,-0.6407810341295315
2011-11-02,7.99,22.19080459770115,-0.6399409509996892
2011-11-03,8.3,22.14080459770115,-0.6251265412070084
2011-11-04,8.25,22.15080459770115,-0.6275530325044627
2011-11-07,8.26,22.42080459770115,-0.6315921686036676
2011-11-08,8.53,21.750804597701148,-0.6078305994757758
2011-11-09,7.86,21.910804597701148,-0.6412728722511332
2011-11-10,8.02,22.28080459770115,-0.6400489055575904
2011-11-11,8.39,22.14080459770115,-0.6210616482803374
2011-11-14,8.25,22.40080459770115,-0.6317096573912062
2011-11-15,8.51,22.33080459770115,-0.618912074450015
2011-11-16,8.44,21.94080459770115,-0.615328600990125
2011-11-17,8.05,21.81080459770115,-0.6309168713176007
2011-11-18,7.92,21.58080459770115,-0.633007195624038
2011-11-21,7.69,21.59080459770115,-0.6438298551959114
2011-11-22,7.7,21.29080459770115,-0.6383415213518329
2011-11-23,7.4,21.29080459770115,-0.6524321114290341
2011-11-25,7.4,21.74080459770115,-0.6596262126939649
2011-11-28,7.85,21.80080459770115,-0.6399215467108141
2011-11-29,7.91,22.31080459770115,-0.6454632568107819
2011-11-30,8.42,22.18080459770115,-0.6203924901411079
2011-12-01,8.29,22.08080459770115,-0.6245607824968897
2011-12-02,8.19,22.160804597701148,-0.6304285810611051
2011-12-05,8.27,22.19080459770115,-0.6273231119859111
2011-12-06,8.3,22.19080459770115,-0.6259712006630063
2011-12-07,8.3,21.83080459770115,-0.6198032938797859
2011-12-08,7.94,22.14080459770115,-0.6413861129136924
2011-12-09,8.25,21.94080459770115,-0.6239882651858448
2011-12-12,8.05,21.79080459770115,-0.6305781200548581
2011-12-13,7.9,21.480804597701148,-0.6322297908316967
2011-12-14,7.59,21.53080459770115,-0.6474818223555665
2011-12-15,7.64,21.94080459770115,-0.6517903449721036
2011-12-16,8.05,21.820804597701148,-0.6310860140854715
2011-12-19,7.93,22.52080459770115,-0.6478811418305424
2011-12-20,8.63,22.69080459770115,-0.6196697229117065
2011-12-21,8.8,22.88080459770115,-0.6153981402872457
2011-12-22,8.99,22.85080459770115,-0.6065784046438165
2011-12-23,8.96,22.84080459770115,-0.6077195984198476
2011-12-27,8.95,22.56080459770115,-0.6032942902704823
2011-12-28,8.67,23.29080459770115,-0.6277500863643093
2011-12-29,9.4,23.10080459770115,-0.593087766261811
2011-12-30,9.21,23.667241379310344,-0.6108545202884825
2012-01-03,9.65,23.847241379310343,-0.595341035614616
2012-01-04,9.83,24.157241379310346,-0.5930826767157702
2012-01-05,10.14,24.037241379310345,-0.5781545877087277
2012-01-06,10.02,24.037241379310345,-0.5831468411086246
2012-01-09,10.02,24.087241379310345,-0.5840121397792508
2012-01-10,10.07,24.557241379310344,-0.589937654459672
2012-01-11,10.54,24.497241379310346,-0.5697474733256385
2012-01-12,10.48,24.637241379310346,-0.5746277012652559
2012-01-13,10.62,24.647241379310344,-0.5691201365474209
2012-01-17,10.63,25.137241379310346,-0.5771214573788033
2012-01-18,11.12,25.307241379310344,-0.5606000735785042
2012-01-19,11.29,24.927241379310345,-0.5470818520106794
2012-01-20,10.91,24.667241379310344,-0.5577130076186482
2012-01-23,10.65,24.757241379310344,-0.5698228313555072
2012-01-24,10.74,25.087241379310345,-0.5718939425178343
2012-01-25,11.07,24.777241379310343,-0.5532190274723745
2012-01-26,10.76,24.847241379310343,-0.566953939242544
2012-01-27,10.83,24.777241379310343,-0.5629053358198569
2012-01-30,10.76,24.627241379310345,-0.5630854534507623
2012-01-31,10.61,24.957241379310346,-0.5748728860395712
2012-02-01,10.94,24.947241379310345,-0.561474560106155
2012-02-02,10.93,25.367241379310343,-0.569129341398763
2012-02-03,11.35,25.357241379310345,-0.5523961053089643
2012-02-06,11.34,25.267241379310345,-0.5511975435005118
2012-02-07,11.25,25.287241379310345,-0.5551116141437007
2012-02-08,11.27,25.447241379310345,-0.5571229182758106
2012-02-09,11.43,25.197241379310345,-0.546378913947887
2012-02-10,11.18,25.647241379310344,-0.5640856716458045
2012-02-13,11.63,24.237241379310344,-0.520159913498748
2012-02-14,10.22,24.267241379310345,-0.5788561278863232
2012-02-15,10.25,24.597241379310343,-0.5832866034879156
2012-02-16,10.58,24.647241379310344,-0.5707430362214418
2012-02-17,10.63,24.357241379310345,-0.5635794778866301
2012-02-21,10.34,24.447241379310345,-0.5770483941492588
2012-02-22,10.43,24.497241379310346,-0.5742377748374201
2012-02-23,10.48,24.187241379310343,-0.5667137134140257
2012-02-24,10.17,24.347241379310343,-0.5822935403005367
2012-02-27,10.33,24.547241379310346,-0.5791787826428982
2012-02-28,10.53,24.457241379310346,-0.5694526689789359
2012-02-29,10.44,24.447241379310345,-0.5729579530868725
2012-03-01,10.43,24.177241379310345,-0.5686025615426307
2012-03-02,10.16,24.337241379310345,-0.5825328005894188
2012-03-05,10.32,23.737241379310344,-0.5652401289985183
2012-03-06,9.72,24.187241379310343,-0.5981352380137719
2012-03-07,10.17,24.547241379310346,-0.5856968266677904
2012-03-08,10.53,24.657241379310346,-0.572944927698375
2012-03-09,10.64,24.607241379310345,-0.5676069561805468
2012-03-12,10.59,25.357241379310345,-0.5823678198433421
2012-03-13,11.34,25.367241379310343,-0.5529667640861823
2012-03-14,11.35,25.957241379310346,-0.5627424411499018
2012-03-15,11.94,25.777241379310343,-0.5368007063167188
2012-03-16,11.76,26.057241379310344,-0.548685916946775
2012-03-19,12.04,25.977241379310346,-0.5365173759524253
2012-03-20,11.96,26.407241379310346,-0.5470939266919993
2012-03-21,12.39,26.087241379310345,-0.5250551861790015
2012-03-22,12.07,25.947241379310345,-0.5348253086501787
2012-03-23,11.93,26.127241379310345,-0.5433884570206813
2012-03-26,12.11,26.157241379310346,-0.5370306897279056
2012-03-27,12.14,26.037241379310345,-0.5337447687662233
2012-03-28,12.02,26.007241379310344,-0.5378210312777608
2012-03-29,11.99,25.767241379310345,-0.5346804951488793
2012-03-30,11.75,27.077142857142857,-0.5660546586472512
2012-04-02,11.62,26.947142857142858,-0.5687854530032339
2012-04-03,11.49,26.697142857142858,-0.5696168664383562
2012-04-04,11.24,26.677142857142858,-0.5786655242583271
2012-04-05,11.22,26.237142857142857,-0.5723619732113687
2012-04-09,10.78,26.047142857142855,-0.5861350298908572
2012-04-10,10.59,26.177142857142858,-0.5954485920104781
2012-04-11,10.72,26.507142857142856,-0.5955807060091619
2012-04-12,11.05,26.127142857142857,-0.5770681830608562
2012-04-13,10.67,26.177142857142858,-0.5923924907225497
2012-04-16,10.72,26.437142857142856,-0.5945098886847509
2012-04-17,10.98,25.997142857142858,-0.5776458951533135
2012-04-18,10.54,25.97714285714286,-0.5942586889573251
2012-04-19,10.52,25.997142857142858,-0.5953401472689307
2012-04-20,10.54,25.897142857142857,-0.5930052956751986
2012-04-23,10.44,26.217142857142857,-0.60178727114211
