date,KEYS,dcf,Deviation
2015-10-14,32.44,38.60795321637427,-0.15975861713794093
2015-10-15,32.76,38.437953216374275,-0.14771736633353083
2015-10-16,32.59,37.877953216374266,-0.13960504112160776
2015-10-19,32.03,37.84795321637427,-0.15371909765142155
2015-10-20,32.0,37.377953216374266,-0.143880356028118
2015-10-21,31.53,37.85795321637427,-0.16714990322396273
2015-10-22,32.01,38.14795321637426,-0.16089862492910023
2015-10-23,32.3,37.85795321637427,-0.14681071595731054
2015-10-26,32.01,37.64795321637427,-0.14975457454409902
2015-10-27,31.8,38.83795321637427,-0.18121328838222683
2015-10-28,32.99,38.90795321637427,-0.15210137586686823
2015-10-29,33.06,38.92795321637427,-0.1507388067324852
2015-10-30,33.08,36.19456140350877,-0.0860505358467154
2015-11-02,33.37,35.90456140350877,-0.07059162692518184
2015-11-03,33.08,35.52456140350878,-0.0688132747296164
2015-11-04,32.7,35.09456140350878,-0.0682316948195103
2015-11-05,32.27,34.81456140350877,-0.0730889978482484
2015-11-06,31.99,34.48456140350877,-0.07233849879427356
2015-11-09,31.66,33.66456140350877,-0.059545151338280644
2015-11-10,30.84,33.87456140350877,-0.08958230830981173
2015-11-11,31.05,33.144561403508774,-0.06319472380428115
2015-11-12,30.32,33.20456140350877,-0.08687244407342043
2015-11-13,30.38,33.81456140350877,-0.10157048505004063
2015-11-16,30.99,33.63456140350877,-0.07862630856940178
2015-11-17,30.81,34.05456140350877,-0.09527538367222876
2015-11-18,31.23,33.95456140350877,-0.08024139587994272
2015-11-19,31.13,32.29456140350877,-0.03606060441440906
2015-11-20,29.47,32.90456140350877,-0.10437949199172514
2015-11-23,30.08,33.394561403508774,-0.09925452721054495
2015-11-24,30.57,33.424561403508775,-0.08540310728532441
2015-11-25,30.6,33.62456140350877,-0.0899509548158196
2015-11-27,30.8,33.63456140350877,-0.08427525988827267
2015-11-30,30.81,32.81456140350877,-0.06108755740658556
2015-12-01,29.99,32.62456140350877,-0.08075392557539263
2015-12-02,29.8,31.87456140350877,-0.06508517489060728
2015-12-03,29.05,32.40456140350877,-0.10352127164250213
2015-12-04,29.58,32.004561403508774,-0.0757567452007939
2015-12-07,29.18,32.034561403508775,-0.08910880244472807
2015-12-08,29.21,31.76456140350877,-0.08042174330877394
2015-12-09,28.94,31.82456140350877,-0.09063947078280032
2015-12-10,29.0,31.46456140350877,-0.07832816646965668
2015-12-11,28.64,30.684561403508773,-0.06663159940995533
2015-12-14,27.86,31.184561403508773,-0.1066092083352087
2015-12-15,28.36,31.19456140350877,-0.09086716645389159
2015-12-16,28.37,31.28456140350877,-0.09316292998059683
2015-12-17,28.46,30.834561403508772,-0.07700973503189057
2015-12-18,28.01,30.934561403508773,-0.09454025758959206
2015-12-21,28.11,31.384561403508773,-0.10433669476555696
2015-12-22,28.56,31.82456140350877,-0.10257993384785002
2015-12-23,29.0,31.774561403508773,-0.08732021091571662
2015-12-24,28.95,31.60456140350877,-0.08399298346896411
2015-12-28,28.78,31.44456140350877,-0.08473838669002531
2015-12-29,28.62,31.404561403508772,-0.0886674189691965
2015-12-30,28.58,31.154561403508772,-0.08263834531847447
2015-12-31,28.33,30.634561403508773,-0.07522749789539396
2016-01-04,27.81,30.57456140350877,-0.09042031272414286
2016-01-05,27.75,30.12456140350877,-0.07882476268126493
2016-01-06,27.3,29.044561403508773,-0.06006499389927156
2016-01-07,26.22,28.274561403508773,-0.07266466044116282
2016-01-08,25.45,27.75456140350877,-0.08303360914279934
2016-01-11,24.93,28.07456140350877,-0.11200749882830807
2016-01-12,25.25,27.25456140350877,-0.07354957483376345
2016-01-13,24.43,27.474561403508773,-0.11081383097602249
2016-01-14,24.65,26.35456140350877,-0.06467804101956454
2016-01-15,23.53,26.03456140350877,-0.0962014056887942
2016-01-19,23.21,25.73456140350877,-0.09810003613135443
2016-01-20,22.91,26.154561403508772,-0.12405336696158464
2016-01-21,23.33,26.82456140350877,-0.13027468933943753
2016-01-22,24.0,26.78456140350877,-0.10396143366170607
2016-01-25,23.96,26.814561403508772,-0.10645564402687724
2016-01-26,23.99,26.294561403508773,-0.08764403285316835
2016-01-27,23.47,25.96456140350877,-0.0960756226435493
2016-01-28,23.14,26.224561403508773,-0.11762108643296765
2016-01-29,23.4,26.325581395348838,-0.11113074204947004
2016-02-01,23.0,25.765581395348836,-0.10733626976677013
2016-02-02,22.44,25.71558139534884,-0.12737730269405034
2016-02-03,22.39,26.265581395348836,-0.14755361158824876
2016-02-04,22.94,25.565581395348836,-0.1026998508168685
2016-02-05,22.24,24.705581395348837,-0.09979855790048386
2016-02-08,21.38,24.505581395348838,-0.1275456943838139
2016-02-09,21.18,25.085581395348836,-0.15569028812993657
2016-02-10,21.76,24.87558139534884,-0.1252465759827981
2016-02-11,21.55,25.53558139534884,-0.15607952423886418
2016-02-12,22.21,25.925581395348836,-0.14331718693936124
2016-02-16,22.6,26.37558139534884,-0.14314685006392447
2016-02-17,23.05,26.545581395348837,-0.13168223152804304
2016-02-18,23.22,27.225581395348836,-0.14712565131972322
2016-02-19,23.9,27.995581395348836,-0.14629385035844533
2016-02-22,24.67,28.505581395348838,-0.13455545221662013
2016-02-23,25.18,29.055581395348838,-0.13338509192485937
2016-02-24,25.73,29.065581395348836,-0.11476052551567417
2016-02-25,25.74,29.265581395348836,-0.12046852402218655
2016-02-26,25.94,29.415581395348838,-0.11815443484310639
2016-02-29,26.09,29.665581395348838,-0.12052962480989637
2016-03-01,26.34,30.205581395348837,-0.12797573219180192
2016-03-02,26.88,30.415581395348838,-0.11624243999785921
2016-03-03,27.09,30.545581395348837,-0.11312868302041934
2016-03-04,27.22,30.475581395348836,-0.10682589950017174
2016-03-07,27.15,30.065581395348836,-0.09697405671323156
2016-03-08,26.74,29.12558139534884,-0.08190673906100299
2016-03-09,25.8,29.37558139534884,-0.1217195107469422
2016-03-10,26.05,29.885581395348837,-0.12834220437638122
2016-03-11,26.56,29.895581395348838,-0.11157439459825291
2016-03-14,26.57,29.53558139534884,-0.10040707699818119
2016-03-15,26.21,29.845581395348837,-0.12181305323525737
2016-03-16,26.52,30.575581395348838,-0.13264118653736456
2016-03-17,27.25,31.065581395348836,-0.12282343429503972
2016-03-18,27.74,31.265581395348836,-0.11276238080361789
2016-03-21,27.94,31.545581395348837,-0.11429750969435137
2016-03-22,28.22,30.325581395348838,-0.06943251533742334
2016-03-23,27.0,30.325581395348838,-0.10966257668711654
2016-03-24,27.0,30.565581395348836,-0.11665347860490594
2016-03-28,27.24,31.065581395348836,-0.12314533395217919
2016-03-29,27.74,30.745581395348836,-0.09775653147360941
2016-03-30,27.42,31.065581395348836,-0.11735114012366932
2016-03-31,27.74,31.135581395348837,-0.10905790877109123
2016-04-01,27.81,30.675581395348836,-0.09341571585610853
2016-04-04,27.35,30.225581395348836,-0.0951373393860121
2016-04-05,26.9,30.095581395348837,-0.1061810819791208
2016-04-06,26.77,29.755581395348838,-0.10033685296485317
2016-04-07,26.43,30.045581395348837,-0.12033654292702556
2016-04-08,26.72,30.265581395348836,-0.11714896036636901
2016-04-11,26.94,30.045581395348837,-0.10336233319917021
2016-04-12,26.72,31.12558139534884,-0.14154213986849973
2016-04-13,27.8,30.645581395348838,-0.09285454103933943
2016-04-14,27.32,30.46558139534884,-0.1032503320559992
2016-04-15,27.14,30.425581395348836,-0.10798746464878084
2016-04-18,27.1,30.585581395348836,-0.11396158700710157
2016-04-19,27.26,30.485581395348838,-0.10580678628097151
2016-04-20,27.16,30.395581395348838,-0.10644907077987165
2016-04-21,27.07,30.755581395348838,-0.11983455451458991
2016-04-22,27.43,30.245581395348836,-0.09309066863504945
2016-04-25,26.92,30.615581395348837,-0.1207091692176806
2016-04-26,27.29,30.44558139534884,-0.10364661309542
2016-04-27,27.12,29.775581395348837,-0.08918655055258329
2016-04-28,26.45,29.405581395348836,-0.10051089810508995
2016-04-29,26.08,29.6046511627907,-0.11905734485467412
2016-05-02,26.0,29.6046511627907,-0.12175962293794185
2016-05-03,26.0,29.5146511627907,-0.11908157556751475
2016-05-04,25.91,29.434651162790697,-0.11974496124643474
2016-05-05,25.83,29.5846511627907,-0.12691213231248144
2016-05-06,25.98,29.324651162790698,-0.11405595736581653
2016-05-09,25.72,29.814651162790696,-0.13733687979220455
2016-05-10,26.21,29.4446511627907,-0.10985530597415727
2016-05-11,25.84,29.8746511627907,-0.13505266189738518
2016-05-12,26.27,29.5846511627907,-0.11203955539484656
2016-05-13,25.98,29.8746511627907,-0.1303664147095227
2016-05-16,26.27,29.814651162790696,-0.1188895735669212
2016-05-17,26.21,29.814651162790696,-0.12090200697331566
2016-05-18,26.21,29.594651162790697,-0.11436698963514769
2016-05-19,25.99,33.5446511627907,-0.22521179684141934
2016-05-20,29.94,33.7346511627907,-0.11248526461646635
2016-05-23,30.13,34.0246511627907,-0.11446557215698605
2016-05-24,30.42,34.0946511627907,-0.10777793693343418
2016-05-25,30.49,34.0846511627907,-0.10546246008569649
2016-05-26,30.48,34.3246511627907,-0.11200845551369965
2016-05-27,30.72,34.2346511627907,-0.10266355997255605
2016-05-31,30.63,34.4446511627907,-0.1107472723344497
2016-06-01,30.84,34.994651162790696,-0.11872246256903041
2016-06-02,31.39,35.0246511627907,-0.10377408602578908
2016-06-03,31.42,35.174651162790695,-0.10674309591341535
2016-06-06,31.57,34.9346511627907,-0.09631271676685382
2016-06-07,31.33,35.3046511627907,-0.1125815163691457
2016-06-08,31.7,34.8646511627907,-0.09076962072599692
2016-06-09,31.26,34.244651162790696,-0.08715671094450317
2016-06-10,30.64,33.5146511627907,-0.08577296982229221
2016-06-13,29.91,33.2346511627907,-0.1000356870456024
2016-06-14,29.63,33.4446511627907,-0.11405863210302347
2016-06-15,29.84,33.0946511627907,-0.09834372167215943
2016-06-16,29.49,33.2646511627907,-0.11347334274808096
2016-06-17,29.66,34.0546511627907,-0.1290470174480145
2016-06-20,30.45,33.6646511627907,-0.09549040467538927
2016-06-21,30.06,34.0046511627907,-0.11600328272466154
2016-06-22,30.4,34.634651162790696,-0.12226631482115635
2016-06-23,31.03,33.2646511627907,-0.06717795271186677
2016-06-24,29.66,32.0946511627907,-0.07585847094712583
2016-06-27,28.49,32.534651162790695,-0.12431825817196684
2016-06-28,28.93,32.6846511627907,-0.11487505692167588
2016-06-29,29.08,32.6946511627907,-0.11055787519471938
2016-06-30,29.09,32.534651162790695,-0.10587638224719254
2016-07-01,28.93,31.9946511627907,-0.09578635963860249
2016-07-05,28.39,31.8546511627907,-0.10876437306077757
2016-07-06,28.25,31.7846511627907,-0.11120622795849977
2016-07-07,28.18,32.6246511627907,-0.1362359750794805
2016-07-08,29.02,32.134651162790696,-0.0969250030757206
2016-07-11,28.53,32.5046511627907,-0.12227945911139737
2016-07-12,28.9,32.3246511627907,-0.10594549483438387
2016-07-13,28.72,32.4846511627907,-0.1158901520575013
2016-07-14,28.88,32.7046511627907,-0.11694517528265658
2016-07-15,29.1,32.924651162790695,-0.11616375656890987
2016-07-18,29.32,32.8646511627907,-0.10785604098557866
2016-07-19,29.26,33.3246511627907,-0.1219713041536401
2016-07-20,29.72,33.1246511627907,-0.10278300429666665
2016-07-21,29.52,33.464651162790695,-0.11787516157278066
2016-07-22,29.86,33.0846511627907,-0.0974666816622618
2016-07-25,29.48,33.2746511627907,-0.1140402988516993
2016-07-26,29.67,33.3646511627907,-0.1107354950232805
2016-07-27,29.76,33.174651162790695,-0.10292952730790517
2016-07-28,29.57,32.8446511627907,-0.09970120086099465
2016-07-29,29.24,33.05046511627907,-0.11529232955944757
2016-08-01,29.19,32.06046511627907,-0.08953285942260258
2016-08-02,28.2,32.47046511627907,-0.13151844610128716
2016-08-03,28.61,32.35046511627907,-0.1156232252870093
2016-08-04,28.49,32.79046511627907,-0.1311498663111087
2016-08-05,28.93,32.79046511627907,-0.1177313314278825
2016-08-08,28.93,32.65046511627907,-0.11394830373868392
2016-08-09,28.79,32.89046511627907,-0.12467032928183042
2016-08-10,29.03,33.07046511627907,-0.12217745054605023
2016-08-11,29.21,33.180465116279066,-0.11966273234461289
2016-08-12,29.32,33.53046511627907,-0.12557133048043767
2016-08-15,29.67,33.46046511627907,-0.11328190158465379
2016-08-16,29.6,33.54046511627907,-0.117483913911693
2016-08-17,29.68,33.27046511627907,-0.10791749089561942
2016-08-18,29.41,34.05046511627907,-0.13628198911328604
2016-08-19,30.19,34.16046511627907,-0.11622983184696023
2016-08-22,30.3,34.15046511627907,-0.11275000510735667
2016-08-23,30.29,33.63046511627907,-0.09932854347179676
2016-08-24,29.77,33.84046511627907,-0.12028395893178667
2016-08-25,29.98,33.90046511627907,-0.11564635183711558
2016-08-26,30.04,34.12046511627907,-0.11958996169522496
2016-08-29,30.26,34.32046511627907,-0.11831031725595942
2016-08-30,30.46,34.29046511627907,-0.11170642052506297
2016-08-31,30.43,34.45046511627907,-0.1167027818843368
2016-09-01,30.59,34.30046511627907,-0.1081753586635208
2016-09-02,30.44,34.26046511627907,-0.11151235405919091
2016-09-06,30.4,34.26046511627907,-0.11267988053217493
2016-09-07,30.4,34.23046511627907,-0.11190222228261248
2016-09-08,30.37,33.39046511627907,-0.09045891112209992
2016-09-09,29.53,34.15046511627907,-0.13529728220528847
2016-09-12,30.29,33.64046511627907,-0.09959627801512572
2016-09-13,29.78,33.25046511627907,-0.10437343069164962
2016-09-14,29.39,33.84046511627907,-0.13151311901260354
2016-09-15,29.98,33.11046511627907,-0.09454609306409134
2016-09-16,29.25,34.51046511627907,-0.15243101182654406
2016-09-19,30.65,34.52046511627907,-0.11212088548754362
2016-09-20,30.66,34.930465116279066,-0.12225617672319078
2016-09-21,31.07,35.50046511627907,-0.12480019914576934
2016-09-22,31.64,35.33046511627907,-0.10445560521586883
2016-09-23,31.47,34.83046511627907,-0.09648062709069183
2016-09-26,30.97,35.01046511627907,-0.11540735328307161
2016-09-27,31.15,35.61046511627907,-0.12525714285714296
2016-09-28,31.75,34.96046511627907,-0.09183130446351351
2016-09-29,31.1,35.55046511627907,-0.1251872542798642
2016-09-30,31.69,35.21046511627907,-0.09998348799577284
2016-10-03,31.35,35.14046511627907,-0.10786610546378639
2016-10-04,31.28,35.42046511627907,-0.11689471334401336
2016-10-05,31.56,35.40046511627907,-0.10848628976100705
2016-10-06,31.54,35.14046511627907,-0.10245923337568819
2016-10-07,31.28,35.27046511627907,-0.11313899896481006
2016-10-10,31.41,35.02046511627907,-0.10309586421228778
2016-10-11,31.16,35.11046511627907,-0.11251531710548113
2016-10-12,31.25,35.180465116279066,-0.1117229434940109
2016-10-13,31.32,35.46046511627907,-0.1167628541448058
2016-10-14,31.6,35.51046511627907,-0.11012148400406041
2016-10-17,31.65,35.80046511627907,-0.1159332735705656
2016-10-18,31.94,36.37046511627907,-0.12181491498980135
2016-10-19,32.51,36.52046511627906,-0.10981418510169505
2016-10-20,32.66,36.35046511627907,-0.10152456383911157
2016-10-21,32.49,36.91046511627906,-0.11976183725545764
2016-10-24,33.05,36.74046511627907,-0.10044688069677943
2016-10-25,32.88,36.61046511627907,-0.10189614101953315
2016-10-26,32.75,36.75046511627907,-0.10885481594917312
2016-10-27,32.89,36.67046511627907,-0.10309291426469558
2016-10-28,32.81,36.66046511627906,-0.10503044912458748
2016-10-31,32.8,37.21232558139534,-0.11857161605619526
2016-11-01,32.66,36.53232558139535,-0.10599723723494336
2016-11-02,31.98,36.53232558139535,-0.12461088936844711
2016-11-03,31.98,36.37232558139535,-0.12076009744183225
2016-11-04,31.82,37.81232558139535,-0.15847545712300037
2016-11-07,33.26,37.76232558139535,-0.11922797423296272
2016-11-08,33.21,38.33232558139535,-0.13362939773947546
2016-11-09,33.78,38.48232558139535,-0.12219442329308539
2016-11-10,33.93,39.12232558139535,-0.13272026916172297
