ADSK,dcf,Deviation
7.88,,
8.02,,
7.69,,
7.59,,
7.72,,
7.58,,
7.56,,
7.72,,
7.86,,
7.67,,
7.53,,
7.59,,
7.55,,
7.75,,
7.78,,
7.72,,
7.45,,
7.27,,
7.53,,
7.69,,
7.69,,
7.69,,
7.75,,
7.88,,
7.81,,
8.0,,
7.95,,
8.0,,
7.97,,
8.0,,
8.36,,
8.53,,
8.67,,
8.52,,
8.38,,
8.41,,
8.41,,
8.41,,
8.41,,
8.47,,
8.38,,
8.21,,
8.25,,
8.47,,
8.59,,
8.63,,
8.31,,
8.19,,
8.19,,
7.88,,
7.92,,
8.13,,
8.19,,
8.0,,
7.94,,
8.31,,
8.5,,
8.47,,
8.44,,
9.66,,
9.77,,
9.13,,
8.81,,
8.58,,
9.25,,
9.44,,
9.41,,
9.13,,
9.25,,
9.13,,
8.94,,
9.0,,
8.66,,
9.0,,
9.0,,
9.06,,
9.13,,
9.31,,
9.56,,
9.81,,
9.8,,
9.98,,
9.91,,
9.94,,
10.19,,
9.94,,
9.63,,
9.91,,
9.34,,
9.63,,
9.63,,
9.72,,
10.0,,
9.69,,
9.63,,
9.38,,
9.03,,
9.19,,
9.38,,
9.38,,
8.81,,
8.41,,
8.44,,
8.47,,
8.47,,
8.31,,
8.47,,
8.16,,
8.28,,
8.5,,
8.44,,
8.75,,
9.0,,
8.69,,
8.75,,
8.81,,
8.75,,
8.75,,
8.72,,
9.09,,
9.0,,
8.97,,
8.88,,
8.94,,
9.53,,
9.75,,
9.69,,
9.81,,
9.81,,
9.75,,
9.98,,
9.81,,
9.5,,
9.5,,
9.56,,
9.75,,
9.69,,
9.81,,
10.38,,
10.38,,
10.19,,
10.06,,
10.44,,
10.44,,
10.44,,
10.53,,
10.44,,
11.0,,
10.69,,
10.75,,
10.53,,
10.31,,
10.19,,
10.25,,
10.25,,
10.38,,
10.53,,
10.53,,
10.5,,
10.19,,
9.81,,
9.63,,
9.13,,
9.19,,
9.08,,
9.31,,
8.69,,
8.88,,
8.72,,
8.52,,
8.69,,
9.0,,
9.06,,
8.59,,
8.75,,
8.94,,
8.91,,
8.81,,
8.94,,
9.28,,
9.66,,
9.63,,
9.75,,
9.7,,
9.19,,
9.63,,
9.94,,
9.75,,
9.56,,
9.5,,
9.34,,
9.25,,
9.5,,
9.56,,
9.94,,
9.88,,
10.0,,
10.25,,
10.19,,
10.38,,
10.41,,
10.28,,
10.25,,
10.31,,
10.94,,
11.0,,
10.69,,
11.0,,
11.03,,
10.75,,
10.81,,
10.44,,
10.75,,
10.75,,
10.69,,
10.75,,
11.0,,
11.31,,
11.41,,
11.19,,
11.25,,
11.88,,
12.19,,
12.25,,
11.63,,
11.19,,
10.91,,
11.44,,
11.59,,
11.61,,
11.69,,
11.94,,
11.91,,
11.31,,
11.28,,
11.56,,
11.31,,
11.31,,
11.25,,
11.44,,
11.38,,
11.69,,
12.0,,
12.5,,
12.66,,
13.0,,
12.72,,
11.88,,
11.13,,
11.5,,
11.44,,
11.0,,
11.19,,
10.94,,
11.06,,
11.44,,
11.53,,
11.31,,
11.38,,
11.56,,
11.56,,
11.34,,
11.38,,
11.5,,
11.97,,
12.25,,
12.31,,
12.25,,
12.31,,
12.44,,
12.38,,
11.94,,
11.53,,
10.94,,
10.78,,
11.22,,
10.94,,
10.59,,
10.19,,
9.72,,
10.31,,
10.31,,
9.69,,
9.5,,
9.19,,
9.38,,
9.31,,
9.38,,
9.63,,
9.75,,
9.0,,
8.69,,
8.88,,
8.44,,
8.88,,
9.13,,
8.47,,
8.63,,
8.5,,
8.88,,
8.56,,
8.63,,
7.89,,
8.13,,
8.44,,
9.25,,
9.5,,
9.36,,
9.31,,
9.38,,
9.19,,
9.63,,
9.25,,
9.0,,
8.88,,
8.88,,
8.78,,
8.81,,
9.0,,
8.81,,
8.88,,
8.81,,
8.88,,
9.53,,
9.28,,
9.5,,
9.75,,
9.56,,
9.63,,
8.81,,
8.88,,
8.44,,
9.0,,
8.56,,
8.75,,
8.81,,
8.81,,
8.5,,
8.56,,
8.56,,
8.69,,
8.56,,
8.38,,
8.38,,
8.38,,
8.0,,
7.31,,
7.81,,
7.38,,
7.19,,
7.19,,
7.5,,
7.56,,
7.5,,
7.63,,
7.56,,
7.38,,
7.13,,
7.38,,
7.28,,
7.31,,
7.56,,
7.56,,
7.44,,
7.81,,
7.69,,
8.66,,
9.13,,
8.97,,
9.34,,
9.41,,
9.25,,
8.91,,
8.84,,
8.81,,
8.88,,
9.44,,
9.13,,
9.16,,
9.19,,
9.06,,
8.84,,
8.81,,
9.06,,
9.09,,
8.88,,
8.75,,
8.56,,
8.63,,
9.19,,
9.47,,
9.34,,
9.44,,
9.44,,
9.31,,
9.13,,
9.06,,
8.94,,
8.81,,
9.56,,
9.56,,
9.63,,
9.44,,
9.13,,
9.0,,
9.34,,
9.69,,
9.5,,
9.84,,
10.19,,
10.75,,
10.59,,
10.56,,
10.69,,
10.38,,
10.5,,
10.31,,
10.81,,
10.69,,
10.69,,
10.63,,
10.44,,
10.5,,
10.19,,
10.3,,
10.13,,
9.88,,
10.06,,
10.34,,
9.81,,
9.75,,
9.97,,
10.47,,
10.38,,
10.5,,
10.13,,
8.94,,
8.95,,
8.88,,
8.75,,
8.61,,
8.5,,
8.5,,
8.5,,
8.59,,
8.69,,
8.56,,
8.66,,
8.69,,
8.66,,
8.72,,
8.66,,
8.66,,
8.56,,
8.47,,
8.0,,
8.06,,
8.25,,
8.33,,
8.44,,
8.44,,
8.28,,
7.94,,
7.41,,
7.56,,
7.47,,
7.5,,
7.5,,
7.31,,
7.22,,
7.03,,
7.0,,
6.94,,
6.66,,
6.06,,
5.25,,
5.47,,
5.31,,
6.19,,
5.59,,
5.52,,
5.34,,
5.55,,
5.78,,
6.03,,
6.0,,
6.19,,
5.77,,
5.44,,
5.5,,
5.56,,
5.66,,
5.56,,
5.38,,
5.44,,
4.91,,
4.97,,
5.0,,
5.13,,
5.34,,
5.25,,
5.11,,
5.34,,
5.28,,
5.41,,
5.41,,
5.44,,
5.5,,
5.78,,
5.75,,
5.69,,
5.72,,
5.47,,
5.53,,
5.47,,
5.56,,
5.78,,
6.14,,
6.13,,
5.91,,
5.88,,
6.08,,
6.28,,
6.38,,
6.19,,
6.44,,
6.75,,
6.66,,
6.63,,
6.47,,
6.34,,
6.25,,
5.84,,
6.05,,
5.88,,
5.75,,
5.75,,
5.75,,
5.75,,
5.88,,
5.72,,
5.75,,
5.69,,
5.73,,
5.63,,
5.59,,
5.75,,
5.63,,
5.56,,
5.64,,
5.59,,
5.61,,
5.72,,
5.8,,
5.55,,
5.5,,
5.53,,
5.44,,
5.34,,
5.41,,
5.44,,
5.34,,
5.5,,
5.84,,
5.84,,
5.94,,
6.03,,
5.88,,
6.63,,
6.94,,
6.69,,
6.88,,
7.0,,
7.03,,
7.03,,
7.0,,
6.72,,
7.09,,
6.81,,
6.66,,
6.59,,
6.72,,
6.59,,
6.72,,
6.81,,
6.91,,
6.94,,
7.06,,
6.91,,
6.88,,
6.91,,
6.88,,
7.13,,
7.0,,
7.13,,
7.38,,
7.53,,
8.03,,
7.63,,
7.47,,
7.53,,
7.34,,
7.59,,
7.44,,
7.34,,
7.19,,
7.56,,
8.36,,
8.53,,
8.38,,
8.06,,
7.97,,
8.05,,
8.06,,
8.06,,
7.91,,
7.69,,
7.66,,
7.34,,
7.59,,
7.53,,
7.25,,
7.19,,
7.44,,
8.38,,
8.47,,
8.63,,
8.72,,
8.71,,
8.69,,
8.78,,
9.03,,
9.03,,
8.72,,
8.47,,
8.28,,
8.44,,
8.53,,
8.66,,
8.59,,
8.61,,
8.41,,
8.11,,
8.34,,
8.63,,
8.59,,
8.09,,
7.87,,
7.8,,
7.78,,
7.66,,
7.97,,
7.97,,
7.91,,
7.75,,
8.08,,
8.03,,
8.19,,
8.56,,
8.66,,
8.69,,
8.47,,
8.06,,
7.38,,
8.22,,
8.22,,
7.97,,
8.16,,
7.81,,
7.78,,
7.75,,
8.0,,
8.16,,
7.88,,
7.88,,
8.58,,
8.88,,
9.0,,
9.84,,
9.75,,
10.0,,
9.69,,
9.63,,
9.78,,
9.53,,
9.53,,
9.64,,
9.95,,
9.72,,
9.38,,
9.44,,
9.34,,
8.75,,
9.47,,
9.63,,
9.5,,
9.69,,
9.72,,
9.72,,
9.38,,
9.06,,
9.06,,
9.41,,
9.34,,
8.84,,
8.97,,
9.16,,
9.14,,
9.47,,
9.53,,
9.53,,
9.66,,
9.53,,
9.14,,
9.59,,
9.67,,
9.59,,
9.89,,
9.58,,
9.5,,
9.77,,
9.69,,
9.91,,
10.61,,
10.14,,
10.19,,
10.34,,
10.03,,
10.16,,
10.25,,
10.02,,
9.99,,
9.81,,
10.48,,
10.16,,
10.22,,
10.33,,
10.34,,
10.19,,
9.91,,
10.59,,
10.63,,
11.0,,
11.5,,
11.13,,
11.03,,
10.98,,
10.86,,
10.69,,
10.75,,
10.81,,
10.66,,
10.78,,
11.27,,
11.69,,
11.47,,
11.41,,
11.16,,
10.72,,
11.16,,
10.94,,
10.94,,
11.25,,
10.88,,
11.03,,
10.97,,
10.91,,
10.84,,
10.84,,
10.94,,
11.03,,
10.78,,
11.22,,
10.97,,
10.81,,
10.97,,
11.11,,
10.91,,
10.83,,
10.81,,
11.13,,
11.53,,
11.34,,
11.27,,
11.66,,
12.5,,
12.06,,
12.47,,
12.36,,
12.47,,
12.34,,
12.34,,
12.28,,
12.09,,
11.93,,
11.66,,
11.63,,
11.52,,
11.66,,
11.09,,
10.38,,
8.19,,
9.16,,
9.05,,
9.0,,
9.25,,
9.41,,
9.38,,
9.58,,
9.63,,
9.41,,
9.66,,
9.58,,
8.59,,
9.03,,
8.64,,
9.5,,
9.33,,
9.33,,
9.72,,
9.89,,
9.38,,
9.5,,
9.61,,
9.61,,
10.31,,
10.19,,
10.0,,
9.91,,
10.0,,
10.09,,
9.78,,
9.38,,
8.84,,
8.47,,
8.13,,
8.63,,
8.63,,
8.38,,
8.3,,
8.34,,
8.31,,
8.13,,
8.69,,
8.86,,
8.97,,
9.25,,
9.38,,
9.56,,
9.84,,
9.5,,
9.72,,
8.98,,
8.94,,
9.09,,
9.34,,
9.47,,
9.55,,
9.52,,
9.47,,
9.38,,
9.64,,
9.53,,
9.44,,
9.2,,
9.3,,
9.66,,
9.8,,
9.92,,
10.08,,
9.88,,
10.67,,
10.67,,
10.95,,
11.19,,
11.34,,
11.09,,
10.88,,
11.06,,
10.94,,
10.56,,
10.95,,
10.84,,
11.22,,
12.47,,
11.84,,
12.0,,
12.0,,
12.0,,
11.61,,
11.58,,
11.42,,
11.78,,
11.53,,
11.5,,
11.53,,
11.64,,
11.86,,
11.91,,
12.02,,
11.8,,
11.72,,
11.78,,
11.53,,
11.7,,
11.38,,
10.69,,
10.78,,
11.13,,
11.38,,
11.13,,
11.06,,
10.56,,
10.31,,
10.53,,
10.44,,
10.5,,
10.88,,
11.22,,
11.56,,
11.28,,
11.25,,
11.44,,
11.27,,
11.13,,
10.97,,
11.28,,
11.63,,
11.75,,
12.0,,
12.16,,
11.98,,
11.97,,
11.91,,
12.22,,
12.03,,
12.2,,
12.09,,
11.84,,
11.5,,
11.48,,
12.0,,
11.5,,
11.13,,
10.5,,
10.56,,
10.75,,
10.69,,
10.63,,
10.38,,
10.61,,
10.47,,
10.53,,
10.47,,
10.66,,
10.91,,
10.78,,
10.63,,
10.41,,
10.38,,
10.5,,
10.67,,
10.44,,
10.33,,
10.19,,
10.41,,
9.88,,
9.8,,
9.59,,
9.59,,
9.66,,
9.45,,
8.59,,
8.86,,
8.78,,
8.91,,
8.84,,
8.77,,
8.44,,
9.19,,
9.29,,
8.17,,
7.78,,
8.0,,
8.06,,
7.88,,
7.92,,
7.88,,
7.84,,
8.33,,
8.34,,
8.14,,
8.19,,
8.39,,
7.98,,
8.02,,
8.44,,
8.67,,
8.75,,
8.5,,
8.52,,
8.19,,
7.94,,
8.38,,
8.66,,
8.13,,
8.16,,
6.86,,
6.03,,
5.8,,
6.27,,
5.91,,
6.44,,
5.84,,
5.91,,
5.89,,
5.84,,
6.3,,
6.31,,
6.25,,
6.19,,
6.31,,
6.47,,
6.66,,
6.53,,
6.23,,
6.25,,
6.16,,
6.38,,
6.91,,
6.52,,
6.48,,
6.58,,
6.64,,
6.56,,
6.5,,
6.45,,
6.11,,
5.94,,
6.02,,
5.91,,
5.94,,
5.94,,
5.78,,
5.55,,
6.06,,
5.97,,
6.34,,
6.67,,
6.48,,
6.52,,
6.27,,
6.75,,
7.5,,
7.39,,
7.91,,
7.8,,
8.31,,
8.88,,
9.19,,
9.0,,
9.23,,
8.53,,
8.47,,
8.53,,
8.56,,
8.66,,
7.98,,
7.25,,
7.66,,
7.75,,
8.8,,
9.06,,
9.05,,
9.2,,
9.02,,
9.09,,
9.44,,
10.59,,
10.5,,
10.66,,
10.59,,
10.52,,
10.97,,
10.73,,
10.59,,
10.03,,
9.73,,
9.48,,
9.66,,
9.8,,
9.78,,
9.72,,
10.06,,
10.22,,
10.0,,
10.11,,
9.97,,
10.67,,
11.19,,
11.17,,
11.39,,
11.38,,
11.38,,
11.05,,
10.72,,
10.44,,
10.72,,
11.27,,
12.13,,
11.98,,
11.33,,
10.97,,
11.08,,
10.95,,
11.2,,
11.08,,
11.05,,
10.78,,
10.81,,
10.97,,
10.47,,
10.39,,
10.58,,
10.28,,
10.34,,
10.53,,
10.59,,
10.53,,
10.34,,
10.06,,
10.39,,
10.16,,
10.28,,
10.52,,
10.27,,
10.03,,
10.22,,
10.19,,
10.28,,
10.09,,
10.19,,
10.28,,
10.06,,
10.48,,
10.3,,
10.33,,
10.41,,
10.3,,
10.31,,
10.19,,
10.33,,
10.09,,
9.91,,
10.19,,
9.88,,
10.14,,
10.81,,
10.52,,
10.11,,
9.3,,
9.47,,
8.94,,
7.63,,
7.38,,
7.19,,
7.23,,
6.63,,
6.81,,
6.94,,
7.28,,
7.28,,
6.58,,
6.27,,
6.23,,
6.72,,
6.88,,
6.95,,
7.02,,
7.58,,
7.44,,
7.38,,
7.13,,
5.89,,
6.17,,
6.64,,
6.5,,
6.31,,
6.5,,
6.5,,
6.53,,
6.55,,
6.75,,
6.77,,
6.83,,
6.94,,
6.83,,
7.0,,
6.69,,
6.61,,
6.91,,
6.48,,
6.27,,
6.09,,
6.28,,
6.11,,
6.16,,
6.19,,
6.06,,
5.94,,
5.95,,
6.2,,
6.56,,
6.56,,
6.58,,
6.8,,
6.73,,
7.03,,
6.97,,
6.98,,
7.31,,
7.14,,
7.39,,
7.38,,
7.45,,
7.55,,
7.27,,
7.31,,
7.28,,
7.03,,
6.73,,
6.55,,
6.88,,
6.94,,
6.52,,
6.5,,
6.52,,
6.95,,
6.66,,
6.55,,
6.63,,
6.61,,
6.42,,
6.63,,
6.66,,
6.39,,
6.16,,
6.0,,
6.44,,
6.08,,
5.97,,
6.25,,
5.94,,
6.19,,
6.17,,
6.25,,
6.06,,
5.88,,
5.69,,
5.63,,
5.5,,
5.53,,
6.2,,
5.89,,
5.77,,
5.75,,
5.72,,
5.69,,
5.84,,
6.17,,
6.03,,
6.27,,
6.47,,
6.42,,
6.34,,
6.13,,
6.03,,
5.98,,
5.8,,
5.72,,
5.77,,
5.53,,
5.53,,
5.66,,
5.64,,
5.42,,
5.47,,
5.33,,
5.3,,
5.16,,
5.22,,
5.03,,
5.23,,
5.16,,
5.08,,
5.02,,
5.02,,
4.98,,
4.77,,
4.52,,
4.64,,
4.67,,
4.61,,
4.56,,
4.44,,
4.28,,
4.47,,
4.69,,
4.67,,
4.63,,
4.77,,
4.5,,
4.52,,
4.91,,
5.08,,
5.27,,
5.2,,
5.48,,
5.31,,
5.39,,
5.23,,
5.75,,
6.19,,
6.02,,
6.38,,
6.98,,
6.67,,
7.08,,
7.33,,
7.38,,
7.66,,
8.48,,
8.25,,
8.22,,
7.87,,
7.91,,
8.14,,
7.97,,
7.63,,
7.97,,
7.98,,
7.48,,
7.89,,
7.91,,
8.02,,
7.98,,
7.78,,
7.95,,
8.28,,
8.0,,
8.44,,
8.34,,
7.94,,
7.44,,
6.98,,
7.81,,
7.72,,
7.52,,
7.39,,
7.31,,
7.53,,
7.33,,
7.55,,
7.56,,
7.69,,
8.41,,
8.27,,
8.08,,
8.13,,
7.72,,
7.64,,
7.92,,
7.97,,
8.25,,
8.17,,
9.14,,
9.88,,
9.52,,
9.53,,
9.22,,
9.3,,
9.2,,
9.31,,
9.69,,
9.52,,
9.03,,
9.63,,
10.27,,
12.0,,
11.39,,
11.17,,
11.2,,
10.98,,
11.48,,
11.77,,
12.0,,
12.0,,
12.58,,
13.72,,
13.23,,
13.19,,
12.78,,
12.73,,
12.28,,
12.25,,
12.8,,
12.55,,
12.64,,
12.44,,
12.55,,
12.22,,
11.38,,
11.09,,
11.38,,
11.0,,
11.05,,
11.33,,
11.22,,
11.53,,
11.08,,
10.7,,
9.73,,
9.75,,
8.95,,
9.36,,
9.8,,
9.94,,
9.16,,
9.11,,
9.64,,
9.09,,
9.16,,
9.59,,
10.06,,
9.77,,
9.03,,
9.36,,
9.66,,
9.17,,
8.77,,
8.31,,
8.64,,
8.81,,
9.47,,
10.0,,
9.89,,
9.66,,
8.89,,
9.14,,
9.31,,
9.0,,
8.94,,
8.86,,
9.48,,
9.3,,
9.52,,
10.3,,
10.14,,
9.95,,
9.69,,
9.28,,
9.16,,
8.95,,
8.95,,
8.61,,
8.66,,
8.66,,
8.61,,
9.0,,
9.27,,
8.88,,
8.53,,
9.06,,
8.43,,
8.92,,
8.56,,
8.67,,
9.0,,
8.36,,
8.23,,
8.3,,
7.91,,
6.25,,
6.02,,
5.89,,
5.95,,
5.98,,
5.77,,
5.8,,
5.86,,
5.67,,
5.44,,
5.25,,
5.05,,
5.0,,
4.98,,
5.41,,
5.17,,
5.36,,
5.7,,
5.69,,
5.78,,
5.92,,
5.88,,
5.97,,
6.0,,
6.19,,
6.19,,
6.23,,
5.97,,
6.0,,
6.05,,
6.2,,
6.5,,
6.5,,
6.92,,
7.0,,
7.08,,
7.16,,
7.03,,
7.17,,
7.17,,
7.11,,
7.23,,
7.17,,
7.13,,
7.13,,
7.25,,
7.42,,
7.23,,
6.78,,
6.75,,
6.95,,
6.8,,
6.55,,
6.48,,
6.33,,
6.22,,
6.56,,
6.34,,
6.25,,
5.88,,
5.94,,
5.77,,
5.73,,
5.5,,
5.23,,
5.36,,
5.14,,
5.41,,
5.27,,
5.02,,
5.0,,
5.2,,
5.38,,
5.34,,
5.33,,
5.39,,
5.5,,
5.64,,
5.53,,
5.52,,
5.25,,
5.3,,
5.34,,
5.5,,
5.56,,
5.63,,
5.48,,
5.17,,
5.09,,
5.44,,
5.44,,
5.25,,
6.0,,
5.98,,
6.0,,
6.02,,
6.13,,
6.38,,
6.52,,
6.52,,
6.45,,
6.75,,
6.86,,
7.3,,
7.25,,
6.98,,
7.02,,
7.23,,
7.22,,
7.25,,
7.38,,
6.91,,
6.91,,
6.66,,
6.02,,
6.03,,
6.02,,
5.97,,
6.19,,
6.63,,
6.73,,
6.42,,
6.83,,
7.33,,
7.25,,
7.2,,
8.3,,
8.86,,
8.69,,
8.88,,
9.06,,
9.63,,
9.54,,
9.75,,
9.91,,
9.75,,
9.34,,
9.39,,
9.33,,
9.54,,
9.31,,
9.22,,
9.16,,
8.8,,
9.02,,
9.23,,
9.0,,
9.16,,
8.94,,
8.88,,
8.84,,
8.92,,
9.02,,
9.0,,
8.84,,
8.27,,
8.28,,
9.04,,
9.77,,
9.16,,
9.53,,
9.59,,
9.52,,
9.33,,
9.78,,
9.86,,
9.64,,
9.69,,
8.78,,
9.09,,
8.75,,
8.27,,
8.39,,
7.94,,
8.14,,
7.7,,
7.92,,
8.13,,
8.19,,
8.42,,
7.78,,
7.7,,
7.64,,
6.53,,
6.3,,
6.63,,
7.61,,
7.41,,
7.3,,
7.48,,
7.5,,
7.81,,
7.78,,
8.11,,
8.75,,
9.32,,
9.2,,
8.6,,
8.66,,
8.72,,
8.8,,
8.89,,
8.72,,
9.02,,
9.1,,
9.05,,
9.13,,
9.03,,
9.06,,
9.24,,
9.04,,
8.81,,
8.72,,
8.9,,
9.38,,
9.41,,
8.4,,
8.5,,
8.55,,
8.21,,
8.55,,
8.37,,
7.92,,
7.64,,
7.63,,
7.9,,
8.13,,
8.39,,
8.5,,
8.68,,
8.88,,
8.6,,
8.66,,
8.69,,
8.6,,
8.77,,
8.5,,
8.74,,
8.72,,
8.86,,
8.5,,
8.63,,
8.75,,
8.92,,
9.05,,
9.33,,
9.23,,
9.01,,
8.8,,
8.45,,
8.72,,
8.75,,
8.79,,
9.7,,
9.37,,
9.48,,
9.56,,
9.03,,
8.82,,
9.0,,
8.8,,
8.51,,
8.74,,
8.88,,
8.95,,
9.09,,
9.32,,
9.54,,
9.64,,
9.45,,
9.08,,
8.96,,
9.02,,
9.3,,
9.02,,
9.25,,
9.1,,
8.89,,
8.71,,
8.77,,
9.26,,
9.18,,
9.39,,
9.49,,
9.65,,
9.62,,
9.58,,
9.71,,
9.44,,
9.59,,
9.06,,
8.95,,
8.62,,
8.78,,
8.83,,
8.5,,
8.0,,
7.73,,
7.88,,
7.96,,
7.99,,
7.95,,
7.4,,
7.57,,
8.02,,
7.75,,
8.04,,
8.74,,
8.5,,
8.43,,
8.48,,
8.42,,
8.71,,
9.09,,
8.94,,
8.9,,
9.1,,
8.67,,
8.85,,
9.03,,
9.06,,
9.12,,
9.31,,
9.16,,
9.05,,
8.7,,
8.41,,
8.31,,
8.56,,
8.5,,
8.59,,
8.9,,
8.75,,
8.32,,
8.61,,
8.54,,
9.01,,
8.83,,
8.49,,
9.24,,
9.07,,
9.16,,
9.05,,
9.06,,
9.22,,
9.17,,
9.11,,
9.39,,
9.3,,
9.17,,
9.29,,
9.78,,
9.91,,
9.8,,
9.98,,
10.18,,
10.07,,
9.75,,
9.7,,
9.99,,
9.8,,
9.82,,
9.27,,
9.55,,
9.49,,
9.47,,
9.43,,
9.33,,
9.32,,
9.29,,
9.65,,
9.68,,
9.85,,
9.85,,
10.03,,
10.05,,
9.78,,
9.88,,
9.99,,
10.0,,
10.0,,
9.94,,
9.8,,
9.88,,
10.02,,
10.12,,
10.39,,
10.24,,
10.25,,
10.25,,
10.3,,
10.04,,
10.06,,
10.27,,
10.11,,
10.45,,
10.66,,
10.66,,
10.68,,
10.59,,
10.47,,
10.13,,
9.97,,
9.6,,
10.32,,
10.77,,
10.86,,
11.24,,
11.04,,
11.59,,
11.68,,
11.45,,
10.88,,
10.9,,
11.0,,
11.44,,
11.35,,
11.2,,
11.15,,
11.16,,
11.53,,
11.44,,
11.46,,
11.64,,
11.6,,
11.37,,
11.36,,
11.52,,
11.67,,
11.64,,
11.34,,
10.85,,
10.9,,
10.76,,
10.89,,
10.52,,
10.25,,
9.76,,
10.11,,
10.47,,
10.29,,
9.55,,
9.49,,
9.67,,
9.13,,
8.97,,
8.97,,
9.06,,
9.11,,
8.67,,
9.2,10.288661110031962,-0.10581173763906593
9.21,10.268661110031962,-0.10309631398758523
9.19,9.738661110031963,-0.056338453903768904
8.66,8.118661110031962,0.0666783454354467
7.04,8.208661110031963,-0.14236927245098718
7.13,8.668661110031962,-0.17749697335051196
7.59,8.728661110031963,-0.13045083268535707
7.65,8.528661110031962,-0.10302450744565561
7.45,8.638661110031963,-0.13759784009255627
7.56,8.908661110031963,-0.15138763203297156
7.83,9.078661110031963,-0.13753802404323545
8.0,8.878661110031963,-0.09896324447378302
7.8,8.268661110031962,-0.056679201601739226
7.19,8.018661110031962,-0.10334158017917017
6.94,7.878661110031962,-0.11913967321639929
6.8,7.648661110031963,-0.11095551205934084
6.57,7.728661110031962,-0.1499174428191703
6.65,7.638661110031962,-0.12942858647486521
6.56,7.668661110031962,-0.144570361647829
6.59,7.708661110031962,-0.14511743272462063
6.63,7.718661110031962,-0.14104273973332326
6.64,7.8286611100319625,-0.15183453381431522
6.75,7.5786611100319625,-0.10934135964135594
6.5,7.758661110031962,-0.16222658680175006
6.68,7.778661110031963,-0.14124038757968826
6.7,7.728661110031962,-0.13309693559945823
6.65,7.958661110031962,-0.16443231995170438
6.88,7.7486611100319625,-0.11210467172287775
6.67,7.848661110031962,-0.15017352558711283
6.77,7.818661110031963,-0.13412284984272405
6.74,7.698661110031963,-0.12452309516296944
6.62,7.718661110031962,-0.1423383012118552
6.64,7.878661110031962,-0.15721720895632452
6.8,8.078661110031963,-0.15827636443916926
7.0,7.918661110031962,-0.11601217646100959
6.84,7.958661110031962,-0.14055895766461024
6.88,7.648661110031963,-0.1004961651423919
6.57,7.588661110031962,-0.134234629173956
6.51,7.5786611100319625,-0.1410092224096633
6.5,7.568661110031963,-0.1411955291029604
6.49,7.638661110031962,-0.15037466559727453
6.56,7.708661110031962,-0.14900915913103363
6.63,7.188661110031963,-0.07771420873524515
6.11,7.108661110031963,-0.14048512013361014
6.03,7.358661110031963,-0.18055745334169782
6.28,7.5786611100319625,-0.1713575908959578
6.5,7.438661110031963,-0.12618683606463277
6.36,7.408661110031963,-0.1415452933340392
6.33,7.388661110031962,-0.14328186044350633
6.31,7.398661110031963,-0.14714298895996603
6.32,7.368661110031963,-0.14231365703659205
6.29,7.4986611100319625,-0.16118358894962925
6.42,7.628661110031962,-0.15843685970563426
6.55,7.458661110031962,-0.12182630322348409
6.38,7.488661110031963,-0.14804530392579496
6.41,7.338661110031962,-0.1265436700384599
6.26,7.118661110031963,-0.12062115287689368
6.04,6.588661110031962,-0.08327353628745082
5.51,7.018661110031962,-0.21494998638352725
5.94,6.718661110031962,-0.1158952799195817
5.64,6.928661110031962,-0.18598991775858664
5.85,7.408661110031963,-0.2103836424534795
6.33,7.438661110031963,-0.14904041112140398
6.36,7.528661110031963,-0.15522827936493488
6.45,7.206783968374424,-0.10500994225654936
6.0,7.256783968374425,-0.17318745794990975
6.05,6.8867839683744245,-0.1215057670194265
5.68,7.076783968374424,-0.19737552744531117
5.87,7.0967839683744245,-0.17286477562813973
5.89,7.356783968374424,-0.19937842060877176
6.15,7.356783968374424,-0.16403689078844574
6.15,7.216783968374425,-0.14781985619208116
6.01,6.656783968374424,-0.09716162811459961
5.45,7.046783968374425,-0.2265975479794332
5.84,6.996783968374424,-0.1653308110702154
5.79,7.546783968374425,-0.23278577679398382
6.34,7.646783968374424,-0.17089327667409238
6.44,7.706783968374424,-0.16437258051773618
6.5,7.696783968374424,-0.1554914329532867
6.49,8.196783968374424,-0.20822605243223347
6.99,7.936783968374424,-0.11929063108521776
6.73,8.046783968374424,-0.16364102398544123
6.84,7.906783968374424,-0.13492008541542932
6.7,7.746783968374424,-0.13512497220108743
6.54,7.816783968374424,-0.16333878146563952
6.61,7.856783968374424,-0.15868884436597086
6.65,7.516783968374424,-0.11531314083539834
6.31,7.826783968374424,-0.19379402504314314
6.62,7.586783968374424,-0.12743001150480515
6.38,7.756783968374425,-0.1774941746460621
6.55,7.926783968374425,-0.17368758551606733
6.72,7.916783968374424,-0.15117047189304111
6.71,7.896783968374424,-0.15028699950857682
6.69,7.856783968374424,-0.14850656109052118
6.65,7.956783968374424,-0.1642351952206389
6.75,7.936783968374424,-0.14952957937413736
6.73,7.8467839683744245,-0.1423237816760976
6.64,7.716783968374425,-0.13953791797041248
6.51,7.576783968374424,-0.1407964081894365
6.37,7.546783968374425,-0.15593184769908064
6.34,7.486783968374424,-0.15317444355529075
6.28,7.466783968374425,-0.15894178449531282
6.26,7.476783968374424,-0.16274162440980267
6.27,7.566783968374424,-0.17137848441218462
6.36,7.486783968374424,-0.150503069560197
6.28,7.546783968374425,-0.16785745738622082
6.34,7.616783968374424,-0.16762769873423566
6.41,7.576783968374424,-0.15399462004520548
