ADSK,dcf,Deviation
25.28,28.347324429125376,-0.10820507723028217
25.34,28.487324429125376,-0.11048157354881527
25.48,29.267324429125377,-0.12940453228981952
26.26,29.257324429125376,-0.10244697653014256
26.25,28.897324429125376,-0.09161140283482994
25.89,29.257324429125376,-0.11509338242061662
26.25,29.607324429125377,-0.11339506334529514
26.6,29.087324429125378,-0.08551231431361206
26.08,29.177324429125377,-0.10615519036534993
26.17,29.127324429125377,-0.10153093313879002
26.12,28.697324429125377,-0.08981061755393505
25.69,28.107324429125377,-0.0860033631169993
25.1,27.757324429125376,-0.09573417048572164
24.75,27.38732442912538,-0.0962972646689314
24.38,27.477324429125378,-0.11272292675782802
24.47,26.79732442912538,-0.08684913433357044
23.79,26.79732442912538,-0.11222480203496699
23.79,27.423528651443345,-0.13249675844512832
23.81,27.56352865144334,-0.13617736317105367
23.95,27.633528651443342,-0.13329925026606926
24.02,26.56352865144334,-0.09575266467111998
22.95,26.683528651443343,-0.1399188503219717
23.07,26.713528651443344,-0.1363926383138636
23.1,27.163528651443343,-0.14959502145636827
23.55,27.203528651443342,-0.1343034831346961
23.59,27.793528651443342,-0.15124127289339528
24.18,27.833528651443345,-0.13126358131576277
24.22,28.853528651443344,-0.16058793735134924
25.24,29.493528651443345,-0.1442190489212687
25.88,29.533528651443344,-0.12370782694348958
25.92,29.603528651443344,-0.12442870222714986
25.99,29.693528651443344,-0.12472511081175675
26.08,29.273528651443343,-0.10909271271900067
25.66,31.503528651443343,-0.185488067577967
27.89,31.543528651443342,-0.11582498241762706
27.93,31.493528651443345,-0.11315113942559207
27.88,31.763528651443345,-0.1222637665373767
28.15,32.10352865144334,-0.12314934891948692
28.49,32.223528651443345,-0.1158634329538617
28.61,32.083528651443345,-0.10826516899621264
28.47,32.46352865144334,-0.12301585247621527
28.85,32.52352865144334,-0.11294987978742321
28.91,32.67352865144334,-0.11518586472835979
29.06,32.793528651443346,-0.11384955523165463
29.18,32.64352865144334,-0.10610153970870428
29.03,32.77352865144334,-0.11422415606378344
29.16,32.873528651443344,-0.1129641022361102
29.26,32.92352865144334,-0.11127387620654483
29.31,33.13352865144334,-0.11539756877892282
29.52,33.03352865144334,-0.10636249879680426
29.42,32.723528651443345,-0.10095270246161658
29.11,33.113528651443346,-0.12090311164312717
29.5,33.32352865144335,-0.1147396091043239
29.71,33.043528651443346,-0.10088295008099069
29.43,33.10352865144334,-0.11097090857361436
29.49,33.113528651443346,-0.10942743944884314
29.5,33.17352865144334,-0.11073674706243564
29.56,33.013528651443345,-0.10460949775789441
29.4,32.99352865144334,-0.1089161662399557
29.38,32.77352865144334,-0.10354480555129031
29.16,33.793528651443346,-0.13711289813014083
30.18,34.52352865144334,-0.12581357761243073
30.91,34.263528651443345,-0.09787458511813485
30.65,34.70352865144334,-0.11680450977064416
31.09,34.74352865144334,-0.10515709812024421
31.13,35.043528651443346,-0.11167621532548377
31.43,35.31352865144334,-0.10997282910397044
31.7,35.31352865144334,-0.10232703412649902
31.7,35.49352865144334,-0.10687944522780146
31.88,35.16352865144334,-0.0933788154195545
31.55,34.873528651443344,-0.0953023333159545
31.26,35.77352865144334,-0.12616951197128368
32.16,36.06352865144335,-0.10824034134793747
32.45,37.25352865144335,-0.12894157480722934
33.64,37.833528651443345,-0.11084159476843725
34.22,38.333528651443345,-0.10730889631493556
34.72,37.46352865144334,-0.07323198722066038
33.85,37.74352865144334,-0.10315751575321908
34.13,38.28352865144334,-0.10849388229751766
34.67,37.60352865144334,-0.07801205782135401
33.99,38.88872122762148,-0.12596766036477602
34.89,37.24872122762148,-0.06332354910139548
33.25,35.70872122762148,-0.06885492235772384
31.71,34.55872122762148,-0.08243132634620187
30.56,34.05872122762148,-0.10272614770938715
30.06,36.398721227621486,-0.1741468110371771
32.4,35.618721227621485,-0.09036599621452557
31.62,36.768721227621484,-0.14002992368833456
32.77,36.35872122762148,-0.09870317509668491
32.36,34.768721227621484,-0.0692783957124058
30.77,34.71872122762149,-0.1137346390649886
30.72,34.148721227621486,-0.10040555266380335
30.15,34.34872122762148,-0.12223806527752445
30.35,32.27872122762148,-0.05975209532064851
28.28,33.368721227621485,-0.15249973749096546
29.37,33.41872122762148,-0.12115129121921941
29.42,32.96872122762149,-0.10763903164822586
28.97,32.658721227621484,-0.11294750954613952
28.66,33.588721227621484,-0.14673738825068394
29.59,33.258721227621486,-0.11030854741867224
29.26,32.55872122762148,-0.10131605613622752
28.56,33.23872122762148,-0.1407611681442622
29.24,33.978721227621485,-0.1394614351692951
29.98,31.918721227621482,-0.06073931389029996
27.92,30.688721227621482,-0.09021950465402528
26.69,30.298721227621485,-0.11910473714420766
26.3,30.438721227621482,-0.13596895863896596
26.44,31.398721227621483,-0.15792748983864002
27.4,31.578721227621482,-0.13232711981910183
27.58,31.488721227621483,-0.12413083400137592
27.49,32.53872122762149,-0.15516040695956201
28.54,32.49872122762148,-0.12181159990556378
28.5,32.508721227621486,-0.12331217827834517
28.51,33.23872122762148,-0.14226543780787504
29.24,32.99872122762148,-0.1139050571594652
29.0,32.42872122762148,-0.10573100319173345
28.43,31.828721227621482,-0.10678158268802884
27.83,30.258721227621482,-0.08026516419353635
26.26,30.578721227621482,-0.14123289183592214
26.58,29.998721227621484,-0.11396223197919786
26.0,28.578721227621482,-0.09023221182930796
24.58,28.358721227621484,-0.1332472362661049
24.36,28.568721227621484,-0.1473192024973211
24.57,28.308721227621483,-0.13206959076531954
24.31,28.048721227621485,-0.13329382103665077
24.05,28.728721227621485,-0.16285866643876534
24.73,28.608721227621484,-0.13557828036985486
24.61,28.928721227621484,-0.14928835580529976
24.93,29.078721227621482,-0.14267206577435976
25.08,30.188721227621482,-0.16922615532807683
26.19,30.478721227621485,-0.14071198051888112
26.48,30.468721227621483,-0.13091199981197432
26.47,29.348721227621482,-0.09808676859529342
25.35,29.538721227621483,-0.14180441987802217
25.54,30.618721227621485,-0.16586980200335455
26.62,30.568721227621484,-0.12917521796932319
26.57,32.03872122762149,-0.17069099571011426
28.04,32.84872122762148,-0.1463899064532831
28.85,33.74872122762148,-0.14515279540761217
29.75,33.148721227621486,-0.10252948233760129
29.15,32.688721227621485,-0.10825511352922912
28.69,33.23872122762148,-0.13685006701886837
29.24,33.53872122762149,-0.12817188820190284
29.54,34.364733475479746,-0.14039781448973954
30.74,34.114733475479746,-0.09892304971121535
30.49,34.48473347547974,-0.1158406365042719
30.86,33.92473347547974,-0.09033920569176712
30.3,32.39473347547975,-0.06466277850581159
28.77,32.654733475479745,-0.11896387022716848
29.03,32.224733475479745,-0.09913917450739074
28.6,31.544733475479745,-0.09335103362875885
27.92,31.074733475479743,-0.10152085384639131
27.45,31.744733475479745,-0.1352896372179997
28.12,31.284733475479744,-0.10115903585882191
27.66,31.534733475479744,-0.12287192718760709
27.91,31.854733475479744,-0.12383508022492828
28.23,31.254733475479743,-0.09677681231397273
27.63,31.734733475479743,-0.12934513783300938
28.11,30.984733475479743,-0.09277902867083587
27.36,31.034733475479744,-0.11840712208413573
27.41,31.144733475479743,-0.11991540972473247
27.52,31.024733475479746,-0.11296578835237037
27.4,32.004733475479746,-0.143876638716821
28.38,31.154733475479745,-0.08906298228048048
27.53,31.354733475479744,-0.12198264987552165
27.73,32.45473347547974,-0.14557917966109257
28.83,32.944733475479744,-0.12489806537795423
29.32,33.64473347547975,-0.1285411720866093
30.02,33.114733475479746,-0.09345488097530008
29.49,33.694733475479744,-0.12478904095026022
30.07,34.004733475479746,-0.11571134584298437
30.38,34.584733475479744,-0.12157773251197268
30.96,35.584733475479744,-0.12996397678983584
31.96,35.934733475479746,-0.11060979423130901
32.31,36.114733475479746,-0.10535128213151523
32.49,36.35473347547974,-0.10630619746081738
32.73,36.184733475479746,-0.09547489075249971
32.56,37.06473347547974,-0.12153691806417155
33.44,36.694733475479744,-0.08869756412468921
33.07,35.28473347547975,-0.06276747072551425
31.66,34.84473347547974,-0.09139784288265085
31.22,35.59473347547974,-0.12290395371251706
31.97,35.41473347547974,-0.09726837215547002
31.79,35.96473347547975,-0.11607853227456899
32.34,35.56473347547974,-0.09067222386758622
31.94,35.59473347547974,-0.1026762422030042
31.97,35.504733475479746,-0.0995566824328058
31.88,35.004733475479746,-0.08926602676945317
31.38,36.334733475479744,-0.13636355634267727
32.71,35.06473347547974,-0.06715389629658441
31.44,35.56473347547974,-0.11597819166347911
31.94,35.05473347547974,-0.08885343480527252
31.43,35.48473347547974,-0.11426698408997771
31.86,36.30473347547974,-0.1224284838361841
32.68,37.084733475479744,-0.11877484513653402
33.46,36.974733475479745,-0.09505770955213466
33.35,36.944733475479744,-0.09730029526036699
33.32,36.78473347547975,-0.09418944078497393
33.16,36.39473347547975,-0.08887916373007898
32.77,37.63473347547974,-0.12926180222982775
34.01,37.84473347547974,-0.10132806135269345
34.22,38.46473347547975,-0.11035390322373229
34.84,39.05473347547974,-0.10791863368177723
35.43,39.254733475479746,-0.09743368854787526
35.63,39.254733475479746,-0.09233876158511978
35.63,39.044733475479745,-0.08745695440908074
35.42,39.824733475479746,-0.11060296180492346
36.2,38.78446443873179,-0.06663658957607854
34.91,39.184464438731794,-0.10908569250487732
35.31,39.184464438731794,-0.09887756523480995
35.31,39.71446443873179,-0.11090328173823494
35.84,39.55446443873179,-0.0939075902414338
35.68,39.28446443873179,-0.09175292294879889
35.41,39.17446443873179,-0.09609485394801898
35.3,39.73446443873179,-0.11160247159161985
35.86,40.15446443873179,-0.10694861701578273
36.28,39.12446443873179,-0.07270296167724344
35.25,38.99446443873179,-0.09602553830724103
35.12,38.39446443873179,-0.08528480567705377
34.52,39.15446443873179,-0.11836362737086381
35.28,40.13446443873179,-0.12095500728912145
36.26,37.64446443873179,-0.03677737110552004
33.77,38.684464438731794,-0.12703974347416103
34.81,38.294464438731794,-0.09099133490446554
34.42,39.30446443873179,-0.12427250971313308
35.43,39.07446443873179,-0.09326972208272377
35.2,39.39446443873179,-0.10647344743714493
35.52,39.16446443873179,-0.09305538811677416
35.29,40.44446443873179,-0.12744548630481067
36.57,41.51446443873179,-0.11910220944868433
37.64,41.864464438731794,-0.10090812089365797
37.99,41.45446443873179,-0.08357277040334565
37.58,41.14446443873179,-0.08663290402138135
37.27,41.70446443873179,-0.10633068901403775
37.83,41.96446443873179,-0.09852298829568329
38.09,42.98446443873179,-0.11386589323936203
39.11,42.42446443873179,-0.07812625291990294
38.55,42.794464438731794,-0.09918255770693274
38.92,42.184464438731794,-0.07738546600426943
38.31,42.58446443873179,-0.10037614644377313
38.71,43.00446443873179,-0.09986089804350629
39.13,43.26446443873179,-0.0955625937444976
39.39,43.52446443873179,-0.09499173607412825
39.65,43.49446443873179,-0.08838974081741535
39.62,43.184464438731794,-0.08254043404402756
39.31,43.00446443873179,-0.08590885823017902
39.13,42.88446443873179,-0.08754835784636461
39.01,43.10446443873179,-0.0949893356070255
39.23,42.66446443873179,-0.08049941523733062
38.79,42.07446443873179,-0.07806313122570052
38.2,43.14446443873179,-0.11460252208607846
39.27,42.40446443873179,-0.07391826498034493
38.53,45.114464438731794,-0.14595018517118608
41.24,45.13446443873179,-0.08628582364189485
41.26,44.63446443873179,-0.07560221638513898
40.76,44.74446443873179,-0.08904932685444666
40.87,44.67446443873179,-0.08515971006097622
40.8,44.40446443873179,-0.0811734694763665
40.53,44.95446443873179,-0.09842102434034927
41.08,45.31446443873179,-0.09344619849710623
41.44,45.90446443873179,-0.09725556094201837
42.03,45.364464438731794,-0.073503886356583
41.49,45.184464438731794,-0.081764041792314
41.31,45.37446443873179,-0.08957603112252599
41.5,44.92446443873179,-0.07622716222698867
41.05,44.20446443873179,-0.07136076590417562
40.33,44.75446443873179,-0.09886085096133412
40.88,44.64446443873179,-0.08432096758374108
40.77,43.84446443873179,-0.070122066219512
39.97,44.55446443873179,-0.10289573663344176
40.68,46.75052092228864,-0.12984926804087182
42.16,48.00052092228864,-0.12167619871759872
43.41,48.34052092228864,-0.1019956100641708
43.75,48.280520922288645,-0.09383744905281532
43.69,48.11052092228864,-0.09188262437293016
43.52,47.52052092228864,-0.08418512349287532
42.93,46.83052092228864,-0.08329014594480455
42.24,47.34052092228864,-0.10774112373333089
42.75,47.280520922288645,-0.09582214480536522
42.69,46.93052092228864,-0.09035742282320802
42.34,47.30052092228864,-0.10487243746085628
42.71,48.43052092228864,-0.11811809605491874
43.84,48.25052092228864,-0.09140877316935381
43.66,47.990520922288646,-0.09023700595584472
43.4,46.69052092228864,-0.07047513836406671
42.1,44.18052092228864,-0.047091362411687654
39.59,45.02052092228864,-0.12062323604967684
40.43,47.34052092228864,-0.14597475455820474
42.75,46.640520922288644,-0.08341504008437084
42.05,45.80052092228864,-0.08188817172303098
41.21,44.94052092228864,-0.0830101842553066
40.35,45.76052092228864,-0.11823556229783494
41.17,45.30052092228864,-0.09118042879406163
40.71,44.70052092228864,-0.08927235835184366
40.11,45.27052092228864,-0.11399296533713821
40.68,44.93052092228864,-0.09460208417437
40.34,44.490520922288646,-0.09329000506733409
39.9,44.70052092228864,-0.107392952548233
40.11,44.97052092228864,-0.10808237980360225
40.38,43.84052092228864,-0.07893430209058716
39.25,43.06052092228864,-0.08849221608734115
38.47,43.15052092228864,-0.10846962730109255
38.56,43.990520922288646,-0.12344752479476018
39.4,45.56052092228864,-0.13521620906829568
40.97,46.100520922288645,-0.111289868740033
41.51,46.210520922288644,-0.10171971292410709
41.62,48.40052092228864,-0.14009189969619085
43.81,47.86052092228864,-0.08463177675950273
43.27,47.56052092228864,-0.09021181515860854
42.97,47.990520922288646,-0.10461484530285492
43.4,48.19052092228864,-0.09940795058044238
43.6,48.70052092228864,-0.10473236888836435
44.11,48.420520922288645,-0.08902260529593875
43.83,48.59052092228864,-0.09797221416708402
44.0,48.55052092228864,-0.09372754062870581
43.96,48.06052092228864,-0.08531994334641035
43.47,47.75052092228864,-0.08964343926749951
43.16,47.38052092228864,-0.08907713212378876
42.79,47.44052092228864,-0.09802845398570914
42.85,46.95052092228864,-0.08733706978620581
42.36,47.22052092228864,-0.10293238675379413
42.63,47.29052092228864,-0.09855084764126754
42.7,47.68052092228864,-0.1044560928855216
43.09,47.06052092228864,-0.08437052638761022
42.47,47.02052092228864,-0.09677733961751167
42.43,48.94052092228864,-0.13302925264376575
44.35,49.47052092228864,-0.10350650906490899
44.88,50.140520922288644,-0.10491556181559769
45.55,49.58052092228864,-0.08129242789937585
44.99,49.70052092228864,-0.09477809960289896
45.11,49.59052092228864,-0.09035035000559666
45.0,49.570520922288644,-0.0922023984668997
44.98,49.26312104597216,-0.08694376147981309
44.66,48.823121045972165,-0.08526945751895187
44.22,48.353121045972166,-0.08547785451207102
43.75,48.033121045972166,-0.08917015910485648
43.43,48.91312104597216,-0.11209918583642864
44.31,48.893121045972165,-0.09373754319473382
44.29,49.753121045972165,-0.10980458976481522
45.15,49.80312104597216,-0.09343031015419634
45.2,50.59312104597216,-0.10659791162264176
45.99,50.17312104597217,-0.0833737459174464
45.57,48.99312104597217,-0.06986942192884826
44.39,48.09312104597216,-0.07699897543418632
43.49,48.88312104597216,-0.11032685578525547
44.28,48.99312104597217,-0.09619964895785393
44.39,46.95312104597216,-0.05458893868764525
42.35,46.87312104597216,-0.0964971170052018
42.27,46.69312104597216,-0.09472746620679595
42.09,46.98312104597216,-0.1041463601616488
42.38,47.283121045972166,-0.10369706858405103
42.68,47.103121045972166,-0.09390292931237498
42.5,47.58312104597216,-0.10682613780338479
42.98,46.043121045972164,-0.06652722440152936
41.44,45.963121045972166,-0.09840761338744075
41.36,45.44312104597216,-0.08985124595296845
40.84,44.88312104597216,-0.09008110291240523
40.28,44.143121045972165,-0.0875135458126981
39.54,42.84312104597216,-0.0770980490059956
38.24,42.683121045972165,-0.10409550513390686
38.08,42.503121045972165,-0.10406579416104611
37.9,42.16312104597216,-0.10111018682236328
37.56,42.52312104597216,-0.1167158224488386
37.92,41.17312104597217,-0.0790107954735777
36.57,41.043121045972164,-0.10898588927878672
36.44,40.293121045972164,-0.09562726703587876
35.69,40.30312104597216,-0.11446064042311166
35.7,41.643121045972165,-0.1427155529339701
37.04,41.073121045972165,-0.09819368344221979
36.47,41.77312104597216,-0.1269505584736168
37.17,41.293121045972164,-0.0998500704604488
36.69,42.033121045972166,-0.12711692382129625
37.43,42.783121045972166,-0.1251222658632133
38.18,43.143121045972165,-0.11503852585638386
38.54,43.20312104597216,-0.10793481889908285
38.6,43.30312104597216,-0.10860928571358996
38.7,43.473121045972164,-0.10979476354882955
38.87,43.973121045972164,-0.11605091757387553
39.37,44.99312104597217,-0.12497735020930623
40.39,44.723121045972164,-0.09688771589795853
40.12,43.59312104597216,-0.07967130966166658
38.99,41.83312104597216,-0.06796339777870597
37.23,41.863121045972164,-0.11067309197716735
37.26,40.95312104597216,-0.09017923302662156
36.35,40.753121045972165,-0.10804377512596297
36.15,39.933121045972165,-0.09473642297122054
35.33,40.933121045972165,-0.13688477454917936
36.33,40.473121045972164,-0.10236722394761999
35.87,40.80312104597216,-0.12090058112010849
36.2,41.67312104597217,-0.13133456070963412
37.07,41.08312104597216,-0.09768296428797285
36.48,41.17312104597217,-0.11398506906318884
36.57,39.503121045972165,-0.07425036220704473
34.9,38.94312104597216,-0.1038211868329526
34.34,39.003121045972165,-0.1195576384893875
34.4,39.176276910088646,-0.12191758091383775
34.4,38.216276910088645,-0.09985998686023745
33.44,38.72627691008864,-0.1365036180049497
33.95,36.34627691008865,-0.06592908858358226
31.57,35.69627691008864,-0.11559404137529128
30.92,32.83627691008864,-0.058358531795055124
28.06,34.73627691008865,-0.1921989776673395
29.96,32.936276910088644,-0.0903647038860359
28.16,33.52627691008865,-0.1600618202993438
28.75,33.95627691008865,-0.15332296069660767
29.18,34.866276910088644,-0.1630881589322577
30.09,34.22627691008864,-0.12085091583155572
29.45,33.62627691008864,-0.12419682741730065
28.85,31.286276910088645,-0.07787046432818079
26.51,28.186276910088644,-0.05947138444129374
23.41,29.066276910088646,-0.1945992920794546
24.29,30.056276910088645,-0.19184934073298832
25.28,31.246276910088646,-0.19094360993012527
26.47,30.336276910088646,-0.12744731074111726
25.56,31.406276910088646,-0.18614995106951526
26.63,32.826276910088644,-0.18875966126345312
28.05,32.47627691008864,-0.1362926212983987
27.7,32.97627691008864,-0.16000220171836432
28.2,32.006276910088644,-0.11892282631876105
27.23,31.156276910088646,-0.12601880903225915
26.38,30.906276910088646,-0.14645170375119332
26.13,31.776276910088644,-0.17768843486808894
27.0,31.056276910088645,-0.13061053396168554
26.28,30.186276910088644,-0.1294057204114203
25.41,31.496276910088646,-0.19323797944318732
26.72,32.466276910088645,-0.17699217332502437
27.69,33.23627691008865,-0.1668741936737539
28.46,34.186276910088644,-0.167502209297286
29.41,34.22627691008864,-0.14071869174496687
29.45,33.566276910088646,-0.12263132194001125
28.79,32.88627691008865,-0.12455885235315334
28.11,33.33627691008864,-0.15677446297270836
28.56,32.436276910088644,-0.11950437224449173
27.66,33.116276910088644,-0.16476118148494
28.34,33.076276910088644,-0.1431925643555132
28.3,34.246276910088646,-0.17363279884993643
29.47,33.47627691008864,-0.11967510368159506
28.7,34.066276910088646,-0.15752460781822142
29.29,32.566276910088646,-0.10060336092866962
27.79,30.226276910088647,-0.08060128997479965
25.45,30.856276910088646,-0.17520833527135715
26.08,31.986276910088645,-0.18465034010337644
27.21,32.76627691008864,-0.1695730316060986
27.99,33.066276910088646,-0.15351824833172723
28.29,34.04627691008864,-0.16907214040730945
29.27,34.786276910088645,-0.1585762375302896
30.01,35.79627691008864,-0.16164465719779553
31.02,35.76627691008864,-0.13270257125224727
30.99,37.19627691008864,-0.1668520998779136
32.42,36.02627691008865,-0.10010129326127393
31.25,36.66627691008865,-0.14771821320638012
31.89,35.73627691008865,-0.10762948025519725
30.96,36.04627691008864,-0.14110408469577873
31.27,36.55627691008865,-0.14460654522041227
31.78,37.826276910088644,-0.15984329952589227
33.05,37.146276910088645,-0.11027422532824893
32.37,37.51627691008864,-0.1371745102111862
32.74,40.396276910088645,-0.18952927090606586
35.62,40.606276910088646,-0.12279571754705254
35.83,39.37627691008864,-0.09006125485622152
34.6,37.691009841677364,-0.08200920735903006
32.97,38.27100984167736,-0.13851241092427435
33.55,39.88100984167736,-0.15874748073859424
35.16,39.74100984167736,-0.1152716012986954
35.02,39.42100984167737,-0.11164122530987153
34.7,40.27100984167736,-0.13833797224304512
35.55,37.261009841677364,-0.04591957783612077
32.54,37.441009841677364,-0.13089950998655542
32.72,38.92100984167737,-0.15932294323558915
34.2,38.331009841677364,-0.10777200649657048
33.61,38.761009841677364,-0.13289152843842567
34.04,40.30100984167736,-0.1553561527682249
35.58,39.17100984167737,-0.09167519183681061
34.45,38.221009841677365,-0.09866327073245817
33.5,37.12100984167736,-0.09754610278979803
32.4,36.10100984167737,-0.10251818045833949
31.38,34.761009841677364,-0.09726443095515713
30.04,34.52100984167736,-0.1298052942897232
29.8,36.321009841677366,-0.17953823063021457
31.6,36.21100984167737,-0.1273372342234511
31.49,38.791009841677365,-0.1882139668824271
34.07,38.99100984167736,-0.12620883279656192
34.27,38.691009841677364,-0.11426452449207247
33.97,38.81100984167736,-0.12473290082956878
34.09,39.501009841677366,-0.13698408884646351
34.78,39.52100984167736,-0.11996175858537073
34.8,38.641009841677366,-0.09940241876221723
33.92,39.111009841677365,-0.13272502711361178
34.39,38.16100984167736,-0.09881839755610633
33.44,37.42100984167737,-0.10638435089059384
32.7,35.971009841677365,-0.09093461251364277
31.25,35.791009841677365,-0.12687571157574662
31.07,35.92100984167737,-0.1350465886972081
31.2,34.92100984167737,-0.10655504690578665
30.2,36.21100984167737,-0.1659995086565894
31.49,35.03100984167737,-0.10108215143328614
30.31,35.181009841677366,-0.13845565728778197
30.46,35.53100984167737,-0.1427206787612646
30.81,35.501009841677366,-0.13213736348903038
30.78,34.63100984167736,-0.11120119971329245
29.91,35.12100984167736,-0.14837300707377632
30.4,35.05100984167736,-0.1326926060814113
30.33,35.53100984167737,-0.146379454590583
30.81,34.931009841677366,-0.11797568579767914
30.21,35.541009841677365,-0.14999601489730108
30.82,35.681009841677366,-0.1362352092400546
30.96,35.80100984167736,-0.13521992432855212
31.08,37.251009841677366,-0.1656602027141043
32.53,36.901009841677364,-0.11845230958261155
32.18,37.02100984167736,-0.13076385172582383
32.3,36.641009841677366,-0.11847407755502637
31.92,36.88100984167736,-0.1345139371989531
32.16,39.06100984167736,-0.1766725916623414
34.34,40.151009841677364,-0.14472885898987886
35.43,39.761009841677364,-0.10892605240467546
35.04,39.38100984167736,-0.11023104433150477
34.66,40.53100984167737,-0.1448522961705313
35.81,40.95100984167736,-0.12554049000386713
36.23,41.27100984167736,-0.12214408760569562
36.55,41.321009841677366,-0.11546208236336986
36.6,40.63100984167736,-0.09921018102637802
35.91,40.721009841677365,-0.11814564178006626
36.0,41.958851264466354,-0.142016549187864
37.0,41.778851264466354,-0.11438445816079323
36.82,42.808851264466355,-0.1398974998760928
37.85,42.71885126446635,-0.11397430221903637
37.76,43.29885126446635,-0.12792143677520307
38.34,43.31885126446635,-0.11493497909420347
38.36,43.35885126446635,-0.1152902145394944
38.4,42.488851264466355,-0.09623350932732522
37.53,43.32885126446635,-0.13383348727783928
38.37,43.74885126446635,-0.12294839999227958
38.79,43.60885126446635,-0.11050167855241999
38.65,44.488851264466355,-0.13124302153267553
39.53,43.86885126446635,-0.09890505767541735
38.91,43.06885126446635,-0.09656285557580191
38.11,42.71885126446635,-0.10788799623692147
37.76,43.15885126446635,-0.1250925616945543
38.2,42.57885126446635,-0.10284099111242728
37.62,42.97885126446635,-0.12468577234629097
38.02,42.948851264466356,-0.11476095679756226
37.99,42.808851264466355,-0.11256670343000441
37.85,42.948851264466356,-0.11871915346627393
37.99,42.04885126446635,-0.09652704277075708
37.09,41.60885126446635,-0.10860312474729183
36.65,40.67885126446635,-0.09904043843995225
35.72,41.01885126446635,-0.1291808790622232
36.06,41.47885126446635,-0.1306413051295977
36.52,41.76885126446635,-0.12566424753298533
36.81,41.628851264466356,-0.11575748833068666
36.67,43.628851264466356,-0.15950113429032708
38.67,44.308851264466355,-0.1272624115396206
39.35,45.03885126446635,-0.12630986592134963
40.08,45.85885126446635,-0.12601386875436382
40.9,46.35885126446635,-0.11775208219299671
41.4,46.058851264466355,-0.10114996654422825
41.1,46.65885126446635,-0.11913819380074975
41.7,46.058851264466355,-0.0946365605046936
41.1,46.03885126446635,-0.10727572753923709
41.08,47.32885126446635,-0.1320304866380283
42.37,47.14885126446635,-0.10135668497331829
42.19,46.85885126446635,-0.09963648571143702
41.9,46.99885126446635,-0.10848884871195474
42.04,47.278851264466354,-0.11080749900545384
42.32,47.29885126446635,-0.10526368254965957
42.34,47.348851264466354,-0.10578612005789712
42.39,46.708851264466354,-0.0924632301490983
41.75,46.39885126446635,-0.10019324051728373
41.44,45.49885126446635,-0.08920777451883122
40.54,44.39885126446635,-0.08691331317291762
39.44,44.57885126446635,-0.11527554252082117
39.62,45.418851264466355,-0.12767498743419592
40.46,46.208851264466354,-0.12441017482914796
41.25,46.04885126446635,-0.1042121819045112
41.09,46.75885126446635,-0.12123589675895874
41.8,46.38885126446635,-0.09892142485497146
41.43,45.53885126446635,-0.09022738058551905
40.58,45.378851264466356,-0.10575083173654665
40.42,43.988851264466355,-0.0811308129646301
39.03,43.668851264466355,-0.10622792059201747
38.71,44.22885126446635,-0.1247794393633781
39.27,45.14885126446635,-0.130210428390084
40.19,44.58885126446635,-0.09865361272430617
39.63,44.32885126446635,-0.10599984277582464
39.37,45.319918838103376,-0.13128705855273726
40.73,44.749918838103376,-0.08983075148463793
40.16,43.509918838103374,-0.07699207278616482
38.92,42.04991883810337,-0.07443340973270107
37.46,41.789918838103375,-0.10361156370936586
37.2,41.19991883810337,-0.09708559994550481
36.61,41.38991883810338,-0.11548509811773311
36.8,40.76991883810337,-0.09737372433503855
36.18,40.83991883810337,-0.11410205922729943
36.25,40.51991883810337,-0.10537826729524702
35.93,41.039918838103375,-0.12451093917269374
36.45,40.47991883810337,-0.0995535305844053
35.89,39.319918838103376,-0.0872310762447347
34.73,34.84991883810338,-0.003441007672369878
30.26,36.439918838103374,-0.1695920033620203
31.85,37.01991883810337,-0.1396523547421218
32.43,36.76991883810337,-0.11802905677360553
32.18,36.44991883810337,-0.1171448105843177
31.86,36.70991883810338,-0.13211467068320948
32.12,37.369918838103374,-0.14048515494099545
32.78,36.73991883810338,-0.1077824601505788
32.15,36.609918838103376,-0.1218226912172643
32.02,35.429918838103376,-0.0962440488132349
30.84,35.41991883810338,-0.1293034820050598
30.83,35.859918838103376,-0.14026576191686124
31.27,37.69991883810337,-0.1705552435196397
33.11,37.23991883810338,-0.11090031791040589
32.65,37.369918838103374,-0.1263026248077055
32.78,36.429918838103376,-0.10019014465345977
31.84,36.88991883810338,-0.1368915681345264
32.3,36.289918838103375,-0.10994565338939466
31.7,36.66991883810338,-0.1355312200183869
32.08,37.95991883810338,-0.15489808772196945
33.37,38.22991883810337,-0.12712344116356178
33.64,39.22991883810337,-0.14249121598166492
34.64,39.259918838103374,-0.11767520093850914
34.67,37.63991883810338,-0.07890343363591124
33.05,38.399918838103375,-0.1393210975434347
33.81,37.399918838103375,-0.09598734301118139
32.81,37.539918838103375,-0.12599704486580987
32.95,38.13991883810338,-0.13607577037941743
33.55,37.41991883810338,-0.10341868604382909
32.83,39.579918838103374,-0.17053897623471792
34.99,39.09991883810338,-0.10511323195121847
34.51,39.289918838103375,-0.12165764092818154
34.7,39.23991883810338,-0.11569643802868801
34.65,36.899918838103375,-0.060973544358587595
32.31,35.999918838103376,-0.1024979765842654
31.41,35.23991883810338,-0.10868126160274394
30.65,35.109918838103376,-0.1270273183674583
30.52,35.84991883810338,-0.14867310752286644
31.26,36.30991883810337,-0.13907821883655713
