date,URI,dcf,Deviation
1999-12-03,19.5,,
1999-12-06,19.13,,
1999-12-07,19.0,,
1999-12-08,19.0,,
1999-12-09,18.19,,
1999-12-10,19.06,,
1999-12-13,18.69,,
1999-12-14,18.38,,
1999-12-15,18.38,,
1999-12-16,17.69,,
1999-12-17,16.94,,
1999-12-20,16.5,,
1999-12-21,15.94,,
1999-12-22,17.06,,
1999-12-23,18.0,,
1999-12-27,18.0,,
1999-12-28,17.13,,
1999-12-29,17.13,,
1999-12-30,17.0,,
1999-12-31,17.13,,
2000-01-03,16.69,,
2000-01-04,16.5,,
2000-01-05,16.44,,
2000-01-06,17.38,,
2000-01-07,17.94,,
2000-01-10,17.81,,
2000-01-11,17.81,,
2000-01-12,17.81,,
2000-01-13,18.56,,
2000-01-14,18.75,,
2000-01-18,19.0,,
2000-01-19,20.75,,
2000-01-20,20.13,,
2000-01-21,20.63,,
2000-01-24,21.19,,
2000-01-25,20.31,,
2000-01-26,21.25,,
2000-01-27,20.31,,
2000-01-28,19.19,,
2000-01-31,19.13,,
2000-02-01,19.75,,
2000-02-02,19.31,,
2000-02-03,19.25,,
2000-02-04,18.94,,
2000-02-07,18.5,,
2000-02-08,17.69,,
2000-02-09,17.06,,
2000-02-10,16.88,,
2000-02-11,16.31,,
2000-02-14,15.75,,
2000-02-15,17.25,,
2000-02-16,16.94,,
2000-02-17,16.81,,
2000-02-18,16.38,,
2000-02-22,16.06,,
2000-02-23,16.38,,
2000-02-24,16.56,,
2000-02-25,16.44,,
2000-02-28,15.88,,
2000-02-29,15.63,,
2000-03-01,15.5,,
2000-03-02,15.0,,
2000-03-03,14.94,,
2000-03-06,15.0,,
2000-03-07,14.5,,
2000-03-08,13.94,,
2000-03-09,14.5,,
2000-03-10,14.56,,
2000-03-13,14.5,,
2000-03-14,13.81,,
2000-03-15,13.75,,
2000-03-16,14.38,,
2000-03-17,13.75,,
2000-03-20,14.13,,
2000-03-21,14.88,,
2000-03-22,14.81,,
2000-03-23,14.81,,
2000-03-24,15.13,,
2000-03-27,15.19,,
2000-03-28,14.94,,
2000-03-29,14.75,,
2000-03-30,15.75,,
2000-03-31,17.25,,
2000-04-03,16.38,,
2000-04-04,15.94,,
2000-04-05,15.69,,
2000-04-06,15.25,,
2000-04-07,15.0,,
2000-04-10,14.56,,
2000-04-11,14.5,,
2000-04-12,14.06,,
2000-04-13,14.88,,
2000-04-14,14.38,,
2000-04-17,14.81,,
2000-04-18,14.75,,
2000-04-19,14.5,,
2000-04-20,14.63,,
2000-04-24,13.88,,
2000-04-25,14.13,,
2000-04-26,13.75,,
2000-04-27,13.81,,
2000-04-28,13.5,,
2000-05-01,14.0,,
2000-05-02,13.56,,
2000-05-03,13.25,,
2000-05-04,13.38,,
2000-05-05,13.44,,
2000-05-08,13.81,,
2000-05-09,14.0,,
2000-05-10,13.94,,
2000-05-11,13.88,,
2000-05-12,13.94,,
2000-05-15,14.19,,
2000-05-16,14.56,,
2000-05-17,14.88,,
2000-05-18,14.56,,
2000-05-19,14.44,,
2000-05-22,14.06,,
2000-05-23,15.06,,
2000-05-24,16.06,,
2000-05-25,16.69,,
2000-05-26,16.69,,
2000-05-30,16.44,,
2000-05-31,16.25,,
2000-06-01,16.06,,
2000-06-02,16.06,,
2000-06-05,16.0,,
2000-06-06,16.38,,
2000-06-07,17.0,,
2000-06-08,17.06,,
2000-06-09,17.63,,
2000-06-12,18.06,,
2000-06-13,19.06,,
2000-06-14,19.69,,
2000-06-15,18.19,,
2000-06-16,18.31,,
2000-06-19,18.81,,
2000-06-20,19.06,,
2000-06-21,19.13,,
2000-06-22,18.5,,
2000-06-23,18.5,,
2000-06-26,18.38,,
2000-06-27,18.0,,
2000-06-28,18.44,,
2000-06-29,18.44,,
2000-06-30,17.13,,
2000-07-03,18.63,,
2000-07-05,17.81,,
2000-07-06,17.38,,
2000-07-07,18.0,,
2000-07-10,18.19,,
2000-07-11,18.0,,
2000-07-12,18.69,,
2000-07-13,19.38,,
2000-07-14,19.69,,
2000-07-17,19.69,,
2000-07-18,19.25,,
2000-07-19,19.0,,
2000-07-20,19.81,,
2000-07-21,19.56,,
2000-07-24,19.38,,
2000-07-25,19.0,,
2000-07-26,19.06,,
2000-07-27,19.13,,
2000-07-28,19.88,,
2000-07-31,20.63,,
2000-08-01,20.75,,
2000-08-02,21.06,,
2000-08-03,21.19,,
2000-08-04,21.56,,
2000-08-07,22.25,,
2000-08-08,22.56,,
2000-08-09,22.56,,
2000-08-10,21.5,,
2000-08-11,20.56,,
2000-08-14,20.56,,
2000-08-15,20.56,,
2000-08-16,20.5,,
2000-08-17,20.06,,
2000-08-18,20.0,,
2000-08-21,20.31,,
2000-08-22,20.38,,
2000-08-23,20.0,,
2000-08-24,18.81,,
2000-08-25,19.06,,
2000-08-28,19.44,,
2000-08-29,19.25,,
2000-08-30,20.63,,
2000-08-31,20.75,,
2000-09-01,20.44,,
2000-09-05,21.13,,
2000-09-06,20.75,,
2000-09-07,20.53,,
2000-09-08,20.41,,
2000-09-11,20.75,,
2000-09-12,20.13,,
2000-09-13,20.94,,
2000-09-14,21.75,,
2000-09-15,21.69,,
2000-09-18,20.69,,
2000-09-19,20.81,,
2000-09-20,20.75,,
2000-09-21,20.31,,
2000-09-22,20.0,,
2000-09-25,22.44,,
2000-09-26,22.25,,
2000-09-27,23.0,,
2000-09-28,23.63,,
2000-09-29,24.13,,
2000-10-02,23.69,,
2000-10-03,24.31,,
2000-10-04,23.63,,
2000-10-05,23.94,,
2000-10-06,23.56,,
2000-10-09,23.38,,
2000-10-10,23.5,,
2000-10-11,22.69,,
2000-10-12,21.56,,
2000-10-13,21.75,,
2000-10-16,21.75,,
2000-10-17,19.75,,
2000-10-18,19.69,,
2000-10-19,20.19,,
2000-10-20,20.38,,
2000-10-23,20.31,,
2000-10-24,20.13,,
2000-10-25,19.81,,
2000-10-26,18.81,,
2000-10-27,18.56,,
2000-10-30,19.38,,
2000-10-31,21.5,,
2000-11-01,20.38,,
2000-11-02,20.38,,
2000-11-03,19.0,,
2000-11-06,18.94,,
2000-11-07,18.63,,
2000-11-08,19.56,,
2000-11-09,18.44,,
2000-11-10,18.31,,
2000-11-13,17.94,,
2000-11-14,17.88,,
2000-11-15,18.56,,
2000-11-16,17.69,,
2000-11-17,17.94,,
2000-11-20,17.06,,
2000-11-21,16.63,,
2000-11-22,15.81,,
2000-11-24,16.31,,
2000-11-27,16.38,,
2000-11-28,15.94,,
2000-11-29,15.38,,
2000-11-30,15.56,,
2000-12-01,16.56,,
2000-12-04,15.63,,
2000-12-05,17.06,,
2000-12-06,16.5,,
2000-12-07,16.56,,
2000-12-08,18.0,,
2000-12-11,17.81,,
2000-12-12,18.25,,
2000-12-13,17.13,,
2000-12-14,16.56,,
2000-12-15,16.25,,
2000-12-18,12.75,,
2000-12-19,12.88,,
2000-12-20,12.19,,
2000-12-21,12.0,,
2000-12-22,12.44,,
2000-12-26,12.5,,
2000-12-27,13.5,,
2000-12-28,14.31,,
2000-12-29,13.44,,
2001-01-02,13.19,,
2001-01-03,14.31,,
2001-01-04,14.88,,
2001-01-05,14.75,,
2001-01-08,14.94,,
2001-01-09,14.69,,
2001-01-10,15.19,,
2001-01-11,14.81,,
2001-01-12,14.88,,
2001-01-16,16.0,,
2001-01-17,15.81,,
2001-01-18,15.19,,
2001-01-19,15.31,,
2001-01-22,15.56,,
2001-01-23,16.13,,
2001-01-24,15.94,,
2001-01-25,16.56,,
2001-01-26,16.94,,
2001-01-29,17.47,,
2001-01-30,18.18,,
2001-01-31,17.29,,
2001-02-01,17.29,,
2001-02-02,16.81,,
2001-02-05,17.0,,
2001-02-06,17.05,,
2001-02-07,17.16,,
2001-02-08,17.39,,
2001-02-09,17.34,,
2001-02-12,17.88,,
2001-02-13,18.66,,
2001-02-14,16.93,,
2001-02-15,17.89,,
2001-02-16,17.26,,
2001-02-20,16.95,,
2001-02-21,16.98,,
2001-02-22,16.82,,
2001-02-23,17.0,,
2001-02-26,16.99,,
2001-02-27,16.28,,
2001-02-28,17.11,,
2001-03-01,17.09,,
2001-03-02,17.9,,
2001-03-05,17.2,,
2001-03-06,17.37,,
2001-03-07,17.49,,
2001-03-08,18.28,,
2001-03-09,19.44,,
2001-03-12,18.67,,
2001-03-13,19.43,,
2001-03-14,18.45,,
2001-03-15,18.0,,
2001-03-16,17.54,,
2001-03-19,17.25,,
2001-03-20,17.01,,
2001-03-21,16.18,,
2001-03-22,16.02,,
2001-03-23,16.49,,
2001-03-26,16.22,,
2001-03-27,17.0,,
2001-03-28,16.35,,
2001-03-29,15.98,,
2001-03-30,16.33,,
2001-04-02,15.78,,
2001-04-03,15.26,,
2001-04-04,15.19,,
2001-04-05,16.94,,
2001-04-06,16.48,,
2001-04-09,16.99,,
2001-04-10,17.69,,
2001-04-11,17.92,,
2001-04-12,17.64,,
2001-04-16,17.22,,
2001-04-17,17.89,,
2001-04-18,19.01,,
2001-04-19,18.53,,
2001-04-20,18.25,,
2001-04-23,18.06,,
2001-04-24,17.7,,
2001-04-25,18.47,,
2001-04-26,19.0,,
2001-04-27,19.79,,
2001-04-30,20.02,,
2001-05-01,21.7,,
2001-05-02,22.26,,
2001-05-03,22.22,,
2001-05-04,22.4,,
2001-05-07,22.1,,
2001-05-08,21.4,,
2001-05-09,21.5,,
2001-05-10,21.81,,
2001-05-11,21.45,,
2001-05-14,21.28,,
2001-05-15,20.69,,
2001-05-16,20.7,,
2001-05-17,20.8,,
2001-05-18,20.85,,
2001-05-21,21.24,,
2001-05-22,22.29,,
2001-05-23,22.85,,
2001-05-24,22.43,,
2001-05-25,22.26,,
2001-05-29,22.17,,
2001-05-30,22.97,,
2001-05-31,23.07,,
2001-06-01,23.1,,
2001-06-04,23.8,,
2001-06-05,24.67,,
2001-06-06,24.23,,
2001-06-07,25.25,,
2001-06-08,25.98,,
2001-06-11,25.47,,
2001-06-12,26.25,,
2001-06-13,25.42,,
2001-06-14,25.4,,
2001-06-15,24.7,,
2001-06-18,24.41,,
2001-06-19,24.54,,
2001-06-20,24.55,,
2001-06-21,24.43,,
2001-06-22,23.7,,
2001-06-25,23.39,,
2001-06-26,23.61,,
2001-06-27,24.85,,
2001-06-28,25.13,,
2001-06-29,25.95,,
2001-07-02,25.48,,
2001-07-03,25.27,,
2001-07-05,25.28,,
2001-07-06,23.9,,
2001-07-09,24.25,,
2001-07-10,24.05,,
2001-07-11,23.25,,
2001-07-12,23.45,,
2001-07-13,23.55,,
2001-07-16,23.38,,
2001-07-17,23.95,,
2001-07-18,23.87,,
2001-07-19,23.87,,
2001-07-20,23.41,,
2001-07-23,24.15,,
2001-07-24,23.66,,
2001-07-25,23.43,,
2001-07-26,23.8,,
2001-07-27,23.95,,
2001-07-30,23.32,,
2001-07-31,23.39,,
2001-08-01,23.69,,
2001-08-02,23.51,,
2001-08-03,23.9,,
2001-08-06,23.21,,
2001-08-07,23.33,,
2001-08-08,23.14,,
2001-08-09,23.05,,
2001-08-10,23.35,,
2001-08-13,23.4,,
2001-08-14,23.45,,
2001-08-15,23.24,,
2001-08-16,23.51,,
2001-08-17,23.72,,
2001-08-20,24.47,,
2001-08-21,24.13,,
2001-08-22,23.98,,
2001-08-23,23.96,,
2001-08-24,23.92,,
2001-08-27,23.79,,
2001-08-28,23.58,,
2001-08-29,23.64,,
2001-08-30,22.84,,
2001-08-31,23.25,,
2001-09-04,23.2,,
2001-09-05,23.12,,
2001-09-06,22.65,,
2001-09-07,21.64,,
2001-09-10,20.53,,
2001-09-17,19.86,,
2001-09-18,19.5,,
2001-09-19,18.7,,
2001-09-20,18.7,,
2001-09-21,17.9,,
2001-09-24,18.18,,
2001-09-25,18.5,,
2001-09-26,16.46,,
2001-09-27,17.15,,
2001-09-28,17.34,,
2001-10-01,17.1,,
2001-10-02,16.97,,
2001-10-03,18.67,,
2001-10-04,18.33,,
2001-10-05,17.76,,
2001-10-08,17.8,,
2001-10-09,17.85,,
2001-10-10,19.24,,
2001-10-11,19.5,,
2001-10-12,18.43,,
2001-10-15,18.75,,
2001-10-16,19.15,,
2001-10-17,18.11,,
2001-10-18,17.79,,
2001-10-19,17.71,,
2001-10-22,17.5,,
2001-10-23,18.0,,
2001-10-24,18.29,,
2001-10-25,18.72,,
2001-10-26,19.31,,
2001-10-29,18.65,,
2001-10-30,18.68,,
2001-10-31,18.25,,
2001-11-01,18.7,,
2001-11-02,19.05,,
2001-11-05,18.86,,
2001-11-06,18.6,,
2001-11-07,19.67,,
2001-11-08,20.54,,
2001-11-09,20.54,,
2001-11-12,20.41,,
2001-11-13,20.5,,
2001-11-14,20.55,,
2001-11-15,21.3,,
2001-11-16,21.63,,
2001-11-19,21.88,,
2001-11-20,21.05,,
2001-11-21,20.95,,
2001-11-23,21.2,,
2001-11-26,21.72,,
2001-11-27,21.7,,
2001-11-28,21.81,,
2001-11-29,22.02,,
2001-11-30,21.77,,
2001-12-03,21.84,,
2001-12-04,22.85,,
2001-12-05,24.0,,
2001-12-06,24.49,,
2001-12-07,24.44,,
2001-12-10,23.78,,
2001-12-11,24.48,,
2001-12-12,23.65,,
2001-12-13,22.85,,
2001-12-14,22.89,,
2001-12-17,22.8,,
2001-12-18,22.75,,
2001-12-19,22.74,,
2001-12-20,22.9,,
2001-12-21,22.7,,
2001-12-24,22.62,,
2001-12-26,22.87,,
2001-12-27,23.47,,
2001-12-28,23.38,,
2001-12-31,22.7,,
2002-01-02,23.02,,
2002-01-03,22.57,,
2002-01-04,23.1,,
2002-01-07,22.23,,
2002-01-08,22.87,,
2002-01-09,22.62,,
2002-01-10,22.85,,
2002-01-11,22.4,,
2002-01-14,20.05,,
2002-01-15,20.62,,
2002-01-16,20.36,,
2002-01-17,20.42,,
2002-01-18,20.07,,
2002-01-22,19.97,,
2002-01-23,20.49,,
2002-01-24,21.12,,
2002-01-25,20.93,,
2002-01-28,20.66,,
2002-01-29,20.02,,
2002-01-30,21.39,,
2002-01-31,21.25,,
2002-02-01,21.65,,
2002-02-04,21.15,,
2002-02-05,20.78,,
2002-02-06,21.01,,
2002-02-07,20.85,,
2002-02-08,21.08,,
2002-02-11,21.85,,
2002-02-12,22.17,,
2002-02-13,22.8,,
2002-02-14,22.86,,
2002-02-15,22.23,,
2002-02-19,22.01,,
2002-02-20,21.98,,
2002-02-21,21.5,,
2002-02-22,21.59,,
2002-02-25,22.28,,
2002-02-26,24.21,,
2002-02-27,24.56,,
2002-02-28,24.33,,
2002-03-01,25.2,,
2002-03-04,27.1,,
2002-03-05,26.61,,
2002-03-06,26.87,,
2002-03-07,29.12,,
2002-03-08,30.32,,
2002-03-11,29.95,,
2002-03-12,29.99,,
2002-03-13,29.49,,
2002-03-14,29.4,,
2002-03-15,29.48,,
2002-03-18,30.54,,
2002-03-19,27.1,,
2002-03-20,26.01,,
2002-03-21,25.8,,
2002-03-22,26.35,,
2002-03-25,26.8,,
2002-03-26,27.5,,
2002-03-27,27.5,,
2002-03-28,27.48,,
2002-04-01,27.09,,
